,QUARTER,TIME_REMAINING,DENVER_ACTION,DALLAS_ACTION,DENVER_SCORE,DALLAS_SCORE
34,1,6:44.0,W. Chandler misses 2-pt jump shot from 13 ft,,9,17
35,1,6:43.0,,Defensive rebound by D. Nowitzki,9,17
36,1,6:38.0,,C. Parsons misses 2-pt layup at rim,9,17
37,1,6:37.0,Defensive rebound by T. Lawson,,9,17
38,1,6:32.0,Personal block foul by R. Rondo (drawn by T. Lawson),,9,17
39,1,6:32.0,,D. Harris enters the game for R. Rondo,9,17
40,1,6:32.0,,A. Aminu enters the game for D. Nowitzki,9,17
41,1,6:20.0,A. Afflalo makes 3-pt jump shot from 23 ft (assist by T. Lawson),,12,17
42,1,6:01.0,,D. Harris makes 3-pt jump shot from 24 ft (assist by A. Aminu),12,20
43,1,5:45.0,A. Afflalo misses 2-pt jump shot from 11 ft,,12,20
44,1,5:44.0,Offensive rebound by J. Nurkić,,12,20
45,1,5:44.0,J. Nurkić misses 2-pt tip-in at rim,,12,20
46,1,5:43.0,Offensive rebound by J. Nurkić,,12,20
47,1,5:42.0,J. Nurkić misses 2-pt layup from 1 ft,,12,20
48,1,5:41.0,Offensive rebound by K. Faried,,12,20
49,1,5:41.0,K. Faried makes 2-pt layup from 1 ft,,14,20
50,1,5:35.0,,Personal foul by W. Chandler (drawn by T. Chandler),14,20
51,1,5:28.0,,C. Parsons misses 3-pt jump shot from 24 ft,14,20
52,1,5:27.0,,Offensive rebound by T. Chandler,14,20
53,1,5:16.0,,Turnover by A. Aminu (lost ball; steal by K. Faried),14,20
54,1,5:02.0,J. Nurkić misses 2-pt hook shot from 5 ft,,14,20
55,1,5:01.0,,Defensive rebound by T. Chandler,14,20
56,1,4:55.0,,D. Harris misses 2-pt layup from 2 ft (block by K. Faried),14,20
57,1,4:54.0,Defensive rebound by T. Lawson,,14,20
58,1,4:50.0,T. Lawson misses 2-pt layup from 1 ft,,14,20
59,1,4:48.0,,Defensive rebound by T. Chandler,14,20
60,1,4:43.0,,D. Harris misses 3-pt jump shot from 24 ft,14,20
61,1,4:42.0,,Offensive rebound by A. Aminu,14,20
62,1,4:40.0,,C. Parsons makes 2-pt layup at rim (assist by A. Aminu),14,22
63,1,4:21.0,K. Faried makes 2-pt jump shot from 3 ft (assist by T. Lawson),,16,22
64,1,4:07.0,,A. Aminu misses 3-pt jump shot from 24 ft,16,22
65,1,4:06.0,Defensive rebound by T. Lawson,,16,22
66,1,3:58.0,A. Afflalo misses 3-pt jump shot from 23 ft,,16,22
67,1,3:57.0,,Defensive rebound by T. Chandler,16,22
68,1,3:53.0,,Dallas full timeout,16,22
69,1,3:53.0,,D. Powell enters the game for T. Chandler,16,22
70,1,3:53.0,J. Hickson enters the game for W. Chandler,,16,22
71,1,3:53.0,J. Nelson enters the game for J. Nurkić,,16,22
72,1,3:46.0,,D. Powell misses 2-pt jump shot from 18 ft,16,22
73,1,3:45.0,,Offensive rebound by A. Aminu,16,22
74,1,3:44.0,,A. Aminu misses 2-pt layup at rim (block by K. Faried),16,22
75,1,3:43.0,Defensive rebound by A. Afflalo,,16,22
76,1,3:33.0,J. Hickson misses 2-pt hook shot from 5 ft,,16,22
77,1,3:31.0,,Defensive rebound by A. Aminu,16,22
78,1,3:20.0,,Turnover by M. Ellis (bad pass; steal by J. Nelson),16,22
79,1,3:10.0,J. Hickson makes 2-pt dunk at rim (assist by J. Nelson),,18,22
80,1,2:57.0,,A. Aminu misses 3-pt jump shot from 24 ft,18,22
81,1,2:55.0,Defensive rebound by A. Afflalo,,18,22
82,1,2:45.0,K. Faried makes 2-pt hook shot from 5 ft (assist by J. Nelson),,20,22
83,1,2:33.0,,Def 3 sec tech foul by A. Afflalo,20,22
84,1,2:33.0,,M. Ellis makes technical free throw,20,23
85,1,2:27.0,,M. Ellis misses 2-pt layup from 1 ft,20,23
86,1,2:26.0,Defensive rebound by J. Hickson,,20,23
87,1,2:23.0,Turnover by J. Hickson (bad pass),,20,23
88,1,2:08.0,Offensive charge foul by M. Ellis (drawn by K. Faried),,20,23
89,1,2:08.0,,Turnover by M. Ellis (offensive foul),20,23
90,1,2:08.0,,R. Rondo enters the game for M. Ellis,20,23
91,1,2:08.0,,D. Nowitzki enters the game for C. Parsons,20,23
92,1,2:08.0,D. Arthur enters the game for K. Faried,,20,23
93,1,1:56.0,J. Nelson misses 3-pt jump shot from 28 ft,,20,23
94,1,1:55.0,,Defensive rebound by R. Rondo,20,23
95,1,1:46.0,,D. Powell makes 2-pt layup at rim (assist by R. Rondo),20,25
96,1,1:27.0,T. Lawson misses 2-pt jump shot from 7 ft (block by A. Aminu),,20,25
97,1,1:25.0,,Defensive rebound by D. Nowitzki,20,25
98,1,1:20.0,,A. Aminu makes 2-pt jump shot from 1 ft (assist by R. Rondo),20,27
99,1,1:05.0,A. Afflalo makes 2-pt jump shot from 16 ft (assist by J. Nelson),,22,27
100,1,0:48.0,,Shooting foul by T. Lawson (drawn by D. Harris),22,27
101,1,0:48.0,,D. Harris makes free throw 1 of 2,22,28
102,1,0:48.0,,D. Harris makes free throw 2 of 2,22,29
103,1,0:40.0,Personal foul by A. Aminu (drawn by T. Lawson),,22,29
104,1,0:33.0,J. Nelson makes 2-pt jump shot from 21 ft,,24,29
105,1,0:08.0,,D. Harris misses 3-pt jump shot from 24 ft,24,29
106,1,0:07.0,Defensive rebound by J. Hickson,,24,29
107,1,0:00.0,T. Lawson misses 3-pt jump shot from 24 ft,,24,29
108,1,0:00.0,Offensive rebound by J. Hickson,,24,29
109,2,11:41.0,,D. Nowitzki misses 2-pt jump shot from 17 ft,24,29
110,2,11:40.0,Defensive rebound by J. Hickson,,24,29
111,2,11:31.0,Offensive foul by D. Arthur (drawn by J. Barea),,24,29
112,2,11:31.0,Turnover by D. Arthur (offensive foul),,24,29
113,2,11:17.0,,Personal foul by D. Arthur (drawn by D. Nowitzki),24,29
114,2,11:04.0,,D. Powell misses 2-pt hook shot from 6 ft,24,29
115,2,11:03.0,Defensive rebound by J. Hickson,,24,29
116,2,10:53.0,Turnover by J. Nelson (bad pass; steal by D. Powell),,24,29
117,2,10:46.0,,Turnover by J. Barea (bad pass; steal by D. Arthur),24,29
118,2,10:40.0,W. Chandler makes 2-pt layup from 3 ft (assist by T. Lawson),,26,29
119,2,10:27.0,,J. Barea makes 2-pt jump shot from 3 ft,26,31
120,2,10:27.0,,Shooting foul by J. Nelson (drawn by J. Barea),26,31
121,2,10:27.0,A. Afflalo enters the game for T. Lawson,,26,31
122,2,10:27.0,,J. Barea misses free throw 1 of 1,26,31
123,2,10:26.0,Defensive rebound by J. Hickson,,26,31
124,2,10:17.0,Offensive foul by J. Hickson (drawn by D. Powell),,26,31
125,2,10:17.0,Turnover by J. Hickson (offensive foul),,26,31
126,2,10:02.0,,R. Jefferson misses 3-pt jump shot from 24 ft,26,31
127,2,10:01.0,Defensive rebound by J. Hickson,,26,31
128,2,9:53.0,J. Nelson misses 3-pt jump shot from 24 ft,,26,31
129,2,9:52.0,,Defensive rebound by R. Jefferson,26,31
130,2,9:39.0,,J. Barea makes 2-pt jump shot from 21 ft (assist by R. Rondo),26,33
131,2,9:29.0,Personal foul by D. Powell (drawn by J. Hickson),,26,33
132,2,9:25.0,Turnover by J. Nelson (lost ball; steal by D. Nowitzki),,26,33
133,2,9:21.0,,Turnover by R. Rondo (bad pass),26,33
134,2,9:01.0,W. Chandler misses 2-pt jump shot from 14 ft,,26,33
135,2,9:00.0,Offensive rebound by W. Chandler,,26,33
136,2,8:51.0,D. Arthur misses 3-pt jump shot from 25 ft,,26,33
137,2,8:50.0,,Defensive rebound by R. Rondo,26,33
138,2,8:29.0,,D. Nowitzki misses 2-pt jump shot from 11 ft,26,33
139,2,8:28.0,Defensive rebound by W. Chandler,,26,33
140,2,8:24.0,Turnover by W. Chandler (bad pass; steal by D. Powell),,26,33
141,2,8:22.0,,Turnover by D. Powell (bad pass),26,33
142,2,8:22.0,Official timeout,,26,33
143,2,8:22.0,,T. Chandler enters the game for D. Nowitzki,26,33
144,2,8:22.0,,M. Ellis enters the game for R. Rondo,26,33
145,2,8:22.0,,C. Parsons enters the game for D. Powell,26,33
146,2,8:15.0,D. Arthur misses 2-pt jump shot from 20 ft,,26,33
147,2,8:14.0,,Defensive rebound by T. Chandler,26,33
148,2,7:57.0,,M. Ellis misses 2-pt jump shot from 21 ft,26,33
149,2,7:56.0,Defensive rebound by W. Chandler,,26,33
150,2,7:44.0,J. Nelson misses 2-pt jump shot from 19 ft,,26,33
151,2,7:43.0,Offensive rebound by D. Arthur,,26,33
152,2,7:43.0,Shooting foul by J. Barea (drawn by D. Arthur),,26,33
153,2,7:43.0,D. Arthur makes free throw 1 of 2,,27,33
154,2,7:43.0,D. Arthur misses free throw 2 of 2,,27,33
155,2,7:41.0,,Defensive rebound by C. Parsons,27,33
156,2,7:18.0,,C. Parsons makes 2-pt jump shot from 3 ft,27,35
157,2,6:57.0,A. Afflalo misses 3-pt jump shot from 24 ft,,27,35
158,2,6:56.0,,Defensive rebound by J. Barea,27,35
159,2,6:49.0,,T. Chandler makes 2-pt dunk at rim (assist by J. Barea),27,37
160,2,6:33.0,D. Arthur makes 2-pt jump shot from 22 ft (assist by J. Nelson),,29,37
161,2,6:11.0,,R. Jefferson misses 2-pt jump shot from 20 ft,29,37
162,2,6:10.0,Defensive rebound by A. Afflalo,,29,37
163,2,6:05.0,Personal foul by R. Jefferson (drawn by J. Hickson),,29,37
164,2,6:05.0,,Personal foul by J. Hickson,29,37
165,2,6:05.0,T. Lawson enters the game for J. Nelson,,29,37
166,2,6:05.0,J. Nurkić enters the game for J. Hickson,,29,37
167,2,6:05.0,,A. Aminu enters the game for R. Jefferson,29,37
168,2,6:05.0,,D. Harris enters the game for J. Barea,29,37
169,2,5:56.0,,Dallas full timeout,29,37
170,2,5:56.0,K. Faried enters the game for D. Arthur,,29,37
171,2,5:46.0,A. Afflalo misses 2-pt jump shot from 7 ft,,29,37
172,2,5:45.0,,Defensive rebound by T. Chandler,29,37
173,2,5:27.0,,A. Aminu misses 3-pt jump shot from 24 ft,29,37
174,2,5:26.0,Defensive rebound by T. Lawson,,29,37
175,2,5:22.0,Offensive foul by K. Faried (drawn by C. Parsons),,29,37
176,2,5:22.0,Turnover by K. Faried (offensive foul),,29,37
177,2,5:11.0,,T. Chandler makes 2-pt jump shot from 19 ft (assist by C. Parsons),29,39
178,2,4:51.0,J. Nurkić misses 2-pt jump shot from 6 ft,,29,39
179,2,4:50.0,Offensive rebound by J. Nurkić,,29,39
180,2,4:45.0,T. Lawson misses 2-pt jump shot from 6 ft,,29,39
181,2,4:44.0,Offensive rebound by K. Faried,,29,39
182,2,4:44.0,K. Faried makes 2-pt dunk at rim,,31,39
183,2,4:38.0,,Shooting block foul by T. Lawson (drawn by D. Harris),31,39
184,2,4:38.0,,D. Harris makes free throw 1 of 2,31,40
185,2,4:38.0,,D. Nowitzki enters the game for A. Aminu,31,40
186,2,4:38.0,,D. Harris misses free throw 2 of 2,31,40
187,2,4:37.0,Defensive rebound by J. Nurkić,,31,40
188,2,4:17.0,Shooting foul by D. Harris (drawn by T. Lawson),,31,40
189,2,4:17.0,T. Lawson makes free throw 1 of 3,,32,40
190,2,4:17.0,T. Lawson misses free throw 2 of 3,,32,40
191,2,4:17.0,Offensive rebound by Team,,32,40
192,2,4:17.0,,R. Rondo enters the game for D. Harris,32,40
193,2,4:17.0,T. Lawson misses free throw 3 of 3,,32,40
194,2,4:16.0,,Defensive rebound by T. Chandler,32,40
195,2,4:00.0,,D. Nowitzki misses 2-pt jump shot from 15 ft,32,40
196,2,3:59.0,Defensive rebound by K. Faried,,32,40
197,2,3:53.0,W. Chandler makes 3-pt jump shot from 26 ft (assist by T. Lawson),,35,40
198,2,3:31.0,,M. Ellis misses 2-pt jump shot from 17 ft,35,40
199,2,3:30.0,Defensive rebound by W. Chandler,,35,40
200,2,3:16.0,A. Afflalo misses 2-pt jump shot from 9 ft,,35,40
201,2,3:16.0,,Defensive rebound by T. Chandler,35,40
202,2,3:12.0,,Turnover by R. Rondo (bad pass),35,40
203,2,2:57.0,Turnover by W. Chandler (lost ball; steal by R. Rondo),,35,40
204,2,2:51.0,,C. Parsons makes 2-pt layup at rim (assist by M. Ellis),35,42
205,2,2:29.0,A. Afflalo misses 3-pt jump shot from 25 ft,,35,42
206,2,2:28.0,,Defensive rebound by R. Rondo,35,42
207,2,2:12.0,,Turnover by R. Rondo (bad pass; steal by J. Nurkić),35,42
208,2,2:11.0,Shooting foul by D. Nowitzki (drawn by A. Afflalo),,35,42
209,2,2:11.0,A. Afflalo makes 2-pt layup from 2 ft (assist by T. Lawson),,37,42
210,2,2:11.0,Denver full timeout,,37,42
211,2,2:11.0,A. Afflalo makes free throw 1 of 1,,38,42
212,2,1:52.0,,D. Nowitzki makes 2-pt jump shot from 13 ft (assist by R. Rondo),38,44
213,2,1:32.0,J. Nurkić misses 2-pt hook shot from 5 ft,,38,44
214,2,1:32.0,,Defensive rebound by T. Chandler,38,44
215,2,1:18.0,,D. Nowitzki misses 2-pt jump shot from 9 ft,38,44
216,2,1:17.0,Defensive rebound by J. Nurkić,,38,44
217,2,1:11.0,A. Afflalo makes 3-pt jump shot from 24 ft (assist by T. Lawson),,41,44
218,2,0:52.0,,Shooting block foul by J. Nurkić (drawn by D. Nowitzki),41,44
219,2,0:52.0,,D. Nowitzki makes free throw 1 of 2,41,45
220,2,0:52.0,J. Nelson enters the game for J. Nurkić,,41,45
221,2,0:52.0,,D. Nowitzki makes free throw 2 of 2,41,46
222,2,0:31.0,J. Nelson misses 2-pt jump shot from 23 ft,,41,46
223,2,0:30.0,,Defensive rebound by R. Rondo,41,46
224,2,0:06.0,,M. Ellis makes 3-pt jump shot from 22 ft (assist by C. Parsons),41,49
225,2,0:02.0,Personal foul by M. Ellis (drawn by T. Lawson),,41,49
226,2,0:02.0,T. Lawson misses free throw 1 of 2,,41,49
227,2,0:02.0,Offensive rebound by Team,,41,49
228,2,0:02.0,T. Lawson makes free throw 2 of 2,,42,49
229,2,0:00.0,,R. Rondo misses 3-pt jump shot from 45 ft,42,49
230,2,0:00.0,,Offensive rebound by Team,42,49
231,3,11:43.0,,M. Ellis makes 2-pt jump shot from 17 ft (assist by T. Chandler),42,51
232,3,11:25.0,Offensive foul by A. Afflalo (drawn by R. Rondo),,42,51
233,3,11:25.0,Turnover by A. Afflalo (offensive foul),,42,51
234,3,11:15.0,,M. Ellis makes 2-pt jump shot from 9 ft,42,53
235,3,10:51.0,Shooting foul by D. Nowitzki (drawn by K. Faried),,42,53
236,3,10:51.0,K. Faried misses free throw 1 of 2,,42,53
237,3,10:51.0,Offensive rebound by Team,,42,53
238,3,10:51.0,K. Faried makes free throw 2 of 2,,43,53
239,3,10:26.0,,R. Rondo misses 2-pt jump shot from 13 ft,43,53
240,3,10:25.0,Defensive rebound by K. Faried,,43,53
241,3,10:21.0,Shooting foul by R. Rondo (drawn by T. Lawson),,43,53
242,3,10:21.0,T. Lawson makes free throw 1 of 2,,44,53
243,3,10:21.0,T. Lawson misses free throw 2 of 2,,44,53
244,3,10:20.0,,Defensive rebound by T. Chandler,44,53
245,3,10:08.0,,C. Parsons makes 2-pt layup from 1 ft,44,55
246,3,9:59.0,T. Lawson misses 2-pt jump shot from 19 ft,,44,55
247,3,9:58.0,,Defensive rebound by D. Nowitzki,44,55
248,3,9:51.0,,D. Nowitzki makes 3-pt jump shot from 24 ft (assist by M. Ellis),44,58
249,3,9:48.0,Denver full timeout,,44,58
250,3,9:48.0,J. Hickson enters the game for J. Nurkić,,44,58
251,3,9:30.0,Turnover by J. Hickson (lost ball; steal by M. Ellis),,44,58
252,3,9:25.0,,Turnover by M. Ellis (bad pass; steal by A. Afflalo),44,58
253,3,9:13.0,Turnover by J. Hickson (bad pass; steal by C. Parsons),,44,58
254,3,8:56.0,,R. Rondo makes 2-pt jump shot from 20 ft,44,60
255,3,8:35.0,Personal block foul by M. Ellis (drawn by A. Afflalo),,44,60
256,3,8:35.0,,A. Aminu enters the game for D. Nowitzki,44,60
257,3,8:28.0,A. Afflalo makes 3-pt jump shot from 23 ft (assist by J. Hickson),,47,60
258,3,8:12.0,,M. Ellis makes 2-pt layup from 1 ft (assist by R. Rondo),47,62
259,3,8:06.0,T. Lawson misses 2-pt layup from 1 ft,,47,62
260,3,8:05.0,Offensive rebound by K. Faried,,47,62
261,3,8:05.0,K. Faried makes 2-pt dunk at rim,,49,62
262,3,7:54.0,,R. Rondo misses 2-pt jump shot from 22 ft,49,62
263,3,7:53.0,Defensive rebound by K. Faried,,49,62
264,3,7:41.0,Shooting foul by T. Chandler (drawn by J. Hickson),,49,62
265,3,7:41.0,J. Hickson misses free throw 1 of 2,,49,62
266,3,7:41.0,Offensive rebound by Team,,49,62
267,3,7:41.0,J. Hickson misses free throw 2 of 2,,49,62
268,3,7:40.0,,Defensive rebound by R. Rondo,49,62
269,3,7:16.0,,M. Ellis misses 3-pt jump shot from 24 ft,49,62
270,3,7:15.0,Defensive rebound by T. Lawson,,49,62
271,3,7:13.0,Shooting foul by R. Rondo (drawn by J. Hickson),,49,62
272,3,7:13.0,J. Hickson makes free throw 1 of 2,,50,62
273,3,7:13.0,J. Hickson misses free throw 2 of 2,,50,62
274,3,7:12.0,,Defensive rebound by A. Aminu,50,62
275,3,6:53.0,,C. Parsons makes 2-pt dunk at rim,50,64
276,3,6:36.0,A. Afflalo misses 2-pt jump shot from 18 ft,,50,64
277,3,6:35.0,Offensive rebound by J. Hickson,,50,64
278,3,6:33.0,J. Hickson makes 2-pt layup at rim,,52,64
279,3,6:15.0,,Turnover by M. Ellis (offensive foul),52,64
280,3,6:15.0,Offensive charge foul by M. Ellis (drawn by K. Faried),,52,64
281,3,6:15.0,,D. Harris enters the game for M. Ellis,52,64
282,3,6:02.0,T. Lawson misses 2-pt jump shot from 16 ft,,52,64
283,3,6:01.0,,Defensive rebound by R. Rondo,52,64
284,3,5:48.0,,Shooting foul by K. Faried (drawn by A. Aminu),52,64
285,3,5:48.0,,A. Aminu makes free throw 1 of 2,52,65
286,3,5:48.0,J. Nelson enters the game for K. Faried,,52,65
287,3,5:48.0,,A. Aminu makes free throw 2 of 2,52,66
288,3,5:34.0,W. Chandler misses 3-pt jump shot from 24 ft,,52,66
289,3,5:32.0,,Defensive rebound by C. Parsons,52,66
290,3,5:18.0,,Personal foul by J. Nelson (drawn by T. Chandler),52,66
291,3,5:09.0,,R. Rondo misses 2-pt jump shot from 9 ft,52,66
292,3,5:08.0,Defensive rebound by J. Hickson,,52,66
293,3,5:01.0,A. Afflalo misses 2-pt jump shot from 21 ft,,52,66
294,3,5:00.0,,Defensive rebound by R. Rondo,52,66
295,3,4:42.0,,C. Parsons misses 3-pt jump shot from 24 ft,52,66
296,3,4:41.0,,Offensive rebound by A. Aminu,52,66
297,3,4:36.0,,Dallas full timeout,52,66
298,3,4:36.0,,J. Barea enters the game for R. Rondo,52,66
299,3,4:36.0,,D. Nowitzki enters the game for A. Aminu,52,66
300,3,4:36.0,D. Arthur enters the game for A. Afflalo,,52,66
301,3,4:23.0,,D. Harris misses 2-pt jump shot from 16 ft,52,66
302,3,4:22.0,Defensive rebound by D. Arthur,,52,66
303,3,3:59.0,J. Hickson misses 2-pt jump shot from 12 ft,,52,66
304,3,3:58.0,,Defensive rebound by D. Nowitzki,52,66
305,3,3:42.0,,Personal foul by J. Nelson (drawn by D. Nowitzki),52,66
306,3,3:42.0,,D. Powell enters the game for T. Chandler,52,66
307,3,3:35.0,,D. Nowitzki misses 2-pt jump shot from 15 ft,52,66
308,3,3:34.0,Defensive rebound by J. Hickson,,52,66
309,3,3:29.0,Personal foul by J. Barea (drawn by J. Nelson),,52,66
310,3,3:29.0,J. Nelson misses free throw 1 of 2,,52,66
311,3,3:29.0,Offensive rebound by Team,,52,66
312,3,3:29.0,J. Nelson makes free throw 2 of 2,,53,66
313,3,3:06.0,,J. Barea misses 2-pt jump shot from 5 ft (block by D. Arthur),53,66
314,3,3:04.0,Defensive rebound by J. Hickson,,53,66
315,3,3:01.0,J. Nelson makes 2-pt layup at rim (assist by T. Lawson),,55,66
316,3,3:01.0,Shooting foul by D. Harris (drawn by J. Nelson),,55,66
317,3,3:01.0,J. Nelson makes free throw 1 of 1,,56,66
318,3,2:46.0,,Personal foul by T. Lawson (drawn by D. Nowitzki),56,66
319,3,2:36.0,,J. Barea makes 3-pt jump shot from 22 ft (assist by D. Nowitzki),56,69
320,3,2:24.0,J. Nelson makes 3-pt jump shot from 24 ft (assist by T. Lawson),,59,69
321,3,2:12.0,,Personal foul by W. Chandler (drawn by C. Parsons),59,69
322,3,2:12.0,,C. Parsons makes free throw 1 of 2,59,70
323,3,2:12.0,,C. Parsons misses free throw 2 of 2,59,70
324,3,2:11.0,Defensive rebound by D. Arthur,,59,70
325,3,1:57.0,T. Lawson misses 2-pt jump shot from 11 ft,,59,70
326,3,1:56.0,,Defensive rebound by C. Parsons,59,70
327,3,1:40.0,,D. Nowitzki misses 2-pt jump shot from 13 ft,59,70
328,3,1:39.0,,Offensive rebound by Team,59,70
329,3,1:33.0,,C. Parsons misses 3-pt jump shot from 22 ft,59,70
330,3,1:32.0,Defensive rebound by J. Hickson,,59,70
331,3,1:20.0,Shooting foul by D. Powell (drawn by J. Hickson),,59,70
332,3,1:20.0,J. Hickson makes free throw 1 of 2,,60,70
333,3,1:20.0,,R. Jefferson enters the game for C. Parsons,60,70
334,3,1:20.0,J. Hickson misses free throw 2 of 2,,60,70
335,3,1:19.0,,Defensive rebound by D. Nowitzki,60,70
336,3,0:56.0,,J. Barea misses 3-pt jump shot from 25 ft,60,70
337,3,0:54.0,Defensive rebound by J. Nelson,,60,70
338,3,0:51.0,D. Arthur makes 2-pt dunk at rim (assist by J. Nelson),,62,70
339,3,0:33.0,,D. Nowitzki makes 3-pt jump shot from 24 ft (assist by D. Harris),62,73
340,3,0:30.0,T. Lawson makes 3-pt jump shot from 24 ft,,65,73
341,3,0:08.0,,D. Nowitzki misses 2-pt jump shot from 15 ft,65,73
342,3,0:07.0,Defensive rebound by W. Chandler,,65,73
343,3,0:01.0,W. Chandler misses 3-pt jump shot from 27 ft,,65,73
344,3,0:00.0,,Defensive rebound by D. Powell,65,73
345,4,11:36.0,D. Arthur makes 2-pt jump shot from 18 ft (assist by J. Nelson),,67,73
346,4,11:21.0,,D. Powell makes 2-pt jump shot from 17 ft (assist by J. Barea),67,75
347,4,11:09.0,Shooting block foul by D. Powell (drawn by T. Lawson),,67,75
348,4,11:09.0,T. Lawson misses free throw 1 of 2,,67,75
349,4,11:09.0,Offensive rebound by Team,,67,75
350,4,11:09.0,T. Lawson makes free throw 2 of 2,,68,75
351,4,10:53.0,,D. Nowitzki makes 2-pt jump shot from 17 ft (assist by R. Jefferson),68,77
352,4,10:53.0,,Shooting foul by D. Arthur (drawn by D. Nowitzki),68,77
353,4,10:53.0,,D. Nowitzki makes free throw 1 of 1,68,78
354,4,10:43.0,D. Arthur makes 2-pt jump shot from 14 ft (assist by T. Lawson),,70,78
355,4,10:19.0,,J. Barea makes 2-pt layup at rim,70,80
356,4,10:00.0,T. Lawson misses 3-pt jump shot from 24 ft,,70,80
357,4,9:59.0,,Defensive rebound by D. Nowitzki,70,80
358,4,9:47.0,,J. Barea misses 3-pt jump shot from 24 ft,70,80
359,4,9:46.0,,Offensive rebound by R. Jefferson,70,80
360,4,9:35.0,,D. Nowitzki misses 3-pt jump shot from 22 ft,70,80
361,4,9:34.0,Defensive rebound by K. Faried,,70,80
362,4,9:27.0,J. Nelson makes 2-pt layup from 1 ft (assist by T. Lawson),,72,80
363,4,9:26.0,,Dallas full timeout,72,80
364,4,9:26.0,,T. Chandler enters the game for D. Nowitzki,72,80
365,4,9:26.0,,A. Aminu enters the game for D. Harris,72,80
366,4,9:26.0,,M. Ellis enters the game for D. Powell,72,80
367,4,9:26.0,W. Chandler enters the game for T. Lawson,,72,80
368,4,9:11.0,,A. Aminu misses 3-pt jump shot from 23 ft,72,80
369,4,9:11.0,,Offensive rebound by T. Chandler,72,80
370,4,9:11.0,Loose ball foul by W. Chandler (drawn by T. Chandler),,72,80
371,4,9:03.0,,Shooting block foul by W. Chandler (drawn by A. Aminu),72,80
372,4,9:03.0,,A. Aminu makes free throw 1 of 2,72,81
373,4,9:03.0,,A. Aminu makes free throw 2 of 2,72,82
374,4,8:53.0,Offensive foul by J. Nelson (drawn by A. Aminu),,72,82
375,4,8:53.0,Turnover by J. Nelson (offensive foul),,72,82
376,4,8:39.0,,M. Ellis misses 2-pt jump shot from 21 ft,72,82
377,4,8:38.0,Defensive rebound by W. Chandler,,72,82
378,4,8:26.0,J. Nelson misses 2-pt jump shot from 4 ft (block by T. Chandler),,72,82
379,4,8:24.0,,Defensive rebound by T. Chandler,72,82
380,4,8:21.0,,Shooting foul by D. Arthur (drawn by A. Aminu),72,82
381,4,8:21.0,,A. Aminu makes free throw 1 of 2,72,83
382,4,8:21.0,J. Hickson enters the game for D. Arthur,,72,83
383,4,8:21.0,,A. Aminu makes free throw 2 of 2,72,84
