,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,MILWAUKEE_ACTION,MINNESOTA_SCORE,MILWAUKEE_SCORE
105,2,10:39.0,,J. Bayless makes 2-pt jump shot from 18 ft,24,21
106,2,10:24.0,M. Raduljica misses 2-pt hook shot from 7 ft,,24,21
107,2,10:23.0,,Defensive rebound by O. Mayo,24,21
108,2,10:12.0,,O. Mayo makes 3-pt jump shot from 22 ft (assist by J. Bayless),24,24
109,2,9:52.0,Turnover by Z. LaVine (bad pass; steal by J. Dudley),,24,24
110,2,9:46.0,,O. Mayo makes 3-pt jump shot from 23 ft (assist by K. Marshall),24,27
111,2,9:46.0,Minnesota full timeout,,24,27
112,2,9:33.0,Turnover by Z. LaVine (lost ball; steal by K. Marshall),,24,27
113,2,9:24.0,,Turnover by J. Bayless (traveling),24,27
114,2,9:10.0,Turnover by C. Budinger (lost ball; steal by J. Bayless),,24,27
115,2,9:05.0,,J. Henson makes 2-pt dunk at rim (assist by O. Mayo),24,29
116,2,8:44.0,M. Raduljica makes 2-pt layup at rim (assist by A. Bennett),,26,29
117,2,8:28.0,,J. Henson makes 2-pt hook shot from 4 ft (assist by J. Bayless),26,31
118,2,8:28.0,,Shooting foul by M. Raduljica (drawn by J. Henson),26,31
119,2,8:28.0,,J. Henson makes free throw 1 of 1,26,32
120,2,8:13.0,Z. LaVine misses 2-pt jump shot from 14 ft,,26,32
121,2,8:12.0,,Defensive rebound by J. Dudley,26,32
122,2,8:04.0,,J. Henson makes 2-pt layup at rim (assist by J. Bayless),26,34
123,2,7:39.0,A. Bennett makes 3-pt jump shot from 25 ft (assist by S. Muhammad),,29,34
124,2,7:27.0,,J. Dudley makes 2-pt jump shot from 16 ft (assist by J. Bayless),29,36
125,2,6:59.0,S. Muhammad misses 2-pt jump shot from 18 ft,,29,36
126,2,6:59.0,,Defensive rebound by Team,29,36
127,2,6:59.0,Loose ball foul by A. Bennett (drawn by J. Dudley),,29,36
128,2,6:59.0,,Z. Pachulia enters the game for J. Henson,29,36
129,2,6:59.0,G. Dieng enters the game for S. Muhammad,,29,36
130,2,6:59.0,A. Wiggins enters the game for Z. LaVine,,29,36
131,2,6:59.0,T. Daniels enters the game for A. Bennett,,29,36
132,2,6:59.0,T. Young enters the game for M. Raduljica,,29,36
133,2,6:50.0,,Turnover by Z. Pachulia (bad pass; steal by T. Daniels),29,36
134,2,6:47.0,Turnover by T. Daniels (bad pass; steal by K. Marshall),,29,36
135,2,6:37.0,,Offensive foul by Z. Pachulia (drawn by A. Wiggins),29,36
136,2,6:37.0,,Turnover by Z. Pachulia (offensive foul),29,36
137,2,6:22.0,A. Wiggins makes 2-pt jump shot from 4 ft,,31,36
138,2,6:10.0,,J. Bayless misses 3-pt jump shot from 25 ft,31,36
139,2,6:09.0,Defensive rebound by G. Dieng,,31,36
140,2,5:54.0,Turnover by T. Young (lost ball; steal by J. Dudley),,31,36
141,2,5:52.0,,J. Dudley makes 2-pt layup at rim (assist by J. Bayless),31,38
142,2,5:49.0,Turnover by T. Daniels (bad pass; steal by Z. Pachulia),,31,38
143,2,5:16.0,,K. Marshall makes 3-pt jump shot from 26 ft (assist by O. Mayo),31,41
144,2,5:15.0,Minnesota full timeout,,31,41
145,2,5:15.0,Official timeout,,31,41
146,2,5:15.0,,G. Antetokounmpo enters the game for J. Dudley,31,41
147,2,5:15.0,,B. Knight enters the game for O. Mayo,31,41
148,2,5:00.0,A. Wiggins misses 2-pt jump shot from 10 ft,,31,41
149,2,4:59.0,,Defensive rebound by G. Antetokounmpo,31,41
150,2,4:44.0,,G. Antetokounmpo makes 2-pt layup at rim (assist by K. Marshall),31,43
151,2,4:25.0,A. Wiggins misses 2-pt hook shot from 4 ft,,31,43
152,2,4:24.0,,Defensive rebound by Z. Pachulia,31,43
153,2,4:06.0,,B. Knight misses 3-pt jump shot from 23 ft,31,43
154,2,4:04.0,Defensive rebound by C. Budinger,,31,43
155,2,3:51.0,G. Dieng makes 2-pt hook shot from 4 ft (assist by C. Budinger),,33,43
156,2,3:29.0,,Turnover by B. Knight (bad pass),33,43
157,2,3:16.0,C. Budinger makes 2-pt layup at rim (assist by G. Dieng),,35,43
158,2,3:04.0,,Milwaukee full timeout,35,43
159,2,3:04.0,,K. Middleton enters the game for J. Bayless,35,43
160,2,2:58.0,,G. Antetokounmpo misses 2-pt jump shot from 7 ft,35,43
161,2,2:57.0,Defensive rebound by A. Wiggins,,35,43
162,2,2:35.0,T. Young misses 2-pt layup at rim,,35,43
163,2,2:33.0,,Defensive rebound by G. Antetokounmpo,35,43
164,2,2:29.0,,Turnover by G. Antetokounmpo (bad pass; steal by A. Wiggins),35,43
165,2,2:25.0,Shooting block foul by G. Antetokounmpo (drawn by A. Wiggins),,35,43
166,2,2:25.0,A. Wiggins misses free throw 1 of 2,,35,43
167,2,2:25.0,Offensive rebound by Team,,35,43
168,2,2:25.0,A. Wiggins makes free throw 2 of 2,,36,43
169,2,2:03.0,,G. Antetokounmpo makes 2-pt layup at rim (assist by Z. Pachulia),36,45
170,2,1:41.0,G. Dieng makes 2-pt hook shot from 3 ft (assist by A. Wiggins),,38,45
171,2,1:25.0,,Z. Pachulia makes 2-pt jump shot from 15 ft (assist by K. Marshall),38,47
172,2,1:03.0,C. Budinger misses 2-pt hook shot from 7 ft,,38,47
173,2,1:00.0,,Defensive rebound by K. Middleton,38,47
174,2,0:54.0,,B. Knight makes 3-pt jump shot from 25 ft (assist by K. Marshall),38,50
175,2,0:42.0,T. Daniels misses 3-pt jump shot from 26 ft,,38,50
176,2,0:41.0,Offensive rebound by C. Budinger,,38,50
177,2,0:34.0,Turnover by C. Budinger (lost ball; steal by G. Antetokounmpo),,38,50
178,2,0:31.0,Z. LaVine enters the game for C. Budinger,,38,50
179,2,0:12.0,,K. Middleton makes 3-pt jump shot from 24 ft (assist by K. Marshall),38,53
180,2,0:01.0,Z. LaVine misses 2-pt jump shot from 20 ft,,38,53
181,2,0:00.0,Offensive rebound by Team,,38,53
182,3,11:38.0,T. Young makes 3-pt jump shot from 26 ft (assist by Z. LaVine),,41,53
183,3,11:16.0,,Z. Pachulia misses 2-pt hook shot from 4 ft,41,53
184,3,11:15.0,Defensive rebound by Z. LaVine,,41,53
185,3,10:59.0,T. Young misses 2-pt jump shot from 15 ft,,41,53
186,3,10:58.0,,Defensive rebound by K. Middleton,41,53
187,3,10:46.0,,B. Knight makes 2-pt jump shot from 16 ft (assist by Z. Pachulia),41,55
188,3,10:24.0,S. Muhammad misses 2-pt hook shot from 5 ft,,41,55
189,3,10:23.0,,Defensive rebound by G. Antetokounmpo,41,55
190,3,10:17.0,,B. Knight makes 2-pt jump shot from 20 ft,41,57
191,3,10:16.0,Minnesota full timeout,,41,57
192,3,10:02.0,T. Young misses 2-pt hook shot from 6 ft,,41,57
193,3,10:01.0,Offensive rebound by G. Dieng,,41,57
194,3,10:01.0,S. Muhammad makes 2-pt layup at rim (assist by G. Dieng),,43,57
195,3,10:01.0,Shooting foul by K. Middleton (drawn by S. Muhammad),,43,57
196,3,10:01.0,S. Muhammad makes free throw 1 of 1,,44,57
197,3,9:49.0,,Turnover by G. Antetokounmpo (bad pass; steal by G. Dieng),44,57
198,3,9:43.0,S. Muhammad makes 2-pt layup at rim (assist by Z. LaVine),,46,57
199,3,9:28.0,,Z. Pachulia makes 2-pt jump shot from 14 ft (assist by K. Middleton),46,59
200,3,9:08.0,Turnover by G. Dieng (lost ball; steal by Z. Pachulia),,46,59
201,3,8:49.0,,Turnover by J. O'Bryant (lost ball; steal by T. Young),46,59
202,3,8:40.0,Shooting foul by G. Antetokounmpo (drawn by A. Wiggins),,46,59
203,3,8:40.0,A. Wiggins makes free throw 1 of 2,,47,59
204,3,8:40.0,A. Wiggins makes free throw 2 of 2,,48,59
205,3,8:31.0,,Turnover by B. Knight (bad pass; steal by T. Young),48,59
206,3,8:28.0,T. Young makes 2-pt layup at rim,,50,59
207,3,8:17.0,,J. O'Bryant makes 2-pt layup at rim (assist by B. Knight),50,61
208,3,8:17.0,,Shooting foul by S. Muhammad (drawn by J. O'Bryant),50,61
209,3,8:17.0,,J. Bayless enters the game for G. Antetokounmpo,50,61
210,3,8:17.0,,O. Mayo enters the game for B. Knight,50,61
211,3,8:17.0,,J. O'Bryant misses free throw 1 of 1,50,61
212,3,8:15.0,Defensive rebound by S. Muhammad,,50,61
213,3,7:58.0,A. Wiggins misses 2-pt layup from 1 ft,,50,61
214,3,7:57.0,,Defensive rebound by K. Middleton,50,61
215,3,7:39.0,,K. Middleton misses 3-pt jump shot from 26 ft,50,61
216,3,7:38.0,Defensive rebound by Z. LaVine,,50,61
217,3,7:24.0,Z. LaVine makes 3-pt jump shot from 24 ft (assist by T. Young),,53,61
218,3,7:07.0,,J. Dudley enters the game for J. O'Bryant,53,61
219,3,7:03.0,,O. Mayo misses 2-pt jump shot from 16 ft,53,61
220,3,7:02.0,,Offensive rebound by K. Middleton,53,61
221,3,7:00.0,,Z. Pachulia misses 2-pt layup from 1 ft (block by G. Dieng),53,61
222,3,7:00.0,,Offensive rebound by Z. Pachulia,53,61
223,3,7:00.0,,Personal foul by A. Wiggins (drawn by Z. Pachulia),53,61
224,3,6:55.0,,J. Bayless misses 2-pt layup at rim,53,61
225,3,6:53.0,Defensive rebound by S. Muhammad,,53,61
226,3,6:49.0,Shooting foul by J. Dudley (drawn by S. Muhammad),,53,61
227,3,6:49.0,S. Muhammad misses free throw 1 of 2,,53,61
228,3,6:49.0,Offensive rebound by Team,,53,61
229,3,6:49.0,S. Muhammad makes free throw 2 of 2,,54,61
230,3,6:22.0,,J. Dudley misses 2-pt jump shot from 17 ft,54,61
231,3,6:21.0,Defensive rebound by A. Wiggins,,54,61
232,3,6:10.0,Turnover by G. Dieng (traveling),,54,61
233,3,5:51.0,,J. Dudley misses 2-pt jump shot from 17 ft,54,61
234,3,5:50.0,Defensive rebound by G. Dieng,,54,61
235,3,5:32.0,S. Muhammad misses 3-pt jump shot from 26 ft,,54,61
236,3,5:31.0,,Defensive rebound by J. Bayless,54,61
237,3,5:19.0,,Z. Pachulia makes 2-pt layup from 1 ft (assist by J. Dudley),54,63
238,3,5:18.0,Minnesota full timeout,,54,63
239,3,5:18.0,C. Budinger enters the game for S. Muhammad,,54,63
240,3,5:10.0,Turnover by Z. LaVine (bad pass; steal by K. Middleton),,54,63
241,3,5:03.0,,J. Bayless makes 3-pt jump shot from 23 ft (assist by K. Middleton),54,66
242,3,4:47.0,A. Wiggins misses 2-pt jump shot from 15 ft,,54,66
243,3,4:46.0,,Defensive rebound by Z. Pachulia,54,66
244,3,4:24.0,,K. Middleton misses 3-pt jump shot from 23 ft,54,66
245,3,4:23.0,Defensive rebound by G. Dieng,,54,66
246,3,4:10.0,C. Budinger misses 2-pt jump shot from 5 ft,,54,66
247,3,4:09.0,Offensive rebound by T. Young,,54,66
248,3,4:09.0,T. Young misses 2-pt tip-in from 1 ft,,54,66
249,3,4:06.0,,Defensive rebound by J. Bayless,54,66
250,3,3:46.0,,J. Dudley misses 3-pt jump shot from 23 ft,54,66
251,3,3:45.0,Defensive rebound by Z. LaVine,,54,66
252,3,3:22.0,Turnover by Z. LaVine (bad pass; steal by O. Mayo),,54,66
253,3,3:19.0,,Turnover by O. Mayo (bad pass; steal by T. Young),54,66
254,3,3:11.0,Z. LaVine misses 3-pt jump shot from 24 ft,,54,66
255,3,3:10.0,,Defensive rebound by J. Bayless,54,66
256,3,2:49.0,,Z. Pachulia misses 2-pt hook shot from 7 ft,54,66
257,3,2:48.0,Defensive rebound by G. Dieng,,54,66
258,3,2:32.0,A. Wiggins misses 3-pt jump shot from 23 ft,,54,66
259,3,2:32.0,Offensive rebound by Team,,54,66
260,3,2:32.0,,Loose ball foul by K. Middleton (drawn by G. Dieng),54,66
261,3,2:32.0,,J. Henson enters the game for Z. Pachulia,54,66
262,3,2:32.0,T. Daniels enters the game for T. Young,,54,66
263,3,2:32.0,R. Hummel enters the game for G. Dieng,,54,66
264,3,2:32.0,A. Bennett enters the game for Z. LaVine,,54,66
265,3,2:18.0,Offensive foul by T. Daniels (drawn by O. Mayo),,54,66
266,3,2:18.0,Turnover by T. Daniels (offensive foul),,54,66
267,3,1:54.0,,J. Henson misses 2-pt hook shot from 6 ft,54,66
268,3,1:53.0,Defensive rebound by A. Bennett,,54,66
269,3,1:46.0,Turnover by C. Budinger (bad pass; steal by K. Middleton),,54,66
270,3,1:44.0,,Shooting block foul by A. Wiggins (drawn by K. Middleton),54,66
271,3,1:44.0,,K. Middleton makes free throw 1 of 2,54,67
272,3,1:44.0,,K. Middleton makes free throw 2 of 2,54,68
273,3,1:33.0,R. Hummel misses 2-pt jump shot from 17 ft,,54,68
274,3,1:32.0,,Defensive rebound by O. Mayo,54,68
275,3,1:18.0,,J. Bayless misses 2-pt layup from 1 ft,54,68
276,3,1:16.0,Defensive rebound by A. Wiggins,,54,68
277,3,1:13.0,Shooting block foul by K. Middleton (drawn by A. Wiggins),,54,68
278,3,1:13.0,A. Wiggins makes free throw 1 of 2,,55,68
279,3,1:13.0,A. Wiggins misses free throw 2 of 2,,55,68
280,3,1:12.0,Offensive rebound by T. Daniels,,55,68
281,3,1:10.0,T. Daniels misses 2-pt layup at rim (block by J. Henson),,55,68
282,3,1:09.0,Offensive rebound by Team,,55,68
283,3,1:02.0,T. Daniels misses 3-pt jump shot from 28 ft,,55,68
284,3,1:01.0,Offensive rebound by C. Budinger,,55,68
285,3,0:58.0,A. Wiggins makes 2-pt layup at rim,,57,68
286,3,0:58.0,Shooting foul by J. Henson (drawn by A. Wiggins),,57,68
287,3,0:58.0,A. Wiggins makes free throw 1 of 1,,58,68
288,3,0:42.0,,J. Henson makes 2-pt hook shot from 6 ft,58,70
289,3,0:27.0,T. Daniels misses 2-pt jump shot from 4 ft,,58,70
290,3,0:25.0,Offensive rebound by A. Bennett,,58,70
291,3,0:19.0,T. Daniels misses 3-pt jump shot from 28 ft,,58,70
292,3,0:17.0,,Defensive rebound by J. Dudley,58,70
293,3,0:00.0,,J. Bayless makes 2-pt jump shot from 16 ft,58,72
294,4,11:49.0,,O. Mayo makes 3-pt jump shot from 24 ft (assist by K. Marshall),58,75
295,4,11:36.0,,Violation by K. Martin (kicked ball),58,75
296,4,11:29.0,A. Wiggins misses 2-pt layup from 2 ft,,58,75
297,4,11:27.0,Offensive rebound by A. Bennett,,58,75
298,4,11:27.0,A. Bennett makes 2-pt dunk at rim,,60,75
299,4,11:12.0,,Shooting block foul by R. Hummel (drawn by J. Henson),60,75
300,4,11:12.0,,J. Henson makes free throw 1 of 2,60,76
301,4,11:12.0,,J. Henson makes free throw 2 of 2,60,77
302,4,10:54.0,C. Budinger misses 3-pt jump shot from 23 ft,,60,77
303,4,10:53.0,,Defensive rebound by K. Martin,60,77
304,4,10:41.0,,K. Marshall makes 3-pt jump shot from 25 ft (assist by O. Mayo),60,80
305,4,10:31.0,Personal foul by O. Mayo (drawn by A. Wiggins),,60,80
306,4,10:23.0,A. Wiggins misses 2-pt jump shot from 16 ft,,60,80
307,4,10:22.0,,Defensive rebound by J. Bayless,60,80
308,4,10:13.0,,Turnover by J. Bayless (bad pass; steal by A. Bennett),60,80
309,4,10:07.0,R. Hummel makes 2-pt jump shot from 19 ft (assist by A. Wiggins),,62,80
310,4,9:58.0,,Offensive foul by K. Martin (drawn by C. Budinger),62,80
311,4,9:58.0,,Turnover by K. Martin (offensive foul),62,80
312,4,9:42.0,A. Bennett misses 2-pt jump shot from 16 ft,,62,80
313,4,9:41.0,Offensive rebound by A. Wiggins,,62,80
314,4,9:39.0,A. Wiggins makes 2-pt dunk at rim,,64,80
315,4,9:24.0,,K. Martin makes 2-pt jump shot from 18 ft (assist by K. Marshall),64,82
316,4,9:16.0,Personal foul by K. Martin (drawn by R. Hummel),,64,82
317,4,9:03.0,T. Daniels misses 3-pt jump shot from 29 ft,,64,82
318,4,9:02.0,,Defensive rebound by J. Bayless,64,82
319,4,8:48.0,,Turnover by J. Henson (bad pass; steal by A. Bennett),64,82
320,4,8:44.0,C. Budinger makes 2-pt dunk at rim (assist by A. Wiggins),,66,82
321,4,8:39.0,,Turnover by K. Marshall (bad pass; steal by R. Hummel),66,82
322,4,8:22.0,C. Budinger misses 3-pt jump shot from 25 ft (block by K. Martin),,66,82
323,4,8:20.0,Offensive rebound by R. Hummel,,66,82
324,4,8:18.0,C. Budinger misses 2-pt layup at rim,,66,82
325,4,8:16.0,,Defensive rebound by K. Martin,66,82
326,4,7:57.0,,J. Bayless misses 3-pt jump shot from 25 ft,66,82
327,4,7:56.0,Defensive rebound by A. Bennett,,66,82
328,4,7:47.0,A. Wiggins makes 3-pt jump shot from 25 ft (assist by R. Hummel),,69,82
329,4,7:46.0,,Milwaukee full timeout,69,82
330,4,7:46.0,T. Young enters the game for T. Daniels,,69,82
331,4,7:46.0,,J. Dudley enters the game for J. Bayless,69,82
332,4,7:46.0,,G. Antetokounmpo enters the game for K. Marshall,69,82
333,4,7:46.0,,B. Knight enters the game for K. Martin,69,82
334,4,7:31.0,,Turnover by B. Knight (bad pass; steal by A. Wiggins),69,82
335,4,7:31.0,Personal foul by B. Knight (drawn by A. Wiggins),,69,82
336,4,7:14.0,T. Young makes 3-pt jump shot from 25 ft (assist by A. Wiggins),,72,82
337,4,7:00.0,,B. Knight misses 2-pt layup at rim,72,82
338,4,6:58.0,Defensive rebound by A. Bennett,,72,82
339,4,6:44.0,C. Budinger misses 3-pt jump shot from 26 ft,,72,82
340,4,6:43.0,,Defensive rebound by G. Antetokounmpo,72,82
341,4,6:37.0,,G. Antetokounmpo misses 2-pt layup at rim,72,82
342,4,6:36.0,Defensive rebound by A. Bennett,,72,82
343,4,6:27.0,Turnover by T. Young (bad pass; steal by B. Knight),,72,82
344,4,6:02.0,,B. Knight makes 3-pt jump shot from 25 ft,72,85
345,4,5:45.0,Personal foul by O. Mayo (drawn by A. Wiggins),,72,85
346,4,5:45.0,Official timeout,,72,85
347,4,5:37.0,T. Young misses 2-pt hook shot from 9 ft,,72,85
348,4,5:36.0,,Defensive rebound by J. Henson,72,85
349,4,5:29.0,,Personal foul by A. Bennett (drawn by J. Henson),72,85
350,4,5:20.0,,O. Mayo makes 3-pt jump shot from 26 ft (assist by J. Henson),72,88
351,4,5:06.0,Turnover by C. Budinger (lost ball; steal by B. Knight),,72,88
352,4,5:01.0,,B. Knight misses 2-pt layup from 1 ft,72,88
353,4,5:00.0,Defensive rebound by A. Bennett,,72,88
354,4,4:56.0,A. Bennett makes 2-pt dunk at rim (assist by C. Budinger),,74,88
355,4,4:40.0,,J. Dudley makes 3-pt jump shot from 26 ft (assist by B. Knight),74,91
356,4,4:40.0,Minnesota full timeout,,74,91
357,4,4:30.0,Turnover by A. Bennett (traveling),,74,91
358,4,4:10.0,,Offensive foul by O. Mayo (drawn by C. Budinger),74,91
359,4,4:10.0,,Turnover by O. Mayo (offensive foul),74,91
360,4,3:52.0,R. Hummel misses 3-pt jump shot from 26 ft,,74,91
361,4,3:50.0,,Defensive rebound by J. Dudley,74,91
362,4,3:33.0,,Shooting block foul by C. Budinger (drawn by J. Henson),74,91
363,4,3:33.0,,J. Henson makes free throw 1 of 2,74,92
364,4,3:33.0,Minnesota full timeout,,74,92
365,4,3:33.0,,K. Marshall enters the game for B. Knight,74,92
366,4,3:33.0,,K. Martin enters the game for J. Dudley,74,92
367,4,3:33.0,M. Raduljica enters the game for T. Young,,74,92
368,4,3:33.0,G. Robinson enters the game for A. Wiggins,,74,92
369,4,3:33.0,T. Daniels enters the game for C. Budinger,,74,92
370,4,3:33.0,,J. Henson misses free throw 2 of 2,74,92
371,4,3:32.0,Defensive rebound by R. Hummel,,74,92
372,4,3:13.0,A. Bennett misses 3-pt jump shot from 26 ft,,74,92
373,4,3:12.0,Offensive rebound by Team,,74,92
374,4,3:12.0,Personal foul by K. Martin (drawn by G. Robinson),,74,92
375,4,3:12.0,G. Robinson makes free throw 1 of 2,,75,92
