,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,CHARLOTTE_ACTION,BROOKLYN_SCORE,CHARLOTTE_SCORE
42,1,6:08.0,C. Jefferson makes 2-pt jump shot from 3 ft,,17,6
43,1,6:08.0,Shooting foul by M. Kidd-Gilchrist (drawn by C. Jefferson),,17,6
44,1,6:08.0,,Charlotte full timeout,17,6
45,1,6:08.0,C. Jefferson makes free throw 1 of 1,,18,6
46,1,5:45.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 3 ft,18,6
47,1,5:44.0,Defensive rebound by M. Plumlee,,18,6
48,1,5:23.0,M. Plumlee misses 2-pt layup from 1 ft (block by A. Jefferson),,18,6
49,1,5:21.0,,Defensive rebound by A. Jefferson,18,6
50,1,5:11.0,,C. Zeller misses 2-pt layup at rim (block by M. Plumlee),18,6
51,1,5:08.0,Defensive rebound by C. Jefferson,,18,6
52,1,4:59.0,J. Johnson makes 3-pt jump shot from 25 ft (assist by D. Williams),,21,6
53,1,4:45.0,,Personal foul by D. Williams (drawn by K. Walker),21,6
54,1,4:45.0,,M. Williams enters the game for C. Zeller,21,6
55,1,4:35.0,,M. Williams misses 3-pt jump shot from 24 ft,21,6
56,1,4:35.0,Defensive rebound by Team,,21,6
57,1,4:35.0,,Loose ball foul by M. Kidd-Gilchrist (drawn by M. Plumlee),21,6
58,1,4:21.0,J. Johnson misses 2-pt layup from 2 ft,,21,6
59,1,4:20.0,,Defensive rebound by A. Jefferson,21,6
60,1,4:18.0,,Shooting foul by S. Karasev (drawn by L. Stephenson),21,6
61,1,4:18.0,,L. Stephenson makes 2-pt jump shot from 4 ft (assist by A. Jefferson),21,8
62,1,4:18.0,A. Anderson enters the game for S. Karasev,,21,8
63,1,4:18.0,,L. Stephenson misses free throw 1 of 1,21,8
64,1,4:16.0,Defensive rebound by M. Plumlee,,21,8
65,1,3:57.0,D. Williams makes 3-pt jump shot from 23 ft (assist by A. Anderson),,24,8
66,1,3:40.0,,K. Walker makes 2-pt jump shot from 10 ft,24,10
67,1,3:19.0,A. Anderson makes 3-pt jump shot from 22 ft (assist by J. Johnson),,27,10
68,1,3:07.0,,L. Stephenson makes 2-pt jump shot from 18 ft (assist by K. Walker),27,12
69,1,2:47.0,Turnover by D. Williams (lost ball),,27,12
70,1,2:47.0,Brooklyn full timeout,,27,12
71,1,2:47.0,,B. Biyombo enters the game for A. Jefferson,27,12
72,1,2:47.0,,B. Roberts enters the game for K. Walker,27,12
73,1,2:47.0,B. Bogdanović enters the game for J. Johnson,,27,12
74,1,2:27.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 9 ft (block by B. Bogdanović),27,12
75,1,2:25.0,Defensive rebound by D. Williams,,27,12
76,1,2:25.0,Turnover by D. Williams (bad pass),,27,12
77,1,2:09.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 6 ft,27,12
78,1,2:06.0,Defensive rebound by B. Bogdanović,,27,12
79,1,1:49.0,A. Anderson makes 3-pt jump shot from 25 ft (assist by D. Williams),,30,12
80,1,1:36.0,,Personal foul by A. Anderson (drawn by B. Roberts),30,12
81,1,1:36.0,,B. Roberts makes free throw 1 of 2,30,13
82,1,1:36.0,,B. Roberts misses free throw 2 of 2,30,13
83,1,1:35.0,Defensive rebound by C. Jefferson,,30,13
84,1,1:19.0,Personal foul by B. Biyombo (drawn by M. Plumlee),,30,13
85,1,1:19.0,M. Plumlee misses free throw 1 of 2,,30,13
86,1,1:19.0,Offensive rebound by Team,,30,13
87,1,1:19.0,M. Plumlee misses free throw 2 of 2,,30,13
88,1,1:17.0,,Defensive rebound by M. Williams,30,13
89,1,1:08.0,,L. Stephenson misses 2-pt jump shot from 22 ft,30,13
90,1,1:06.0,,Offensive rebound by B. Biyombo,30,13
91,1,0:58.0,,Shooting foul by C. Jefferson (drawn by B. Biyombo),30,13
92,1,0:58.0,,B. Biyombo misses free throw 1 of 2,30,13
93,1,0:58.0,,Offensive rebound by Team,30,13
94,1,0:58.0,J. Jordan enters the game for M. Plumlee,,30,13
95,1,0:58.0,B. Davies enters the game for C. Jefferson,,30,13
96,1,0:58.0,J. Jack enters the game for D. Williams,,30,13
97,1,0:58.0,,B. Biyombo makes free throw 2 of 2,30,14
98,1,0:41.0,B. Davies misses 2-pt jump shot from 17 ft,,30,14
99,1,0:40.0,,Defensive rebound by B. Biyombo,30,14
100,1,0:28.0,,M. Williams misses 3-pt jump shot from 26 ft,30,14
101,1,0:27.0,,Offensive rebound by B. Biyombo,30,14
102,1,0:04.0,,B. Roberts makes 3-pt jump shot from 25 ft (assist by L. Stephenson),30,17
103,1,0:00.0,J. Jack makes 2-pt jump shot from 5 ft,,32,17
104,2,11:47.0,,M. Kidd-Gilchrist makes 2-pt layup from 1 ft (assist by B. Roberts),32,19
105,2,11:32.0,Turnover by B. Davies (bad pass; steal by M. Kidd-Gilchrist),,32,19
106,2,11:25.0,,M. Kidd-Gilchrist misses 2-pt layup from 1 ft,32,19
107,2,11:22.0,,Offensive rebound by B. Biyombo,32,19
108,2,11:19.0,,Turnover by B. Roberts (bad pass; steal by J. Jordan),32,19
109,2,11:07.0,B. Davies makes 2-pt jump shot from 8 ft,,34,19
110,2,10:47.0,,B. Roberts misses 2-pt jump shot from 15 ft,34,19
111,2,10:44.0,Defensive rebound by A. Anderson,,34,19
112,2,10:35.0,J. Jack makes 2-pt jump shot from 8 ft,,36,19
113,2,10:19.0,,Personal foul by J. Jack (drawn by B. Biyombo),36,19
114,2,10:10.0,,M. Williams misses 3-pt jump shot from 25 ft,36,19
115,2,10:08.0,,Offensive rebound by G. Neal,36,19
116,2,9:57.0,,G. Neal makes 2-pt layup from 1 ft,36,21
117,2,9:32.0,Turnover by J. Jack (bad pass; steal by M. Williams),,36,21
118,2,9:14.0,,G. Neal makes 2-pt jump shot from 18 ft,36,23
119,2,9:12.0,Brooklyn full timeout,,36,23
120,2,9:12.0,M. Plumlee enters the game for B. Bogdanović,,36,23
121,2,9:12.0,J. Johnson enters the game for J. Jordan,,36,23
122,2,8:49.0,B. Davies misses 3-pt jump shot from 25 ft,,36,23
123,2,8:47.0,,Defensive rebound by B. Biyombo,36,23
124,2,8:29.0,,G. Neal makes 2-pt jump shot from 13 ft,36,25
125,2,8:09.0,B. Davies makes 2-pt jump shot from 15 ft (assist by J. Jack),,38,25
126,2,7:58.0,,B. Roberts makes 3-pt jump shot from 26 ft,38,28
127,2,7:42.0,M. Plumlee makes 2-pt layup from 2 ft (assist by J. Jack),,40,28
128,2,7:42.0,Shooting foul by B. Biyombo (drawn by M. Plumlee),,40,28
129,2,7:42.0,,L. Stephenson enters the game for M. Kidd-Gilchrist,40,28
130,2,7:42.0,M. Plumlee misses free throw 1 of 1,,40,28
131,2,7:40.0,,Defensive rebound by M. Williams,40,28
132,2,7:20.0,,G. Neal misses 3-pt jump shot from 25 ft,40,28
133,2,7:19.0,Defensive rebound by J. Johnson,,40,28
134,2,7:03.0,A. Anderson misses 3-pt jump shot from 25 ft,,40,28
135,2,7:01.0,,Defensive rebound by L. Stephenson,40,28
136,2,6:50.0,,L. Stephenson misses 2-pt jump shot from 7 ft,40,28
137,2,6:49.0,Defensive rebound by B. Davies,,40,28
138,2,6:29.0,B. Davies misses 2-pt jump shot from 15 ft,,40,28
139,2,6:27.0,Offensive rebound by M. Plumlee,,40,28
140,2,6:09.0,Shooting foul by B. Biyombo (drawn by J. Jack),,40,28
141,2,6:09.0,J. Jack makes free throw 1 of 2,,41,28
142,2,6:09.0,J. Jack makes free throw 2 of 2,,42,28
143,2,5:53.0,,L. Stephenson makes 3-pt jump shot from 25 ft (assist by M. Williams),42,31
144,2,5:44.0,Turnover by J. Johnson (offensive foul),,42,31
145,2,5:44.0,Offensive foul by J. Johnson (drawn by L. Stephenson),,42,31
146,2,5:44.0,Official timeout,,42,31
147,2,5:44.0,,C. Zeller enters the game for M. Williams,42,31
148,2,5:44.0,,K. Walker enters the game for B. Biyombo,42,31
149,2,5:44.0,,A. Jefferson enters the game for B. Roberts,42,31
150,2,5:28.0,,Turnover by L. Stephenson (lost ball; steal by J. Johnson),42,31
151,2,5:06.0,J. Jack misses 2-pt jump shot from 7 ft,,42,31
152,2,5:04.0,,Defensive rebound by C. Zeller,42,31
153,2,4:56.0,,L. Stephenson misses 2-pt layup from 2 ft (block by B. Davies),42,31
154,2,4:54.0,Defensive rebound by B. Davies,,42,31
155,2,4:49.0,J. Johnson makes 3-pt jump shot from 25 ft (assist by A. Anderson),,45,31
156,2,4:28.0,,A. Jefferson makes 2-pt layup from 2 ft,45,33
157,2,4:11.0,J. Johnson misses 3-pt jump shot from 24 ft,,45,33
158,2,4:10.0,,Defensive rebound by G. Neal,45,33
159,2,4:02.0,,G. Neal misses 2-pt layup from 2 ft,45,33
160,2,4:01.0,,Offensive rebound by C. Zeller,45,33
161,2,3:48.0,,A. Jefferson misses 2-pt hook shot from 8 ft,45,33
162,2,3:47.0,Defensive rebound by M. Plumlee,,45,33
163,2,3:28.0,Turnover by B. Davies (3 sec),,45,33
164,2,3:28.0,C. Jefferson enters the game for B. Davies,,45,33
165,2,3:12.0,,A. Jefferson misses 2-pt hook shot from 8 ft,45,33
166,2,3:11.0,Defensive rebound by M. Plumlee,,45,33
167,2,3:02.0,Personal foul by L. Stephenson (drawn by J. Johnson),,45,33
168,2,3:02.0,D. Williams enters the game for J. Jack,,45,33
169,2,3:02.0,,G. Henderson enters the game for G. Neal,45,33
170,2,2:48.0,J. Johnson misses 2-pt jump shot from 15 ft,,45,33
171,2,2:46.0,,Defensive rebound by C. Zeller,45,33
172,2,2:24.0,,A. Jefferson makes 2-pt jump shot from 8 ft,45,35
173,2,2:08.0,D. Williams misses 2-pt jump shot from 22 ft,,45,35
174,2,2:06.0,,Defensive rebound by A. Jefferson,45,35
175,2,1:49.0,,G. Henderson makes 2-pt jump shot from 19 ft,45,37
176,2,1:32.0,A. Anderson makes 2-pt jump shot from 7 ft (assist by C. Jefferson),,47,37
177,2,1:23.0,,Personal foul by A. Anderson (drawn by L. Stephenson),47,37
178,2,1:23.0,,Charlotte full timeout,47,37
179,2,1:23.0,S. Karasev enters the game for A. Anderson,,47,37
180,2,1:18.0,,K. Walker makes 3-pt jump shot from 27 ft (assist by C. Zeller),47,40
181,2,0:54.0,D. Williams makes 3-pt jump shot from 25 ft (assist by S. Karasev),,50,40
182,2,0:34.0,,K. Walker makes 2-pt jump shot from 18 ft (assist by A. Jefferson),50,42
183,2,0:14.0,Shooting foul by A. Jefferson (drawn by D. Williams),,50,42
184,2,0:14.0,D. Williams makes free throw 1 of 2,,51,42
185,2,0:14.0,J. Jordan enters the game for C. Jefferson,,51,42
186,2,0:14.0,B. Bogdanović enters the game for S. Karasev,,51,42
187,2,0:14.0,D. Williams makes free throw 2 of 2,,52,42
188,2,0:01.0,,K. Walker misses 2-pt layup from 1 ft,52,42
189,2,0:00.0,,Offensive rebound by Team,52,42
190,3,11:48.0,,Personal foul by S. Karasev (drawn by C. Zeller),52,42
191,3,11:39.0,,A. Jefferson misses 2-pt jump shot from 17 ft,52,42
192,3,11:38.0,Defensive rebound by J. Johnson,,52,42
193,3,11:20.0,Shooting foul by K. Walker (drawn by D. Williams),,52,42
194,3,11:20.0,D. Williams makes free throw 1 of 2,,53,42
195,3,11:20.0,D. Williams makes free throw 2 of 2,,54,42
196,3,11:06.0,,A. Jefferson misses 2-pt jump shot from 7 ft,54,42
197,3,11:05.0,Defensive rebound by M. Plumlee,,54,42
198,3,10:54.0,M. Plumlee makes 2-pt layup at rim (assist by D. Williams),,56,42
199,3,10:33.0,,L. Stephenson misses 2-pt layup from 2 ft,56,42
200,3,10:31.0,,Offensive rebound by L. Stephenson,56,42
201,3,10:31.0,,L. Stephenson makes 2-pt layup from 1 ft,56,44
202,3,10:11.0,D. Williams makes 3-pt jump shot from 25 ft (assist by C. Jefferson),,59,44
203,3,9:53.0,,Personal foul by M. Plumlee (drawn by C. Zeller),59,44
204,3,9:43.0,,A. Jefferson makes 2-pt hook shot from 5 ft (assist by C. Zeller),59,46
205,3,9:27.0,J. Johnson misses 2-pt jump shot from 10 ft,,59,46
206,3,9:26.0,,Defensive rebound by G. Henderson,59,46
207,3,9:19.0,,Shooting foul by C. Jefferson (drawn by C. Zeller),59,46
208,3,9:19.0,,C. Zeller misses free throw 1 of 2,59,46
209,3,9:19.0,,Offensive rebound by Team,59,46
210,3,9:19.0,,C. Zeller makes free throw 2 of 2,59,47
211,3,9:01.0,D. Williams misses 2-pt jump shot from 18 ft,,59,47
212,3,9:00.0,,Defensive rebound by A. Jefferson,59,47
213,3,8:51.0,,K. Walker misses 2-pt jump shot from 18 ft,59,47
214,3,8:50.0,Defensive rebound by J. Johnson,,59,47
215,3,8:33.0,Turnover by J. Johnson (step out of bounds),,59,47
216,3,8:19.0,,K. Walker misses 2-pt jump shot from 17 ft,59,47
217,3,8:16.0,,Offensive rebound by C. Zeller,59,47
218,3,8:09.0,,G. Henderson makes 2-pt jump shot from 18 ft (assist by A. Jefferson),59,49
219,3,7:47.0,Personal foul by K. Walker (drawn by D. Williams),,59,49
220,3,7:38.0,C. Jefferson makes 2-pt jump shot from 19 ft (assist by D. Williams),,61,49
221,3,7:14.0,,K. Walker misses 2-pt layup from 2 ft,61,49
222,3,7:13.0,Defensive rebound by C. Jefferson,,61,49
223,3,6:59.0,J. Johnson makes 3-pt jump shot from 25 ft (assist by D. Williams),,64,49
224,3,6:59.0,,Charlotte full timeout,64,49
225,3,6:42.0,,C. Zeller misses 2-pt layup from 1 ft (block by C. Jefferson),64,49
226,3,6:41.0,Defensive rebound by C. Jefferson,,64,49
227,3,6:26.0,J. Johnson makes 2-pt jump shot from 22 ft (assist by M. Plumlee),,66,49
228,3,6:07.0,,L. Stephenson misses 2-pt jump shot from 19 ft,66,49
229,3,6:06.0,Defensive rebound by J. Johnson,,66,49
230,3,5:57.0,S. Karasev makes 3-pt jump shot from 22 ft (assist by J. Johnson),,69,49
231,3,5:33.0,,K. Walker misses 3-pt jump shot from 23 ft,69,49
232,3,5:32.0,Defensive rebound by S. Karasev,,69,49
233,3,5:18.0,Offensive foul by S. Karasev (drawn by L. Stephenson),,69,49
234,3,5:18.0,Turnover by S. Karasev (offensive foul),,69,49
235,3,5:18.0,,M. Williams enters the game for C. Zeller,69,49
236,3,5:18.0,,M. Kidd-Gilchrist enters the game for G. Henderson,69,49
237,3,4:56.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 17 ft,69,49
238,3,4:55.0,Defensive rebound by M. Plumlee,,69,49
239,3,4:42.0,Personal foul by M. Williams (drawn by J. Johnson),,69,49
240,3,4:32.0,J. Johnson misses 3-pt jump shot from 26 ft,,69,49
241,3,4:30.0,Offensive rebound by C. Jefferson,,69,49
242,3,4:30.0,C. Jefferson makes 2-pt layup from 1 ft,,71,49
243,3,4:15.0,,L. Stephenson misses 3-pt jump shot from 25 ft,71,49
244,3,4:14.0,Defensive rebound by Team,,71,49
245,3,4:14.0,,G. Neal enters the game for L. Stephenson,71,49
246,3,3:57.0,C. Jefferson makes 2-pt jump shot from 18 ft (assist by D. Williams),,73,49
247,3,3:43.0,,Shooting block foul by J. Johnson (drawn by K. Walker),73,49
248,3,3:43.0,,K. Walker makes free throw 1 of 2,73,50
249,3,3:43.0,,B. Biyombo enters the game for A. Jefferson,73,50
250,3,3:43.0,,K. Walker makes free throw 2 of 2,73,51
251,3,3:31.0,Shooting foul by B. Biyombo (drawn by M. Plumlee),,73,51
252,3,3:31.0,M. Plumlee misses free throw 1 of 2,,73,51
253,3,3:31.0,Offensive rebound by Team,,73,51
254,3,3:31.0,M. Plumlee makes free throw 2 of 2,,74,51
255,3,3:23.0,,Personal foul by D. Williams (drawn by K. Walker),74,51
256,3,3:23.0,,K. Walker makes free throw 1 of 2,74,52
257,3,3:23.0,J. Jack enters the game for J. Johnson,,74,52
258,3,3:23.0,,K. Walker makes free throw 2 of 2,74,53
259,3,3:01.0,D. Williams misses 2-pt jump shot from 7 ft,,74,53
260,3,3:00.0,,Defensive rebound by Team,74,53
261,3,2:52.0,,Personal foul by C. Jefferson (drawn by M. Williams),74,53
262,3,2:52.0,Brooklyn full timeout,,74,53
263,3,2:52.0,B. Davies enters the game for C. Jefferson,,74,53
264,3,2:52.0,A. Anderson enters the game for S. Karasev,,74,53
265,3,2:52.0,,M. Williams makes free throw 1 of 2,74,54
266,3,2:52.0,,M. Williams makes free throw 2 of 2,74,55
267,3,2:30.0,D. Williams misses 2-pt jump shot from 4 ft,,74,55
268,3,2:28.0,Offensive rebound by M. Plumlee,,74,55
269,3,2:14.0,A. Anderson makes 3-pt jump shot from 26 ft (assist by D. Williams),,77,55
270,3,1:59.0,,M. Williams makes 3-pt jump shot from 25 ft (assist by K. Walker),77,58
271,3,1:31.0,M. Plumlee misses 2-pt jump shot from 3 ft (block by B. Biyombo),,77,58
272,3,1:28.0,,Defensive rebound by M. Kidd-Gilchrist,77,58
273,3,1:28.0,,Shooting block foul by J. Jack (drawn by M. Kidd-Gilchrist),77,58
274,3,1:28.0,,M. Kidd-Gilchrist makes free throw 1 of 2,77,59
275,3,1:28.0,B. Bogdanović enters the game for D. Williams,,77,59
276,3,1:28.0,,M. Kidd-Gilchrist misses free throw 2 of 2,77,59
277,3,1:24.0,Defensive rebound by B. Davies,,77,59
278,3,1:06.0,M. Plumlee makes 2-pt layup at rim (assist by J. Jack),,79,59
279,3,1:06.0,Shooting foul by G. Neal (drawn by M. Plumlee),,79,59
280,3,1:06.0,M. Plumlee misses free throw 1 of 1,,79,59
281,3,1:04.0,,Defensive rebound by M. Kidd-Gilchrist,79,59
282,3,0:48.0,,G. Neal misses 2-pt jump shot from 18 ft,79,59
283,3,0:46.0,Defensive rebound by B. Bogdanović,,79,59
284,3,0:33.0,B. Bogdanović makes 3-pt jump shot from 24 ft (assist by A. Anderson),,82,59
285,3,0:23.0,,K. Walker misses 2-pt jump shot from 18 ft,82,59
286,3,0:20.0,,Offensive rebound by B. Biyombo,82,59
287,3,0:20.0,,Shooting foul by B. Davies (drawn by B. Biyombo),82,59
288,3,0:20.0,,B. Biyombo misses free throw 1 of 2,82,59
289,3,0:20.0,,Offensive rebound by Team,82,59
290,3,0:20.0,,B. Biyombo misses free throw 2 of 2,82,59
291,3,0:18.0,Defensive rebound by B. Davies,,82,59
292,3,0:02.0,A. Anderson makes 3-pt jump shot from 23 ft (assist by J. Jack),,85,59
293,3,0:00.0,,K. Walker misses 3-pt jump shot from 38 ft,85,59
294,3,0:00.0,,Offensive rebound by Team,85,59
295,4,11:51.0,Personal foul by B. Roberts (drawn by J. Jack),,85,59
296,4,11:44.0,Turnover by J. Jack (bad pass),,85,59
297,4,11:30.0,,G. Neal makes 3-pt jump shot from 25 ft,85,62
298,4,11:15.0,B. Bogdanović misses 2-pt jump shot from 12 ft,,85,62
299,4,11:15.0,Offensive rebound by Team,,85,62
300,4,11:15.0,J. Johnson enters the game for B. Davies,,85,62
301,4,11:03.0,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by J. Johnson),,88,62
302,4,10:51.0,,Shooting foul by J. Johnson (drawn by M. Kidd-Gilchrist),88,62
303,4,10:51.0,,M. Kidd-Gilchrist makes free throw 1 of 2,88,63
304,4,10:51.0,,M. Kidd-Gilchrist makes free throw 2 of 2,88,64
305,4,10:37.0,J. Jack misses 2-pt jump shot from 8 ft,,88,64
306,4,10:36.0,,Defensive rebound by M. Kidd-Gilchrist,88,64
307,4,10:27.0,,M. Kidd-Gilchrist makes 2-pt jump shot from 3 ft,88,66
308,4,10:07.0,A. Anderson makes 2-pt jump shot from 13 ft (assist by M. Plumlee),,90,66
309,4,10:07.0,Shooting foul by G. Neal (drawn by A. Anderson),,90,66
310,4,10:07.0,J. Jordan enters the game for M. Plumlee,,90,66
311,4,10:07.0,A. Anderson makes free throw 1 of 1,,91,66
312,4,9:56.0,,P. Hairston misses 3-pt jump shot from 26 ft,91,66
313,4,9:53.0,,Offensive rebound by M. Kidd-Gilchrist,91,66
314,4,9:47.0,,M. Kidd-Gilchrist makes 2-pt jump shot from 17 ft,91,68
315,4,9:31.0,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by J. Jack),,94,68
316,4,9:14.0,,B. Roberts misses 3-pt jump shot from 23 ft,94,68
317,4,9:13.0,Defensive rebound by J. Jack,,94,68
318,4,8:59.0,J. Jack makes 2-pt layup from 1 ft,,96,68
319,4,8:59.0,,Charlotte full timeout,96,68
320,4,8:45.0,,G. Neal misses 3-pt jump shot from 24 ft,96,68
321,4,8:43.0,Defensive rebound by J. Jack,,96,68
322,4,8:34.0,Shooting foul by B. Roberts (drawn by J. Jack),,96,68
323,4,8:34.0,J. Jack makes free throw 1 of 2,,97,68
324,4,8:34.0,J. Jack makes free throw 2 of 2,,98,68
325,4,8:20.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 3 ft,98,68
326,4,8:19.0,Defensive rebound by J. Jordan,,98,68
327,4,8:07.0,J. Jack makes 2-pt jump shot from 10 ft,,100,68
328,4,7:55.0,,B. Roberts makes 3-pt jump shot from 25 ft,100,71
329,4,7:37.0,J. Jack makes 2-pt jump shot from 7 ft,,102,71
330,4,7:27.0,,Personal foul by J. Jack (drawn by B. Roberts),102,71
331,4,7:27.0,,J. Pargo enters the game for G. Neal,102,71
332,4,7:19.0,,M. Kidd-Gilchrist makes 2-pt jump shot from 11 ft,102,73
333,4,7:19.0,Loose ball foul by J. Jordan (drawn by B. Biyombo),,102,73
334,4,7:19.0,,B. Biyombo misses free throw 1 of 1,102,73
335,4,7:18.0,Defensive rebound by J. Johnson,,102,73
336,4,6:56.0,J. Jack misses 2-pt jump shot from 16 ft,,102,73
337,4,6:55.0,,Defensive rebound by B. Biyombo,102,73
338,4,6:48.0,,B. Biyombo makes 2-pt layup from 1 ft (assist by J. Pargo),102,75
339,4,6:48.0,,Shooting foul by J. Johnson (drawn by B. Biyombo),102,75
340,4,6:48.0,M. Plumlee enters the game for J. Jordan,,102,75
341,4,6:48.0,D. Williams enters the game for J. Johnson,,102,75
342,4,6:48.0,,B. Biyombo misses free throw 1 of 1,102,75
343,4,6:45.0,Defensive rebound by M. Plumlee,,102,75
344,4,6:33.0,Shooting foul by J. Pargo (drawn by D. Williams),,102,75
345,4,6:33.0,D. Williams makes free throw 1 of 3,,103,75
346,4,6:33.0,D. Williams makes free throw 2 of 3,,104,75
347,4,6:33.0,D. Williams makes free throw 3 of 3,,105,75
348,4,6:20.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 19 ft,105,75
349,4,6:20.0,,Offensive rebound by Team,105,75
350,4,6:20.0,Loose ball foul by M. Plumlee (drawn by B. Biyombo),,105,75
351,4,6:20.0,,B. Biyombo makes free throw 1 of 2,105,76
352,4,6:20.0,,B. Biyombo misses free throw 2 of 2,105,76
353,4,6:18.0,Defensive rebound by M. Plumlee,,105,76
354,4,6:07.0,J. Jack misses 2-pt jump shot from 18 ft,,105,76
355,4,6:05.0,,Defensive rebound by B. Biyombo,105,76
356,4,5:54.0,,B. Roberts makes 2-pt jump shot from 19 ft (assist by M. Kidd-Gilchrist),105,78
357,4,5:29.0,D. Williams makes 2-pt jump shot from 4 ft,,107,78
358,4,5:13.0,,B. Biyombo misses 2-pt hook shot from 8 ft,107,78
359,4,5:11.0,Defensive rebound by M. Plumlee,,107,78
360,4,5:05.0,Brooklyn full timeout,,107,78
361,4,5:05.0,D. Morris enters the game for D. Williams,,107,78
362,4,5:05.0,M. Brown enters the game for A. Anderson,,107,78
363,4,5:05.0,S. Karasev enters the game for J. Jack,,107,78
364,4,4:46.0,D. Morris misses 2-pt jump shot from 15 ft,,107,78
365,4,4:45.0,,Defensive rebound by P. Hairston,107,78
366,4,4:41.0,,P. Hairston misses 2-pt layup from 2 ft,107,78
367,4,4:38.0,Defensive rebound by B. Bogdanović,,107,78
368,4,4:19.0,S. Karasev misses 3-pt jump shot from 25 ft,,107,78
369,4,4:18.0,,Defensive rebound by B. Biyombo,107,78
370,4,4:11.0,,J. Pargo misses 3-pt jump shot from 26 ft,107,78
371,4,4:09.0,Defensive rebound by B. Bogdanović,,107,78
372,4,3:55.0,M. Plumlee makes 2-pt layup at rim (assist by D. Morris),,109,78
373,4,3:37.0,,P. Hairston misses 2-pt layup from 1 ft,109,78
374,4,3:36.0,Defensive rebound by M. Brown,,109,78
375,4,3:17.0,B. Bogdanović makes 3-pt jump shot from 26 ft (assist by M. Brown),,112,78
376,4,2:58.0,,P. Hairston misses 3-pt jump shot from 28 ft,112,78
