,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,CHARLOTTE_ACTION,LA CLIPPERS_SCORE,CHARLOTTE_SCORE
41,1,6:19.0,Offensive rebound by Team,,13,10
42,1,6:12.0,J. Redick misses 2-pt jump shot from 20 ft,,13,10
43,1,6:10.0,,Defensive rebound by K. Walker,13,10
44,1,5:56.0,,A. Jefferson misses 2-pt jump shot from 10 ft (block by D. Jordan),13,10
45,1,5:54.0,,Offensive rebound by A. Jefferson,13,10
46,1,5:50.0,,G. Henderson misses 2-pt jump shot from 18 ft,13,10
47,1,5:49.0,Defensive rebound by D. Jordan,,13,10
48,1,5:37.0,R. Bullock misses 3-pt jump shot from 25 ft,,13,10
49,1,5:36.0,,Defensive rebound by K. Walker,13,10
50,1,5:20.0,,C. Zeller makes 2-pt jump shot from 20 ft (assist by G. Henderson),13,12
51,1,4:57.0,B. Griffin misses 2-pt jump shot from 6 ft (block by A. Jefferson),,13,12
52,1,4:55.0,Offensive rebound by B. Griffin,,13,12
53,1,4:55.0,B. Griffin makes 2-pt layup from 1 ft,,15,12
54,1,4:41.0,,Personal foul by R. Bullock (drawn by L. Stephenson),15,12
55,1,4:41.0,,G. Neal enters the game for G. Henderson,15,12
56,1,4:41.0,J. Crawford enters the game for R. Bullock,,15,12
57,1,4:30.0,,Turnover by L. Stephenson (bad pass; steal by D. Jordan),15,12
58,1,4:25.0,C. Paul misses 3-pt jump shot from 25 ft,,15,12
59,1,4:23.0,,Defensive rebound by G. Neal,15,12
60,1,4:07.0,,A. Jefferson misses 2-pt hook shot from 9 ft,15,12
61,1,4:06.0,Defensive rebound by C. Paul,,15,12
62,1,3:59.0,J. Redick misses 3-pt jump shot from 24 ft,,15,12
63,1,3:58.0,,Defensive rebound by A. Jefferson,15,12
64,1,3:50.0,,L. Stephenson misses 2-pt layup from 1 ft,15,12
65,1,3:49.0,Defensive rebound by J. Crawford,,15,12
66,1,3:29.0,J. Crawford makes 3-pt jump shot from 25 ft (assist by J. Redick),,18,12
67,1,3:24.0,,Charlotte full timeout,18,12
68,1,3:24.0,,B. Roberts enters the game for A. Jefferson,18,12
69,1,3:24.0,,B. Biyombo enters the game for L. Stephenson,18,12
70,1,3:13.0,,B. Roberts makes 3-pt jump shot from 23 ft (assist by K. Walker),18,15
71,1,2:49.0,D. Jordan makes 2-pt dunk at rim (assist by C. Paul),,20,15
72,1,2:34.0,,C. Zeller misses 2-pt jump shot from 17 ft,20,15
73,1,2:33.0,Defensive rebound by C. Paul,,20,15
74,1,2:26.0,J. Crawford makes 3-pt jump shot from 23 ft (assist by C. Paul),,23,15
75,1,2:09.0,,G. Neal makes 2-pt jump shot from 9 ft (assist by C. Zeller),23,17
76,1,2:02.0,LA Clippers full timeout,,23,17
77,1,2:02.0,J. Farmar enters the game for D. Jordan,,23,17
78,1,2:02.0,S. Hawes enters the game for J. Redick,,23,17
79,1,1:43.0,C. Paul makes 2-pt jump shot from 8 ft (assist by B. Griffin),,25,17
80,1,1:25.0,,K. Walker misses 2-pt jump shot from 17 ft,25,17
81,1,1:24.0,,Offensive rebound by B. Roberts,25,17
82,1,1:14.0,,G. Neal misses 2-pt jump shot from 9 ft,25,17
83,1,1:12.0,,Offensive rebound by B. Biyombo,25,17
84,1,1:12.0,,Shooting foul by S. Hawes (drawn by B. Biyombo),25,17
85,1,1:12.0,,B. Biyombo makes free throw 1 of 2,25,18
86,1,1:12.0,,B. Biyombo makes free throw 2 of 2,25,19
87,1,0:58.0,C. Paul makes 2-pt jump shot from 9 ft (assist by B. Griffin),,27,19
88,1,0:47.0,,Shooting foul by B. Griffin (drawn by G. Neal),27,19
89,1,0:47.0,,G. Neal makes free throw 1 of 2,27,20
90,1,0:47.0,G. Davis enters the game for B. Griffin,,27,20
91,1,0:47.0,,G. Neal makes free throw 2 of 2,27,21
92,1,0:34.0,G. Davis makes 2-pt jump shot from 5 ft (assist by C. Paul),,29,21
93,1,0:22.0,,Turnover by K. Walker (bad pass; steal by G. Davis),29,21
94,1,0:22.0,Turnover by G. Davis (bad pass; steal by K. Walker),,29,21
95,1,0:19.0,,C. Zeller makes 2-pt dunk at rim (assist by K. Walker),29,23
96,1,0:02.0,C. Paul makes 2-pt jump shot from 9 ft,,31,23
97,1,0:01.0,,K. Walker misses 3-pt jump shot from 54 ft (block by C. Paul),31,23
98,1,0:00.0,,Offensive rebound by Team,31,23
99,2,11:46.0,,C. Zeller misses 2-pt jump shot from 18 ft,31,23
100,2,11:45.0,Defensive rebound by J. Farmar,,31,23
101,2,11:29.0,S. Hawes misses 3-pt jump shot from 26 ft,,31,23
102,2,11:28.0,,Defensive rebound by B. Biyombo,31,23
103,2,11:28.0,,Personal foul by S. Hawes (drawn by C. Zeller),31,23
104,2,11:28.0,Technical foul by S. Hawes,,31,23
105,2,11:28.0,,G. Neal makes technical free throw,31,24
106,2,11:15.0,,G. Neal misses 2-pt jump shot from 16 ft,31,24
107,2,11:14.0,Defensive rebound by J. Crawford,,31,24
108,2,11:05.0,J. Crawford misses 2-pt jump shot from 14 ft,,31,24
109,2,11:04.0,,Defensive rebound by B. Biyombo,31,24
110,2,10:53.0,,Shooting foul by S. Hawes (drawn by C. Zeller),31,24
111,2,10:53.0,,C. Zeller makes free throw 1 of 2,31,25
112,2,10:53.0,D. Jordan enters the game for S. Hawes,,31,25
113,2,10:53.0,,C. Zeller misses free throw 2 of 2,31,25
114,2,10:52.0,Defensive rebound by G. Davis,,31,25
115,2,10:37.0,H. Türkoğlu misses 2-pt jump shot from 15 ft,,31,25
116,2,10:34.0,,Defensive rebound by L. Stephenson,31,25
117,2,10:19.0,,B. Roberts makes 2-pt layup from 2 ft,31,27
118,2,9:56.0,G. Davis makes 2-pt hook shot from 5 ft (assist by J. Crawford),,33,27
119,2,9:38.0,,C. Zeller makes 2-pt layup from 1 ft (assist by L. Stephenson),33,29
120,2,9:14.0,H. Türkoğlu makes 2-pt jump shot from 4 ft (assist by G. Davis),,35,29
121,2,8:56.0,,B. Biyombo makes 2-pt jump shot from 6 ft (assist by L. Stephenson),35,31
122,2,8:46.0,Personal foul by C. Zeller (drawn by J. Crawford),,35,31
123,2,8:46.0,Official timeout,,35,31
124,2,8:40.0,Turnover by J. Crawford (lost ball; steal by B. Roberts),,35,31
125,2,8:35.0,,B. Roberts makes 2-pt layup from 1 ft,35,33
126,2,8:18.0,H. Türkoğlu misses 2-pt jump shot from 7 ft,,35,33
127,2,8:17.0,,Defensive rebound by C. Zeller,35,33
128,2,8:13.0,,Shooting block foul by G. Davis (drawn by L. Stephenson),35,33
129,2,8:13.0,,L. Stephenson misses free throw 1 of 2,35,33
130,2,8:13.0,,Offensive rebound by Team,35,33
131,2,8:13.0,,L. Stephenson makes free throw 2 of 2,35,34
132,2,7:59.0,J. Crawford misses 3-pt jump shot from 25 ft,,35,34
133,2,7:57.0,Offensive rebound by H. Türkoğlu,,35,34
134,2,7:54.0,H. Türkoğlu makes 3-pt jump shot from 24 ft,,38,34
135,2,7:36.0,,C. Zeller makes 2-pt dunk at rim (assist by L. Stephenson),38,36
136,2,7:10.0,G. Davis misses 2-pt jump shot from 18 ft,,38,36
137,2,7:09.0,,Defensive rebound by B. Biyombo,38,36
138,2,6:58.0,,L. Stephenson misses 3-pt jump shot from 25 ft,38,36
139,2,6:57.0,Defensive rebound by D. Jordan,,38,36
140,2,6:53.0,Turnover by D. Jordan (bad pass; steal by C. Zeller),,38,36
141,2,6:46.0,,Personal foul by D. Jordan (drawn by B. Roberts),38,36
142,2,6:46.0,B. Griffin enters the game for G. Davis,,38,36
143,2,6:46.0,J. Redick enters the game for H. Türkoğlu,,38,36
144,2,6:45.0,,A. Jefferson enters the game for G. Neal,38,36
145,2,6:45.0,,G. Henderson enters the game for B. Biyombo,38,36
146,2,6:35.0,,A. Jefferson misses 2-pt hook shot from 7 ft,38,36
147,2,6:34.0,Defensive rebound by B. Griffin,,38,36
148,2,6:29.0,Turnover by B. Griffin (bad pass),,38,36
149,2,6:29.0,C. Paul enters the game for J. Farmar,,38,36
150,2,6:04.0,,A. Jefferson makes 2-pt hook shot from 6 ft (assist by G. Henderson),38,38
151,2,5:50.0,J. Crawford makes 3-pt jump shot from 26 ft (assist by B. Griffin),,41,38
152,2,5:28.0,,G. Henderson makes 2-pt jump shot from 19 ft (assist by B. Roberts),41,40
153,2,5:03.0,B. Griffin makes 2-pt layup from 1 ft (assist by C. Paul),,43,40
154,2,4:56.0,,Personal foul by B. Griffin (drawn by C. Zeller),43,40
155,2,4:56.0,,Charlotte full timeout,43,40
156,2,4:56.0,R. Bullock enters the game for J. Crawford,,43,40
157,2,4:56.0,,K. Walker enters the game for B. Roberts,43,40
158,2,4:56.0,,C. Zeller makes free throw 1 of 2,43,41
159,2,4:56.0,,C. Zeller makes free throw 2 of 2,43,42
160,2,4:48.0,Personal foul by C. Zeller (drawn by B. Griffin),,43,42
161,2,4:48.0,,M. Williams enters the game for C. Zeller,43,42
162,2,4:37.0,B. Griffin misses 2-pt jump shot from 3 ft,,43,42
163,2,4:35.0,,Defensive rebound by A. Jefferson,43,42
164,2,4:27.0,,G. Henderson misses 3-pt jump shot from 25 ft,43,42
165,2,4:25.0,,Offensive rebound by M. Williams,43,42
166,2,4:21.0,,L. Stephenson misses 2-pt jump shot from 20 ft,43,42
167,2,4:21.0,,Offensive rebound by Team,43,42
168,2,4:21.0,Loose ball foul by J. Redick (drawn by M. Williams),,43,42
169,2,4:21.0,,M. Williams makes free throw 1 of 2,43,43
170,2,4:21.0,,M. Williams makes free throw 2 of 2,43,44
171,2,4:09.0,J. Redick makes 3-pt jump shot from 26 ft (assist by C. Paul),,46,44
172,2,3:49.0,,Personal foul by C. Paul (drawn by K. Walker),46,44
173,2,3:49.0,,K. Walker makes free throw 1 of 2,46,45
174,2,3:49.0,,K. Walker makes free throw 2 of 2,46,46
175,2,3:38.0,J. Redick misses 3-pt jump shot from 25 ft,,46,46
176,2,3:37.0,,Defensive rebound by L. Stephenson,46,46
177,2,3:21.0,,M. Williams misses 3-pt jump shot from 25 ft,46,46
178,2,3:19.0,Defensive rebound by B. Griffin,,46,46
179,2,3:06.0,C. Paul makes 2-pt jump shot from 19 ft (assist by B. Griffin),,48,46
180,2,2:42.0,,K. Walker makes 2-pt jump shot from 17 ft (assist by L. Stephenson),48,48
181,2,2:38.0,Personal foul by M. Williams (drawn by B. Griffin),,48,48
182,2,2:38.0,LA Clippers full timeout,,48,48
183,2,2:22.0,R. Bullock makes 3-pt jump shot from 24 ft (assist by B. Griffin),,51,48
184,2,1:57.0,,A. Jefferson makes 2-pt layup from 2 ft,51,50
185,2,1:42.0,B. Griffin misses 2-pt jump shot from 18 ft,,51,50
186,2,1:41.0,,Defensive rebound by K. Walker,51,50
187,2,1:31.0,,K. Walker makes 2-pt jump shot from 18 ft,51,52
188,2,1:16.0,C. Paul makes 2-pt jump shot from 18 ft,,53,52
189,2,0:58.0,,L. Stephenson misses 2-pt jump shot from 8 ft,53,52
190,2,0:57.0,Defensive rebound by B. Griffin,,53,52
191,2,0:48.0,C. Paul misses 2-pt jump shot from 9 ft,,53,52
192,2,0:47.0,,Defensive rebound by M. Williams,53,52
193,2,0:42.0,,Shooting foul by C. Paul (drawn by K. Walker),53,52
194,2,0:42.0,,K. Walker misses free throw 1 of 2,53,52
195,2,0:42.0,,Offensive rebound by Team,53,52
196,2,0:42.0,,K. Walker makes free throw 2 of 2,53,53
197,2,0:31.0,D. Jordan misses 2-pt dunk at rim,,53,53
198,2,0:29.0,Offensive rebound by B. Griffin,,53,53
199,2,0:26.0,Personal foul by L. Stephenson (drawn by B. Griffin),,53,53
200,2,0:11.0,J. Redick makes 3-pt jump shot from 23 ft (assist by C. Paul),,56,53
201,2,0:01.0,,K. Walker misses 3-pt jump shot from 26 ft,56,53
202,2,0:00.0,,Offensive rebound by Team,56,53
203,3,11:39.0,,G. Henderson misses 2-pt jump shot from 12 ft,56,53
204,3,11:38.0,Defensive rebound by B. Griffin,,56,53
205,3,11:25.0,Personal foul by M. Williams (drawn by B. Griffin),,56,53
206,3,11:20.0,Turnover by B. Griffin (bad pass; steal by M. Williams),,56,53
207,3,11:02.0,,G. Henderson misses 2-pt jump shot from 17 ft,56,53
208,3,11:01.0,Defensive rebound by B. Griffin,,56,53
209,3,10:38.0,B. Griffin misses 2-pt jump shot from 18 ft,,56,53
210,3,10:38.0,Offensive rebound by Team,,56,53
211,3,10:38.0,Personal foul by M. Williams (drawn by D. Jordan),,56,53
212,3,10:38.0,,C. Zeller enters the game for M. Williams,56,53
213,3,10:24.0,J. Redick misses 3-pt jump shot from 26 ft,,56,53
214,3,10:23.0,,Defensive rebound by A. Jefferson,56,53
215,3,10:18.0,,Shooting foul by J. Redick (drawn by C. Zeller),56,53
216,3,10:18.0,,C. Zeller makes free throw 1 of 2,56,54
217,3,10:18.0,,C. Zeller makes free throw 2 of 2,56,55
218,3,10:00.0,Turnover by D. Jordan (3 sec),,56,55
219,3,9:36.0,,L. Stephenson misses 2-pt layup from 2 ft,56,55
220,3,9:35.0,Defensive rebound by B. Griffin,,56,55
221,3,9:28.0,D. Jordan makes 2-pt dunk at rim (assist by C. Paul),,58,55
222,3,9:13.0,,A. Jefferson misses 2-pt layup from 2 ft,58,55
223,3,9:12.0,Defensive rebound by R. Bullock,,58,55
224,3,8:55.0,B. Griffin makes 2-pt layup from 1 ft,,60,55
225,3,8:41.0,,K. Walker misses 2-pt jump shot from 18 ft,60,55
226,3,8:40.0,Defensive rebound by D. Jordan,,60,55
227,3,8:31.0,B. Griffin makes 2-pt jump shot from 19 ft (assist by C. Paul),,62,55
228,3,8:25.0,,Charlotte full timeout,62,55
229,3,8:10.0,,A. Jefferson makes 2-pt jump shot from 6 ft,62,57
230,3,7:49.0,B. Griffin misses 2-pt jump shot from 8 ft,,62,57
231,3,7:48.0,,Defensive rebound by A. Jefferson,62,57
232,3,7:34.0,,A. Jefferson misses 2-pt hook shot from 4 ft,62,57
233,3,7:33.0,Defensive rebound by D. Jordan,,62,57
234,3,7:25.0,C. Paul makes 2-pt jump shot from 16 ft,,64,57
235,3,7:08.0,,L. Stephenson misses 2-pt jump shot from 18 ft,64,57
236,3,7:07.0,Defensive rebound by D. Jordan,,64,57
237,3,6:55.0,B. Griffin makes 2-pt jump shot from 16 ft (assist by C. Paul),,66,57
238,3,6:26.0,,K. Walker misses 3-pt jump shot from 25 ft,66,57
239,3,6:25.0,Defensive rebound by D. Jordan,,66,57
240,3,6:22.0,Personal foul by L. Stephenson (drawn by C. Paul),,66,57
241,3,6:16.0,J. Redick misses 3-pt jump shot from 26 ft,,66,57
242,3,6:14.0,,Defensive rebound by L. Stephenson,66,57
243,3,6:02.0,,G. Henderson misses 3-pt jump shot from 23 ft,66,57
244,3,5:58.0,Defensive rebound by C. Paul,,66,57
245,3,5:46.0,B. Griffin misses 2-pt layup at rim,,66,57
246,3,5:45.0,Offensive rebound by B. Griffin,,66,57
247,3,5:45.0,B. Griffin misses 2-pt tip-in at rim,,66,57
248,3,5:44.0,Offensive rebound by B. Griffin,,66,57
249,3,5:44.0,B. Griffin makes 2-pt tip-in at rim,,68,57
250,3,5:21.0,,C. Zeller makes 2-pt jump shot from 19 ft (assist by K. Walker),68,59
251,3,4:59.0,Turnover by C. Paul (bad pass; steal by K. Walker),,68,59
252,3,4:56.0,,Personal foul by J. Redick (drawn by K. Walker),68,59
253,3,4:56.0,H. Türkoğlu enters the game for R. Bullock,,68,59
254,3,4:56.0,,G. Neal enters the game for G. Henderson,68,59
255,3,4:56.0,,B. Roberts enters the game for L. Stephenson,68,59
256,3,4:37.0,,K. Walker makes 2-pt layup from 1 ft (assist by A. Jefferson),68,61
257,3,4:28.0,B. Griffin misses 2-pt jump shot from 18 ft,,68,61
258,3,4:28.0,Offensive rebound by Team,,68,61
259,3,4:28.0,,Loose ball foul by A. Jefferson (drawn by D. Jordan),68,61
260,3,4:13.0,H. Türkoğlu makes 3-pt jump shot from 24 ft (assist by C. Paul),,71,61
261,3,3:50.0,,Personal foul by H. Türkoğlu (drawn by G. Neal),71,61
262,3,3:40.0,,G. Neal misses 3-pt jump shot from 24 ft,71,61
263,3,3:38.0,Defensive rebound by D. Jordan,,71,61
264,3,3:23.0,J. Redick makes 2-pt jump shot from 15 ft (assist by C. Paul),,73,61
265,3,3:23.0,,Charlotte full timeout,73,61
266,3,3:23.0,,B. Biyombo enters the game for A. Jefferson,73,61
267,3,3:06.0,,B. Roberts misses 3-pt jump shot from 28 ft,73,61
268,3,3:04.0,Defensive rebound by C. Paul,,73,61
269,3,2:55.0,C. Paul makes 2-pt jump shot from 19 ft,,75,61
270,3,2:31.0,,B. Roberts makes 2-pt jump shot from 18 ft (assist by K. Walker),75,63
271,3,2:18.0,Personal foul by C. Zeller (drawn by D. Jordan),,75,63
272,3,2:18.0,D. Jordan misses free throw 1 of 2,,75,63
273,3,2:18.0,Offensive rebound by Team,,75,63
274,3,2:18.0,J. Crawford enters the game for J. Redick,,75,63
275,3,2:18.0,D. Jordan makes free throw 2 of 2,,76,63
276,3,2:02.0,,Shooting foul by H. Türkoğlu (drawn by G. Neal),76,63
277,3,2:02.0,,G. Neal makes free throw 1 of 2,76,64
278,3,2:02.0,S. Hawes enters the game for D. Jordan,,76,64
279,3,2:02.0,,G. Neal misses free throw 2 of 2,76,64
280,3,2:00.0,Defensive rebound by B. Griffin,,76,64
281,3,1:48.0,C. Paul misses 2-pt jump shot from 16 ft,,76,64
282,3,1:47.0,,Defensive rebound by B. Biyombo,76,64
283,3,1:39.0,,G. Neal makes 2-pt jump shot from 12 ft,76,66
284,3,1:23.0,H. Türkoğlu makes 2-pt jump shot from 3 ft,,78,66
285,3,1:11.0,,G. Neal misses 3-pt jump shot from 25 ft,78,66
286,3,1:09.0,,Offensive rebound by Team,78,66
287,3,1:09.0,J. Farmar enters the game for C. Paul,,78,66
288,3,1:00.0,,G. Neal misses 2-pt jump shot from 7 ft,78,66
289,3,1:00.0,Defensive rebound by Team,,78,66
290,3,0:44.0,H. Türkoğlu misses 3-pt jump shot from 24 ft,,78,66
291,3,0:43.0,,Defensive rebound by Team,78,66
292,3,0:43.0,G. Davis enters the game for B. Griffin,,78,66
293,3,0:35.0,,Personal foul by J. Farmar (drawn by K. Walker),78,66
294,3,0:35.0,,K. Walker makes free throw 1 of 2,78,67
295,3,0:35.0,,G. Henderson enters the game for G. Neal,78,67
296,3,0:35.0,,K. Walker makes free throw 2 of 2,78,68
297,3,0:24.0,J. Crawford misses 2-pt jump shot from 4 ft (block by B. Biyombo),,78,68
298,3,0:24.0,Offensive rebound by Team,,78,68
299,3,0:15.0,J. Farmar misses 3-pt jump shot from 25 ft,,78,68
300,3,0:14.0,,Defensive rebound by K. Walker,78,68
301,3,0:02.0,,Personal foul by H. Türkoğlu (drawn by G. Henderson),78,68
302,3,0:02.0,,G. Henderson makes free throw 1 of 2,78,69
303,3,0:02.0,,G. Henderson makes free throw 2 of 2,78,70
304,3,0:00.0,J. Crawford misses 3-pt jump shot from 56 ft,,78,70
305,3,0:00.0,Offensive rebound by Team,,78,70
306,4,11:44.0,G. Davis misses 2-pt layup from 2 ft (block by K. Walker),,78,70
307,4,11:44.0,,Defensive rebound by Team,78,70
308,4,11:35.0,Offensive charge foul by C. Zeller (drawn by G. Davis),,78,70
309,4,11:35.0,,Turnover by C. Zeller (offensive foul),78,70
310,4,11:24.0,H. Türkoğlu misses 2-pt jump shot from 19 ft,,78,70
311,4,11:23.0,,Defensive rebound by B. Biyombo,78,70
312,4,11:10.0,,K. Walker misses 2-pt jump shot from 4 ft,78,70
313,4,11:07.0,Defensive rebound by Team,,78,70
314,4,10:51.0,Turnover by J. Farmar (bad pass; steal by K. Walker),,78,70
315,4,10:42.0,,Shooting foul by S. Hawes (drawn by C. Zeller),78,70
316,4,10:42.0,,C. Zeller makes free throw 1 of 2,78,71
317,4,10:42.0,,C. Zeller makes free throw 2 of 2,78,72
318,4,10:29.0,J. Crawford makes 2-pt jump shot from 17 ft (assist by S. Hawes),,80,72
319,4,10:17.0,,Personal foul by J. Crawford (drawn by B. Roberts),80,72
320,4,10:07.0,,B. Roberts makes 2-pt jump shot from 19 ft,80,74
321,4,9:50.0,J. Farmar makes 3-pt jump shot from 26 ft,,83,74
322,4,9:34.0,,G. Henderson misses 2-pt jump shot from 21 ft,83,74
323,4,9:34.0,,Offensive rebound by B. Biyombo,83,74
324,4,9:34.0,,Shooting foul by G. Davis (drawn by B. Biyombo),83,74
325,4,9:34.0,,B. Biyombo makes free throw 1 of 2,83,75
326,4,9:34.0,,B. Biyombo misses free throw 2 of 2,83,75
327,4,9:31.0,Defensive rebound by G. Davis,,83,75
328,4,9:17.0,J. Crawford misses 3-pt jump shot from 25 ft,,83,75
329,4,9:16.0,,Defensive rebound by B. Biyombo,83,75
330,4,9:08.0,,K. Walker makes 2-pt jump shot from 18 ft,83,77
331,4,9:08.0,LA Clippers full timeout,,83,77
332,4,9:08.0,B. Griffin enters the game for J. Farmar,,83,77
333,4,9:08.0,C. Paul enters the game for G. Davis,,83,77
334,4,8:56.0,S. Hawes misses 3-pt jump shot from 27 ft,,83,77
335,4,8:55.0,,Defensive rebound by B. Biyombo,83,77
336,4,8:39.0,,Turnover by C. Zeller (traveling),83,77
337,4,8:39.0,D. Jordan enters the game for H. Türkoğlu,,83,77
338,4,8:39.0,J. Redick enters the game for S. Hawes,,83,77
339,4,8:20.0,C. Paul makes 3-pt jump shot from 25 ft (assist by B. Griffin),,86,77
340,4,8:01.0,,B. Roberts misses 3-pt jump shot from 26 ft,86,77
341,4,8:00.0,Defensive rebound by J. Crawford,,86,77
342,4,7:46.0,Personal block foul by C. Zeller (drawn by J. Redick),,86,77
343,4,7:46.0,,M. Williams enters the game for C. Zeller,86,77
344,4,7:46.0,,A. Jefferson enters the game for B. Biyombo,86,77
345,4,7:32.0,B. Griffin misses 2-pt hook shot from 10 ft,,86,77
346,4,7:31.0,Offensive rebound by D. Jordan,,86,77
347,4,7:31.0,D. Jordan makes 2-pt dunk at rim,,88,77
348,4,7:21.0,,Personal foul by C. Paul (drawn by K. Walker),88,77
349,4,7:06.0,,M. Williams makes 3-pt jump shot from 23 ft (assist by B. Roberts),88,80
350,4,6:42.0,C. Paul misses 2-pt jump shot from 12 ft,,88,80
351,4,6:40.0,,Defensive rebound by A. Jefferson,88,80
352,4,6:26.0,,G. Henderson makes 2-pt dunk at rim (assist by A. Jefferson),88,82
353,4,6:11.0,Personal foul by K. Walker (drawn by C. Paul),,88,82
354,4,5:56.0,J. Crawford makes 3-pt jump shot from 25 ft,,91,82
355,4,5:35.0,,G. Henderson misses 2-pt jump shot from 17 ft,91,82
356,4,5:34.0,Defensive rebound by B. Griffin,,91,82
357,4,5:20.0,B. Griffin makes 2-pt layup from 1 ft,,93,82
358,4,5:14.0,,Charlotte full timeout,93,82
359,4,5:08.0,,B. Roberts misses 3-pt jump shot from 26 ft,93,82
360,4,5:08.0,,Offensive rebound by Team,93,82
361,4,5:08.0,Loose ball foul by J. Redick (drawn by K. Walker),,93,82
362,4,5:08.0,,K. Walker makes free throw 1 of 2,93,83
363,4,5:08.0,,K. Walker makes free throw 2 of 2,93,84
364,4,4:53.0,C. Paul makes 2-pt layup from 2 ft,,95,84
365,4,4:29.0,,A. Jefferson makes 2-pt jump shot from 8 ft (assist by G. Henderson),95,86
366,4,3:58.0,B. Griffin misses 2-pt jump shot from 21 ft,,95,86
367,4,3:57.0,,Defensive rebound by A. Jefferson,95,86
368,4,3:48.0,,M. Williams misses 3-pt jump shot from 26 ft,95,86
369,4,3:47.0,Defensive rebound by Team,,95,86
370,4,3:47.0,,Loose ball foul by A. Jefferson (drawn by J. Crawford),95,86
371,4,3:32.0,J. Crawford makes 2-pt jump shot from 12 ft (assist by C. Paul),,97,86
372,4,3:14.0,,Turnover by G. Henderson (lost ball),97,86
373,4,3:04.0,Shooting foul by G. Henderson (drawn by J. Redick),,97,86
374,4,3:04.0,J. Redick makes free throw 1 of 3,,98,86
375,4,3:04.0,J. Redick makes free throw 2 of 3,,99,86
376,4,3:04.0,J. Redick makes free throw 3 of 3,,100,86
377,4,2:42.0,,M. Williams makes 2-pt jump shot from 17 ft (assist by K. Walker),100,88
378,4,2:23.0,J. Crawford makes 2-pt jump shot from 15 ft (assist by B. Griffin),,102,88
379,4,2:11.0,,Shooting foul by B. Griffin (drawn by A. Jefferson),102,88
380,4,2:11.0,Official timeout,,102,88
381,4,2:11.0,,A. Jefferson misses free throw 1 of 2,102,88
382,4,2:11.0,,Offensive rebound by Team,102,88
