,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,WASHINGTON_ACTION,CHARLOTTE_SCORE,WASHINGTON_SCORE
0,1,11:51.0,,Turnover by N. Hilário (lost ball; steal by K. Walker),0,0
1,1,11:40.0,K. Walker misses 2-pt jump shot from 3 ft (block by P. Pierce),,0,0
2,1,11:38.0,,Defensive rebound by B. Beal,0,0
3,1,11:31.0,,P. Pierce makes 2-pt jump shot from 18 ft (assist by J. Wall),0,2
4,1,11:14.0,M. Kidd-Gilchrist misses 2-pt layup from 1 ft (block by P. Pierce),,0,2
5,1,11:12.0,,Defensive rebound by N. Hilário,0,2
6,1,10:57.0,,M. Gortat misses 2-pt jump shot from 8 ft,0,2
7,1,10:56.0,Defensive rebound by G. Henderson,,0,2
8,1,10:42.0,G. Henderson makes 3-pt jump shot from 24 ft (assist by K. Walker),,3,2
9,1,10:22.0,,P. Pierce misses 2-pt jump shot from 20 ft,3,2
10,1,10:21.0,Defensive rebound by M. Kidd-Gilchrist,,3,2
11,1,10:17.0,M. Kidd-Gilchrist makes 2-pt layup at rim,,5,2
12,1,10:17.0,Shooting block foul by P. Pierce (drawn by M. Kidd-Gilchrist),,5,2
13,1,10:17.0,M. Kidd-Gilchrist makes free throw 1 of 1,,6,2
14,1,10:02.0,,P. Pierce misses 3-pt jump shot from 24 ft,6,2
15,1,10:01.0,Defensive rebound by A. Jefferson,,6,2
16,1,9:53.0,G. Henderson misses 2-pt jump shot from 14 ft,,6,2
17,1,9:51.0,,Defensive rebound by M. Gortat,6,2
18,1,9:44.0,,N. Hilário makes 2-pt layup at rim (assist by J. Wall),6,4
19,1,9:26.0,Turnover by K. Walker (bad pass),,6,4
20,1,9:14.0,,P. Pierce makes 2-pt layup from 1 ft (assist by J. Wall),6,6
21,1,8:58.0,M. Williams makes 2-pt jump shot from 22 ft (assist by K. Walker),,8,6
22,1,8:50.0,,B. Beal misses 2-pt jump shot from 21 ft,8,6
23,1,8:49.0,,Offensive rebound by M. Gortat,8,6
24,1,8:41.0,,J. Wall makes 2-pt jump shot from 15 ft,8,8
25,1,8:25.0,M. Williams misses 2-pt jump shot from 19 ft,,8,8
26,1,8:24.0,,Defensive rebound by J. Wall,8,8
27,1,8:19.0,,J. Wall misses 2-pt layup at rim (block by M. Kidd-Gilchrist),8,8
28,1,8:17.0,,Offensive rebound by N. Hilário,8,8
29,1,8:14.0,,M. Gortat makes 2-pt layup at rim (assist by B. Beal),8,10
30,1,8:07.0,Charlotte full timeout,,8,10
31,1,8:00.0,A. Jefferson makes 2-pt jump shot from 12 ft (assist by K. Walker),,10,10
32,1,7:40.0,,N. Hilário makes 2-pt dunk at rim (assist by M. Gortat),10,12
33,1,7:18.0,A. Jefferson makes 2-pt jump shot from 6 ft (assist by K. Walker),,12,12
34,1,7:08.0,,N. Hilário makes 2-pt layup from 1 ft (assist by B. Beal),12,14
35,1,6:51.0,M. Kidd-Gilchrist makes 2-pt jump shot from 17 ft (assist by K. Walker),,14,14
36,1,6:37.0,,B. Beal makes 2-pt layup at rim (assist by J. Wall),14,16
