,QUARTER,TIME_REMAINING,PHOENIX_ACTION,HOUSTON_ACTION,PHOENIX_SCORE,HOUSTON_SCORE
104,1,0:00.0,,Offensive rebound by Team,33,37
105,2,11:47.0,,C. Brewer misses 2-pt layup from 2 ft (block by B. Wright),33,37
106,2,11:45.0,Defensive rebound by A. Goodwin,,33,37
107,2,11:29.0,Turnover by A. Goodwin (bad pass; steal by T. Ariza),,33,37
108,2,11:15.0,,J. Terry misses 3-pt jump shot from 26 ft,33,37
109,2,11:13.0,Defensive rebound by B. Wright,,33,37
110,2,11:00.0,M. Morris misses 2-pt jump shot from 6 ft,,33,37
111,2,10:58.0,,Defensive rebound by J. Smith,33,37
112,2,10:52.0,,J. Terry makes 2-pt jump shot from 17 ft (assist by J. Smith),33,39
113,2,10:37.0,T. Warren misses 2-pt layup from 1 ft,,33,39
114,2,10:37.0,,Defensive rebound by Team,33,39
115,2,10:37.0,Loose ball foul by T. Warren (drawn by J. Smith),,33,39
116,2,10:25.0,,Turnover by J. Smith (bad pass),33,39
117,2,10:05.0,A. Goodwin misses 2-pt jump shot from 6 ft,,33,39
118,2,10:04.0,,Defensive rebound by C. Brewer,33,39
119,2,9:55.0,,J. Smith makes 2-pt dunk at rim (assist by J. Terry),33,41
120,2,9:44.0,M. Morris misses 2-pt jump shot from 18 ft,,33,41
121,2,9:41.0,Offensive rebound by B. Wright,,33,41
122,2,9:41.0,B. Wright misses 2-pt tip-in from 1 ft,,33,41
123,2,9:39.0,,Defensive rebound by J. Smith,33,41
124,2,9:24.0,,C. Brewer makes 2-pt layup from 2 ft,33,43
125,2,9:18.0,Phoenix full timeout,,33,43
126,2,9:18.0,E. Bledsoe enters the game for B. Wright,,33,43
127,2,9:18.0,A. Len enters the game for T. Warren,,33,43
128,2,9:11.0,Shooting foul by P. Prigioni (drawn by E. Bledsoe),,33,43
129,2,9:11.0,E. Bledsoe makes free throw 1 of 2,,34,43
130,2,9:11.0,E. Bledsoe makes free throw 2 of 2,,35,43
131,2,8:57.0,,T. Ariza misses 3-pt jump shot from 24 ft,35,43
132,2,8:56.0,Defensive rebound by A. Goodwin,,35,43
133,2,8:40.0,Turnover by A. Goodwin (traveling),,35,43
134,2,8:26.0,,P. Prigioni makes 3-pt jump shot from 25 ft (assist by J. Smith),35,46
135,2,8:10.0,A. Len misses 2-pt hook shot from 5 ft,,35,46
136,2,8:07.0,Offensive rebound by A. Len,,35,46
137,2,8:04.0,Shooting foul by J. Smith (drawn by A. Len),,35,46
138,2,8:04.0,A. Len makes free throw 1 of 2,,36,46
139,2,8:04.0,,D. Motiejūnas enters the game for J. Smith,36,46
140,2,8:04.0,A. Len misses free throw 2 of 2,,36,46
141,2,8:04.0,,Defensive rebound by T. Ariza,36,46
142,2,7:48.0,,D. Motiejūnas makes 2-pt jump shot from 12 ft (assist by P. Prigioni),36,48
143,2,7:35.0,A. Price makes 2-pt jump shot from 19 ft,,38,48
144,2,7:28.0,,C. Brewer makes 2-pt layup at rim (assist by P. Prigioni),38,50
145,2,7:16.0,A. Len misses 2-pt jump shot from 18 ft,,38,50
146,2,7:15.0,,Defensive rebound by T. Ariza,38,50
147,2,7:07.0,,D. Motiejūnas misses 2-pt jump shot from 4 ft (block by E. Bledsoe),38,50
148,2,7:05.0,Defensive rebound by M. Morris,,38,50
149,2,7:01.0,A. Goodwin makes 2-pt layup from 1 ft (assist by M. Morris),,40,50
150,2,6:51.0,,Turnover by P. Prigioni (bad pass; steal by E. Bledsoe),40,50
151,2,6:47.0,A. Goodwin misses 2-pt jump shot from 5 ft (block by J. Terry),,40,50
152,2,6:45.0,Offensive rebound by E. Bledsoe,,40,50
153,2,6:35.0,E. Bledsoe makes 2-pt jump shot from 15 ft,,42,50
154,2,6:28.0,,Houston full timeout,42,50
155,2,6:28.0,,P. Beverley enters the game for T. Ariza,42,50
156,2,6:28.0,,J. Harden enters the game for P. Prigioni,42,50
157,2,6:28.0,P. Tucker enters the game for A. Price,,42,50
158,2,6:18.0,,D. Motiejūnas misses 3-pt jump shot from 24 ft,42,50
159,2,6:17.0,Defensive rebound by A. Goodwin,,42,50
160,2,6:11.0,M. Morris makes 2-pt jump shot from 6 ft,,44,50
161,2,5:58.0,,J. Harden misses 3-pt jump shot from 25 ft,44,50
162,2,5:57.0,Defensive rebound by M. Morris,,44,50
163,2,5:48.0,M. Morris makes 3-pt jump shot from 24 ft (assist by E. Bledsoe),,47,50
164,2,5:34.0,,C. Brewer misses 2-pt jump shot from 20 ft,47,50
165,2,5:32.0,Defensive rebound by A. Len,,47,50
166,2,5:15.0,A. Len makes 2-pt layup from 1 ft (assist by A. Goodwin),,49,50
167,2,5:15.0,Shooting foul by J. Harden (drawn by A. Len),,49,50
168,2,5:15.0,,T. Ariza enters the game for J. Terry,49,50
169,2,5:15.0,A. Len misses free throw 1 of 1,,49,50
170,2,5:14.0,Offensive rebound by A. Len,,49,50
171,2,5:12.0,A. Len misses 2-pt layup from 2 ft,,49,50
172,2,5:11.0,Offensive rebound by M. Morris,,49,50
173,2,5:10.0,M. Morris misses 2-pt tip-in from 1 ft,,49,50
174,2,5:10.0,,Defensive rebound by Team,49,50
175,2,5:02.0,,Shooting foul by A. Len (drawn by C. Brewer),49,50
176,2,5:02.0,,C. Brewer makes free throw 1 of 2,49,51
177,2,5:02.0,,C. Brewer makes free throw 2 of 2,49,52
178,2,4:39.0,A. Goodwin misses 3-pt jump shot from 23 ft,,49,52
179,2,4:38.0,Offensive rebound by A. Len,,49,52
180,2,4:35.0,A. Len misses 2-pt jump shot from 12 ft,,49,52
181,2,4:33.0,,Defensive rebound by T. Ariza,49,52
182,2,4:31.0,Offensive charge foul by J. Harden (drawn by E. Bledsoe),,49,52
183,2,4:31.0,,Turnover by J. Harden (offensive foul),49,52
184,2,4:10.0,A. Len misses 2-pt jump shot from 15 ft,,49,52
185,2,4:09.0,,Defensive rebound by P. Beverley,49,52
186,2,4:04.0,,Turnover by P. Beverley (bad pass; steal by M. Morris),49,52
187,2,4:01.0,Shooting foul by P. Beverley (drawn by E. Bledsoe),,49,52
188,2,4:01.0,E. Bledsoe makes free throw 1 of 2,,50,52
189,2,4:01.0,M. Morris enters the game for A. Len,,50,52
190,2,4:01.0,,J. Dorsey enters the game for C. Brewer,50,52
191,2,4:01.0,E. Bledsoe misses free throw 2 of 2,,50,52
192,2,4:01.0,,Defensive rebound by J. Dorsey,50,52
193,2,3:45.0,,D. Motiejūnas misses 3-pt jump shot from 25 ft,50,52
194,2,3:43.0,,Offensive rebound by Team,50,52
195,2,3:43.0,B. Wright enters the game for A. Goodwin,,50,52
196,2,3:40.0,,Turnover by D. Motiejūnas (bad pass; steal by E. Bledsoe),50,52
197,2,3:39.0,Turnover by E. Bledsoe (step out of bounds),,50,52
198,2,3:33.0,,Shooting foul by M. Morris (drawn by J. Harden),50,52
199,2,3:33.0,,J. Harden makes free throw 1 of 2,50,53
200,2,3:33.0,,J. Harden makes free throw 2 of 2,50,54
201,2,3:18.0,E. Bledsoe makes 2-pt layup from 4 ft,,52,54
202,2,2:54.0,,J. Harden misses 2-pt layup from 1 ft,52,54
203,2,2:52.0,Defensive rebound by P. Tucker,,52,54
204,2,2:45.0,E. Bledsoe misses 2-pt jump shot from 4 ft,,52,54
205,2,2:43.0,,Defensive rebound by D. Motiejūnas,52,54
206,2,2:40.0,,T. Ariza makes 2-pt dunk at rim (assist by J. Harden),52,56
207,2,2:12.0,M. Morris makes 2-pt layup from 2 ft,,54,56
208,2,1:54.0,,D. Motiejūnas makes 2-pt hook shot from 5 ft (assist by T. Ariza),54,58
209,2,1:41.0,E. Bledsoe makes 2-pt jump shot from 18 ft,,56,58
210,2,1:21.0,Offensive charge foul by P. Beverley (drawn by M. Morris),,56,58
211,2,1:21.0,,Turnover by P. Beverley (offensive foul),56,58
212,2,1:21.0,Official timeout,,56,58
213,2,1:21.0,,J. Smith enters the game for D. Motiejūnas,56,58
214,2,1:05.0,P. Tucker makes 2-pt hook shot from 6 ft,,58,58
215,2,0:52.0,,J. Smith misses 3-pt jump shot from 25 ft,58,58
216,2,0:50.0,,Offensive rebound by J. Dorsey,58,58
217,2,0:41.0,,J. Smith misses 2-pt hook shot from 5 ft,58,58
218,2,0:39.0,Defensive rebound by B. Wright,,58,58
219,2,0:34.0,Shooting foul by P. Beverley (drawn by E. Bledsoe),,58,58
220,2,0:34.0,E. Bledsoe makes free throw 1 of 2,,59,58
221,2,0:34.0,,J. Terry enters the game for P. Beverley,59,58
222,2,0:34.0,A. Len enters the game for M. Morris,,59,58
223,2,0:34.0,E. Bledsoe makes free throw 2 of 2,,60,58
224,2,0:22.0,,J. Terry makes 3-pt jump shot from 23 ft (assist by J. Dorsey),60,61
225,2,0:14.0,Phoenix full timeout,,60,61
226,2,0:14.0,M. Morris enters the game for A. Len,,60,61
227,2,0:14.0,,C. Brewer enters the game for J. Terry,60,61
228,2,0:01.0,E. Bledsoe makes 2-pt layup from 1 ft,,62,61
229,3,11:46.0,,P. Beverley makes 3-pt jump shot from 22 ft (assist by T. Ariza),62,64
230,3,11:31.0,Personal foul by P. Beverley (drawn by E. Bledsoe),,62,64
231,3,11:19.0,P. Tucker misses 2-pt jump shot from 5 ft (block by J. Harden),,62,64
232,3,11:17.0,,Defensive rebound by T. Ariza,62,64
233,3,11:12.0,,T. Ariza misses 3-pt jump shot from 25 ft,62,64
234,3,11:10.0,,Offensive rebound by J. Harden,62,64
235,3,11:09.0,,J. Harden misses 2-pt jump shot from 4 ft,62,64
236,3,11:07.0,Defensive rebound by M. Morris,,62,64
237,3,11:04.0,M. Morris makes 2-pt layup at rim (assist by M. Morris),,64,64
238,3,10:53.0,,J. Harden makes 3-pt jump shot from 25 ft (assist by D. Motiejūnas),64,67
239,3,10:41.0,M. Morris makes 2-pt jump shot from 12 ft,,66,67
240,3,10:22.0,,T. Ariza makes 3-pt jump shot from 25 ft (assist by D. Motiejūnas),66,70
241,3,10:08.0,M. Morris makes 3-pt jump shot from 24 ft (assist by E. Bledsoe),,69,70
242,3,9:47.0,,Shooting foul by M. Morris (drawn by J. Harden),69,70
243,3,9:47.0,,J. Harden makes free throw 1 of 3,69,71
244,3,9:47.0,,J. Harden makes free throw 2 of 3,69,72
245,3,9:47.0,,P. Prigioni enters the game for P. Beverley,69,72
246,3,9:47.0,,J. Harden makes free throw 3 of 3,69,73
247,3,9:30.0,P. Tucker makes 3-pt jump shot from 23 ft (assist by M. Morris),,72,73
248,3,9:13.0,,J. Harden misses 3-pt jump shot from 24 ft,72,73
249,3,9:11.0,Defensive rebound by E. Bledsoe,,72,73
250,3,9:08.0,P. Tucker makes 2-pt dunk at rim (assist by E. Bledsoe),,74,73
251,3,9:07.0,,Houston full timeout,74,73
252,3,8:53.0,,T. Ariza misses 3-pt jump shot from 25 ft,74,73
253,3,8:52.0,Defensive rebound by M. Morris,,74,73
254,3,8:40.0,P. Tucker makes 2-pt layup from 2 ft (assist by A. Len),,76,73
255,3,8:23.0,,D. Motiejūnas misses 2-pt jump shot from 16 ft,76,73
256,3,8:22.0,Defensive rebound by M. Morris,,76,73
257,3,8:14.0,E. Bledsoe makes 2-pt jump shot from 19 ft,,78,73
258,3,7:56.0,,P. Prigioni misses 3-pt jump shot from 23 ft,78,73
259,3,7:56.0,Defensive rebound by Team,,78,73
260,3,7:56.0,,J. Smith enters the game for J. Dorsey,78,73
261,3,7:38.0,A. Len makes 2-pt dunk at rim (assist by E. Bledsoe),,80,73
262,3,7:18.0,,D. Motiejūnas makes 2-pt hook shot from 6 ft,80,75
263,3,7:06.0,M. Morris makes 2-pt jump shot from 21 ft,,82,75
264,3,6:51.0,,J. Smith misses 2-pt dunk from 2 ft (block by M. Morris),82,75
265,3,6:49.0,Defensive rebound by E. Bledsoe,,82,75
266,3,6:46.0,P. Tucker misses 2-pt layup from 2 ft (block by J. Harden),,82,75
267,3,6:44.0,Offensive rebound by M. Morris,,82,75
268,3,6:42.0,M. Morris misses 2-pt jump shot from 7 ft,,82,75
269,3,6:40.0,Offensive rebound by P. Tucker,,82,75
270,3,6:38.0,P. Tucker makes 2-pt layup from 1 ft,,84,75
271,3,6:38.0,Violation by Team (delay of game),,84,75
272,3,6:19.0,,J. Harden misses 3-pt jump shot from 23 ft,84,75
273,3,6:18.0,,Offensive rebound by Team,84,75
274,3,6:18.0,Loose ball foul by M. Morris (drawn by T. Ariza),,84,75
275,3,6:18.0,,C. Brewer enters the game for P. Prigioni,84,75
276,3,6:15.0,,J. Smith makes 2-pt layup from 1 ft (assist by D. Motiejūnas),84,77
277,3,6:07.0,Personal foul by T. Ariza (drawn by E. Bledsoe),,84,77
278,3,6:00.0,E. Bledsoe misses 2-pt jump shot from 18 ft,,84,77
279,3,5:59.0,,Defensive rebound by T. Ariza,84,77
280,3,5:47.0,,D. Motiejūnas makes 3-pt jump shot from 24 ft (assist by T. Ariza),84,80
281,3,5:22.0,M. Morris misses 2-pt jump shot from 9 ft,,84,80
282,3,5:20.0,,Defensive rebound by T. Ariza,84,80
283,3,5:14.0,,Turnover by J. Smith (bad pass; steal by A. Len),84,80
284,3,5:09.0,Offensive foul by M. Morris (drawn by J. Harden),,84,80
285,3,5:09.0,Turnover by M. Morris (offensive foul),,84,80
286,3,5:09.0,T. Warren enters the game for M. Morris,,84,80
287,3,4:45.0,,J. Harden misses 2-pt jump shot from 21 ft,84,80
288,3,4:43.0,Defensive rebound by M. Morris,,84,80
289,3,4:25.0,E. Bledsoe makes 2-pt layup from 2 ft,,86,80
290,3,4:08.0,,J. Smith misses 2-pt hook shot from 6 ft,86,80
291,3,4:06.0,Defensive rebound by M. Morris,,86,80
292,3,4:03.0,E. Bledsoe makes 2-pt layup from 1 ft (assist by M. Morris),,88,80
293,3,3:41.0,,Turnover by D. Motiejūnas (palming),88,80
294,3,3:27.0,E. Bledsoe makes 3-pt jump shot from 23 ft (assist by P. Tucker),,91,80
295,3,3:18.0,,D. Motiejūnas makes 2-pt dunk at rim (assist by C. Brewer),91,82
296,3,3:13.0,Phoenix full timeout,,91,82
297,3,3:13.0,,J. Terry enters the game for D. Motiejūnas,91,82
298,3,3:13.0,A. Goodwin enters the game for A. Len,,91,82
299,3,3:13.0,B. Wright enters the game for E. Bledsoe,,91,82
300,3,2:58.0,M. Morris makes 3-pt jump shot from 24 ft (assist by P. Tucker),,94,82
301,3,2:46.0,,J. Terry misses 3-pt jump shot from 23 ft,94,82
302,3,2:44.0,Defensive rebound by T. Warren,,94,82
303,3,2:33.0,Turnover by A. Goodwin (bad pass; steal by J. Smith),,94,82
304,3,2:31.0,,Shooting foul by A. Goodwin (drawn by J. Smith),94,82
305,3,2:31.0,,J. Smith misses free throw 1 of 2,94,82
306,3,2:31.0,,Offensive rebound by Team,94,82
307,3,2:31.0,,J. Smith misses free throw 2 of 2,94,82
308,3,2:31.0,Defensive rebound by B. Wright,,94,82
309,3,2:10.0,T. Warren misses 2-pt jump shot from 8 ft,,94,82
310,3,2:09.0,,Defensive rebound by Team,94,82
311,3,2:01.0,,J. Smith makes 2-pt layup from 1 ft,94,84
312,3,1:49.0,Shooting block foul by J. Smith (drawn by A. Goodwin),,94,84
313,3,1:49.0,A. Goodwin makes free throw 1 of 2,,95,84
314,3,1:49.0,A. Goodwin misses free throw 2 of 2,,95,84
315,3,1:49.0,,Defensive rebound by T. Ariza,95,84
316,3,1:36.0,,Turnover by J. Harden (bad pass; steal by M. Morris),95,84
317,3,1:33.0,A. Goodwin makes 2-pt dunk at rim,,97,84
318,3,1:21.0,,J. Harden misses 2-pt jump shot from 3 ft (block by B. Wright),97,84
319,3,1:19.0,Defensive rebound by B. Wright,,97,84
320,3,1:17.0,Turnover by T. Warren (bad pass),,97,84
321,3,1:17.0,,P. Beverley enters the game for J. Harden,97,84
322,3,1:17.0,,D. Motiejūnas enters the game for T. Ariza,97,84
323,3,1:07.0,,P. Beverley makes 2-pt layup from 1 ft (assist by D. Motiejūnas),97,86
324,3,0:41.0,P. Tucker misses 3-pt jump shot from 24 ft,,97,86
325,3,0:40.0,Offensive rebound by B. Wright,,97,86
326,3,0:40.0,B. Wright makes 2-pt dunk at rim,,99,86
327,3,0:34.0,,P. Beverley misses 3-pt jump shot from 25 ft,99,86
328,3,0:33.0,Defensive rebound by P. Tucker,,99,86
329,3,0:12.0,T. Warren misses 2-pt layup from 3 ft,,99,86
330,3,0:10.0,,Defensive rebound by C. Brewer,99,86
331,3,0:05.0,,C. Brewer misses 2-pt layup at rim,99,86
332,3,0:04.0,Defensive rebound by M. Morris,,99,86
333,3,0:00.0,P. Tucker misses 2-pt jump shot from 21 ft,,99,86
334,3,0:00.0,Offensive rebound by Team,,99,86
335,4,11:46.0,A. Goodwin makes 2-pt layup at rim,,101,86
336,4,11:26.0,,D. Motiejūnas makes 2-pt hook shot from 7 ft,101,88
337,4,11:03.0,B. Wright misses 2-pt hook shot from 5 ft,,101,88
338,4,11:02.0,,Defensive rebound by J. Smith,101,88
339,4,10:53.0,,C. Brewer misses 2-pt layup from 1 ft,101,88
340,4,10:51.0,Defensive rebound by T. Warren,,101,88
341,4,10:46.0,M. Morris misses 3-pt jump shot from 24 ft,,101,88
342,4,10:44.0,,Defensive rebound by J. Terry,101,88
343,4,10:40.0,,J. Smith makes 2-pt layup from 2 ft (assist by J. Terry),101,90
344,4,10:14.0,Turnover by T. Warren (lost ball; steal by C. Brewer),,101,90
345,4,10:02.0,,J. Smith makes 3-pt jump shot from 25 ft (assist by D. Motiejūnas),101,93
346,4,10:01.0,Phoenix full timeout,,101,93
347,4,10:01.0,E. Bledsoe enters the game for M. Morris,,101,93
348,4,10:01.0,M. Morris enters the game for T. Warren,,101,93
349,4,9:46.0,A. Price misses 3-pt jump shot from 25 ft,,101,93
350,4,9:45.0,,Defensive rebound by J. Smith,101,93
351,4,9:41.0,,Turnover by J. Smith (bad pass),101,93
352,4,9:24.0,A. Goodwin misses 2-pt layup from 1 ft (block by D. Motiejūnas),,101,93
353,4,9:22.0,,Defensive rebound by P. Beverley,101,93
354,4,9:15.0,,J. Smith misses 3-pt jump shot from 23 ft,101,93
355,4,9:13.0,,Offensive rebound by C. Brewer,101,93
356,4,9:11.0,,C. Brewer misses 2-pt layup at rim,101,93
357,4,9:10.0,Defensive rebound by Team,,101,93
358,4,8:58.0,A. Price misses 2-pt jump shot from 10 ft,,101,93
359,4,8:58.0,,Defensive rebound by C. Brewer,101,93
360,4,8:58.0,,Personal foul by A. Price,101,93
361,4,8:38.0,,D. Motiejūnas misses 2-pt hook shot from 3 ft,101,93
362,4,8:36.0,Defensive rebound by A. Price,,101,93
363,4,8:26.0,M. Morris makes 2-pt layup from 2 ft (assist by A. Price),,103,93
364,4,8:14.0,,J. Terry misses 3-pt jump shot from 24 ft,103,93
365,4,8:13.0,Defensive rebound by E. Bledsoe,,103,93
366,4,7:54.0,A. Price misses 3-pt jump shot from 23 ft,,103,93
367,4,7:52.0,Offensive rebound by Team,,103,93
368,4,7:52.0,,T. Ariza enters the game for J. Smith,103,93
369,4,7:39.0,Personal foul by D. Motiejūnas (drawn by E. Bledsoe),,103,93
370,4,7:37.0,,Offensive charge foul by E. Bledsoe (drawn by D. Motiejūnas),103,93
371,4,7:37.0,Turnover by E. Bledsoe (offensive foul),,103,93
372,4,7:27.0,,Turnover by J. Terry (bad pass; steal by B. Wright),103,93
373,4,7:10.0,Turnover by A. Goodwin (bad pass; steal by C. Brewer),,103,93
374,4,7:08.0,,C. Brewer makes 2-pt dunk at rim,103,95
375,4,6:51.0,E. Bledsoe misses 2-pt jump shot from 16 ft,,103,95
376,4,6:50.0,,Defensive rebound by T. Ariza,103,95
377,4,6:46.0,,Turnover by T. Ariza (bad pass; steal by A. Goodwin),103,95
378,4,6:25.0,B. Wright misses 2-pt hook shot from 7 ft,,103,95
379,4,6:23.0,,Defensive rebound by C. Brewer,103,95
380,4,6:06.0,,D. Motiejūnas makes 2-pt hook shot from 8 ft,103,97
381,4,5:42.0,B. Wright makes 2-pt jump shot from 5 ft,,105,97
