,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,TORONTO_ACTION,MILWAUKEE_SCORE,TORONTO_SCORE
60,1,5:05.0,J. Parker makes 2-pt layup from 1 ft,,9,24
61,1,4:45.0,,D. DeRozan misses 2-pt jump shot from 12 ft,9,24
62,1,4:44.0,Defensive rebound by J. Parker,,9,24
63,1,4:40.0,B. Knight makes 2-pt layup from 1 ft (assist by J. Parker),,11,24
64,1,4:34.0,,Turnover by A. Johnson (bad pass; steal by Z. Pachulia),11,24
65,1,4:32.0,Personal foul by A. Johnson (drawn by G. Antetokounmpo),,11,24
66,1,4:32.0,G. Antetokounmpo makes free throw 1 of 2,,12,24
67,1,4:32.0,,L. Williams enters the game for T. Ross,12,24
68,1,4:32.0,,P. Patterson enters the game for A. Johnson,12,24
69,1,4:32.0,G. Antetokounmpo makes free throw 2 of 2,,13,24
70,1,4:23.0,,D. DeRozan misses 2-pt jump shot from 4 ft,13,24
71,1,4:22.0,,Offensive rebound by J. Valančiūnas,13,24
72,1,4:22.0,,Shooting foul by Z. Pachulia (drawn by J. Valančiūnas),13,24
73,1,4:22.0,,J. Valančiūnas makes free throw 1 of 2,13,25
74,1,4:22.0,,J. Valančiūnas makes free throw 2 of 2,13,26
75,1,4:02.0,Turnover by Team (back court),,13,26
76,1,3:51.0,,K. Lowry misses 2-pt layup from 3 ft,13,26
77,1,3:50.0,,Offensive rebound by J. Valančiūnas,13,26
78,1,3:47.0,,J. Valančiūnas makes 2-pt layup from 1 ft,13,28
79,1,3:38.0,B. Knight misses 2-pt jump shot from 20 ft,,13,28
80,1,3:37.0,Offensive rebound by Z. Pachulia,,13,28
81,1,3:23.0,J. Parker makes 2-pt layup from 1 ft (assist by O. Mayo),,15,28
82,1,3:12.0,,Personal foul by O. Mayo (drawn by K. Lowry),15,28
83,1,3:12.0,,K. Lowry makes free throw 1 of 2,15,29
84,1,3:12.0,,K. Lowry misses free throw 2 of 2,15,29
85,1,3:11.0,Defensive rebound by Z. Pachulia,,15,29
86,1,2:51.0,G. Antetokounmpo makes 2-pt layup from 1 ft,,17,29
87,1,2:51.0,Shooting foul by P. Patterson (drawn by G. Antetokounmpo),,17,29
88,1,2:51.0,,Toronto full timeout,17,29
89,1,2:51.0,,T. Ross enters the game for D. DeRozan,17,29
90,1,2:51.0,G. Antetokounmpo makes free throw 1 of 1,,18,29
91,1,2:35.0,,L. Williams misses 3-pt jump shot from 25 ft,18,29
92,1,2:32.0,Defensive rebound by Team,,18,29
93,1,2:16.0,G. Antetokounmpo misses 2-pt layup at rim,,18,29
94,1,2:15.0,,Defensive rebound by K. Lowry,18,29
95,1,2:13.0,,Personal foul by G. Antetokounmpo (drawn by K. Lowry),18,29
96,1,2:13.0,,K. Lowry makes free throw 1 of 2,18,30
97,1,2:13.0,E. İlyasova enters the game for J. Parker,,18,30
98,1,2:13.0,,K. Lowry misses free throw 2 of 2,18,30
99,1,2:12.0,Defensive rebound by Team,,18,30
100,1,2:12.0,,Loose ball foul by J. Valančiūnas (drawn by Z. Pachulia),18,30
101,1,2:12.0,Z. Pachulia makes free throw 1 of 2,,19,30
102,1,2:12.0,,G. Vásquez enters the game for K. Lowry,19,30
103,1,2:12.0,,C. Hayes enters the game for J. Valančiūnas,19,30
104,1,2:12.0,Z. Pachulia makes free throw 2 of 2,,20,30
105,1,1:53.0,,T. Ross misses 3-pt jump shot from 23 ft,20,30
106,1,1:52.0,,Offensive rebound by C. Hayes,20,30
107,1,1:47.0,,T. Ross makes 2-pt jump shot from 17 ft (assist by C. Hayes),20,32
108,1,1:25.0,E. İlyasova makes 3-pt jump shot from 24 ft (assist by B. Knight),,23,32
109,1,1:14.0,,L. Williams misses 2-pt jump shot from 11 ft,23,32
110,1,1:13.0,Defensive rebound by G. Antetokounmpo,,23,32
111,1,1:07.0,Turnover by B. Knight (bad pass; steal by P. Patterson),,23,32
112,1,1:02.0,,L. Williams makes 2-pt layup at rim (assist by G. Vásquez),23,34
113,1,0:47.0,E. İlyasova makes 3-pt jump shot from 24 ft (assist by B. Knight),,26,34
114,1,0:28.0,,T. Ross misses 3-pt jump shot from 24 ft,26,34
115,1,0:27.0,Defensive rebound by G. Antetokounmpo,,26,34
116,1,0:25.0,Personal foul by T. Ross (drawn by G. Antetokounmpo),,26,34
117,1,0:25.0,G. Antetokounmpo makes free throw 1 of 2,,27,34
118,1,0:25.0,G. Antetokounmpo misses free throw 2 of 2,,27,34
119,1,0:24.0,,Defensive rebound by C. Hayes,27,34
120,1,0:00.0,,L. Williams makes 3-pt jump shot from 25 ft,27,37
121,2,11:43.0,Z. Pachulia makes 2-pt jump shot from 15 ft (assist by O. Mayo),,29,37
122,2,11:27.0,Violation by Z. Pachulia (kicked ball),,29,37
123,2,11:18.0,,C. Hayes makes 2-pt hook shot from 7 ft (assist by L. Williams),29,39
124,2,11:02.0,Shooting foul by C. Hayes (drawn by Z. Pachulia),,29,39
125,2,11:02.0,Z. Pachulia misses free throw 1 of 2,,29,39
126,2,11:02.0,Offensive rebound by Team,,29,39
127,2,11:02.0,Z. Pachulia makes free throw 2 of 2,,30,39
128,2,10:53.0,,G. Vásquez makes 2-pt jump shot from 20 ft,30,41
129,2,10:29.0,Z. Pachulia misses 2-pt jump shot from 12 ft,,30,41
130,2,10:28.0,,Defensive rebound by C. Hayes,30,41
131,2,10:15.0,,Turnover by C. Hayes (lost ball; steal by Z. Pachulia),30,41
132,2,10:02.0,Z. Pachulia misses 2-pt hook shot from 7 ft,,30,41
133,2,10:01.0,,Defensive rebound by P. Patterson,30,41
134,2,9:47.0,,T. Ross makes 3-pt jump shot from 23 ft (assist by G. Vásquez),30,44
135,2,9:35.0,Turnover by Z. Pachulia (bad pass; steal by C. Hayes),,30,44
136,2,9:29.0,,L. Williams misses 2-pt jump shot from 5 ft,30,44
137,2,9:25.0,Defensive rebound by Z. Pachulia,,30,44
138,2,9:24.0,Turnover by J. Bayless (bad pass; steal by L. Williams),,30,44
139,2,9:21.0,,G. Vásquez misses 2-pt jump shot from 3 ft,30,44
140,2,9:18.0,,Offensive rebound by P. Patterson,30,44
141,2,9:18.0,,P. Patterson misses 2-pt layup from 2 ft,30,44
142,2,9:18.0,,Offensive rebound by Team,30,44
143,2,9:18.0,Loose ball foul by J. Bayless (drawn by P. Patterson),,30,44
144,2,9:18.0,J. Henson enters the game for Z. Pachulia,,30,44
145,2,9:18.0,K. Middleton enters the game for O. Mayo,,30,44
146,2,9:13.0,,G. Vásquez makes 2-pt jump shot from 20 ft,30,46
147,2,8:55.0,K. Middleton misses 2-pt jump shot from 20 ft,,30,46
148,2,8:53.0,,Defensive rebound by P. Patterson,30,46
149,2,8:47.0,,L. Williams makes 2-pt layup from 1 ft (assist by P. Patterson),30,48
150,2,8:27.0,,Violation by P. Patterson (kicked ball),30,48
151,2,8:27.0,Official timeout,,30,48
152,2,8:27.0,N. Wolters enters the game for J. Bayless,,30,48
153,2,8:27.0,B. Knight enters the game for G. Antetokounmpo,,30,48
154,2,8:16.0,N. Wolters makes 2-pt jump shot from 6 ft (assist by E. İlyasova),,32,48
155,2,7:55.0,,G. Vásquez makes 3-pt jump shot from 24 ft (assist by P. Patterson),32,51
156,2,7:36.0,J. Henson misses 2-pt jump shot from 7 ft,,32,51
157,2,7:35.0,,Defensive rebound by C. Hayes,32,51
158,2,7:27.0,,Personal foul by N. Wolters (drawn by L. Williams),32,51
159,2,7:27.0,,D. DeRozan enters the game for T. Ross,32,51
160,2,7:17.0,,L. Williams misses 2-pt jump shot from 17 ft,32,51
161,2,7:16.0,Defensive rebound by N. Wolters,,32,51
162,2,7:05.0,Turnover by N. Wolters (bad pass; steal by C. Hayes),,32,51
163,2,7:00.0,,L. Williams misses 2-pt layup from 2 ft,32,51
164,2,6:59.0,Defensive rebound by N. Wolters,,32,51
165,2,6:53.0,,Violation by P. Patterson (kicked ball),32,51
166,2,6:53.0,,K. Lowry enters the game for L. Williams,32,51
167,2,6:53.0,,A. Johnson enters the game for C. Hayes,32,51
168,2,6:53.0,,J. Valančiūnas enters the game for P. Patterson,32,51
169,2,6:47.0,K. Middleton misses 2-pt jump shot from 16 ft,,32,51
170,2,6:46.0,,Defensive rebound by J. Valančiūnas,32,51
171,2,6:23.0,,G. Vásquez misses 2-pt layup from 2 ft,32,51
172,2,6:21.0,,Offensive rebound by G. Vásquez,32,51
173,2,6:14.0,,Shooting foul by N. Wolters (drawn by K. Lowry),32,51
174,2,6:14.0,,K. Lowry makes free throw 1 of 2,32,52
175,2,6:14.0,,K. Lowry makes free throw 2 of 2,32,53
176,2,6:03.0,Turnover by J. Henson (bad pass; steal by G. Vásquez),,32,53
177,2,5:58.0,,G. Vásquez makes 2-pt dunk at rim,32,55
178,2,5:43.0,K. Middleton misses 2-pt jump shot from 7 ft,,32,55
179,2,5:42.0,Offensive rebound by K. Middleton,,32,55
180,2,5:37.0,E. İlyasova misses 3-pt jump shot from 24 ft,,32,55
181,2,5:36.0,,Defensive rebound by K. Lowry,32,55
182,2,5:27.0,,A. Johnson makes 2-pt layup from 2 ft (assist by D. DeRozan),32,57
183,2,5:21.0,Milwaukee full timeout,,32,57
184,2,5:21.0,J. Parker enters the game for K. Middleton,,32,57
185,2,5:21.0,L. Sanders enters the game for E. İlyasova,,32,57
186,2,5:21.0,G. Antetokounmpo enters the game for J. Henson,,32,57
187,2,5:07.0,G. Antetokounmpo misses 2-pt jump shot from 11 ft,,32,57
188,2,5:05.0,Offensive rebound by L. Sanders,,32,57
189,2,5:01.0,L. Sanders makes 2-pt tip-in from 1 ft,,34,57
190,2,4:46.0,,G. Vásquez misses 2-pt jump shot from 11 ft,34,57
191,2,4:45.0,,Offensive rebound by J. Valančiūnas,34,57
192,2,4:43.0,,J. Valančiūnas makes 2-pt layup at rim,34,59
193,2,4:31.0,Turnover by G. Antetokounmpo (bad pass),,34,59
194,2,4:21.0,,Offensive foul by A. Johnson (drawn by G. Antetokounmpo),34,59
195,2,4:21.0,,Turnover by A. Johnson (offensive foul),34,59
196,2,3:58.0,B. Knight makes 2-pt jump shot from 9 ft (assist by G. Antetokounmpo),,36,59
197,2,3:38.0,,Turnover by J. Valančiūnas (lost ball; steal by G. Antetokounmpo),36,59
198,2,3:32.0,J. Parker misses 2-pt layup from 2 ft,,36,59
199,2,3:31.0,,Defensive rebound by J. Valančiūnas,36,59
200,2,3:23.0,,Toronto full timeout,36,59
201,2,3:23.0,,L. Williams enters the game for A. Johnson,36,59
202,2,3:23.0,,P. Patterson enters the game for G. Vásquez,36,59
203,2,3:15.0,,P. Patterson misses 2-pt jump shot from 18 ft,36,59
204,2,3:14.0,Defensive rebound by N. Wolters,,36,59
205,2,2:59.0,G. Antetokounmpo misses 2-pt hook shot from 2 ft,,36,59
206,2,2:57.0,,Defensive rebound by D. DeRozan,36,59
207,2,2:51.0,,Personal foul by G. Antetokounmpo (drawn by D. DeRozan),36,59
208,2,2:48.0,,L. Williams makes 3-pt jump shot from 22 ft (assist by K. Lowry),36,62
209,2,2:28.0,L. Sanders makes 2-pt hook shot from 4 ft (assist by G. Antetokounmpo),,38,62
210,2,2:11.0,,L. Williams misses 3-pt jump shot from 23 ft,38,62
211,2,2:10.0,Defensive rebound by J. Parker,,38,62
212,2,2:05.0,J. Parker makes 2-pt dunk at rim,,40,62
213,2,1:58.0,,P. Patterson misses 3-pt jump shot from 22 ft,40,62
214,2,1:56.0,Defensive rebound by B. Knight,,40,62
215,2,1:55.0,Shooting block foul by L. Williams (drawn by G. Antetokounmpo),,40,62
216,2,1:55.0,G. Antetokounmpo misses free throw 1 of 2,,40,62
217,2,1:55.0,Offensive rebound by Team,,40,62
218,2,1:55.0,,C. Hayes enters the game for J. Valančiūnas,40,62
219,2,1:55.0,G. Antetokounmpo makes free throw 2 of 2,,41,62
220,2,1:34.0,,Shooting foul by L. Sanders (drawn by D. DeRozan),41,62
221,2,1:34.0,,D. DeRozan makes free throw 1 of 2,41,63
222,2,1:34.0,,D. DeRozan misses free throw 2 of 2,41,63
223,2,1:33.0,Defensive rebound by L. Sanders,,41,63
224,2,1:25.0,Shooting block foul by C. Hayes (drawn by B. Knight),,41,63
225,2,1:25.0,B. Knight makes free throw 1 of 2,,42,63
226,2,1:25.0,B. Knight makes free throw 2 of 2,,43,63
227,2,1:01.0,,L. Williams makes 3-pt jump shot from 22 ft (assist by K. Lowry),43,66
228,2,0:54.0,B. Knight misses 2-pt layup from 1 ft,,43,66
229,2,0:54.0,Offensive rebound by L. Sanders,,43,66
230,2,0:54.0,Shooting foul by P. Patterson (drawn by L. Sanders),,43,66
231,2,0:54.0,L. Sanders makes free throw 1 of 2,,44,66
232,2,0:54.0,L. Sanders makes free throw 2 of 2,,45,66
233,2,0:37.0,,K. Lowry makes 2-pt jump shot from 22 ft,45,68
234,2,0:24.0,N. Wolters misses 2-pt jump shot from 7 ft,,45,68
235,2,0:23.0,,Defensive rebound by L. Williams,45,68
236,2,0:00.0,,L. Williams makes 3-pt jump shot from 26 ft,45,71
237,3,11:42.0,K. Marshall misses 3-pt jump shot from 22 ft,,45,71
238,3,11:41.0,Offensive rebound by L. Sanders,,45,71
239,3,11:30.0,K. Middleton misses 2-pt layup from 1 ft,,45,71
240,3,11:29.0,,Defensive rebound by J. Valančiūnas,45,71
241,3,11:18.0,,D. DeRozan makes 2-pt layup from 2 ft,45,73
242,3,11:04.0,K. Marshall misses 2-pt jump shot from 21 ft,,45,73
243,3,11:03.0,,Defensive rebound by D. DeRozan,45,73
244,3,10:47.0,,J. Valančiūnas makes 2-pt dunk at rim (assist by K. Lowry),45,75
245,3,10:33.0,Offensive foul by B. Knight (drawn by K. Lowry),,45,75
246,3,10:33.0,Turnover by B. Knight (offensive foul),,45,75
247,3,10:20.0,,D. DeRozan misses 2-pt jump shot from 20 ft,45,75
248,3,10:19.0,,Offensive rebound by K. Lowry,45,75
249,3,10:12.0,,K. Lowry makes 2-pt jump shot from 21 ft,45,77
250,3,9:50.0,K. Middleton misses 3-pt jump shot from 25 ft,,45,77
251,3,9:49.0,,Defensive rebound by D. DeRozan,45,77
252,3,9:37.0,,K. Lowry misses 3-pt jump shot from 24 ft,45,77
253,3,9:36.0,,Offensive rebound by Team,45,77
254,3,9:35.0,Loose ball foul by B. Knight (drawn by T. Ross),,45,77
255,3,9:24.0,,Turnover by D. DeRozan (lost ball; steal by J. Parker),45,77
256,3,9:20.0,Shooting foul by A. Johnson (drawn by J. Parker),,45,77
257,3,9:20.0,J. Parker makes free throw 1 of 2,,46,77
258,3,9:20.0,J. Parker makes free throw 2 of 2,,47,77
259,3,9:01.0,,D. DeRozan misses 2-pt jump shot from 20 ft,47,77
260,3,9:00.0,Defensive rebound by Team,,47,77
261,3,8:47.0,J. Parker misses 2-pt dunk at rim,,47,77
262,3,8:46.0,,Defensive rebound by T. Ross,47,77
263,3,8:38.0,,Turnover by K. Lowry (bad pass),47,77
264,3,8:26.0,J. Parker misses 2-pt jump shot from 14 ft,,47,77
265,3,8:25.0,,Defensive rebound by J. Valančiūnas,47,77
266,3,8:06.0,,Turnover by A. Johnson (lost ball; steal by K. Marshall),47,77
267,3,7:59.0,,Loose ball foul by D. DeRozan (drawn by B. Knight),47,77
268,3,7:52.0,K. Middleton makes 2-pt layup from 3 ft (assist by J. Parker),,49,77
269,3,7:52.0,Shooting foul by J. Valančiūnas (drawn by K. Middleton),,49,77
270,3,7:52.0,K. Middleton makes free throw 1 of 1,,50,77
271,3,7:34.0,,A. Johnson makes 2-pt hook shot from 5 ft (assist by T. Ross),50,79
272,3,7:20.0,K. Middleton misses 2-pt jump shot from 15 ft,,50,79
273,3,7:19.0,,Defensive rebound by T. Ross,50,79
274,3,7:08.0,,Shooting foul by L. Sanders (drawn by D. DeRozan),50,79
275,3,7:08.0,,D. DeRozan makes free throw 1 of 2,50,80
276,3,7:08.0,,D. DeRozan makes free throw 2 of 2,50,81
277,3,6:49.0,B. Knight misses 3-pt jump shot from 23 ft,,50,81
278,3,6:48.0,,Defensive rebound by J. Valančiūnas,50,81
279,3,6:42.0,,Personal foul by K. Marshall (drawn by K. Lowry),50,81
280,3,6:30.0,,Shooting foul by L. Sanders (drawn by J. Valančiūnas),50,81
281,3,6:30.0,,J. Valančiūnas makes free throw 1 of 2,50,82
282,3,6:30.0,J. Dudley enters the game for K. Middleton,,50,82
283,3,6:30.0,N. Wolters enters the game for B. Knight,,50,82
284,3,6:30.0,,J. Valančiūnas makes free throw 2 of 2,50,83
285,3,6:11.0,K. Marshall misses 3-pt jump shot from 24 ft,,50,83
286,3,6:09.0,,Defensive rebound by J. Valančiūnas,50,83
287,3,6:02.0,,A. Johnson makes 2-pt hook shot from 6 ft (assist by K. Lowry),50,85
288,3,5:47.0,Shooting foul by J. Valančiūnas (drawn by J. Parker),,50,85
289,3,5:47.0,,Toronto full timeout,50,85
290,3,5:47.0,,P. Patterson enters the game for J. Valančiūnas,50,85
291,3,5:47.0,J. Parker makes free throw 1 of 2,,51,85
292,3,5:47.0,J. Parker misses free throw 2 of 2,,51,85
293,3,5:46.0,Offensive rebound by J. Parker,,51,85
294,3,5:44.0,J. Parker misses 2-pt jump shot from 3 ft,,51,85
295,3,5:42.0,,Defensive rebound by A. Johnson,51,85
296,3,5:27.0,,K. Lowry makes 3-pt jump shot from 24 ft,51,88
297,3,5:15.0,K. Marshall misses 2-pt jump shot from 3 ft (block by A. Johnson),,51,88
298,3,5:13.0,Offensive rebound by J. Parker,,51,88
299,3,5:09.0,J. Parker misses 2-pt layup from 2 ft,,51,88
300,3,5:08.0,,Defensive rebound by A. Johnson,51,88
301,3,4:59.0,,K. Lowry makes 3-pt jump shot from 24 ft,51,91
302,3,4:38.0,J. Dudley misses 3-pt jump shot from 23 ft,,51,91
303,3,4:37.0,,Defensive rebound by P. Patterson,51,91
304,3,4:21.0,,T. Ross makes 3-pt jump shot from 27 ft (assist by D. DeRozan),51,94
305,3,3:59.0,N. Wolters misses 3-pt jump shot from 26 ft,,51,94
306,3,3:58.0,,Defensive rebound by K. Lowry,51,94
307,3,3:50.0,,K. Lowry misses 3-pt jump shot from 27 ft,51,94
308,3,3:49.0,Defensive rebound by K. Marshall,,51,94
309,3,3:42.0,L. Sanders makes 2-pt dunk at rim (assist by J. Parker),,53,94
310,3,3:24.0,,A. Johnson misses 2-pt jump shot from 20 ft,53,94
311,3,3:23.0,Defensive rebound by J. Parker,,53,94
312,3,3:16.0,K. Marshall misses 3-pt jump shot from 24 ft,,53,94
313,3,3:15.0,,Defensive rebound by P. Patterson,53,94
314,3,3:07.0,,Toronto full timeout,53,94
315,3,3:07.0,,C. Hayes enters the game for T. Ross,53,94
316,3,3:07.0,,L. Williams enters the game for A. Johnson,53,94
317,3,3:07.0,,G. Vásquez enters the game for K. Lowry,53,94
318,3,2:49.0,,P. Patterson misses 2-pt jump shot from 10 ft,53,94
319,3,2:48.0,Defensive rebound by L. Sanders,,53,94
320,3,2:25.0,Turnover by Team (shot clock),,53,94
321,3,2:25.0,Milwaukee full timeout,,53,94
322,3,2:25.0,J. Henson enters the game for L. Sanders,,53,94
323,3,2:08.0,,D. DeRozan misses 2-pt jump shot from 18 ft,53,94
324,3,2:07.0,Defensive rebound by J. Henson,,53,94
325,3,1:56.0,J. Dudley misses 2-pt jump shot from 19 ft,,53,94
326,3,1:55.0,,Defensive rebound by P. Patterson,53,94
327,3,1:41.0,,G. Vásquez makes 2-pt jump shot from 18 ft,53,96
328,3,1:20.0,K. Marshall misses 3-pt jump shot from 26 ft,,53,96
329,3,1:19.0,,Defensive rebound by D. DeRozan,53,96
330,3,1:06.0,,P. Patterson misses 3-pt jump shot from 23 ft,53,96
331,3,1:05.0,Defensive rebound by J. Dudley,,53,96
332,3,0:58.0,J. Parker makes 3-pt jump shot from 24 ft (assist by N. Wolters),,56,96
333,3,0:41.0,,P. Patterson makes 2-pt jump shot from 9 ft (assist by G. Vásquez),56,98
334,3,0:32.0,N. Wolters misses 2-pt jump shot from 11 ft,,56,98
335,3,0:31.0,,Defensive rebound by D. DeRozan,56,98
336,3,0:12.0,,Shooting foul by N. Wolters (drawn by L. Williams),56,98
337,3,0:12.0,,L. Williams makes free throw 1 of 3,56,99
338,3,0:12.0,,L. Williams makes free throw 2 of 3,56,100
339,3,0:12.0,,L. Williams makes free throw 3 of 3,56,101
340,3,0:02.0,Shooting foul by C. Hayes (drawn by J. Parker),,56,101
341,3,0:02.0,J. Parker misses free throw 1 of 2,,56,101
342,3,0:02.0,Offensive rebound by Team,,56,101
343,3,0:02.0,J. Parker makes free throw 2 of 2,,57,101
344,4,11:47.0,,L. Williams misses 2-pt jump shot from 22 ft,57,101
345,4,11:46.0,Defensive rebound by E. İlyasova,,57,101
346,4,11:31.0,E. İlyasova makes 2-pt layup from 1 ft,,59,101
347,4,11:16.0,,G. Stiemsma enters the game for C. Hayes,59,101
348,4,11:05.0,,B. Caboclo misses 3-pt jump shot from 24 ft,59,101
349,4,11:04.0,,Offensive rebound by P. Patterson,59,101
350,4,10:46.0,,L. Williams makes 3-pt jump shot from 24 ft (assist by P. Patterson),59,104
351,4,10:24.0,N. Wolters misses 2-pt jump shot from 10 ft,,59,104
352,4,10:23.0,,Defensive rebound by G. Stiemsma,59,104
353,4,10:18.0,,B. Caboclo makes 2-pt dunk at rim (assist by L. Williams),59,106
354,4,10:00.0,E. İlyasova misses 3-pt jump shot from 24 ft,,59,106
355,4,9:59.0,,Defensive rebound by B. Caboclo,59,106
356,4,9:37.0,,B. Caboclo makes 3-pt jump shot from 23 ft (assist by G. Vásquez),59,109
357,4,9:23.0,E. İlyasova makes 2-pt jump shot from 19 ft (assist by J. Dudley),,61,109
358,4,9:03.0,,B. Caboclo misses 2-pt jump shot from 8 ft,61,109
359,4,9:02.0,Defensive rebound by J. Henson,,61,109
360,4,8:53.0,J. Dudley misses 3-pt jump shot from 23 ft,,61,109
361,4,8:51.0,,Defensive rebound by P. Patterson,61,109
362,4,8:45.0,Official timeout,,61,109
363,4,8:45.0,,L. Fields enters the game for L. Williams,61,109
364,4,8:45.0,,L. Nogueira enters the game for P. Patterson,61,109
365,4,8:34.0,,Turnover by B. Caboclo (lost ball; steal by K. Marshall),61,109
366,4,8:30.0,,Violation by B. Caboclo (def goaltending),61,109
367,4,8:30.0,J. Dudley makes 2-pt layup from 1 ft (assist by K. Marshall),,63,109
368,4,8:11.0,,Offensive foul by L. Nogueira (drawn by E. İlyasova),63,109
369,4,8:11.0,,Turnover by L. Nogueira (offensive foul),63,109
370,4,8:06.0,Personal foul by L. Nogueira (drawn by E. İlyasova),,63,109
371,4,7:54.0,N. Wolters misses 3-pt jump shot from 23 ft,,63,109
372,4,7:53.0,Offensive rebound by Team,,63,109
373,4,7:53.0,,Loose ball foul by G. Stiemsma (drawn by J. Dudley),63,109
374,4,7:36.0,J. Henson misses 2-pt layup from 2 ft,,63,109
375,4,7:34.0,,Defensive rebound by L. Nogueira,63,109
376,4,7:29.0,,Shooting foul by J. Henson (drawn by L. Nogueira),63,109
377,4,7:29.0,,L. Nogueira misses free throw 1 of 2,63,109
378,4,7:29.0,,Offensive rebound by Team,63,109
