,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,TORONTO_ACTION,WASHINGTON_SCORE,TORONTO_SCORE
0,1,11:40.0,,J. Valančiūnas misses 2-pt jump shot from 13 ft,0,0
1,1,11:39.0,Defensive rebound by J. Wall,,0,0
2,1,11:37.0,,Offensive charge foul by J. Wall (drawn by K. Lowry),0,0
3,1,11:37.0,Turnover by J. Wall (offensive foul),,0,0
4,1,11:22.0,,D. DeRozan makes 2-pt jump shot from 20 ft,0,2
5,1,10:56.0,P. Pierce misses 2-pt jump shot from 14 ft,,0,2
6,1,10:55.0,,Defensive rebound by J. Valančiūnas,0,2
7,1,10:47.0,,K. Lowry misses 2-pt jump shot from 20 ft,0,2
8,1,10:46.0,Defensive rebound by N. Hilário,,0,2
9,1,10:40.0,B. Beal misses 2-pt layup from 1 ft,,0,2
10,1,10:39.0,,Defensive rebound by D. DeRozan,0,2
11,1,10:29.0,,Shooting foul by B. Beal (drawn by J. Valančiūnas),0,2
12,1,10:29.0,,J. Valančiūnas makes free throw 1 of 2,0,3
13,1,10:29.0,,J. Valančiūnas makes free throw 2 of 2,0,4
14,1,10:17.0,N. Hilário misses 2-pt jump shot from 20 ft,,0,4
15,1,10:16.0,,Defensive rebound by J. Valančiūnas,0,4
16,1,10:07.0,,D. DeRozan makes 2-pt jump shot from 17 ft,0,6
17,1,10:07.0,,Shooting foul by P. Pierce (drawn by D. DeRozan),0,6
18,1,10:07.0,,D. DeRozan makes free throw 1 of 1,0,7
19,1,9:59.0,,Violation by T. Ross (kicked ball),0,7
20,1,9:47.0,M. Gortat makes 2-pt jump shot from 17 ft (assist by B. Beal),,2,7
21,1,9:35.0,,T. Hansbrough misses 2-pt jump shot from 4 ft (block by M. Gortat),2,7
22,1,9:35.0,,Offensive rebound by Team,2,7
23,1,9:30.0,,D. DeRozan makes 2-pt jump shot from 13 ft,2,9
24,1,9:19.0,P. Pierce misses 3-pt jump shot from 26 ft,,2,9
