,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,CLEVELAND_ACTION,BROOKLYN_SCORE,CLEVELAND_SCORE
47,1,4:38.0,,Shooting foul by M. Plumlee (drawn by A. Varejão),23,13
48,1,4:38.0,,A. Varejão misses free throw 1 of 2,23,13
49,1,4:38.0,,Offensive rebound by Team,23,13
50,1,4:38.0,M. Teletović enters the game for K. Garnett,,23,13
51,1,4:38.0,,A. Varejão makes free throw 2 of 2,23,14
52,1,4:24.0,M. Plumlee makes 2-pt layup from 1 ft (assist by D. Williams),,25,14
53,1,4:10.0,,Personal foul by M. Teletović (drawn by K. Love),25,14
54,1,4:10.0,,S. Marion enters the game for A. Varejão,25,14
55,1,3:59.0,,L. James makes 3-pt jump shot from 22 ft (assist by S. Marion),25,17
56,1,3:45.0,M. Plumlee misses 2-pt hook shot from 1 ft,,25,17
57,1,3:44.0,,Defensive rebound by K. Irving,25,17
58,1,3:41.0,,K. Irving misses 2-pt layup at rim (block by M. Plumlee),25,17
59,1,3:40.0,,Offensive rebound by L. James,25,17
60,1,3:39.0,,Shooting foul by M. Plumlee (drawn by L. James),25,17
61,1,3:39.0,,L. James makes free throw 1 of 2,25,18
62,1,3:39.0,,L. James makes free throw 2 of 2,25,19
63,1,3:19.0,D. Williams misses 2-pt jump shot from 19 ft,,25,19
64,1,3:18.0,,Defensive rebound by S. Marion,25,19
65,1,3:09.0,,L. James misses 2-pt layup from 1 ft,25,19
66,1,3:07.0,Defensive rebound by M. Teletović,,25,19
67,1,3:03.0,M. Teletović misses 3-pt jump shot from 25 ft,,25,19
68,1,2:59.0,,Defensive rebound by K. Love,25,19
69,1,2:53.0,,L. James makes 2-pt layup at rim (assist by K. Love),25,21
70,1,2:49.0,Brooklyn full timeout,,25,21
71,1,2:49.0,J. Jack enters the game for J. Johnson,,25,21
72,1,2:49.0,A. Anderson enters the game for D. Williams,,25,21
73,1,2:32.0,J. Jack makes 3-pt jump shot from 25 ft (assist by M. Plumlee),,28,21
74,1,2:20.0,,K. Love misses 3-pt jump shot from 26 ft,28,21
75,1,2:19.0,Defensive rebound by S. Karasev,,28,21
76,1,2:14.0,Turnover by J. Jack (bad pass),,28,21
77,1,2:03.0,,K. Irving makes 2-pt layup at rim,28,23
78,1,1:48.0,S. Karasev makes 2-pt jump shot from 5 ft (assist by M. Plumlee),,30,23
79,1,1:28.0,,Turnover by K. Love (lost ball; steal by M. Teletović),30,23
80,1,1:22.0,A. Anderson makes 3-pt jump shot from 25 ft (assist by J. Jack),,33,23
81,1,1:00.0,,L. James misses 3-pt jump shot from 26 ft,33,23
82,1,0:59.0,,Offensive rebound by K. Love,33,23
83,1,0:53.0,,S. Marion misses 2-pt layup from 1 ft,33,23
84,1,0:52.0,Defensive rebound by M. Plumlee,,33,23
85,1,0:41.0,S. Karasev misses 2-pt jump shot from 13 ft,,33,23
86,1,0:40.0,,Defensive rebound by S. Marion,33,23
87,1,0:33.0,,M. Miller makes 3-pt jump shot from 23 ft (assist by L. James),33,26
88,1,0:10.0,Turnover by J. Jack (bad pass),,33,26
89,1,0:01.0,,K. Irving misses 3-pt jump shot from 23 ft,33,26
90,1,0:00.0,Defensive rebound by A. Anderson,,33,26
91,2,11:42.0,,M. Miller misses 3-pt jump shot from 26 ft,33,26
92,2,11:42.0,,Offensive rebound by Team,33,26
93,2,11:42.0,Loose ball foul by M. Plumlee (drawn by T. Thompson),,33,26
94,2,11:42.0,J. Jordan enters the game for M. Plumlee,,33,26
95,2,11:36.0,,M. Miller makes 3-pt jump shot from 25 ft (assist by M. Dellavedova),33,29
96,2,11:08.0,A. Anderson misses 3-pt jump shot from 25 ft,,33,29
97,2,11:07.0,,Defensive rebound by D. Waiters,33,29
98,2,10:55.0,,D. Waiters misses 3-pt jump shot from 26 ft,33,29
99,2,10:55.0,Defensive rebound by S. Karasev,,33,29
100,2,10:44.0,J. Jordan makes 2-pt layup at rim (assist by M. Teletović),,35,29
101,2,10:44.0,Shooting foul by T. Thompson (drawn by J. Jordan),,35,29
102,2,10:44.0,B. Bogdanović enters the game for S. Karasev,,35,29
103,2,10:44.0,J. Jordan misses free throw 1 of 1,,35,29
104,2,10:43.0,,Defensive rebound by Team,35,29
105,2,10:26.0,,S. Marion misses 2-pt jump shot from 7 ft,35,29
106,2,10:25.0,Defensive rebound by B. Bogdanović,,35,29
107,2,10:16.0,J. Jack misses 2-pt jump shot from 18 ft,,35,29
108,2,10:15.0,,Defensive rebound by M. Miller,35,29
109,2,10:04.0,,D. Waiters makes 2-pt jump shot at rim (assist by M. Dellavedova),35,31
110,2,10:04.0,,Shooting foul by B. Bogdanović (drawn by D. Waiters),35,31
111,2,10:04.0,,J. Jones enters the game for M. Miller,35,31
112,2,10:04.0,,D. Waiters misses free throw 1 of 1,35,31
113,2,10:03.0,Defensive rebound by J. Jordan,,35,31
114,2,9:55.0,Turnover by A. Anderson (bad pass),,35,31
115,2,9:41.0,,S. Marion makes 2-pt jump shot from 5 ft (assist by D. Waiters),35,33
116,2,9:39.0,Brooklyn full timeout,,35,33
117,2,9:23.0,Turnover by A. Anderson (bad pass; steal by D. Waiters),,35,33
118,2,9:05.0,,Turnover by M. Dellavedova (bad pass),35,33
119,2,8:51.0,B. Bogdanović misses 3-pt jump shot from 23 ft,,35,33
120,2,8:49.0,Offensive rebound by Team,,35,33
121,2,8:49.0,,Loose ball foul by D. Waiters (drawn by B. Bogdanović),35,33
122,2,8:49.0,Brooklyn full timeout,,35,33
123,2,8:35.0,J. Jack misses 2-pt jump shot from 7 ft,,35,33
124,2,8:34.0,,Defensive rebound by M. Dellavedova,35,33
125,2,8:28.0,,Shooting foul by B. Bogdanović (drawn by D. Waiters),35,33
126,2,8:28.0,,D. Waiters makes free throw 1 of 2,35,34
127,2,8:28.0,J. Johnson enters the game for B. Bogdanović,,35,34
128,2,8:28.0,K. Garnett enters the game for M. Teletović,,35,34
129,2,8:28.0,,L. James enters the game for J. Jones,35,34
130,2,8:28.0,,K. Love enters the game for S. Marion,35,34
131,2,8:28.0,,D. Waiters makes free throw 2 of 2,35,35
132,2,8:12.0,K. Garnett misses 2-pt jump shot from 15 ft,,35,35
133,2,8:11.0,,Defensive rebound by K. Love,35,35
134,2,8:04.0,,K. Love misses 3-pt jump shot from 25 ft,35,35
135,2,8:03.0,Defensive rebound by K. Garnett,,35,35
136,2,7:55.0,Turnover by A. Anderson (bad pass; steal by L. James),,35,35
137,2,7:53.0,,Turnover by D. Waiters (bad pass; steal by J. Jack),35,35
138,2,7:50.0,J. Jordan makes 2-pt dunk at rim (assist by J. Jack),,37,35
139,2,7:30.0,,D. Waiters misses 3-pt jump shot from 23 ft,37,35
140,2,7:29.0,Defensive rebound by A. Anderson,,37,35
141,2,7:26.0,Personal foul by M. Dellavedova (drawn by J. Jack),,37,35
142,2,7:26.0,,K. Irving enters the game for M. Dellavedova,37,35
143,2,7:08.0,J. Johnson makes 3-pt jump shot from 25 ft (assist by K. Garnett),,40,35
144,2,6:52.0,,Personal foul by J. Jordan (drawn by T. Thompson),40,35
145,2,6:39.0,,D. Waiters misses 2-pt layup from 1 ft (block by J. Jordan),40,35
146,2,6:36.0,Defensive rebound by J. Jack,,40,35
147,2,6:34.0,Offensive foul by K. Garnett (drawn by T. Thompson),,40,35
148,2,6:34.0,Turnover by K. Garnett (offensive foul),,40,35
149,2,6:21.0,,Turnover by L. James (bad pass; steal by A. Anderson),40,35
150,2,6:11.0,K. Garnett misses 2-pt jump shot from 6 ft,,40,35
151,2,6:10.0,,Defensive rebound by T. Thompson,40,35
152,2,6:06.0,,L. James misses 2-pt layup at rim,40,35
153,2,6:04.0,,Offensive rebound by T. Thompson,40,35
154,2,6:04.0,,T. Thompson makes 2-pt tip-in at rim,40,37
155,2,5:48.0,J. Johnson misses 3-pt jump shot from 23 ft,,40,37
156,2,5:47.0,Offensive rebound by J. Johnson,,40,37
157,2,5:44.0,J. Johnson makes 2-pt jump shot from 6 ft,,42,37
158,2,5:31.0,,K. Irving makes 2-pt layup from 1 ft,42,39
159,2,5:22.0,Official timeout,,42,39
160,2,5:22.0,,M. Miller enters the game for D. Waiters,42,39
161,2,5:22.0,D. Williams enters the game for J. Jack,,42,39
162,2,5:22.0,S. Karasev enters the game for A. Anderson,,42,39
163,2,5:13.0,S. Karasev makes 3-pt jump shot from 24 ft (assist by D. Williams),,45,39
164,2,4:47.0,,K. Irving misses 2-pt layup at rim (block by J. Jordan),45,39
165,2,4:45.0,Defensive rebound by S. Karasev,,45,39
166,2,4:31.0,K. Garnett misses 2-pt jump shot from 10 ft,,45,39
167,2,4:31.0,,Defensive rebound by T. Thompson,45,39
168,2,4:23.0,,Personal foul by D. Williams (drawn by K. Irving),45,39
169,2,4:23.0,,K. Irving makes free throw 1 of 2,45,40
170,2,4:23.0,J. Jack enters the game for D. Williams,,45,40
171,2,4:23.0,,A. Varejão enters the game for T. Thompson,45,40
172,2,4:23.0,,K. Irving makes free throw 2 of 2,45,41
173,2,4:11.0,Turnover by J. Johnson (bad pass; steal by K. Irving),,45,41
174,2,4:07.0,,K. Irving makes 2-pt dunk at rim,45,43
175,2,3:48.0,S. Karasev misses 2-pt jump shot from 19 ft,,45,43
176,2,3:48.0,,Defensive rebound by A. Varejão,45,43
177,2,3:30.0,,Personal foul by K. Garnett (drawn by K. Love),45,43
178,2,3:30.0,,K. Love makes free throw 1 of 2,45,44
179,2,3:30.0,,K. Love makes free throw 2 of 2,45,45
180,2,3:08.0,J. Jack misses 3-pt jump shot from 22 ft,,45,45
181,2,3:08.0,,Defensive rebound by A. Varejão,45,45
182,2,2:53.0,,A. Varejão misses 2-pt layup from 1 ft,45,45
183,2,2:50.0,,Offensive rebound by A. Varejão,45,45
184,2,2:50.0,,A. Varejão misses 2-pt tip-in at rim,45,45
185,2,2:49.0,Defensive rebound by K. Garnett,,45,45
186,2,2:40.0,J. Jordan misses 2-pt hook shot from 2 ft,,45,45
187,2,2:39.0,,Defensive rebound by Team,45,45
188,2,2:39.0,,Cleveland full timeout,45,45
189,2,2:30.0,,M. Miller makes 3-pt jump shot from 23 ft (assist by K. Irving),45,48
190,2,2:05.0,K. Garnett misses 2-pt jump shot from 14 ft,,45,48
191,2,2:04.0,,Defensive rebound by K. Irving,45,48
192,2,1:57.0,,Personal foul by J. Jordan (drawn by K. Irving),45,48
193,2,1:57.0,,K. Irving makes free throw 1 of 2,45,49
194,2,1:57.0,B. Davies enters the game for J. Jordan,,45,49
195,2,1:57.0,,K. Irving makes free throw 2 of 2,45,50
196,2,1:37.0,J. Jack misses 2-pt jump shot from 6 ft (block by A. Varejão),,45,50
197,2,1:35.0,,Defensive rebound by K. Irving,45,50
198,2,1:32.0,,L. James makes 2-pt dunk at rim (assist by K. Irving),45,52
199,2,1:14.0,B. Davies misses 2-pt layup at rim,,45,52
200,2,1:12.0,,Defensive rebound by K. Love,45,52
201,2,1:03.0,,Cleveland full timeout,45,52
202,2,0:53.0,,Shooting foul by B. Davies (drawn by A. Varejão),45,52
203,2,0:53.0,,A. Varejão makes free throw 1 of 2,45,53
204,2,0:53.0,,A. Varejão makes free throw 2 of 2,45,54
205,2,0:36.0,B. Davies makes 2-pt jump shot from 17 ft (assist by S. Karasev),,47,54
206,2,0:29.0,,L. James misses 2-pt jump shot from 3 ft,47,54
207,2,0:27.0,Defensive rebound by J. Johnson,,47,54
208,2,0:12.0,J. Johnson makes 2-pt jump shot from 12 ft (assist by S. Karasev),,49,54
209,2,0:02.0,Offensive charge foul by K. Irving (drawn by B. Davies),,49,54
210,2,0:02.0,,Turnover by K. Irving (offensive foul),49,54
211,2,0:02.0,,M. Dellavedova enters the game for K. Irving,49,54
212,2,0:00.0,J. Johnson misses 3-pt jump shot from 43 ft,,49,54
213,2,0:00.0,Offensive rebound by Team,,49,54
214,3,11:37.0,,L. James misses 2-pt jump shot from 17 ft,49,54
215,3,11:37.0,Defensive rebound by M. Plumlee,,49,54
216,3,11:23.0,K. Garnett makes 2-pt jump shot from 20 ft (assist by J. Johnson),,51,54
217,3,11:08.0,,K. Love misses 3-pt jump shot from 25 ft,51,54
218,3,11:08.0,Defensive rebound by K. Garnett,,51,54
219,3,10:54.0,Personal foul by K. Love (drawn by M. Plumlee),,51,54
220,3,10:44.0,K. Garnett misses 2-pt jump shot from 19 ft,,51,54
221,3,10:43.0,Offensive rebound by M. Plumlee,,51,54
222,3,10:34.0,J. Johnson misses 2-pt jump shot from 13 ft,,51,54
223,3,10:34.0,Offensive rebound by M. Plumlee,,51,54
224,3,10:32.0,M. Plumlee misses 2-pt layup from 1 ft (block by K. Love),,51,54
225,3,10:30.0,,Defensive rebound by K. Love,51,54
226,3,10:20.0,,K. Irving misses 3-pt jump shot from 29 ft,51,54
227,3,10:18.0,Defensive rebound by K. Garnett,,51,54
228,3,10:11.0,Personal foul by L. James (drawn by J. Johnson),,51,54
229,3,10:11.0,,Personal foul by J. Johnson,51,54
230,3,10:03.0,Shooting foul by M. Miller (drawn by M. Plumlee),,51,54
231,3,10:03.0,M. Plumlee makes free throw 1 of 2,,52,54
232,3,10:03.0,M. Plumlee makes free throw 2 of 2,,53,54
233,3,9:41.0,,K. Love misses 3-pt jump shot from 25 ft,53,54
234,3,9:41.0,Defensive rebound by J. Jack,,53,54
235,3,9:34.0,J. Jack makes 2-pt layup at rim,,55,54
236,3,9:18.0,,Turnover by A. Varejão (bad pass),55,54
237,3,9:01.0,J. Johnson misses 2-pt jump shot from 15 ft,,55,54
238,3,9:00.0,,Defensive rebound by M. Miller,55,54
239,3,9:00.0,,Personal foul by J. Jack (drawn by L. James),55,54
240,3,8:48.0,,Personal foul by J. Jack (drawn by L. James),55,54
241,3,8:33.0,,M. Miller makes 3-pt jump shot from 28 ft (assist by A. Varejão),55,57
242,3,8:17.0,M. Plumlee misses 2-pt jump shot from 2 ft,,55,57
243,3,8:12.0,,Defensive rebound by A. Varejão,55,57
244,3,8:06.0,,K. Love misses 2-pt layup at rim,55,57
245,3,8:03.0,,Offensive rebound by K. Love,55,57
246,3,8:03.0,,K. Love misses 2-pt tip-in at rim,55,57
247,3,8:02.0,Defensive rebound by J. Johnson,,55,57
248,3,7:58.0,Shooting foul by L. James (drawn by M. Plumlee),,55,57
249,3,7:58.0,M. Plumlee makes free throw 1 of 2,,56,57
250,3,7:58.0,M. Plumlee misses free throw 2 of 2,,56,57
251,3,7:58.0,,Defensive rebound by K. Love,56,57
252,3,7:44.0,,A. Varejão misses 2-pt layup from 2 ft,56,57
253,3,7:42.0,Defensive rebound by M. Plumlee,,56,57
254,3,7:40.0,,Offensive charge foul by J. Jack (drawn by K. Irving),56,57
255,3,7:40.0,Turnover by J. Jack (offensive foul),,56,57
256,3,7:40.0,,T. Thompson enters the game for A. Varejão,56,57
257,3,7:25.0,,M. Miller makes 3-pt jump shot from 26 ft (assist by L. James),56,60
258,3,6:57.0,J. Johnson makes 3-pt jump shot from 25 ft,,59,60
259,3,6:42.0,,Turnover by K. Irving (bad pass),59,60
260,3,6:22.0,M. Plumlee makes 2-pt dunk at rim,,61,60
261,3,6:15.0,,Personal block foul by M. Plumlee (drawn by L. James),61,60
262,3,6:00.0,,L. James misses 2-pt jump shot from 3 ft,61,60
263,3,5:58.0,Defensive rebound by M. Plumlee,,61,60
264,3,5:36.0,S. Karasev misses 3-pt jump shot from 25 ft,,61,60
265,3,5:35.0,,Defensive rebound by K. Love,61,60
266,3,5:25.0,,K. Irving misses 2-pt layup from 1 ft,61,60
267,3,5:22.0,,Offensive rebound by K. Love,61,60
268,3,5:16.0,,K. Irving makes 2-pt layup at rim (assist by K. Love),61,62
269,3,5:13.0,Brooklyn full timeout,,61,62
270,3,5:13.0,B. Davies enters the game for K. Garnett,,61,62
271,3,5:13.0,,S. Marion enters the game for M. Miller,61,62
272,3,5:01.0,B. Davies makes 3-pt jump shot from 24 ft (assist by J. Jack),,64,62
273,3,4:44.0,,K. Irving misses 2-pt jump shot from 18 ft,64,62
274,3,4:41.0,,Offensive rebound by Team,64,62
275,3,4:41.0,M. Teletović enters the game for M. Plumlee,,64,62
276,3,4:28.0,,K. Irving makes 2-pt jump shot from 17 ft (assist by L. James),64,64
277,3,4:13.0,J. Jack makes 2-pt jump shot from 4 ft,,66,64
278,3,3:56.0,,Shooting foul by S. Karasev (drawn by L. James),66,64
279,3,3:56.0,,L. James makes free throw 1 of 2,66,65
280,3,3:56.0,,L. James makes free throw 2 of 2,66,66
281,3,3:38.0,Shooting foul by K. Love (drawn by B. Davies),,66,66
282,3,3:38.0,B. Davies makes free throw 1 of 2,,67,66
283,3,3:38.0,B. Davies misses free throw 2 of 2,,67,66
284,3,3:38.0,,Defensive rebound by K. Love,67,66
285,3,3:38.0,,Personal foul by M. Teletović (drawn by K. Love),67,66
286,3,3:38.0,,K. Love makes free throw 1 of 2,67,67
287,3,3:38.0,,M. Dellavedova enters the game for K. Irving,67,67
288,3,3:38.0,,K. Love makes free throw 2 of 2,67,68
289,3,3:20.0,J. Johnson makes 2-pt jump shot from 18 ft,,69,68
290,3,3:03.0,,Turnover by S. Marion (bad pass),69,68
291,3,2:49.0,J. Johnson misses 3-pt jump shot from 26 ft,,69,68
292,3,2:48.0,,Defensive rebound by L. James,69,68
293,3,2:44.0,,S. Marion makes 2-pt dunk at rim (assist by L. James),69,70
294,3,2:30.0,Turnover by B. Davies (bad pass; steal by L. James),,69,70
295,3,2:22.0,,L. James makes 2-pt jump shot from 4 ft,69,72
296,3,2:22.0,Brooklyn full timeout,,69,72
297,3,2:22.0,,Cleveland full timeout,69,72
298,3,2:09.0,J. Jack misses 2-pt layup at rim,,69,72
299,3,2:06.0,,Defensive rebound by T. Thompson,69,72
300,3,1:43.0,,L. James misses 2-pt jump shot from 11 ft,69,72
301,3,1:41.0,,Offensive rebound by T. Thompson,69,72
302,3,1:38.0,,T. Thompson misses 2-pt jump shot from 6 ft (block by J. Johnson),69,72
303,3,1:37.0,Defensive rebound by J. Jack,,69,72
304,3,1:29.0,Turnover by B. Davies (lost ball; steal by S. Marion),,69,72
305,3,1:22.0,,L. James misses 2-pt layup from 1 ft (block by B. Davies),69,72
306,3,1:19.0,,Offensive rebound by K. Love,69,72
307,3,1:12.0,,K. Love misses 2-pt layup at rim,69,72
308,3,1:10.0,Defensive rebound by S. Karasev,,69,72
309,3,1:03.0,J. Jack makes 2-pt jump shot from 20 ft,,71,72
310,3,0:39.0,,T. Thompson makes 2-pt dunk at rim (assist by L. James),71,74
311,3,0:22.0,D. Morris enters the game for J. Jack,,71,74
312,3,0:16.0,B. Davies misses 2-pt jump shot from 12 ft (block by K. Love),,71,74
313,3,0:15.0,,Defensive rebound by L. James,71,74
314,3,0:00.0,,K. Love misses 2-pt jump shot from 14 ft,71,74
315,3,0:00.0,,Offensive rebound by Team,71,74
316,4,11:49.0,Shooting foul by S. Marion (drawn by J. Johnson),,71,74
317,4,11:49.0,J. Johnson makes free throw 1 of 2,,72,74
318,4,11:49.0,J. Johnson makes free throw 2 of 2,,73,74
319,4,11:26.0,,S. Marion makes 2-pt jump shot from 7 ft (assist by M. Dellavedova),73,76
320,4,11:05.0,D. Morris misses 3-pt jump shot from 24 ft,,73,76
321,4,11:03.0,,Defensive rebound by T. Thompson,73,76
322,4,10:58.0,,Personal foul by D. Morris (drawn by K. Irving),73,76
323,4,10:58.0,A. Anderson enters the game for S. Karasev,,73,76
324,4,10:50.0,,J. Jones misses 3-pt jump shot from 24 ft,73,76
325,4,10:50.0,Defensive rebound by M. Teletović,,73,76
326,4,10:40.0,M. Teletović misses 3-pt jump shot from 24 ft,,73,76
327,4,10:40.0,,Defensive rebound by J. Jones,73,76
328,4,10:23.0,,S. Marion makes 2-pt jump shot from 5 ft (assist by K. Irving),73,78
329,4,10:04.0,J. Johnson misses 2-pt jump shot from 7 ft,,73,78
330,4,10:03.0,,Defensive rebound by K. Irving,73,78
331,4,9:57.0,,K. Irving misses 2-pt layup at rim,73,78
332,4,9:55.0,Defensive rebound by B. Davies,,73,78
333,4,9:35.0,B. Davies misses 3-pt jump shot from 25 ft,,73,78
334,4,9:35.0,,Defensive rebound by Team,73,78
335,4,9:35.0,M. Plumlee enters the game for B. Davies,,73,78
336,4,9:09.0,,K. Irving misses 2-pt jump shot from 12 ft,73,78
337,4,9:08.0,Defensive rebound by M. Teletović,,73,78
338,4,8:48.0,M. Plumlee makes 2-pt layup at rim (assist by J. Johnson),,75,78
339,4,8:48.0,Shooting foul by K. Irving (drawn by M. Plumlee),,75,78
340,4,8:48.0,Official timeout,,75,78
341,4,8:48.0,M. Plumlee makes free throw 1 of 1,,76,78
342,4,8:27.0,,M. Dellavedova makes 2-pt layup at rim (assist by S. Marion),76,80
343,4,8:11.0,Turnover by J. Johnson (lost ball; steal by M. Dellavedova),,76,80
344,4,7:49.0,,J. Jones misses 3-pt jump shot from 26 ft,76,80
345,4,7:49.0,Defensive rebound by A. Anderson,,76,80
346,4,7:37.0,D. Morris misses 2-pt jump shot from 14 ft,,76,80
347,4,7:36.0,,Defensive rebound by T. Thompson,76,80
348,4,7:30.0,,J. Jones misses 3-pt jump shot from 23 ft,76,80
349,4,7:29.0,,Offensive rebound by T. Thompson,76,80
350,4,7:28.0,,Shooting foul by D. Morris (drawn by T. Thompson),76,80
351,4,7:28.0,,T. Thompson misses free throw 1 of 2,76,80
352,4,7:28.0,,Offensive rebound by Team,76,80
353,4,7:28.0,,L. James enters the game for S. Marion,76,80
354,4,7:28.0,,M. Miller enters the game for J. Jones,76,80
355,4,7:28.0,K. Garnett enters the game for M. Teletović,,76,80
356,4,7:28.0,J. Jack enters the game for D. Morris,,76,80
357,4,7:28.0,,T. Thompson makes free throw 2 of 2,76,81
358,4,7:07.0,Turnover by J. Johnson (bad pass),,76,81
359,4,7:07.0,,K. Love enters the game for M. Dellavedova,76,81
360,4,6:59.0,,Shooting foul by K. Garnett (drawn by T. Thompson),76,81
361,4,6:59.0,,T. Thompson makes free throw 1 of 2,76,82
362,4,6:59.0,,T. Thompson makes free throw 2 of 2,76,83
363,4,6:42.0,Turnover by J. Johnson (lost ball),,76,83
364,4,6:28.0,,T. Thompson misses 2-pt layup at rim (block by M. Plumlee),76,83
365,4,6:25.0,Defensive rebound by J. Johnson,,76,83
366,4,6:20.0,M. Plumlee makes 2-pt hook shot from 7 ft (assist by A. Anderson),,78,83
367,4,5:52.0,,L. James makes 2-pt jump shot from 16 ft,78,85
368,4,5:29.0,A. Anderson makes 2-pt layup at rim (assist by K. Garnett),,80,85
369,4,5:14.0,,Turnover by L. James (lost ball; steal by J. Johnson),80,85
370,4,5:07.0,Turnover by J. Johnson (bad pass),,80,85
371,4,5:07.0,,Cleveland full timeout,80,85
372,4,5:07.0,S. Karasev enters the game for J. Johnson,,80,85
373,4,4:57.0,,Turnover by L. James (lost ball; steal by A. Anderson),80,85
374,4,4:51.0,J. Jack makes 2-pt layup at rim,,82,85
375,4,4:38.0,,L. James makes 3-pt jump shot from 25 ft (assist by K. Irving),82,88
376,4,4:22.0,S. Karasev misses 3-pt jump shot from 26 ft,,82,88
377,4,4:21.0,,Defensive rebound by K. Love,82,88
378,4,4:13.0,,L. James makes 2-pt layup at rim,82,90
379,4,4:01.0,J. Jack makes 2-pt jump shot from 3 ft,,84,90
380,4,3:45.0,,K. Irving misses 2-pt layup at rim,84,90
381,4,3:42.0,,Offensive rebound by T. Thompson,84,90
382,4,3:42.0,,T. Thompson makes 2-pt dunk at rim,84,92
383,4,3:24.0,Turnover by S. Karasev (bad pass; steal by K. Love),,84,92
384,4,3:04.0,,Offensive foul by L. James (drawn by J. Jack),84,92
385,4,3:04.0,,Turnover by L. James (offensive foul),84,92
386,4,3:04.0,Brooklyn full timeout,,84,92
387,4,3:04.0,J. Johnson enters the game for A. Anderson,,84,92
388,4,2:50.0,K. Garnett misses 2-pt jump shot from 9 ft,,84,92
389,4,2:49.0,,Defensive rebound by Team,84,92
390,4,2:42.0,,Offensive foul by M. Miller (drawn by S. Karasev),84,92
391,4,2:42.0,,Turnover by M. Miller (offensive foul),84,92
392,4,2:23.0,K. Garnett makes 2-pt jump shot from 19 ft (assist by J. Johnson),,86,92
