,QUARTER,TIME_REMAINING,BOSTON_ACTION,ATLANTA_ACTION,BOSTON_SCORE,ATLANTA_SCORE
0,1,11:46.0,,K. Korver makes 3-pt jump shot from 24 ft (assist by D. Carroll),0,3
1,1,11:26.0,Turnover by J. Green (lost ball; steal by D. Carroll),,0,3
2,1,11:21.0,,P. Millsap makes 2-pt layup from 2 ft (assist by J. Teague),0,5
3,1,11:08.0,T. Zeller makes 2-pt layup from 1 ft (assist by R. Rondo),,2,5
4,1,11:08.0,Shooting foul by P. Millsap (drawn by T. Zeller),,2,5
5,1,11:08.0,T. Zeller makes free throw 1 of 1,,3,5
6,1,10:49.0,,Turnover by J. Teague (bad pass; steal by R. Rondo),3,5
7,1,10:45.0,Personal foul by J. Teague (drawn by R. Rondo),,3,5
8,1,10:37.0,J. Green makes 2-pt hook shot from 15 ft (assist by R. Rondo),,5,5
9,1,10:26.0,,K. Korver makes 3-pt jump shot from 25 ft (assist by D. Carroll),5,8
10,1,10:13.0,A. Bradley makes 3-pt jump shot from 25 ft (assist by T. Zeller),,8,8
11,1,9:53.0,,Turnover by D. Carroll (bad pass),8,8
12,1,9:39.0,J. Green misses 2-pt jump shot from 12 ft,,8,8
13,1,9:39.0,,Defensive rebound by D. Carroll,8,8
14,1,9:33.0,,D. Carroll misses 2-pt layup from 2 ft,8,8
15,1,9:32.0,Defensive rebound by T. Zeller,,8,8
16,1,9:27.0,R. Rondo misses 2-pt layup from 1 ft,,8,8
17,1,9:26.0,Offensive rebound by J. Sullinger,,8,8
18,1,9:26.0,J. Sullinger makes 2-pt layup at rim,,10,8
19,1,9:11.0,,Shooting foul by J. Sullinger (drawn by P. Millsap),10,8
20,1,9:11.0,,P. Millsap makes free throw 1 of 2,10,9
21,1,9:11.0,,P. Millsap makes free throw 2 of 2,10,10
22,1,8:53.0,J. Sullinger makes 2-pt layup from 2 ft,,12,10
23,1,8:41.0,,D. Carroll misses 2-pt jump shot from 3 ft (block by T. Zeller),12,10
24,1,8:40.0,,Offensive rebound by Team,12,10
25,1,8:29.0,,J. Teague misses 3-pt jump shot from 26 ft,12,10
26,1,8:28.0,Defensive rebound by T. Zeller,,12,10
27,1,8:19.0,Turnover by R. Rondo (lost ball),,12,10
28,1,8:09.0,,A. Horford misses 2-pt hook shot from 5 ft,12,10
29,1,8:09.0,Defensive rebound by J. Green,,12,10
30,1,8:00.0,,Violation by D. Carroll (kicked ball),12,10
