,QUARTER,TIME_REMAINING,DETROIT_ACTION,ORLANDO_ACTION,DETROIT_SCORE,ORLANDO_SCORE
0,1,11:36.0,K. Caldwell-Pope misses 2-pt jump shot from 18 ft,,0,0
1,1,11:35.0,,Defensive rebound by T. Harris,0,0
2,1,11:22.0,,T. Harris makes 2-pt layup from 1 ft (assist by N. Vučević),0,2
3,1,11:22.0,,Shooting foul by K. Singler (drawn by T. Harris),0,2
4,1,11:22.0,,T. Harris makes free throw 1 of 1,0,3
5,1,11:00.0,G. Monroe misses 2-pt jump shot from 18 ft,,0,3
6,1,11:00.0,,Defensive rebound by T. Harris,0,3
7,1,10:49.0,,N. Vučević makes 2-pt jump shot from 13 ft (assist by T. Harris),0,5
8,1,10:32.0,B. Jennings misses 3-pt jump shot from 26 ft,,0,5
9,1,10:32.0,Offensive rebound by G. Monroe,,0,5
10,1,10:31.0,G. Monroe makes 2-pt layup at rim,,2,5
11,1,10:16.0,,Turnover by E. Payton (lost ball; steal by A. Drummond),2,5
12,1,10:14.0,Shooting foul by V. Oladipo (drawn by A. Drummond),,2,5
13,1,10:14.0,A. Drummond misses free throw 1 of 2,,2,5
14,1,10:14.0,Offensive rebound by Team,,2,5
15,1,10:14.0,A. Drummond misses free throw 2 of 2,,2,5
16,1,10:13.0,,Defensive rebound by K. O'Quinn,2,5
17,1,9:52.0,,V. Oladipo misses 2-pt layup from 2 ft,2,5
18,1,9:51.0,Defensive rebound by A. Drummond,,2,5
19,1,9:45.0,K. Singler misses 3-pt jump shot from 24 ft,,2,5
20,1,9:45.0,,Defensive rebound by T. Harris,2,5
21,1,9:38.0,,T. Harris misses 2-pt layup from 1 ft (block by A. Drummond),2,5
22,1,9:36.0,Defensive rebound by K. Caldwell-Pope,,2,5
23,1,9:31.0,K. Caldwell-Pope misses 2-pt layup from 1 ft,,2,5
24,1,9:31.0,,Defensive rebound by T. Harris,2,5
25,1,9:11.0,,V. Oladipo makes 2-pt layup from 2 ft,2,7
26,1,8:53.0,G. Monroe misses 2-pt hook shot from 4 ft (block by K. O'Quinn),,2,7
27,1,8:52.0,Offensive rebound by G. Monroe,,2,7
28,1,8:48.0,G. Monroe makes 2-pt hook shot from 4 ft,,4,7
29,1,8:34.0,,N. Vučević makes 2-pt jump shot from 14 ft (assist by V. Oladipo),4,9
30,1,8:21.0,K. Caldwell-Pope misses 2-pt jump shot from 14 ft,,4,9
31,1,8:20.0,,Defensive rebound by N. Vučević,4,9
32,1,8:12.0,,Turnover by V. Oladipo (lost ball; steal by G. Monroe),4,9
33,1,7:56.0,K. Singler makes 3-pt jump shot from 25 ft (assist by B. Jennings),,7,9
34,1,7:40.0,,Turnover by V. Oladipo (bad pass),7,9
35,1,7:22.0,Shooting foul by V. Oladipo (drawn by A. Drummond),,7,9
36,1,7:22.0,A. Drummond makes free throw 1 of 2,,8,9
37,1,7:22.0,A. Drummond misses free throw 2 of 2,,8,9
38,1,7:21.0,,Defensive rebound by T. Harris,8,9
39,1,7:04.0,,T. Harris misses 3-pt jump shot from 25 ft,8,9
40,1,7:03.0,Defensive rebound by A. Drummond,,8,9
41,1,6:56.0,B. Jennings makes 2-pt jump shot from 8 ft,,10,9
42,1,6:30.0,,V. Oladipo makes 2-pt layup from 1 ft,10,11
43,1,6:20.0,Turnover by B. Jennings (lost ball; steal by T. Harris),,10,11
44,1,6:13.0,,E. Payton makes 2-pt jump shot from 4 ft (assist by T. Harris),10,13
45,1,5:55.0,,Orlando full timeout,10,13
46,1,5:55.0,J. Jerebko enters the game for A. Drummond,,10,13
47,1,5:47.0,J. Jerebko misses 2-pt jump shot from 20 ft,,10,13
48,1,5:47.0,,Defensive rebound by V. Oladipo,10,13
49,1,5:21.0,,V. Oladipo misses 3-pt jump shot from 23 ft,10,13
50,1,5:21.0,Defensive rebound by G. Monroe,,10,13
51,1,5:03.0,B. Jennings misses 2-pt jump shot from 20 ft,,10,13
52,1,5:02.0,Offensive rebound by G. Monroe,,10,13
53,1,4:59.0,G. Monroe makes 2-pt layup at rim,,12,13
54,1,4:43.0,,Shooting foul by K. Singler (drawn by T. Harris),12,13
55,1,4:43.0,,T. Harris misses free throw 1 of 2,12,13
56,1,4:43.0,,Offensive rebound by Team,12,13
57,1,4:43.0,C. Butler enters the game for K. Singler,,12,13
58,1,4:43.0,,C. Frye enters the game for K. O'Quinn,12,13
59,1,4:43.0,,E. Fournier enters the game for V. Oladipo,12,13
60,1,4:43.0,,T. Harris makes free throw 2 of 2,12,14
61,1,4:32.0,B. Jennings misses 2-pt layup from 1 ft,,12,14
62,1,4:32.0,,Defensive rebound by N. Vučević,12,14
63,1,4:24.0,,C. Frye misses 3-pt jump shot from 24 ft,12,14
64,1,4:23.0,Defensive rebound by G. Monroe,,12,14
65,1,4:12.0,B. Jennings misses 2-pt layup from 1 ft,,12,14
66,1,4:12.0,,Defensive rebound by N. Vučević,12,14
67,1,4:02.0,,N. Vučević makes 2-pt hook shot from 4 ft (assist by E. Payton),12,16
68,1,3:51.0,G. Monroe misses 2-pt layup from 1 ft (block by C. Frye),,12,16
69,1,3:51.0,,Defensive rebound by Team,12,16
70,1,3:51.0,,D. Dedmon enters the game for N. Vučević,12,16
71,1,3:28.0,,E. Payton makes 2-pt jump shot from 10 ft,12,18
72,1,3:06.0,Turnover by G. Monroe (lost ball; steal by D. Dedmon),,12,18
73,1,2:56.0,,Offensive foul by C. Frye (drawn by B. Jennings),12,18
74,1,2:56.0,,Turnover by C. Frye (offensive foul),12,18
75,1,2:56.0,Detroit full timeout,,12,18
76,1,2:56.0,D. Augustin enters the game for K. Caldwell-Pope,,12,18
77,1,2:56.0,J. Meeks enters the game for B. Jennings,,12,18
78,1,2:56.0,A. Drummond enters the game for G. Monroe,,12,18
79,1,2:41.0,C. Butler makes 3-pt jump shot from 25 ft (assist by J. Jerebko),,15,18
80,1,2:26.0,,C. Frye misses 2-pt jump shot from 21 ft,15,18
81,1,2:25.0,Defensive rebound by C. Butler,,15,18
82,1,2:16.0,Shooting foul by D. Dedmon (drawn by A. Drummond),,15,18
83,1,2:16.0,A. Drummond makes free throw 1 of 2,,16,18
84,1,2:16.0,,B. Gordon enters the game for T. Harris,16,18
85,1,2:16.0,,V. Oladipo enters the game for E. Payton,16,18
86,1,2:16.0,A. Drummond misses free throw 2 of 2,,16,18
87,1,2:14.0,,Defensive rebound by D. Dedmon,16,18
88,1,1:55.0,,B. Gordon misses 2-pt jump shot from 16 ft,16,18
89,1,1:54.0,Defensive rebound by J. Jerebko,,16,18
90,1,1:48.0,D. Augustin makes 2-pt layup at rim,,18,18
91,1,1:26.0,,V. Oladipo makes 3-pt jump shot from 25 ft (assist by E. Fournier),18,21
92,1,1:04.0,A. Drummond misses 2-pt layup from 1 ft,,18,21
93,1,1:03.0,Offensive rebound by A. Drummond,,18,21
94,1,1:03.0,A. Drummond makes 2-pt layup from 1 ft,,20,21
95,1,0:52.0,,Turnover by E. Fournier (lost ball; steal by C. Butler),20,21
96,1,0:47.0,C. Butler misses 3-pt jump shot from 25 ft,,20,21
97,1,0:45.0,Offensive rebound by A. Drummond,,20,21
98,1,0:35.0,C. Butler misses 2-pt jump shot from 17 ft,,20,21
99,1,0:34.0,Offensive rebound by A. Drummond,,20,21
100,1,0:31.0,A. Drummond misses 2-pt layup at rim,,20,21
101,1,0:30.0,,Defensive rebound by D. Dedmon,20,21
102,1,0:21.0,,V. Oladipo misses 3-pt jump shot from 24 ft,20,21
103,1,0:21.0,Defensive rebound by A. Drummond,,20,21
104,1,0:03.0,Turnover by D. Augustin (lost ball; steal by B. Gordon),,20,21
105,2,11:47.0,,Personal foul by J. Meeks (drawn by B. Gordon),20,21
106,2,11:31.0,,B. Gordon misses 3-pt jump shot from 24 ft,20,21
107,2,11:31.0,Defensive rebound by C. Butler,,20,21
108,2,11:17.0,Turnover by J. Jerebko (bad pass),,20,21
109,2,11:02.0,,D. Dedmon misses 2-pt dunk at rim (block by A. Drummond),20,21
110,2,11:01.0,,Offensive rebound by V. Oladipo,20,21
111,2,10:57.0,,V. Oladipo makes 2-pt layup from 1 ft,20,23
112,2,10:44.0,Shooting foul by D. Dedmon (drawn by J. Jerebko),,20,23
113,2,10:44.0,J. Jerebko makes free throw 1 of 2,,21,23
114,2,10:44.0,J. Jerebko misses free throw 2 of 2,,21,23
115,2,10:42.0,,Defensive rebound by C. Frye,21,23
116,2,10:28.0,,V. Oladipo misses 2-pt layup from 1 ft,21,23
117,2,10:28.0,,Offensive rebound by D. Dedmon,21,23
118,2,10:28.0,,D. Dedmon makes 2-pt tip-in at rim,21,25
119,2,10:22.0,Detroit full timeout,,21,25
120,2,10:11.0,J. Meeks makes 3-pt jump shot from 22 ft (assist by D. Augustin),,24,25
121,2,9:57.0,,V. Oladipo makes 2-pt layup from 1 ft,24,27
122,2,9:49.0,Personal foul by B. Gordon (drawn by J. Meeks),,24,27
123,2,9:37.0,D. Augustin misses 3-pt jump shot from 25 ft,,24,27
124,2,9:36.0,,Defensive rebound by D. Dedmon,24,27
125,2,9:23.0,,E. Fournier misses 3-pt jump shot from 23 ft,24,27
126,2,9:23.0,Defensive rebound by A. Drummond,,24,27
127,2,9:10.0,J. Jerebko makes 2-pt jump shot from 19 ft (assist by A. Drummond),,26,27
128,2,8:59.0,,Personal foul by J. Jerebko (drawn by C. Frye),26,27
129,2,8:44.0,,V. Oladipo misses 2-pt jump shot from 17 ft (block by D. Augustin),26,27
130,2,8:44.0,Defensive rebound by A. Drummond,,26,27
131,2,8:39.0,D. Augustin makes 2-pt layup at rim (assist by A. Drummond),,28,27
132,2,8:28.0,,B. Gordon makes 2-pt jump shot from 8 ft (assist by C. Frye),28,29
133,2,8:14.0,Turnover by J. Meeks (step out of bounds),,28,29
134,2,7:59.0,,V. Oladipo misses 3-pt jump shot from 23 ft,28,29
135,2,7:58.0,,Offensive rebound by D. Dedmon,28,29
136,2,7:58.0,,Turnover by D. Dedmon (bad pass),28,29
137,2,7:47.0,J. Meeks makes 3-pt jump shot from 24 ft (assist by D. Augustin),,31,29
138,2,7:30.0,,E. Fournier misses 2-pt layup from 1 ft,31,29
139,2,7:30.0,Defensive rebound by C. Butler,,31,29
140,2,7:18.0,A. Drummond makes 2-pt dunk at rim (assist by D. Augustin),,33,29
141,2,7:17.0,,Orlando full timeout,33,29
142,2,7:17.0,,T. Harris enters the game for D. Dedmon,33,29
143,2,7:17.0,,N. Vučević enters the game for B. Gordon,33,29
144,2,7:03.0,,C. Frye misses 2-pt jump shot from 20 ft,33,29
145,2,7:03.0,Defensive rebound by C. Butler,,33,29
146,2,6:48.0,J. Meeks misses 2-pt jump shot from 9 ft,,33,29
147,2,6:44.0,Offensive rebound by J. Jerebko,,33,29
148,2,6:44.0,Detroit full timeout,,33,29
149,2,6:28.0,A. Drummond misses 2-pt hook shot from 7 ft,,33,29
150,2,6:28.0,,Defensive rebound by N. Vučević,33,29
151,2,6:20.0,,E. Fournier makes 2-pt jump shot from 16 ft,33,31
152,2,6:08.0,J. Meeks makes 2-pt layup from 1 ft,,35,31
153,2,5:53.0,,N. Vučević makes 2-pt jump shot from 8 ft (assist by C. Frye),35,33
154,2,5:31.0,D. Augustin misses 3-pt jump shot from 25 ft,,35,33
155,2,5:30.0,,Defensive rebound by E. Fournier,35,33
156,2,5:23.0,,E. Fournier misses 3-pt jump shot from 26 ft,35,33
157,2,5:23.0,Defensive rebound by A. Drummond,,35,33
158,2,5:14.0,Personal foul by E. Fournier (drawn by A. Drummond),,35,33
159,2,5:05.0,J. Meeks makes 3-pt jump shot from 25 ft (assist by D. Augustin),,38,33
160,2,4:47.0,,V. Oladipo makes 2-pt layup from 1 ft,38,35
161,2,4:34.0,J. Meeks makes 3-pt jump shot from 26 ft (assist by J. Jerebko),,41,35
162,2,4:14.0,,C. Frye misses 3-pt jump shot from 25 ft,41,35
163,2,4:13.0,Defensive rebound by A. Drummond,,41,35
164,2,4:04.0,J. Meeks makes 3-pt jump shot from 24 ft (assist by D. Augustin),,44,35
165,2,3:38.0,,E. Fournier makes 2-pt jump shot from 9 ft,44,37
166,2,3:23.0,A. Drummond makes 2-pt dunk at rim (assist by J. Jerebko),,46,37
167,2,3:22.0,,Orlando full timeout,46,37
168,2,3:22.0,,K. O'Quinn enters the game for V. Oladipo,46,37
169,2,3:22.0,,E. Payton enters the game for C. Frye,46,37
170,2,3:22.0,A. Tolliver enters the game for J. Jerebko,,46,37
171,2,3:13.0,,Turnover by E. Payton (lost ball; steal by J. Meeks),46,37
172,2,3:08.0,J. Meeks misses 2-pt layup from 1 ft,,46,37
173,2,3:08.0,,Defensive rebound by E. Fournier,46,37
174,2,2:58.0,,K. O'Quinn makes 2-pt layup from 1 ft (assist by E. Payton),46,39
175,2,2:40.0,A. Tolliver misses 3-pt jump shot from 22 ft,,46,39
176,2,2:39.0,,Defensive rebound by T. Harris,46,39
177,2,2:30.0,,T. Harris makes 2-pt layup at rim,46,41
178,2,2:13.0,A. Tolliver misses 3-pt jump shot from 25 ft,,46,41
179,2,2:13.0,,Offensive rebound by Team,46,41
180,2,2:13.0,Official timeout,,46,41
181,2,2:13.0,K. Singler enters the game for C. Butler,,46,41
182,2,1:56.0,,N. Vučević misses 2-pt jump shot from 10 ft,46,41
183,2,1:54.0,Defensive rebound by D. Augustin,,46,41
184,2,1:38.0,K. Singler misses 2-pt jump shot from 15 ft,,46,41
185,2,1:37.0,,Defensive rebound by N. Vučević,46,41
186,2,1:29.0,,E. Payton makes 2-pt layup from 1 ft,46,43
187,2,1:06.0,D. Augustin makes 2-pt layup from 1 ft,,48,43
188,2,1:00.0,,T. Harris makes 2-pt layup from 1 ft (assist by E. Payton),48,45
189,2,0:47.0,J. Meeks makes 3-pt jump shot from 24 ft (assist by D. Augustin),,51,45
190,2,0:36.0,,N. Vučević makes 2-pt jump shot from 19 ft (assist by E. Payton),51,47
191,2,0:17.0,A. Tolliver makes 3-pt jump shot from 25 ft (assist by K. Singler),,54,47
192,2,0:01.0,,N. Vučević misses 2-pt layup at rim,54,47
193,2,0:00.0,Defensive rebound by A. Tolliver,,54,47
194,3,11:42.0,,Shooting foul by K. Caldwell-Pope (drawn by V. Oladipo),54,47
195,3,11:42.0,,V. Oladipo makes free throw 1 of 2,54,48
196,3,11:42.0,,V. Oladipo makes free throw 2 of 2,54,49
197,3,11:22.0,A. Drummond misses 2-pt layup from 1 ft (block by N. Vučević),,54,49
198,3,11:21.0,Offensive rebound by A. Drummond,,54,49
199,3,11:21.0,Shooting foul by K. O'Quinn (drawn by A. Drummond),,54,49
200,3,11:21.0,A. Drummond misses free throw 1 of 2,,54,49
201,3,11:21.0,Offensive rebound by Team,,54,49
202,3,11:21.0,A. Drummond makes free throw 2 of 2,,55,49
203,3,11:03.0,,N. Vučević misses 2-pt hook shot from 3 ft,55,49
204,3,11:03.0,Defensive rebound by A. Drummond,,55,49
205,3,10:53.0,,Violation by V. Oladipo (kicked ball),55,49
206,3,10:43.0,K. Caldwell-Pope misses 3-pt jump shot from 23 ft,,55,49
207,3,10:42.0,,Defensive rebound by T. Harris,55,49
208,3,10:28.0,,N. Vučević misses 2-pt jump shot from 5 ft,55,49
209,3,10:28.0,Defensive rebound by A. Drummond,,55,49
210,3,10:20.0,B. Jennings misses 3-pt jump shot from 27 ft,,55,49
211,3,10:18.0,Offensive rebound by A. Drummond,,55,49
212,3,10:18.0,A. Drummond misses 2-pt layup at rim,,55,49
213,3,10:16.0,Offensive rebound by A. Drummond,,55,49
214,3,10:16.0,A. Drummond makes 2-pt tip-in from 1 ft,,57,49
215,3,10:01.0,,K. O'Quinn misses 3-pt jump shot from 23 ft,57,49
216,3,10:00.0,Defensive rebound by K. Singler,,57,49
217,3,9:49.0,G. Monroe misses 2-pt jump shot from 5 ft,,57,49
218,3,9:49.0,Offensive rebound by Team,,57,49
219,3,9:45.0,,Loose ball foul by V. Oladipo (drawn by K. Caldwell-Pope),57,49
220,3,9:32.0,K. Singler misses 3-pt jump shot from 25 ft,,57,49
221,3,9:31.0,,Defensive rebound by K. O'Quinn,57,49
222,3,9:13.0,,E. Payton misses 2-pt jump shot from 6 ft,57,49
223,3,9:13.0,Defensive rebound by A. Drummond,,57,49
224,3,9:03.0,Turnover by B. Jennings (bad pass; steal by V. Oladipo),,57,49
225,3,8:55.0,,T. Harris misses 2-pt jump shot from 3 ft,57,49
226,3,8:54.0,Defensive rebound by K. Singler,,57,49
227,3,8:38.0,B. Jennings misses 3-pt jump shot from 25 ft,,57,49
228,3,8:35.0,,Defensive rebound by T. Harris,57,49
229,3,8:33.0,,T. Harris makes 2-pt layup from 2 ft (assist by E. Payton),57,51
230,3,8:16.0,K. Singler makes 2-pt jump shot from 20 ft,,59,51
231,3,7:58.0,,E. Payton makes 2-pt jump shot from 6 ft,59,53
232,3,7:46.0,K. Caldwell-Pope misses 3-pt jump shot from 24 ft,,59,53
233,3,7:45.0,Offensive rebound by A. Drummond,,59,53
234,3,7:41.0,G. Monroe misses 2-pt layup from 2 ft,,59,53
235,3,7:39.0,Offensive rebound by A. Drummond,,59,53
236,3,7:39.0,A. Drummond makes 2-pt tip-in at rim,,61,53
237,3,7:22.0,,T. Harris misses 2-pt jump shot from 9 ft,61,53
238,3,7:21.0,Defensive rebound by A. Drummond,,61,53
239,3,7:08.0,Shooting foul by K. O'Quinn (drawn by G. Monroe),,61,53
240,3,7:08.0,G. Monroe makes free throw 1 of 2,,62,53
241,3,7:08.0,G. Monroe makes free throw 2 of 2,,63,53
242,3,6:56.0,,E. Payton misses 3-pt jump shot from 25 ft,63,53
243,3,6:55.0,Defensive rebound by G. Monroe,,63,53
244,3,6:47.0,Turnover by G. Monroe (traveling),,63,53
245,3,6:24.0,,K. O'Quinn makes 2-pt layup at rim,63,55
246,3,6:09.0,Turnover by G. Monroe (lost ball; steal by K. O'Quinn),,63,55
247,3,6:01.0,,N. Vučević misses 2-pt jump shot from 4 ft,63,55
248,3,6:00.0,Defensive rebound by A. Drummond,,63,55
249,3,5:56.0,K. Singler makes 2-pt jump shot from 15 ft,,65,55
250,3,5:56.0,,Loose ball foul by K. O'Quinn (drawn by G. Monroe),65,55
251,3,5:56.0,,Orlando full timeout,65,55
252,3,5:56.0,,C. Frye enters the game for K. O'Quinn,65,55
253,3,5:56.0,,D. Dedmon enters the game for N. Vučević,65,55
254,3,5:56.0,G. Monroe makes free throw 1 of 1,,66,55
255,3,5:37.0,,E. Payton misses 2-pt layup from 1 ft (block by A. Drummond),66,55
256,3,5:36.0,Defensive rebound by G. Monroe,,66,55
257,3,5:20.0,K. Singler misses 3-pt jump shot from 23 ft,,66,55
258,3,5:20.0,Offensive rebound by G. Monroe,,66,55
259,3,5:16.0,A. Drummond makes 2-pt dunk at rim (assist by G. Monroe),,68,55
260,3,5:01.0,,Turnover by E. Payton (bad pass; steal by A. Drummond),68,55
261,3,4:53.0,K. Caldwell-Pope makes 2-pt dunk at rim (assist by B. Jennings),,70,55
262,3,4:34.0,,V. Oladipo misses 3-pt jump shot from 25 ft,70,55
263,3,4:34.0,Defensive rebound by B. Jennings,,70,55
264,3,4:27.0,Shooting foul by V. Oladipo (drawn by A. Drummond),,70,55
265,3,4:27.0,A. Drummond makes free throw 1 of 2,,71,55
266,3,4:27.0,,E. Fournier enters the game for E. Payton,71,55
267,3,4:27.0,A. Drummond misses free throw 2 of 2,,71,55
268,3,4:25.0,,Defensive rebound by D. Dedmon,71,55
269,3,4:14.0,,Shooting foul by A. Drummond (drawn by V. Oladipo),71,55
