,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,OKLAHOMA CITY_ACTION,GOLDEN STATE_SCORE,OKLAHOMA CITY_SCORE
163,2,5:48.0,,Defensive rebound by R. Westbrook,51,49
164,2,5:38.0,,R. Westbrook misses 3-pt jump shot from 25 ft,51,49
165,2,5:37.0,,Offensive rebound by R. Jackson,51,49
166,2,5:33.0,,R. Jackson makes 2-pt dunk at rim,51,51
167,2,5:32.0,Golden State full timeout,,51,51
168,2,5:32.0,Official timeout,,51,51
169,2,5:32.0,D. Green enters the game for L. Barbosa,,51,51
170,2,5:19.0,D. Lee misses 2-pt layup from 1 ft,,51,51
171,2,5:18.0,,Defensive rebound by K. Durant,51,51
172,2,5:09.0,,R. Westbrook makes 2-pt dunk at rim (assist by K. Durant),51,53
173,2,5:04.0,Turnover by S. Curry (bad pass; steal by K. Durant),,51,53
174,2,4:56.0,,R. Jackson makes 3-pt jump shot from 24 ft (assist by R. Westbrook),51,56
175,2,4:46.0,S. Curry misses 3-pt jump shot from 25 ft,,51,56
176,2,4:45.0,,Defensive rebound by K. Durant,51,56
177,2,4:27.0,,K. Durant makes 2-pt jump shot from 13 ft,51,58
178,2,4:10.0,K. Thompson misses 2-pt layup from 1 ft,,51,58
179,2,4:08.0,Offensive rebound by K. Thompson,,51,58
180,2,4:08.0,K. Thompson makes 2-pt layup at rim,,53,58
181,2,3:46.0,,K. Durant makes 2-pt dunk at rim,53,60
182,2,3:31.0,K. Thompson misses 3-pt jump shot from 24 ft,,53,60
183,2,3:30.0,Offensive rebound by D. Green,,53,60
184,2,3:30.0,D. Green misses 2-pt tip-in from 1 ft,,53,60
185,2,3:29.0,,Defensive rebound by R. Westbrook,53,60
186,2,3:25.0,Offensive charge foul by R. Westbrook (drawn by S. Curry),,53,60
187,2,3:25.0,,Turnover by R. Westbrook (offensive foul),53,60
188,2,3:15.0,Personal foul by S. Ibaka (drawn by D. Lee),,53,60
189,2,3:03.0,D. Lee misses 2-pt jump shot from 2 ft,,53,60
190,2,3:02.0,Offensive rebound by Team,,53,60
191,2,3:02.0,,S. Adams enters the game for S. Ibaka,53,60
192,2,2:59.0,D. Green misses 2-pt layup at rim,,53,60
193,2,2:58.0,Offensive rebound by D. Green,,53,60
194,2,2:56.0,D. Green misses 2-pt layup at rim,,53,60
195,2,2:55.0,,Defensive rebound by R. Westbrook,53,60
196,2,2:48.0,,D. Waiters misses 2-pt jump shot from 18 ft,53,60
197,2,2:46.0,Defensive rebound by D. Green,,53,60
198,2,2:41.0,H. Barnes misses 3-pt jump shot from 24 ft,,53,60
199,2,2:40.0,,Defensive rebound by R. Westbrook,53,60
200,2,2:31.0,,R. Jackson misses 3-pt jump shot from 23 ft,53,60
201,2,2:30.0,Defensive rebound by Team,,53,60
202,2,2:29.0,,Oklahoma City full timeout,53,60
203,2,2:10.0,S. Curry misses 3-pt jump shot from 23 ft,,53,60
204,2,2:09.0,,Defensive rebound by R. Jackson,53,60
205,2,1:51.0,,R. Westbrook misses 2-pt jump shot from 23 ft,53,60
206,2,1:50.0,Defensive rebound by K. Thompson,,53,60
207,2,1:42.0,Turnover by K. Thompson (bad pass; steal by R. Westbrook),,53,60
208,2,1:39.0,,K. Durant makes 2-pt dunk at rim (assist by R. Westbrook),53,62
209,2,1:19.0,D. Lee misses 2-pt jump shot from 3 ft,,53,62
210,2,1:19.0,Offensive rebound by D. Green,,53,62
211,2,1:19.0,Shooting foul by R. Jackson (drawn by D. Green),,53,62
212,2,1:19.0,D. Green makes 2-pt layup from 1 ft,,55,62
213,2,1:19.0,D. Green misses free throw 1 of 1,,55,62
214,2,1:18.0,,Defensive rebound by R. Westbrook,55,62
215,2,1:04.0,,Shooting foul by S. Curry (drawn by R. Jackson),55,62
216,2,1:04.0,,R. Jackson makes free throw 1 of 2,55,63
217,2,1:04.0,,R. Jackson makes free throw 2 of 2,55,64
218,2,0:53.0,S. Curry misses 3-pt jump shot from 24 ft,,55,64
219,2,0:52.0,Offensive rebound by D. Green,,55,64
220,2,0:46.0,Shooting foul by S. Adams (drawn by K. Thompson),,55,64
221,2,0:46.0,K. Thompson makes free throw 1 of 2,,56,64
222,2,0:46.0,K. Thompson makes free throw 2 of 2,,57,64
223,2,0:33.0,,K. Durant misses 2-pt jump shot from 18 ft,57,64
224,2,0:32.0,Defensive rebound by D. Lee,,57,64
225,2,0:26.0,Turnover by S. Curry (lost ball; steal by R. Westbrook),,57,64
226,2,0:22.0,,R. Jackson makes 2-pt dunk at rim (assist by R. Westbrook),57,66
227,2,0:06.0,K. Thompson makes 3-pt jump shot from 22 ft (assist by S. Curry),,60,66
228,2,0:01.0,,Oklahoma City full timeout,60,66
229,2,0:01.0,M. Speights enters the game for S. Curry,,60,66
230,2,0:01.0,J. Holiday enters the game for D. Lee,,60,66
231,2,0:00.0,,Personal foul by J. Holiday (drawn by S. Adams),60,66
232,2,0:00.0,,S. Adams makes free throw 1 of 2,60,67
233,2,0:00.0,,S. Adams misses free throw 2 of 2,60,67
234,2,0:00.0,,Offensive rebound by R. Westbrook,60,67
235,2,0:00.0,,R. Westbrook makes 2-pt tip-in from 1 ft,60,69
236,3,12:00.0,Technical foul by Team,,60,69
237,3,12:00.0,,K. Durant makes technical free throw,60,70
238,3,11:44.0,K. Thompson makes 3-pt jump shot from 24 ft (assist by S. Curry),,63,70
239,3,11:14.0,,S. Ibaka misses 2-pt jump shot from 18 ft,63,70
240,3,11:13.0,Defensive rebound by M. Speights,,63,70
241,3,11:03.0,H. Barnes misses 3-pt jump shot from 24 ft,,63,70
242,3,11:02.0,,Defensive rebound by R. Westbrook,63,70
243,3,10:51.0,,K. Durant makes 3-pt jump shot from 24 ft,63,73
244,3,10:38.0,M. Speights makes 2-pt layup at rim,,65,73
245,3,10:25.0,,S. Adams misses 2-pt layup from 2 ft (block by D. Green),65,73
246,3,10:25.0,Defensive rebound by Team,,65,73
247,3,10:16.0,K. Thompson misses 3-pt jump shot from 24 ft,,65,73
248,3,10:15.0,,Defensive rebound by S. Ibaka,65,73
249,3,9:58.0,,S. Ibaka makes 2-pt jump shot from 14 ft (assist by R. Westbrook),65,75
250,3,9:49.0,S. Curry makes 3-pt jump shot from 24 ft,,68,75
251,3,9:31.0,,Turnover by S. Adams (lost ball; steal by S. Curry),68,75
252,3,9:27.0,Personal foul by R. Westbrook (drawn by S. Curry),,68,75
253,3,9:27.0,S. Curry makes free throw 1 of 2,,69,75
254,3,9:27.0,S. Curry makes free throw 2 of 2,,70,75
255,3,9:07.0,,R. Westbrook misses 3-pt jump shot from 24 ft,70,75
256,3,9:06.0,,Offensive rebound by S. Adams,70,75
257,3,9:05.0,,Personal foul by M. Speights (drawn by S. Adams),70,75
258,3,9:01.0,,K. Durant makes 2-pt jump shot from 16 ft (assist by S. Adams),70,77
259,3,8:52.0,S. Curry misses 2-pt jump shot from 19 ft,,70,77
260,3,8:51.0,,Defensive rebound by S. Adams,70,77
261,3,8:40.0,,S. Ibaka misses 2-pt hook shot from 10 ft,70,77
262,3,8:39.0,Defensive rebound by M. Speights,,70,77
263,3,8:28.0,M. Speights makes 2-pt jump shot from 20 ft (assist by K. Thompson),,72,77
264,3,8:09.0,,K. Durant makes 2-pt jump shot from 11 ft,72,79
265,3,7:58.0,M. Speights makes 2-pt dunk at rim (assist by H. Barnes),,74,79
266,3,7:39.0,,Turnover by R. Westbrook (bad pass; steal by D. Green),74,79
267,3,7:35.0,Turnover by D. Green (bad pass),,74,79
268,3,7:17.0,,R. Westbrook misses 2-pt jump shot from 15 ft,74,79
269,3,7:16.0,,Offensive rebound by S. Ibaka,74,79
270,3,7:09.0,,S. Ibaka misses 2-pt jump shot from 4 ft,74,79
271,3,7:07.0,Defensive rebound by M. Speights,,74,79
272,3,7:00.0,S. Curry makes 3-pt jump shot from 23 ft (assist by M. Speights),,77,79
273,3,6:59.0,,Oklahoma City full timeout,77,79
274,3,6:59.0,,D. Waiters enters the game for A. Roberson,77,79
275,3,6:45.0,,S. Adams makes 2-pt hook shot from 2 ft (assist by K. Durant),77,81
276,3,6:31.0,M. Speights misses 2-pt jump shot from 15 ft,,77,81
277,3,6:31.0,,Defensive rebound by K. Durant,77,81
278,3,6:23.0,,D. Waiters misses 2-pt jump shot from 7 ft,77,81
279,3,6:22.0,Defensive rebound by S. Curry,,77,81
280,3,6:17.0,H. Barnes misses 2-pt layup from 2 ft,,77,81
281,3,6:16.0,,Defensive rebound by K. Durant,77,81
282,3,6:11.0,,R. Westbrook misses 2-pt jump shot from 13 ft,77,81
283,3,6:10.0,Defensive rebound by D. Green,,77,81
284,3,6:01.0,M. Speights makes 2-pt layup from 2 ft (assist by K. Thompson),,79,81
285,3,5:48.0,,K. Durant makes 3-pt jump shot from 24 ft (assist by R. Westbrook),79,84
286,3,5:33.0,M. Speights makes 2-pt jump shot from 17 ft (assist by S. Curry),,81,84
287,3,5:15.0,,R. Westbrook makes 2-pt layup at rim,81,86
288,3,5:09.0,K. Thompson misses 3-pt jump shot from 24 ft,,81,86
289,3,5:07.0,,Defensive rebound by S. Adams,81,86
290,3,4:55.0,,Turnover by S. Adams (lost ball; steal by D. Green),81,86
291,3,4:48.0,H. Barnes makes 3-pt jump shot from 22 ft (assist by K. Thompson),,84,86
292,3,4:28.0,,D. Waiters makes 3-pt jump shot from 22 ft (assist by R. Westbrook),84,89
293,3,4:15.0,Turnover by S. Curry (lost ball; steal by D. Waiters),,84,89
294,3,4:11.0,,D. Waiters makes 2-pt dunk at rim,84,91
295,3,4:03.0,Golden State full timeout,,84,91
296,3,4:03.0,,A. Morrow enters the game for S. Adams,84,91
297,3,4:03.0,D. Lee enters the game for H. Barnes,,84,91
298,3,4:03.0,S. Livingston enters the game for M. Speights,,84,91
299,3,3:48.0,Shooting foul by A. Morrow (drawn by D. Lee),,84,91
300,3,3:48.0,D. Lee misses free throw 1 of 2,,84,91
301,3,3:48.0,Offensive rebound by Team,,84,91
302,3,3:48.0,D. Lee misses free throw 2 of 2,,84,91
303,3,3:48.0,,Defensive rebound by K. Durant,84,91
304,3,3:34.0,,R. Westbrook makes 2-pt dunk at rim,84,93
305,3,3:22.0,K. Thompson makes 2-pt dunk at rim,,86,93
306,3,3:04.0,,S. Ibaka misses 2-pt layup from 2 ft,86,93
307,3,3:03.0,Defensive rebound by S. Curry,,86,93
308,3,2:54.0,K. Thompson misses 2-pt jump shot from 9 ft,,86,93
309,3,2:53.0,,Defensive rebound by K. Durant,86,93
310,3,2:42.0,,Turnover by K. Durant (bad pass; steal by S. Curry),86,93
311,3,2:37.0,S. Curry makes 2-pt layup from 1 ft,,88,93
312,3,2:24.0,,S. Adams enters the game for S. Ibaka,88,93
313,3,2:21.0,Violation by S. Livingston (kicked ball),,88,93
314,3,2:12.0,,R. Westbrook misses 2-pt layup from 2 ft,88,93
315,3,2:11.0,,Offensive rebound by R. Westbrook,88,93
316,3,2:06.0,,A. Morrow misses 3-pt jump shot from 22 ft,88,93
317,3,2:06.0,Defensive rebound by D. Lee,,88,93
318,3,1:58.0,Personal foul by A. Morrow (drawn by D. Green),,88,93
319,3,1:58.0,,R. Jackson enters the game for R. Westbrook,88,93
320,3,1:58.0,L. Barbosa enters the game for S. Curry,,88,93
321,3,1:48.0,Turnover by D. Lee (traveling),,88,93
322,3,1:38.0,,D. Waiters misses 2-pt layup from 2 ft,88,93
323,3,1:37.0,,Offensive rebound by D. Waiters,88,93
324,3,1:36.0,,Turnover by D. Waiters (bad pass; steal by D. Green),88,93
325,3,1:36.0,Personal foul by D. Waiters (drawn by D. Green),,88,93
326,3,1:36.0,D. Green makes free throw 1 of 2,,89,93
327,3,1:36.0,D. Green misses free throw 2 of 2,,89,93
328,3,1:35.0,,Defensive rebound by A. Morrow,89,93
329,3,1:16.0,,D. Waiters misses 2-pt layup from 2 ft (block by D. Lee),89,93
330,3,1:14.0,Defensive rebound by D. Green,,89,93
331,3,1:06.0,L. Barbosa misses 3-pt jump shot from 24 ft,,89,93
332,3,1:05.0,,Defensive rebound by D. Waiters,89,93
333,3,1:01.0,,D. Waiters misses 2-pt layup from 1 ft,89,93
334,3,1:00.0,,Offensive rebound by A. Morrow,89,93
335,3,1:00.0,,A. Morrow makes 2-pt layup at rim,89,95
336,3,0:48.0,K. Thompson misses 2-pt layup from 2 ft (block by D. Waiters),,89,95
337,3,0:48.0,,Defensive rebound by D. Waiters,89,95
338,3,0:31.0,H. Barnes enters the game for D. Green,,89,95
339,3,0:31.0,J. Holiday enters the game for K. Thompson,,89,95
340,3,0:29.0,,K. Durant misses 3-pt jump shot from 23 ft,89,95
341,3,0:27.0,Defensive rebound by D. Lee,,89,95
342,3,0:04.0,S. Livingston makes 2-pt jump shot from 6 ft,,91,95
343,3,0:00.0,,A. Morrow makes 3-pt jump shot from 24 ft (assist by K. Durant),91,98
344,4,11:38.0,,S. Adams misses 2-pt layup at rim,91,98
345,4,11:37.0,,Offensive rebound by S. Adams,91,98
346,4,11:27.0,,R. Jackson misses 2-pt jump shot from 20 ft,91,98
347,4,11:25.0,,Offensive rebound by D. Waiters,91,98
348,4,11:20.0,,A. Morrow makes 3-pt jump shot from 24 ft (assist by D. Waiters),91,101
349,4,11:02.0,L. Barbosa misses 2-pt layup from 2 ft,,91,101
350,4,11:01.0,Offensive rebound by D. Lee,,91,101
351,4,11:01.0,D. Lee misses 2-pt tip-in from 1 ft,,91,101
352,4,11:00.0,Offensive rebound by Team,,91,101
353,4,10:56.0,J. Holiday misses 3-pt jump shot from 24 ft,,91,101
354,4,10:55.0,,Defensive rebound by S. Adams,91,101
355,4,10:47.0,,R. Jackson misses 2-pt jump shot from 6 ft,91,101
356,4,10:46.0,,Offensive rebound by S. Ibaka,91,101
357,4,10:34.0,,D. Waiters misses 2-pt jump shot from 18 ft,91,101
358,4,10:32.0,Defensive rebound by J. Holiday,,91,101
359,4,10:23.0,D. Lee makes 2-pt jump shot from 19 ft (assist by S. Livingston),,93,101
360,4,9:57.0,,Turnover by R. Jackson (bad pass; steal by J. Holiday),93,101
361,4,9:57.0,,Loose ball foul by S. Adams (drawn by J. Holiday),93,101
362,4,9:57.0,,R. Westbrook enters the game for R. Jackson,93,101
363,4,9:43.0,Shooting foul by S. Adams (drawn by D. Lee),,93,101
364,4,9:43.0,D. Lee makes free throw 1 of 2,,94,101
365,4,9:43.0,M. Speights enters the game for J. Holiday,,94,101
366,4,9:43.0,D. Lee makes free throw 2 of 2,,95,101
367,4,9:25.0,,R. Westbrook misses 2-pt jump shot from 15 ft,95,101
368,4,9:24.0,Defensive rebound by D. Lee,,95,101
369,4,9:12.0,S. Livingston makes 2-pt jump shot from 13 ft (assist by M. Speights),,97,101
370,4,9:12.0,,Oklahoma City full timeout,97,101
371,4,8:58.0,,S. Ibaka makes 2-pt jump shot from 18 ft (assist by R. Westbrook),97,103
372,4,8:37.0,M. Speights misses 2-pt jump shot from 19 ft,,97,103
373,4,8:36.0,,Defensive rebound by R. Westbrook,97,103
374,4,8:18.0,,S. Ibaka makes 2-pt jump shot from 17 ft (assist by R. Westbrook),97,105
375,4,8:04.0,L. Barbosa misses 2-pt layup from 3 ft,,97,105
376,4,8:03.0,Offensive rebound by M. Speights,,97,105
377,4,8:01.0,M. Speights misses 2-pt layup from 2 ft,,97,105
378,4,8:00.0,,Defensive rebound by S. Adams,97,105
379,4,7:49.0,,S. Ibaka misses 2-pt jump shot from 17 ft,97,105
380,4,7:48.0,Defensive rebound by M. Speights,,97,105
381,4,7:28.0,S. Livingston makes 2-pt jump shot from 5 ft (assist by M. Speights),,99,105
382,4,7:06.0,,D. Waiters makes 2-pt jump shot from 18 ft,99,107
383,4,6:50.0,Turnover by M. Speights (bad pass; steal by D. Waiters),,99,107
384,4,6:49.0,,Turnover by D. Waiters (step out of bounds),99,107
385,4,6:49.0,,K. Durant enters the game for S. Adams,99,107
