,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,MEMPHIS_ACTION,GOLDEN STATE_SCORE,MEMPHIS_SCORE
0,1,11:39.0,,Personal foul by D. Green (drawn by Z. Randolph),0,0
1,1,11:28.0,,M. Gasol makes 2-pt hook shot from 6 ft,0,2
2,1,11:11.0,D. Green misses 2-pt jump shot from 22 ft,,0,2
3,1,11:10.0,,Defensive rebound by Z. Randolph,0,2
4,1,10:54.0,,M. Conley misses 3-pt jump shot from 25 ft,0,2
5,1,10:53.0,Defensive rebound by H. Barnes,,0,2
6,1,10:42.0,F. Ezeli makes 2-pt jump shot from 5 ft (assist by D. Green),,2,2
7,1,10:23.0,,M. Gasol misses 2-pt hook shot from 7 ft,2,2
8,1,10:19.0,Defensive rebound by H. Barnes,,2,2
9,1,10:06.0,F. Ezeli misses 2-pt hook shot from 7 ft,,2,2
10,1,10:05.0,,Defensive rebound by Z. Randolph,2,2
11,1,9:54.0,,Personal foul by F. Ezeli (drawn by M. Gasol),2,2
12,1,9:40.0,,Turnover by Team (shot clock),2,2
13,1,9:24.0,K. Thompson makes 2-pt layup from 1 ft (assist by S. Curry),,4,2
14,1,9:02.0,,T. Allen misses 2-pt jump shot from 8 ft,4,2
15,1,9:01.0,Defensive rebound by F. Ezeli,,4,2
16,1,9:01.0,Personal foul by T. Allen (drawn by F. Ezeli),,4,2
17,1,8:45.0,K. Thompson misses 2-pt jump shot from 7 ft,,4,2
18,1,8:43.0,Offensive rebound by F. Ezeli,,4,2
19,1,8:43.0,F. Ezeli misses 2-pt tip-in from 1 ft,,4,2
20,1,8:41.0,,Defensive rebound by T. Allen,4,2
21,1,8:35.0,,T. Allen misses 2-pt layup from 2 ft,4,2
22,1,8:33.0,,Offensive rebound by Z. Randolph,4,2
23,1,8:33.0,,Z. Randolph makes 2-pt tip-in from 1 ft,4,4
24,1,8:26.0,S. Curry makes 2-pt jump shot from 20 ft,,6,4
25,1,8:11.0,,M. Gasol misses 2-pt jump shot from 14 ft,6,4
26,1,8:10.0,Defensive rebound by S. Curry,,6,4
27,1,8:01.0,S. Curry misses 3-pt jump shot from 29 ft,,6,4
28,1,8:00.0,,Defensive rebound by M. Gasol,6,4
29,1,7:50.0,,Z. Randolph makes 2-pt jump shot from 9 ft (assist by M. Conley),6,6
30,1,7:28.0,K. Thompson misses 2-pt jump shot from 7 ft,,6,6
31,1,7:26.0,,Defensive rebound by M. Gasol,6,6
32,1,7:22.0,,C. Lee makes 2-pt jump shot from 17 ft (assist by M. Gasol),6,8
33,1,7:14.0,K. Thompson makes 3-pt jump shot from 27 ft (assist by S. Curry),,9,8
34,1,6:50.0,,M. Gasol makes 2-pt jump shot from 14 ft (assist by M. Conley),9,10
35,1,6:38.0,S. Curry makes 2-pt layup from 1 ft,,11,10
36,1,6:23.0,,M. Gasol misses 2-pt layup from 1 ft (block by F. Ezeli),11,10
37,1,6:23.0,Defensive rebound by Team,,11,10
38,1,6:16.0,S. Curry misses 2-pt jump shot from 17 ft,,11,10
39,1,6:14.0,Offensive rebound by H. Barnes,,11,10
40,1,6:12.0,H. Barnes makes 2-pt dunk at rim,,13,10
41,1,5:56.0,,M. Gasol makes 2-pt layup from 1 ft,13,12
42,1,5:29.0,K. Thompson misses 2-pt layup at rim,,13,12
43,1,5:27.0,,Defensive rebound by C. Lee,13,12
44,1,5:21.0,,Z. Randolph makes 2-pt layup from 1 ft (assist by T. Allen),13,14
45,1,5:16.0,Golden State full timeout,,13,14
46,1,5:16.0,M. Speights enters the game for H. Barnes,,13,14
47,1,5:16.0,A. Iguodala enters the game for F. Ezeli,,13,14
48,1,5:07.0,A. Iguodala misses 3-pt jump shot from 23 ft,,13,14
49,1,5:06.0,Offensive rebound by D. Green,,13,14
50,1,5:03.0,M. Speights makes 2-pt jump shot from 20 ft (assist by D. Green),,15,14
51,1,4:46.0,,M. Gasol misses 2-pt jump shot from 4 ft (block by M. Speights),15,14
52,1,4:45.0,Defensive rebound by S. Curry,,15,14
53,1,4:40.0,S. Curry makes 2-pt layup at rim,,17,14
54,1,4:28.0,,M. Conley makes 2-pt jump shot from 11 ft,17,16
55,1,4:16.0,D. Green misses 2-pt jump shot from 21 ft,,17,16
56,1,4:15.0,,Defensive rebound by M. Gasol,17,16
57,1,4:03.0,,Z. Randolph makes 2-pt layup at rim (assist by T. Allen),17,18
58,1,3:50.0,M. Speights makes 2-pt jump shot from 20 ft (assist by S. Curry),,19,18
59,1,3:27.0,,M. Conley makes 2-pt jump shot from 19 ft (assist by M. Gasol),19,20
60,1,3:20.0,Personal foul by M. Conley (drawn by S. Curry),,19,20
61,1,3:20.0,S. Livingston enters the game for K. Thompson,,19,20
62,1,3:10.0,S. Curry misses 3-pt jump shot from 25 ft,,19,20
63,1,3:09.0,,Defensive rebound by T. Allen,19,20
64,1,2:55.0,,Offensive foul by M. Gasol (drawn by D. Green),19,20
65,1,2:55.0,,Turnover by M. Gasol (offensive foul),19,20
66,1,2:55.0,,Memphis full timeout,19,20
67,1,2:55.0,,V. Carter enters the game for T. Allen,19,20
68,1,2:55.0,H. Barnes enters the game for D. Green,,19,20
69,1,2:48.0,Offensive foul by S. Livingston (drawn by Z. Randolph),,19,20
70,1,2:48.0,Turnover by S. Livingston (offensive foul),,19,20
71,1,2:29.0,,M. Gasol misses 2-pt jump shot from 8 ft,19,20
72,1,2:28.0,,Offensive rebound by V. Carter,19,20
73,1,2:26.0,,V. Carter misses 2-pt layup from 2 ft (block by H. Barnes),19,20
74,1,2:24.0,Defensive rebound by A. Iguodala,,19,20
75,1,2:16.0,H. Barnes makes 3-pt jump shot from 23 ft (assist by S. Livingston),,22,20
76,1,1:58.0,,M. Gasol makes 2-pt dunk at rim (assist by M. Conley),22,22
77,1,1:38.0,Shooting foul by C. Lee (drawn by S. Livingston),,22,22
78,1,1:38.0,S. Livingston makes free throw 1 of 2,,23,22
79,1,1:38.0,,J. Leuer enters the game for Z. Randolph,23,22
80,1,1:38.0,S. Livingston makes free throw 2 of 2,,24,22
81,1,1:19.0,,J. Leuer misses 2-pt jump shot from 4 ft,24,22
82,1,1:17.0,,Offensive rebound by M. Gasol,24,22
83,1,1:17.0,,M. Gasol misses 2-pt tip-in at rim,24,22
84,1,1:15.0,Defensive rebound by M. Speights,,24,22
85,1,1:09.0,S. Livingston makes 2-pt dunk at rim (assist by A. Iguodala),,26,22
86,1,0:55.0,,M. Conley misses 2-pt layup from 2 ft (block by M. Speights),26,22
87,1,0:55.0,,Offensive rebound by Team,26,22
88,1,0:55.0,,T. Prince enters the game for C. Lee,26,22
89,1,0:45.0,,M. Gasol makes 2-pt jump shot from 20 ft,26,24
90,1,0:29.0,H. Barnes makes 2-pt jump shot from 6 ft,,28,24
91,1,0:08.0,,M. Conley misses 2-pt jump shot from 16 ft,28,24
92,1,0:07.0,Defensive rebound by M. Speights,,28,24
93,1,0:01.0,H. Barnes makes 2-pt jump shot from 8 ft,,30,24
94,2,11:42.0,A. Iguodala misses 3-pt jump shot from 22 ft,,30,24
95,2,11:41.0,Offensive rebound by H. Barnes,,30,24
96,2,11:32.0,A. Iguodala misses 3-pt jump shot from 23 ft,,30,24
97,2,11:31.0,,Defensive rebound by K. Koufos,30,24
98,2,11:14.0,,B. Udrih makes 2-pt jump shot from 13 ft,30,26
99,2,11:00.0,K. Thompson misses 2-pt jump shot from 6 ft (block by K. Koufos),,30,26
100,2,10:58.0,,Defensive rebound by V. Carter,30,26
101,2,10:54.0,,J. Leuer makes 2-pt layup at rim (assist by B. Udrih),30,28
102,2,10:54.0,,Shooting foul by M. Speights (drawn by J. Leuer),30,28
103,2,10:54.0,,J. Leuer makes free throw 1 of 1,30,29
104,2,10:32.0,S. Livingston misses 2-pt jump shot from 9 ft,,30,29
105,2,10:30.0,,Defensive rebound by K. Koufos,30,29
106,2,10:21.0,,V. Carter makes 3-pt jump shot from 24 ft (assist by B. Udrih),30,32
107,2,10:14.0,Golden State full timeout,,30,32
108,2,10:07.0,K. Thompson misses 2-pt jump shot from 5 ft (block by T. Prince),,30,32
109,2,10:05.0,,Defensive rebound by T. Prince,30,32
110,2,9:55.0,,J. Leuer makes 2-pt jump shot from 19 ft (assist by B. Udrih),30,34
111,2,9:42.0,H. Barnes misses 3-pt jump shot from 25 ft,,30,34
112,2,9:41.0,Offensive rebound by S. Livingston,,30,34
113,2,9:36.0,S. Livingston misses 2-pt layup at rim,,30,34
114,2,9:34.0,,Defensive rebound by K. Koufos,30,34
115,2,9:28.0,,V. Carter makes 3-pt jump shot from 26 ft (assist by B. Udrih),30,37
116,2,9:12.0,Turnover by M. Speights (bad pass),,30,37
117,2,8:59.0,,V. Carter makes 3-pt jump shot from 25 ft (assist by B. Udrih),30,40
118,2,8:52.0,Golden State full timeout,,30,40
119,2,8:52.0,D. Green enters the game for A. Iguodala,,30,40
120,2,8:40.0,M. Speights misses 2-pt jump shot from 15 ft,,30,40
121,2,8:39.0,,Defensive rebound by J. Leuer,30,40
122,2,8:21.0,,T. Prince misses 2-pt jump shot from 19 ft,30,40
123,2,8:20.0,Defensive rebound by Team,,30,40
124,2,8:20.0,,Loose ball foul by J. Leuer (drawn by D. Green),30,40
125,2,8:05.0,S. Livingston misses 2-pt layup from 1 ft,,30,40
126,2,8:04.0,Offensive rebound by M. Speights,,30,40
127,2,8:04.0,M. Speights misses 2-pt tip-in at rim,,30,40
128,2,8:02.0,,Defensive rebound by J. Leuer,30,40
129,2,7:51.0,,K. Koufos makes 2-pt jump shot from 13 ft (assist by B. Udrih),30,42
130,2,7:32.0,M. Speights misses 2-pt layup from 1 ft,,30,42
131,2,7:31.0,,Defensive rebound by K. Koufos,30,42
132,2,7:22.0,,B. Udrih makes 2-pt layup at rim,30,44
133,2,7:10.0,Turnover by S. Livingston (bad pass; steal by K. Koufos),,30,44
134,2,7:03.0,,V. Carter misses 3-pt jump shot from 26 ft,30,44
135,2,7:02.0,Defensive rebound by Team,,30,44
136,2,7:02.0,,Loose ball foul by T. Prince (drawn by D. Green),30,44
137,2,7:02.0,S. Curry enters the game for S. Livingston,,30,44
138,2,6:49.0,M. Speights makes 2-pt jump shot from 5 ft,,32,44
139,2,6:30.0,,T. Prince misses 2-pt hook shot from 8 ft,32,44
140,2,6:26.0,Defensive rebound by D. Green,,32,44
141,2,6:20.0,S. Curry makes 2-pt layup at rim,,34,44
142,2,6:06.0,,Memphis full timeout,34,44
143,2,5:59.0,,J. Leuer makes 2-pt dunk at rim (assist by T. Prince),34,46
144,2,5:41.0,,Offensive charge foul by D. Green (drawn by V. Carter),34,46
145,2,5:41.0,Turnover by D. Green (offensive foul),,34,46
146,2,5:30.0,Offensive charge foul by V. Carter (drawn by M. Speights),,34,46
147,2,5:30.0,,Turnover by V. Carter (offensive foul),34,46
148,2,5:30.0,A. Iguodala enters the game for D. Green,,34,46
149,2,5:30.0,,M. Conley enters the game for B. Udrih,34,46
150,2,5:17.0,M. Speights misses 2-pt jump shot from 18 ft,,34,46
151,2,5:16.0,,Defensive rebound by J. Leuer,34,46
152,2,5:03.0,,V. Carter makes 2-pt jump shot from 7 ft,34,48
153,2,4:54.0,Offensive foul by H. Barnes (drawn by M. Conley),,34,48
154,2,4:54.0,Turnover by H. Barnes (offensive foul),,34,48
155,2,4:43.0,,Turnover by M. Conley (bad pass; steal by S. Curry),34,48
156,2,4:37.0,K. Thompson makes 2-pt jump shot from 13 ft,,36,48
157,2,4:21.0,,M. Conley misses 2-pt jump shot from 20 ft,36,48
158,2,4:20.0,Defensive rebound by A. Iguodala,,36,48
159,2,4:07.0,Turnover by K. Thompson (bad pass; steal by K. Koufos),,36,48
160,2,4:03.0,,Turnover by K. Koufos (bad pass; steal by K. Thompson),36,48
161,2,3:58.0,M. Speights makes 2-pt dunk at rim (assist by S. Curry),,38,48
162,2,3:44.0,,Turnover by M. Conley (bad pass; steal by A. Iguodala),38,48
163,2,3:36.0,H. Barnes misses 3-pt jump shot from 25 ft,,38,48
164,2,3:35.0,,Defensive rebound by K. Koufos,38,48
165,2,3:26.0,,M. Conley misses 2-pt layup from 1 ft,38,48
166,2,3:24.0,Defensive rebound by M. Speights,,38,48
167,2,3:05.0,H. Barnes misses 2-pt layup from 1 ft,,38,48
168,2,3:05.0,Offensive rebound by M. Speights,,38,48
169,2,3:05.0,Shooting foul by J. Leuer (drawn by M. Speights),,38,48
170,2,3:05.0,M. Speights makes free throw 1 of 2,,39,48
171,2,3:05.0,,T. Allen enters the game for T. Prince,39,48
172,2,3:05.0,,M. Gasol enters the game for K. Koufos,39,48
173,2,3:05.0,M. Speights makes free throw 2 of 2,,40,48
174,2,2:54.0,,M. Conley misses 2-pt layup from 1 ft,40,48
175,2,2:53.0,Defensive rebound by A. Iguodala,,40,48
176,2,2:43.0,S. Curry makes 2-pt layup at rim,,42,48
177,2,2:18.0,,M. Gasol makes 2-pt jump shot from 12 ft,42,50
178,2,2:09.0,S. Curry misses 3-pt jump shot from 25 ft,,42,50
179,2,2:08.0,,Defensive rebound by T. Allen,42,50
180,2,2:01.0,,M. Conley misses 3-pt jump shot from 24 ft,42,50
181,2,2:00.0,Defensive rebound by K. Thompson,,42,50
182,2,1:52.0,K. Thompson makes 3-pt jump shot from 24 ft,,45,50
183,2,1:52.0,Shooting foul by M. Conley (drawn by K. Thompson),,45,50
184,2,1:52.0,Official timeout,,45,50
185,2,1:52.0,,Z. Randolph enters the game for J. Leuer,45,50
186,2,1:52.0,D. Green enters the game for H. Barnes,,45,50
187,2,1:52.0,F. Ezeli enters the game for M. Speights,,45,50
188,2,1:52.0,K. Thompson makes free throw 1 of 1,,46,50
189,2,1:30.0,,M. Conley misses 3-pt jump shot from 24 ft,46,50
190,2,1:29.0,Defensive rebound by A. Iguodala,,46,50
191,2,1:22.0,S. Curry misses 3-pt jump shot from 24 ft,,46,50
192,2,1:20.0,,Defensive rebound by T. Allen,46,50
193,2,1:01.0,,Personal foul by F. Ezeli (drawn by M. Gasol),46,50
194,2,0:56.0,,M. Gasol makes 2-pt jump shot from 19 ft (assist by M. Conley),46,52
195,2,0:41.0,K. Thompson makes 3-pt jump shot from 26 ft,,49,52
196,2,0:34.0,,M. Conley makes 2-pt layup from 1 ft,49,54
197,2,0:34.0,,Shooting foul by F. Ezeli (drawn by M. Conley),49,54
198,2,0:34.0,M. Speights enters the game for F. Ezeli,,49,54
199,2,0:34.0,,T. Prince enters the game for Z. Randolph,49,54
200,2,0:34.0,,M. Conley makes free throw 1 of 1,49,55
201,2,0:17.0,D. Green misses 2-pt layup at rim,,49,55
202,2,0:16.0,,Defensive rebound by Team,49,55
203,2,0:16.0,H. Barnes enters the game for D. Green,,49,55
204,2,0:13.0,,Memphis full timeout,49,55
