,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,MINNESOTA_ACTION,CHARLOTTE_SCORE,MINNESOTA_SCORE
30,1,7:41.0,A. Jefferson misses 2-pt jump shot from 16 ft,,4,11
31,1,7:39.0,Offensive rebound by M. Williams,,4,11
32,1,7:33.0,G. Henderson misses 3-pt jump shot from 24 ft,,4,11
33,1,7:31.0,,Defensive rebound by A. Payne,4,11
34,1,7:22.0,,A. Wiggins misses 2-pt layup from 2 ft (block by M. Kidd-Gilchrist),4,11
35,1,7:21.0,Defensive rebound by A. Jefferson,,4,11
36,1,7:02.0,Turnover by G. Henderson (lost ball; steal by K. Martin),,4,11
37,1,6:58.0,,Z. LaVine makes 2-pt dunk at rim (assist by K. Martin),4,13
38,1,6:47.0,Charlotte full timeout,,4,13
39,1,6:31.0,A. Jefferson makes 2-pt jump shot from 13 ft (assist by M. Williams),,6,13
40,1,6:14.0,,G. Dieng makes 2-pt jump shot from 4 ft,6,15
41,1,5:59.0,A. Jefferson misses 2-pt jump shot from 12 ft,,6,15
42,1,5:58.0,,Defensive rebound by G. Dieng,6,15
43,1,5:49.0,,A. Payne misses 2-pt jump shot from 14 ft,6,15
44,1,5:48.0,Defensive rebound by G. Henderson,,6,15
45,1,5:29.0,G. Henderson misses 3-pt jump shot from 22 ft,,6,15
46,1,5:27.0,Offensive rebound by Team,,6,15
47,1,5:27.0,,Loose ball foul by G. Dieng (drawn by M. Kidd-Gilchrist),6,15
48,1,5:27.0,,G. Neal enters the game for K. Martin,6,15
49,1,5:18.0,G. Henderson makes 2-pt dunk at rim,,8,15
50,1,4:58.0,,G. Dieng makes 2-pt jump shot from 15 ft (assist by Z. LaVine),8,17
51,1,4:44.0,K. Walker misses 2-pt jump shot from 13 ft,,8,17
52,1,4:43.0,Offensive rebound by A. Jefferson,,8,17
53,1,4:33.0,M. Williams misses 3-pt jump shot from 24 ft,,8,17
54,1,4:32.0,,Defensive rebound by G. Neal,8,17
55,1,4:16.0,,Z. LaVine makes 2-pt jump shot from 15 ft,8,19
56,1,4:02.0,Turnover by A. Jefferson (bad pass; steal by A. Payne),,8,19
57,1,3:54.0,,Z. LaVine misses 3-pt jump shot from 24 ft,8,19
58,1,3:53.0,Defensive rebound by M. Kidd-Gilchrist,,8,19
59,1,3:39.0,A. Jefferson makes 2-pt layup from 1 ft (assist by G. Henderson),,10,19
60,1,3:22.0,,A. Wiggins makes 2-pt jump shot from 8 ft,10,21
61,1,3:08.0,A. Jefferson misses 2-pt jump shot from 3 ft,,10,21
62,1,3:07.0,Offensive rebound by Team,,10,21
63,1,3:07.0,,C. Budinger enters the game for A. Payne,10,21
64,1,3:07.0,B. Biyombo enters the game for A. Jefferson,,10,21
65,1,3:07.0,M. Williams enters the game for G. Henderson,,10,21
66,1,3:04.0,K. Walker misses 2-pt jump shot from 16 ft,,10,21
67,1,3:02.0,,Defensive rebound by G. Neal,10,21
68,1,2:44.0,,G. Dieng misses 2-pt jump shot from 17 ft,10,21
69,1,2:43.0,Defensive rebound by M. Kidd-Gilchrist,,10,21
70,1,2:38.0,M. Kidd-Gilchrist makes 2-pt layup from 1 ft,,12,21
71,1,2:29.0,,Minnesota full timeout,12,21
72,1,2:29.0,L. Stephenson enters the game for M. Williams,,12,21
73,1,2:14.0,,Turnover by Z. LaVine (traveling),12,21
74,1,2:02.0,M. Kidd-Gilchrist misses 2-pt jump shot from 20 ft,,12,21
75,1,2:01.0,,Defensive rebound by A. Wiggins,12,21
76,1,1:50.0,,Shooting foul by B. Biyombo (drawn by G. Dieng),12,21
77,1,1:50.0,,G. Dieng makes free throw 1 of 2,12,22
78,1,1:50.0,,G. Dieng makes free throw 2 of 2,12,23
79,1,1:40.0,M. Williams makes 2-pt jump shot from 20 ft,,14,23
80,1,1:26.0,,G. Neal makes 2-pt jump shot from 19 ft (assist by Z. LaVine),14,25
81,1,1:09.0,Personal block foul by A. Wiggins (drawn by B. Biyombo),,14,25
82,1,1:01.0,M. Williams makes 2-pt jump shot from 5 ft,,16,25
83,1,0:49.0,,Turnover by G. Neal (lost ball; steal by K. Walker),16,25
84,1,0:41.0,K. Walker misses 3-pt jump shot from 24 ft,,16,25
85,1,0:40.0,,Defensive rebound by G. Dieng,16,25
86,1,0:33.0,,Z. LaVine misses 3-pt jump shot from 24 ft,16,25
87,1,0:32.0,Defensive rebound by L. Stephenson,,16,25
88,1,0:24.0,L. Stephenson makes 2-pt jump shot from 12 ft,,18,25
89,1,0:02.0,,G. Neal makes 2-pt jump shot from 16 ft (assist by Z. LaVine),18,27
90,1,0:00.0,M. Williams misses 3-pt jump shot from 59 ft,,18,27
91,1,0:00.0,Offensive rebound by Team,,18,27
92,2,11:44.0,L. Stephenson misses 3-pt jump shot from 24 ft,,18,27
93,2,11:43.0,,Defensive rebound by G. Dieng,18,27
94,2,11:31.0,,K. Martin misses 2-pt jump shot from 21 ft,18,27
95,2,11:30.0,Defensive rebound by B. Biyombo,,18,27
96,2,11:24.0,M. Williams makes 2-pt jump shot from 15 ft,,20,27
97,2,11:02.0,,L. Brown misses 2-pt jump shot from 14 ft,20,27
98,2,11:01.0,Defensive rebound by M. Kidd-Gilchrist,,20,27
99,2,10:56.0,M. Kidd-Gilchrist makes 2-pt layup from 1 ft,,22,27
100,2,10:38.0,,Personal foul by L. Stephenson (drawn by G. Neal),22,27
101,2,10:38.0,,A. Payne enters the game for G. Dieng,22,27
102,2,10:34.0,,K. Martin misses 2-pt jump shot from 6 ft,22,27
103,2,10:33.0,Defensive rebound by M. Williams,,22,27
104,2,10:29.0,Turnover by M. Williams (bad pass),,22,27
105,2,10:13.0,,Personal foul by B. Biyombo (drawn by G. Neal),22,27
106,2,10:00.0,,Shooting foul by G. Henderson (drawn by A. Payne),22,27
107,2,10:00.0,,A. Payne makes free throw 1 of 2,22,28
108,2,10:00.0,,A. Payne misses free throw 2 of 2,22,28
109,2,10:00.0,Defensive rebound by B. Biyombo,,22,28
110,2,9:46.0,G. Henderson makes 3-pt jump shot from 22 ft (assist by L. Stephenson),,25,28
111,2,9:30.0,,G. Neal makes 2-pt jump shot from 13 ft (assist by L. Brown),25,30
112,2,9:09.0,Personal foul by A. Payne (drawn by M. Kidd-Gilchrist),,25,30
113,2,9:02.0,M. Williams makes 3-pt jump shot from 25 ft (assist by L. Stephenson),,28,30
114,2,8:44.0,,K. Martin misses 2-pt jump shot from 11 ft,28,30
115,2,8:43.0,Defensive rebound by L. Stephenson,,28,30
116,2,8:35.0,L. Stephenson misses 2-pt jump shot from 11 ft,,28,30
117,2,8:35.0,,Defensive rebound by Team,28,30
118,2,8:35.0,Loose ball foul by B. Biyombo (drawn by A. Payne),,28,30
119,2,8:35.0,,Minnesota full timeout,28,30
120,2,8:35.0,A. Jefferson enters the game for B. Biyombo,,28,30
121,2,8:35.0,M. Williams enters the game for M. Kidd-Gilchrist,,28,30
122,2,8:25.0,,L. Brown makes 2-pt layup at rim,28,32
123,2,8:10.0,M. Williams makes 3-pt jump shot from 25 ft (assist by A. Jefferson),,31,32
124,2,7:44.0,,A. Payne makes 2-pt jump shot from 18 ft (assist by K. Martin),31,34
125,2,7:24.0,L. Stephenson misses 2-pt layup from 1 ft,,31,34
126,2,7:24.0,,Defensive rebound by K. Martin,31,34
127,2,7:07.0,,G. Neal makes 3-pt jump shot from 25 ft,31,37
128,2,6:50.0,A. Jefferson misses 2-pt jump shot from 8 ft,,31,37
129,2,6:49.0,,Defensive rebound by A. Payne,31,37
130,2,6:42.0,,C. Budinger makes 2-pt jump shot from 10 ft (assist by L. Brown),31,39
131,2,6:38.0,Offensive foul by M. Williams (drawn by L. Brown),,31,39
132,2,6:38.0,Turnover by M. Williams (offensive foul),,31,39
133,2,6:30.0,,L. Brown makes 3-pt jump shot from 25 ft (assist by A. Payne),31,42
134,2,6:23.0,Charlotte full timeout,,31,42
135,2,6:11.0,G. Henderson makes 2-pt layup from 2 ft (assist by M. Williams),,33,42
136,2,6:11.0,Shooting foul by C. Budinger (drawn by G. Henderson),,33,42
137,2,6:11.0,G. Henderson misses free throw 1 of 1,,33,42
138,2,6:09.0,,Defensive rebound by A. Payne,33,42
139,2,5:53.0,,C. Budinger makes 3-pt jump shot from 23 ft (assist by K. Martin),33,45
140,2,5:35.0,A. Jefferson makes 2-pt layup from 1 ft (assist by M. Williams),,35,45
141,2,5:21.0,,G. Neal makes 2-pt layup from 1 ft,35,47
142,2,5:01.0,L. Stephenson makes 2-pt jump shot from 13 ft (assist by G. Henderson),,37,47
143,2,4:45.0,,L. Brown makes 2-pt jump shot from 15 ft,37,49
144,2,4:21.0,Personal foul by A. Payne (drawn by A. Jefferson),,37,49
145,2,4:21.0,,G. Dieng enters the game for A. Payne,37,49
146,2,4:21.0,K. Walker enters the game for M. Williams,,37,49
147,2,4:09.0,L. Stephenson makes 2-pt jump shot from 17 ft,,39,49
148,2,3:47.0,,Turnover by G. Neal (lost ball; steal by K. Walker),39,49
149,2,3:47.0,,Technical foul by G. Neal,39,49
150,2,3:47.0,G. Henderson misses technical free throw,,39,49
151,2,3:47.0,Offensive rebound by Team,,39,49
152,2,3:47.0,,A. Wiggins enters the game for G. Neal,39,49
153,2,3:40.0,K. Walker makes 2-pt layup from 1 ft,,41,49
154,2,3:40.0,Shooting foul by G. Dieng (drawn by K. Walker),,41,49
155,2,3:40.0,,Z. LaVine enters the game for L. Brown,41,49
156,2,3:40.0,K. Walker makes free throw 1 of 1,,42,49
157,2,3:20.0,,A. Wiggins makes 2-pt jump shot from 20 ft,42,51
158,2,3:05.0,Shooting foul by C. Budinger (drawn by K. Walker),,42,51
159,2,3:05.0,K. Walker makes free throw 1 of 2,,43,51
160,2,3:05.0,,A. Payne enters the game for C. Budinger,43,51
161,2,3:05.0,M. Kidd-Gilchrist enters the game for M. Williams,,43,51
162,2,3:05.0,K. Walker makes free throw 2 of 2,,44,51
163,2,2:53.0,,Personal foul by L. Stephenson (drawn by A. Wiggins),44,51
164,2,2:53.0,,Minnesota full timeout,44,51
165,2,2:53.0,,C. Budinger enters the game for A. Payne,44,51
166,2,2:53.0,M. Williams enters the game for L. Stephenson,,44,51
167,2,2:53.0,,A. Wiggins misses free throw 1 of 2,44,51
168,2,2:53.0,,Offensive rebound by Team,44,51
169,2,2:53.0,,A. Wiggins makes free throw 2 of 2,44,52
170,2,2:41.0,A. Jefferson misses 2-pt jump shot from 10 ft,,44,52
171,2,2:40.0,,Defensive rebound by G. Dieng,44,52
172,2,2:19.0,,K. Martin makes 2-pt jump shot from 19 ft,44,54
173,2,2:00.0,G. Henderson misses 2-pt jump shot from 14 ft,,44,54
174,2,1:58.0,,Defensive rebound by K. Martin,44,54
175,2,1:53.0,,Shooting foul by K. Walker (drawn by C. Budinger),44,54
176,2,1:53.0,,C. Budinger makes 2-pt layup from 1 ft (assist by K. Martin),44,56
177,2,1:53.0,,C. Budinger makes free throw 1 of 1,44,57
178,2,1:40.0,G. Henderson makes 2-pt layup from 1 ft (assist by K. Walker),,46,57
179,2,1:18.0,,Z. LaVine misses 2-pt jump shot from 20 ft,46,57
180,2,1:17.0,Defensive rebound by A. Jefferson,,46,57
181,2,1:08.0,Personal foul by Z. LaVine (drawn by K. Walker),,46,57
182,2,1:08.0,K. Walker makes free throw 1 of 2,,47,57
183,2,1:08.0,K. Walker makes free throw 2 of 2,,48,57
184,2,1:02.0,,Turnover by K. Martin (lost ball; steal by K. Walker),48,57
185,2,0:58.0,Shooting foul by K. Martin (drawn by M. Kidd-Gilchrist),,48,57
186,2,0:58.0,M. Kidd-Gilchrist makes free throw 1 of 2,,49,57
187,2,0:58.0,M. Kidd-Gilchrist makes free throw 2 of 2,,50,57
188,2,0:49.0,,K. Martin misses 2-pt jump shot from 16 ft,50,57
189,2,0:44.0,Defensive rebound by A. Jefferson,,50,57
190,2,0:37.0,M. Kidd-Gilchrist makes 2-pt layup from 2 ft,,52,57
191,2,0:19.0,,Shooting foul by A. Jefferson (drawn by G. Dieng),52,57
192,2,0:19.0,,G. Dieng makes free throw 1 of 2,52,58
193,2,0:19.0,,G. Neal enters the game for K. Martin,52,58
194,2,0:19.0,,L. Brown enters the game for Z. LaVine,52,58
195,2,0:19.0,M. Williams enters the game for M. Kidd-Gilchrist,,52,58
196,2,0:19.0,,G. Dieng makes free throw 2 of 2,52,59
197,2,0:03.0,A. Jefferson makes 2-pt layup at rim (assist by K. Walker),,54,59
198,2,0:01.0,,G. Dieng misses 3-pt jump shot from 48 ft,54,59
199,2,0:00.0,,Offensive rebound by Team,54,59
200,3,11:43.0,A. Jefferson misses 2-pt jump shot from 13 ft,,54,59
201,3,11:42.0,,Defensive rebound by G. Dieng,54,59
202,3,11:25.0,,K. Martin makes 2-pt jump shot from 17 ft,54,61
203,3,11:07.0,Shooting foul by Z. LaVine (drawn by G. Henderson),,54,61
204,3,11:07.0,G. Henderson makes free throw 1 of 2,,55,61
205,3,11:07.0,G. Henderson makes free throw 2 of 2,,56,61
206,3,10:54.0,,Turnover by G. Dieng (lost ball; steal by K. Walker),56,61
207,3,10:51.0,M. Kidd-Gilchrist makes 2-pt layup from 1 ft,,58,61
208,3,10:41.0,,Turnover by Z. LaVine (back court),58,61
209,3,10:30.0,G. Henderson makes 2-pt jump shot from 15 ft (assist by K. Walker),,60,61
210,3,10:13.0,,A. Payne makes 2-pt jump shot from 17 ft (assist by K. Martin),60,63
211,3,10:01.0,Shooting foul by Z. LaVine (drawn by K. Walker),,60,63
212,3,10:01.0,K. Walker makes free throw 1 of 2,,61,63
213,3,10:01.0,K. Walker makes free throw 2 of 2,,62,63
214,3,9:47.0,,Turnover by A. Wiggins (bad pass; steal by K. Walker),62,63
215,3,9:37.0,K. Walker misses 2-pt layup from 1 ft,,62,63
216,3,9:35.0,Offensive rebound by K. Walker,,62,63
217,3,9:32.0,M. Kidd-Gilchrist makes 2-pt dunk at rim (assist by K. Walker),,64,63
218,3,9:31.0,,Minnesota full timeout,64,63
219,3,9:20.0,,K. Martin misses 2-pt jump shot from 9 ft,64,63
220,3,9:19.0,Defensive rebound by M. Kidd-Gilchrist,,64,63
221,3,8:57.0,K. Walker makes 2-pt jump shot from 20 ft,,66,63
222,3,8:32.0,,Turnover by Z. LaVine (traveling),66,63
223,3,8:17.0,G. Henderson makes 2-pt jump shot from 20 ft,,68,63
224,3,8:03.0,,Def 3 sec tech foul by A. Jefferson,68,63
225,3,8:03.0,,K. Martin makes technical free throw,68,64
226,3,7:56.0,,A. Wiggins makes 2-pt jump shot from 5 ft,68,66
227,3,7:29.0,A. Jefferson makes 2-pt layup from 1 ft,,70,66
228,3,7:09.0,,A. Payne makes 2-pt jump shot from 18 ft (assist by K. Martin),70,68
229,3,6:49.0,Turnover by A. Jefferson (bad pass; steal by Z. LaVine),,70,68
230,3,6:42.0,,Shooting foul by G. Henderson (drawn by A. Wiggins),70,68
231,3,6:42.0,,A. Wiggins misses free throw 1 of 2,70,68
232,3,6:42.0,,Offensive rebound by Team,70,68
233,3,6:42.0,,A. Wiggins makes free throw 2 of 2,70,69
234,3,6:28.0,M. Williams misses 3-pt jump shot from 24 ft,,70,69
235,3,6:27.0,Offensive rebound by A. Jefferson,,70,69
236,3,6:24.0,A. Jefferson makes 2-pt jump shot from 4 ft,,72,69
237,3,6:02.0,,Z. LaVine misses 2-pt jump shot from 22 ft,72,69
238,3,6:01.0,Defensive rebound by A. Jefferson,,72,69
239,3,5:46.0,A. Jefferson misses 2-pt jump shot from 9 ft,,72,69
240,3,5:45.0,,Defensive rebound by G. Dieng,72,69
241,3,5:34.0,,Personal foul by G. Henderson (drawn by A. Wiggins),72,69
242,3,5:34.0,,G. Neal enters the game for K. Martin,72,69
243,3,5:34.0,M. Williams enters the game for G. Henderson,,72,69
244,3,5:25.0,,Shooting foul by M. Kidd-Gilchrist (drawn by A. Wiggins),72,69
245,3,5:25.0,,A. Wiggins makes free throw 1 of 2,72,70
246,3,5:25.0,,A. Wiggins misses free throw 2 of 2,72,70
247,3,5:24.0,Defensive rebound by M. Kidd-Gilchrist,,72,70
248,3,5:07.0,M. Kidd-Gilchrist makes 2-pt jump shot from 20 ft,,74,70
249,3,4:44.0,,Turnover by G. Dieng (lost ball; steal by A. Jefferson),74,70
250,3,4:30.0,Shooting foul by G. Dieng (drawn by M. Williams),,74,70
251,3,4:30.0,M. Williams makes free throw 1 of 2,,75,70
252,3,4:30.0,,C. Budinger enters the game for G. Dieng,75,70
253,3,4:30.0,,L. Brown enters the game for Z. LaVine,75,70
254,3,4:30.0,M. Williams misses free throw 2 of 2,,75,70
255,3,4:30.0,,Defensive rebound by C. Budinger,75,70
256,3,4:17.0,,L. Brown makes 2-pt jump shot from 20 ft (assist by G. Neal),75,72
257,3,3:51.0,A. Jefferson misses 2-pt jump shot from 12 ft,,75,72
258,3,3:50.0,,Defensive rebound by C. Budinger,75,72
259,3,3:42.0,,A. Payne makes 2-pt jump shot from 17 ft (assist by L. Brown),75,74
260,3,3:42.0,Charlotte full timeout,,75,74
261,3,3:42.0,B. Biyombo enters the game for A. Jefferson,,75,74
262,3,3:20.0,M. Kidd-Gilchrist misses 2-pt jump shot from 18 ft,,75,74
263,3,3:19.0,,Defensive rebound by L. Brown,75,74
264,3,2:55.0,,Turnover by G. Neal (lost ball; steal by K. Walker),75,74
265,3,2:48.0,K. Walker misses 2-pt jump shot from 10 ft,,75,74
266,3,2:47.0,Offensive rebound by M. Kidd-Gilchrist,,75,74
267,3,2:41.0,M. Kidd-Gilchrist makes 2-pt dunk at rim (assist by M. Williams),,77,74
268,3,2:19.0,,A. Wiggins makes 2-pt jump shot from 12 ft,77,76
269,3,2:06.0,M. Williams makes 3-pt jump shot from 25 ft (assist by K. Walker),,80,76
270,3,1:47.0,,A. Payne makes 2-pt jump shot from 13 ft (assist by A. Wiggins),80,78
271,3,1:29.0,Turnover by M. Williams (bad pass; steal by G. Neal),,80,78
272,3,1:23.0,,Turnover by G. Neal (bad pass),80,78
273,3,1:23.0,L. Stephenson enters the game for K. Walker,,80,78
274,3,1:08.0,M. Williams misses 3-pt jump shot from 25 ft,,80,78
275,3,1:07.0,,Defensive rebound by A. Payne,80,78
276,3,0:57.0,,A. Wiggins misses 2-pt jump shot from 11 ft,80,78
277,3,0:56.0,Defensive rebound by M. Williams,,80,78
278,3,0:50.0,M. Williams misses 2-pt jump shot from 14 ft,,80,78
279,3,0:49.0,,Defensive rebound by A. Payne,80,78
280,3,0:42.0,,G. Neal misses 3-pt jump shot from 24 ft,80,78
281,3,0:41.0,Defensive rebound by M. Williams,,80,78
282,3,0:33.0,L. Stephenson makes 2-pt jump shot from 7 ft,,82,78
283,3,0:22.0,,G. Neal misses 2-pt jump shot from 14 ft,82,78
284,3,0:21.0,Defensive rebound by M. Williams,,82,78
285,3,0:06.0,Personal take foul by L. Brown (drawn by M. Williams),,82,78
286,3,0:01.0,M. Williams misses 3-pt jump shot from 29 ft,,82,78
287,3,0:00.0,,Defensive rebound by A. Payne,82,78
288,4,11:45.0,,K. Martin makes 2-pt jump shot from 20 ft (assist by G. Neal),82,80
289,4,11:26.0,M. Williams makes 2-pt jump shot from 19 ft,,84,80
290,4,11:03.0,,K. Martin misses 2-pt jump shot from 5 ft,84,80
291,4,11:02.0,Defensive rebound by M. Williams,,84,80
292,4,10:57.0,M. Kidd-Gilchrist makes 2-pt layup at rim (assist by M. Williams),,86,80
293,4,10:49.0,,Personal foul by B. Biyombo (drawn by K. Martin),86,80
294,4,10:33.0,,Turnover by G. Neal (traveling),86,80
295,4,10:33.0,,Minnesota full timeout,86,80
296,4,10:33.0,,G. Dieng enters the game for A. Payne,86,80
297,4,10:33.0,,A. Wiggins enters the game for G. Neal,86,80
298,4,10:15.0,G. Henderson misses 2-pt jump shot from 21 ft,,86,80
299,4,10:14.0,,Defensive rebound by K. Martin,86,80
300,4,9:57.0,,K. Martin misses 2-pt jump shot from 9 ft (block by B. Biyombo),86,80
301,4,9:56.0,,Offensive rebound by Team,86,80
302,4,9:52.0,,G. Dieng misses 2-pt jump shot from 10 ft,86,80
303,4,9:51.0,Defensive rebound by L. Stephenson,,86,80
304,4,9:42.0,M. Williams makes 3-pt jump shot from 25 ft (assist by L. Stephenson),,89,80
305,4,9:27.0,,A. Wiggins makes 2-pt jump shot from 16 ft (assist by L. Brown),89,82
306,4,9:13.0,M. Williams misses 3-pt jump shot from 25 ft,,89,82
307,4,9:12.0,,Defensive rebound by C. Budinger,89,82
308,4,8:54.0,,C. Budinger makes 2-pt layup at rim (assist by K. Martin),89,84
309,4,8:29.0,Turnover by M. Kidd-Gilchrist (lost ball; steal by L. Brown),,89,84
310,4,8:14.0,,A. Wiggins misses 2-pt jump shot from 12 ft,89,84
311,4,8:13.0,,Offensive rebound by G. Dieng,89,84
312,4,8:10.0,,K. Martin misses 3-pt jump shot from 24 ft,89,84
313,4,8:08.0,Defensive rebound by L. Stephenson,,89,84
314,4,7:59.0,,Z. LaVine enters the game for L. Brown,89,84
315,4,7:59.0,M. Williams enters the game for M. Kidd-Gilchrist,,89,84
316,4,7:57.0,M. Williams misses 2-pt jump shot from 15 ft,,89,84
317,4,7:55.0,Offensive rebound by M. Williams,,89,84
318,4,7:55.0,M. Williams makes 2-pt tip-in at rim,,91,84
319,4,7:36.0,,Personal foul by B. Biyombo (drawn by A. Wiggins),91,84
320,4,7:36.0,A. Jefferson enters the game for B. Biyombo,,91,84
321,4,7:21.0,,C. Budinger misses 3-pt jump shot from 23 ft,91,84
322,4,7:20.0,Defensive rebound by M. Williams,,91,84
323,4,7:12.0,L. Stephenson misses 2-pt layup at rim,,91,84
324,4,7:11.0,,Defensive rebound by C. Budinger,91,84
325,4,7:02.0,,Turnover by Z. LaVine (bad pass; steal by A. Jefferson),91,84
326,4,6:47.0,L. Stephenson misses 2-pt layup from 3 ft,,91,84
327,4,6:46.0,,Defensive rebound by C. Budinger,91,84
328,4,6:38.0,,Minnesota full timeout,91,84
329,4,6:38.0,K. Walker enters the game for G. Henderson,,91,84
330,4,6:38.0,,A. Payne enters the game for C. Budinger,91,84
331,4,6:28.0,,K. Martin makes 2-pt jump shot from 16 ft,91,86
332,4,6:14.0,A. Jefferson makes 2-pt layup at rim (assist by L. Stephenson),,93,86
333,4,5:59.0,,Z. LaVine makes 2-pt layup from 1 ft,93,88
334,4,5:33.0,K. Walker makes 2-pt layup at rim,,95,88
335,4,5:33.0,Shooting foul by A. Payne (drawn by K. Walker),,95,88
336,4,5:33.0,K. Walker makes free throw 1 of 1,,96,88
337,4,5:15.0,,K. Martin misses 2-pt jump shot from 14 ft,96,88
338,4,5:14.0,,Offensive rebound by G. Dieng,96,88
339,4,5:14.0,,G. Dieng makes 2-pt layup at rim,96,90
340,4,5:14.0,,Shooting foul by M. Williams (drawn by G. Dieng),96,90
341,4,5:14.0,,G. Dieng makes free throw 1 of 1,96,91
342,4,4:55.0,M. Williams misses 2-pt jump shot from 11 ft,,96,91
343,4,4:54.0,Offensive rebound by A. Jefferson,,96,91
344,4,4:42.0,M. Williams makes 2-pt dunk at rim,,98,91
345,4,4:27.0,,G. Dieng makes 2-pt layup at rim (assist by Z. LaVine),98,93
346,4,4:27.0,,Shooting foul by K. Walker (drawn by G. Dieng),98,93
347,4,4:27.0,M. Kidd-Gilchrist enters the game for L. Stephenson,,98,93
348,4,4:27.0,,G. Dieng makes free throw 1 of 1,98,94
349,4,4:04.0,A. Jefferson misses 2-pt jump shot from 18 ft,,98,94
350,4,4:02.0,,Defensive rebound by A. Payne,98,94
351,4,3:45.0,,A. Wiggins misses 2-pt jump shot from 20 ft,98,94
352,4,3:44.0,Defensive rebound by A. Jefferson,,98,94
353,4,3:36.0,M. Williams makes 2-pt jump shot from 17 ft (assist by K. Walker),,100,94
354,4,3:23.0,,Z. LaVine misses 2-pt layup from 2 ft (block by M. Williams),100,94
355,4,3:23.0,,Offensive rebound by Team,100,94
356,4,3:20.0,,K. Martin makes 2-pt jump shot from 11 ft (assist by G. Dieng),100,96
357,4,3:06.0,Personal foul by K. Martin (drawn by M. Williams),,100,96
358,4,2:58.0,Personal foul by A. Wiggins (drawn by M. Williams),,100,96
359,4,2:58.0,Charlotte full timeout,,100,96
360,4,2:52.0,M. Williams misses 3-pt jump shot from 26 ft,,100,96
361,4,2:51.0,Offensive rebound by M. Kidd-Gilchrist,,100,96
362,4,2:33.0,K. Walker misses 2-pt jump shot from 7 ft,,100,96
363,4,2:32.0,Offensive rebound by A. Jefferson,,100,96
364,4,2:30.0,A. Jefferson makes 2-pt layup at rim,,102,96
365,4,2:15.0,,K. Martin misses 2-pt jump shot from 15 ft,102,96
366,4,2:14.0,Defensive rebound by K. Walker,,102,96
367,4,1:53.0,M. Williams makes 2-pt jump shot from 21 ft (assist by M. Williams),,104,96
368,4,1:53.0,,Minnesota full timeout,104,96
369,4,1:43.0,,K. Martin makes 2-pt jump shot from 15 ft (assist by A. Wiggins),104,98
370,4,1:19.0,M. Williams misses 2-pt jump shot from 20 ft,,104,98
371,4,1:17.0,Offensive rebound by M. Kidd-Gilchrist,,104,98
372,4,1:03.0,M. Williams makes 3-pt jump shot from 25 ft (assist by K. Walker),,107,98
373,4,0:57.0,,Z. LaVine misses 2-pt jump shot from 6 ft,107,98
374,4,0:56.0,Defensive rebound by K. Walker,,107,98
375,4,0:39.0,Personal foul by G. Dieng (drawn by K. Walker),,107,98
376,4,0:26.0,A. Jefferson makes 2-pt layup from 2 ft (assist by K. Walker),,109,98
