,QUARTER,TIME_REMAINING,ATLANTA_ACTION,BROOKLYN_ACTION,ATLANTA_SCORE,BROOKLYN_SCORE
0,1,11:43.0,,D. Williams misses 2-pt layup from 2 ft,0,0
1,1,11:42.0,Defensive rebound by P. Millsap,,0,0
2,1,11:19.0,A. Horford makes 2-pt layup from 3 ft (assist by J. Teague),,2,0
3,1,10:51.0,,J. Johnson misses 2-pt jump shot from 4 ft,2,0
4,1,10:50.0,,Offensive rebound by B. Lopez,2,0
5,1,10:49.0,,B. Lopez misses 2-pt layup from 1 ft (block by K. Korver),2,0
6,1,10:48.0,,Offensive rebound by B. Lopez,2,0
7,1,10:47.0,,B. Lopez misses 2-pt layup from 2 ft (block by K. Korver),2,0
8,1,10:45.0,,Offensive rebound by J. Johnson,2,0
9,1,10:42.0,,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by J. Johnson),2,3
10,1,10:36.0,P. Millsap misses 2-pt layup from 2 ft,,2,3
11,1,10:35.0,,Defensive rebound by D. Williams,2,3
12,1,10:26.0,,T. Young makes 2-pt jump shot from 10 ft (assist by D. Williams),2,5
13,1,10:10.0,A. Horford misses 2-pt jump shot from 17 ft,,2,5
14,1,10:09.0,,Defensive rebound by D. Williams,2,5
15,1,10:00.0,,J. Johnson makes 2-pt jump shot from 20 ft (assist by D. Williams),2,7
16,1,9:34.0,A. Horford misses 3-pt jump shot from 23 ft,,2,7
17,1,9:32.0,Offensive rebound by Team,,2,7
18,1,9:22.0,P. Millsap misses 2-pt jump shot from 5 ft,,2,7
19,1,9:21.0,,Defensive rebound by B. Lopez,2,7
20,1,9:13.0,,D. Williams makes 3-pt jump shot from 25 ft (assist by B. Bogdanović),2,10
21,1,9:13.0,Atlanta full timeout,,2,10
22,1,8:50.0,Turnover by D. Carroll (bad pass; steal by D. Williams),,2,10
23,1,8:42.0,,B. Bogdanović misses 3-pt jump shot from 23 ft,2,10
24,1,8:41.0,Defensive rebound by K. Korver,,2,10
25,1,8:30.0,Turnover by A. Horford (lost ball; steal by J. Johnson),,2,10
26,1,8:13.0,,Shooting foul by J. Teague (drawn by B. Lopez),2,10
27,1,8:13.0,,B. Lopez misses free throw 1 of 2,2,10
28,1,8:13.0,,Offensive rebound by Team,2,10
29,1,8:13.0,,B. Lopez makes free throw 2 of 2,2,11
30,1,8:00.0,Turnover by J. Teague (bad pass),,2,11
31,1,7:51.0,,Turnover by D. Williams (bad pass),2,11
32,1,7:41.0,Personal foul by T. Young (drawn by A. Horford),,2,11
33,1,7:41.0,A. Horford misses free throw 1 of 2,,2,11
34,1,7:41.0,Offensive rebound by Team,,2,11
35,1,7:41.0,A. Horford makes free throw 2 of 2,,3,11
36,1,7:31.0,,B. Lopez makes 2-pt layup from 3 ft (assist by D. Williams),3,13
37,1,7:31.0,,Shooting foul by P. Millsap (drawn by B. Lopez),3,13
38,1,7:31.0,,B. Lopez makes free throw 1 of 1,3,14
39,1,7:25.0,J. Teague misses 2-pt layup from 2 ft,,3,14
40,1,7:23.0,Offensive rebound by A. Horford,,3,14
41,1,7:21.0,A. Horford misses 2-pt jump shot from 4 ft,,3,14
42,1,7:20.0,Offensive rebound by J. Teague,,3,14
43,1,6:57.0,D. Carroll misses 2-pt jump shot from 7 ft,,3,14
44,1,6:56.0,,Defensive rebound by B. Lopez,3,14
45,1,6:43.0,,J. Johnson misses 3-pt jump shot from 25 ft,3,14
46,1,6:42.0,,Offensive rebound by B. Bogdanović,3,14
47,1,6:32.0,,T. Young misses 2-pt jump shot from 16 ft,3,14
48,1,6:31.0,Defensive rebound by P. Millsap,,3,14
49,1,6:26.0,D. Carroll makes 2-pt layup from 2 ft (assist by P. Millsap),,5,14
50,1,6:08.0,,B. Bogdanović makes 2-pt jump shot from 17 ft,5,16
51,1,5:47.0,A. Horford misses 2-pt jump shot from 15 ft,,5,16
52,1,5:46.0,,Defensive rebound by D. Williams,5,16
53,1,5:34.0,,J. Johnson misses 3-pt jump shot from 25 ft,5,16
54,1,5:33.0,Defensive rebound by P. Millsap,,5,16
55,1,5:25.0,Personal foul by B. Bogdanović (drawn by J. Teague),,5,16
56,1,5:25.0,P. Antić enters the game for A. Horford,,5,16
57,1,5:11.0,D. Carroll makes 3-pt jump shot from 23 ft (assist by K. Korver),,8,16
58,1,4:54.0,,D. Williams misses 3-pt jump shot from 25 ft,8,16
59,1,4:53.0,Defensive rebound by K. Korver,,8,16
60,1,4:44.0,K. Bazemore enters the game for K. Korver,,8,16
61,1,4:39.0,P. Antić makes 2-pt layup from 2 ft (assist by K. Bazemore),,10,16
62,1,4:19.0,,Turnover by B. Lopez (lost ball; steal by P. Millsap),10,16
63,1,4:09.0,Turnover by K. Bazemore (lost ball; steal by J. Johnson),,10,16
64,1,4:02.0,,B. Lopez misses 2-pt layup from 3 ft,10,16
65,1,4:01.0,Defensive rebound by P. Millsap,,10,16
66,1,3:46.0,K. Bazemore makes 2-pt layup from 3 ft (assist by J. Teague),,12,16
67,1,3:30.0,,B. Bogdanović makes 3-pt jump shot from 27 ft (assist by J. Johnson),12,19
68,1,3:22.0,J. Teague misses 2-pt jump shot from 5 ft,,12,19
69,1,3:21.0,Offensive rebound by D. Carroll,,12,19
70,1,3:19.0,D. Carroll makes 2-pt layup from 2 ft,,14,19
71,1,3:19.0,,Brooklyn full timeout,14,19
72,1,3:19.0,,A. Anderson enters the game for J. Johnson,14,19
73,1,3:19.0,D. Schröder enters the game for J. Teague,,14,19
74,1,3:19.0,K. Korver enters the game for D. Carroll,,14,19
75,1,2:54.0,,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by A. Anderson),14,22
76,1,2:48.0,Shooting foul by B. Bogdanović (drawn by K. Bazemore),,14,22
77,1,2:48.0,K. Bazemore makes free throw 1 of 2,,15,22
78,1,2:48.0,,J. Jack enters the game for B. Bogdanović,15,22
79,1,2:48.0,K. Bazemore makes free throw 2 of 2,,16,22
80,1,2:42.0,,Turnover by D. Williams (lost ball),16,22
81,1,2:33.0,K. Korver misses 2-pt jump shot from 13 ft,,16,22
82,1,2:32.0,Offensive rebound by P. Millsap,,16,22
83,1,2:31.0,P. Millsap misses 2-pt tip-in from 2 ft,,16,22
84,1,2:30.0,,Defensive rebound by B. Lopez,16,22
85,1,2:21.0,,A. Anderson makes 2-pt layup from 2 ft (assist by T. Young),16,24
86,1,2:03.0,Turnover by K. Bazemore (bad pass; steal by T. Young),,16,24
87,1,1:51.0,,Shooting foul by K. Bazemore (drawn by B. Lopez),16,24
88,1,1:51.0,,B. Lopez misses free throw 1 of 2,16,24
89,1,1:51.0,,Offensive rebound by Team,16,24
90,1,1:51.0,A. Horford enters the game for P. Millsap,,16,24
91,1,1:51.0,,B. Lopez makes free throw 2 of 2,16,25
92,1,1:35.0,D. Schröder misses 3-pt jump shot from 25 ft,,16,25
93,1,1:33.0,,Defensive rebound by T. Young,16,25
94,1,1:21.0,,T. Young makes 2-pt layup from 3 ft,16,27
