,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,HOUSTON_ACTION,MILWAUKEE_SCORE,HOUSTON_SCORE
0,1,11:43.0,J. Dudley makes 2-pt jump shot from 20 ft (assist by K. Middleton),,2,0
1,1,11:21.0,,D. Motiejūnas makes 2-pt hook shot from 5 ft (assist by P. Beverley),2,2
2,1,11:03.0,Turnover by K. Middleton (bad pass; steal by J. Dorsey),,2,2
3,1,10:57.0,,T. Ariza makes 2-pt dunk at rim (assist by P. Beverley),2,4
4,1,10:47.0,Turnover by B. Knight (bad pass; steal by T. Ariza),,2,4
5,1,10:42.0,,T. Ariza makes 2-pt dunk at rim,2,6
6,1,10:17.0,J. Henson misses 2-pt layup from 2 ft,,2,6
7,1,10:16.0,Offensive rebound by J. Dudley,,2,6
8,1,10:11.0,J. Dudley misses 2-pt jump shot from 16 ft,,2,6
9,1,10:10.0,,Defensive rebound by J. Dorsey,2,6
10,1,10:07.0,,Shooting foul by B. Knight (drawn by J. Harden),2,6
11,1,10:07.0,,J. Harden misses free throw 1 of 2,2,6
12,1,10:07.0,,Offensive rebound by Team,2,6
13,1,10:07.0,,J. Harden makes free throw 2 of 2,2,7
14,1,9:52.0,K. Middleton makes 2-pt jump shot from 17 ft (assist by J. Henson),,4,7
15,1,9:39.0,,J. Dorsey misses 2-pt layup from 2 ft (block by J. Henson),4,7
16,1,9:37.0,Defensive rebound by G. Antetokounmpo,,4,7
17,1,9:33.0,G. Antetokounmpo makes 2-pt hook shot at rim,,6,7
18,1,9:23.0,,T. Ariza makes 2-pt jump shot from 20 ft,6,9
19,1,9:09.0,K. Middleton misses 3-pt jump shot from 23 ft,,6,9
20,1,9:09.0,,Defensive rebound by J. Dorsey,6,9
21,1,9:01.0,,J. Harden misses 3-pt jump shot from 27 ft,6,9
22,1,9:00.0,,Offensive rebound by D. Motiejūnas,6,9
23,1,8:52.0,,Turnover by J. Harden (bad pass; steal by K. Middleton),6,9
24,1,8:45.0,B. Knight misses 2-pt jump shot from 16 ft,,6,9
25,1,8:44.0,,Defensive rebound by J. Dorsey,6,9
26,1,8:19.0,,D. Motiejūnas misses 2-pt jump shot from 6 ft,6,9
27,1,8:18.0,Defensive rebound by Team,,6,9
28,1,8:04.0,J. Henson makes 2-pt layup from 2 ft (assist by J. Dudley),,8,9
29,1,7:50.0,,J. Harden makes 2-pt layup from 1 ft,8,11
30,1,7:50.0,,Shooting foul by J. Henson (drawn by J. Harden),8,11
31,1,7:50.0,O. Mayo enters the game for K. Middleton,,8,11
32,1,7:50.0,,J. Harden misses free throw 1 of 1,8,11
33,1,7:50.0,Defensive rebound by G. Antetokounmpo,,8,11
34,1,7:25.0,Turnover by Team (shot clock),,8,11
35,1,7:17.0,,Turnover by D. Motiejūnas (lost ball),8,11
36,1,7:04.0,J. Henson makes 2-pt dunk at rim (assist by B. Knight),,10,11
37,1,6:46.0,,J. Dorsey makes 2-pt layup from 2 ft (assist by T. Ariza),10,13
38,1,6:35.0,B. Knight misses 2-pt jump shot from 3 ft,,10,13
39,1,6:34.0,,Defensive rebound by J. Dorsey,10,13
40,1,6:26.0,,D. Motiejūnas makes 2-pt hook shot from 4 ft (assist by J. Harden),10,15
41,1,6:09.0,O. Mayo misses 2-pt jump shot from 18 ft,,10,15
42,1,6:08.0,,Defensive rebound by T. Ariza,10,15
43,1,5:59.0,,T. Ariza makes 3-pt jump shot from 24 ft (assist by J. Harden),10,18
44,1,5:58.0,Milwaukee full timeout,,10,18
45,1,5:58.0,J. O'Bryant enters the game for J. Henson,,10,18
46,1,5:58.0,J. Bayless enters the game for B. Knight,,10,18
47,1,5:58.0,,J. Smith enters the game for J. Dorsey,10,18
48,1,5:50.0,Personal foul by T. Ariza (drawn by G. Antetokounmpo),,10,18
49,1,5:46.0,Turnover by O. Mayo (lost ball; steal by D. Motiejūnas),,10,18
50,1,5:41.0,,T. Ariza misses 2-pt layup from 1 ft,10,18
51,1,5:40.0,,Offensive rebound by D. Motiejūnas,10,18
52,1,5:40.0,,D. Motiejūnas makes 2-pt tip-in at rim,10,20
53,1,5:15.0,J. Dudley misses 2-pt layup from 1 ft,,10,20
54,1,5:14.0,,Defensive rebound by D. Motiejūnas,10,20
55,1,4:57.0,,P. Beverley makes 2-pt jump shot from 8 ft,10,22
56,1,4:41.0,Def 3 sec tech foul by J. Smith,,10,22
57,1,4:41.0,J. Bayless misses technical free throw,,10,22
58,1,4:41.0,Offensive rebound by Team,,10,22
59,1,4:41.0,,T. Jones enters the game for D. Motiejūnas,10,22
60,1,4:24.0,G. Antetokounmpo makes 2-pt jump shot from 12 ft,,12,22
61,1,4:02.0,,J. Harden makes 3-pt jump shot from 26 ft (assist by J. Smith),12,25
62,1,3:45.0,G. Antetokounmpo misses 2-pt layup at rim,,12,25
63,1,3:44.0,,Defensive rebound by T. Jones,12,25
64,1,3:36.0,,J. Harden makes 2-pt jump shot from 3 ft,12,27
65,1,3:17.0,G. Antetokounmpo misses 2-pt jump shot from 5 ft,,12,27
66,1,3:16.0,Offensive rebound by G. Antetokounmpo,,12,27
67,1,3:05.0,G. Antetokounmpo makes 2-pt jump shot from 3 ft (assist by J. Bayless),,14,27
68,1,2:56.0,,Houston full timeout,14,27
69,1,2:56.0,E. İlyasova enters the game for G. Antetokounmpo,,14,27
70,1,2:56.0,,C. Brewer enters the game for T. Ariza,14,27
71,1,2:56.0,,J. Terry enters the game for P. Beverley,14,27
72,1,2:48.0,,C. Brewer misses 2-pt layup from 2 ft,14,27
73,1,2:47.0,Defensive rebound by J. Bayless,,14,27
74,1,2:29.0,O. Mayo makes 2-pt jump shot from 8 ft,,16,27
75,1,2:24.0,,J. Harden makes 2-pt layup from 2 ft (assist by J. Smith),16,29
76,1,2:03.0,O. Mayo makes 2-pt jump shot from 3 ft,,18,29
77,1,1:48.0,,J. Terry misses 3-pt jump shot from 23 ft,18,29
78,1,1:47.0,Defensive rebound by J. Bayless,,18,29
79,1,1:42.0,J. Bayless misses 2-pt layup from 1 ft,,18,29
80,1,1:41.0,,Defensive rebound by J. Harden,18,29
81,1,1:33.0,,J. Terry misses 3-pt jump shot from 25 ft,18,29
82,1,1:32.0,Defensive rebound by J. O'Bryant,,18,29
83,1,1:23.0,E. İlyasova misses 3-pt jump shot from 24 ft,,18,29
84,1,1:22.0,Offensive rebound by J. O'Bryant,,18,29
85,1,1:18.0,J. O'Bryant makes 2-pt jump shot from 14 ft,,20,29
86,1,1:00.0,,Shooting foul by J. O'Bryant (drawn by J. Harden),20,29
87,1,1:00.0,,J. Harden makes free throw 1 of 2,20,30
88,1,1:00.0,,J. Harden makes free throw 2 of 2,20,31
89,1,0:49.0,O. Mayo makes 3-pt jump shot from 25 ft (assist by E. İlyasova),,23,31
90,1,0:30.0,,J. Harden makes 3-pt jump shot from 24 ft,23,34
91,1,0:11.0,J. O'Bryant misses 2-pt layup from 1 ft,,23,34
92,1,0:10.0,,Defensive rebound by J. Smith,23,34
93,1,0:02.0,,T. Jones makes 2-pt layup from 1 ft (assist by J. Harden),23,36
94,2,11:47.0,,J. Smith makes 3-pt jump shot from 24 ft (assist by C. Brewer),23,39
95,2,11:36.0,J. Bayless makes 2-pt jump shot from 6 ft,,25,39
96,2,11:22.0,,T. Ariza makes 3-pt jump shot from 25 ft (assist by T. Jones),25,42
97,2,11:08.0,Technical foul by J. Bayless,,25,42
98,2,11:08.0,,J. Terry makes technical free throw,25,43
99,2,11:05.0,Personal foul by C. Brewer (drawn by E. İlyasova),,25,43
100,2,11:05.0,,D. Motiejūnas enters the game for T. Jones,25,43
101,2,10:57.0,E. İlyasova misses 2-pt jump shot from 7 ft (block by D. Motiejūnas),,25,43
102,2,10:56.0,,Defensive rebound by J. Terry,25,43
103,2,10:38.0,,C. Brewer misses 2-pt jump shot from 8 ft (block by J. Dudley),25,43
104,2,10:35.0,Defensive rebound by K. Middleton,,25,43
105,2,10:30.0,J. Bayless misses 2-pt jump shot from 7 ft,,25,43
106,2,10:29.0,,Defensive rebound by J. Smith,25,43
107,2,10:21.0,,J. Terry misses 2-pt jump shot from 18 ft,25,43
108,2,10:20.0,Defensive rebound by B. Knight,,25,43
109,2,10:14.0,B. Knight makes 2-pt jump shot from 14 ft,,27,43
110,2,9:57.0,,Turnover by D. Motiejūnas (lost ball; steal by B. Knight),27,43
111,2,9:52.0,J. Gutiérrez enters the game for J. Bayless,,27,43
112,2,9:49.0,K. Middleton misses 2-pt jump shot from 16 ft,,27,43
113,2,9:48.0,,Defensive rebound by J. Smith,27,43
114,2,9:43.0,,T. Jones enters the game for J. Smith,27,43
115,2,9:40.0,,C. Brewer misses 3-pt jump shot from 23 ft,27,43
116,2,9:39.0,Defensive rebound by K. Middleton,,27,43
117,2,9:27.0,B. Knight makes 3-pt jump shot from 25 ft,,30,43
118,2,9:07.0,,T. Ariza makes 3-pt jump shot from 23 ft (assist by T. Jones),30,46
119,2,8:56.0,E. İlyasova makes 2-pt layup from 1 ft (assist by B. Knight),,32,46
120,2,8:42.0,Offensive charge foul by T. Ariza (drawn by E. İlyasova),,32,46
121,2,8:42.0,,Turnover by T. Ariza (offensive foul),32,46
122,2,8:42.0,Milwaukee full timeout,,32,46
123,2,8:42.0,,P. Beverley enters the game for J. Terry,32,46
124,2,8:42.0,O. Mayo enters the game for K. Middleton,,32,46
125,2,8:42.0,J. Henson enters the game for E. İlyasova,,32,46
126,2,8:23.0,O. Mayo makes 2-pt layup from 2 ft (assist by J. Henson),,34,46
127,2,8:06.0,,P. Beverley misses 3-pt jump shot from 25 ft,34,46
128,2,8:05.0,Defensive rebound by B. Knight,,34,46
129,2,8:01.0,J. Gutiérrez makes 2-pt layup at rim (assist by B. Knight),,36,46
130,2,7:52.0,,C. Brewer makes 2-pt jump shot from 20 ft (assist by D. Motiejūnas),36,48
131,2,7:37.0,J. Henson misses 2-pt jump shot from 8 ft,,36,48
132,2,7:35.0,Offensive rebound by Team,,36,48
133,2,7:35.0,,J. Harden enters the game for T. Ariza,36,48
134,2,7:35.0,G. Antetokounmpo enters the game for J. Dudley,,36,48
135,2,7:31.0,O. Mayo misses 2-pt jump shot from 11 ft,,36,48
136,2,7:30.0,,Defensive rebound by Team,36,48
137,2,7:16.0,,P. Beverley misses 2-pt jump shot from 15 ft,36,48
138,2,7:15.0,,Offensive rebound by P. Beverley,36,48
139,2,7:09.0,,T. Jones makes 2-pt layup from 2 ft (assist by P. Beverley),36,50
140,2,6:56.0,Turnover by B. Knight (bad pass; steal by C. Brewer),,36,50
141,2,6:56.0,Loose ball foul by O. Mayo (drawn by C. Brewer),,36,50
142,2,6:47.0,,J. Harden makes 2-pt layup from 1 ft,36,52
143,2,6:30.0,Turnover by G. Antetokounmpo (bad pass),,36,52
144,2,6:30.0,,J. Smith enters the game for T. Jones,36,52
145,2,6:18.0,,D. Motiejūnas misses 2-pt hook shot from 8 ft,36,52
146,2,6:17.0,Defensive rebound by J. Henson,,36,52
147,2,6:11.0,Personal foul by P. Beverley (drawn by B. Knight),,36,52
148,2,6:08.0,Turnover by O. Mayo (lost ball; steal by C. Brewer),,36,52
149,2,6:03.0,,D. Motiejūnas makes 2-pt dunk at rim (assist by C. Brewer),36,54
150,2,6:02.0,Milwaukee full timeout,,36,54
151,2,6:02.0,,T. Ariza enters the game for C. Brewer,36,54
152,2,5:49.0,J. Gutiérrez makes 2-pt jump shot from 6 ft (assist by B. Knight),,38,54
153,2,5:39.0,,T. Ariza misses 2-pt jump shot from 18 ft,38,54
154,2,5:37.0,Defensive rebound by G. Antetokounmpo,,38,54
155,2,5:32.0,O. Mayo makes 2-pt layup from 1 ft (assist by G. Antetokounmpo),,40,54
156,2,5:14.0,,Personal foul by J. Gutiérrez (drawn by T. Ariza),40,54
157,2,5:01.0,,J. Smith makes 3-pt jump shot from 24 ft (assist by P. Beverley),40,57
158,2,4:37.0,J. Henson makes 2-pt dunk at rim (assist by G. Antetokounmpo),,42,57
159,2,4:18.0,,T. Ariza makes 3-pt jump shot from 23 ft (assist by J. Harden),42,60
160,2,4:01.0,G. Antetokounmpo makes 2-pt jump shot from 18 ft (assist by B. Knight),,44,60
161,2,3:51.0,,Turnover by J. Harden (lost ball; steal by B. Knight),44,60
162,2,3:45.0,B. Knight makes 2-pt layup at rim,,46,60
163,2,3:34.0,,T. Ariza misses 3-pt jump shot from 25 ft,46,60
164,2,3:33.0,Defensive rebound by G. Antetokounmpo,,46,60
165,2,3:24.0,J. Gutiérrez makes 2-pt layup from 2 ft,,48,60
166,2,3:20.0,,Houston full timeout,48,60
167,2,3:20.0,,T. Jones enters the game for D. Motiejūnas,48,60
168,2,3:02.0,,J. Smith makes 3-pt jump shot from 23 ft (assist by T. Jones),48,63
169,2,2:44.0,B. Knight misses 2-pt jump shot from 21 ft,,48,63
170,2,2:43.0,,Defensive rebound by T. Jones,48,63
171,2,2:34.0,,Personal foul by O. Mayo (drawn by J. Harden),48,63
172,2,2:27.0,,J. Smith makes 2-pt hook shot from 9 ft (assist by T. Ariza),48,65
173,2,2:27.0,,Shooting foul by G. Antetokounmpo (drawn by J. Smith),48,65
174,2,2:27.0,,J. Smith misses free throw 1 of 1,48,65
175,2,2:27.0,Defensive rebound by J. Gutiérrez,,48,65
176,2,2:08.0,G. Antetokounmpo misses 2-pt jump shot from 7 ft,,48,65
177,2,2:07.0,Offensive rebound by J. Henson,,48,65
178,2,1:51.0,J. Henson makes 2-pt jump shot from 8 ft (assist by O. Mayo),,50,65
179,2,1:35.0,,P. Beverley misses 2-pt jump shot from 11 ft,50,65
180,2,1:34.0,Defensive rebound by O. Mayo,,50,65
181,2,1:31.0,Shooting foul by T. Jones (drawn by G. Antetokounmpo),,50,65
182,2,1:31.0,G. Antetokounmpo makes free throw 1 of 2,,51,65
183,2,1:31.0,E. İlyasova enters the game for J. Henson,,51,65
184,2,1:31.0,G. Antetokounmpo makes free throw 2 of 2,,52,65
185,2,1:09.0,,J. Smith misses 2-pt layup from 2 ft,52,65
186,2,1:08.0,,Offensive rebound by J. Smith,52,65
187,2,1:05.0,,J. Harden misses 3-pt jump shot from 24 ft,52,65
188,2,1:04.0,Defensive rebound by B. Knight,,52,65
189,2,1:00.0,Turnover by B. Knight (lost ball; steal by J. Smith),,52,65
190,2,0:56.0,,T. Ariza makes 3-pt jump shot from 24 ft (assist by P. Beverley),52,68
191,2,0:34.0,G. Antetokounmpo misses 2-pt jump shot from 4 ft (block by P. Beverley),,52,68
192,2,0:33.0,Offensive rebound by E. İlyasova,,52,68
193,2,0:33.0,E. İlyasova makes 2-pt layup at rim,,54,68
194,2,0:26.0,Violation by G. Antetokounmpo (kicked ball),,54,68
195,2,0:26.0,,Houston full timeout,54,68
196,2,0:10.0,,T. Jones misses 2-pt jump shot from 5 ft,54,68
197,2,0:09.0,Defensive rebound by G. Antetokounmpo,,54,68
198,2,0:05.0,E. İlyasova makes 2-pt layup from 2 ft (assist by G. Antetokounmpo),,56,68
199,2,0:00.0,,T. Ariza misses 2-pt jump shot from 21 ft,56,68
200,2,0:00.0,,Offensive rebound by Team,56,68
201,3,11:37.0,,D. Motiejūnas makes 2-pt jump shot from 7 ft (assist by J. Dorsey),56,70
202,3,11:18.0,B. Knight makes 3-pt jump shot from 22 ft (assist by J. Henson),,59,70
203,3,11:05.0,,Turnover by D. Motiejūnas (bad pass),59,70
204,3,10:53.0,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by B. Knight),,61,70
205,3,10:42.0,Violation by J. Henson (kicked ball),,61,70
206,3,10:33.0,,Turnover by D. Motiejūnas (bad pass),61,70
207,3,10:28.0,Offensive foul by J. Henson (drawn by T. Ariza),,61,70
208,3,10:28.0,Turnover by J. Henson (offensive foul),,61,70
209,3,10:10.0,,J. Dorsey makes 2-pt jump shot from 4 ft (assist by J. Harden),61,72
210,3,10:00.0,Turnover by J. Henson (lost ball; steal by T. Ariza),,61,72
211,3,9:46.0,,Turnover by P. Beverley (bad pass; steal by B. Knight),61,72
212,3,9:40.0,B. Knight misses 2-pt layup from 2 ft,,61,72
213,3,9:39.0,Offensive rebound by G. Antetokounmpo,,61,72
214,3,9:35.0,B. Knight misses 3-pt jump shot from 23 ft,,61,72
215,3,9:34.0,,Defensive rebound by T. Ariza,61,72
216,3,9:22.0,,P. Beverley misses 3-pt jump shot from 24 ft,61,72
217,3,9:20.0,,Offensive rebound by J. Dorsey,61,72
218,3,9:13.0,,T. Ariza misses 2-pt jump shot from 20 ft,61,72
219,3,9:12.0,Defensive rebound by G. Antetokounmpo,,61,72
220,3,9:05.0,J. Henson misses 2-pt jump shot from 3 ft,,61,72
221,3,9:04.0,Offensive rebound by G. Antetokounmpo,,61,72
222,3,9:04.0,G. Antetokounmpo makes 2-pt tip-in from 1 ft,,63,72
223,3,9:04.0,,Houston full timeout,63,72
224,3,9:04.0,,J. Smith enters the game for J. Dorsey,63,72
225,3,8:42.0,,J. Smith makes 3-pt jump shot from 25 ft (assist by P. Beverley),63,75
226,3,8:18.0,J. Henson makes 2-pt layup from 1 ft (assist by G. Antetokounmpo),,65,75
227,3,8:11.0,Violation by K. Middleton (kicked ball),,65,75
228,3,8:02.0,,D. Motiejūnas makes 2-pt layup from 1 ft (assist by J. Smith),65,77
229,3,7:35.0,G. Antetokounmpo makes 2-pt jump shot from 18 ft (assist by B. Knight),,67,77
230,3,7:15.0,,Turnover by J. Smith (bad pass; steal by B. Knight),67,77
231,3,7:12.0,Personal foul by P. Beverley (drawn by B. Knight),,67,77
232,3,6:54.0,K. Middleton makes 2-pt jump shot from 11 ft (assist by B. Knight),,69,77
233,3,6:39.0,,Shooting foul by K. Middleton (drawn by D. Motiejūnas),69,77
234,3,6:39.0,,D. Motiejūnas misses free throw 1 of 2,69,77
235,3,6:39.0,,Offensive rebound by Team,69,77
236,3,6:39.0,,D. Motiejūnas makes free throw 2 of 2,69,78
237,3,6:21.0,B. Knight misses 2-pt layup at rim,,69,78
238,3,6:20.0,Offensive rebound by J. Dudley,,69,78
239,3,6:13.0,G. Antetokounmpo misses 2-pt layup from 2 ft,,69,78
240,3,6:12.0,,Defensive rebound by J. Smith,69,78
241,3,6:05.0,,J. Harden makes 3-pt jump shot from 25 ft (assist by J. Smith),69,81
242,3,5:49.0,G. Antetokounmpo makes 2-pt dunk at rim (assist by J. Henson),,71,81
243,3,5:31.0,,J. Harden misses 3-pt jump shot from 24 ft,71,81
244,3,5:30.0,Defensive rebound by G. Antetokounmpo,,71,81
245,3,5:22.0,J. Dudley makes 3-pt jump shot from 23 ft (assist by B. Knight),,74,81
246,3,5:21.0,,Houston full timeout,74,81
247,3,5:11.0,,Turnover by J. Harden (lost ball; steal by J. Henson),74,81
248,3,5:06.0,Turnover by J. Henson (bad pass; steal by P. Beverley),,74,81
249,3,5:06.0,,Shooting foul by G. Antetokounmpo (drawn by D. Motiejūnas),74,81
250,3,5:06.0,,D. Motiejūnas misses free throw 1 of 2,74,81
251,3,5:06.0,,Offensive rebound by Team,74,81
252,3,5:06.0,,D. Motiejūnas makes free throw 2 of 2,74,82
253,3,4:45.0,K. Middleton misses 2-pt jump shot from 3 ft (block by P. Beverley),,74,82
254,3,4:44.0,Offensive rebound by Team,,74,82
255,3,4:41.0,B. Knight misses 3-pt jump shot from 26 ft,,74,82
256,3,4:40.0,Offensive rebound by K. Middleton,,74,82
257,3,4:36.0,Turnover by K. Middleton (bad pass; steal by T. Ariza),,74,82
258,3,4:34.0,,Shooting foul by B. Knight (drawn by J. Harden),74,82
259,3,4:34.0,,J. Harden misses free throw 1 of 2,74,82
260,3,4:34.0,,Offensive rebound by Team,74,82
261,3,4:34.0,,T. Jones enters the game for D. Motiejūnas,74,82
262,3,4:34.0,,C. Brewer enters the game for T. Ariza,74,82
263,3,4:34.0,,J. Harden makes free throw 2 of 2,74,83
264,3,4:15.0,J. Henson makes 2-pt jump shot from 5 ft (assist by K. Middleton),,76,83
265,3,3:52.0,,P. Beverley makes 3-pt jump shot from 22 ft (assist by J. Smith),76,86
266,3,3:49.0,Milwaukee full timeout,,76,86
267,3,3:49.0,O. Mayo enters the game for J. Dudley,,76,86
268,3,3:49.0,E. İlyasova enters the game for J. Henson,,76,86
269,3,3:30.0,G. Antetokounmpo makes 2-pt jump shot from 19 ft (assist by B. Knight),,78,86
270,3,3:12.0,,Turnover by J. Smith (lost ball; steal by O. Mayo),78,86
271,3,3:07.0,Personal foul by C. Brewer (drawn by O. Mayo),,78,86
272,3,2:50.0,E. İlyasova misses 2-pt layup from 2 ft,,78,86
273,3,2:49.0,,Defensive rebound by J. Smith,78,86
274,3,2:43.0,,T. Jones makes 2-pt layup at rim (assist by J. Smith),78,88
275,3,2:30.0,K. Middleton makes 2-pt jump shot from 17 ft (assist by B. Knight),,80,88
276,3,2:14.0,,T. Jones makes 2-pt dunk at rim (assist by C. Brewer),80,90
277,3,1:53.0,O. Mayo misses 2-pt jump shot from 15 ft,,80,90
278,3,1:52.0,,Defensive rebound by C. Brewer,80,90
279,3,1:49.0,,Turnover by C. Brewer (bad pass; steal by K. Middleton),80,90
280,3,1:45.0,K. Middleton makes 2-pt layup from 1 ft,,82,90
281,3,1:30.0,,Personal foul by K. Middleton (drawn by J. Harden),82,90
282,3,1:30.0,,J. Terry enters the game for P. Beverley,82,90
283,3,1:25.0,,J. Harden makes 2-pt layup from 2 ft,82,92
284,3,1:11.0,K. Middleton misses 2-pt jump shot from 21 ft,,82,92
285,3,1:10.0,,Defensive rebound by C. Brewer,82,92
286,3,1:04.0,,C. Brewer misses 2-pt layup from 1 ft,82,92
287,3,1:02.0,,Offensive rebound by J. Smith,82,92
288,3,1:00.0,,J. Smith misses 2-pt layup from 2 ft,82,92
289,3,1:00.0,Defensive rebound by G. Antetokounmpo,,82,92
290,3,0:49.0,B. Knight misses 3-pt jump shot from 24 ft,,82,92
291,3,0:47.0,,Defensive rebound by J. Harden,82,92
292,3,0:35.0,,Shooting foul by E. İlyasova (drawn by J. Harden),82,92
293,3,0:35.0,,J. Harden makes free throw 1 of 2,82,93
294,3,0:35.0,J. Dudley enters the game for G. Antetokounmpo,,82,93
295,3,0:35.0,J. Gutiérrez enters the game for B. Knight,,82,93
296,3,0:35.0,,J. Harden makes free throw 2 of 2,82,94
297,3,0:19.0,Personal foul by J. Harden (drawn by J. Gutiérrez),,82,94
298,3,0:07.0,E. İlyasova misses 2-pt jump shot from 4 ft,,82,94
299,3,0:06.0,,Defensive rebound by J. Smith,82,94
300,3,0:01.0,,T. Jones makes 2-pt dunk at rim (assist by C. Brewer),82,96
301,3,0:00.0,O. Mayo misses 3-pt jump shot from 49 ft,,82,96
302,3,0:00.0,Offensive rebound by Team,,82,96
303,4,11:48.0,E. İlyasova misses 2-pt jump shot from 16 ft,,82,96
304,4,11:48.0,,Defensive rebound by J. Terry,82,96
305,4,11:44.0,,C. Brewer makes 2-pt layup from 3 ft (assist by J. Terry),82,98
306,4,11:21.0,J. Gutiérrez makes 2-pt jump shot from 20 ft (assist by J. O'Bryant),,84,98
307,4,11:15.0,Offensive charge foul by J. Smith (drawn by E. İlyasova),,84,98
308,4,11:15.0,,Turnover by J. Smith (offensive foul),84,98
309,4,11:05.0,J. O'Bryant misses 2-pt jump shot from 18 ft,,84,98
310,4,11:04.0,,Defensive rebound by T. Ariza,84,98
311,4,10:50.0,,C. Brewer makes 3-pt jump shot from 22 ft (assist by J. Smith),84,101
312,4,10:27.0,J. Gutiérrez makes 2-pt layup from 2 ft (assist by O. Mayo),,86,101
313,4,10:27.0,Shooting foul by C. Brewer (drawn by J. Gutiérrez),,86,101
314,4,10:27.0,J. Gutiérrez makes free throw 1 of 1,,87,101
315,4,10:15.0,,J. Terry misses 3-pt jump shot from 26 ft,87,101
316,4,10:12.0,,Offensive rebound by Team,87,101
317,4,10:10.0,,Turnover by J. Terry (lost ball; steal by J. Gutiérrez),87,101
318,4,10:06.0,O. Mayo misses 2-pt layup from 3 ft (block by T. Jones),,87,101
319,4,10:05.0,Offensive rebound by Team,,87,101
320,4,9:54.0,O. Mayo misses 2-pt jump shot from 3 ft,,87,101
321,4,9:53.0,,Defensive rebound by J. Terry,87,101
322,4,9:49.0,,Turnover by C. Brewer (lost ball),87,101
323,4,9:35.0,E. İlyasova misses 2-pt jump shot from 5 ft,,87,101
324,4,9:34.0,,Defensive rebound by J. Smith,87,101
325,4,9:24.0,,T. Ariza misses 2-pt jump shot from 14 ft,87,101
326,4,9:23.0,Defensive rebound by J. Bayless,,87,101
327,4,9:12.0,J. Bayless makes 2-pt jump shot from 19 ft (assist by J. O'Bryant),,89,101
328,4,8:57.0,,J. Smith misses 3-pt jump shot from 25 ft,89,101
329,4,8:56.0,Defensive rebound by J. Bayless,,89,101
330,4,8:47.0,J. Bayless misses 2-pt jump shot from 20 ft,,89,101
331,4,8:46.0,,Defensive rebound by T. Jones,89,101
332,4,8:39.0,,Turnover by T. Jones (offensive foul),89,101
333,4,8:39.0,Offensive charge foul by T. Jones (drawn by E. İlyasova),,89,101
334,4,8:39.0,Milwaukee full timeout,,89,101
335,4,8:39.0,,D. Motiejūnas enters the game for J. Smith,89,101
336,4,8:39.0,,J. Harden enters the game for T. Jones,89,101
337,4,8:18.0,J. Bayless makes 2-pt jump shot from 19 ft,,91,101
338,4,8:02.0,,T. Ariza misses 3-pt jump shot from 24 ft,91,101
339,4,8:01.0,Defensive rebound by J. O'Bryant,,91,101
340,4,7:51.0,E. İlyasova misses 3-pt jump shot from 24 ft,,91,101
341,4,7:50.0,,Defensive rebound by Team,91,101
342,4,7:50.0,,P. Beverley enters the game for J. Terry,91,101
343,4,7:39.0,,Personal block foul by J. Gutiérrez (drawn by C. Brewer),91,101
344,4,7:39.0,K. Middleton enters the game for E. İlyasova,,91,101
345,4,7:32.0,Violation by J. O'Bryant (kicked ball),,91,101
346,4,7:26.0,,T. Ariza misses 3-pt jump shot from 23 ft,91,101
347,4,7:25.0,Defensive rebound by K. Middleton,,91,101
348,4,7:15.0,O. Mayo misses 3-pt jump shot from 24 ft,,91,101
349,4,7:14.0,,Defensive rebound by J. Harden,91,101
350,4,7:08.0,,Shooting foul by K. Middleton (drawn by J. Harden),91,101
351,4,7:08.0,,J. Harden makes free throw 1 of 2,91,102
