,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,HOUSTON_ACTION,MILWAUKEE_SCORE,HOUSTON_SCORE
372,4,5:51.0,,T. Ariza misses 2-pt layup from 3 ft,94,103
373,4,5:50.0,Defensive rebound by G. Antetokounmpo,,94,103
374,4,5:38.0,J. Bayless makes 2-pt layup from 2 ft,,96,103
375,4,5:38.0,Shooting foul by C. Brewer (drawn by J. Bayless),,96,103
376,4,5:38.0,,Houston full timeout,96,103
377,4,5:38.0,,J. Smith enters the game for D. Motiejūnas,96,103
378,4,5:38.0,J. Bayless misses free throw 1 of 1,,96,103
379,4,5:37.0,Offensive rebound by J. Bayless,,96,103
380,4,5:34.0,J. Bayless misses 2-pt layup from 1 ft (block by J. Smith),,96,103
381,4,5:34.0,,Defensive rebound by C. Brewer,96,103
382,4,5:34.0,,Personal foul by K. Middleton (drawn by C. Brewer),96,103
383,4,5:18.0,,J. Harden makes 2-pt layup from 3 ft (assist by T. Ariza),96,105
384,4,4:57.0,Turnover by G. Antetokounmpo (lost ball; steal by C. Brewer),,96,105
385,4,4:51.0,,J. Harden misses 2-pt layup from 2 ft (block by G. Antetokounmpo),96,105
386,4,4:50.0,Defensive rebound by J. Bayless,,96,105
387,4,4:44.0,B. Knight makes 2-pt jump shot from 16 ft (assist by J. Bayless),,98,105
388,4,4:25.0,,Turnover by J. Smith (bad pass; steal by B. Knight),98,105
389,4,4:21.0,Shooting foul by T. Ariza (drawn by G. Antetokounmpo),,98,105
390,4,4:21.0,G. Antetokounmpo makes free throw 1 of 2,,99,105
391,4,4:21.0,G. Antetokounmpo makes free throw 2 of 2,,100,105
392,4,4:08.0,,P. Beverley misses 2-pt dunk at rim,100,105
393,4,4:07.0,Defensive rebound by J. Bayless,,100,105
394,4,4:03.0,Shooting foul by C. Brewer (drawn by K. Middleton),,100,105
395,4,4:03.0,K. Middleton makes free throw 1 of 2,,101,105
396,4,4:03.0,K. Middleton makes free throw 2 of 2,,102,105
397,4,3:49.0,,P. Beverley misses 3-pt jump shot from 23 ft,102,105
398,4,3:48.0,,Offensive rebound by C. Brewer,102,105
399,4,3:44.0,,T. Ariza misses 3-pt jump shot from 25 ft,102,105
400,4,3:43.0,,Offensive rebound by C. Brewer,102,105
401,4,3:34.0,,Shooting foul by G. Antetokounmpo (drawn by J. Harden),102,105
402,4,3:34.0,,J. Harden makes free throw 1 of 2,102,106
403,4,3:34.0,,J. Harden makes free throw 2 of 2,102,107
404,4,3:12.0,J. Bayless makes 2-pt layup from 2 ft,,104,107
405,4,2:59.0,,T. Ariza makes 3-pt jump shot from 22 ft (assist by J. Smith),104,110
406,4,2:37.0,G. Antetokounmpo makes 2-pt layup at rim,,106,110
407,4,2:16.0,,T. Ariza misses 2-pt layup from 2 ft,106,110
408,4,2:15.0,Defensive rebound by O. Mayo,,106,110
409,4,2:05.0,K. Middleton misses 3-pt jump shot from 23 ft,,106,110
410,4,2:04.0,,Defensive rebound by J. Smith,106,110
411,4,1:57.0,,Houston full timeout,106,110
412,4,1:39.0,,Turnover by Team (shot clock),106,110
413,4,1:30.0,B. Knight misses 3-pt jump shot from 23 ft,,106,110
414,4,1:29.0,,Defensive rebound by C. Brewer,106,110
415,4,1:09.0,,P. Beverley misses 3-pt jump shot from 25 ft,106,110
416,4,1:08.0,Defensive rebound by G. Antetokounmpo,,106,110
417,4,1:02.0,Turnover by G. Antetokounmpo (lost ball; steal by J. Harden),,106,110
418,4,0:58.0,,Houston full timeout,106,110
419,4,0:43.0,,Personal foul by K. Middleton (drawn by J. Harden),106,110
420,4,0:43.0,,J. Harden makes free throw 1 of 2,106,111
421,4,0:43.0,,J. Harden makes free throw 2 of 2,106,112
422,4,0:43.0,Milwaukee full timeout,,106,112
423,4,0:32.0,G. Antetokounmpo makes 2-pt jump shot from 4 ft,,108,112
424,4,0:31.0,,Personal foul by B. Knight (drawn by P. Beverley),108,112
425,4,0:31.0,,P. Beverley misses free throw 1 of 2,108,112
426,4,0:31.0,,Offensive rebound by Team,108,112
427,4,0:31.0,,P. Beverley makes free throw 2 of 2,108,113
428,4,0:31.0,Milwaukee full timeout,,108,113
429,4,0:25.0,K. Middleton misses 3-pt jump shot from 25 ft,,108,113
430,4,0:24.0,,Defensive rebound by C. Brewer,108,113
431,4,0:23.0,,Personal foul by G. Antetokounmpo (drawn by C. Brewer),108,113
432,4,0:23.0,,C. Brewer makes free throw 1 of 2,108,114
433,4,0:23.0,,C. Brewer makes free throw 2 of 2,108,115
434,4,0:18.0,J. Bayless makes 2-pt jump shot from 3 ft,,110,115
435,4,0:16.0,,Personal foul by J. Bayless (drawn by J. Harden),110,115
436,4,0:16.0,,J. Harden misses free throw 1 of 2,110,115
437,4,0:16.0,,Offensive rebound by Team,110,115
438,4,0:16.0,,J. Harden misses free throw 2 of 2,110,115
439,4,0:16.0,Defensive rebound by G. Antetokounmpo,,110,115
440,4,0:16.0,Milwaukee full timeout,,110,115
441,4,0:13.0,O. Mayo misses 3-pt jump shot from 24 ft,,110,115
442,4,0:12.0,,Defensive rebound by C. Brewer,110,115
443,4,0:11.0,,Personal foul by J. Bayless (drawn by C. Brewer),110,115
444,4,0:11.0,,C. Brewer makes free throw 1 of 2,110,116
445,4,0:11.0,,C. Brewer makes free throw 2 of 2,110,117
446,4,0:07.0,Shooting foul by C. Brewer (drawn by J. Bayless),,110,117
447,4,0:07.0,,J. Terry enters the game for C. Brewer,110,117
448,4,0:07.0,J. Bayless misses free throw 1 of 2,,110,117
449,4,0:07.0,Offensive rebound by Team,,110,117
450,4,0:07.0,J. Bayless makes free throw 2 of 2,,111,117
