,QUARTER,TIME_REMAINING,PORTLAND_ACTION,BROOKLYN_ACTION,PORTLAND_SCORE,BROOKLYN_SCORE
386,4,3:25.0,S. Blake misses 3-pt jump shot from 25 ft,,83,94
387,4,3:24.0,,Defensive rebound by T. Young,83,94
388,4,3:01.0,,T. Young makes 2-pt dunk at rim,83,96
389,4,3:00.0,Portland full timeout,,83,96
390,4,3:00.0,C. McCollum enters the game for S. Blake,,83,96
391,4,2:45.0,M. Leonard makes 2-pt dunk at rim (assist by A. Afflalo),,85,96
392,4,2:36.0,,Personal foul by C. McCollum (drawn by D. Williams),85,96
393,4,2:28.0,,B. Lopez misses 2-pt jump shot from 20 ft,85,96
394,4,2:27.0,Defensive rebound by C. McCollum,,85,96
395,4,2:20.0,D. Lillard makes 3-pt jump shot from 25 ft,,88,96
396,4,1:55.0,,J. Johnson makes 2-pt jump shot from 14 ft,88,98
397,4,1:47.0,D. Lillard misses 3-pt jump shot from 25 ft,,88,98
398,4,1:46.0,,Defensive rebound by J. Johnson,88,98
399,4,1:30.0,,B. Lopez makes 2-pt layup from 2 ft (assist by D. Williams),88,100
400,4,1:22.0,D. Lillard makes 2-pt layup from 2 ft,,90,100
401,4,1:04.0,,B. Bogdanović misses 3-pt jump shot from 24 ft,90,100
402,4,1:03.0,Defensive rebound by M. Leonard,,90,100
403,4,0:56.0,D. Lillard makes 2-pt layup from 3 ft,,92,100
404,4,0:48.0,,Personal take foul by D. Lillard (drawn by B. Lopez),92,100
405,4,0:45.0,,Personal take foul by A. Afflalo (drawn by J. Johnson),92,100
406,4,0:45.0,,J. Johnson makes free throw 1 of 2,92,101
407,4,0:45.0,,M. Brown enters the game for B. Bogdanović,92,101
408,4,0:45.0,,J. Johnson makes free throw 2 of 2,92,102
409,4,0:45.0,Portland full timeout,,92,102
410,4,0:45.0,J. Freeland enters the game for R. Lopez,,92,102
411,4,0:45.0,S. Blake enters the game for J. Freeland,,92,102
412,4,0:44.0,D. Lillard makes 2-pt layup at rim (assist by S. Blake),,94,102
413,4,0:44.0,,Personal take foul by A. Afflalo (drawn by J. Johnson),94,102
414,4,0:44.0,,J. Johnson makes free throw 1 of 2,94,103
415,4,0:44.0,,J. Johnson makes free throw 2 of 2,94,104
416,4,0:40.0,Turnover by S. Blake (bad pass),,94,104
417,4,0:39.0,,Personal take foul by A. Afflalo (drawn by D. Williams),94,104
418,4,0:39.0,,D. Williams makes free throw 1 of 2,94,105
419,4,0:39.0,T. Frazier enters the game for D. Lillard,,94,105
420,4,0:39.0,,D. Williams makes free throw 2 of 2,94,106
421,4,0:39.0,Portland full timeout,,94,106
422,4,0:39.0,A. Gee enters the game for M. Leonard,,94,106
423,4,0:39.0,A. Crabbe enters the game for A. Afflalo,,94,106
424,4,0:39.0,J. Freeland enters the game for S. Blake,,94,106
425,4,0:34.0,T. Frazier makes 2-pt layup from 2 ft,,96,106
426,4,0:10.0,,Turnover by Team (shot clock),96,106
427,4,0:02.0,A. Crabbe misses 3-pt jump shot from 26 ft,,96,106
428,4,0:01.0,,Defensive rebound by M. Brown,96,106
