,QUARTER,TIME_REMAINING,INDIANA_ACTION,MIAMI_ACTION,INDIANA_SCORE,MIAMI_SCORE
0,1,11:46.0,,D. Wade makes 2-pt jump shot from 7 ft,0,2
1,1,11:46.0,,Shooting foul by S. Hill (drawn by D. Wade),0,2
2,1,11:46.0,,D. Wade makes free throw 1 of 1,0,3
3,1,11:33.0,S. Hill misses 2-pt jump shot from 2 ft,,0,3
4,1,11:32.0,Offensive rebound by Team,,0,3
5,1,11:25.0,Turnover by C. Copeland (lost ball; steal by L. Deng),,0,3
6,1,11:20.0,,D. Wade makes 2-pt layup from 1 ft (assist by N. Cole),0,5
7,1,11:09.0,Personal foul by C. Bosh (drawn by L. Scola),,0,5
8,1,11:02.0,D. Sloan makes 3-pt jump shot from 24 ft (assist by R. Hibbert),,3,5
9,1,10:45.0,,C. Bosh misses 2-pt jump shot from 16 ft,3,5
10,1,10:44.0,Defensive rebound by L. Scola,,3,5
11,1,10:40.0,Turnover by D. Sloan (bad pass; steal by C. Bosh),,3,5
12,1,10:35.0,,N. Cole makes 2-pt layup from 1 ft,3,7
13,1,10:18.0,Turnover by R. Hibbert (bad pass),,3,7
14,1,10:03.0,,L. Deng misses 2-pt jump shot from 19 ft,3,7
15,1,10:02.0,Defensive rebound by D. Sloan,,3,7
16,1,9:41.0,D. Sloan makes 2-pt jump shot from 9 ft,,5,7
17,1,9:20.0,,S. Williams makes 3-pt jump shot from 24 ft (assist by N. Cole),5,10
18,1,8:51.0,R. Hibbert makes 2-pt jump shot from 11 ft,,7,10
19,1,8:31.0,,C. Bosh misses 2-pt jump shot from 20 ft,7,10
20,1,8:30.0,Defensive rebound by L. Scola,,7,10
21,1,8:10.0,C. Copeland misses 3-pt jump shot from 25 ft,,7,10
22,1,8:09.0,Offensive rebound by S. Hill,,7,10
23,1,8:08.0,Shooting foul by C. Bosh (drawn by S. Hill),,7,10
24,1,8:08.0,S. Hill makes free throw 1 of 2,,8,10
25,1,8:08.0,,C. Andersen enters the game for C. Bosh,8,10
26,1,8:08.0,,Violation by Team (delay of game),8,10
27,1,8:08.0,S. Hill makes free throw 2 of 2,,9,10
28,1,7:46.0,,D. Wade misses 2-pt jump shot from 18 ft,9,10
29,1,7:45.0,Defensive rebound by S. Hill,,9,10
30,1,7:28.0,R. Hibbert makes 2-pt jump shot from 18 ft (assist by L. Scola),,11,10
31,1,7:09.0,,D. Wade makes 2-pt jump shot from 17 ft,11,12
32,1,6:50.0,L. Scola makes 2-pt jump shot from 19 ft (assist by C. Copeland),,13,12
33,1,6:35.0,,C. Andersen misses 2-pt jump shot from 17 ft,13,12
34,1,6:34.0,Defensive rebound by L. Scola,,13,12
35,1,6:22.0,L. Scola misses 2-pt jump shot from 20 ft,,13,12
36,1,6:21.0,,Defensive rebound by C. Andersen,13,12
37,1,6:15.0,,S. Williams makes 2-pt jump shot from 19 ft (assist by N. Cole),13,14
38,1,5:58.0,Shooting foul by S. Williams (drawn by S. Hill),,13,14
39,1,5:58.0,,Miami full timeout,13,14
40,1,5:58.0,S. Hill makes free throw 1 of 2,,14,14
41,1,5:58.0,S. Hill makes free throw 2 of 2,,15,14
42,1,5:47.0,,L. Deng misses 2-pt jump shot from 7 ft (block by C. Copeland),15,14
43,1,5:46.0,Defensive rebound by D. Sloan,,15,14
44,1,5:41.0,C. Copeland misses 3-pt jump shot from 25 ft,,15,14
45,1,5:40.0,,Defensive rebound by Team,15,14
46,1,5:39.0,Loose ball foul by L. Scola (drawn by S. Williams),,15,14
47,1,5:22.0,,D. Wade misses 2-pt jump shot from 15 ft,15,14
48,1,5:21.0,,Offensive rebound by D. Wade,15,14
49,1,5:19.0,,D. Wade makes 2-pt jump shot from 2 ft,15,16
50,1,4:58.0,C. Copeland makes 3-pt jump shot from 25 ft (assist by L. Scola),,18,16
51,1,4:35.0,,D. Wade makes 2-pt layup from 3 ft,18,18
52,1,4:15.0,C. Copeland makes 2-pt layup from 2 ft,,20,18
53,1,3:55.0,,L. Deng makes 3-pt jump shot from 22 ft (assist by N. Cole),20,21
54,1,3:36.0,Indiana full timeout,,20,21
55,1,3:36.0,,M. Chalmers enters the game for S. Williams,20,21
56,1,3:36.0,,J. McRoberts enters the game for D. Wade,20,21
57,1,3:36.0,L. Allen enters the game for L. Scola,,20,21
58,1,3:29.0,R. Hibbert misses 2-pt jump shot from 12 ft,,20,21
59,1,3:28.0,,Defensive rebound by L. Deng,20,21
60,1,3:19.0,,N. Cole misses 2-pt jump shot from 10 ft,20,21
61,1,3:18.0,,Offensive rebound by L. Deng,20,21
62,1,3:17.0,,L. Deng makes 2-pt layup from 1 ft,20,23
63,1,2:58.0,Personal foul by J. McRoberts (drawn by L. Allen),,20,23
64,1,2:58.0,D. Rudež enters the game for C. Copeland,,20,23
65,1,2:45.0,Shooting foul by M. Chalmers (drawn by S. Hill),,20,23
66,1,2:45.0,S. Hill makes free throw 1 of 2,,21,23
67,1,2:45.0,S. Hill misses free throw 2 of 2,,21,23
68,1,2:44.0,,Defensive rebound by M. Chalmers,21,23
69,1,2:25.0,,M. Chalmers makes 2-pt jump shot from 4 ft,21,25
70,1,2:02.0,R. Hibbert misses 2-pt hook shot from 9 ft,,21,25
71,1,2:01.0,,Defensive rebound by Team,21,25
72,1,2:01.0,,S. Napier enters the game for N. Cole,21,25
73,1,2:01.0,A. Price enters the game for S. Hill,,21,25
74,1,1:47.0,,L. Deng misses 2-pt layup from 2 ft,21,25
75,1,1:46.0,Defensive rebound by R. Hibbert,,21,25
76,1,1:37.0,Turnover by D. Sloan (bad pass; steal by J. McRoberts),,21,25
77,1,1:23.0,,M. Chalmers misses 2-pt layup at rim,21,25
78,1,1:22.0,Defensive rebound by D. Rudež,,21,25
79,1,1:18.0,A. Price misses 2-pt jump shot from 13 ft,,21,25
80,1,1:17.0,Offensive rebound by A. Price,,21,25
81,1,1:06.0,A. Price makes 3-pt jump shot from 25 ft (assist by D. Sloan),,24,25
82,1,0:47.0,,Shooting foul by D. Sloan (drawn by M. Chalmers),24,25
83,1,0:47.0,,M. Chalmers misses free throw 1 of 2,24,25
84,1,0:47.0,,Offensive rebound by Team,24,25
85,1,0:47.0,,J. Ennis enters the game for L. Deng,24,25
86,1,0:47.0,,M. Chalmers makes free throw 2 of 2,24,26
87,1,0:27.0,A. Price misses 3-pt jump shot from 24 ft,,24,26
88,1,0:26.0,,Defensive rebound by C. Andersen,24,26
89,1,0:06.0,,Turnover by S. Napier (bad pass; steal by D. Sloan),24,26
90,1,0:02.0,D. Sloan misses 2-pt layup from 1 ft (block by J. Ennis),,24,26
91,1,0:01.0,Offensive rebound by Team,,24,26
92,1,0:01.0,L. Allen misses 2-pt jump shot from 18 ft,,24,26
93,1,0:00.0,Offensive rebound by Team,,24,26
94,2,11:49.0,Personal foul by M. Chalmers (drawn by L. Allen),,24,26
95,2,11:40.0,L. Allen misses 2-pt hook shot from 6 ft,,24,26
96,2,11:39.0,,Defensive rebound by C. Andersen,24,26
97,2,11:21.0,,Turnover by J. McRoberts (bad pass),24,26
98,2,11:04.0,D. Sloan misses 3-pt jump shot from 24 ft,,24,26
99,2,11:03.0,,Defensive rebound by Team,24,26
100,2,10:41.0,,J. McRoberts misses 3-pt jump shot from 24 ft,24,26
101,2,10:40.0,Defensive rebound by A. Price,,24,26
102,2,10:27.0,Personal foul by J. McRoberts (drawn by L. Allen),,24,26
103,2,10:27.0,,Personal foul by L. Allen,24,26
104,2,10:19.0,D. Rudež makes 2-pt jump shot from 18 ft,,26,26
105,2,10:02.0,,J. McRoberts makes 2-pt dunk at rim (assist by S. Napier),26,28
106,2,9:45.0,Turnover by D. Rudež (bad pass; steal by M. Chalmers),,26,28
107,2,9:39.0,,S. Napier misses 3-pt jump shot from 24 ft,26,28
108,2,9:38.0,Defensive rebound by I. Mahinmi,,26,28
109,2,9:26.0,Turnover by D. Rudež (bad pass; steal by J. Ennis),,26,28
110,2,9:11.0,,J. Ennis makes 3-pt jump shot from 23 ft (assist by M. Chalmers),26,31
111,2,9:01.0,Indiana full timeout,,26,31
112,2,9:01.0,,C. Bosh enters the game for C. Andersen,26,31
113,2,9:01.0,,D. Wade enters the game for S. Napier,26,31
114,2,9:01.0,C. Copeland enters the game for D. Sloan,,26,31
115,2,9:01.0,S. Hill enters the game for D. Rudež,,26,31
116,2,8:47.0,Turnover by S. Hill (bad pass; steal by C. Bosh),,26,31
117,2,8:31.0,,Personal foul by I. Mahinmi (drawn by C. Bosh),26,31
118,2,8:23.0,,Turnover by C. Bosh (lost ball; steal by A. Price),26,31
119,2,8:18.0,L. Allen makes 2-pt hook shot from 4 ft (assist by A. Price),,28,31
120,2,8:01.0,,M. Chalmers makes 2-pt jump shot from 19 ft (assist by C. Bosh),28,33
121,2,7:32.0,A. Price misses 3-pt jump shot from 27 ft,,28,33
122,2,7:31.0,,Defensive rebound by C. Bosh,28,33
123,2,7:20.0,,D. Wade misses 2-pt jump shot from 11 ft,28,33
124,2,7:19.0,Defensive rebound by L. Allen,,28,33
125,2,7:14.0,A. Price makes 2-pt jump shot from 14 ft,,30,33
126,2,6:51.0,,C. Bosh makes 2-pt jump shot from 15 ft,30,35
127,2,6:35.0,S. Hill misses 3-pt jump shot from 24 ft,,30,35
128,2,6:34.0,,Defensive rebound by D. Wade,30,35
129,2,6:24.0,,C. Bosh misses 2-pt layup at rim,30,35
130,2,6:23.0,Defensive rebound by L. Allen,,30,35
131,2,6:03.0,A. Price misses 2-pt layup from 2 ft,,30,35
132,2,6:02.0,,Defensive rebound by D. Wade,30,35
133,2,5:56.0,,M. Chalmers misses 2-pt jump shot from 3 ft,30,35
134,2,5:55.0,Defensive rebound by L. Allen,,30,35
135,2,5:38.0,A. Price misses 2-pt jump shot from 11 ft,,30,35
136,2,5:36.0,Offensive rebound by C. Copeland,,30,35
137,2,5:35.0,,Violation by C. Bosh (def goaltending),30,35
138,2,5:35.0,C. Copeland makes 2-pt layup from 2 ft,,32,35
139,2,5:35.0,,Miami full timeout,32,35
140,2,5:35.0,,S. Williams enters the game for J. McRoberts,32,35
141,2,5:35.0,,L. Deng enters the game for J. Ennis,32,35
142,2,5:11.0,,Turnover by Team (shot clock),32,35
143,2,5:11.0,,N. Cole enters the game for M. Chalmers,32,35
