,QUARTER,TIME_REMAINING,DETROIT_ACTION,PHOENIX_ACTION,DETROIT_SCORE,PHOENIX_SCORE
0,1,11:38.0,Turnover by K. Caldwell-Pope (bad pass; steal by G. Dragić),,0,0
1,1,11:34.0,,G. Dragić makes 2-pt layup from 2 ft,0,2
2,1,11:17.0,B. Jennings misses 2-pt jump shot from 20 ft,,0,2
3,1,11:16.0,,Defensive rebound by M. Morris,0,2
4,1,11:11.0,,M. Plumlee makes 2-pt dunk at rim (assist by P. Tucker),0,4
5,1,10:54.0,K. Caldwell-Pope misses 2-pt jump shot from 8 ft,,0,4
6,1,10:52.0,Offensive rebound by A. Drummond,,0,4
7,1,10:52.0,A. Drummond makes 2-pt tip-in at rim,,2,4
8,1,10:28.0,,M. Plumlee misses 2-pt layup from 1 ft,2,4
9,1,10:27.0,Defensive rebound by A. Drummond,,2,4
10,1,10:21.0,A. Drummond makes 2-pt dunk at rim (assist by J. Smith),,4,4
11,1,10:00.0,,M. Plumlee misses 2-pt layup from 2 ft (block by J. Smith),4,4
12,1,9:59.0,Defensive rebound by A. Drummond,,4,4
13,1,9:52.0,J. Smith misses 2-pt hook shot from 6 ft,,4,4
14,1,9:49.0,Offensive rebound by A. Drummond,,4,4
15,1,9:49.0,A. Drummond makes 2-pt layup from 1 ft,,6,4
16,1,9:36.0,,M. Plumlee makes 2-pt layup from 2 ft (assist by G. Dragić),6,6
17,1,9:21.0,A. Drummond misses 2-pt dunk at rim (block by M. Plumlee),,6,6
18,1,9:19.0,Offensive rebound by A. Drummond,,6,6
19,1,9:17.0,A. Drummond misses 2-pt jump shot from 3 ft (block by M. Plumlee),,6,6
20,1,9:15.0,,Defensive rebound by M. Morris,6,6
21,1,9:13.0,,Turnover by M. Morris (bad pass; steal by J. Smith),6,6
22,1,9:09.0,Shooting block foul by M. Plumlee (drawn by J. Smith),,6,6
23,1,9:09.0,J. Smith misses free throw 1 of 2,,6,6
24,1,9:09.0,Offensive rebound by Team,,6,6
25,1,9:09.0,J. Smith makes free throw 2 of 2,,7,6
26,1,8:55.0,,P. Tucker misses 2-pt layup from 1 ft,7,6
27,1,8:54.0,,Offensive rebound by M. Plumlee,7,6
28,1,8:54.0,,M. Plumlee makes 2-pt dunk at rim,7,8
29,1,8:35.0,G. Monroe misses 2-pt jump shot from 3 ft,,7,8
30,1,8:34.0,,Defensive rebound by E. Bledsoe,7,8
31,1,8:28.0,,M. Plumlee misses 2-pt layup from 1 ft,7,8
32,1,8:27.0,Defensive rebound by J. Smith,,7,8
33,1,8:22.0,B. Jennings makes 2-pt layup from 1 ft (assist by J. Smith),,9,8
34,1,8:14.0,,E. Bledsoe makes 3-pt jump shot from 25 ft,9,11
35,1,7:50.0,Turnover by A. Drummond (lost ball; steal by M. Plumlee),,9,11
36,1,7:45.0,,G. Dragić misses 2-pt layup from 1 ft,9,11
37,1,7:43.0,Defensive rebound by G. Monroe,,9,11
38,1,7:36.0,B. Jennings misses 2-pt jump shot from 9 ft,,9,11
39,1,7:34.0,,Defensive rebound by M. Morris,9,11
40,1,7:32.0,,M. Plumlee makes 2-pt layup at rim (assist by E. Bledsoe),9,13
41,1,7:32.0,,Shooting foul by K. Caldwell-Pope (drawn by M. Plumlee),9,13
42,1,7:32.0,Detroit full timeout,,9,13
43,1,7:32.0,,M. Plumlee misses free throw 1 of 1,9,13
44,1,7:30.0,Defensive rebound by K. Caldwell-Pope,,9,13
45,1,7:16.0,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,,9,13
46,1,7:15.0,,Defensive rebound by G. Dragić,9,13
47,1,7:03.0,,M. Morris misses 2-pt jump shot from 6 ft,9,13
48,1,7:02.0,,Offensive rebound by E. Bledsoe,9,13
49,1,6:49.0,,P. Tucker misses 2-pt jump shot from 6 ft (block by A. Drummond),9,13
50,1,6:49.0,Defensive rebound by J. Smith,,9,13
51,1,6:38.0,B. Jennings misses 2-pt jump shot from 19 ft,,9,13
52,1,6:37.0,,Defensive rebound by M. Morris,9,13
53,1,6:23.0,,P. Tucker makes 3-pt jump shot from 23 ft (assist by G. Dragić),9,16
54,1,5:54.0,J. Smith misses 3-pt jump shot from 25 ft,,9,16
55,1,5:51.0,Offensive rebound by A. Drummond,,9,16
56,1,5:51.0,A. Drummond makes 2-pt tip-in at rim,,11,16
57,1,5:30.0,,M. Morris misses 2-pt jump shot from 18 ft,11,16
58,1,5:29.0,Defensive rebound by A. Drummond,,11,16
59,1,5:15.0,G. Monroe misses 2-pt layup from 2 ft,,11,16
60,1,5:14.0,,Defensive rebound by M. Morris,11,16
61,1,5:09.0,,G. Dragić makes 2-pt layup from 1 ft,11,18
62,1,4:49.0,G. Monroe makes 2-pt layup at rim (assist by A. Drummond),,13,18
63,1,4:35.0,,Turnover by G. Dragić (bad pass),13,18
64,1,4:35.0,,A. Len enters the game for M. Plumlee,13,18
65,1,4:35.0,,G. Green enters the game for E. Bledsoe,13,18
66,1,4:35.0,J. Meeks enters the game for G. Monroe,,13,18
67,1,4:35.0,C. Butler enters the game for K. Caldwell-Pope,,13,18
68,1,4:22.0,J. Meeks misses 2-pt jump shot from 9 ft,,13,18
69,1,4:21.0,Offensive rebound by A. Drummond,,13,18
70,1,4:21.0,A. Drummond makes 2-pt dunk at rim,,15,18
71,1,4:05.0,,M. Morris misses 2-pt jump shot from 8 ft,15,18
72,1,4:04.0,,Offensive rebound by P. Tucker,15,18
73,1,3:54.0,,G. Green makes 3-pt jump shot from 24 ft (assist by P. Tucker),15,21
74,1,3:34.0,Turnover by J. Meeks (bad pass; steal by P. Tucker),,15,21
75,1,3:28.0,,G. Dragić makes 2-pt layup at rim (assist by M. Morris),15,23
76,1,3:09.0,J. Smith makes 2-pt jump shot from 22 ft (assist by B. Jennings),,17,23
77,1,2:55.0,,G. Green misses 3-pt jump shot from 24 ft,17,23
78,1,2:54.0,Defensive rebound by J. Smith,,17,23
79,1,2:49.0,Turnover by J. Smith (bad pass; steal by M. Morris),,17,23
80,1,2:44.0,,P. Tucker misses 2-pt jump shot from 22 ft,17,23
81,1,2:42.0,Defensive rebound by B. Jennings,,17,23
82,1,2:36.0,A. Drummond misses 2-pt layup from 2 ft,,17,23
83,1,2:35.0,,Defensive rebound by G. Dragić,17,23
84,1,2:29.0,,G. Dragić makes 2-pt layup at rim,17,25
85,1,2:03.0,B. Jennings makes 2-pt layup from 1 ft,,19,25
86,1,1:58.0,,Phoenix full timeout,19,25
87,1,1:58.0,,A. Tolliver enters the game for M. Morris,19,25
88,1,1:52.0,,Turnover by P. Tucker (bad pass; steal by J. Meeks),19,25
89,1,1:38.0,B. Jennings makes 2-pt layup at rim,,21,25
90,1,1:28.0,,Turnover by G. Green (bad pass),21,25
91,1,1:10.0,A. Drummond makes 2-pt dunk at rim (assist by J. Smith),,23,25
92,1,0:52.0,,A. Tolliver misses 3-pt jump shot from 23 ft (block by J. Smith),23,25
93,1,0:51.0,Defensive rebound by J. Smith,,23,25
94,1,0:50.0,Personal block foul by G. Green (drawn by B. Jennings),,23,25
95,1,0:34.0,C. Butler misses 3-pt jump shot from 25 ft,,23,25
96,1,0:33.0,,Defensive rebound by P. Tucker,23,25
97,1,0:19.0,,P. Tucker makes 3-pt jump shot from 24 ft (assist by G. Dragić),23,28
98,1,0:03.0,B. Jennings makes 2-pt layup from 2 ft,,25,28
99,1,0:02.0,,Turnover by A. Len (bad pass; steal by J. Smith),25,28
100,1,0:01.0,J. Smith makes 3-pt jump shot from 23 ft,,28,28
101,2,11:40.0,,A. Tolliver makes 3-pt jump shot from 24 ft (assist by G. Green),28,31
102,2,11:19.0,G. Monroe misses 2-pt layup from 2 ft (block by A. Len),,28,31
103,2,11:16.0,Offensive rebound by C. Butler,,28,31
104,2,11:08.0,J. Meeks misses 2-pt jump shot from 9 ft,,28,31
105,2,11:07.0,Offensive rebound by J. Smith,,28,31
106,2,10:58.0,Shooting foul by G. Green (drawn by G. Monroe),,28,31
107,2,10:58.0,G. Monroe misses free throw 1 of 2,,28,31
108,2,10:58.0,Offensive rebound by Team,,28,31
109,2,10:58.0,J. Jerebko enters the game for J. Smith,,28,31
110,2,10:58.0,,M. Plumlee enters the game for A. Len,28,31
111,2,10:58.0,G. Monroe makes free throw 2 of 2,,29,31
112,2,10:46.0,,G. Green misses 3-pt jump shot from 24 ft,29,31
113,2,10:44.0,Defensive rebound by G. Monroe,,29,31
114,2,10:24.0,C. Butler misses 3-pt jump shot from 24 ft,,29,31
115,2,10:23.0,Offensive rebound by J. Meeks,,29,31
116,2,10:19.0,Shooting foul by M. Plumlee (drawn by G. Monroe),,29,31
117,2,10:19.0,G. Monroe makes free throw 1 of 2,,30,31
118,2,10:19.0,,E. Bledsoe enters the game for A. Tolliver,30,31
119,2,10:19.0,G. Monroe makes free throw 2 of 2,,31,31
120,2,10:08.0,,I. Thomas misses 2-pt jump shot from 14 ft,31,31
121,2,10:07.0,Defensive rebound by J. Jerebko,,31,31
122,2,9:58.0,Turnover by D. Augustin (bad pass; steal by M. Plumlee),,31,31
123,2,9:54.0,,E. Bledsoe makes 2-pt layup at rim (assist by I. Thomas),31,33
124,2,9:44.0,Shooting foul by I. Thomas (drawn by D. Augustin),,31,33
125,2,9:44.0,D. Augustin makes free throw 1 of 2,,32,33
126,2,9:44.0,D. Augustin makes free throw 2 of 2,,33,33
127,2,9:22.0,,I. Thomas misses 3-pt jump shot from 25 ft,33,33
128,2,9:21.0,Defensive rebound by G. Monroe,,33,33
129,2,9:07.0,Turnover by G. Monroe (lost ball; steal by E. Bledsoe),,33,33
130,2,9:03.0,,Shooting foul by C. Butler (drawn by M. Morris),33,33
131,2,9:03.0,,M. Morris makes free throw 1 of 2,33,34
132,2,9:03.0,K. Caldwell-Pope enters the game for J. Meeks,,33,34
133,2,9:03.0,,M. Morris makes free throw 2 of 2,33,35
134,2,8:40.0,G. Monroe misses 2-pt hook shot from 2 ft,,33,35
135,2,8:39.0,,Defensive rebound by E. Bledsoe,33,35
136,2,8:26.0,,G. Green misses 3-pt jump shot from 26 ft,33,35
137,2,8:25.0,Defensive rebound by Team,,33,35
138,2,8:25.0,Official timeout,,33,35
139,2,8:18.0,Personal foul by E. Bledsoe (drawn by K. Caldwell-Pope),,33,35
140,2,8:01.0,Turnover by K. Caldwell-Pope (bad pass),,33,35
141,2,7:49.0,,M. Morris misses 2-pt jump shot from 17 ft,33,35
142,2,7:48.0,Defensive rebound by D. Augustin,,33,35
143,2,7:37.0,D. Augustin makes 2-pt jump shot from 16 ft,,35,35
144,2,7:22.0,,I. Thomas misses 2-pt jump shot from 16 ft,35,35
145,2,7:21.0,Defensive rebound by G. Monroe,,35,35
146,2,7:07.0,K. Caldwell-Pope misses 2-pt layup from 2 ft,,35,35
147,2,7:06.0,Offensive rebound by G. Monroe,,35,35
148,2,7:04.0,G. Monroe misses 2-pt layup from 1 ft,,35,35
149,2,7:03.0,,Defensive rebound by G. Green,35,35
150,2,6:59.0,,Turnover by M. Plumlee (bad pass; steal by D. Augustin),35,35
151,2,6:58.0,G. Monroe makes 2-pt layup from 2 ft (assist by D. Augustin),,37,35
152,2,6:58.0,Shooting foul by M. Morris (drawn by G. Monroe),,37,35
153,2,6:58.0,,M. Morris enters the game for M. Plumlee,37,35
154,2,6:58.0,G. Monroe makes free throw 1 of 1,,38,35
155,2,6:44.0,,M. Morris misses 3-pt jump shot from 25 ft,38,35
156,2,6:43.0,Defensive rebound by K. Caldwell-Pope,,38,35
157,2,6:33.0,Turnover by K. Caldwell-Pope (traveling),,38,35
158,2,6:19.0,,Turnover by E. Bledsoe (lost ball; steal by K. Caldwell-Pope),38,35
159,2,6:14.0,J. Jerebko makes 2-pt layup from 2 ft (assist by K. Caldwell-Pope),,40,35
160,2,5:45.0,,M. Morris misses 2-pt jump shot from 14 ft,40,35
161,2,5:44.0,Defensive rebound by C. Butler,,40,35
162,2,5:35.0,Turnover by G. Monroe (lost ball; steal by M. Morris),,40,35
163,2,5:31.0,,E. Bledsoe makes 2-pt layup from 1 ft,40,37
164,2,5:06.0,J. Jerebko makes 2-pt hook shot from 2 ft (assist by C. Butler),,42,37
165,2,4:59.0,,Phoenix full timeout,42,37
166,2,4:59.0,,G. Dragić enters the game for G. Green,42,37
167,2,4:50.0,,I. Thomas misses 3-pt jump shot from 25 ft,42,37
168,2,4:48.0,,Offensive rebound by M. Morris,42,37
169,2,4:48.0,,M. Morris makes 2-pt layup from 1 ft,42,39
170,2,4:25.0,G. Monroe misses 2-pt layup from 2 ft,,42,39
171,2,4:24.0,,Defensive rebound by G. Dragić,42,39
172,2,4:18.0,,M. Morris misses 3-pt jump shot from 24 ft,42,39
173,2,4:17.0,Defensive rebound by G. Monroe,,42,39
174,2,4:07.0,D. Augustin makes 2-pt jump shot from 8 ft,,44,39
175,2,3:46.0,,I. Thomas makes 2-pt jump shot from 8 ft,44,41
176,2,3:33.0,,Violation by E. Bledsoe (kicked ball),44,41
177,2,3:33.0,J. Meeks enters the game for C. Butler,,44,41
178,2,3:33.0,A. Drummond enters the game for G. Monroe,,44,41
179,2,3:26.0,J. Meeks makes 2-pt jump shot from 19 ft (assist by D. Augustin),,46,41
180,2,3:10.0,,M. Morris misses 2-pt jump shot from 11 ft,46,41
181,2,3:09.0,Defensive rebound by K. Caldwell-Pope,,46,41
182,2,2:51.0,K. Caldwell-Pope makes 2-pt layup from 1 ft,,48,41
183,2,2:36.0,,M. Morris makes 2-pt jump shot from 8 ft,48,43
184,2,2:22.0,J. Meeks misses 2-pt jump shot from 21 ft,,48,43
