,QUARTER,TIME_REMAINING,DALLAS_ACTION,LA CLIPPERS_ACTION,DALLAS_SCORE,LA CLIPPERS_SCORE
0,1,11:47.0,,J. Redick misses 2-pt jump shot from 22 ft,0,0
1,1,11:46.0,,Offensive rebound by D. Jordan,0,0
2,1,11:46.0,,D. Jordan makes 2-pt dunk at rim,0,2
3,1,11:20.0,R. Rondo misses 2-pt jump shot from 18 ft,,0,2
4,1,11:19.0,,Defensive rebound by C. Paul,0,2
5,1,11:07.0,,B. Griffin misses 2-pt jump shot from 19 ft,0,2
6,1,11:06.0,Defensive rebound by T. Chandler,,0,2
7,1,10:43.0,D. Nowitzki makes 2-pt jump shot from 13 ft,,2,2
8,1,10:31.0,,Shooting foul by D. Nowitzki (drawn by J. Redick),2,2
9,1,10:31.0,,J. Redick makes free throw 1 of 2,2,3
10,1,10:31.0,,J. Redick makes free throw 2 of 2,2,4
11,1,10:18.0,Turnover by D. Nowitzki (lost ball; steal by B. Griffin),,2,4
12,1,10:15.0,Offensive charge foul by B. Griffin (drawn by M. Ellis),,2,4
13,1,10:15.0,,Turnover by B. Griffin (offensive foul),2,4
14,1,10:00.0,Turnover by T. Chandler (3 sec),,2,4
15,1,9:53.0,,C. Paul misses 2-pt jump shot from 16 ft,2,4
16,1,9:52.0,Defensive rebound by D. Nowitzki,,2,4
17,1,9:36.0,C. Parsons misses 2-pt layup from 3 ft (block by D. Jordan),,2,4
18,1,9:33.0,Offensive rebound by C. Parsons,,2,4
19,1,9:33.0,C. Parsons makes 2-pt tip-in from 1 ft,,4,4
20,1,9:21.0,,J. Redick misses 2-pt jump shot from 16 ft,4,4
21,1,9:20.0,Defensive rebound by T. Chandler,,4,4
22,1,9:10.0,R. Rondo misses 2-pt jump shot from 3 ft,,4,4
23,1,9:09.0,,Defensive rebound by D. Jordan,4,4
24,1,8:57.0,,M. Barnes makes 3-pt jump shot from 24 ft (assist by C. Paul),4,7
25,1,8:44.0,M. Ellis misses 2-pt jump shot from 10 ft,,4,7
26,1,8:43.0,,Defensive rebound by B. Griffin,4,7
27,1,8:26.0,,D. Jordan misses 2-pt hook shot from 4 ft,4,7
28,1,8:24.0,Defensive rebound by D. Nowitzki,,4,7
29,1,8:20.0,Turnover by M. Ellis (bad pass; steal by J. Redick),,4,7
30,1,8:13.0,,J. Redick makes 3-pt jump shot from 23 ft (assist by B. Griffin),4,10
31,1,8:12.0,Dallas full timeout,,4,10
32,1,7:52.0,T. Chandler makes 2-pt dunk at rim (assist by D. Nowitzki),,6,10
33,1,7:31.0,,D. Jordan misses 2-pt dunk at rim,6,10
34,1,7:29.0,Defensive rebound by R. Rondo,,6,10
35,1,7:27.0,Shooting foul by M. Barnes (drawn by C. Parsons),,6,10
36,1,7:27.0,C. Parsons makes free throw 1 of 2,,7,10
37,1,7:27.0,C. Parsons makes free throw 2 of 2,,8,10
38,1,7:03.0,,M. Barnes makes 2-pt layup from 2 ft (assist by C. Paul),8,12
39,1,6:55.0,C. Parsons makes 2-pt jump shot from 21 ft,,10,12
40,1,6:36.0,,M. Barnes misses 3-pt jump shot from 24 ft,10,12
41,1,6:35.0,,Offensive rebound by D. Jordan,10,12
42,1,6:34.0,,M. Barnes misses 2-pt layup at rim,10,12
43,1,6:33.0,,Offensive rebound by D. Jordan,10,12
44,1,6:32.0,,D. Jordan misses 2-pt layup at rim,10,12
45,1,6:30.0,,Offensive rebound by M. Barnes,10,12
46,1,6:28.0,,Shooting foul by T. Chandler (drawn by M. Barnes),10,12
47,1,6:28.0,,M. Barnes makes free throw 1 of 2,10,13
48,1,6:28.0,R. Jefferson enters the game for D. Nowitzki,,10,13
49,1,6:28.0,D. Harris enters the game for R. Rondo,,10,13
50,1,6:28.0,,M. Barnes makes free throw 2 of 2,10,14
51,1,6:09.0,R. Jefferson makes 3-pt jump shot from 25 ft (assist by D. Harris),,13,14
52,1,5:47.0,,C. Paul misses 3-pt jump shot from 25 ft,13,14
53,1,5:46.0,Defensive rebound by C. Parsons,,13,14
54,1,5:39.0,M. Ellis makes 2-pt layup from 2 ft (assist by C. Parsons),,15,14
55,1,5:25.0,,J. Redick makes 3-pt jump shot from 22 ft (assist by C. Paul),15,17
56,1,5:15.0,D. Harris misses 3-pt jump shot from 24 ft,,15,17
57,1,5:14.0,,Defensive rebound by M. Barnes,15,17
58,1,5:08.0,,Def 3 sec tech foul by T. Chandler,15,17
59,1,5:08.0,,C. Paul makes technical free throw,15,18
60,1,5:08.0,G. Smith enters the game for T. Chandler,,15,18
61,1,4:57.0,,Turnover by J. Redick (traveling),15,18
62,1,4:35.0,M. Ellis makes 3-pt jump shot from 27 ft (assist by D. Harris),,18,18
63,1,4:35.0,Violation by Team (delay of game),,18,18
64,1,4:16.0,,M. Barnes makes 2-pt layup from 1 ft (assist by B. Griffin),18,20
65,1,4:02.0,D. Harris misses 3-pt jump shot from 25 ft,,18,20
66,1,4:00.0,Offensive rebound by G. Smith,,18,20
67,1,3:51.0,R. Jefferson misses 2-pt jump shot from 9 ft,,18,20
68,1,3:50.0,,Defensive rebound by B. Griffin,18,20
69,1,3:41.0,,D. Jordan makes 2-pt dunk at rim (assist by J. Redick),18,22
70,1,3:31.0,C. Parsons misses 3-pt jump shot from 24 ft,,18,22
71,1,3:29.0,,Defensive rebound by M. Barnes,18,22
72,1,3:13.0,,B. Griffin makes 2-pt jump shot from 18 ft (assist by C. Paul),18,24
73,1,3:12.0,Dallas full timeout,,18,24
74,1,3:12.0,,J. Crawford enters the game for J. Redick,18,24
75,1,3:12.0,T. Chandler enters the game for G. Smith,,18,24
