,QUARTER,TIME_REMAINING,PHOENIX_ACTION,SAN ANTONIO_ACTION,PHOENIX_SCORE,SAN ANTONIO_SCORE
50,1,6:02.0,,Defensive rebound by M. Ginóbili,6,15
51,1,5:41.0,,B. Diaw misses 2-pt jump shot from 8 ft,6,15
52,1,5:41.0,Defensive rebound by P. Tucker,,6,15
53,1,5:38.0,Turnover by P. Tucker (bad pass; steal by M. Ginóbili),,6,15
54,1,5:29.0,,K. Leonard misses 2-pt jump shot from 17 ft,6,15
55,1,5:28.0,Defensive rebound by T. Warren,,6,15
56,1,5:17.0,G. Green misses 2-pt jump shot from 16 ft,,6,15
57,1,5:16.0,,Defensive rebound by Team,6,15
58,1,5:16.0,M. Morris enters the game for P. Tucker,,6,15
59,1,4:58.0,,B. Diaw makes 2-pt layup from 1 ft,6,17
60,1,4:44.0,M. Morris misses 3-pt jump shot from 25 ft,,6,17
61,1,4:43.0,,Defensive rebound by K. Leonard,6,17
62,1,4:34.0,,Turnover by B. Diaw (traveling),6,17
63,1,4:14.0,E. Bledsoe makes 2-pt jump shot from 13 ft,,8,17
64,1,4:03.0,,Turnover by M. Ginóbili (bad pass),8,17
65,1,3:51.0,E. Bledsoe misses 2-pt jump shot from 7 ft,,8,17
66,1,3:50.0,,Defensive rebound by K. Leonard,8,17
67,1,3:46.0,Violation by M. Morris (kicked ball),,8,17
68,1,3:40.0,,T. Parker makes 2-pt jump shot from 16 ft,8,19
69,1,3:26.0,Shooting foul by A. Baynes (drawn by G. Green),,8,19
70,1,3:26.0,G. Green makes free throw 1 of 2,,9,19
71,1,3:26.0,,San Antonio full timeout,9,19
72,1,3:26.0,,D. Green enters the game for B. Diaw,9,19
73,1,3:26.0,G. Green makes free throw 2 of 2,,10,19
74,1,3:13.0,,K. Leonard misses 3-pt jump shot from 25 ft,10,19
75,1,3:12.0,Defensive rebound by G. Green,,10,19
76,1,3:04.0,G. Green makes 2-pt jump shot from 21 ft,,12,19
77,1,2:47.0,,M. Ginóbili misses 2-pt layup at rim,12,19
78,1,2:46.0,Defensive rebound by G. Green,,12,19
79,1,2:39.0,E. Barron makes 2-pt jump shot from 18 ft (assist by G. Green),,14,19
80,1,2:24.0,Offensive charge foul by T. Parker (drawn by E. Barron),,14,19
81,1,2:24.0,,Turnover by T. Parker (offensive foul),14,19
82,1,2:24.0,,P. Mills enters the game for T. Parker,14,19
83,1,2:24.0,,M. Belinelli enters the game for K. Leonard,14,19
84,1,2:24.0,J. McNeal enters the game for E. Bledsoe,,14,19
85,1,2:07.0,G. Green misses 2-pt jump shot from 3 ft (block by M. Ginóbili),,14,19
86,1,2:06.0,Offensive rebound by E. Barron,,14,19
87,1,2:01.0,M. Morris misses 2-pt jump shot from 10 ft,,14,19
88,1,2:00.0,,Defensive rebound by A. Baynes,14,19
89,1,1:53.0,,D. Green misses 3-pt jump shot from 25 ft,14,19
90,1,1:51.0,Defensive rebound by G. Green,,14,19
91,1,1:45.0,G. Green makes 2-pt layup from 2 ft,,16,19
92,1,1:35.0,,Personal foul by E. Barron (drawn by M. Ginóbili),16,19
93,1,1:25.0,,P. Mills misses 2-pt jump shot from 19 ft,16,19
94,1,1:23.0,Defensive rebound by M. Morris,,16,19
95,1,1:13.0,E. Barron misses 2-pt jump shot from 16 ft,,16,19
96,1,1:12.0,,Defensive rebound by D. Green,16,19
97,1,0:53.0,,M. Belinelli misses 3-pt jump shot from 25 ft,16,19
98,1,0:52.0,Defensive rebound by M. Morris,,16,19
99,1,0:37.0,G. Green makes 2-pt jump shot from 18 ft,,18,19
100,1,0:33.0,,Personal foul by E. Barron (drawn by M. Ginóbili),18,19
101,1,0:33.0,,M. Ginóbili misses free throw 1 of 2,18,19
102,1,0:33.0,,Offensive rebound by Team,18,19
103,1,0:33.0,,M. Ginóbili makes free throw 2 of 2,18,20
104,1,0:11.0,J. McNeal misses 2-pt jump shot from 9 ft,,18,20
105,1,0:07.0,,Defensive rebound by P. Mills,18,20
106,1,0:05.0,,Turnover by P. Mills (bad pass),18,20
107,1,0:03.0,Personal foul by M. Ginóbili (drawn by G. Green),,18,20
108,1,0:01.0,G. Green misses 3-pt jump shot from 24 ft,,18,20
109,1,0:00.0,,Defensive rebound by M. Belinelli,18,20
110,2,12:00.0,Technical foul by Team,,18,20
111,2,12:00.0,,D. Green makes technical free throw,18,21
112,2,11:39.0,G. Green misses 2-pt layup from 1 ft,,18,21
113,2,11:38.0,,Defensive rebound by Team,18,21
114,2,11:20.0,,K. Leonard makes 2-pt layup from 1 ft,18,23
115,2,11:07.0,G. Green misses 2-pt jump shot from 15 ft,,18,23
116,2,11:07.0,Offensive rebound by M. Morris,,18,23
117,2,11:07.0,,Loose ball foul by D. Green (drawn by M. Morris),18,23
118,2,11:07.0,M. Morris enters the game for M. Morris,,18,23
119,2,11:07.0,P. Tucker enters the game for T. Warren,,18,23
120,2,10:50.0,E. Bledsoe makes 2-pt jump shot from 11 ft,,20,23
121,2,10:29.0,A. Goodwin enters the game for G. Green,,20,23
122,2,10:24.0,,K. Leonard misses 2-pt layup from 1 ft,20,23
123,2,10:23.0,Defensive rebound by E. Bledsoe,,20,23
124,2,10:12.0,Personal foul by D. Green (drawn by M. Morris),,20,23
125,2,10:04.0,M. Morris misses 2-pt jump shot from 5 ft,,20,23
126,2,10:03.0,,Defensive rebound by C. Joseph,20,23
127,2,9:56.0,,Personal foul by P. Tucker (drawn by C. Joseph),20,23
128,2,9:48.0,,A. Baynes makes 2-pt jump shot from 7 ft (assist by C. Joseph),20,25
129,2,9:32.0,A. Goodwin misses 2-pt layup from 2 ft (block by A. Baynes),,20,25
130,2,9:31.0,,Defensive rebound by M. Belinelli,20,25
131,2,9:19.0,,M. Belinelli makes 2-pt jump shot from 20 ft (assist by C. Joseph),20,27
132,2,8:59.0,P. Tucker misses 2-pt jump shot from 19 ft,,20,27
133,2,8:58.0,Offensive rebound by E. Barron,,20,27
134,2,8:52.0,A. Goodwin misses 2-pt jump shot from 9 ft,,20,27
135,2,8:51.0,Offensive rebound by E. Barron,,20,27
136,2,8:51.0,E. Barron makes 2-pt layup from 1 ft,,22,27
137,2,8:40.0,,D. Green misses 3-pt jump shot from 26 ft,22,27
138,2,8:39.0,Defensive rebound by E. Bledsoe,,22,27
139,2,8:29.0,E. Barron misses 2-pt jump shot from 18 ft,,22,27
140,2,8:28.0,,Defensive rebound by K. Leonard,22,27
141,2,8:13.0,,M. Belinelli makes 3-pt jump shot from 25 ft (assist by D. Green),22,30
142,2,7:56.0,A. Goodwin misses 3-pt jump shot from 24 ft,,22,30
143,2,7:55.0,,Defensive rebound by K. Leonard,22,30
144,2,7:46.0,,D. Green makes 3-pt jump shot from 23 ft (assist by C. Joseph),22,33
145,2,7:45.0,Phoenix full timeout,,22,33
146,2,7:45.0,T. Warren enters the game for E. Barron,,22,33
147,2,7:45.0,,T. Duncan enters the game for A. Baynes,22,33
148,2,7:45.0,,B. Diaw enters the game for D. Green,22,33
149,2,7:29.0,M. Morris misses 3-pt jump shot from 26 ft,,22,33
150,2,7:28.0,,Defensive rebound by T. Duncan,22,33
151,2,7:16.0,,Shooting foul by A. Goodwin (drawn by M. Belinelli),22,33
152,2,7:16.0,,M. Belinelli makes free throw 1 of 3,22,34
153,2,7:16.0,,M. Belinelli makes free throw 2 of 3,22,35
154,2,7:16.0,G. Green enters the game for A. Goodwin,,22,35
155,2,7:16.0,,M. Belinelli makes free throw 3 of 3,22,36
156,2,7:04.0,E. Bledsoe makes 2-pt jump shot from 22 ft,,24,36
157,2,6:49.0,,Shooting foul by T. Warren (drawn by K. Leonard),24,36
158,2,6:49.0,,K. Leonard makes free throw 1 of 2,24,37
159,2,6:49.0,,K. Leonard makes free throw 2 of 2,24,38
160,2,6:32.0,E. Bledsoe misses 3-pt jump shot from 24 ft,,24,38
161,2,6:31.0,,Defensive rebound by T. Duncan,24,38
162,2,6:24.0,,Turnover by M. Belinelli (bad pass),24,38
163,2,6:05.0,E. Bledsoe makes 2-pt layup at rim (assist by G. Green),,26,38
164,2,6:04.0,,San Antonio full timeout,26,38
165,2,6:04.0,,T. Parker enters the game for C. Joseph,26,38
166,2,5:49.0,,Personal foul by T. Warren (drawn by M. Belinelli),26,38
167,2,5:40.0,,Turnover by B. Diaw (bad pass; steal by M. Morris),26,38
168,2,5:32.0,M. Morris makes 2-pt jump shot from 16 ft (assist by E. Bledsoe),,28,38
169,2,5:13.0,,Shooting foul by M. Morris (drawn by T. Duncan),28,38
170,2,5:13.0,,T. Duncan makes free throw 1 of 2,28,39
171,2,5:13.0,,T. Duncan makes free throw 2 of 2,28,40
172,2,4:58.0,Personal foul by M. Belinelli (drawn by G. Green),,28,40
173,2,4:58.0,M. Morris enters the game for M. Morris,,28,40
174,2,4:58.0,,D. Green enters the game for K. Leonard,28,40
175,2,4:53.0,G. Green makes 2-pt jump shot from 18 ft (assist by E. Bledsoe),,30,40
176,2,4:30.0,,M. Belinelli misses 2-pt jump shot from 21 ft,30,40
177,2,4:29.0,Defensive rebound by P. Tucker,,30,40
178,2,4:13.0,G. Green makes 2-pt jump shot from 20 ft,,32,40
179,2,3:53.0,,D. Green misses 2-pt jump shot from 17 ft,32,40
180,2,3:52.0,Defensive rebound by M. Morris,,32,40
181,2,3:36.0,,M. Belinelli makes 2-pt layup from 1 ft (assist by T. Duncan),32,42
182,2,3:17.0,P. Tucker misses 3-pt jump shot from 23 ft,,32,42
183,2,3:16.0,,Defensive rebound by B. Diaw,32,42
184,2,3:07.0,,T. Duncan makes 2-pt jump shot from 3 ft (assist by T. Parker),32,44
185,2,3:00.0,Shooting foul by T. Duncan (drawn by G. Green),,32,44
186,2,3:00.0,G. Green misses free throw 1 of 2,,32,44
187,2,3:00.0,Offensive rebound by Team,,32,44
188,2,3:00.0,G. Green makes free throw 2 of 2,,33,44
189,2,2:42.0,,T. Parker misses 3-pt jump shot from 23 ft,33,44
190,2,2:41.0,Defensive rebound by G. Green,,33,44
191,2,2:31.0,G. Green misses 2-pt layup from 2 ft,,33,44
192,2,2:30.0,,Defensive rebound by B. Diaw,33,44
193,2,2:21.0,,D. Green makes 3-pt jump shot from 23 ft (assist by M. Belinelli),33,47
194,2,2:02.0,M. Morris makes 2-pt jump shot from 20 ft,,35,47
195,2,2:02.0,Away from play foul by D. Green (drawn by G. Green),,35,47
196,2,2:02.0,Official timeout,,35,47
197,2,2:02.0,,M. Ginóbili enters the game for D. Green,35,47
198,2,2:02.0,G. Green misses free throw 1 of 1,,35,47
199,2,2:02.0,,Defensive rebound by T. Duncan,35,47
200,2,1:44.0,,B. Diaw misses 2-pt layup from 2 ft,35,47
201,2,1:43.0,,Offensive rebound by T. Duncan,35,47
202,2,1:27.0,,T. Duncan misses 2-pt jump shot from 10 ft,35,47
203,2,1:25.0,,Offensive rebound by M. Ginóbili,35,47
204,2,1:13.0,,K. Leonard enters the game for T. Duncan,35,47
205,2,1:12.0,,Shooting foul by G. Green (drawn by M. Ginóbili),35,47
206,2,1:12.0,,M. Ginóbili makes free throw 1 of 2,35,48
207,2,1:12.0,,M. Ginóbili makes free throw 2 of 2,35,49
208,2,1:00.0,T. Warren misses 2-pt layup from 2 ft,,35,49
209,2,0:59.0,,Defensive rebound by K. Leonard,35,49
210,2,0:49.0,,Shooting foul by T. Warren (drawn by B. Diaw),35,49
211,2,0:49.0,,B. Diaw makes free throw 1 of 2,35,50
212,2,0:49.0,,B. Diaw makes free throw 2 of 2,35,51
213,2,0:40.0,Personal foul by M. Ginóbili (drawn by E. Bledsoe),,35,51
214,2,0:40.0,E. Bledsoe makes free throw 1 of 2,,36,51
215,2,0:40.0,E. Bledsoe makes free throw 2 of 2,,37,51
216,2,0:29.0,,M. Belinelli misses 3-pt jump shot from 25 ft,37,51
217,2,0:28.0,Defensive rebound by M. Morris,,37,51
218,2,0:05.0,T. Warren makes 2-pt jump shot from 12 ft (assist by E. Bledsoe),,39,51
219,2,0:01.0,,T. Parker misses 2-pt layup from 1 ft (block by T. Warren),39,51
220,2,0:01.0,,Offensive rebound by Team,39,51
221,2,0:01.0,,T. Duncan enters the game for M. Belinelli,39,51
222,2,0:01.0,E. Barron enters the game for T. Warren,,39,51
223,2,0:00.0,,T. Duncan misses 2-pt jump shot from 7 ft,39,51
224,2,0:00.0,,Offensive rebound by Team,39,51
225,3,11:39.0,E. Bledsoe misses 3-pt jump shot from 24 ft,,39,51
226,3,11:38.0,Offensive rebound by M. Morris,,39,51
227,3,11:37.0,Turnover by M. Morris (step out of bounds),,39,51
228,3,11:23.0,,Turnover by B. Diaw (lost ball),39,51
229,3,11:09.0,Turnover by A. Goodwin (bad pass; steal by T. Duncan),,39,51
230,3,10:58.0,,K. Leonard makes 2-pt jump shot from 14 ft (assist by D. Green),39,53
231,3,10:41.0,M. Morris misses 2-pt jump shot from 16 ft,,39,53
232,3,10:40.0,,Defensive rebound by K. Leonard,39,53
233,3,10:33.0,,Turnover by D. Green (step out of bounds),39,53
234,3,10:19.0,M. Morris makes 2-pt jump shot from 17 ft,,41,53
235,3,10:11.0,,Personal foul by M. Morris (drawn by T. Duncan),41,53
236,3,10:01.0,,T. Duncan makes 2-pt layup at rim (assist by D. Green),41,55
237,3,9:47.0,M. Morris misses 2-pt jump shot from 20 ft,,41,55
238,3,9:46.0,,Defensive rebound by B. Diaw,41,55
239,3,9:30.0,,D. Green misses 3-pt jump shot from 24 ft,41,55
240,3,9:29.0,,Offensive rebound by B. Diaw,41,55
241,3,9:28.0,,Shooting block foul by M. Morris (drawn by T. Duncan),41,55
242,3,9:28.0,,T. Duncan makes free throw 1 of 2,41,56
243,3,9:28.0,,T. Duncan makes free throw 2 of 2,41,57
244,3,9:15.0,Personal foul by K. Leonard (drawn by E. Bledsoe),,41,57
245,3,9:08.0,Turnover by E. Bledsoe (bad pass; steal by K. Leonard),,41,57
246,3,9:02.0,,B. Diaw misses 2-pt layup from 2 ft,41,57
247,3,9:01.0,Defensive rebound by M. Morris,,41,57
248,3,8:57.0,A. Goodwin makes 2-pt layup from 1 ft (assist by E. Bledsoe),,43,57
249,3,8:37.0,,K. Leonard misses 2-pt jump shot from 20 ft,43,57
250,3,8:36.0,Defensive rebound by M. Morris,,43,57
251,3,8:33.0,M. Morris makes 2-pt dunk at rim (assist by M. Morris),,45,57
252,3,8:12.0,,T. Duncan makes 2-pt layup at rim (assist by K. Leonard),45,59
253,3,7:55.0,A. Goodwin misses 2-pt jump shot from 9 ft (block by T. Duncan),,45,59
254,3,7:54.0,Offensive rebound by Team,,45,59
255,3,7:54.0,,M. Ginóbili enters the game for D. Green,45,59
256,3,7:49.0,M. Morris makes 2-pt jump shot from 17 ft (assist by P. Tucker),,47,59
257,3,7:29.0,,T. Parker makes 2-pt jump shot from 9 ft (assist by T. Duncan),47,61
258,3,7:17.0,Shooting foul by B. Diaw (drawn by E. Bledsoe),,47,61
259,3,7:17.0,E. Bledsoe makes free throw 1 of 2,,48,61
260,3,7:17.0,E. Bledsoe makes free throw 2 of 2,,49,61
261,3,7:07.0,,Personal foul by E. Bledsoe (drawn by T. Parker),49,61
262,3,7:07.0,T. Warren enters the game for M. Morris,,49,61
263,3,6:59.0,,T. Duncan misses 2-pt layup at rim (block by A. Goodwin),49,61
264,3,6:58.0,Defensive rebound by M. Morris,,49,61
265,3,6:50.0,T. Warren misses 2-pt layup from 1 ft,,49,61
266,3,6:49.0,Offensive rebound by T. Warren,,49,61
267,3,6:43.0,A. Goodwin misses 2-pt layup at rim,,49,61
268,3,6:42.0,,Defensive rebound by B. Diaw,49,61
269,3,6:31.0,,T. Parker misses 2-pt layup from 1 ft,49,61
270,3,6:30.0,Defensive rebound by P. Tucker,,49,61
271,3,6:12.0,Shooting foul by M. Ginóbili (drawn by M. Morris),,49,61
272,3,6:12.0,M. Morris makes free throw 1 of 2,,50,61
273,3,6:12.0,,San Antonio full timeout,50,61
274,3,6:12.0,,A. Baynes enters the game for T. Duncan,50,61
275,3,6:12.0,,C. Joseph enters the game for T. Parker,50,61
276,3,6:12.0,,M. Belinelli enters the game for B. Diaw,50,61
277,3,6:12.0,M. Morris misses free throw 2 of 2,,50,61
278,3,6:11.0,Offensive rebound by A. Goodwin,,50,61
279,3,5:57.0,E. Bledsoe makes 2-pt jump shot from 14 ft,,52,61
280,3,5:28.0,,C. Joseph makes 2-pt layup from 1 ft (assist by M. Ginóbili),52,63
281,3,5:11.0,Shooting foul by C. Joseph (drawn by M. Morris),,52,63
282,3,5:11.0,M. Morris makes free throw 1 of 2,,53,63
283,3,5:11.0,G. Green enters the game for A. Goodwin,,53,63
284,3,5:11.0,M. Morris makes free throw 2 of 2,,54,63
285,3,4:58.0,,Shooting foul by G. Green (drawn by M. Ginóbili),54,63
286,3,4:58.0,,M. Ginóbili misses free throw 1 of 2,54,63
287,3,4:58.0,,Offensive rebound by Team,54,63
288,3,4:58.0,E. Barron enters the game for M. Morris,,54,63
289,3,4:58.0,,M. Ginóbili misses free throw 2 of 2,54,63
290,3,4:57.0,Defensive rebound by P. Tucker,,54,63
291,3,4:46.0,P. Tucker misses 2-pt jump shot from 21 ft,,54,63
292,3,4:45.0,,Defensive rebound by M. Belinelli,54,63
293,3,4:23.0,,M. Belinelli makes 3-pt jump shot from 25 ft (assist by C. Joseph),54,66
294,3,4:03.0,Shooting foul by M. Ginóbili (drawn by E. Barron),,54,66
295,3,4:03.0,E. Barron makes free throw 1 of 2,,55,66
296,3,4:03.0,E. Barron misses free throw 2 of 2,,55,66
297,3,4:02.0,,Defensive rebound by A. Baynes,55,66
298,3,3:45.0,,A. Baynes makes 2-pt layup from 1 ft (assist by M. Ginóbili),55,68
299,3,3:21.0,G. Green makes 3-pt jump shot from 22 ft,,58,68
300,3,2:57.0,,Turnover by M. Belinelli (bad pass; steal by T. Warren),58,68
301,3,2:46.0,Personal foul by A. Baynes (drawn by G. Green),,58,68
302,3,2:46.0,Phoenix full timeout,,58,68
303,3,2:46.0,,D. Green enters the game for K. Leonard,58,68
304,3,2:46.0,G. Green makes free throw 1 of 2,,59,68
305,3,2:46.0,G. Green makes free throw 2 of 2,,60,68
306,3,2:40.0,,Personal foul by T. Warren (drawn by M. Ginóbili),60,68
307,3,2:40.0,,M. Ginóbili makes free throw 1 of 2,60,69
308,3,2:40.0,,M. Ginóbili makes free throw 2 of 2,60,70
309,3,2:26.0,G. Green misses 2-pt jump shot from 10 ft,,60,70
310,3,2:25.0,,Defensive rebound by C. Joseph,60,70
311,3,2:18.0,,M. Ginóbili misses 3-pt jump shot from 25 ft,60,70
312,3,2:17.0,Defensive rebound by P. Tucker,,60,70
313,3,1:58.0,E. Barron misses 2-pt layup from 2 ft,,60,70
314,3,1:57.0,,Defensive rebound by M. Ginóbili,60,70
315,3,1:43.0,,C. Joseph makes 3-pt jump shot from 22 ft (assist by M. Ginóbili),60,73
316,3,1:26.0,E. Bledsoe makes 2-pt layup from 1 ft,,62,73
317,3,1:06.0,,Personal foul by T. Warren (drawn by M. Ginóbili),62,73
318,3,1:06.0,,M. Ginóbili makes free throw 1 of 2,62,74
319,3,1:06.0,A. Goodwin enters the game for T. Warren,,62,74
320,3,1:06.0,M. Morris enters the game for E. Bledsoe,,62,74
321,3,1:06.0,,M. Ginóbili misses free throw 2 of 2,62,74
322,3,1:05.0,Defensive rebound by E. Barron,,62,74
323,3,0:50.0,G. Green makes 2-pt jump shot from 10 ft (assist by E. Barron),,64,74
324,3,0:34.0,,C. Joseph makes 2-pt jump shot from 15 ft,64,76
325,3,0:13.0,M. Morris misses 2-pt jump shot from 13 ft,,64,76
326,3,0:12.0,,Defensive rebound by C. Joseph,64,76
327,3,0:01.0,,M. Belinelli misses 3-pt jump shot from 25 ft,64,76
328,3,0:01.0,Defensive rebound by P. Tucker,,64,76
329,3,0:01.0,,Loose ball foul by A. Baynes (drawn by P. Tucker),64,76
330,3,0:01.0,P. Tucker makes free throw 1 of 2,,65,76
331,3,0:01.0,P. Tucker misses free throw 2 of 2,,65,76
332,3,0:00.0,Offensive rebound by Team,,65,76
333,4,11:45.0,,T. Duncan makes 2-pt layup from 2 ft (assist by M. Ginóbili),65,78
334,4,11:45.0,,Shooting foul by M. Morris (drawn by T. Duncan),65,78
335,4,11:45.0,,T. Duncan makes free throw 1 of 1,65,79
336,4,11:27.0,A. Goodwin misses 2-pt layup from 2 ft (block by M. Ginóbili),,65,79
337,4,11:25.0,Offensive rebound by A. Goodwin,,65,79
338,4,11:21.0,A. Goodwin misses 3-pt jump shot from 25 ft,,65,79
339,4,11:20.0,Offensive rebound by M. Morris,,65,79
340,4,11:14.0,G. Green misses 2-pt jump shot from 12 ft,,65,79
341,4,11:13.0,Offensive rebound by A. Goodwin,,65,79
342,4,11:12.0,A. Goodwin makes 2-pt layup from 1 ft,,67,79
343,4,11:12.0,Shooting foul by C. Joseph (drawn by A. Goodwin),,67,79
344,4,11:12.0,,K. Leonard enters the game for M. Ginóbili,67,79
345,4,11:12.0,M. Morris enters the game for E. Barron,,67,79
346,4,11:12.0,A. Goodwin makes free throw 1 of 1,,68,79
347,4,10:48.0,,C. Joseph misses 3-pt jump shot from 23 ft,68,79
348,4,10:47.0,Defensive rebound by P. Tucker,,68,79
349,4,10:41.0,Turnover by G. Green (bad pass; steal by D. Green),,68,79
350,4,10:37.0,,Shooting block foul by A. Goodwin (drawn by D. Green),68,79
351,4,10:37.0,,D. Green makes free throw 1 of 2,68,80
352,4,10:37.0,,T. Parker enters the game for C. Joseph,68,80
353,4,10:37.0,,D. Green makes free throw 2 of 2,68,81
354,4,10:22.0,A. Goodwin makes 2-pt dunk at rim (assist by M. Morris),,70,81
355,4,10:05.0,,Turnover by K. Leonard (lost ball; steal by P. Tucker),70,81
356,4,9:55.0,M. Morris misses 3-pt jump shot from 25 ft,,70,81
357,4,9:54.0,,Defensive rebound by M. Belinelli,70,81
358,4,9:33.0,,D. Green makes 3-pt jump shot from 23 ft (assist by T. Parker),70,84
359,4,9:14.0,E. Bledsoe enters the game for P. Tucker,,70,84
360,4,9:07.0,A. Goodwin makes 2-pt jump shot from 14 ft,,72,84
361,4,8:44.0,Violation by M. Morris (kicked ball),,72,84
362,4,8:44.0,Official timeout,,72,84
363,4,8:44.0,,B. Diaw enters the game for M. Belinelli,72,84
364,4,8:33.0,,B. Diaw makes 2-pt layup from 2 ft (assist by T. Duncan),72,86
365,4,8:15.0,M. Morris misses 3-pt jump shot from 25 ft,,72,86
366,4,8:13.0,Offensive rebound by E. Bledsoe,,72,86
367,4,8:08.0,G. Green makes 3-pt jump shot from 23 ft (assist by E. Bledsoe),,75,86
368,4,7:50.0,,Shooting foul by M. Morris (drawn by T. Duncan),75,86
369,4,7:50.0,,T. Duncan makes free throw 1 of 2,75,87
370,4,7:50.0,,T. Duncan makes free throw 2 of 2,75,88
371,4,7:36.0,Turnover by Team (back court),,75,88
372,4,7:22.0,,K. Leonard makes 3-pt jump shot from 24 ft (assist by T. Parker),75,91
373,4,7:09.0,A. Goodwin misses 2-pt jump shot from 22 ft,,75,91
374,4,7:08.0,,Defensive rebound by T. Duncan,75,91
375,4,6:47.0,,T. Duncan makes 2-pt jump shot from 11 ft,75,93
376,4,6:37.0,Turnover by M. Morris (bad pass; steal by T. Parker),,75,93
377,4,6:34.0,Violation by A. Goodwin (def goaltending),,75,93
378,4,6:34.0,,T. Parker makes 2-pt layup from 1 ft,75,95
379,4,6:34.0,Phoenix full timeout,,75,95
380,4,6:34.0,,K. Anderson enters the game for B. Diaw,75,95
381,4,6:34.0,T. Warren enters the game for M. Morris,,75,95
382,4,6:34.0,P. Tucker enters the game for G. Green,,75,95
383,4,6:19.0,M. Morris makes 2-pt jump shot from 14 ft (assist by E. Bledsoe),,77,95
384,4,6:03.0,,Shooting foul by P. Tucker (drawn by K. Leonard),77,95
385,4,6:03.0,,K. Leonard makes free throw 1 of 2,77,96
386,4,6:03.0,,K. Leonard makes free throw 2 of 2,77,97
387,4,5:55.0,Personal foul by K. Anderson (drawn by T. Warren),,77,97
388,4,5:55.0,,C. Joseph enters the game for T. Parker,77,97
389,4,5:51.0,T. Warren makes 2-pt dunk at rim (assist by E. Bledsoe),,79,97
