,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,DALLAS_ACTION,CHARLOTTE_SCORE,DALLAS_SCORE
48,1,5:26.0,,R. Jefferson makes free throw 2 of 2,8,15
49,1,5:17.0,Personal foul by D. Harris (drawn by M. Williams),,8,15
50,1,5:17.0,M. Williams enters the game for C. Zeller,,8,15
51,1,5:13.0,Personal foul by R. Jefferson (drawn by G. Henderson),,8,15
52,1,5:02.0,G. Henderson makes 2-pt layup at rim (assist by A. Jefferson),,10,15
53,1,4:45.0,,Turnover by A. Stoudemire (lost ball; steal by M. Williams),10,15
54,1,4:38.0,Personal foul by M. Ellis (drawn by G. Henderson),,10,15
55,1,4:30.0,Turnover by G. Henderson (bad pass; steal by D. Harris),,10,15
56,1,4:22.0,,R. Jefferson makes 3-pt jump shot from 23 ft (assist by M. Ellis),10,18
57,1,3:59.0,Turnover by A. Jefferson (traveling),,10,18
58,1,3:59.0,B. Roberts enters the game for M. Kidd-Gilchrist,,10,18
59,1,3:59.0,L. Stephenson enters the game for G. Henderson,,10,18
60,1,3:45.0,,A. Stoudemire misses 2-pt hook shot from 7 ft,10,18
61,1,3:44.0,Defensive rebound by A. Jefferson,,10,18
62,1,3:24.0,M. Williams misses 3-pt jump shot from 25 ft,,10,18
63,1,3:23.0,,Defensive rebound by R. Jefferson,10,18
64,1,3:12.0,,A. Stoudemire misses 2-pt hook shot from 1 ft,10,18
65,1,3:10.0,Defensive rebound by A. Jefferson,,10,18
66,1,2:55.0,A. Jefferson misses 2-pt jump shot from 15 ft,,10,18
67,1,2:53.0,,Defensive rebound by R. Jefferson,10,18
68,1,2:51.0,,Dallas full timeout,10,18
69,1,2:51.0,J. Maxiell enters the game for A. Jefferson,,10,18
70,1,2:41.0,,M. Ellis makes 2-pt jump shot from 5 ft,10,20
71,1,2:22.0,B. Roberts misses 2-pt jump shot from 19 ft,,10,20
72,1,2:21.0,,Defensive rebound by A. Aminu,10,20
73,1,2:05.0,,M. Ellis misses 2-pt jump shot from 15 ft,10,20
74,1,2:04.0,,Offensive rebound by A. Stoudemire,10,20
75,1,2:00.0,,A. Stoudemire makes 2-pt hook shot from 3 ft,10,22
76,1,1:47.0,L. Stephenson misses 2-pt jump shot from 18 ft,,10,22
77,1,1:47.0,Offensive rebound by Team,,10,22
78,1,1:47.0,,Loose ball foul by A. Stoudemire (drawn by J. Maxiell),10,22
79,1,1:47.0,,D. Nowitzki enters the game for M. Ellis,10,22
80,1,1:47.0,,J. Barea enters the game for R. Jefferson,10,22
81,1,1:42.0,L. Stephenson makes 2-pt jump shot from 9 ft,,12,22
82,1,1:18.0,,J. Barea makes 2-pt jump shot from 6 ft,12,24
83,1,1:02.0,L. Stephenson makes 2-pt layup at rim,,14,24
84,1,0:46.0,,A. Stoudemire makes 2-pt dunk at rim (assist by D. Harris),14,26
85,1,0:34.0,M. Williams makes 2-pt jump shot from 19 ft (assist by B. Roberts),,16,26
86,1,0:27.0,,A. Stoudemire makes 2-pt dunk at rim (assist by J. Barea),16,28
87,1,0:01.0,M. Williams misses 2-pt jump shot from 22 ft,,16,28
88,1,0:00.0,Offensive rebound by J. Maxiell,,16,28
89,2,11:43.0,Turnover by J. Taylor (bad pass; steal by D. Harris),,16,28
90,2,11:41.0,,Turnover by D. Harris (bad pass; steal by J. Maxiell),16,28
91,2,11:30.0,J. Maxiell misses 2-pt jump shot from 14 ft,,16,28
92,2,11:29.0,,Defensive rebound by D. Nowitzki,16,28
93,2,11:17.0,,Turnover by J. Barea (bad pass; steal by M. Williams),16,28
94,2,11:02.0,L. Stephenson misses 2-pt layup from 2 ft (block by A. Aminu),,16,28
95,2,11:02.0,Offensive rebound by Team,,16,28
96,2,10:59.0,J. Taylor misses 2-pt layup at rim (block by A. Aminu),,16,28
97,2,10:57.0,,Defensive rebound by D. Nowitzki,16,28
98,2,10:52.0,,J. Barea makes 2-pt layup at rim (assist by D. Harris),16,30
99,2,10:39.0,L. Stephenson misses 2-pt jump shot from 21 ft,,16,30
100,2,10:38.0,Offensive rebound by J. Maxiell,,16,30
101,2,10:33.0,J. Taylor misses 3-pt jump shot from 24 ft,,16,30
102,2,10:32.0,,Defensive rebound by D. Nowitzki,16,30
103,2,10:29.0,,Shooting foul by J. Taylor (drawn by J. Barea),16,30
104,2,10:29.0,,J. Barea makes free throw 1 of 2,16,31
105,2,10:29.0,,J. Barea makes free throw 2 of 2,16,32
106,2,10:18.0,L. Stephenson misses 2-pt layup from 1 ft (block by A. Aminu),,16,32
107,2,10:15.0,Offensive rebound by J. Taylor,,16,32
108,2,10:12.0,J. Maxiell makes 2-pt jump shot from 2 ft (assist by M. Williams),,18,32
109,2,10:12.0,Shooting foul by A. Aminu (drawn by J. Maxiell),,18,32
110,2,10:12.0,J. Maxiell misses free throw 1 of 1,,18,32
111,2,10:12.0,,Defensive rebound by Team,18,32
112,2,9:51.0,,C. Villanueva misses 2-pt layup from 1 ft (block by J. Maxiell),18,32
113,2,9:49.0,,Offensive rebound by C. Villanueva,18,32
114,2,9:49.0,,Shooting foul by J. Taylor (drawn by C. Villanueva),18,32
115,2,9:49.0,,C. Villanueva makes free throw 1 of 2,18,33
116,2,9:49.0,,R. Rondo enters the game for D. Harris,18,33
117,2,9:49.0,,C. Villanueva misses free throw 2 of 2,18,33
118,2,9:48.0,Defensive rebound by M. Williams,,18,33
119,2,9:41.0,Shooting foul by D. Nowitzki (drawn by J. Taylor),,18,33
120,2,9:41.0,J. Taylor makes free throw 1 of 2,,19,33
121,2,9:41.0,J. Taylor makes free throw 2 of 2,,20,33
122,2,9:24.0,,Personal foul by M. Williams (drawn by D. Nowitzki),20,33
123,2,9:13.0,,A. Aminu misses 2-pt jump shot from 6 ft,20,33
124,2,9:12.0,Defensive rebound by J. Taylor,,20,33
125,2,9:05.0,B. Roberts misses 3-pt jump shot from 24 ft,,20,33
126,2,9:04.0,Offensive rebound by J. Maxiell,,20,33
127,2,8:51.0,B. Roberts misses 2-pt jump shot from 12 ft,,20,33
128,2,8:50.0,,Defensive rebound by D. Nowitzki,20,33
129,2,8:40.0,,Turnover by J. Barea (lost ball; steal by L. Stephenson),20,33
130,2,8:36.0,Shooting foul by A. Aminu (drawn by J. Taylor),,20,33
131,2,8:36.0,Official timeout,,20,33
132,2,8:36.0,,T. Chandler enters the game for D. Nowitzki,20,33
133,2,8:36.0,,M. Ellis enters the game for A. Aminu,20,33
134,2,8:36.0,,R. Jefferson enters the game for J. Barea,20,33
135,2,8:36.0,J. Taylor makes free throw 1 of 2,,21,33
136,2,8:36.0,J. Taylor makes free throw 2 of 2,,22,33
137,2,8:24.0,,C. Villanueva misses 3-pt jump shot from 24 ft,22,33
138,2,8:22.0,,Offensive rebound by T. Chandler,22,33
139,2,8:08.0,,C. Villanueva makes 3-pt jump shot from 23 ft (assist by M. Ellis),22,36
140,2,7:43.0,L. Stephenson misses 2-pt jump shot from 20 ft,,22,36
141,2,7:42.0,,Defensive rebound by T. Chandler,22,36
142,2,7:32.0,,R. Jefferson makes 3-pt jump shot from 22 ft (assist by R. Rondo),22,39
143,2,7:26.0,Charlotte full timeout,,22,39
144,2,7:26.0,A. Jefferson enters the game for B. Roberts,,22,39
145,2,7:26.0,M. Williams enters the game for J. Maxiell,,22,39
146,2,7:16.0,M. Williams makes 2-pt jump shot from 6 ft (assist by L. Stephenson),,24,39
147,2,6:55.0,,R. Rondo makes 2-pt layup from 1 ft (assist by R. Jefferson),24,41
148,2,6:41.0,A. Jefferson misses 2-pt layup from 2 ft,,24,41
149,2,6:39.0,,Defensive rebound by C. Villanueva,24,41
150,2,6:34.0,,T. Chandler makes 2-pt dunk at rim (assist by R. Rondo),24,43
151,2,6:13.0,Turnover by A. Jefferson (traveling),,24,43
152,2,6:13.0,G. Henderson enters the game for J. Taylor,,24,43
153,2,6:02.0,,Turnover by R. Rondo (bad pass; steal by A. Jefferson),24,43
154,2,5:55.0,M. Williams misses 3-pt jump shot from 23 ft,,24,43
155,2,5:54.0,,Defensive rebound by T. Chandler,24,43
156,2,5:43.0,,C. Villanueva misses 3-pt jump shot from 24 ft,24,43
157,2,5:42.0,Defensive rebound by L. Stephenson,,24,43
158,2,5:34.0,M. Williams makes 3-pt jump shot from 24 ft (assist by L. Stephenson),,27,43
159,2,5:17.0,,Turnover by T. Chandler (offensive foul),27,43
160,2,5:17.0,,Offensive foul by T. Chandler (drawn by M. Williams),27,43
161,2,5:07.0,M. Williams misses 2-pt jump shot from 18 ft,,27,43
162,2,5:06.0,,Defensive rebound by C. Villanueva,27,43
163,2,4:52.0,,Personal foul by A. Jefferson (drawn by T. Chandler),27,43
164,2,4:52.0,C. Zeller enters the game for M. Williams,,27,43
165,2,4:43.0,,R. Jefferson misses 2-pt jump shot from 6 ft (block by L. Stephenson),27,43
166,2,4:41.0,Defensive rebound by A. Jefferson,,27,43
167,2,4:24.0,A. Jefferson misses 2-pt jump shot from 18 ft,,27,43
168,2,4:23.0,,Defensive rebound by C. Villanueva,27,43
169,2,4:13.0,,R. Jefferson misses 3-pt jump shot from 22 ft,27,43
170,2,4:12.0,Defensive rebound by C. Zeller,,27,43
171,2,4:02.0,M. Williams makes 2-pt jump shot from 21 ft,,29,43
172,2,4:00.0,,Dallas full timeout,29,43
173,2,4:00.0,,D. Harris enters the game for R. Jefferson,29,43
174,2,4:00.0,,A. Aminu enters the game for R. Rondo,29,43
175,2,4:00.0,,D. Nowitzki enters the game for C. Villanueva,29,43
176,2,4:00.0,M. Kidd-Gilchrist enters the game for L. Stephenson,,29,43
177,2,3:47.0,,D. Harris misses 3-pt jump shot from 25 ft,29,43
178,2,3:46.0,Defensive rebound by A. Jefferson,,29,43
179,2,3:36.0,C. Zeller misses 2-pt layup from 1 ft (block by T. Chandler),,29,43
180,2,3:34.0,Offensive rebound by M. Kidd-Gilchrist,,29,43
181,2,3:25.0,A. Jefferson misses 2-pt jump shot from 5 ft,,29,43
182,2,3:24.0,,Defensive rebound by D. Nowitzki,29,43
183,2,3:06.0,,M. Ellis misses 2-pt jump shot from 19 ft,29,43
184,2,3:05.0,Defensive rebound by G. Henderson,,29,43
185,2,2:52.0,C. Zeller misses 2-pt jump shot from 19 ft,,29,43
186,2,2:52.0,Offensive rebound by A. Jefferson,,29,43
187,2,2:47.0,M. Williams makes 2-pt jump shot from 20 ft (assist by A. Jefferson),,31,43
188,2,2:25.0,,D. Nowitzki misses 2-pt jump shot from 7 ft,31,43
189,2,2:24.0,Defensive rebound by A. Jefferson,,31,43
190,2,2:19.0,G. Henderson misses 2-pt jump shot from 18 ft,,31,43
191,2,2:17.0,Offensive rebound by M. Kidd-Gilchrist,,31,43
192,2,2:17.0,M. Kidd-Gilchrist misses 2-pt tip-in from 3 ft,,31,43
193,2,2:16.0,Offensive rebound by C. Zeller,,31,43
194,2,2:15.0,Turnover by C. Zeller (bad pass; steal by D. Harris),,31,43
195,2,2:09.0,,D. Harris misses 2-pt jump shot from 17 ft,31,43
196,2,2:09.0,Defensive rebound by A. Jefferson,,31,43
197,2,2:00.0,,Offensive charge foul by M. Kidd-Gilchrist (drawn by D. Harris),31,43
198,2,2:00.0,Turnover by M. Kidd-Gilchrist (offensive foul),,31,43
199,2,2:00.0,L. Stephenson enters the game for M. Kidd-Gilchrist,,31,43
200,2,1:45.0,,Turnover by A. Aminu (back court),31,43
201,2,1:36.0,M. Williams makes 2-pt layup from 1 ft,,33,43
202,2,1:20.0,,D. Nowitzki misses 2-pt jump shot from 10 ft,33,43
203,2,1:19.0,Defensive rebound by Team,,33,43
204,2,1:04.0,A. Jefferson misses 2-pt jump shot from 6 ft,,33,43
205,2,1:03.0,,Defensive rebound by T. Chandler,33,43
206,2,0:50.0,,D. Nowitzki misses 2-pt jump shot from 9 ft,33,43
207,2,0:49.0,Defensive rebound by M. Williams,,33,43
208,2,0:28.0,A. Jefferson makes 2-pt jump shot from 5 ft,,35,43
209,2,0:15.0,,Personal block foul by C. Zeller (drawn by M. Ellis),35,43
210,2,0:15.0,,M. Ellis makes free throw 1 of 2,35,44
211,2,0:15.0,,R. Jefferson enters the game for D. Nowitzki,35,44
212,2,0:15.0,,M. Ellis makes free throw 2 of 2,35,45
213,2,0:04.0,M. Williams misses 3-pt jump shot from 24 ft,,35,45
214,2,0:03.0,,Defensive rebound by R. Jefferson,35,45
215,3,11:36.0,A. Jefferson misses 2-pt hook shot from 8 ft,,35,45
216,3,11:35.0,,Defensive rebound by D. Nowitzki,35,45
217,3,11:22.0,,M. Ellis misses 2-pt jump shot from 19 ft,35,45
218,3,11:21.0,Defensive rebound by A. Jefferson,,35,45
219,3,11:08.0,C. Zeller misses 2-pt jump shot from 17 ft,,35,45
220,3,11:07.0,,Defensive rebound by T. Chandler,35,45
221,3,10:47.0,,R. Jefferson misses 3-pt jump shot from 23 ft,35,45
222,3,10:46.0,Defensive rebound by G. Henderson,,35,45
223,3,10:43.0,Shooting foul by M. Ellis (drawn by G. Henderson),,35,45
224,3,10:43.0,G. Henderson makes free throw 1 of 2,,36,45
225,3,10:43.0,G. Henderson makes free throw 2 of 2,,37,45
226,3,10:33.0,,T. Chandler makes 2-pt jump shot from 18 ft (assist by R. Rondo),37,47
227,3,10:18.0,M. Williams makes 3-pt jump shot from 24 ft (assist by M. Kidd-Gilchrist),,40,47
228,3,10:01.0,,D. Nowitzki makes 2-pt jump shot from 11 ft,40,49
229,3,9:48.0,Turnover by G. Henderson (lost ball; steal by R. Rondo),,40,49
230,3,9:26.0,,Turnover by R. Rondo (bad pass; steal by A. Jefferson),40,49
231,3,9:20.0,M. Williams misses 3-pt jump shot from 24 ft,,40,49
232,3,9:19.0,,Defensive rebound by R. Rondo,40,49
233,3,9:16.0,Violation by G. Henderson (def goaltending),,40,49
234,3,9:16.0,,M. Ellis makes 2-pt layup at rim (assist by R. Rondo),40,51
235,3,9:06.0,Turnover by G. Henderson (lost ball; steal by R. Jefferson),,40,51
236,3,9:05.0,,Personal take foul by G. Henderson (drawn by R. Jefferson),40,51
237,3,8:46.0,,M. Ellis misses 2-pt jump shot from 14 ft,40,51
238,3,8:45.0,Defensive rebound by C. Zeller,,40,51
239,3,8:38.0,G. Henderson misses 2-pt jump shot from 21 ft,,40,51
240,3,8:37.0,,Defensive rebound by R. Rondo,40,51
241,3,8:26.0,,R. Rondo makes 2-pt jump shot from 17 ft,40,53
242,3,8:01.0,A. Jefferson misses 2-pt jump shot from 11 ft,,40,53
243,3,8:00.0,,Defensive rebound by D. Nowitzki,40,53
244,3,7:55.0,,Turnover by R. Rondo (bad pass; steal by M. Williams),40,53
245,3,7:54.0,Personal take foul by D. Nowitzki (drawn by M. Williams),,40,53
246,3,7:43.0,A. Jefferson misses 2-pt jump shot from 17 ft,,40,53
247,3,7:42.0,,Defensive rebound by R. Jefferson,40,53
248,3,7:25.0,,D. Nowitzki misses 2-pt jump shot from 11 ft,40,53
249,3,7:24.0,Defensive rebound by A. Jefferson,,40,53
250,3,7:20.0,,A. Aminu enters the game for D. Nowitzki,40,53
251,3,7:13.0,Turnover by M. Williams (bad pass),,40,53
252,3,7:03.0,,T. Chandler makes 2-pt jump shot from 16 ft (assist by R. Jefferson),40,55
253,3,6:42.0,A. Jefferson misses 2-pt jump shot from 7 ft,,40,55
254,3,6:41.0,,Defensive rebound by R. Jefferson,40,55
255,3,6:34.0,,R. Rondo misses 2-pt jump shot from 12 ft,40,55
256,3,6:32.0,Defensive rebound by A. Jefferson,,40,55
257,3,6:28.0,M. Kidd-Gilchrist misses 2-pt layup from 3 ft (block by R. Jefferson),,40,55
258,3,6:28.0,Offensive rebound by C. Zeller,,40,55
259,3,6:28.0,,Loose ball foul by R. Jefferson (drawn by C. Zeller),40,55
260,3,6:28.0,,D. Harris enters the game for R. Rondo,40,55
261,3,6:21.0,Turnover by M. Williams (bad pass),,40,55
262,3,6:08.0,,A. Aminu misses 2-pt dunk at rim,40,55
263,3,6:07.0,Defensive rebound by G. Henderson,,40,55
264,3,6:01.0,M. Williams makes 3-pt jump shot from 24 ft (assist by G. Henderson),,43,55
265,3,5:49.0,,M. Ellis misses 2-pt jump shot from 15 ft,43,55
266,3,5:49.0,Defensive rebound by C. Zeller,,43,55
267,3,5:39.0,A. Jefferson makes 2-pt jump shot from 4 ft (assist by M. Williams),,45,55
268,3,5:37.0,,Dallas full timeout,45,55
269,3,5:26.0,,T. Chandler makes 2-pt jump shot from 18 ft (assist by R. Jefferson),45,57
270,3,4:59.0,Turnover by M. Williams (lost ball; steal by D. Harris),,45,57
271,3,4:56.0,Offensive charge foul by R. Jefferson (drawn by M. Kidd-Gilchrist),,45,57
272,3,4:56.0,,Turnover by R. Jefferson (offensive foul),45,57
273,3,4:56.0,M. Williams enters the game for C. Zeller,,45,57
274,3,4:33.0,M. Kidd-Gilchrist misses 2-pt jump shot from 2 ft,,45,57
275,3,4:32.0,,Defensive rebound by M. Ellis,45,57
276,3,4:14.0,,M. Ellis misses 2-pt jump shot from 19 ft,45,57
277,3,4:13.0,Defensive rebound by A. Jefferson,,45,57
278,3,4:04.0,M. Kidd-Gilchrist makes 2-pt layup from 1 ft,,47,57
279,3,3:48.0,,Turnover by M. Ellis (lost ball; steal by A. Jefferson),47,57
280,3,3:42.0,M. Williams makes 2-pt jump shot from 3 ft,,49,57
281,3,3:42.0,Shooting foul by A. Aminu (drawn by M. Williams),,49,57
282,3,3:42.0,,J. Barea enters the game for T. Chandler,49,57
283,3,3:42.0,,D. Nowitzki enters the game for M. Ellis,49,57
284,3,3:42.0,L. Stephenson enters the game for G. Henderson,,49,57
285,3,3:42.0,,A. Stoudemire enters the game for R. Jefferson,49,57
286,3,3:42.0,M. Williams makes free throw 1 of 1,,50,57
287,3,3:28.0,,Personal foul by L. Stephenson (drawn by D. Nowitzki),50,57
288,3,3:24.0,,Personal foul by A. Jefferson (drawn by D. Harris),50,57
289,3,3:11.0,,Turnover by A. Stoudemire (lost ball; steal by M. Williams),50,57
290,3,3:11.0,Personal foul by A. Stoudemire (drawn by M. Williams),,50,57
291,3,3:11.0,M. Williams makes free throw 1 of 2,,51,57
292,3,3:11.0,M. Williams misses free throw 2 of 2,,51,57
293,3,3:10.0,,Defensive rebound by D. Nowitzki,51,57
294,3,3:02.0,,D. Harris makes 3-pt jump shot from 24 ft,51,60
295,3,2:44.0,L. Stephenson misses 2-pt layup from 1 ft,,51,60
296,3,2:43.0,,Defensive rebound by D. Nowitzki,51,60
297,3,2:43.0,Loose ball foul by M. Williams (drawn by D. Nowitzki),,51,60
298,3,2:43.0,Charlotte full timeout,,51,60
299,3,2:31.0,,A. Stoudemire makes 2-pt dunk at rim (assist by J. Barea),51,62
300,3,2:10.0,M. Kidd-Gilchrist misses 2-pt jump shot from 18 ft,,51,62
301,3,2:09.0,,Defensive rebound by D. Nowitzki,51,62
302,3,1:55.0,,D. Harris misses 3-pt jump shot from 25 ft,51,62
303,3,1:55.0,,Offensive rebound by Team,51,62
304,3,1:55.0,Loose ball foul by M. Williams (drawn by D. Nowitzki),,51,62
305,3,1:55.0,,D. Nowitzki misses free throw 1 of 2,51,62
306,3,1:55.0,,Offensive rebound by Team,51,62
307,3,1:55.0,,D. Nowitzki makes free throw 2 of 2,51,63
308,3,1:41.0,A. Jefferson misses 2-pt jump shot from 15 ft,,51,63
309,3,1:40.0,,Defensive rebound by J. Barea,51,63
310,3,1:32.0,,D. Harris misses 3-pt jump shot from 24 ft,51,63
311,3,1:31.0,Defensive rebound by A. Jefferson,,51,63
312,3,1:20.0,M. Williams makes 2-pt jump shot from 4 ft,,53,63
313,3,1:11.0,,Turnover by D. Harris (bad pass),53,63
314,3,1:00.0,M. Williams makes 3-pt jump shot from 24 ft (assist by L. Stephenson),,56,63
315,3,0:41.0,,A. Stoudemire makes 2-pt jump shot from 9 ft (assist by D. Harris),56,65
316,3,0:28.0,M. Williams misses 2-pt jump shot from 21 ft,,56,65
317,3,0:27.0,,Defensive rebound by A. Stoudemire,56,65
318,3,0:03.0,,Shooting foul by M. Kidd-Gilchrist (drawn by A. Stoudemire),56,65
319,3,0:03.0,,A. Stoudemire makes free throw 1 of 2,56,66
320,3,0:03.0,,R. Jefferson enters the game for D. Nowitzki,56,66
321,3,0:03.0,,A. Stoudemire makes free throw 2 of 2,56,67
322,4,11:49.0,,A. Stoudemire misses 2-pt jump shot from 19 ft,56,67
323,4,11:49.0,Defensive rebound by Team,,56,67
324,4,11:35.0,B. Roberts misses 2-pt jump shot from 12 ft,,56,67
325,4,11:34.0,,Defensive rebound by A. Aminu,56,67
326,4,11:27.0,,J. Barea misses 2-pt layup at rim,56,67
327,4,11:26.0,,Offensive rebound by A. Stoudemire,56,67
328,4,11:26.0,,Shooting foul by M. Williams (drawn by A. Stoudemire),56,67
329,4,11:26.0,,A. Stoudemire makes free throw 1 of 2,56,68
330,4,11:26.0,,A. Stoudemire makes free throw 2 of 2,56,69
331,4,11:08.0,L. Stephenson makes 3-pt jump shot from 24 ft (assist by C. Zeller),,59,69
332,4,10:44.0,,J. Barea makes 2-pt jump shot from 13 ft (assist by D. Harris),59,71
333,4,10:24.0,M. Kidd-Gilchrist makes 2-pt jump shot from 19 ft (assist by B. Roberts),,61,71
334,4,10:13.0,,J. Barea misses 3-pt jump shot from 24 ft,61,71
335,4,10:12.0,Defensive rebound by C. Zeller,,61,71
336,4,10:05.0,L. Stephenson makes 2-pt layup at rim,,63,71
337,4,10:05.0,,Dallas full timeout,63,71
338,4,10:05.0,,C. Villanueva enters the game for D. Nowitzki,63,71
339,4,10:05.0,,T. Chandler enters the game for D. Harris,63,71
340,4,10:05.0,,R. Rondo enters the game for A. Stoudemire,63,71
341,4,10:05.0,,M. Ellis enters the game for J. Barea,63,71
342,4,9:54.0,,M. Ellis misses 2-pt jump shot from 5 ft,63,71
343,4,9:52.0,Defensive rebound by C. Zeller,,63,71
344,4,9:47.0,Shooting foul by A. Aminu (drawn by M. Kidd-Gilchrist),,63,71
345,4,9:47.0,M. Kidd-Gilchrist misses free throw 1 of 2,,63,71
346,4,9:47.0,Offensive rebound by Team,,63,71
347,4,9:47.0,,R. Jefferson enters the game for A. Aminu,63,71
348,4,9:47.0,M. Kidd-Gilchrist makes free throw 2 of 2,,64,71
349,4,9:33.0,,C. Villanueva makes 2-pt hook shot from 10 ft,64,73
350,4,9:16.0,M. Williams misses 3-pt jump shot from 25 ft,,64,73
351,4,9:15.0,,Defensive rebound by R. Rondo,64,73
352,4,9:08.0,,Personal foul by L. Stephenson (drawn by R. Jefferson),64,73
353,4,9:00.0,,M. Ellis misses 2-pt jump shot from 19 ft,64,73
354,4,8:59.0,Defensive rebound by M. Kidd-Gilchrist,,64,73
355,4,8:47.0,L. Stephenson misses 2-pt jump shot from 8 ft,,64,73
356,4,8:46.0,Offensive rebound by C. Zeller,,64,73
357,4,8:46.0,C. Zeller misses 2-pt tip-in at rim,,64,73
358,4,8:44.0,,Defensive rebound by M. Ellis,64,73
359,4,8:37.0,,R. Rondo makes 2-pt layup at rim,64,75
360,4,8:16.0,M. Kidd-Gilchrist makes 2-pt jump shot from 20 ft (assist by M. Williams),,66,75
361,4,8:01.0,,R. Jefferson misses 3-pt jump shot from 23 ft,66,75
362,4,8:00.0,Defensive rebound by M. Kidd-Gilchrist,,66,75
363,4,7:51.0,M. Kidd-Gilchrist makes 2-pt jump shot from 5 ft,,68,75
364,4,7:32.0,,C. Villanueva misses 2-pt jump shot from 10 ft,68,75
365,4,7:31.0,Defensive rebound by M. Kidd-Gilchrist,,68,75
366,4,7:13.0,L. Stephenson misses 2-pt jump shot from 21 ft,,68,75
367,4,7:12.0,,Defensive rebound by R. Jefferson,68,75
368,4,6:57.0,,R. Rondo misses 2-pt jump shot from 16 ft,68,75
369,4,6:56.0,,Offensive rebound by T. Chandler,68,75
370,4,6:42.0,,M. Ellis makes 2-pt jump shot from 14 ft,68,77
371,4,6:35.0,Charlotte full timeout,,68,77
372,4,6:35.0,M. Williams enters the game for M. Kidd-Gilchrist,,68,77
373,4,6:35.0,G. Henderson enters the game for B. Roberts,,68,77
