,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,PHOENIX_ACTION,LA CLIPPERS_SCORE,PHOENIX_SCORE
0,1,11:41.0,M. Barnes misses 3-pt jump shot from 25 ft,,0,0
1,1,11:39.0,Offensive rebound by D. Jordan,,0,0
2,1,11:38.0,D. Jordan misses 2-pt hook shot from 4 ft,,0,0
3,1,11:36.0,,Defensive rebound by Team,0,0
4,1,11:36.0,Loose ball foul by D. Jordan (drawn by M. Morris),,0,0
5,1,11:20.0,,E. Bledsoe misses 3-pt jump shot from 24 ft,0,0
6,1,11:18.0,Defensive rebound by D. Jordan,,0,0
7,1,11:07.0,C. Paul misses 2-pt jump shot from 17 ft,,0,0
8,1,11:03.0,,Defensive rebound by P. Tucker,0,0
9,1,10:49.0,,P. Tucker misses 2-pt jump shot from 22 ft,0,0
10,1,10:47.0,Defensive rebound by M. Barnes,,0,0
11,1,10:45.0,D. Jordan makes 2-pt dunk at rim (assist by M. Barnes),,2,0
12,1,10:32.0,,T. Warren makes 2-pt jump shot from 7 ft (assist by M. Morris),2,2
13,1,10:07.0,B. Griffin makes 2-pt jump shot from 20 ft,,4,2
14,1,9:56.0,,M. Morris misses 3-pt jump shot from 25 ft,4,2
15,1,9:53.0,Defensive rebound by Team,,4,2
16,1,9:47.0,J. Redick misses 3-pt jump shot from 23 ft,,4,2
17,1,9:45.0,Offensive rebound by M. Barnes,,4,2
18,1,9:44.0,M. Barnes misses 2-pt jump shot from 3 ft (block by M. Morris),,4,2
19,1,9:44.0,Offensive rebound by Team,,4,2
20,1,9:35.0,J. Redick makes 2-pt jump shot from 19 ft (assist by C. Paul),,6,2
21,1,9:12.0,,P. Tucker misses 2-pt jump shot from 22 ft,6,2
22,1,9:10.0,Defensive rebound by D. Jordan,,6,2
23,1,9:00.0,C. Paul misses 2-pt jump shot from 15 ft,,6,2
24,1,8:58.0,Offensive rebound by D. Jordan,,6,2
25,1,8:56.0,J. Redick misses 3-pt jump shot from 24 ft,,6,2
26,1,8:54.0,,Defensive rebound by M. Morris,6,2
27,1,8:45.0,,A. Goodwin misses 2-pt jump shot from 19 ft,6,2
28,1,8:43.0,Defensive rebound by B. Griffin,,6,2
29,1,8:38.0,M. Barnes makes 2-pt layup from 1 ft (assist by C. Paul),,8,2
30,1,8:24.0,,A. Goodwin makes 3-pt jump shot from 23 ft (assist by M. Morris),8,5
31,1,8:03.0,B. Griffin makes 2-pt jump shot from 8 ft,,10,5
32,1,7:51.0,,T. Warren misses 2-pt layup from 2 ft (block by D. Jordan),10,5
33,1,7:49.0,Defensive rebound by M. Barnes,,10,5
34,1,7:40.0,B. Griffin makes 2-pt jump shot from 19 ft (assist by C. Paul),,12,5
35,1,7:22.0,,E. Bledsoe misses 2-pt jump shot from 3 ft (block by C. Paul),12,5
36,1,7:19.0,,Offensive rebound by E. Bledsoe,12,5
37,1,7:19.0,,E. Bledsoe makes 2-pt jump shot from 3 ft,12,7
38,1,7:03.0,J. Redick misses 2-pt jump shot from 20 ft,,12,7
39,1,7:01.0,,Defensive rebound by P. Tucker,12,7
40,1,6:56.0,,E. Bledsoe misses 2-pt jump shot from 19 ft,12,7
41,1,6:52.0,Defensive rebound by C. Paul,,12,7
42,1,6:49.0,J. Redick misses 2-pt layup from 2 ft (block by P. Tucker),,12,7
