,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,PORTLAND_ACTION,LA CLIPPERS_SCORE,PORTLAND_SCORE
168,2,3:24.0,D. Jordan makes 2-pt dunk at rim (assist by B. Griffin),,42,57
169,2,3:08.0,,Turnover by D. Lillard (bad pass),42,57
170,2,3:08.0,J. Redick enters the game for A. Rivers,,42,57
171,2,2:52.0,C. Paul makes 3-pt jump shot from 24 ft,,45,57
172,2,2:30.0,,D. Lillard misses 2-pt jump shot from 18 ft,45,57
173,2,2:29.0,Defensive rebound by J. Redick,,45,57
174,2,2:26.0,Turnover by J. Redick (bad pass; steal by N. Batum),,45,57
175,2,2:19.0,,N. Batum makes 3-pt jump shot from 24 ft (assist by D. Lillard),45,60
176,2,1:57.0,J. Redick makes 3-pt jump shot from 24 ft (assist by B. Griffin),,48,60
177,2,1:38.0,,N. Batum makes 2-pt jump shot from 21 ft,48,62
178,2,1:25.0,LA Clippers full timeout,,48,62
179,2,1:17.0,C. Paul makes 2-pt jump shot from 15 ft,,50,62
180,2,0:59.0,,D. Lillard makes 2-pt layup from 1 ft (assist by N. Batum),50,64
181,2,0:48.0,B. Griffin makes 2-pt jump shot from 17 ft (assist by C. Paul),,52,64
182,2,0:32.0,,D. Lillard misses 2-pt jump shot from 5 ft,52,64
183,2,0:31.0,,Offensive rebound by L. Aldridge,52,64
184,2,0:31.0,,L. Aldridge makes 2-pt tip-in from 1 ft,52,66
185,2,0:13.0,J. Redick makes 3-pt jump shot from 24 ft (assist by C. Paul),,55,66
186,2,0:02.0,,D. Lillard makes 2-pt layup from 1 ft,55,68
187,3,11:48.0,,R. Lopez makes 2-pt jump shot from 16 ft (assist by A. Afflalo),55,70
188,3,11:29.0,B. Griffin makes 2-pt jump shot from 18 ft (assist by C. Paul),,57,70
189,3,11:10.0,,L. Aldridge misses 2-pt jump shot from 14 ft,57,70
190,3,11:09.0,Defensive rebound by D. Jordan,,57,70
191,3,10:50.0,J. Redick makes 2-pt jump shot from 13 ft (assist by B. Griffin),,59,70
192,3,10:32.0,,L. Aldridge misses 2-pt jump shot from 10 ft,59,70
193,3,10:32.0,Defensive rebound by D. Jordan,,59,70
194,3,10:18.0,B. Griffin misses 2-pt jump shot from 19 ft,,59,70
195,3,10:18.0,,Defensive rebound by R. Lopez,59,70
196,3,10:10.0,,N. Batum makes 3-pt jump shot from 24 ft (assist by D. Lillard),59,73
197,3,9:55.0,B. Griffin misses 2-pt hook shot from 7 ft,,59,73
198,3,9:54.0,Offensive rebound by Team,,59,73
199,3,9:48.0,M. Barnes misses 3-pt jump shot from 24 ft,,59,73
200,3,9:47.0,,Defensive rebound by A. Afflalo,59,73
201,3,9:29.0,,L. Aldridge misses 2-pt jump shot from 12 ft,59,73
202,3,9:27.0,,Offensive rebound by N. Batum,59,73
203,3,9:27.0,,N. Batum misses 2-pt tip-in from 1 ft,59,73
204,3,9:23.0,Defensive rebound by B. Griffin,,59,73
205,3,9:16.0,Turnover by B. Griffin (lost ball; steal by N. Batum),,59,73
206,3,9:14.0,,Shooting foul by M. Barnes (drawn by L. Aldridge),59,73
207,3,9:14.0,,L. Aldridge misses free throw 1 of 2,59,73
208,3,9:14.0,,Offensive rebound by Team,59,73
209,3,9:14.0,,L. Aldridge misses free throw 2 of 2,59,73
210,3,9:11.0,Defensive rebound by J. Redick,,59,73
211,3,8:53.0,C. Paul misses 3-pt jump shot from 24 ft,,59,73
212,3,8:52.0,,Defensive rebound by D. Lillard,59,73
213,3,8:41.0,,R. Lopez misses 2-pt hook shot from 15 ft,59,73
214,3,8:40.0,Defensive rebound by D. Jordan,,59,73
215,3,8:22.0,M. Barnes makes 2-pt layup from 1 ft,,61,73
216,3,8:03.0,,Turnover by N. Batum (bad pass; steal by C. Paul),61,73
217,3,8:03.0,Personal foul by D. Lillard (drawn by C. Paul),,61,73
218,3,7:46.0,B. Griffin misses 2-pt hook shot from 7 ft,,61,73
219,3,7:45.0,,Defensive rebound by R. Lopez,61,73
220,3,7:41.0,,A. Afflalo makes 2-pt layup from 1 ft (assist by D. Lillard),61,75
221,3,7:20.0,J. Redick misses 2-pt jump shot from 4 ft (block by R. Lopez),,61,75
222,3,7:18.0,,Defensive rebound by A. Afflalo,61,75
223,3,7:10.0,,N. Batum misses 3-pt jump shot from 24 ft,61,75
224,3,7:10.0,Defensive rebound by M. Barnes,,61,75
225,3,6:56.0,C. Paul misses 2-pt jump shot from 14 ft,,61,75
226,3,6:55.0,,Defensive rebound by L. Aldridge,61,75
227,3,6:52.0,,Turnover by L. Aldridge (bad pass; steal by C. Paul),61,75
228,3,6:49.0,C. Paul misses 3-pt jump shot from 24 ft,,61,75
229,3,6:48.0,Offensive rebound by D. Jordan,,61,75
230,3,6:47.0,D. Jordan makes 2-pt dunk at rim,,63,75
231,3,6:31.0,,Turnover by D. Lillard (lost ball; steal by C. Paul),63,75
232,3,6:10.0,J. Redick misses 2-pt jump shot from 21 ft,,63,75
233,3,6:10.0,,Defensive rebound by D. Lillard,63,75
234,3,6:04.0,,R. Lopez misses 2-pt layup from 3 ft,63,75
235,3,6:03.0,Defensive rebound by J. Redick,,63,75
236,3,5:54.0,LA Clippers full timeout,,63,75
237,3,5:54.0,,C. McCollum enters the game for A. Afflalo,63,75
238,3,5:54.0,A. Rivers enters the game for J. Redick,,63,75
239,3,5:46.0,C. Paul makes 2-pt jump shot from 15 ft (assist by B. Griffin),,65,75
240,3,5:22.0,,D. Lillard misses 2-pt jump shot from 19 ft,65,75
241,3,5:21.0,,Offensive rebound by R. Lopez,65,75
242,3,5:21.0,,R. Lopez misses 2-pt tip-in from 1 ft,65,75
243,3,5:19.0,Defensive rebound by C. Paul,,65,75
244,3,5:15.0,D. Jordan makes 2-pt dunk at rim (assist by C. Paul),,67,75
245,3,4:54.0,,L. Aldridge misses 2-pt jump shot from 12 ft,67,75
246,3,4:51.0,Defensive rebound by C. Paul,,67,75
247,3,4:44.0,C. Paul makes 3-pt jump shot from 23 ft,,70,75
248,3,4:26.0,,N. Batum makes 3-pt jump shot from 24 ft (assist by D. Lillard),70,78
249,3,4:26.0,,Shooting foul by M. Barnes (drawn by N. Batum),70,78
250,3,4:26.0,,C. Kaman enters the game for R. Lopez,70,78
251,3,4:26.0,,N. Batum misses free throw 1 of 1,70,78
252,3,4:25.0,Defensive rebound by D. Jordan,,70,78
253,3,4:11.0,C. Paul makes 2-pt jump shot from 4 ft,,72,78
254,3,3:59.0,,Shooting foul by D. Jordan (drawn by C. Kaman),72,78
255,3,3:59.0,,C. Kaman makes free throw 1 of 2,72,79
256,3,3:59.0,,C. Kaman makes free throw 2 of 2,72,80
257,3,3:41.0,B. Griffin makes 2-pt jump shot from 20 ft (assist by C. Paul),,74,80
258,3,3:23.0,,C. McCollum makes 3-pt jump shot from 22 ft (assist by D. Lillard),74,83
259,3,3:03.0,H. Türkoğlu enters the game for M. Barnes,,74,83
260,3,3:03.0,Turnover by B. Griffin (lost ball; steal by L. Aldridge),,74,83
261,3,2:51.0,,C. Kaman makes 2-pt layup at rim (assist by D. Lillard),74,85
262,3,2:36.0,C. Paul misses 2-pt jump shot from 16 ft,,74,85
263,3,2:35.0,,Defensive rebound by L. Aldridge,74,85
264,3,2:25.0,,D. Lillard makes 3-pt jump shot from 23 ft,74,88
265,3,2:25.0,LA Clippers full timeout,,74,88
266,3,2:25.0,,Portland full timeout,74,88
267,3,2:25.0,,D. Wright enters the game for N. Batum,74,88
268,3,2:25.0,G. Davis enters the game for D. Jordan,,74,88
269,3,2:10.0,Personal foul by D. Lillard (drawn by C. Paul),,74,88
270,3,2:00.0,H. Türkoğlu makes 3-pt jump shot from 25 ft (assist by C. Paul),,77,88
271,3,1:42.0,,C. McCollum makes 2-pt layup at rim,77,90
272,3,1:26.0,B. Griffin makes 2-pt jump shot from 19 ft (assist by C. Paul),,79,90
273,3,1:09.0,,D. Lillard makes 2-pt layup from 1 ft (assist by L. Aldridge),79,92
274,3,0:50.0,C. Paul makes 2-pt jump shot from 20 ft,,81,92
275,3,0:30.0,,C. McCollum misses 3-pt jump shot from 22 ft,81,92
276,3,0:28.0,,Offensive rebound by C. Kaman,81,92
277,3,0:28.0,,C. Kaman misses 2-pt tip-in from 1 ft,81,92
278,3,0:26.0,Defensive rebound by C. Paul,,81,92
279,3,0:26.0,,J. Freeland enters the game for L. Aldridge,81,92
280,3,0:26.0,,S. Blake enters the game for D. Lillard,81,92
281,3,0:26.0,C. Paul makes flagrant free throw 1 of 2,,82,92
282,3,0:26.0,C. Paul makes flagrant free throw 2 of 2,,83,92
283,3,0:26.0,J. Redick enters the game for G. Davis,,83,92
284,3,0:26.0,,N. Batum enters the game for C. Kaman,83,92
285,3,0:08.0,Personal foul by J. Freeland (drawn by C. Paul),,83,92
286,3,0:08.0,,C. Kaman enters the game for N. Batum,83,92
287,3,0:08.0,D. Jones enters the game for J. Redick,,83,92
288,3,0:08.0,C. Paul makes free throw 1 of 2,,84,92
289,3,0:08.0,C. Paul makes free throw 2 of 2,,85,92
290,3,0:01.0,,D. Wright misses 3-pt jump shot from 25 ft,85,92
291,3,0:00.0,Defensive rebound by H. Türkoğlu,,85,92
292,4,11:37.0,G. Davis makes 2-pt jump shot from 19 ft (assist by H. Türkoğlu),,87,92
293,4,11:09.0,,D. Wright misses 3-pt jump shot from 24 ft,87,92
294,4,11:09.0,,Offensive rebound by Team,87,92
295,4,11:09.0,,Turnover by Team (shot clock),87,92
296,4,10:51.0,G. Davis misses 2-pt jump shot from 20 ft,,87,92
297,4,10:51.0,Offensive rebound by Team,,87,92
298,4,10:51.0,,Loose ball foul by J. Freeland (drawn by D. Jordan),87,92
299,4,10:46.0,J. Redick misses 3-pt jump shot from 24 ft,,87,92
300,4,10:45.0,,Defensive rebound by J. Freeland,87,92
301,4,10:41.0,,Personal foul by J. Redick (drawn by A. Afflalo),87,92
302,4,10:30.0,,J. Freeland makes 2-pt hook shot from 5 ft (assist by D. Wright),87,94
303,4,10:16.0,A. Rivers misses 2-pt jump shot from 3 ft (block by J. Freeland),,87,94
304,4,10:14.0,Offensive rebound by D. Jordan,,87,94
305,4,10:14.0,Shooting foul by J. Freeland (drawn by D. Jordan),,87,94
306,4,10:14.0,D. Jordan makes free throw 1 of 2,,88,94
307,4,10:14.0,D. Jordan makes free throw 2 of 2,,89,94
308,4,10:01.0,,Turnover by S. Blake (bad pass; steal by D. Jordan),89,94
309,4,9:50.0,J. Redick misses 3-pt jump shot from 25 ft,,89,94
310,4,9:49.0,,Defensive rebound by D. Wright,89,94
311,4,9:43.0,,D. Wright makes 2-pt layup from 1 ft,89,96
312,4,9:27.0,H. Türkoğlu makes 3-pt jump shot from 24 ft (assist by D. Jordan),,92,96
313,4,9:11.0,,C. Kaman misses 2-pt jump shot from 17 ft,92,96
314,4,9:10.0,Defensive rebound by J. Redick,,92,96
315,4,9:00.0,G. Davis misses 2-pt layup from 1 ft,,92,96
316,4,8:58.0,,Defensive rebound by C. Kaman,92,96
317,4,8:52.0,,Shooting foul by G. Davis (drawn by D. Wright),92,96
318,4,8:52.0,Official timeout,,92,96
319,4,8:52.0,,D. Lillard enters the game for S. Blake,92,96
320,4,8:52.0,,D. Wright makes free throw 1 of 3,92,97
321,4,8:52.0,,D. Wright makes free throw 2 of 3,92,98
322,4,8:52.0,,D. Wright misses free throw 3 of 3,92,98
323,4,8:51.0,Defensive rebound by D. Jordan,,92,98
324,4,8:35.0,G. Davis makes 2-pt hook shot from 4 ft,,94,98
325,4,8:09.0,,A. Afflalo misses 2-pt jump shot from 13 ft,94,98
326,4,8:08.0,Defensive rebound by D. Jordan,,94,98
327,4,7:56.0,J. Redick misses 2-pt jump shot from 22 ft,,94,98
328,4,7:55.0,,Defensive rebound by D. Wright,94,98
329,4,7:46.0,,D. Lillard misses 3-pt jump shot from 22 ft,94,98
330,4,7:45.0,Defensive rebound by D. Jordan,,94,98
331,4,7:36.0,J. Redick makes 3-pt jump shot from 24 ft (assist by D. Jordan),,97,98
332,4,7:10.0,,J. Freeland misses 2-pt jump shot from 16 ft,97,98
333,4,7:09.0,,Offensive rebound by D. Wright,97,98
334,4,7:06.0,,Portland full timeout,97,98
335,4,7:06.0,C. Paul enters the game for A. Rivers,,97,98
336,4,7:06.0,B. Griffin enters the game for G. Davis,,97,98
337,4,7:06.0,,R. Lopez enters the game for A. Afflalo,97,98
338,4,7:06.0,,L. Aldridge enters the game for C. Kaman,97,98
339,4,7:06.0,,N. Batum enters the game for J. Freeland,97,98
340,4,7:00.0,,Turnover by N. Batum (bad pass; steal by C. Paul),97,98
341,4,6:55.0,J. Redick makes 3-pt jump shot from 24 ft (assist by C. Paul),,100,98
342,4,6:36.0,,Personal foul by B. Griffin (drawn by L. Aldridge),100,98
343,4,6:31.0,,Shooting foul by C. Paul (drawn by L. Aldridge),100,98
344,4,6:31.0,,L. Aldridge makes free throw 1 of 2,100,99
345,4,6:31.0,,L. Aldridge makes free throw 2 of 2,100,100
346,4,6:15.0,B. Griffin makes 3-pt jump shot from 23 ft (assist by H. Türkoğlu),,103,100
347,4,5:56.0,,N. Batum misses 2-pt jump shot from 15 ft,103,100
348,4,5:55.0,Defensive rebound by D. Jordan,,103,100
349,4,5:46.0,C. Paul makes 3-pt jump shot from 24 ft,,106,100
350,4,5:26.0,,L. Aldridge misses 2-pt jump shot from 13 ft,106,100
351,4,5:25.0,Defensive rebound by B. Griffin,,106,100
352,4,5:13.0,Offensive foul by B. Griffin (drawn by D. Lillard),,106,100
353,4,5:13.0,Turnover by B. Griffin (offensive foul),,106,100
354,4,5:13.0,,A. Afflalo enters the game for D. Wright,106,100
355,4,4:56.0,,L. Aldridge misses 2-pt jump shot from 16 ft,106,100
356,4,4:54.0,Defensive rebound by J. Redick,,106,100
357,4,4:32.0,C. Paul misses 3-pt jump shot from 25 ft,,106,100
358,4,4:31.0,Offensive rebound by Team,,106,100
359,4,4:31.0,,Loose ball foul by R. Lopez (drawn by D. Jordan),106,100
360,4,4:22.0,J. Redick makes 2-pt jump shot from 19 ft (assist by B. Griffin),,108,100
361,4,4:10.0,,D. Lillard makes 3-pt jump shot from 26 ft,108,103
362,4,3:46.0,B. Griffin makes 2-pt jump shot from 19 ft (assist by C. Paul),,110,103
363,4,3:32.0,,D. Lillard misses 2-pt layup from 1 ft,110,103
364,4,3:30.0,Defensive rebound by J. Redick,,110,103
365,4,3:29.0,Personal foul by D. Lillard (drawn by J. Redick),,110,103
366,4,3:28.0,Personal foul by N. Batum (drawn by D. Jordan),,110,103
367,4,3:28.0,D. Jordan makes free throw 1 of 2,,111,103
368,4,3:28.0,Violation by Team (delay of game),,111,103
369,4,3:28.0,D. Jordan misses free throw 2 of 2,,111,103
370,4,3:28.0,,Defensive rebound by Team,111,103
371,4,3:14.0,,N. Batum misses 3-pt jump shot from 24 ft,111,103
372,4,3:11.0,Defensive rebound by B. Griffin,,111,103
373,4,3:04.0,C. Paul makes 3-pt jump shot from 24 ft,,114,103
374,4,3:03.0,,Portland full timeout,114,103
375,4,3:03.0,M. Barnes enters the game for H. Türkoğlu,,114,103
376,4,3:03.0,,C. McCollum enters the game for R. Lopez,114,103
377,4,2:49.0,,C. McCollum makes 2-pt jump shot from 4 ft (assist by D. Lillard),114,105
378,4,2:44.0,Personal take foul by N. Batum (drawn by D. Jordan),,114,105
379,4,2:44.0,D. Jordan misses free throw 1 of 2,,114,105
