,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,PORTLAND_ACTION,MEMPHIS_SCORE,PORTLAND_SCORE
0,1,11:45.0,Turnover by Z. Randolph (bad pass),,0,0
1,1,11:26.0,,L. Aldridge misses 2-pt jump shot from 12 ft,0,0
2,1,11:25.0,Defensive rebound by T. Allen,,0,0
3,1,11:13.0,N. Calathes makes 3-pt jump shot from 25 ft (assist by C. Lee),,3,0
4,1,10:54.0,,R. Lopez misses 2-pt jump shot from 19 ft,3,0
5,1,10:52.0,Defensive rebound by T. Allen,,3,0
6,1,10:30.0,Z. Randolph misses 2-pt jump shot from 21 ft,,3,0
7,1,10:30.0,,Defensive rebound by N. Batum,3,0
8,1,10:16.0,,L. Aldridge misses 2-pt layup from 3 ft,3,0
9,1,10:15.0,Defensive rebound by Team,,3,0
10,1,10:01.0,N. Calathes makes 3-pt jump shot from 25 ft,,6,0
11,1,9:44.0,,D. Lillard makes 2-pt jump shot from 18 ft,6,2
12,1,9:26.0,N. Calathes misses 2-pt jump shot from 22 ft,,6,2
13,1,9:25.0,,Defensive rebound by L. Aldridge,6,2
14,1,9:18.0,,D. Lillard misses 2-pt jump shot from 20 ft,6,2
15,1,9:17.0,Defensive rebound by Z. Randolph,,6,2
16,1,9:05.0,M. Gasol misses 2-pt jump shot from 11 ft,,6,2
17,1,9:04.0,,Defensive rebound by L. Aldridge,6,2
18,1,8:49.0,,A. Afflalo misses 2-pt jump shot from 6 ft,6,2
19,1,8:48.0,Defensive rebound by N. Calathes,,6,2
20,1,8:31.0,C. Lee makes 2-pt jump shot from 19 ft (assist by T. Allen),,8,2
21,1,8:17.0,,Turnover by N. Batum (bad pass; steal by N. Calathes),8,2
22,1,8:08.0,C. Lee misses 2-pt jump shot from 17 ft,,8,2
23,1,8:07.0,,Defensive rebound by A. Afflalo,8,2
24,1,7:49.0,,D. Lillard makes 2-pt jump shot from 23 ft,8,4
25,1,7:24.0,Shooting foul by D. Lillard (drawn by M. Gasol),,8,4
26,1,7:24.0,M. Gasol makes free throw 1 of 2,,9,4
27,1,7:24.0,M. Gasol makes free throw 2 of 2,,10,4
28,1,7:05.0,,Personal foul by N. Calathes (drawn by D. Lillard),10,4
29,1,6:59.0,,N. Batum misses 3-pt jump shot from 25 ft,10,4
30,1,6:58.0,Defensive rebound by T. Allen,,10,4
31,1,6:49.0,M. Gasol makes 2-pt jump shot from 20 ft (assist by N. Calathes),,12,4
32,1,6:46.0,,Portland full timeout,12,4
33,1,6:29.0,,L. Aldridge misses 2-pt jump shot from 14 ft,12,4
34,1,6:28.0,,Offensive rebound by R. Lopez,12,4
35,1,6:28.0,,R. Lopez makes 2-pt tip-in from 1 ft,12,6
36,1,6:05.0,Z. Randolph misses 2-pt jump shot from 17 ft,,12,6
37,1,6:04.0,,Defensive rebound by D. Lillard,12,6
38,1,5:55.0,,A. Afflalo misses 2-pt jump shot from 15 ft,12,6
39,1,5:52.0,Defensive rebound by T. Allen,,12,6
40,1,5:42.0,C. Lee misses 3-pt jump shot from 22 ft,,12,6
41,1,5:41.0,,Defensive rebound by N. Batum,12,6
42,1,5:31.0,,N. Batum misses 2-pt jump shot from 18 ft,12,6
43,1,5:30.0,Defensive rebound by C. Lee,,12,6
44,1,5:14.0,N. Calathes misses 2-pt layup from 2 ft,,12,6
45,1,5:13.0,,Defensive rebound by D. Lillard,12,6
46,1,5:09.0,,N. Batum makes 2-pt layup from 2 ft (assist by D. Lillard),12,8
47,1,4:45.0,M. Gasol makes 2-pt jump shot from 9 ft,,14,8
48,1,4:35.0,,D. Lillard makes 2-pt layup at rim,14,10
49,1,4:19.0,Turnover by N. Calathes (bad pass),,14,10
50,1,4:19.0,B. Udrih enters the game for T. Allen,,14,10
51,1,4:19.0,,C. McCollum enters the game for R. Lopez,14,10
52,1,4:19.0,,M. Leonard enters the game for A. Afflalo,14,10
53,1,4:19.0,J. Green enters the game for N. Calathes,,14,10
54,1,4:05.0,,D. Lillard misses 2-pt jump shot from 22 ft,14,10
55,1,4:05.0,,Offensive rebound by M. Leonard,14,10
56,1,3:53.0,,L. Aldridge makes 2-pt jump shot from 3 ft,14,12
57,1,3:45.0,Memphis full timeout,,14,12
