,QUARTER,TIME_REMAINING,ORLANDO_ACTION,MINNESOTA_ACTION,ORLANDO_SCORE,MINNESOTA_SCORE
410,4,3:03.0,,Defensive rebound by A. Wiggins,91,80
411,4,2:47.0,,Shooting foul by A. Gordon (drawn by A. Wiggins),91,80
412,4,2:47.0,,A. Wiggins makes free throw 1 of 2,91,81
413,4,2:47.0,,A. Wiggins misses free throw 2 of 2,91,81
414,4,2:46.0,Defensive rebound by T. Harris,,91,81
415,4,2:25.0,T. Harris misses 3-pt jump shot from 22 ft,,91,81
416,4,2:22.0,Offensive rebound by N. Vučević,,91,81
417,4,2:04.0,N. Vučević makes 2-pt jump shot from 16 ft (assist by E. Payton),,93,81
418,4,1:47.0,,Turnover by J. Hamilton (bad pass; steal by A. Gordon),93,81
419,4,1:29.0,N. Vučević misses 2-pt jump shot from 17 ft,,93,81
420,4,1:27.0,Offensive rebound by A. Gordon,,93,81
421,4,1:26.0,A. Gordon makes 2-pt layup from 1 ft,,95,81
422,4,1:19.0,,Turnover by J. Hamilton (offensive goaltending),95,81
423,4,0:58.0,V. Oladipo misses 2-pt jump shot from 8 ft,,95,81
424,4,0:57.0,,Defensive rebound by Team,95,81
425,4,0:57.0,Loose ball foul by N. Vučević (drawn by A. Wiggins),,95,81
426,4,0:57.0,,A. Wiggins makes free throw 1 of 2,95,82
427,4,0:57.0,,A. Wiggins misses free throw 2 of 2,95,82
428,4,0:57.0,Defensive rebound by T. Harris,,95,82
429,4,0:40.0,Shooting foul by Z. LaVine (drawn by E. Payton),,95,82
430,4,0:40.0,E. Payton makes free throw 1 of 2,,96,82
431,4,0:40.0,E. Payton makes free throw 2 of 2,,97,82
432,4,0:31.0,,A. Wiggins misses 2-pt jump shot from 5 ft,97,82
433,4,0:30.0,Defensive rebound by N. Vučević,,97,82
434,4,0:08.0,V. Oladipo misses 3-pt jump shot from 24 ft,,97,82
435,4,0:07.0,,Defensive rebound by J. Hamilton,97,82
436,4,0:01.0,,Z. LaVine makes 2-pt layup at rim,97,84
