,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,TORONTO_ACTION,LA CLIPPERS_SCORE,TORONTO_SCORE
383,4,5:27.0,B. Griffin misses 2-pt jump shot from 20 ft,,95,119
384,4,5:26.0,,Defensive rebound by T. Ross,95,119
385,4,5:12.0,,K. Lowry misses 3-pt jump shot from 27 ft (block by J. Crawford),95,119
386,4,5:10.0,Defensive rebound by C. Paul,,95,119
387,4,4:56.0,J. Crawford makes 3-pt jump shot from 24 ft (assist by B. Griffin),,98,119
388,4,4:36.0,,P. Patterson misses 3-pt jump shot from 25 ft,98,119
389,4,4:35.0,Defensive rebound by M. Barnes,,98,119
390,4,4:31.0,Shooting foul by G. Vásquez (drawn by J. Crawford),,98,119
391,4,4:31.0,Violation by Team (delay of game),,98,119
392,4,4:31.0,J. Crawford makes free throw 1 of 3,,99,119
393,4,4:31.0,J. Crawford makes free throw 2 of 3,,100,119
394,4,4:31.0,A. Rivers enters the game for M. Barnes,,100,119
395,4,4:31.0,D. Jones enters the game for B. Griffin,,100,119
396,4,4:31.0,G. Davis enters the game for D. Jordan,,100,119
397,4,4:31.0,S. Hawes enters the game for C. Paul,,100,119
398,4,4:31.0,,D. DeRozan enters the game for T. Ross,100,119
399,4,4:31.0,J. Crawford makes free throw 3 of 3,,101,119
400,4,4:18.0,,D. DeRozan makes 2-pt layup from 3 ft,101,121
401,4,3:57.0,G. Davis misses 2-pt jump shot from 19 ft,,101,121
402,4,3:55.0,,Defensive rebound by P. Patterson,101,121
403,4,3:44.0,,Turnover by J. Johnson (bad pass; steal by A. Rivers),101,121
404,4,3:33.0,A. Rivers misses 2-pt jump shot from 4 ft,,101,121
405,4,3:32.0,,Defensive rebound by D. DeRozan,101,121
406,4,3:09.0,,D. DeRozan misses 2-pt jump shot from 16 ft (block by J. Crawford),101,121
407,4,3:08.0,,Offensive rebound by P. Patterson,101,121
408,4,3:08.0,,Turnover by Team (shot clock),101,121
409,4,3:08.0,C. Wilcox enters the game for A. Rivers,,101,121
410,4,2:50.0,D. Jones misses 2-pt jump shot from 15 ft,,101,121
411,4,2:49.0,,Defensive rebound by D. DeRozan,101,121
412,4,2:30.0,,D. DeRozan makes 2-pt jump shot from 17 ft,101,123
413,4,2:13.0,S. Hawes makes 2-pt hook shot from 7 ft,,103,123
414,4,1:47.0,,Turnover by Team (shot clock),103,123
415,4,1:47.0,LA Clippers full timeout,,103,123
416,4,1:47.0,,G. Stiemsma enters the game for D. DeRozan,103,123
417,4,1:47.0,,T. Ross enters the game for K. Lowry,103,123
418,4,1:47.0,,L. Fields enters the game for P. Patterson,103,123
419,4,1:47.0,,T. Hansbrough enters the game for J. Johnson,103,123
420,4,1:31.0,G. Davis misses 2-pt hook shot from 3 ft,,103,123
421,4,1:30.0,,Defensive rebound by T. Hansbrough,103,123
422,4,1:11.0,,G. Vásquez misses 3-pt jump shot from 26 ft,103,123
423,4,1:10.0,Defensive rebound by D. Jones,,103,123
424,4,1:00.0,S. Hawes makes 2-pt jump shot from 18 ft,,105,123
425,4,0:43.0,,Turnover by T. Ross (bad pass),105,123
426,4,0:35.0,D. Jones misses 3-pt jump shot from 24 ft,,105,123
427,4,0:34.0,,Defensive rebound by G. Vásquez,105,123
428,4,0:15.0,,L. Fields misses 2-pt jump shot from 9 ft,105,123
429,4,0:13.0,Defensive rebound by G. Davis,,105,123
430,4,0:09.0,J. Crawford makes 2-pt layup from 2 ft (assist by G. Davis),,107,123
