,QUARTER,TIME_REMAINING,UTAH_ACTION,LA CLIPPERS_ACTION,UTAH_SCORE,LA CLIPPERS_SCORE
27,1,7:36.0,,J. Redick makes free throw 2 of 2,9,8
28,1,7:23.0,Turnover by G. Hayward (bad pass; steal by C. Paul),,9,8
29,1,7:22.0,,Shooting foul by E. Freedom (drawn by M. Barnes),9,8
30,1,7:22.0,,M. Barnes makes free throw 1 of 2,9,9
31,1,7:22.0,,M. Barnes makes free throw 2 of 2,9,10
32,1,7:02.0,G. Hayward makes 3-pt jump shot from 23 ft (assist by R. Hood),,12,10
33,1,6:47.0,,C. Paul misses 3-pt jump shot from 24 ft,12,10
34,1,6:45.0,Defensive rebound by E. Freedom,,12,10
35,1,6:32.0,E. Freedom misses 2-pt jump shot from 15 ft,,12,10
36,1,6:30.0,,Defensive rebound by D. Jordan,12,10
37,1,6:20.0,,B. Griffin makes 2-pt jump shot from 20 ft (assist by C. Paul),12,12
38,1,6:02.0,T. Burke makes 2-pt jump shot from 20 ft (assist by R. Hood),,14,12
39,1,5:49.0,,Turnover by B. Griffin (bad pass; steal by T. Burke),14,12
40,1,5:42.0,G. Hayward misses 3-pt jump shot from 24 ft,,14,12
41,1,5:40.0,,Defensive rebound by D. Jordan,14,12
42,1,5:39.0,,Turnover by D. Jordan (bad pass; steal by T. Burke),14,12
43,1,5:34.0,G. Hayward misses 3-pt jump shot from 25 ft,,14,12
44,1,5:32.0,,Defensive rebound by J. Redick,14,12
45,1,5:29.0,,B. Griffin makes 2-pt layup from 1 ft (assist by C. Paul),14,14
46,1,5:26.0,Utah full timeout,,14,14
47,1,5:26.0,R. Gobert enters the game for E. Freedom,,14,14
48,1,5:26.0,D. Exum enters the game for T. Burke,,14,14
49,1,5:17.0,Turnover by D. Exum (lost ball; steal by C. Paul),,14,14
50,1,5:08.0,,B. Griffin misses 2-pt jump shot from 20 ft,14,14
51,1,5:07.0,Defensive rebound by G. Hayward,,14,14
52,1,5:02.0,Turnover by R. Hood (traveling),,14,14
53,1,4:40.0,,J. Redick misses 3-pt jump shot from 26 ft,14,14
54,1,4:39.0,Defensive rebound by D. Exum,,14,14
55,1,4:32.0,G. Hayward makes 2-pt layup at rim (assist by D. Exum),,16,14
56,1,4:14.0,,M. Barnes makes 3-pt jump shot from 23 ft (assist by B. Griffin),16,17
57,1,3:55.0,D. Exum misses 2-pt layup from 2 ft,,16,17
58,1,3:52.0,Offensive rebound by R. Gobert,,16,17
59,1,3:52.0,R. Gobert makes 2-pt tip-in from 1 ft,,18,17
60,1,3:44.0,,C. Paul makes 3-pt jump shot from 24 ft,18,20
61,1,3:25.0,D. Favors misses 2-pt layup from 2 ft (block by B. Griffin),,18,20
62,1,3:23.0,Offensive rebound by R. Gobert,,18,20
63,1,3:16.0,R. Hood misses 3-pt jump shot from 26 ft,,18,20
64,1,3:16.0,,Defensive rebound by Team,18,20
65,1,3:16.0,Loose ball foul by R. Gobert (drawn by B. Griffin),,18,20
66,1,3:16.0,,J. Crawford enters the game for J. Redick,18,20
67,1,3:16.0,J. Ingles enters the game for R. Hood,,18,20
68,1,3:06.0,,M. Barnes misses 3-pt jump shot from 25 ft,18,20
69,1,3:05.0,,Offensive rebound by D. Jordan,18,20
70,1,2:55.0,,B. Griffin makes 2-pt jump shot from 8 ft (assist by C. Paul),18,22
71,1,2:45.0,G. Hayward misses 3-pt jump shot from 26 ft,,18,22
72,1,2:43.0,,Defensive rebound by J. Crawford,18,22
73,1,2:31.0,,B. Griffin misses 2-pt jump shot from 21 ft,18,22
74,1,2:30.0,Defensive rebound by R. Gobert,,18,22
75,1,2:19.0,G. Hayward misses 2-pt jump shot from 12 ft,,18,22
76,1,2:17.0,,Defensive rebound by D. Jordan,18,22
77,1,2:09.0,,Personal foul by J. Ingles (drawn by D. Jordan),18,22
78,1,2:09.0,,LA Clippers full timeout,18,22
79,1,2:09.0,,S. Hawes enters the game for B. Griffin,18,22
80,1,2:09.0,T. Booker enters the game for D. Favors,,18,22
81,1,1:59.0,,S. Hawes misses 2-pt jump shot from 20 ft,18,22
82,1,1:58.0,Defensive rebound by R. Gobert,,18,22
83,1,1:46.0,T. Booker misses 2-pt jump shot from 14 ft,,18,22
84,1,1:44.0,,Defensive rebound by D. Jordan,18,22
85,1,1:22.0,,J. Crawford makes 3-pt jump shot from 27 ft (assist by M. Barnes),18,25
86,1,0:59.0,Turnover by R. Gobert (3 sec),,18,25
87,1,0:59.0,,J. Farmar enters the game for C. Paul,18,25
88,1,0:59.0,,R. Bullock enters the game for M. Barnes,18,25
89,1,0:47.0,,J. Crawford misses 2-pt jump shot from 20 ft,18,25
90,1,0:45.0,,Offensive rebound by D. Jordan,18,25
91,1,0:43.0,,D. Jordan misses 2-pt layup from 2 ft,18,25
92,1,0:42.0,Defensive rebound by J. Ingles,,18,25
93,1,0:23.0,J. Ingles misses 3-pt jump shot from 25 ft,,18,25
94,1,0:21.0,Offensive rebound by J. Ingles,,18,25
95,1,0:06.0,Personal take foul by R. Bullock (drawn by G. Hayward),,18,25
96,1,0:01.0,G. Hayward misses 2-pt jump shot from 10 ft (block by D. Jordan),,18,25
97,1,0:00.0,,Defensive rebound by R. Bullock,18,25
98,2,11:45.0,,J. Crawford makes 3-pt jump shot from 25 ft,18,28
99,2,11:24.0,Turnover by R. Hood (step out of bounds),,18,28
100,2,11:17.0,,Offensive foul by G. Davis (drawn by J. Ingles),18,28
101,2,11:17.0,,Turnover by G. Davis (offensive foul),18,28
102,2,11:02.0,J. Ingles misses 3-pt jump shot from 24 ft,,18,28
103,2,11:00.0,,Defensive rebound by G. Davis,18,28
104,2,10:56.0,,Personal foul by J. Ingles (drawn by S. Hawes),18,28
105,2,10:56.0,E. Freedom enters the game for T. Booker,,18,28
106,2,10:56.0,P. Christopher enters the game for J. Ingles,,18,28
107,2,10:50.0,,S. Hawes misses 3-pt jump shot from 26 ft,18,28
108,2,10:49.0,Defensive rebound by R. Gobert,,18,28
109,2,10:37.0,Turnover by E. Freedom (traveling),,18,28
110,2,10:20.0,,G. Davis misses 2-pt hook shot from 3 ft,18,28
111,2,10:18.0,Defensive rebound by R. Gobert,,18,28
112,2,10:04.0,E. Freedom makes 2-pt layup from 2 ft,,20,28
113,2,9:50.0,,J. Crawford misses 2-pt jump shot from 21 ft,20,28
114,2,9:49.0,Defensive rebound by D. Exum,,20,28
115,2,9:41.0,,Offensive charge foul by R. Hood (drawn by G. Davis),20,28
116,2,9:41.0,Turnover by R. Hood (offensive foul),,20,28
117,2,9:41.0,,B. Griffin enters the game for S. Hawes,20,28
118,2,9:41.0,J. Ingles enters the game for R. Hood,,20,28
119,2,9:31.0,,Turnover by J. Crawford (bad pass; steal by J. Ingles),20,28
120,2,9:27.0,J. Ingles makes 2-pt layup from 1 ft,,22,28
121,2,9:08.0,,G. Davis misses 2-pt layup from 1 ft,22,28
122,2,9:07.0,Defensive rebound by P. Christopher,,22,28
123,2,9:00.0,D. Exum makes 2-pt layup from 2 ft (assist by J. Ingles),,24,28
124,2,8:45.0,,J. Crawford makes 2-pt jump shot from 15 ft,24,30
125,2,8:28.0,E. Freedom misses 2-pt jump shot from 18 ft,,24,30
126,2,8:26.0,,Defensive rebound by R. Bullock,24,30
127,2,8:14.0,,Turnover by B. Griffin (bad pass),24,30
128,2,8:14.0,Official timeout,,24,30
129,2,8:14.0,,J. Redick enters the game for R. Bullock,24,30
130,2,7:54.0,Turnover by E. Freedom (lost ball; steal by G. Davis),,24,30
131,2,7:41.0,,J. Crawford misses 3-pt jump shot from 24 ft,24,30
132,2,7:40.0,Defensive rebound by J. Ingles,,24,30
133,2,7:31.0,E. Freedom makes 2-pt jump shot from 6 ft (assist by J. Ingles),,26,30
134,2,7:07.0,,G. Davis misses 2-pt jump shot from 11 ft,26,30
135,2,7:06.0,Defensive rebound by P. Christopher,,26,30
136,2,7:00.0,P. Christopher makes 2-pt layup at rim,,28,30
137,2,7:00.0,,LA Clippers full timeout,28,30
138,2,7:00.0,,C. Paul enters the game for J. Farmar,28,30
139,2,7:00.0,,D. Jordan enters the game for G. Davis,28,30
140,2,7:00.0,T. Burke enters the game for R. Gobert,,28,30
141,2,7:00.0,D. Favors enters the game for D. Exum,,28,30
142,2,6:47.0,,Turnover by C. Paul (lost ball),28,30
143,2,6:33.0,P. Christopher misses 3-pt jump shot from 26 ft,,28,30
144,2,6:32.0,,Defensive rebound by C. Paul,28,30
145,2,6:21.0,,B. Griffin misses 2-pt jump shot from 18 ft,28,30
146,2,6:18.0,Defensive rebound by P. Christopher,,28,30
147,2,6:05.0,J. Ingles misses 3-pt jump shot from 25 ft,,28,30
148,2,6:03.0,Offensive rebound by E. Freedom,,28,30
149,2,5:59.0,E. Freedom misses 2-pt hook shot from 1 ft,,28,30
150,2,5:56.0,,Defensive rebound by D. Jordan,28,30
151,2,5:51.0,,Shooting foul by P. Christopher (drawn by J. Crawford),28,30
152,2,5:51.0,,J. Crawford makes free throw 1 of 2,28,31
153,2,5:51.0,D. Exum enters the game for J. Ingles,,28,31
154,2,5:51.0,G. Hayward enters the game for P. Christopher,,28,31
155,2,5:51.0,R. Gobert enters the game for E. Freedom,,28,31
156,2,5:51.0,,J. Crawford makes free throw 2 of 2,28,32
157,2,5:38.0,D. Favors misses 2-pt layup from 1 ft (block by B. Griffin),,28,32
158,2,5:38.0,Offensive rebound by D. Favors,,28,32
159,2,5:38.0,Shooting foul by D. Jordan (drawn by D. Favors),,28,32
160,2,5:38.0,D. Favors misses free throw 1 of 2,,28,32
161,2,5:38.0,Offensive rebound by Team,,28,32
162,2,5:38.0,,M. Barnes enters the game for J. Crawford,28,32
163,2,5:38.0,D. Favors makes free throw 2 of 2,,29,32
164,2,5:17.0,,M. Barnes makes 3-pt jump shot from 25 ft (assist by C. Paul),29,35
165,2,5:04.0,D. Favors misses 2-pt layup from 2 ft (block by D. Jordan),,29,35
166,2,5:02.0,,Defensive rebound by D. Jordan,29,35
167,2,4:48.0,,C. Paul makes 2-pt jump shot from 15 ft,29,37
168,2,4:35.0,T. Burke makes 3-pt jump shot from 26 ft (assist by G. Hayward),,32,37
169,2,4:19.0,,Turnover by C. Paul (bad pass; steal by R. Gobert),32,37
170,2,4:05.0,T. Burke makes 2-pt jump shot from 10 ft (assist by G. Hayward),,34,37
171,2,3:48.0,,J. Redick makes 2-pt layup from 2 ft (assist by M. Barnes),34,39
172,2,3:36.0,Turnover by T. Burke (bad pass; steal by B. Griffin),,34,39
173,2,3:33.0,,Turnover by J. Redick (step out of bounds),34,39
174,2,3:33.0,Utah full timeout,,34,39
175,2,3:16.0,Shooting foul by C. Paul (drawn by D. Favors),,34,39
176,2,3:16.0,D. Favors makes 2-pt layup from 1 ft (assist by R. Gobert),,36,39
177,2,3:16.0,D. Favors misses free throw 1 of 1,,36,39
178,2,3:14.0,,Defensive rebound by B. Griffin,36,39
179,2,2:56.0,,C. Paul misses 2-pt jump shot from 6 ft,36,39
180,2,2:55.0,Defensive rebound by D. Favors,,36,39
181,2,2:44.0,R. Gobert makes 2-pt layup from 2 ft (assist by T. Burke),,38,39
182,2,2:26.0,,J. Redick misses 2-pt jump shot from 14 ft,38,39
183,2,2:24.0,Defensive rebound by R. Gobert,,38,39
184,2,2:04.0,R. Gobert misses 2-pt hook shot from 7 ft,,38,39
185,2,2:03.0,,Defensive rebound by D. Jordan,38,39
186,2,1:47.0,,B. Griffin makes 2-pt jump shot from 17 ft,38,41
187,2,1:29.0,Turnover by G. Hayward (lost ball; steal by C. Paul),,38,41
188,2,1:25.0,,M. Barnes makes 2-pt layup at rim (assist by C. Paul),38,43
189,2,1:25.0,Violation by G. Hayward (def goaltending),,38,43
190,2,1:25.0,Utah full timeout,,38,43
191,2,1:25.0,E. Freedom enters the game for R. Gobert,,38,43
192,2,1:08.0,G. Hayward makes 3-pt jump shot from 23 ft (assist by D. Favors),,41,43
193,2,0:53.0,,M. Barnes makes 3-pt jump shot from 25 ft (assist by J. Redick),41,46
194,2,0:34.0,Shooting foul by C. Paul (drawn by T. Burke),,41,46
195,2,0:34.0,T. Burke misses free throw 1 of 2,,41,46
196,2,0:34.0,Offensive rebound by Team,,41,46
197,2,0:34.0,T. Burke makes free throw 2 of 2,,42,46
198,2,0:22.0,,B. Griffin makes 2-pt jump shot from 5 ft (assist by J. Redick),42,48
199,2,0:22.0,,Shooting foul by D. Favors (drawn by B. Griffin),42,48
200,2,0:22.0,,J. Farmar enters the game for C. Paul,42,48
201,2,0:22.0,,B. Griffin misses free throw 1 of 1,42,48
202,2,0:20.0,Defensive rebound by G. Hayward,,42,48
203,2,0:01.0,Shooting foul by M. Barnes (drawn by G. Hayward),,42,48
204,2,0:01.0,G. Hayward makes free throw 1 of 2,,43,48
205,2,0:01.0,G. Hayward makes free throw 2 of 2,,44,48
206,2,0:00.0,,B. Griffin misses 2-pt jump shot from 3 ft,44,48
207,2,0:00.0,,Offensive rebound by Team,44,48
208,3,11:43.0,,J. Redick misses 3-pt jump shot from 23 ft,44,48
209,3,11:41.0,Defensive rebound by T. Burke,,44,48
210,3,11:20.0,R. Hood misses 2-pt jump shot from 8 ft,,44,48
211,3,11:19.0,,Defensive rebound by D. Jordan,44,48
212,3,11:05.0,,Personal foul by T. Burke (drawn by D. Jordan),44,48
213,3,10:57.0,,C. Paul makes 2-pt jump shot from 14 ft,44,50
214,3,10:40.0,E. Freedom makes 2-pt layup from 2 ft (assist by G. Hayward),,46,50
215,3,10:29.0,,Personal foul by D. Favors (drawn by D. Jordan),46,50
216,3,10:19.0,,B. Griffin misses 2-pt jump shot from 17 ft,46,50
217,3,10:17.0,,Offensive rebound by D. Jordan,46,50
218,3,10:05.0,,B. Griffin misses 2-pt hook shot from 7 ft,46,50
219,3,10:05.0,,Offensive rebound by Team,46,50
220,3,10:05.0,Loose ball foul by E. Freedom (drawn by D. Jordan),,46,50
221,3,9:56.0,,C. Paul misses 2-pt jump shot from 12 ft,46,50
222,3,9:55.0,Defensive rebound by R. Hood,,46,50
223,3,9:42.0,D. Favors makes 2-pt layup from 1 ft (assist by T. Burke),,48,50
224,3,9:36.0,,Turnover by D. Jordan (lost ball; steal by R. Hood),48,50
225,3,9:32.0,Shooting foul by J. Redick (drawn by R. Hood),,48,50
226,3,9:32.0,R. Hood makes free throw 1 of 2,,49,50
227,3,9:32.0,R. Hood makes free throw 2 of 2,,50,50
228,3,9:26.0,,Shooting foul by T. Burke (drawn by J. Redick),50,50
229,3,9:26.0,,J. Redick makes free throw 1 of 2,50,51
230,3,9:26.0,,J. Redick makes free throw 2 of 2,50,52
231,3,9:11.0,G. Hayward misses 2-pt layup from 1 ft (block by M. Barnes),,50,52
232,3,9:11.0,Offensive rebound by Team,,50,52
233,3,9:01.0,E. Freedom makes 2-pt jump shot from 9 ft (assist by G. Hayward),,52,52
234,3,8:52.0,,J. Redick makes 3-pt jump shot from 25 ft (assist by C. Paul),52,55
235,3,8:37.0,G. Hayward misses 2-pt jump shot from 14 ft,,52,55
236,3,8:36.0,Offensive rebound by E. Freedom,,52,55
237,3,8:36.0,E. Freedom makes 2-pt tip-in from 2 ft,,54,55
238,3,8:20.0,,C. Paul makes 3-pt jump shot from 23 ft (assist by J. Redick),54,58
239,3,8:01.0,R. Hood misses 3-pt jump shot from 24 ft,,54,58
240,3,7:59.0,,Defensive rebound by M. Barnes,54,58
241,3,7:52.0,,J. Redick misses 2-pt layup from 1 ft (block by D. Favors),54,58
242,3,7:50.0,Defensive rebound by D. Favors,,54,58
243,3,7:49.0,Personal foul by M. Barnes (drawn by G. Hayward),,54,58
244,3,7:34.0,G. Hayward makes 2-pt jump shot from 12 ft,,56,58
245,3,7:15.0,,M. Barnes misses 2-pt jump shot from 6 ft,56,58
246,3,7:13.0,Defensive rebound by R. Hood,,56,58
247,3,6:59.0,D. Favors makes 2-pt jump shot from 16 ft (assist by G. Hayward),,58,58
248,3,6:37.0,,M. Barnes misses 3-pt jump shot from 25 ft,58,58
249,3,6:35.0,Defensive rebound by R. Hood,,58,58
250,3,6:22.0,E. Freedom misses 3-pt jump shot from 23 ft,,58,58
251,3,6:20.0,Offensive rebound by D. Favors,,58,58
252,3,6:17.0,D. Favors misses 2-pt layup at rim (block by M. Barnes),,58,58
253,3,6:12.0,,Defensive rebound by C. Paul,58,58
254,3,6:06.0,,B. Griffin misses 2-pt jump shot from 16 ft,58,58
255,3,6:04.0,,Offensive rebound by C. Paul,58,58
256,3,5:58.0,,C. Paul makes 2-pt jump shot from 16 ft,58,60
257,3,5:49.0,Utah full timeout,,58,60
258,3,5:49.0,R. Gobert enters the game for E. Freedom,,58,60
259,3,5:49.0,D. Exum enters the game for T. Burke,,58,60
260,3,5:32.0,G. Hayward misses 2-pt layup at rim,,58,60
261,3,5:31.0,Offensive rebound by D. Exum,,58,60
262,3,5:27.0,D. Favors misses 2-pt jump shot from 11 ft,,58,60
263,3,5:25.0,Offensive rebound by R. Gobert,,58,60
264,3,5:25.0,R. Gobert makes 2-pt dunk at rim,,60,60
265,3,5:20.0,,B. Griffin makes 2-pt dunk at rim (assist by C. Paul),60,62
266,3,5:00.0,R. Hood makes 2-pt jump shot from 8 ft (assist by G. Hayward),,62,62
267,3,5:00.0,Shooting foul by J. Redick (drawn by R. Hood),,62,62
268,3,5:00.0,R. Hood makes free throw 1 of 1,,63,62
269,3,4:46.0,,J. Redick makes 2-pt jump shot from 20 ft (assist by B. Griffin),63,64
270,3,4:34.0,D. Exum misses 2-pt jump shot from 19 ft,,63,64
271,3,4:33.0,,Defensive rebound by B. Griffin,63,64
272,3,4:29.0,,Turnover by B. Griffin (lost ball),63,64
273,3,4:05.0,G. Hayward misses 2-pt jump shot from 18 ft (block by M. Barnes),,63,64
274,3,4:03.0,,Defensive rebound by C. Paul,63,64
275,3,4:00.0,,Personal foul by R. Hood (drawn by C. Paul),63,64
276,3,4:00.0,,C. Paul misses free throw 1 of 2,63,64
277,3,4:00.0,,Offensive rebound by Team,63,64
278,3,4:00.0,,C. Paul makes free throw 2 of 2,63,65
279,3,3:44.0,G. Hayward makes 3-pt jump shot from 25 ft (assist by D. Exum),,66,65
280,3,3:40.0,,Shooting foul by R. Hood (drawn by D. Jordan),66,65
281,3,3:40.0,,D. Jordan makes free throw 1 of 2,66,66
282,3,3:40.0,J. Ingles enters the game for R. Hood,,66,66
283,3,3:40.0,,D. Jordan misses free throw 2 of 2,66,66
284,3,3:21.0,Defensive rebound by D. Exum,,66,66
285,3,3:21.0,D. Exum makes 3-pt jump shot from 26 ft (assist by R. Gobert),,69,66
286,3,3:11.0,,D. Jordan makes 2-pt dunk at rim (assist by B. Griffin),69,68
287,3,2:45.0,G. Hayward makes 2-pt jump shot from 17 ft,,71,68
288,3,2:33.0,,J. Redick misses 3-pt jump shot from 24 ft,71,68
289,3,2:31.0,Defensive rebound by R. Gobert,,71,68
290,3,2:18.0,Turnover by G. Hayward (bad pass; steal by C. Paul),,71,68
291,3,2:18.0,,Personal foul by D. Exum (drawn by C. Paul),71,68
292,3,2:18.0,,LA Clippers full timeout,71,68
293,3,2:18.0,,J. Crawford enters the game for M. Barnes,71,68
294,3,2:18.0,,S. Hawes enters the game for B. Griffin,71,68
295,3,2:18.0,T. Booker enters the game for D. Favors,,71,68
296,3,2:18.0,,C. Paul makes free throw 1 of 2,71,69
297,3,2:18.0,,C. Paul makes free throw 2 of 2,71,70
298,3,1:58.0,G. Hayward makes 3-pt jump shot from 25 ft (assist by D. Exum),,74,70
299,3,1:41.0,,J. Redick makes 2-pt jump shot from 19 ft (assist by S. Hawes),74,72
300,3,1:25.0,G. Hayward misses 2-pt layup from 2 ft,,74,72
301,3,1:25.0,Offensive rebound by R. Gobert,,74,72
302,3,1:25.0,Shooting foul by D. Jordan (drawn by R. Gobert),,74,72
303,3,1:25.0,R. Gobert makes 2-pt tip-in from 2 ft,,76,72
304,3,1:25.0,R. Gobert makes free throw 1 of 1,,77,72
305,3,1:14.0,,J. Crawford makes 2-pt jump shot from 16 ft,77,74
306,3,1:00.0,,Violation by D. Jordan (kicked ball),77,74
307,3,1:00.0,,R. Bullock enters the game for J. Redick,77,74
308,3,0:45.0,T. Booker misses 2-pt layup from 1 ft,,77,74
309,3,0:43.0,,Defensive rebound by C. Paul,77,74
310,3,0:36.0,,C. Paul makes 3-pt jump shot from 25 ft,77,77
311,3,0:20.0,Turnover by R. Gobert (bad pass),,77,77
312,3,0:20.0,,J. Farmar enters the game for D. Jordan,77,77
313,3,0:03.0,,C. Paul misses 3-pt jump shot from 25 ft,77,77
314,3,0:00.0,Defensive rebound by R. Gobert,,77,77
315,4,11:38.0,T. Booker misses 2-pt hook shot from 5 ft (block by S. Hawes),,77,77
316,4,11:36.0,Offensive rebound by R. Gobert,,77,77
317,4,11:34.0,R. Gobert misses 2-pt layup at rim,,77,77
318,4,11:32.0,,Defensive rebound by B. Griffin,77,77
319,4,11:19.0,,Offensive foul by B. Griffin (drawn by T. Booker),77,77
320,4,11:19.0,,Turnover by B. Griffin (offensive foul),77,77
321,4,11:01.0,D. Exum misses 2-pt jump shot from 10 ft,,77,77
322,4,10:59.0,,Defensive rebound by S. Hawes,77,77
323,4,10:53.0,,J. Crawford makes 2-pt jump shot from 21 ft,77,79
324,4,10:39.0,T. Booker misses 2-pt jump shot from 12 ft,,77,79
325,4,10:39.0,,Defensive rebound by S. Hawes,77,79
326,4,10:39.0,Loose ball foul by R. Gobert (drawn by S. Hawes),,77,79
327,4,10:39.0,R. Hood enters the game for D. Exum,,77,79
328,4,10:25.0,,J. Farmar makes 3-pt jump shot from 27 ft (assist by S. Hawes),77,82
329,4,10:06.0,R. Hood misses 2-pt jump shot from 7 ft,,77,82
330,4,10:06.0,Offensive rebound by T. Booker,,77,82
331,4,10:06.0,Shooting foul by S. Hawes (drawn by T. Booker),,77,82
332,4,10:06.0,T. Booker makes free throw 1 of 2,,78,82
333,4,10:06.0,T. Booker makes free throw 2 of 2,,79,82
334,4,9:51.0,,J. Crawford misses 2-pt jump shot from 18 ft,79,82
335,4,9:51.0,,Offensive rebound by Team,79,82
336,4,9:51.0,Loose ball foul by R. Gobert (drawn by B. Griffin),,79,82
337,4,9:51.0,E. Freedom enters the game for T. Booker,,79,82
338,4,9:38.0,,B. Griffin misses 2-pt hook shot from 3 ft (block by R. Hood),79,82
339,4,9:38.0,,Offensive rebound by Team,79,82
340,4,9:35.0,,S. Hawes misses 3-pt jump shot from 26 ft,79,82
341,4,9:33.0,Defensive rebound by T. Burke,,79,82
342,4,9:23.0,T. Burke misses 2-pt jump shot from 4 ft,,79,82
343,4,9:23.0,,Defensive rebound by B. Griffin,79,82
344,4,9:23.0,Loose ball foul by R. Gobert (drawn by B. Griffin),,79,82
345,4,9:15.0,,Shooting foul by E. Freedom (drawn by B. Griffin),79,82
346,4,9:15.0,,B. Griffin makes free throw 1 of 2,79,83
347,4,9:15.0,D. Favors enters the game for R. Gobert,,79,83
348,4,9:15.0,D. Exum enters the game for J. Ingles,,79,83
349,4,9:15.0,,B. Griffin makes free throw 2 of 2,79,84
350,4,8:54.0,T. Burke makes 3-pt jump shot from 25 ft (assist by R. Hood),,82,84
351,4,8:36.0,,B. Griffin makes 2-pt jump shot from 16 ft,82,86
352,4,8:23.0,T. Burke misses 2-pt jump shot from 6 ft (block by S. Hawes),,82,86
353,4,8:19.0,,Defensive rebound by S. Hawes,82,86
354,4,8:14.0,,J. Crawford misses 3-pt jump shot from 25 ft,82,86
355,4,8:13.0,Defensive rebound by D. Exum,,82,86
356,4,8:02.0,E. Freedom makes 2-pt hook shot from 2 ft (assist by R. Hood),,84,86
357,4,7:41.0,,Turnover by J. Farmar (lost ball; steal by D. Exum),84,86
358,4,7:36.0,D. Exum makes 2-pt dunk at rim (assist by T. Burke),,86,86
359,4,7:21.0,,J. Crawford makes 2-pt jump shot from 16 ft (assist by B. Griffin),86,88
360,4,7:06.0,E. Freedom makes 2-pt layup at rim (assist by T. Burke),,88,88
361,4,6:53.0,,J. Crawford misses 2-pt jump shot from 11 ft,88,88
362,4,6:52.0,Defensive rebound by R. Hood,,88,88
363,4,6:42.0,E. Freedom misses 2-pt jump shot from 11 ft,,88,88
364,4,6:40.0,,Defensive rebound by B. Griffin,88,88
365,4,6:18.0,,S. Hawes makes 2-pt jump shot from 19 ft (assist by B. Griffin),88,90
366,4,6:00.0,E. Freedom misses 2-pt layup from 2 ft,,88,90
367,4,5:59.0,,Defensive rebound by J. Farmar,88,90
368,4,5:51.0,,B. Griffin makes 2-pt layup at rim (assist by J. Farmar),88,92
369,4,5:51.0,,Shooting foul by D. Favors (drawn by B. Griffin),88,92
370,4,5:51.0,Official timeout,,88,92
371,4,5:51.0,,C. Paul enters the game for S. Hawes,88,92
372,4,5:51.0,,D. Jordan enters the game for J. Farmar,88,92
373,4,5:51.0,G. Hayward enters the game for R. Hood,,88,92
374,4,5:51.0,,M. Barnes enters the game for R. Bullock,88,92
375,4,5:51.0,,B. Griffin makes free throw 1 of 1,88,93
376,4,5:33.0,Shooting foul by B. Griffin (drawn by D. Favors),,88,93
377,4,5:33.0,,LA Clippers full timeout,88,93
378,4,5:33.0,D. Favors misses free throw 1 of 2,,88,93
379,4,5:33.0,Offensive rebound by Team,,88,93
380,4,5:33.0,D. Favors misses free throw 2 of 2,,88,93
381,4,5:32.0,Offensive rebound by Team,,88,93
382,4,5:32.0,R. Hood enters the game for D. Exum,,88,93
383,4,5:20.0,D. Favors misses 2-pt jump shot from 8 ft (block by D. Jordan),,88,93
384,4,5:18.0,Offensive rebound by E. Freedom,,88,93
385,4,5:14.0,E. Freedom makes 2-pt jump shot from 2 ft,,90,93
