,QUARTER,TIME_REMAINING,INDIANA_ACTION,OKLAHOMA CITY_ACTION,INDIANA_SCORE,OKLAHOMA CITY_SCORE
382,4,6:24.0,,N. Collison makes free throw 2 of 2,78,100
383,4,6:21.0,Personal foul by D. Waiters (drawn by R. Stuckey),,78,100
384,4,6:17.0,Turnover by D. West (bad pass; steal by M. McGary),,78,100
385,4,6:13.0,,M. McGary misses 2-pt layup from 2 ft,78,100
386,4,6:12.0,Defensive rebound by D. West,,78,100
387,4,6:07.0,G. Hill makes 2-pt jump shot from 17 ft,,80,100
388,4,5:43.0,,M. McGary misses 2-pt jump shot from 17 ft,80,100
389,4,5:42.0,Defensive rebound by R. Stuckey,,80,100
390,4,5:27.0,D. West misses 2-pt jump shot from 18 ft,,80,100
391,4,5:26.0,,Defensive rebound by D. Augustin,80,100
392,4,5:17.0,,D. Waiters makes 3-pt jump shot from 22 ft (assist by D. Augustin),80,103
393,4,5:02.0,Official timeout,,80,103
394,4,5:02.0,,P. Jones enters the game for A. Morrow,80,103
395,4,5:02.0,,J. Lamb enters the game for N. Collison,80,103
396,4,5:02.0,C. Copeland enters the game for D. West,,80,103
397,4,5:02.0,D. Sloan enters the game for C. Miles,,80,103
398,4,5:02.0,D. Rudež enters the game for G. Hill,,80,103
399,4,5:02.0,S. Hill enters the game for R. Stuckey,,80,103
400,4,5:02.0,L. Allen enters the game for L. Scola,,80,103
401,4,4:55.0,S. Hill makes 2-pt dunk at rim (assist by L. Allen),,82,103
402,4,4:39.0,,M. McGary misses 2-pt layup from 1 ft,82,103
403,4,4:38.0,,Offensive rebound by M. McGary,82,103
404,4,4:38.0,,Personal foul by C. Copeland (drawn by M. McGary),82,103
405,4,4:24.0,,D. Waiters misses 2-pt layup from 2 ft,82,103
406,4,4:23.0,Defensive rebound by D. Sloan,,82,103
407,4,4:16.0,D. Rudež misses 3-pt jump shot from 22 ft,,82,103
408,4,4:15.0,,Defensive rebound by P. Jones,82,103
409,4,4:01.0,,P. Jones misses 2-pt jump shot from 4 ft (block by L. Allen),82,103
410,4,3:59.0,Defensive rebound by D. Rudež,,82,103
411,4,3:40.0,S. Hill makes 3-pt jump shot from 22 ft (assist by D. Rudež),,85,103
412,4,3:21.0,,J. Lamb misses 2-pt jump shot from 10 ft,85,103
413,4,3:20.0,,Offensive rebound by P. Jones,85,103
414,4,3:20.0,,Personal foul by C. Copeland (drawn by P. Jones),85,103
415,4,3:12.0,,D. Augustin misses 3-pt jump shot from 24 ft,85,103
416,4,3:11.0,Defensive rebound by Team,,85,103
417,4,2:53.0,C. Copeland makes 3-pt jump shot from 24 ft (assist by L. Allen),,88,103
418,4,2:34.0,,J. Lamb misses 3-pt jump shot from 22 ft,88,103
419,4,2:33.0,Defensive rebound by D. Sloan,,88,103
420,4,2:26.0,Turnover by D. Sloan (lost ball; steal by P. Jones),,88,103
421,4,2:06.0,,M. McGary misses 2-pt layup from 2 ft (block by C. Copeland),88,103
422,4,2:04.0,Defensive rebound by L. Allen,,88,103
423,4,1:59.0,S. Hill misses 3-pt jump shot from 22 ft,,88,103
424,4,1:57.0,,Defensive rebound by J. Lamb,88,103
425,4,1:36.0,,J. Lamb misses 2-pt jump shot from 17 ft,88,103
426,4,1:35.0,Defensive rebound by S. Hill,,88,103
427,4,1:30.0,S. Hill misses 2-pt layup from 2 ft,,88,103
428,4,1:29.0,,Defensive rebound by D. Augustin,88,103
429,4,1:24.0,,D. Waiters misses 2-pt layup at rim,88,103
430,4,1:22.0,Defensive rebound by C. Copeland,,88,103
431,4,1:22.0,,Oklahoma City full timeout,88,103
432,4,1:08.0,L. Allen makes 2-pt jump shot from 4 ft (assist by S. Hill),,90,103
433,4,0:48.0,,D. Waiters misses 3-pt jump shot from 22 ft,90,103
434,4,0:47.0,Defensive rebound by L. Allen,,90,103
435,4,0:33.0,S. Hill makes 2-pt jump shot from 21 ft,,92,103
436,4,0:14.0,,J. Lamb makes 2-pt jump shot from 9 ft,92,105
