,QUARTER,TIME_REMAINING,DETROIT_ACTION,WASHINGTON_ACTION,DETROIT_SCORE,WASHINGTON_SCORE
193,2,1:25.0,S. Dinwiddie enters the game for R. Jackson,,44,56
194,2,1:25.0,G. Monroe enters the game for A. Drummond,,44,56
195,2,1:25.0,J. Meeks misses free throw 1 of 1,,44,56
196,2,1:24.0,Offensive rebound by Team,,44,56
197,2,1:08.0,S. Dinwiddie misses 2-pt jump shot from 4 ft,,44,56
198,2,1:07.0,,Defensive rebound by N. Hilário,44,56
199,2,1:02.0,,Shooting foul by S. Williams (drawn by J. Wall),44,56
200,2,1:02.0,,J. Wall makes free throw 1 of 2,44,57
201,2,1:02.0,,D. Gooden enters the game for N. Hilário,44,57
202,2,1:02.0,,J. Wall makes free throw 2 of 2,44,58
203,2,0:39.0,S. Dinwiddie misses 3-pt jump shot from 29 ft,,44,58
204,2,0:39.0,Offensive rebound by Team,,44,58
205,2,0:39.0,Turnover by Team (shot clock),,44,58
206,2,0:29.0,,M. Gortat misses 2-pt jump shot from 6 ft,44,58
207,2,0:28.0,,Offensive rebound by M. Gortat,44,58
208,2,0:25.0,,M. Gortat makes 2-pt layup from 1 ft,44,60
209,2,0:04.0,Turnover by S. Dinwiddie (lost ball),,44,60
210,3,11:37.0,,N. Hilário makes 2-pt jump shot from 16 ft (assist by B. Beal),44,62
211,3,11:17.0,Turnover by G. Monroe (lost ball; steal by N. Hilário),,44,62
212,3,11:00.0,,Turnover by P. Pierce (bad pass; steal by R. Jackson),44,62
213,3,10:53.0,R. Jackson makes 2-pt layup from 2 ft,,46,62
214,3,10:44.0,,Personal foul by R. Jackson (drawn by B. Beal),46,62
215,3,10:37.0,,P. Pierce misses 2-pt jump shot from 17 ft,46,62
216,3,10:36.0,Defensive rebound by R. Jackson,,46,62
217,3,10:31.0,A. Drummond makes 2-pt layup from 1 ft (assist by R. Jackson),,48,62
218,3,10:09.0,,M. Gortat makes 2-pt layup at rim (assist by P. Pierce),48,64
219,3,9:44.0,R. Jackson misses 2-pt jump shot from 4 ft,,48,64
220,3,9:43.0,,Defensive rebound by N. Hilário,48,64
221,3,9:36.0,,J. Wall makes 2-pt layup from 1 ft,48,66
222,3,9:12.0,G. Monroe misses 2-pt jump shot from 4 ft,,48,66
223,3,9:11.0,,Defensive rebound by M. Gortat,48,66
224,3,8:58.0,,P. Pierce makes 3-pt jump shot from 26 ft (assist by J. Wall),48,69
225,3,8:57.0,Detroit full timeout,,48,69
226,3,8:43.0,R. Jackson misses 2-pt jump shot from 20 ft,,48,69
227,3,8:42.0,,Defensive rebound by B. Beal,48,69
228,3,8:31.0,,Turnover by B. Beal (traveling),48,69
229,3,8:13.0,Shooting foul by P. Pierce (drawn by G. Monroe),,48,69
230,3,8:13.0,G. Monroe makes free throw 1 of 2,,49,69
231,3,8:13.0,G. Monroe makes free throw 2 of 2,,50,69
232,3,7:54.0,,Turnover by P. Pierce (bad pass),50,69
233,3,7:34.0,A. Drummond makes 2-pt jump shot from 6 ft (assist by R. Jackson),,52,69
234,3,7:17.0,,N. Hilário misses 2-pt jump shot from 12 ft,52,69
235,3,7:16.0,Defensive rebound by A. Drummond,,52,69
236,3,7:08.0,R. Jackson makes 2-pt jump shot from 10 ft,,54,69
237,3,6:51.0,,Turnover by J. Wall (lost ball; steal by T. Prince),54,69
238,3,6:43.0,G. Monroe misses 2-pt jump shot from 3 ft,,54,69
239,3,6:43.0,Offensive rebound by A. Drummond,,54,69
240,3,6:43.0,Shooting foul by M. Gortat (drawn by A. Drummond),,54,69
241,3,6:43.0,,Washington full timeout,54,69
242,3,6:43.0,A. Drummond makes free throw 1 of 2,,55,69
243,3,6:43.0,A. Drummond misses free throw 2 of 2,,55,69
244,3,6:41.0,,Defensive rebound by M. Gortat,55,69
245,3,6:16.0,,P. Pierce makes 2-pt jump shot from 21 ft,55,71
246,3,5:57.0,R. Jackson misses 3-pt jump shot from 24 ft,,55,71
247,3,5:56.0,,Defensive rebound by P. Pierce,55,71
248,3,5:38.0,,P. Pierce misses 2-pt jump shot from 16 ft,55,71
249,3,5:36.0,,Offensive rebound by N. Hilário,55,71
250,3,5:33.0,,J. Wall misses 3-pt jump shot from 26 ft,55,71
251,3,5:32.0,,Offensive rebound by M. Gortat,55,71
252,3,5:30.0,,M. Gortat misses 2-pt jump shot from 5 ft,55,71
253,3,5:29.0,Defensive rebound by G. Monroe,,55,71
254,3,5:20.0,A. Drummond misses 2-pt jump shot from 3 ft,,55,71
255,3,5:19.0,Offensive rebound by R. Jackson,,55,71
256,3,5:19.0,Shooting foul by P. Pierce (drawn by A. Drummond),,55,71
257,3,5:19.0,A. Drummond misses free throw 1 of 2,,55,71
258,3,5:19.0,Offensive rebound by Team,,55,71
259,3,5:19.0,A. Tolliver enters the game for G. Monroe,,55,71
260,3,5:19.0,J. Meeks enters the game for K. Caldwell-Pope,,55,71
261,3,5:19.0,,G. Temple enters the game for P. Pierce,55,71
262,3,5:19.0,,O. Porter enters the game for B. Beal,55,71
263,3,5:19.0,A. Drummond misses free throw 2 of 2,,55,71
264,3,5:17.0,,Defensive rebound by M. Gortat,55,71
265,3,5:07.0,,N. Hilário misses 2-pt jump shot from 17 ft,55,71
266,3,5:05.0,Defensive rebound by Team,,55,71
267,3,4:51.0,R. Jackson misses 3-pt jump shot from 26 ft,,55,71
268,3,4:50.0,,Defensive rebound by N. Hilário,55,71
269,3,4:37.0,,N. Hilário makes 2-pt dunk at rim,55,73
270,3,4:20.0,A. Tolliver misses 3-pt jump shot from 27 ft,,55,73
271,3,4:19.0,,Defensive rebound by G. Temple,55,73
272,3,4:06.0,,M. Gortat misses 2-pt jump shot from 4 ft,55,73
273,3,4:05.0,Defensive rebound by A. Drummond,,55,73
274,3,3:52.0,A. Drummond makes 2-pt jump shot from 8 ft (assist by R. Jackson),,57,73
275,3,3:38.0,,J. Wall makes 2-pt jump shot from 5 ft,57,75
276,3,3:22.0,R. Jackson makes 2-pt dunk at rim (assist by A. Tolliver),,59,75
277,3,2:57.0,,Turnover by J. Wall (bad pass; steal by T. Prince),59,75
278,3,2:54.0,A. Tolliver makes 3-pt jump shot from 27 ft (assist by R. Jackson),,62,75
279,3,2:31.0,,Shooting foul by A. Drummond (drawn by N. Hilário),62,75
280,3,2:31.0,,D. Gooden enters the game for M. Gortat,62,75
281,3,2:31.0,,N. Hilário makes free throw 1 of 2,62,76
282,3,2:31.0,C. Butler enters the game for T. Prince,,62,76
283,3,2:31.0,,R. Sessions enters the game for J. Wall,62,76
284,3,2:31.0,,N. Hilário misses free throw 2 of 2,62,76
285,3,2:31.0,Defensive rebound by A. Drummond,,62,76
286,3,2:11.0,A. Tolliver misses 3-pt jump shot from 25 ft,,62,76
287,3,2:07.0,,Defensive rebound by R. Sessions,62,76
288,3,1:56.0,,Turnover by O. Porter (bad pass),62,76
289,3,1:56.0,G. Monroe enters the game for A. Drummond,,62,76
290,3,1:49.0,Personal foul by N. Hilário (drawn by G. Monroe),,62,76
291,3,1:49.0,S. Dinwiddie enters the game for R. Jackson,,62,76
292,3,1:39.0,S. Dinwiddie makes 3-pt jump shot from 25 ft,,65,76
293,3,1:20.0,,Personal foul by G. Monroe (drawn by N. Hilário),65,76
294,3,1:08.0,,N. Hilário makes 2-pt jump shot from 1 ft,65,78
295,3,0:49.0,J. Meeks makes 3-pt jump shot from 25 ft,,68,78
296,3,0:41.0,,K. Séraphin enters the game for N. Hilário,68,78
297,3,0:41.0,,Personal foul by S. Dinwiddie (drawn by R. Sessions),68,78
298,3,0:41.0,,R. Sessions makes free throw 1 of 2,68,79
299,3,0:41.0,,R. Sessions makes free throw 2 of 2,68,80
300,3,0:27.0,G. Monroe makes 2-pt hook shot from 7 ft,,70,80
301,3,0:03.0,,D. Gooden misses 2-pt jump shot from 14 ft,70,80
302,3,0:02.0,Defensive rebound by G. Monroe,,70,80
303,3,0:00.0,Turnover by G. Monroe (lost ball; steal by G. Temple),,70,80
304,4,11:38.0,S. Dinwiddie misses 3-pt jump shot from 25 ft,,70,80
305,4,11:37.0,,Defensive rebound by B. Beal,70,80
306,4,11:14.0,,D. Gooden misses 3-pt jump shot from 27 ft,70,80
307,4,11:13.0,Defensive rebound by C. Butler,,70,80
308,4,11:13.0,S. Dinwiddie makes 2-pt jump shot from 5 ft,,72,80
309,4,11:13.0,Shooting foul by B. Beal (drawn by S. Dinwiddie),,72,80
310,4,11:13.0,S. Dinwiddie makes free throw 1 of 1,,73,80
311,4,10:56.0,,D. Gooden misses 2-pt jump shot from 6 ft,73,80
312,4,10:55.0,Defensive rebound by G. Monroe,,73,80
313,4,10:38.0,G. Monroe makes 2-pt hook shot from 6 ft,,75,80
314,4,10:37.0,,Washington full timeout,75,80
315,4,10:16.0,,B. Beal misses 2-pt jump shot from 4 ft,75,80
316,4,10:15.0,,Offensive rebound by K. Séraphin,75,80
317,4,10:13.0,,Turnover by Team (shot clock),75,80
318,4,9:55.0,Personal foul by K. Séraphin (drawn by G. Monroe),,75,80
319,4,9:55.0,,M. Gortat enters the game for K. Séraphin,75,80
320,4,9:55.0,,J. Wall enters the game for R. Sessions,75,80
321,4,9:46.0,J. Meeks misses 2-pt jump shot from 3 ft,,75,80
322,4,9:45.0,,Defensive rebound by B. Beal,75,80
323,4,9:38.0,,M. Gortat misses 2-pt jump shot from 10 ft,75,80
324,4,9:37.0,,Offensive rebound by D. Gooden,75,80
325,4,9:36.0,,D. Gooden misses 2-pt layup from 2 ft,75,80
326,4,9:35.0,Defensive rebound by G. Monroe,,75,80
327,4,9:28.0,C. Butler misses 3-pt jump shot from 27 ft,,75,80
328,4,9:26.0,,Defensive rebound by M. Gortat,75,80
329,4,9:13.0,,B. Beal misses 3-pt jump shot from 23 ft,75,80
330,4,9:12.0,Defensive rebound by S. Dinwiddie,,75,80
331,4,9:07.0,S. Dinwiddie makes 2-pt layup at rim,,77,80
332,4,8:51.0,,M. Gortat misses 2-pt jump shot from 5 ft (block by G. Monroe),77,80
333,4,8:50.0,Defensive rebound by G. Monroe,,77,80
334,4,8:48.0,Shooting foul by J. Wall (drawn by G. Monroe),,77,80
335,4,8:48.0,G. Monroe makes free throw 1 of 2,,78,80
336,4,8:48.0,G. Monroe makes free throw 2 of 2,,79,80
337,4,8:36.0,,J. Wall makes 2-pt layup at rim,79,82
338,4,8:29.0,J. Meeks misses 3-pt jump shot from 23 ft,,79,82
339,4,8:28.0,,Defensive rebound by D. Gooden,79,82
340,4,8:12.0,,J. Wall misses 2-pt jump shot from 17 ft,79,82
341,4,8:11.0,Defensive rebound by C. Butler,,79,82
342,4,8:02.0,S. Dinwiddie makes 2-pt jump shot from 18 ft,,81,82
343,4,7:42.0,,B. Beal makes 2-pt jump shot from 14 ft (assist by J. Wall),81,84
344,4,7:15.0,G. Monroe makes 2-pt layup at rim,,83,84
345,4,7:05.0,,B. Beal misses 3-pt jump shot from 26 ft,83,84
346,4,7:04.0,Defensive rebound by G. Monroe,,83,84
347,4,6:52.0,S. Dinwiddie misses 2-pt jump shot from 17 ft,,83,84
348,4,6:50.0,Offensive rebound by S. Dinwiddie,,83,84
349,4,6:48.0,S. Dinwiddie makes 2-pt dunk at rim,,85,84
350,4,6:46.0,,Washington full timeout,85,84
351,4,6:46.0,,G. Temple enters the game for B. Beal,85,84
352,4,6:46.0,,N. Hilário enters the game for D. Gooden,85,84
353,4,6:46.0,A. Drummond enters the game for G. Monroe,,85,84
354,4,6:35.0,,Personal foul by C. Butler (drawn by P. Pierce),85,84
355,4,6:25.0,,J. Wall misses 3-pt jump shot from 28 ft,85,84
356,4,6:24.0,,Offensive rebound by N. Hilário,85,84
357,4,6:19.0,,Personal foul by C. Butler (drawn by P. Pierce),85,84
358,4,6:10.0,,Shooting foul by A. Drummond (drawn by N. Hilário),85,84
359,4,6:10.0,,N. Hilário makes free throw 1 of 2,85,85
360,4,6:10.0,,N. Hilário makes free throw 2 of 2,85,86
361,4,5:46.0,C. Butler makes 2-pt jump shot from 17 ft (assist by S. Dinwiddie),,87,86
362,4,5:30.0,,P. Pierce misses 2-pt jump shot from 17 ft,87,86
363,4,5:29.0,,Offensive rebound by M. Gortat,87,86
364,4,5:18.0,,N. Hilário makes 2-pt layup at rim,87,88
365,4,5:03.0,S. Dinwiddie makes 2-pt jump shot from 5 ft,,89,88
366,4,4:45.0,,Shooting block foul by J. Meeks (drawn by M. Gortat),89,88
367,4,4:45.0,,M. Gortat makes free throw 1 of 2,89,89
368,4,4:45.0,G. Monroe enters the game for A. Tolliver,,89,89
369,4,4:45.0,,M. Gortat makes free throw 2 of 2,89,90
370,4,4:26.0,Turnover by G. Monroe (lost ball; steal by N. Hilário),,89,90
371,4,4:10.0,,Personal foul by C. Butler (drawn by P. Pierce),89,90
372,4,4:10.0,,P. Pierce misses free throw 1 of 2,89,90
373,4,4:10.0,,Offensive rebound by Team,89,90
374,4,4:10.0,,B. Beal enters the game for G. Temple,89,90
375,4,4:10.0,,P. Pierce misses free throw 2 of 2,89,90
376,4,4:09.0,Defensive rebound by J. Meeks,,89,90
377,4,3:55.0,Turnover by J. Meeks (lost ball; steal by B. Beal),,89,90
378,4,3:55.0,,Washington full timeout,89,90
379,4,3:39.0,,N. Hilário misses 2-pt jump shot from 3 ft,89,90
380,4,3:38.0,Defensive rebound by J. Meeks,,89,90
381,4,3:21.0,G. Monroe misses 2-pt jump shot from 7 ft,,89,90
382,4,3:20.0,,Defensive rebound by P. Pierce,89,90
