,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,ATLANTA_ACTION,BROOKLYN_SCORE,ATLANTA_SCORE
28,1,7:13.0,,Turnover by K. Korver (bad pass; steal by B. Bogdanović),8,12
29,1,7:09.0,Turnover by B. Bogdanović (lost ball; steal by P. Millsap),,8,12
30,1,7:01.0,,Shooting foul by D. Williams (drawn by D. Carroll),8,12
31,1,7:01.0,,D. Carroll makes free throw 1 of 2,8,13
32,1,7:01.0,,D. Carroll misses free throw 2 of 2,8,13
33,1,7:00.0,Defensive rebound by J. Johnson,,8,13
34,1,6:46.0,B. Lopez misses 2-pt jump shot from 21 ft,,8,13
35,1,6:45.0,,Defensive rebound by J. Teague,8,13
36,1,6:27.0,,K. Korver makes 3-pt jump shot from 25 ft (assist by J. Teague),8,16
37,1,6:24.0,Brooklyn full timeout,,8,16
38,1,6:12.0,B. Bogdanović misses 2-pt jump shot from 14 ft (block by K. Korver),,8,16
39,1,6:10.0,,Defensive rebound by A. Horford,8,16
40,1,6:02.0,,A. Horford misses 2-pt layup from 2 ft,8,16
41,1,6:00.0,Defensive rebound by J. Johnson,,8,16
42,1,5:47.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,8,16
43,1,5:45.0,,Defensive rebound by A. Horford,8,16
44,1,5:33.0,,A. Horford misses 2-pt jump shot from 22 ft,8,16
45,1,5:33.0,Defensive rebound by Team,,8,16
46,1,5:33.0,,P. Antić enters the game for A. Horford,8,16
47,1,5:33.0,,K. Bazemore enters the game for K. Korver,8,16
48,1,5:18.0,Turnover by J. Johnson (lost ball; steal by D. Carroll),,8,16
49,1,5:13.0,,D. Carroll makes 2-pt layup from 2 ft,8,18
50,1,4:57.0,D. Williams misses 3-pt jump shot from 23 ft,,8,18
51,1,4:55.0,,Defensive rebound by D. Carroll,8,18
52,1,4:49.0,,J. Teague makes 3-pt jump shot from 25 ft,8,21
53,1,4:34.0,A. Anderson enters the game for B. Bogdanović,,8,21
54,1,4:25.0,Shooting foul by P. Millsap (drawn by B. Lopez),,8,21
55,1,4:25.0,B. Lopez makes free throw 1 of 2,,9,21
56,1,4:25.0,B. Lopez makes free throw 2 of 2,,10,21
57,1,4:15.0,,Personal foul by B. Lopez (drawn by J. Teague),10,21
58,1,4:02.0,,P. Millsap misses 3-pt jump shot from 23 ft,10,21
59,1,3:58.0,,Offensive rebound by K. Bazemore,10,21
60,1,3:50.0,,K. Bazemore misses 2-pt layup from 3 ft,10,21
61,1,3:48.0,Defensive rebound by A. Anderson,,10,21
62,1,3:39.0,T. Young misses 2-pt layup from 2 ft,,10,21
63,1,3:38.0,,Defensive rebound by D. Carroll,10,21
64,1,3:35.0,,Atlanta full timeout,10,21
65,1,3:35.0,J. Jack enters the game for J. Johnson,,10,21
66,1,3:35.0,,D. Schröder enters the game for J. Teague,10,21
67,1,3:21.0,,K. Bazemore makes 2-pt jump shot from 4 ft (assist by D. Schröder),10,23
68,1,2:59.0,A. Anderson makes 2-pt jump shot from 19 ft,,12,23
69,1,2:44.0,,D. Schröder makes 2-pt layup from 2 ft (assist by P. Millsap),12,25
70,1,2:30.0,J. Jack misses 2-pt jump shot from 13 ft,,12,25
71,1,2:29.0,,Defensive rebound by P. Antić,12,25
72,1,2:22.0,,D. Schröder misses 2-pt jump shot from 20 ft,12,25
73,1,2:21.0,Defensive rebound by T. Young,,12,25
74,1,2:13.0,B. Lopez makes 2-pt jump shot from 9 ft (assist by D. Williams),,14,25
75,1,1:54.0,,K. Bazemore misses 3-pt jump shot from 23 ft,14,25
76,1,1:52.0,Defensive rebound by D. Williams,,14,25
77,1,1:46.0,D. Williams misses 2-pt jump shot from 18 ft,,14,25
78,1,1:44.0,,Defensive rebound by D. Schröder,14,25
79,1,1:27.0,,P. Millsap makes 2-pt jump shot from 19 ft,14,27
80,1,1:09.0,T. Young makes 2-pt layup from 2 ft (assist by D. Williams),,16,27
81,1,0:51.0,,K. Bazemore misses 3-pt jump shot from 24 ft,16,27
82,1,0:49.0,,Offensive rebound by Team,16,27
83,1,0:49.0,,K. Korver enters the game for D. Carroll,16,27
84,1,0:49.0,,A. Horford enters the game for P. Millsap,16,27
85,1,0:49.0,M. Plumlee enters the game for B. Lopez,,16,27
86,1,0:42.0,,P. Antić makes 3-pt jump shot from 24 ft (assist by D. Schröder),16,30
87,1,0:30.0,J. Jack misses 2-pt jump shot from 13 ft,,16,30
88,1,0:29.0,,Defensive rebound by K. Korver,16,30
89,1,0:11.0,,Turnover by D. Schröder (lost ball; steal by M. Plumlee),16,30
90,1,0:07.0,Turnover by M. Plumlee (lost ball),,16,30
91,1,0:04.0,,Personal foul by T. Young (drawn by D. Schröder),16,30
92,1,0:04.0,,D. Carroll enters the game for K. Bazemore,16,30
93,1,0:00.0,,D. Carroll makes 3-pt jump shot from 25 ft,16,33
94,2,11:35.0,Turnover by Team (shot clock),,16,33
95,2,11:22.0,,K. Korver misses 3-pt jump shot from 23 ft (block by B. Bogdanović),16,33
96,2,11:20.0,Defensive rebound by J. Johnson,,16,33
97,2,11:06.0,B. Bogdanović misses 3-pt jump shot from 24 ft,,16,33
98,2,11:05.0,,Defensive rebound by A. Horford,16,33
99,2,10:54.0,,P. Antić misses 3-pt jump shot from 24 ft,16,33
100,2,10:53.0,Defensive rebound by A. Anderson,,16,33
101,2,10:41.0,J. Jack makes 2-pt jump shot from 16 ft,,18,33
102,2,10:26.0,,M. Scott enters the game for P. Antić,18,33
103,2,10:18.0,,D. Schröder misses 3-pt jump shot from 25 ft,18,33
104,2,10:17.0,Defensive rebound by J. Johnson,,18,33
105,2,9:54.0,A. Anderson makes 3-pt jump shot from 23 ft (assist by B. Bogdanović),,21,33
106,2,9:47.0,,K. Bazemore misses 2-pt layup from 3 ft (block by M. Plumlee),21,33
107,2,9:47.0,,Offensive rebound by Team,21,33
108,2,9:47.0,,S. Mack enters the game for K. Bazemore,21,33
109,2,9:42.0,,Turnover by D. Schröder (bad pass),21,33
110,2,9:25.0,A. Anderson makes 3-pt jump shot from 25 ft,,24,33
111,2,9:18.0,,Atlanta full timeout,24,33
112,2,9:18.0,,J. Teague enters the game for D. Schröder,24,33
113,2,9:18.0,,D. Carroll enters the game for S. Mack,24,33
114,2,9:00.0,,D. Carroll misses 3-pt jump shot from 25 ft,24,33
115,2,8:58.0,Defensive rebound by J. Jack,,24,33
116,2,8:38.0,J. Johnson makes 3-pt jump shot from 24 ft,,27,33
117,2,8:17.0,,Personal foul by B. Bogdanović (drawn by J. Teague),27,33
118,2,8:17.0,,P. Millsap enters the game for M. Scott,27,33
119,2,8:00.0,,J. Teague misses 3-pt jump shot from 26 ft,27,33
120,2,7:57.0,,Offensive rebound by P. Millsap,27,33
121,2,7:55.0,,P. Millsap makes 2-pt layup from 1 ft,27,35
122,2,7:34.0,Shooting foul by A. Horford (drawn by J. Johnson),,27,35
123,2,7:34.0,J. Johnson makes free throw 1 of 2,,28,35
124,2,7:34.0,J. Johnson misses free throw 2 of 2,,28,35
125,2,7:33.0,,Defensive rebound by A. Horford,28,35
126,2,7:18.0,,D. Carroll makes 2-pt jump shot from 16 ft (assist by A. Horford),28,37
127,2,7:01.0,J. Jack misses 2-pt jump shot from 10 ft,,28,37
128,2,7:00.0,,Defensive rebound by D. Carroll,28,37
129,2,6:48.0,,P. Millsap misses 2-pt jump shot from 15 ft,28,37
130,2,6:46.0,Defensive rebound by J. Johnson,,28,37
131,2,6:40.0,B. Bogdanović makes 2-pt layup from 2 ft (assist by J. Johnson),,30,37
132,2,6:22.0,,J. Teague makes 3-pt jump shot from 25 ft (assist by K. Korver),30,40
133,2,5:59.0,Turnover by J. Jack (lost ball; steal by J. Teague),,30,40
134,2,5:54.0,,Shooting foul by M. Plumlee (drawn by D. Carroll),30,40
135,2,5:54.0,Official timeout,,30,40
136,2,5:54.0,D. Williams enters the game for B. Bogdanović,,30,40
137,2,5:54.0,B. Lopez enters the game for M. Plumlee,,30,40
138,2,5:54.0,,P. Antić enters the game for A. Horford,30,40
139,2,5:54.0,,K. Bazemore enters the game for K. Korver,30,40
140,2,5:54.0,,D. Carroll makes free throw 1 of 2,30,41
141,2,5:54.0,,D. Carroll makes free throw 2 of 2,30,42
142,2,5:43.0,,Violation by J. Teague (kicked ball),30,42
143,2,5:33.0,A. Anderson makes 2-pt jump shot from 16 ft (assist by J. Jack),,32,42
144,2,5:16.0,,Turnover by P. Millsap (lost ball),32,42
145,2,5:10.0,Shooting foul by P. Millsap (drawn by B. Lopez),,32,42
146,2,5:10.0,B. Lopez makes free throw 1 of 2,,33,42
147,2,5:10.0,,K. Korver enters the game for K. Bazemore,33,42
148,2,5:10.0,B. Lopez makes free throw 2 of 2,,34,42
149,2,4:59.0,,K. Korver misses 3-pt jump shot from 23 ft,34,42
150,2,4:57.0,Defensive rebound by J. Jack,,34,42
151,2,4:41.0,J. Jack misses 2-pt jump shot from 5 ft,,34,42
152,2,4:40.0,,Defensive rebound by P. Millsap,34,42
153,2,4:36.0,,Shooting foul by D. Williams (drawn by P. Antić),34,42
154,2,4:36.0,,P. Antić makes free throw 1 of 2,34,43
155,2,4:36.0,,P. Antić makes free throw 2 of 2,34,44
156,2,4:18.0,B. Lopez makes 2-pt jump shot from 11 ft (assist by J. Jack),,36,44
157,2,3:59.0,,D. Carroll makes 2-pt layup from 2 ft (assist by K. Korver),36,46
158,2,3:49.0,D. Williams misses 2-pt layup from 2 ft,,36,46
159,2,3:47.0,Offensive rebound by D. Williams,,36,46
160,2,3:47.0,D. Williams misses 2-pt tip-in from 1 ft,,36,46
161,2,3:46.0,,Defensive rebound by P. Antić,36,46
162,2,3:38.0,,J. Teague misses 3-pt jump shot from 25 ft,36,46
163,2,3:36.0,Defensive rebound by A. Anderson,,36,46
164,2,3:22.0,B. Lopez misses 2-pt jump shot from 6 ft,,36,46
165,2,3:21.0,,Defensive rebound by P. Antić,36,46
166,2,3:11.0,,D. Carroll misses 2-pt hook shot from 6 ft,36,46
167,2,3:08.0,Defensive rebound by D. Williams,,36,46
168,2,3:03.0,D. Williams makes 2-pt jump shot from 7 ft,,38,46
169,2,2:44.0,,J. Teague misses 2-pt jump shot from 7 ft (block by B. Lopez),38,46
170,2,2:44.0,,Offensive rebound by Team,38,46
171,2,2:44.0,Brooklyn full timeout,,38,46
172,2,2:44.0,,A. Horford enters the game for P. Antić,38,46
173,2,2:44.0,T. Young enters the game for D. Williams,,38,46
174,2,2:39.0,,A. Horford misses 2-pt layup from 3 ft,38,46
175,2,2:37.0,Defensive rebound by B. Lopez,,38,46
176,2,2:13.0,T. Young misses 2-pt jump shot from 20 ft,,38,46
177,2,2:11.0,,Defensive rebound by A. Horford,38,46
178,2,2:03.0,,A. Horford misses 2-pt jump shot from 20 ft,38,46
179,2,2:01.0,Defensive rebound by A. Anderson,,38,46
180,2,1:44.0,B. Lopez misses 2-pt jump shot from 8 ft (block by A. Horford),,38,46
181,2,1:43.0,,Defensive rebound by K. Korver,38,46
182,2,1:38.0,,J. Teague makes 2-pt jump shot from 8 ft,38,48
183,2,1:19.0,Turnover by A. Anderson (bad pass; steal by K. Korver),,38,48
184,2,1:14.0,,K. Korver misses 3-pt jump shot from 25 ft,38,48
185,2,1:12.0,Defensive rebound by J. Jack,,38,48
186,2,1:07.0,A. Anderson makes 3-pt jump shot from 23 ft (assist by T. Young),,41,48
187,2,1:07.0,Shooting foul by K. Korver (drawn by A. Anderson),,41,48
188,2,1:07.0,,P. Antić enters the game for P. Millsap,41,48
189,2,1:07.0,A. Anderson makes free throw 1 of 1,,42,48
190,2,0:56.0,,A. Horford makes 2-pt jump shot from 6 ft (assist by J. Teague),42,50
191,2,0:39.0,B. Lopez misses 2-pt jump shot from 10 ft,,42,50
192,2,0:38.0,,Defensive rebound by K. Korver,42,50
193,2,0:27.0,,D. Carroll makes 3-pt jump shot from 25 ft (assist by A. Horford),42,53
194,2,0:17.0,Brooklyn full timeout,,42,53
195,2,0:17.0,,K. Bazemore enters the game for A. Horford,42,53
196,2,0:17.0,B. Bogdanović enters the game for T. Young,,42,53
197,2,0:13.0,A. Anderson makes 2-pt dunk at rim (assist by J. Jack),,44,53
198,2,0:13.0,,Atlanta full timeout,44,53
199,2,0:13.0,,P. Millsap enters the game for P. Antić,44,53
200,2,0:13.0,,A. Horford enters the game for K. Bazemore,44,53
201,2,0:13.0,M. Plumlee enters the game for B. Lopez,,44,53
202,2,0:03.0,,Personal take foul by J. Jack (drawn by J. Teague),44,53
203,2,0:00.0,,P. Millsap misses 2-pt jump shot from 8 ft,44,53
204,2,0:00.0,,Offensive rebound by Team,44,53
205,3,11:46.0,A. Anderson misses 2-pt jump shot from 15 ft,,44,53
206,3,11:45.0,Offensive rebound by A. Anderson,,44,53
207,3,11:45.0,A. Anderson makes 2-pt tip-in from 15 ft,,46,53
208,3,11:25.0,,K. Korver misses 2-pt jump shot from 20 ft,46,53
209,3,11:22.0,Defensive rebound by J. Johnson,,46,53
210,3,11:08.0,D. Williams misses 2-pt jump shot from 4 ft,,46,53
211,3,11:05.0,,Defensive rebound by A. Horford,46,53
212,3,11:01.0,,D. Carroll misses 3-pt jump shot from 25 ft,46,53
213,3,10:58.0,Defensive rebound by T. Young,,46,53
214,3,10:52.0,Turnover by D. Williams (bad pass; steal by J. Teague),,46,53
215,3,10:46.0,,A. Horford makes 2-pt dunk at rim (assist by J. Teague),46,55
216,3,10:23.0,A. Anderson misses 2-pt jump shot from 3 ft,,46,55
217,3,10:21.0,,Defensive rebound by J. Teague,46,55
218,3,10:16.0,,J. Teague makes 2-pt layup from 1 ft,46,57
219,3,10:16.0,Brooklyn full timeout,,46,57
220,3,10:06.0,J. Johnson misses 3-pt jump shot from 24 ft (block by A. Horford),,46,57
221,3,10:06.0,Offensive rebound by Team,,46,57
222,3,10:02.0,Personal foul by J. Teague (drawn by D. Williams),,46,57
223,3,9:55.0,B. Lopez makes 2-pt jump shot from 10 ft (assist by D. Williams),,48,57
224,3,9:51.0,,Atlanta full timeout,48,57
225,3,9:51.0,,D. Schröder enters the game for J. Teague,48,57
226,3,9:29.0,,Turnover by A. Horford (lost ball; steal by D. Williams),48,57
227,3,9:25.0,Personal foul by D. Schröder (drawn by D. Williams),,48,57
228,3,9:19.0,B. Lopez makes 2-pt jump shot from 4 ft,,50,57
229,3,9:19.0,Shooting foul by A. Horford (drawn by B. Lopez),,50,57
230,3,9:19.0,B. Lopez makes free throw 1 of 1,,51,57
231,3,9:00.0,,P. Millsap makes 2-pt jump shot from 7 ft,51,59
232,3,8:48.0,T. Young misses 2-pt jump shot from 17 ft,,51,59
233,3,8:47.0,,Defensive rebound by A. Horford,51,59
234,3,8:38.0,,Personal block foul by T. Young (drawn by P. Millsap),51,59
235,3,8:30.0,,K. Korver makes 3-pt jump shot from 24 ft (assist by D. Schröder),51,62
236,3,8:14.0,B. Lopez misses 2-pt jump shot from 22 ft,,51,62
237,3,8:13.0,,Defensive rebound by K. Korver,51,62
238,3,7:54.0,,P. Millsap misses 2-pt layup from 1 ft (block by B. Lopez),51,62
239,3,7:52.0,,Offensive rebound by A. Horford,51,62
240,3,7:51.0,,A. Horford makes 2-pt layup at rim,51,64
241,3,7:32.0,T. Young makes 2-pt jump shot from 9 ft (assist by D. Williams),,53,64
242,3,7:18.0,,Personal foul by D. Williams (drawn by K. Korver),53,64
243,3,7:18.0,,J. Teague enters the game for D. Schröder,53,64
244,3,7:10.0,,P. Millsap misses 2-pt jump shot from 20 ft,53,64
245,3,7:08.0,Defensive rebound by J. Johnson,,53,64
246,3,6:59.0,J. Johnson makes 2-pt jump shot from 19 ft,,55,64
247,3,6:43.0,,A. Horford makes 2-pt jump shot from 19 ft (assist by J. Teague),55,66
248,3,6:29.0,Def 3 sec tech foul by A. Horford,,55,66
249,3,6:29.0,D. Williams makes technical free throw,,56,66
250,3,6:18.0,Turnover by B. Lopez (bad pass; steal by D. Carroll),,56,66
251,3,6:17.0,,Shooting foul by J. Johnson (drawn by D. Carroll),56,66
252,3,6:17.0,,P. Antić enters the game for A. Horford,56,66
253,3,6:17.0,,D. Carroll misses free throw 1 of 2,56,66
254,3,6:17.0,,Offensive rebound by Team,56,66
255,3,6:17.0,,D. Carroll makes free throw 2 of 2,56,67
256,3,6:02.0,T. Young misses 2-pt layup from 3 ft (block by P. Antić),,56,67
257,3,6:00.0,Offensive rebound by T. Young,,56,67
258,3,5:59.0,T. Young makes 2-pt layup at rim,,58,67
259,3,5:45.0,,K. Korver makes 3-pt jump shot from 25 ft (assist by D. Carroll),58,70
260,3,5:24.0,D. Williams makes 2-pt jump shot from 18 ft (assist by J. Johnson),,60,70
261,3,4:55.0,,P. Antić makes 3-pt jump shot from 23 ft (assist by J. Teague),60,73
262,3,4:36.0,D. Williams misses 3-pt jump shot from 25 ft,,60,73
263,3,4:34.0,,Defensive rebound by P. Antić,60,73
264,3,4:23.0,,J. Teague misses 2-pt layup from 2 ft,60,73
265,3,4:21.0,Defensive rebound by B. Lopez,,60,73
266,3,4:05.0,Shooting foul by P. Antić (drawn by T. Young),,60,73
267,3,4:05.0,T. Young makes free throw 1 of 2,,61,73
268,3,4:05.0,J. Jack enters the game for D. Williams,,61,73
269,3,4:05.0,,K. Bazemore enters the game for D. Carroll,61,73
270,3,4:05.0,B. Bogdanović enters the game for J. Johnson,,61,73
271,3,4:05.0,T. Young misses free throw 2 of 2,,61,73
272,3,4:03.0,,Defensive rebound by Team,61,73
273,3,3:46.0,,J. Teague misses 2-pt layup from 2 ft,61,73
274,3,3:46.0,,Offensive rebound by Team,61,73
275,3,3:46.0,Loose ball foul by A. Anderson (drawn by P. Antić),,61,73
276,3,3:46.0,J. Johnson enters the game for T. Young,,61,73
277,3,3:39.0,,K. Korver misses 3-pt jump shot from 25 ft,61,73
278,3,3:36.0,Defensive rebound by A. Anderson,,61,73
279,3,3:23.0,A. Anderson makes 3-pt jump shot from 25 ft (assist by J. Jack),,64,73
280,3,3:12.0,,Personal foul by A. Anderson (drawn by J. Teague),64,73
281,3,3:12.0,,J. Teague misses free throw 1 of 2,64,73
282,3,3:12.0,,Offensive rebound by Team,64,73
283,3,3:12.0,T. Young enters the game for B. Lopez,,64,73
284,3,3:12.0,,J. Teague makes free throw 2 of 2,64,74
285,3,2:55.0,J. Johnson misses 3-pt jump shot from 23 ft,,64,74
286,3,2:54.0,,Defensive rebound by K. Bazemore,64,74
287,3,2:39.0,,K. Korver makes 3-pt jump shot from 27 ft (assist by P. Antić),64,77
288,3,2:13.0,B. Bogdanović misses 2-pt jump shot from 3 ft,,64,77
289,3,2:12.0,,Defensive rebound by K. Korver,64,77
290,3,1:57.0,,Shooting foul by J. Johnson (drawn by P. Millsap),64,77
291,3,1:57.0,,P. Millsap misses free throw 1 of 2,64,77
292,3,1:57.0,,Offensive rebound by Team,64,77
293,3,1:57.0,,D. Schröder enters the game for J. Teague,64,77
294,3,1:57.0,,D. Carroll enters the game for K. Korver,64,77
295,3,1:57.0,,P. Millsap makes free throw 2 of 2,64,78
296,3,1:37.0,A. Anderson makes 2-pt layup from 1 ft,,66,78
297,3,1:23.0,,D. Schröder makes 2-pt layup from 1 ft,66,80
298,3,1:13.0,,A. Horford enters the game for P. Millsap,66,80
299,3,1:11.0,Shooting foul by D. Schröder (drawn by J. Jack),,66,80
300,3,1:11.0,J. Jack makes free throw 1 of 2,,67,80
301,3,1:11.0,B. Lopez enters the game for T. Young,,67,80
302,3,1:11.0,J. Jack makes free throw 2 of 2,,68,80
303,3,1:02.0,,Shooting foul by J. Jack (drawn by D. Schröder),68,80
304,3,1:02.0,,D. Schröder makes free throw 1 of 2,68,81
305,3,1:02.0,,D. Schröder makes free throw 2 of 2,68,82
306,3,0:48.0,Turnover by A. Anderson (bad pass),,68,82
307,3,0:32.0,,Turnover by D. Schröder (bad pass; steal by J. Jack),68,82
308,3,0:10.0,J. Jack makes 2-pt jump shot from 19 ft,,70,82
309,3,0:01.0,,A. Horford misses 2-pt jump shot from 16 ft (block by B. Lopez),70,82
310,3,0:01.0,,Offensive rebound by A. Horford,70,82
311,3,0:00.0,,A. Horford misses 2-pt jump shot from 16 ft,70,82
312,3,0:00.0,,Offensive rebound by Team,70,82
313,4,11:37.0,,A. Horford misses 2-pt layup from 2 ft,70,82
314,4,11:35.0,Defensive rebound by B. Bogdanović,,70,82
315,4,11:20.0,B. Bogdanović makes 2-pt layup from 2 ft (assist by J. Jack),,72,82
316,4,11:07.0,,Shooting foul by J. Johnson (drawn by P. Millsap),72,82
317,4,11:07.0,,P. Millsap misses free throw 1 of 2,72,82
318,4,11:07.0,,Offensive rebound by Team,72,82
319,4,11:07.0,,P. Millsap misses free throw 2 of 2,72,82
320,4,11:06.0,Defensive rebound by B. Lopez,,72,82
321,4,10:45.0,J. Johnson makes 2-pt jump shot from 21 ft,,74,82
322,4,10:17.0,,K. Korver misses 3-pt jump shot from 25 ft,74,82
323,4,10:16.0,,Offensive rebound by P. Millsap,74,82
324,4,10:04.0,,Turnover by A. Horford (lost ball),74,82
325,4,9:53.0,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by D. Williams),,77,82
326,4,9:46.0,,Atlanta full timeout,77,82
327,4,9:31.0,,Turnover by J. Teague (bad pass),77,82
328,4,9:19.0,J. Jack makes 2-pt jump shot from 16 ft (assist by B. Lopez),,79,82
329,4,8:56.0,,P. Millsap misses 3-pt jump shot from 23 ft,79,82
330,4,8:55.0,Defensive rebound by B. Bogdanović,,79,82
331,4,8:31.0,B. Lopez misses 2-pt jump shot from 23 ft,,79,82
332,4,8:30.0,,Defensive rebound by D. Carroll,79,82
333,4,8:22.0,,Turnover by J. Teague (bad pass; steal by J. Jack),79,82
334,4,8:19.0,Turnover by D. Williams (lost ball; steal by A. Horford),,79,82
335,4,8:14.0,,A. Horford makes 2-pt layup from 2 ft,79,84
336,4,7:59.0,J. Johnson misses 3-pt jump shot from 23 ft,,79,84
337,4,7:56.0,,Defensive rebound by Team,79,84
338,4,7:47.0,,K. Korver misses 3-pt jump shot from 25 ft,79,84
339,4,7:46.0,Defensive rebound by D. Williams,,79,84
340,4,7:31.0,B. Lopez misses 2-pt jump shot from 10 ft,,79,84
341,4,7:30.0,,Defensive rebound by P. Millsap,79,84
342,4,7:18.0,,D. Carroll misses 2-pt layup from 2 ft,79,84
343,4,7:16.0,Defensive rebound by D. Williams,,79,84
344,4,7:09.0,J. Jack makes 3-pt jump shot from 25 ft (assist by D. Williams),,82,84
345,4,6:49.0,,P. Millsap makes 3-pt jump shot from 24 ft (assist by J. Teague),82,87
346,4,6:32.0,B. Bogdanović misses 3-pt jump shot from 24 ft,,82,87
347,4,6:30.0,Offensive rebound by D. Williams,,82,87
348,4,6:27.0,J. Johnson misses 3-pt jump shot from 25 ft,,82,87
349,4,6:26.0,,Defensive rebound by A. Horford,82,87
350,4,6:17.0,,D. Carroll misses 3-pt jump shot from 25 ft,82,87
351,4,6:15.0,,Offensive rebound by A. Horford,82,87
352,4,6:06.0,,Offensive foul by A. Horford (drawn by B. Lopez),82,87
353,4,6:06.0,,Turnover by A. Horford (offensive foul),82,87
354,4,6:06.0,Brooklyn full timeout,,82,87
355,4,5:53.0,J. Jack makes 3-pt jump shot from 25 ft,,85,87
356,4,5:34.0,,K. Korver makes 3-pt jump shot from 25 ft (assist by A. Horford),85,90
357,4,5:15.0,J. Jack makes 2-pt jump shot from 14 ft,,87,90
358,4,4:53.0,,P. Millsap misses 3-pt jump shot from 24 ft,87,90
359,4,4:51.0,Defensive rebound by J. Jack,,87,90
360,4,4:41.0,J. Jack makes 2-pt jump shot from 7 ft,,89,90
361,4,4:24.0,,J. Teague makes 3-pt jump shot from 24 ft,89,93
362,4,4:01.0,Turnover by J. Jack (lost ball; steal by J. Teague),,89,93
363,4,3:55.0,,D. Carroll misses 2-pt layup from 2 ft,89,93
364,4,3:53.0,,Offensive rebound by A. Horford,89,93
365,4,3:48.0,,D. Carroll makes 2-pt layup from 2 ft (assist by P. Millsap),89,95
366,4,3:48.0,Brooklyn full timeout,,89,95
367,4,3:34.0,B. Lopez misses 2-pt jump shot from 12 ft,,89,95
368,4,3:32.0,,Defensive rebound by J. Teague,89,95
369,4,3:30.0,,Personal foul by D. Williams (drawn by J. Teague),89,95
370,4,3:30.0,A. Anderson enters the game for D. Williams,,89,95
371,4,3:19.0,,K. Korver misses 3-pt jump shot from 24 ft,89,95
372,4,3:18.0,Defensive rebound by A. Anderson,,89,95
373,4,3:00.0,J. Johnson makes 3-pt jump shot from 25 ft (assist by B. Lopez),,92,95
374,4,2:39.0,,A. Horford makes 2-pt jump shot from 19 ft (assist by J. Teague),92,97
375,4,2:20.0,J. Johnson makes 3-pt jump shot from 25 ft (assist by J. Jack),,95,97
376,4,2:11.0,,Personal foul by B. Lopez (drawn by A. Horford),95,97
377,4,2:11.0,,Atlanta full timeout,95,97
378,4,2:05.0,,Turnover by P. Millsap (traveling),95,97
379,4,1:45.0,J. Johnson misses 2-pt layup from 1 ft,,95,97
380,4,1:44.0,,Defensive rebound by P. Millsap,95,97
381,4,1:32.0,,A. Horford makes 2-pt jump shot from 19 ft (assist by J. Teague),95,99
382,4,1:18.0,Turnover by J. Jack (traveling),,95,99
383,4,1:07.0,,J. Teague makes 2-pt layup at rim,95,101
384,4,1:07.0,Brooklyn full timeout,,95,101
385,4,1:07.0,D. Williams enters the game for B. Bogdanović,,95,101
386,4,1:00.0,J. Jack misses 3-pt jump shot from 26 ft,,95,101
387,4,0:58.0,,Defensive rebound by P. Millsap,95,101
388,4,0:42.0,,J. Teague makes 2-pt jump shot from 6 ft,95,103
