,QUARTER,TIME_REMAINING,MIAMI_ACTION,DALLAS_ACTION,MIAMI_SCORE,DALLAS_SCORE
32,1,7:31.0,C. Bosh misses 3-pt jump shot from 24 ft,,10,10
33,1,7:30.0,,Defensive rebound by C. Parsons,10,10
34,1,7:21.0,,Turnover by C. Parsons (lost ball; steal by N. Cole),10,10
35,1,7:16.0,D. Wade misses 2-pt layup from 1 ft,,10,10
36,1,7:14.0,,Defensive rebound by D. Nowitzki,10,10
37,1,7:09.0,,M. Ellis misses 2-pt layup from 1 ft,10,10
38,1,7:07.0,Defensive rebound by S. Williams,,10,10
39,1,6:56.0,Turnover by N. Cole (bad pass; steal by J. Nelson),,10,10
40,1,6:51.0,,J. Nelson makes 2-pt layup at rim (assist by D. Nowitzki),10,12
41,1,6:36.0,Turnover by S. Williams (bad pass),,10,12
42,1,6:36.0,U. Haslem enters the game for C. Bosh,,10,12
43,1,6:22.0,,D. Nowitzki misses 2-pt jump shot from 17 ft,10,12
44,1,6:21.0,Defensive rebound by L. Deng,,10,12
45,1,6:10.0,N. Cole misses 3-pt jump shot from 24 ft,,10,12
46,1,6:09.0,,Defensive rebound by T. Chandler,10,12
47,1,6:01.0,,D. Nowitzki makes 2-pt layup from 2 ft (assist by M. Ellis),10,14
48,1,5:59.0,Miami full timeout,,10,14
49,1,5:59.0,,A. Aminu enters the game for D. Nowitzki,10,14
50,1,5:45.0,L. Deng makes 2-pt jump shot from 15 ft (assist by N. Cole),,12,14
51,1,5:21.0,,Turnover by T. Chandler (lost ball; steal by L. Deng),12,14
52,1,5:14.0,D. Wade makes 2-pt jump shot from 9 ft,,14,14
53,1,4:52.0,,C. Parsons misses 3-pt jump shot from 26 ft,14,14
54,1,4:51.0,Defensive rebound by U. Haslem,,14,14
55,1,4:34.0,N. Cole misses 2-pt jump shot from 21 ft,,14,14
56,1,4:32.0,,Defensive rebound by T. Chandler,14,14
57,1,4:25.0,,Turnover by M. Ellis (lost ball; steal by D. Wade),14,14
58,1,4:19.0,L. Deng misses 3-pt jump shot from 25 ft,,14,14
59,1,4:18.0,,Defensive rebound by A. Aminu,14,14
60,1,4:13.0,,Shooting foul by U. Haslem (drawn by M. Ellis),14,14
61,1,4:13.0,,M. Ellis makes free throw 1 of 2,14,15
62,1,4:13.0,,B. Wright enters the game for T. Chandler,14,15
63,1,4:13.0,,D. Harris enters the game for J. Nelson,14,15
64,1,4:13.0,S. Napier enters the game for D. Wade,,14,15
65,1,4:13.0,M. Chalmers enters the game for N. Cole,,14,15
66,1,4:13.0,Violation by M. Chalmers (lane),,14,15
67,1,4:13.0,,M. Ellis makes free throw 2 of 2,14,16
68,1,4:04.0,Personal foul by M. Ellis (drawn by U. Haslem),,14,16
69,1,4:04.0,,J. Nelson enters the game for M. Ellis,14,16
70,1,3:49.0,M. Chalmers makes 3-pt jump shot from 27 ft (assist by S. Williams),,17,16
71,1,3:34.0,,Shooting foul by M. Chalmers (drawn by D. Harris),17,16
72,1,3:34.0,,D. Harris misses free throw 1 of 2,17,16
73,1,3:34.0,,Offensive rebound by Team,17,16
74,1,3:34.0,C. Bosh enters the game for S. Williams,,17,16
75,1,3:34.0,,D. Harris makes free throw 2 of 2,17,17
76,1,3:19.0,S. Napier misses 2-pt jump shot from 23 ft,,17,17
77,1,3:18.0,,Defensive rebound by A. Aminu,17,17
78,1,3:10.0,,Turnover by J. Nelson (bad pass),17,17
79,1,2:55.0,Shooting foul by B. Wright (drawn by C. Bosh),,17,17
80,1,2:55.0,,Dallas full timeout,17,17
81,1,2:55.0,,J. Barea enters the game for C. Parsons,17,17
82,1,2:55.0,,D. Nowitzki enters the game for J. Nelson,17,17
83,1,2:55.0,C. Bosh misses free throw 1 of 2,,17,17
84,1,2:55.0,Offensive rebound by Team,,17,17
85,1,2:55.0,C. Bosh makes free throw 2 of 2,,18,17
86,1,2:42.0,,D. Nowitzki makes 3-pt jump shot from 22 ft (assist by D. Harris),18,20
87,1,2:22.0,L. Deng makes 2-pt layup from 1 ft,,20,20
88,1,2:07.0,,D. Harris misses 2-pt jump shot from 22 ft,20,20
89,1,2:06.0,Defensive rebound by C. Bosh,,20,20
90,1,1:54.0,C. Bosh makes 2-pt layup at rim (assist by M. Chalmers),,22,20
91,1,1:36.0,,D. Nowitzki misses 2-pt jump shot from 18 ft,22,20
92,1,1:35.0,Defensive rebound by L. Deng,,22,20
93,1,1:22.0,U. Haslem makes 2-pt jump shot from 16 ft (assist by C. Bosh),,24,20
94,1,1:04.0,,J. Barea misses 2-pt jump shot from 7 ft,24,20
95,1,1:02.0,Defensive rebound by U. Haslem,,24,20
96,1,0:45.0,C. Bosh makes 2-pt jump shot from 16 ft,,26,20
97,1,0:32.0,,J. Barea misses 2-pt jump shot from 11 ft,26,20
98,1,0:31.0,Defensive rebound by C. Bosh,,26,20
99,1,0:09.0,L. Deng makes 3-pt jump shot from 23 ft (assist by M. Chalmers),,29,20
100,1,0:02.0,,A. Aminu misses 3-pt jump shot from 24 ft,29,20
101,1,0:01.0,Defensive rebound by U. Haslem,,29,20
102,2,11:54.0,,Personal foul by U. Haslem (drawn by D. Harris),29,20
103,2,11:41.0,,D. Nowitzki makes 2-pt jump shot from 16 ft,29,22
104,2,11:16.0,U. Haslem misses 2-pt jump shot from 3 ft,,29,22
105,2,11:14.0,,Defensive rebound by D. Nowitzki,29,22
106,2,11:05.0,,D. Nowitzki makes 2-pt dunk at rim (assist by J. Barea),29,24
107,2,10:47.0,M. Chalmers makes 2-pt layup from 1 ft (assist by C. Bosh),,31,24
108,2,10:38.0,,A. Aminu makes 2-pt dunk at rim (assist by D. Harris),31,26
109,2,10:20.0,M. Chalmers makes 2-pt layup at rim (assist by U. Haslem),,33,26
110,2,10:01.0,,J. Barea misses 2-pt layup from 2 ft (block by U. Haslem),33,26
111,2,9:58.0,Defensive rebound by C. Bosh,,33,26
112,2,9:46.0,J. Ennis misses 2-pt jump shot from 3 ft (block by D. Nowitzki),,33,26
113,2,9:46.0,Offensive rebound by Team,,33,26
114,2,9:46.0,J. McRoberts enters the game for U. Haslem,,33,26
115,2,9:46.0,,C. Parsons enters the game for D. Nowitzki,33,26
116,2,9:46.0,,T. Chandler enters the game for B. Wright,33,26
117,2,9:41.0,J. Ennis misses 2-pt jump shot from 18 ft,,33,26
118,2,9:40.0,,Defensive rebound by T. Chandler,33,26
119,2,9:30.0,D. Wade enters the game for J. Ennis,,33,26
120,2,9:17.0,,J. Barea misses 3-pt jump shot from 25 ft,33,26
121,2,9:16.0,Defensive rebound by J. McRoberts,,33,26
122,2,9:16.0,,Loose ball foul by T. Chandler (drawn by J. McRoberts),33,26
123,2,9:04.0,Turnover by S. Napier (bad pass; steal by J. Barea),,33,26
124,2,9:00.0,,Shooting foul by D. Wade (drawn by C. Parsons),33,26
125,2,9:00.0,,C. Parsons makes free throw 1 of 2,33,27
126,2,9:00.0,,C. Parsons makes free throw 2 of 2,33,28
127,2,8:51.0,Personal foul by C. Parsons (drawn by D. Wade),,33,28
128,2,8:51.0,Official timeout,,33,28
129,2,8:41.0,C. Bosh misses 2-pt jump shot from 19 ft,,33,28
130,2,8:40.0,,Defensive rebound by J. Barea,33,28
131,2,8:22.0,,C. Parsons misses 3-pt jump shot from 24 ft,33,28
132,2,8:21.0,Defensive rebound by J. McRoberts,,33,28
133,2,8:16.0,Turnover by J. McRoberts (bad pass; steal by J. Barea),,33,28
134,2,8:08.0,,C. Parsons misses 3-pt jump shot from 23 ft,33,28
135,2,8:07.0,Defensive rebound by J. McRoberts,,33,28
136,2,7:59.0,Shooting block foul by A. Aminu (drawn by D. Wade),,33,28
137,2,7:59.0,D. Wade misses free throw 1 of 2,,33,28
138,2,7:59.0,Offensive rebound by Team,,33,28
139,2,7:59.0,,M. Ellis enters the game for J. Barea,33,28
140,2,7:59.0,U. Haslem enters the game for C. Bosh,,33,28
141,2,7:59.0,D. Wade makes free throw 2 of 2,,34,28
142,2,7:46.0,,T. Chandler makes 2-pt dunk at rim (assist by A. Aminu),34,30
143,2,7:17.0,J. McRoberts makes 2-pt hook shot from 3 ft,,36,30
144,2,6:56.0,,Turnover by M. Ellis (lost ball; steal by S. Napier),36,30
145,2,6:51.0,D. Wade makes 2-pt layup from 1 ft,,38,30
146,2,6:50.0,,Dallas full timeout,38,30
147,2,6:50.0,,D. Nowitzki enters the game for A. Aminu,38,30
148,2,6:38.0,,T. Chandler makes 2-pt dunk at rim (assist by M. Ellis),38,32
149,2,6:18.0,Turnover by D. Wade (lost ball; steal by D. Nowitzki),,38,32
150,2,6:03.0,,Personal foul by U. Haslem (drawn by D. Nowitzki),38,32
151,2,6:03.0,C. Bosh enters the game for U. Haslem,,38,32
152,2,6:03.0,,J. Nelson enters the game for D. Harris,38,32
153,2,5:59.0,,M. Ellis misses 2-pt layup at rim,38,32
154,2,5:58.0,,Offensive rebound by T. Chandler,38,32
155,2,5:58.0,,T. Chandler makes 2-pt layup from 1 ft,38,34
156,2,5:54.0,Miami full timeout,,38,34
157,2,5:39.0,L. Deng enters the game for S. Napier,,38,34
158,2,5:37.0,D. Wade makes 2-pt jump shot from 16 ft (assist by L. Deng),,40,34
159,2,5:12.0,,D. Nowitzki misses 2-pt jump shot from 16 ft,40,34
160,2,5:11.0,,Offensive rebound by T. Chandler,40,34
161,2,5:11.0,,T. Chandler misses 2-pt tip-in from 2 ft,40,34
162,2,5:10.0,,Offensive rebound by C. Parsons,40,34
163,2,5:10.0,,C. Parsons misses 2-pt layup from 1 ft,40,34
164,2,5:07.0,,Offensive rebound by C. Parsons,40,34
165,2,5:07.0,,C. Parsons misses 2-pt layup from 1 ft,40,34
166,2,5:06.0,,Offensive rebound by T. Chandler,40,34
167,2,5:05.0,,Shooting foul by L. Deng (drawn by T. Chandler),40,34
168,2,5:05.0,,T. Chandler misses free throw 1 of 2,40,34
169,2,5:05.0,,Offensive rebound by Team,40,34
170,2,5:05.0,,T. Chandler makes free throw 2 of 2,40,35
171,2,4:52.0,M. Chalmers makes 3-pt jump shot from 23 ft (assist by D. Wade),,43,35
172,2,4:40.0,,Personal foul by M. Chalmers (drawn by D. Nowitzki),43,35
173,2,4:40.0,,D. Nowitzki makes free throw 1 of 2,43,36
174,2,4:40.0,,B. Wright enters the game for T. Chandler,43,36
175,2,4:40.0,,D. Nowitzki makes free throw 2 of 2,43,37
176,2,4:25.0,D. Wade misses 2-pt jump shot from 13 ft,,43,37
177,2,4:25.0,Offensive rebound by Team,,43,37
178,2,4:17.0,D. Wade makes 2-pt layup from 1 ft (assist by J. McRoberts),,45,37
179,2,3:58.0,,J. Nelson misses 3-pt jump shot from 25 ft,45,37
180,2,3:57.0,Defensive rebound by J. McRoberts,,45,37
181,2,3:50.0,L. Deng makes 2-pt layup from 1 ft (assist by C. Bosh),,47,37
182,2,3:48.0,,Dallas full timeout,47,37
183,2,3:48.0,,A. Aminu enters the game for C. Parsons,47,37
184,2,3:32.0,,Turnover by B. Wright (bad pass; steal by C. Bosh),47,37
185,2,3:24.0,C. Bosh makes 2-pt layup from 1 ft (assist by D. Wade),,49,37
186,2,3:02.0,,Turnover by J. Nelson (back court),49,37
187,2,3:01.0,,T. Chandler enters the game for B. Wright,49,37
188,2,3:01.0,,D. Harris enters the game for J. Nelson,49,37
189,2,2:48.0,C. Bosh makes 2-pt jump shot from 17 ft (assist by D. Wade),,51,37
190,2,2:30.0,,Personal foul by J. McRoberts (drawn by M. Ellis),51,37
191,2,2:30.0,,M. Ellis makes free throw 1 of 2,51,38
192,2,2:30.0,,M. Ellis misses free throw 2 of 2,51,38
193,2,2:29.0,,Offensive rebound by T. Chandler,51,38
194,2,2:09.0,,D. Harris misses 3-pt jump shot from 26 ft,51,38
195,2,2:07.0,Defensive rebound by J. McRoberts,,51,38
196,2,1:55.0,C. Bosh misses 3-pt jump shot from 23 ft,,51,38
197,2,1:54.0,,Defensive rebound by M. Ellis,51,38
198,2,1:41.0,,D. Nowitzki makes 2-pt jump shot from 12 ft,51,40
199,2,1:32.0,Miami full timeout,,51,40
200,2,1:32.0,S. Williams enters the game for M. Chalmers,,51,40
201,2,1:32.0,N. Cole enters the game for J. McRoberts,,51,40
202,2,1:17.0,C. Bosh makes 2-pt jump shot from 22 ft (assist by D. Wade),,53,40
203,2,1:04.0,,Personal foul by S. Williams (drawn by M. Ellis),53,40
204,2,1:04.0,,M. Ellis makes free throw 1 of 2,53,41
205,2,1:04.0,,R. Jefferson enters the game for D. Nowitzki,53,41
206,2,1:04.0,,M. Ellis makes free throw 2 of 2,53,42
207,2,0:51.0,L. Deng makes 2-pt jump shot from 20 ft (assist by N. Cole),,55,42
208,2,0:32.0,,M. Ellis makes 2-pt jump shot from 6 ft,55,44
209,2,0:09.0,N. Cole misses 3-pt jump shot from 26 ft,,55,44
210,2,0:07.0,Offensive rebound by C. Bosh,,55,44
211,2,0:02.0,Turnover by D. Wade (bad pass),,55,44
212,2,0:02.0,,D. Nowitzki enters the game for R. Jefferson,55,44
213,2,0:02.0,,C. Parsons enters the game for A. Aminu,55,44
214,2,0:00.0,,M. Ellis misses 3-pt jump shot from 43 ft,55,44
215,2,0:00.0,,Offensive rebound by Team,55,44
216,3,11:45.0,,M. Ellis makes 2-pt jump shot from 22 ft,55,46
217,3,11:24.0,L. Deng misses 3-pt jump shot from 25 ft,,55,46
218,3,11:23.0,Offensive rebound by C. Bosh,,55,46
219,3,11:06.0,S. Williams makes 3-pt jump shot from 22 ft (assist by L. Deng),,58,46
220,3,10:48.0,,Personal foul by D. Wade (drawn by T. Chandler),58,46
221,3,10:43.0,,M. Ellis makes 2-pt jump shot from 17 ft (assist by T. Chandler),58,48
222,3,10:15.0,D. Wade makes 3-pt jump shot from 24 ft (assist by L. Deng),,61,48
223,3,10:04.0,,M. Ellis makes 3-pt jump shot from 22 ft (assist by D. Nowitzki),61,51
224,3,9:43.0,S. Williams misses 2-pt jump shot from 4 ft (block by C. Parsons),,61,51
225,3,9:41.0,,Defensive rebound by J. Nelson,61,51
226,3,9:34.0,,M. Ellis makes 3-pt jump shot from 22 ft (assist by J. Nelson),61,54
227,3,9:08.0,S. Williams makes 2-pt layup at rim (assist by C. Bosh),,63,54
228,3,8:55.0,,D. Nowitzki misses 2-pt jump shot from 16 ft,63,54
229,3,8:54.0,Defensive rebound by N. Cole,,63,54
230,3,8:51.0,,Offensive charge foul by N. Cole (drawn by M. Ellis),63,54
231,3,8:51.0,Turnover by N. Cole (offensive foul),,63,54
232,3,8:44.0,,Personal foul by S. Williams (drawn by D. Nowitzki),63,54
233,3,8:33.0,,M. Ellis misses 2-pt jump shot from 7 ft,63,54
234,3,8:32.0,,Offensive rebound by T. Chandler,63,54
235,3,8:32.0,,T. Chandler misses 2-pt tip-in at rim,63,54
236,3,8:31.0,,Offensive rebound by T. Chandler,63,54
237,3,8:31.0,,T. Chandler makes 2-pt tip-in at rim,63,56
238,3,8:13.0,D. Wade misses 2-pt jump shot from 21 ft,,63,56
239,3,8:12.0,,Defensive rebound by D. Nowitzki,63,56
240,3,8:01.0,,Shooting foul by S. Williams (drawn by D. Nowitzki),63,56
241,3,8:01.0,,D. Nowitzki misses free throw 1 of 2,63,56
242,3,8:01.0,,Offensive rebound by Team,63,56
243,3,8:01.0,,D. Nowitzki makes free throw 2 of 2,63,57
244,3,7:49.0,Turnover by N. Cole (bad pass),,63,57
245,3,7:42.0,,T. Chandler makes 2-pt dunk at rim (assist by J. Nelson),63,59
246,3,7:41.0,Miami full timeout,,63,59
247,3,7:41.0,M. Chalmers enters the game for N. Cole,,63,59
248,3,7:24.0,L. Deng makes 2-pt jump shot from 21 ft (assist by C. Bosh),,65,59
249,3,7:09.0,,Turnover by D. Nowitzki (traveling),65,59
250,3,6:54.0,Personal foul by M. Ellis (drawn by D. Wade),,65,59
251,3,6:54.0,U. Haslem enters the game for C. Bosh,,65,59
252,3,6:44.0,D. Wade misses 2-pt jump shot from 16 ft,,65,59
253,3,6:43.0,,Defensive rebound by T. Chandler,65,59
254,3,6:34.0,,Offensive foul by J. Nelson (drawn by U. Haslem),65,59
255,3,6:34.0,,Turnover by J. Nelson (offensive foul),65,59
256,3,6:20.0,,Violation by D. Nowitzki (kicked ball),65,59
257,3,6:05.0,M. Chalmers makes 3-pt jump shot from 22 ft (assist by D. Wade),,68,59
258,3,5:51.0,,C. Parsons misses 3-pt jump shot from 25 ft,68,59
259,3,5:50.0,Defensive rebound by S. Williams,,68,59
260,3,5:32.0,D. Wade makes 2-pt layup from 1 ft,,70,59
261,3,5:32.0,,Dallas full timeout,70,59
262,3,5:32.0,,R. Jefferson enters the game for C. Parsons,70,59
263,3,5:32.0,J. McRoberts enters the game for S. Williams,,70,59
264,3,5:32.0,Violation by Team (delay of game),,70,59
265,3,5:23.0,,D. Nowitzki misses 2-pt jump shot from 15 ft,70,59
266,3,5:22.0,Defensive rebound by D. Wade,,70,59
267,3,5:07.0,L. Deng makes 2-pt jump shot from 6 ft,,72,59
268,3,4:50.0,,D. Nowitzki misses 2-pt jump shot from 16 ft,72,59
269,3,4:49.0,Defensive rebound by L. Deng,,72,59
270,3,4:25.0,D. Wade misses 2-pt jump shot from 21 ft,,72,59
271,3,4:24.0,,Defensive rebound by D. Nowitzki,72,59
272,3,4:16.0,,J. Nelson misses 3-pt jump shot from 24 ft,72,59
273,3,4:15.0,,Offensive rebound by R. Jefferson,72,59
274,3,4:00.0,,M. Ellis makes 2-pt layup from 1 ft,72,61
275,3,3:34.0,L. Deng makes 3-pt jump shot from 24 ft (assist by D. Wade),,75,61
276,3,3:25.0,,J. Nelson makes 3-pt jump shot from 24 ft,75,64
277,3,3:25.0,,Away from play foul by M. Chalmers (drawn by T. Chandler),75,64
278,3,3:25.0,,Technical foul by T. Chandler,75,64
279,3,3:25.0,M. Chalmers makes technical free throw,,76,64
280,3,3:25.0,C. Bosh enters the game for D. Wade,,76,64
281,3,3:25.0,S. Napier enters the game for U. Haslem,,76,64
282,3,3:25.0,,D. Harris enters the game for D. Nowitzki,76,64
283,3,3:25.0,,A. Aminu enters the game for J. Nelson,76,64
284,3,3:25.0,,T. Chandler makes free throw 1 of 1,76,65
285,3,3:04.0,,B. Wright enters the game for T. Chandler,76,65
286,3,3:00.0,Turnover by Team (shot clock),,76,65
287,3,2:46.0,,R. Jefferson misses 3-pt jump shot from 22 ft,76,65
288,3,2:46.0,Defensive rebound by M. Chalmers,,76,65
289,3,2:28.0,L. Deng misses 2-pt jump shot from 4 ft,,76,65
290,3,2:27.0,Offensive rebound by Team,,76,65
291,3,2:16.0,M. Chalmers misses 2-pt layup from 2 ft,,76,65
292,3,2:15.0,,Defensive rebound by R. Jefferson,76,65
293,3,2:04.0,,R. Jefferson misses 2-pt layup from 1 ft (block by J. McRoberts),76,65
294,3,2:02.0,Defensive rebound by S. Napier,,76,65
295,3,1:53.0,Shooting foul by R. Jefferson (drawn by C. Bosh),,76,65
296,3,1:53.0,C. Bosh makes free throw 1 of 2,,77,65
297,3,1:53.0,C. Bosh misses free throw 2 of 2,,77,65
298,3,1:52.0,,Defensive rebound by R. Jefferson,77,65
299,3,1:35.0,,A. Aminu misses 3-pt jump shot from 24 ft,77,65
300,3,1:33.0,Defensive rebound by L. Deng,,77,65
301,3,1:19.0,Shooting foul by B. Wright (drawn by C. Bosh),,77,65
302,3,1:19.0,C. Bosh makes free throw 1 of 2,,78,65
303,3,1:19.0,C. Bosh makes free throw 2 of 2,,79,65
304,3,1:08.0,,Shooting foul by J. McRoberts (drawn by B. Wright),79,65
305,3,1:08.0,,B. Wright misses free throw 1 of 2,79,65
306,3,1:08.0,,Offensive rebound by Team,79,65
307,3,1:08.0,,B. Wright misses free throw 2 of 2,79,65
308,3,1:08.0,Defensive rebound by J. McRoberts,,79,65
309,3,0:45.0,Turnover by C. Bosh (lost ball; steal by R. Jefferson),,79,65
310,3,0:40.0,,D. Harris misses 3-pt jump shot from 24 ft,79,65
311,3,0:38.0,Defensive rebound by S. Napier,,79,65
312,3,0:38.0,L. Deng misses 3-pt layup from 1 ft (block by D. Harris),,79,65
313,3,0:38.0,Defensive rebound by S. Napier,,79,65
314,3,0:34.0,S. Napier misses 2-pt layup at rim (block by A. Aminu),,79,65
315,3,0:33.0,Offensive rebound by J. McRoberts,,79,65
316,3,0:33.0,J. McRoberts makes 2-pt layup at rim,,81,65
317,3,0:21.0,,M. Ellis makes 2-pt layup from 2 ft,81,67
318,3,0:05.0,Personal foul by M. Ellis (drawn by M. Chalmers),,81,67
319,3,0:05.0,M. Chalmers makes free throw 1 of 2,,82,67
320,3,0:05.0,,J. Crowder enters the game for M. Ellis,82,67
321,3,0:05.0,U. Haslem enters the game for C. Bosh,,82,67
322,3,0:05.0,,C. Villanueva enters the game for A. Aminu,82,67
323,3,0:05.0,M. Chalmers makes free throw 2 of 2,,83,67
324,3,0:00.0,,C. Villanueva misses 2-pt jump shot from 13 ft,83,67
325,3,0:00.0,,Offensive rebound by Team,83,67
326,4,11:39.0,L. Deng makes 2-pt dunk at rim (assist by J. McRoberts),,85,67
327,4,11:20.0,,J. Barea misses 2-pt jump shot from 7 ft,85,67
328,4,11:19.0,,Offensive rebound by T. Chandler,85,67
329,4,11:19.0,,T. Chandler misses 2-pt tip-in at rim,85,67
330,4,11:18.0,Defensive rebound by C. Bosh,,85,67
331,4,11:01.0,L. Deng makes 3-pt jump shot from 22 ft (assist by M. Chalmers),,88,67
332,4,10:54.0,,Dallas full timeout,88,67
333,4,10:48.0,,Personal foul by J. McRoberts (drawn by D. Nowitzki),88,67
334,4,10:45.0,,Personal foul by J. McRoberts (drawn by J. Barea),88,67
335,4,10:36.0,,J. Crowder makes 3-pt jump shot from 22 ft (assist by J. Barea),88,70
336,4,10:07.0,S. Napier misses 3-pt jump shot from 24 ft,,88,70
337,4,10:06.0,,Defensive rebound by D. Nowitzki,88,70
338,4,9:51.0,,D. Nowitzki misses 2-pt jump shot from 6 ft,88,70
339,4,9:50.0,Defensive rebound by J. McRoberts,,88,70
340,4,9:44.0,,Technical foul by D. Nowitzki,88,70
341,4,9:44.0,C. Bosh misses technical free throw,,88,70
342,4,9:44.0,Offensive rebound by Team,,88,70
343,4,9:44.0,D. Wade enters the game for L. Deng,,88,70
344,4,9:30.0,Turnover by M. Chalmers (lost ball; steal by D. Harris),,88,70
345,4,9:30.0,,Personal foul by M. Chalmers (drawn by J. Crowder),88,70
346,4,9:23.0,,Turnover by T. Chandler (traveling),88,70
347,4,9:07.0,J. McRoberts misses 2-pt layup from 2 ft (block by T. Chandler),,88,70
348,4,9:05.0,,Defensive rebound by D. Harris,88,70
349,4,9:02.0,,J. Barea misses 2-pt jump shot from 3 ft (block by S. Napier),88,70
350,4,9:02.0,,Offensive rebound by Team,88,70
351,4,8:58.0,,Personal foul by J. McRoberts (drawn by J. Crowder),88,70
352,4,8:58.0,U. Haslem enters the game for J. McRoberts,,88,70
353,4,8:46.0,,J. Barea misses 3-pt jump shot from 24 ft,88,70
354,4,8:45.0,,Offensive rebound by T. Chandler,88,70
355,4,8:42.0,,J. Crowder makes 2-pt jump shot from 21 ft (assist by T. Chandler),88,72
356,4,8:41.0,Miami full timeout,,88,72
357,4,8:22.0,D. Wade misses 2-pt layup at rim,,88,72
358,4,8:21.0,Offensive rebound by U. Haslem,,88,72
359,4,8:21.0,U. Haslem makes 2-pt tip-in at rim,,90,72
360,4,8:08.0,,Turnover by T. Chandler (bad pass; steal by M. Chalmers),90,72
361,4,8:04.0,M. Chalmers makes 2-pt dunk at rim,,92,72
362,4,7:52.0,,J. Barea misses 2-pt jump shot from 16 ft,92,72
363,4,7:51.0,Defensive rebound by U. Haslem,,92,72
364,4,7:41.0,D. Wade makes 2-pt layup at rim,,94,72
365,4,7:40.0,,Dallas full timeout,94,72
366,4,7:40.0,,M. Ellis enters the game for D. Nowitzki,94,72
367,4,7:40.0,,J. Nelson enters the game for D. Harris,94,72
368,4,7:40.0,,C. Parsons enters the game for J. Barea,94,72
369,4,7:40.0,S. Williams enters the game for C. Bosh,,94,72
370,4,7:30.0,,T. Chandler makes 2-pt jump shot from 17 ft (assist by C. Parsons),94,74
371,4,7:02.0,Shooting foul by M. Ellis (drawn by U. Haslem),,94,74
372,4,7:02.0,U. Haslem makes free throw 1 of 2,,95,74
373,4,7:02.0,,B. Wright enters the game for T. Chandler,95,74
374,4,7:02.0,U. Haslem makes free throw 2 of 2,,96,74
375,4,6:41.0,,B. Wright makes 2-pt jump shot from 9 ft (assist by J. Nelson),96,76
376,4,6:16.0,S. Napier misses 3-pt jump shot from 25 ft,,96,76
377,4,6:15.0,,Defensive rebound by C. Parsons,96,76
378,4,6:06.0,,Turnover by C. Parsons (bad pass; steal by M. Chalmers),96,76
379,4,6:02.0,D. Wade makes 2-pt jump shot from 5 ft (assist by M. Chalmers),,98,76
380,4,5:46.0,,J. Crowder makes 3-pt jump shot from 25 ft (assist by J. Nelson),98,79
381,4,5:23.0,Turnover by D. Wade (bad pass; steal by C. Parsons),,98,79
382,4,5:15.0,,J. Nelson misses 3-pt jump shot from 26 ft,98,79
383,4,5:13.0,,Offensive rebound by M. Ellis,98,79
384,4,5:11.0,,B. Wright makes 2-pt layup from 2 ft (assist by M. Ellis),98,81
385,4,5:02.0,Miami full timeout,,98,81
