,QUARTER,TIME_REMAINING,BOSTON_ACTION,SACRAMENTO_ACTION,BOSTON_SCORE,SACRAMENTO_SCORE
40,1,6:05.0,T. Zeller misses 2-pt jump shot from 16 ft,,18,7
41,1,6:04.0,,Defensive rebound by R. McCallum,18,7
42,1,5:48.0,,R. Gay misses 2-pt jump shot from 12 ft,18,7
43,1,5:48.0,Defensive rebound by E. Turner,,18,7
44,1,5:36.0,T. Zeller makes 2-pt hook shot from 9 ft (assist by E. Turner),,20,7
45,1,5:11.0,,D. Cousins makes 2-pt layup from 2 ft (assist by B. McLemore),20,9
46,1,4:56.0,Turnover by E. Turner (bad pass; steal by D. Cousins),,20,9
47,1,4:51.0,,Turnover by D. Cousins (lost ball),20,9
48,1,4:51.0,,O. Casspi enters the game for R. Gay,20,9
49,1,4:51.0,J. Crowder enters the game for B. Bass,,20,9
50,1,4:51.0,,Technical foul by D. Cousins,20,9
51,1,4:51.0,A. Bradley makes technical free throw,,21,9
52,1,4:34.0,T. Zeller makes 2-pt jump shot from 5 ft (assist by E. Turner),,23,9
53,1,4:19.0,,D. Cousins makes 2-pt layup from 2 ft (assist by R. McCallum),23,11
54,1,4:01.0,T. Zeller makes 2-pt jump shot from 19 ft (assist by A. Bradley),,25,11
55,1,3:50.0,,Turnover by B. McLemore (offensive foul),25,11
56,1,3:50.0,Offensive charge foul by B. McLemore (drawn by T. Zeller),,25,11
57,1,3:50.0,,D. Williams enters the game for D. Cousins,25,11
58,1,3:38.0,A. Bradley makes 2-pt jump shot from 16 ft,,27,11
59,1,3:26.0,,B. McLemore makes 2-pt layup from 1 ft,27,13
60,1,3:26.0,,Shooting foul by A. Bradley (drawn by B. McLemore),27,13
61,1,3:26.0,G. Wallace enters the game for T. Zeller,,27,13
62,1,3:26.0,,B. McLemore makes free throw 1 of 1,27,14
63,1,3:09.0,A. Bradley misses 3-pt jump shot from 24 ft,,27,14
64,1,3:09.0,,Defensive rebound by Team,27,14
65,1,3:09.0,Loose ball foul by J. Crowder (drawn by J. Thompson),,27,14
66,1,3:07.0,J. Young enters the game for A. Bradley,,27,14
67,1,2:54.0,,R. McCallum makes 3-pt jump shot from 25 ft (assist by O. Casspi),27,17
68,1,2:52.0,Boston full timeout,,27,17
69,1,2:52.0,P. Pressey enters the game for M. Smart,,27,17
70,1,2:45.0,E. Turner misses 2-pt layup from 2 ft,,27,17
71,1,2:45.0,Offensive rebound by G. Wallace,,27,17
72,1,2:45.0,Shooting foul by J. Thompson (drawn by G. Wallace),,27,17
73,1,2:45.0,G. Wallace misses free throw 1 of 2,,27,17
74,1,2:45.0,Offensive rebound by Team,,27,17
75,1,2:45.0,G. Wallace misses free throw 2 of 2,,27,17
76,1,2:43.0,Offensive rebound by J. Young,,27,17
77,1,2:43.0,Personal foul by O. Casspi (drawn by J. Young),,27,17
78,1,2:36.0,Turnover by E. Turner (bad pass; steal by O. Casspi),,27,17
79,1,2:25.0,,R. McCallum makes 2-pt layup from 2 ft (assist by B. McLemore),27,19
80,1,2:04.0,J. Crowder misses 2-pt jump shot from 19 ft,,27,19
81,1,2:04.0,,Defensive rebound by J. Thompson,27,19
82,1,1:51.0,,J. Thompson makes 2-pt layup from 2 ft (assist by R. McCallum),27,21
83,1,1:25.0,P. Pressey misses 2-pt jump shot from 5 ft,,27,21
84,1,1:24.0,,Defensive rebound by R. McCallum,27,21
85,1,1:18.0,,D. Williams makes 2-pt layup from 2 ft (assist by O. Casspi),27,23
86,1,1:04.0,E. Turner misses 2-pt jump shot from 16 ft,,27,23
87,1,1:03.0,,Defensive rebound by O. Casspi,27,23
88,1,0:56.0,,B. McLemore makes 3-pt jump shot from 23 ft (assist by O. Casspi),27,26
89,1,0:41.0,P. Pressey misses 2-pt jump shot from 19 ft,,27,26
90,1,0:40.0,Offensive rebound by Team,,27,26
91,1,0:40.0,,Loose ball foul by J. Thompson (drawn by G. Wallace),27,26
92,1,0:40.0,B. Bass enters the game for E. Turner,,27,26
93,1,0:34.0,B. Bass misses 2-pt jump shot from 10 ft,,27,26
94,1,0:33.0,,Defensive rebound by D. Williams,27,26
95,1,0:26.0,,D. Williams misses 2-pt layup from 3 ft,27,26
96,1,0:25.0,Defensive rebound by Team,,27,26
97,1,0:05.0,P. Pressey misses 2-pt jump shot from 6 ft (block by J. Thompson),,27,26
98,1,0:04.0,,Defensive rebound by J. Thompson,27,26
99,1,0:01.0,,O. Casspi makes 2-pt dunk at rim (assist by J. Thompson),27,28
100,1,0:00.0,G. Wallace misses 3-pt jump shot from 35 ft,,27,28
101,1,0:00.0,Offensive rebound by Team,,27,28
102,2,11:42.0,,O. Casspi misses 2-pt jump shot from 5 ft (block by B. Bass),27,28
103,2,11:41.0,,Offensive rebound by O. Casspi,27,28
104,2,11:41.0,,Personal foul by J. Crowder (drawn by O. Casspi),27,28
105,2,11:35.0,,B. McLemore misses 2-pt jump shot from 6 ft,27,28
106,2,11:33.0,Defensive rebound by G. Wallace,,27,28
107,2,11:17.0,Shooting foul by B. McLemore (drawn by J. Young),,27,28
108,2,11:17.0,J. Young makes free throw 1 of 2,,28,28
109,2,11:17.0,,R. Gay enters the game for B. McLemore,28,28
110,2,11:17.0,J. Young misses free throw 2 of 2,,28,28
111,2,11:17.0,,Defensive rebound by D. Williams,28,28
112,2,11:02.0,,R. Gay makes 3-pt jump shot from 23 ft (assist by J. Thompson),28,31
113,2,10:45.0,P. Pressey makes 3-pt jump shot from 24 ft,,31,31
114,2,10:36.0,,A. Miller misses 2-pt jump shot from 8 ft,31,31
115,2,10:35.0,Defensive rebound by B. Bass,,31,31
116,2,10:24.0,P. Pressey misses 3-pt jump shot from 24 ft,,31,31
117,2,10:24.0,,Defensive rebound by O. Casspi,31,31
118,2,10:21.0,,D. Williams makes 2-pt dunk at rim (assist by O. Casspi),31,33
119,2,10:05.0,J. Crowder makes 2-pt jump shot from 8 ft (assist by B. Bass),,33,33
120,2,9:44.0,,D. Williams makes 3-pt jump shot from 25 ft (assist by R. Gay),33,36
121,2,9:27.0,J. Crowder misses 2-pt jump shot from 21 ft,,33,36
122,2,9:26.0,,Defensive rebound by A. Miller,33,36
123,2,9:22.0,,D. Williams makes 2-pt dunk at rim (assist by A. Miller),33,38
124,2,9:21.0,Boston full timeout,,33,38
125,2,9:21.0,A. Bradley enters the game for J. Crowder,,33,38
126,2,9:21.0,M. Smart enters the game for G. Wallace,,33,38
127,2,9:21.0,T. Zeller enters the game for P. Pressey,,33,38
128,2,9:21.0,,D. Cousins enters the game for J. Thompson,33,38
129,2,9:06.0,J. Young misses 3-pt jump shot from 23 ft,,33,38
130,2,9:02.0,Offensive rebound by T. Zeller,,33,38
131,2,9:02.0,T. Zeller misses 2-pt jump shot from 4 ft,,33,38
132,2,9:00.0,,Defensive rebound by O. Casspi,33,38
133,2,8:50.0,,Personal foul by J. Young (drawn by O. Casspi),33,38
134,2,8:36.0,,D. Williams misses 3-pt jump shot from 24 ft,33,38
135,2,8:35.0,,Offensive rebound by D. Cousins,33,38
136,2,8:33.0,,D. Cousins makes 2-pt layup from 2 ft,33,40
137,2,8:14.0,Shooting foul by D. Williams (drawn by A. Bradley),,33,40
138,2,8:14.0,A. Bradley misses free throw 1 of 2,,33,40
139,2,8:14.0,Offensive rebound by Team,,33,40
140,2,8:14.0,E. Turner enters the game for J. Young,,33,40
141,2,8:14.0,A. Bradley makes free throw 2 of 2,,34,40
142,2,7:54.0,,R. Gay misses 2-pt jump shot from 13 ft,34,40
143,2,7:54.0,,Offensive rebound by A. Miller,34,40
144,2,7:51.0,,Turnover by D. Cousins (3 sec),34,40
145,2,7:42.0,Shooting foul by D. Williams (drawn by M. Smart),,34,40
146,2,7:42.0,M. Smart misses free throw 1 of 3,,34,40
147,2,7:42.0,Offensive rebound by Team,,34,40
148,2,7:42.0,M. Smart makes free throw 2 of 3,,35,40
149,2,7:42.0,M. Smart makes free throw 3 of 3,,36,40
150,2,7:29.0,,Turnover by R. Gay (bad pass; steal by M. Smart),36,40
151,2,7:14.0,T. Zeller makes 2-pt jump shot from 3 ft (assist by E. Turner),,38,40
152,2,7:05.0,,Turnover by A. Miller (lost ball),38,40
153,2,7:05.0,,B. McLemore enters the game for D. Williams,38,40
154,2,6:53.0,Shooting foul by O. Casspi (drawn by T. Zeller),,38,40
155,2,6:53.0,T. Zeller makes free throw 1 of 2,,39,40
156,2,6:53.0,T. Zeller makes free throw 2 of 2,,40,40
157,2,6:40.0,,D. Cousins misses 2-pt jump shot from 4 ft,40,40
158,2,6:38.0,,Offensive rebound by R. Gay,40,40
159,2,6:35.0,,Shooting foul by T. Zeller (drawn by R. Gay),40,40
160,2,6:35.0,,R. Gay makes free throw 1 of 2,40,41
161,2,6:35.0,,R. Gay makes free throw 2 of 2,40,42
162,2,6:26.0,E. Turner misses 2-pt jump shot from 8 ft,,40,42
163,2,6:26.0,,Defensive rebound by D. Cousins,40,42
164,2,6:15.0,,O. Casspi misses 2-pt jump shot from 23 ft,40,42
165,2,6:15.0,,Offensive rebound by Team,40,42
166,2,6:15.0,Loose ball foul by T. Zeller (drawn by D. Cousins),,40,42
167,2,6:15.0,S. Randolph enters the game for T. Zeller,,40,42
168,2,6:05.0,,O. Casspi makes 3-pt jump shot from 24 ft (assist by D. Cousins),40,45
169,2,5:46.0,B. Bass misses 2-pt layup from 2 ft,,40,45
170,2,5:45.0,,Defensive rebound by D. Cousins,40,45
171,2,5:43.0,,Turnover by D. Cousins (bad pass; steal by M. Smart),40,45
172,2,5:37.0,M. Smart misses 3-pt jump shot from 24 ft,,40,45
173,2,5:36.0,,Defensive rebound by A. Miller,40,45
174,2,5:24.0,,R. Gay makes 3-pt jump shot from 24 ft (assist by D. Cousins),40,48
175,2,5:24.0,Boston full timeout,,40,48
176,2,5:24.0,Official timeout,,40,48
177,2,5:08.0,E. Turner misses 2-pt jump shot from 3 ft,,40,48
178,2,5:07.0,Offensive rebound by S. Randolph,,40,48
179,2,5:07.0,S. Randolph misses 2-pt tip-in from 4 ft,,40,48
180,2,5:06.0,Offensive rebound by S. Randolph,,40,48
181,2,5:06.0,S. Randolph misses 2-pt jump shot from 4 ft,,40,48
182,2,5:05.0,,Defensive rebound by D. Cousins,40,48
183,2,4:54.0,,D. Cousins makes 2-pt layup from 2 ft,40,50
184,2,4:31.0,A. Bradley misses 3-pt jump shot from 24 ft,,40,50
185,2,4:31.0,Offensive rebound by Team,,40,50
186,2,4:31.0,,Loose ball foul by D. Cousins (drawn by M. Smart),40,50
187,2,4:31.0,,J. Thompson enters the game for O. Casspi,40,50
188,2,4:31.0,M. Smart makes free throw 1 of 2,,41,50
189,2,4:31.0,M. Smart makes free throw 2 of 2,,42,50
190,2,4:18.0,,J. Thompson makes 2-pt jump shot from 21 ft (assist by A. Miller),42,52
191,2,3:56.0,M. Smart misses 2-pt jump shot from 19 ft,,42,52
192,2,3:56.0,,Defensive rebound by A. Miller,42,52
193,2,3:38.0,,Turnover by D. Cousins (bad pass; steal by B. Bass),42,52
194,2,3:18.0,A. Bradley makes 2-pt jump shot from 21 ft (assist by M. Smart),,44,52
195,2,3:01.0,,R. Gay misses 2-pt jump shot from 15 ft,44,52
196,2,3:01.0,Defensive rebound by S. Randolph,,44,52
197,2,2:49.0,S. Randolph makes 2-pt layup from 2 ft (assist by A. Bradley),,46,52
198,2,2:31.0,,Turnover by B. McLemore (lost ball; steal by A. Bradley),46,52
199,2,2:17.0,E. Turner misses 2-pt jump shot from 14 ft,,46,52
200,2,2:14.0,Offensive rebound by B. Bass,,46,52
201,2,2:07.0,M. Smart misses 3-pt jump shot from 25 ft,,46,52
202,2,2:06.0,Offensive rebound by M. Smart,,46,52
203,2,2:05.0,,Offensive charge foul by S. Randolph (drawn by D. Cousins),46,52
204,2,2:05.0,Turnover by S. Randolph (offensive foul),,46,52
205,2,2:05.0,,Sacramento full timeout,46,52
206,2,2:05.0,,R. McCallum enters the game for A. Miller,46,52
207,2,1:42.0,,R. McCallum misses 2-pt jump shot from 15 ft,46,52
208,2,1:42.0,,Offensive rebound by Team,46,52
209,2,1:29.0,,B. McLemore misses 3-pt jump shot from 25 ft,46,52
210,2,1:27.0,Defensive rebound by Team,,46,52
211,2,1:27.0,T. Zeller enters the game for S. Randolph,,46,52
212,2,1:14.0,A. Bradley makes 3-pt jump shot from 24 ft (assist by T. Zeller),,49,52
213,2,1:06.0,,Turnover by R. McCallum (lost ball),49,52
214,2,0:54.0,A. Bradley misses 2-pt jump shot from 19 ft,,49,52
215,2,0:53.0,,Defensive rebound by D. Cousins,49,52
216,2,0:44.0,,B. McLemore misses 2-pt jump shot from 10 ft,49,52
217,2,0:43.0,,Offensive rebound by R. Gay,49,52
218,2,0:42.0,,R. Gay makes 2-pt layup from 2 ft,49,54
219,2,0:29.0,B. Bass misses 2-pt jump shot from 5 ft,,49,54
220,2,0:28.0,,Defensive rebound by R. McCallum,49,54
221,2,0:19.0,,R. Gay makes 2-pt jump shot from 5 ft (assist by R. McCallum),49,56
222,2,0:05.0,A. Bradley makes 2-pt jump shot from 20 ft (assist by T. Zeller),,51,56
223,2,0:00.0,,R. McCallum misses 3-pt jump shot from 24 ft,51,56
224,2,0:00.0,,Offensive rebound by Team,51,56
225,3,11:42.0,,D. Cousins misses 2-pt jump shot from 6 ft (block by T. Zeller),51,56
226,3,11:42.0,,Offensive rebound by Team,51,56
227,3,11:36.0,,D. Cousins misses 2-pt jump shot from 17 ft,51,56
228,3,11:36.0,Defensive rebound by A. Bradley,,51,56
229,3,11:14.0,A. Bradley makes 2-pt jump shot from 21 ft,,53,56
230,3,11:00.0,,B. McLemore misses 3-pt jump shot from 23 ft,53,56
231,3,10:59.0,Defensive rebound by B. Bass,,53,56
232,3,10:52.0,Shooting foul by R. McCallum (drawn by M. Smart),,53,56
233,3,10:52.0,M. Smart misses free throw 1 of 2,,53,56
234,3,10:52.0,Offensive rebound by Team,,53,56
235,3,10:52.0,M. Smart misses free throw 2 of 2,,53,56
236,3,10:51.0,,Defensive rebound by J. Thompson,53,56
237,3,10:34.0,,R. Gay misses 3-pt jump shot from 24 ft,53,56
238,3,10:33.0,Defensive rebound by M. Smart,,53,56
239,3,10:27.0,E. Turner misses 2-pt jump shot from 8 ft (block by R. Gay),,53,56
240,3,10:25.0,,Defensive rebound by R. Gay,53,56
241,3,10:15.0,,R. Gay misses 2-pt jump shot from 12 ft,53,56
242,3,10:14.0,Defensive rebound by E. Turner,,53,56
243,3,10:04.0,T. Zeller misses 2-pt jump shot from 16 ft,,53,56
244,3,10:03.0,,Defensive rebound by J. Thompson,53,56
245,3,9:53.0,,Turnover by D. Cousins (bad pass; steal by A. Bradley),53,56
246,3,9:47.0,A. Bradley makes 2-pt jump shot from 18 ft,,55,56
247,3,9:35.0,,Personal foul by M. Smart (drawn by D. Cousins),55,56
248,3,9:26.0,,R. McCallum misses 2-pt dunk at rim,55,56
249,3,9:24.0,,Offensive rebound by J. Thompson,55,56
250,3,9:19.0,,B. McLemore misses 3-pt jump shot from 26 ft,55,56
251,3,9:18.0,,Offensive rebound by D. Cousins,55,56
252,3,9:18.0,,D. Cousins makes 2-pt tip-in at rim,55,58
253,3,8:56.0,A. Bradley misses 2-pt jump shot from 14 ft (block by R. Gay),,55,58
254,3,8:55.0,Offensive rebound by A. Bradley,,55,58
255,3,8:51.0,E. Turner misses 2-pt jump shot from 20 ft,,55,58
256,3,8:51.0,Offensive rebound by Team,,55,58
257,3,8:37.0,Personal foul by D. Cousins (drawn by T. Zeller),,55,58
258,3,8:28.0,A. Bradley misses 2-pt jump shot from 22 ft,,55,58
259,3,8:27.0,,Defensive rebound by J. Thompson,55,58
260,3,8:16.0,,Turnover by R. McCallum (bad pass; steal by A. Bradley),55,58
261,3,8:10.0,M. Smart makes 2-pt layup from 2 ft,,57,58
262,3,7:41.0,,D. Cousins makes 2-pt layup from 1 ft (assist by R. Gay),57,60
263,3,7:13.0,B. Bass misses 2-pt jump shot from 19 ft,,57,60
264,3,7:12.0,,Defensive rebound by D. Cousins,57,60
265,3,7:00.0,,D. Cousins makes 2-pt jump shot from 13 ft,57,62
266,3,7:00.0,,Shooting foul by T. Zeller (drawn by D. Cousins),57,62
267,3,7:00.0,,O. Casspi enters the game for J. Thompson,57,62
268,3,7:00.0,,D. Cousins makes free throw 1 of 1,57,63
269,3,6:50.0,A. Bradley makes 2-pt jump shot from 20 ft (assist by T. Zeller),,59,63
270,3,6:34.0,,Turnover by R. McCallum (lost ball; steal by M. Smart),59,63
271,3,6:30.0,M. Smart misses 2-pt layup from 2 ft,,59,63
272,3,6:28.0,,Defensive rebound by R. McCallum,59,63
273,3,6:22.0,,B. McLemore makes 3-pt jump shot from 23 ft (assist by R. Gay),59,66
274,3,6:03.0,T. Zeller misses 2-pt jump shot from 9 ft,,59,66
275,3,6:02.0,,Defensive rebound by D. Cousins,59,66
276,3,5:54.0,,O. Casspi misses 3-pt jump shot from 24 ft,59,66
277,3,5:51.0,Defensive rebound by M. Smart,,59,66
278,3,5:47.0,A. Bradley makes 2-pt layup from 1 ft (assist by E. Turner),,61,66
279,3,5:21.0,,R. Gay makes 2-pt hook shot from 7 ft,61,68
280,3,5:21.0,Boston full timeout,,61,68
281,3,5:21.0,,A. Miller enters the game for R. McCallum,61,68
282,3,5:21.0,J. Crowder enters the game for E. Turner,,61,68
283,3,5:07.0,A. Bradley makes 2-pt jump shot from 15 ft (assist by M. Smart),,63,68
284,3,5:07.0,Shooting foul by B. McLemore (drawn by A. Bradley),,63,68
285,3,5:07.0,A. Bradley makes free throw 1 of 1,,64,68
286,3,4:51.0,,R. Gay makes 2-pt jump shot from 14 ft,64,70
287,3,4:39.0,M. Smart misses 3-pt jump shot from 24 ft,,64,70
288,3,4:38.0,Offensive rebound by T. Zeller,,64,70
289,3,4:36.0,T. Zeller misses 2-pt layup from 2 ft,,64,70
290,3,4:33.0,Offensive rebound by B. Bass,,64,70
291,3,4:33.0,B. Bass makes 2-pt tip-in at rim,,66,70
292,3,4:21.0,,Turnover by B. McLemore (lost ball; steal by M. Smart),66,70
293,3,4:21.0,Personal foul by B. McLemore (drawn by M. Smart),,66,70
294,3,4:07.0,M. Smart misses 3-pt jump shot from 25 ft,,66,70
295,3,4:06.0,Offensive rebound by T. Zeller,,66,70
296,3,4:06.0,T. Zeller misses 2-pt layup from 1 ft,,66,70
297,3,4:03.0,,Defensive rebound by O. Casspi,66,70
298,3,3:54.0,,A. Miller misses 2-pt jump shot from 9 ft,66,70
299,3,3:53.0,Defensive rebound by M. Smart,,66,70
300,3,3:53.0,Personal foul by D. Cousins (drawn by M. Smart),,66,70
301,3,3:53.0,M. Smart misses free throw 1 of 2,,66,70
302,3,3:53.0,Offensive rebound by Team,,66,70
303,3,3:53.0,J. Young enters the game for B. Bass,,66,70
304,3,3:53.0,M. Smart misses free throw 2 of 2,,66,70
305,3,3:52.0,,Defensive rebound by D. Cousins,66,70
306,3,3:40.0,,A. Miller makes 2-pt layup from 2 ft,66,72
307,3,3:31.0,M. Smart misses 2-pt layup from 2 ft,,66,72
308,3,3:30.0,,Defensive rebound by D. Cousins,66,72
309,3,3:25.0,,D. Cousins makes 2-pt dunk at rim,66,74
310,3,3:08.0,J. Crowder misses 2-pt jump shot from 15 ft,,66,74
311,3,3:08.0,,Defensive rebound by D. Cousins,66,74
312,3,3:03.0,,Turnover by A. Miller (bad pass),66,74
313,3,3:03.0,,D. Williams enters the game for B. McLemore,66,74
314,3,2:53.0,M. Smart makes 3-pt jump shot from 24 ft,,69,74
315,3,2:41.0,,Turnover by D. Cousins (bad pass; steal by J. Young),69,74
316,3,2:37.0,J. Crowder makes 2-pt dunk at rim (assist by A. Bradley),,71,74
317,3,2:29.0,,Sacramento full timeout,71,74
318,3,2:29.0,,J. Thompson enters the game for D. Cousins,71,74
319,3,2:17.0,,R. Gay makes 2-pt dunk at rim (assist by A. Miller),71,76
320,3,1:58.0,J. Crowder misses 3-pt jump shot from 24 ft,,71,76
321,3,1:57.0,,Defensive rebound by D. Williams,71,76
322,3,1:39.0,,R. Gay makes 2-pt layup from 2 ft,71,78
323,3,1:24.0,Turnover by T. Zeller (traveling),,71,78
324,3,1:24.0,S. Randolph enters the game for T. Zeller,,71,78
325,3,1:24.0,B. Bass enters the game for A. Bradley,,71,78
326,3,1:07.0,,A. Miller makes 2-pt jump shot from 21 ft (assist by R. Gay),71,80
327,3,1:00.0,Shooting foul by J. Thompson (drawn by J. Young),,71,80
328,3,1:00.0,J. Young misses free throw 1 of 2,,71,80
329,3,1:00.0,Offensive rebound by Team,,71,80
330,3,1:00.0,J. Young makes free throw 2 of 2,,72,80
331,3,0:47.0,,R. Gay misses 2-pt jump shot from 17 ft,72,80
332,3,0:46.0,Defensive rebound by J. Crowder,,72,80
333,3,0:33.0,J. Young makes 2-pt jump shot from 4 ft,,74,80
334,3,0:33.0,Shooting foul by O. Casspi (drawn by J. Young),,74,80
335,3,0:33.0,J. Young misses free throw 1 of 1,,74,80
336,3,0:32.0,,Defensive rebound by D. Williams,74,80
337,3,0:11.0,,O. Casspi misses 3-pt jump shot from 23 ft,74,80
338,3,0:10.0,Defensive rebound by S. Randolph,,74,80
339,3,0:05.0,Turnover by J. Crowder (bad pass),,74,80
340,3,0:02.0,,Shooting foul by B. Bass (drawn by R. Gay),74,80
341,3,0:02.0,,R. Gay makes free throw 1 of 2,74,81
342,3,0:02.0,,R. Gay makes free throw 2 of 2,74,82
343,3,0:01.0,A. Bradley enters the game for S. Randolph,,74,82
344,3,0:00.0,M. Smart misses 3-pt jump shot from 26 ft,,74,82
345,3,0:00.0,Offensive rebound by Team,,74,82
346,4,11:47.0,B. Bass makes 2-pt jump shot from 17 ft (assist by A. Bradley),,76,82
347,4,11:29.0,,A. Miller makes 2-pt layup from 2 ft (assist by D. Williams),76,84
348,4,11:15.0,Shooting foul by J. Thompson (drawn by B. Bass),,76,84
349,4,11:15.0,B. Bass makes free throw 1 of 2,,77,84
350,4,11:15.0,B. Bass makes free throw 2 of 2,,78,84
351,4,11:05.0,,Shooting foul by J. Young (drawn by O. Casspi),78,84
352,4,11:05.0,,O. Casspi misses free throw 1 of 2,78,84
353,4,11:05.0,,Offensive rebound by Team,78,84
354,4,11:05.0,,O. Casspi makes free throw 2 of 2,78,85
355,4,10:48.0,J. Young misses 3-pt jump shot from 24 ft,,78,85
356,4,10:48.0,Offensive rebound by J. Crowder,,78,85
357,4,10:44.0,Turnover by J. Crowder (bad pass; steal by J. Thompson),,78,85
358,4,10:35.0,,D. Williams misses 3-pt jump shot from 24 ft,78,85
359,4,10:35.0,Defensive rebound by E. Turner,,78,85
360,4,10:25.0,Turnover by E. Turner (bad pass; steal by D. Williams),,78,85
361,4,10:20.0,,O. Casspi misses 2-pt layup from 1 ft,78,85
362,4,10:18.0,,Offensive rebound by D. Williams,78,85
363,4,10:18.0,,D. Williams misses 2-pt tip-in from 1 ft,78,85
364,4,10:17.0,Defensive rebound by B. Bass,,78,85
365,4,10:09.0,J. Crowder misses 2-pt layup from 1 ft,,78,85
366,4,10:07.0,Offensive rebound by B. Bass,,78,85
367,4,10:07.0,B. Bass makes 2-pt tip-in at rim,,80,85
368,4,9:51.0,,O. Casspi misses 2-pt jump shot from 3 ft,80,85
369,4,9:49.0,,Offensive rebound by J. Thompson,80,85
370,4,9:49.0,,J. Thompson misses 2-pt tip-in from 3 ft,80,85
371,4,9:48.0,,Offensive rebound by J. Thompson,80,85
372,4,9:47.0,,J. Thompson makes 2-pt tip-in at rim,80,87
373,4,9:35.0,E. Turner makes 2-pt dunk at rim,,82,87
374,4,9:21.0,,D. Williams makes 2-pt dunk at rim (assist by A. Miller),82,89
375,4,9:02.0,J. Crowder makes 2-pt jump shot from 22 ft (assist by E. Turner),,84,89
376,4,8:44.0,,B. McLemore misses 2-pt jump shot from 5 ft,84,89
377,4,8:44.0,Defensive rebound by B. Bass,,84,89
378,4,8:34.0,E. Turner makes 3-pt jump shot from 24 ft,,87,89
379,4,8:32.0,,Sacramento full timeout,87,89
380,4,8:32.0,,R. McCallum enters the game for J. Thompson,87,89
381,4,8:32.0,,D. Cousins enters the game for A. Miller,87,89
382,4,8:18.0,,Personal foul by A. Bradley (drawn by B. McLemore),87,89
383,4,8:06.0,,Turnover by D. Cousins (bad pass; steal by E. Turner),87,89
384,4,7:43.0,A. Bradley misses 2-pt jump shot from 19 ft,,87,89
385,4,7:43.0,Offensive rebound by J. Crowder,,87,89
386,4,7:22.0,B. Bass misses 2-pt jump shot from 15 ft,,87,89
387,4,7:21.0,,Defensive rebound by O. Casspi,87,89
388,4,7:17.0,,Personal foul by B. Bass (drawn by D. Williams),87,89
389,4,7:17.0,,R. Gay enters the game for D. Williams,87,89
