,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,MINNESOTA_ACTION,GOLDEN STATE_SCORE,MINNESOTA_SCORE
0,1,11:49.0,A. Bogut misses 2-pt jump shot from 9 ft,,0,0
1,1,11:48.0,,Defensive rebound by G. Dieng,0,0
2,1,11:31.0,,T. Young misses 2-pt jump shot from 3 ft (block by A. Bogut),0,0
3,1,11:29.0,,Offensive rebound by T. Young,0,0
4,1,11:24.0,,A. Wiggins misses 3-pt jump shot from 23 ft,0,0
5,1,11:23.0,Defensive rebound by A. Bogut,,0,0
6,1,11:18.0,Turnover by A. Bogut (traveling),,0,0
7,1,11:04.0,,Z. LaVine misses 2-pt layup at rim,0,0
8,1,11:03.0,Defensive rebound by A. Bogut,,0,0
9,1,10:49.0,K. Thompson makes 3-pt jump shot from 25 ft (assist by D. Green),,3,0
10,1,10:36.0,,Turnover by Z. LaVine (bad pass; steal by S. Curry),3,0
11,1,10:32.0,S. Curry makes 2-pt layup at rim,,5,0
12,1,10:14.0,,A. Wiggins misses 2-pt layup from 1 ft (block by A. Bogut),5,0
13,1,10:13.0,Defensive rebound by A. Bogut,,5,0
14,1,10:03.0,A. Bogut misses 2-pt layup at rim,,5,0
15,1,10:02.0,,Defensive rebound by G. Dieng,5,0
16,1,9:49.0,,T. Young misses 2-pt hook shot from 6 ft,5,0
17,1,9:48.0,Defensive rebound by A. Bogut,,5,0
18,1,9:44.0,S. Curry misses 3-pt jump shot from 25 ft,,5,0
19,1,9:42.0,,Defensive rebound by T. Young,5,0
20,1,9:32.0,,Shooting foul by H. Barnes (drawn by A. Wiggins),5,0
21,1,9:32.0,,A. Wiggins makes free throw 1 of 2,5,1
22,1,9:32.0,F. Ezeli enters the game for A. Bogut,,5,1
23,1,9:32.0,,A. Wiggins misses free throw 2 of 2,5,1
24,1,9:31.0,Defensive rebound by H. Barnes,,5,1
25,1,9:14.0,F. Ezeli makes 2-pt dunk at rim (assist by K. Thompson),,7,1
26,1,8:58.0,,T. Young makes 2-pt jump shot from 17 ft (assist by Z. LaVine),7,3
27,1,8:48.0,K. Thompson misses 2-pt jump shot from 11 ft,,7,3
28,1,8:47.0,,Defensive rebound by G. Dieng,7,3
29,1,8:41.0,,Z. LaVine misses 2-pt jump shot from 20 ft,7,3
30,1,8:39.0,,Offensive rebound by Team,7,3
31,1,8:34.0,,T. Young misses 2-pt jump shot from 18 ft,7,3
32,1,8:33.0,Defensive rebound by F. Ezeli,,7,3
33,1,8:25.0,K. Thompson misses 3-pt jump shot from 24 ft,,7,3
34,1,8:24.0,,Defensive rebound by Team,7,3
35,1,8:11.0,,A. Wiggins misses 2-pt jump shot from 9 ft,7,3
36,1,8:10.0,Defensive rebound by F. Ezeli,,7,3
37,1,8:04.0,H. Barnes misses 2-pt jump shot from 20 ft,,7,3
38,1,8:02.0,,Defensive rebound by G. Dieng,7,3
39,1,7:53.0,,Turnover by A. Wiggins (bad pass),7,3
40,1,7:31.0,S. Curry misses 2-pt jump shot from 18 ft,,7,3
