,QUARTER,TIME_REMAINING,ORLANDO_ACTION,TORONTO_ACTION,ORLANDO_SCORE,TORONTO_SCORE
0,1,11:42.0,,J. Valančiūnas makes 2-pt jump shot from 16 ft,0,2
1,1,11:19.0,T. Harris makes 2-pt jump shot from 20 ft,,2,2
2,1,11:03.0,,Turnover by J. Valančiūnas (lost ball),2,2
3,1,10:52.0,V. Oladipo makes 2-pt layup from 3 ft,,4,2
4,1,10:35.0,,T. Ross misses 2-pt jump shot from 14 ft,4,2
5,1,10:34.0,Defensive rebound by C. Frye,,4,2
6,1,10:24.0,T. Harris makes 2-pt jump shot from 12 ft,,6,2
7,1,9:58.0,,T. Ross makes 3-pt jump shot from 25 ft,6,5
8,1,9:38.0,N. Vučević misses 2-pt layup from 3 ft,,6,5
9,1,9:37.0,,Defensive rebound by J. Valančiūnas,6,5
10,1,9:30.0,,Turnover by K. Lowry (bad pass; steal by E. Fournier),6,5
11,1,9:26.0,T. Harris makes 2-pt dunk at rim (assist by E. Fournier),,8,5
12,1,9:05.0,,Shooting foul by T. Harris (drawn by L. Fields),8,5
13,1,9:05.0,,L. Fields makes free throw 1 of 2,8,6
14,1,9:05.0,,L. Fields misses free throw 2 of 2,8,6
15,1,9:04.0,Defensive rebound by C. Frye,,8,6
16,1,8:49.0,N. Vučević makes 2-pt jump shot from 14 ft (assist by T. Harris),,10,6
17,1,8:32.0,,L. Fields misses 2-pt jump shot from 7 ft,10,6
18,1,8:30.0,,Offensive rebound by A. Johnson,10,6
19,1,8:28.0,,A. Johnson makes 2-pt hook shot from 4 ft,10,8
20,1,8:17.0,Turnover by T. Harris (bad pass; steal by K. Lowry),,10,8
21,1,8:12.0,,L. Fields makes 2-pt layup from 1 ft (assist by K. Lowry),10,10
22,1,7:58.0,C. Frye misses 2-pt jump shot from 17 ft,,10,10
23,1,7:57.0,,Defensive rebound by T. Ross,10,10
24,1,7:47.0,,A. Johnson misses 2-pt layup from 1 ft (block by C. Frye),10,10
25,1,7:44.0,Defensive rebound by V. Oladipo,,10,10
26,1,7:41.0,T. Harris misses 3-pt jump shot from 25 ft,,10,10
27,1,7:40.0,Offensive rebound by E. Fournier,,10,10
28,1,7:35.0,C. Frye misses 3-pt jump shot from 26 ft,,10,10
29,1,7:34.0,,Defensive rebound by T. Ross,10,10
30,1,7:24.0,,K. Lowry misses 2-pt jump shot from 16 ft,10,10
31,1,7:24.0,Defensive rebound by Team,,10,10
32,1,7:24.0,,Loose ball foul by J. Valančiūnas (drawn by C. Frye),10,10
33,1,7:10.0,E. Fournier misses 2-pt hook shot from 6 ft,,10,10
34,1,7:08.0,,Defensive rebound by J. Valančiūnas,10,10
35,1,6:56.0,,A. Johnson misses 2-pt jump shot from 18 ft,10,10
36,1,6:56.0,Defensive rebound by Team,,10,10
37,1,6:40.0,N. Vučević makes 2-pt jump shot from 16 ft (assist by E. Fournier),,12,10
38,1,6:20.0,,K. Lowry misses 2-pt jump shot from 17 ft,12,10
39,1,6:19.0,Defensive rebound by C. Frye,,12,10
40,1,6:05.0,T. Harris misses 2-pt jump shot from 9 ft,,12,10
41,1,6:04.0,,Defensive rebound by T. Ross,12,10
42,1,5:49.0,,J. Valančiūnas makes 2-pt dunk at rim (assist by K. Lowry),12,12
43,1,5:33.0,V. Oladipo misses 2-pt jump shot from 14 ft,,12,12
44,1,5:31.0,,Defensive rebound by J. Valančiūnas,12,12
45,1,5:14.0,,T. Ross makes 3-pt jump shot from 24 ft (assist by K. Lowry),12,15
46,1,4:54.0,N. Vučević misses 2-pt hook shot from 5 ft (block by J. Valančiūnas),,12,15
47,1,4:52.0,,Defensive rebound by L. Fields,12,15
48,1,4:47.0,,A. Johnson makes 2-pt hook shot from 2 ft (assist by L. Fields),12,17
49,1,4:42.0,Orlando full timeout,,12,17
50,1,4:42.0,,J. Johnson enters the game for T. Ross,12,17
51,1,4:42.0,,P. Patterson enters the game for A. Johnson,12,17
52,1,4:42.0,,L. Williams enters the game for L. Fields,12,17
53,1,4:42.0,B. Gordon enters the game for C. Frye,,12,17
54,1,4:35.0,Turnover by E. Fournier (offensive foul),,12,17
55,1,4:35.0,Offensive foul by E. Fournier (drawn by L. Williams),,12,17
56,1,4:26.0,,J. Johnson makes 2-pt layup at rim (assist by P. Patterson),12,19
57,1,4:14.0,Shooting foul by K. Lowry (drawn by E. Fournier),,12,19
58,1,4:14.0,E. Fournier makes free throw 1 of 2,,13,19
59,1,4:14.0,E. Fournier makes free throw 2 of 2,,14,19
60,1,4:02.0,,K. Lowry makes 3-pt jump shot from 26 ft (assist by P. Patterson),14,22
61,1,3:47.0,B. Gordon misses 3-pt jump shot from 25 ft,,14,22
62,1,3:46.0,,Defensive rebound by K. Lowry,14,22
63,1,3:38.0,,K. Lowry makes 2-pt jump shot from 19 ft,14,24
64,1,3:22.0,V. Oladipo misses 2-pt jump shot from 7 ft,,14,24
65,1,3:21.0,Offensive rebound by V. Oladipo,,14,24
66,1,3:19.0,V. Oladipo makes 2-pt tip-in from 1 ft,,16,24
67,1,3:04.0,,L. Williams misses 2-pt jump shot from 7 ft,16,24
68,1,3:03.0,,Offensive rebound by L. Williams,16,24
69,1,3:01.0,,L. Williams misses 2-pt tip-in from 1 ft,16,24
70,1,3:00.0,,Offensive rebound by J. Valančiūnas,16,24
71,1,2:58.0,,J. Valančiūnas misses 2-pt layup from 1 ft (block by N. Vučević),16,24
72,1,2:56.0,Defensive rebound by N. Vučević,,16,24
73,1,2:48.0,N. Vučević makes 2-pt dunk at rim (assist by V. Oladipo),,18,24
74,1,2:35.0,,Toronto full timeout,18,24
75,1,2:35.0,,G. Vásquez enters the game for J. Valančiūnas,18,24
76,1,2:35.0,,T. Hansbrough enters the game for K. Lowry,18,24
77,1,2:35.0,C. Frye enters the game for T. Harris,,18,24
78,1,2:35.0,E. Payton enters the game for N. Vučević,,18,24
79,1,2:35.0,M. Harkless enters the game for E. Fournier,,18,24
80,1,2:35.0,K. O'Quinn enters the game for V. Oladipo,,18,24
81,1,2:15.0,,Turnover by Team (shot clock),18,24
82,1,2:03.0,Turnover by B. Gordon (bad pass; steal by P. Patterson),,18,24
83,1,1:58.0,,L. Williams misses 2-pt layup from 3 ft (block by M. Harkless),18,24
84,1,1:56.0,Defensive rebound by E. Payton,,18,24
85,1,1:43.0,E. Payton makes 2-pt layup from 4 ft,,20,24
86,1,1:14.0,,L. Williams makes 2-pt jump shot from 15 ft (assist by P. Patterson),20,26
87,1,1:00.0,B. Gordon makes 3-pt jump shot from 25 ft,,23,26
88,1,0:41.0,,T. Hansbrough makes 2-pt layup from 3 ft (assist by G. Vásquez),23,28
89,1,0:36.0,E. Payton makes 2-pt dunk at rim,,25,28
90,1,0:22.0,,G. Vásquez misses 3-pt jump shot from 25 ft,25,28
91,1,0:20.0,Defensive rebound by M. Harkless,,25,28
92,1,0:05.0,Personal foul by G. Vásquez (drawn by E. Payton),,25,28
93,1,0:00.0,C. Frye misses 3-pt jump shot from 24 ft,,25,28
94,1,0:00.0,Offensive rebound by Team,,25,28
95,2,11:43.0,,Violation by G. Vásquez (kicked ball),25,28
96,2,11:31.0,B. Gordon makes 2-pt layup from 4 ft,,27,28
97,2,11:17.0,,J. Johnson makes 2-pt dunk at rim (assist by G. Vásquez),27,30
98,2,10:53.0,K. O'Quinn makes 2-pt jump shot from 4 ft,,29,30
99,2,10:38.0,,L. Williams makes 3-pt jump shot from 26 ft (assist by G. Vásquez),29,33
100,2,10:28.0,Turnover by E. Payton (bad pass; steal by J. Johnson),,29,33
