,QUARTER,TIME_REMAINING,NEW YORK_ACTION,DALLAS_ACTION,NEW YORK_SCORE,DALLAS_SCORE
35,1,7:44.0,,D. Nowitzki makes 2-pt jump shot from 14 ft (assist by T. Chandler),11,6
36,1,7:32.0,J. Smith misses 3-pt jump shot from 24 ft,,11,6
37,1,7:31.0,Offensive rebound by Team,,11,6
38,1,7:24.0,Shooting foul by T. Chandler (drawn by S. Dalembert),,11,6
39,1,7:24.0,,Dallas full timeout,11,6
40,1,7:24.0,S. Dalembert makes free throw 1 of 2,,12,6
41,1,7:24.0,S. Dalembert makes free throw 2 of 2,,13,6
42,1,7:11.0,,M. Ellis misses 2-pt layup from 2 ft,13,6
43,1,7:09.0,Defensive rebound by S. Dalembert,,13,6
44,1,6:54.0,Q. Acy makes 2-pt jump shot from 16 ft (assist by J. Smith),,15,6
45,1,6:43.0,,Shooting foul by S. Dalembert (drawn by T. Chandler),15,6
46,1,6:43.0,,T. Chandler makes free throw 1 of 2,15,7
47,1,6:43.0,,T. Chandler makes free throw 2 of 2,15,8
48,1,6:23.0,Turnover by J. Smith (lost ball),,15,8
49,1,6:15.0,,D. Harris makes 2-pt jump shot from 5 ft,15,10
50,1,5:59.0,J. Smith misses 2-pt layup from 1 ft,,15,10
51,1,5:57.0,,Defensive rebound by T. Chandler,15,10
52,1,5:56.0,,Turnover by T. Chandler (bad pass),15,10
53,1,5:40.0,S. Dalembert makes 2-pt dunk at rim (assist by I. Shumpert),,17,10
54,1,5:19.0,,D. Harris misses 3-pt jump shot from 24 ft,17,10
55,1,5:18.0,Defensive rebound by Q. Acy,,17,10
56,1,5:05.0,J. Calderón misses 2-pt jump shot from 16 ft,,17,10
57,1,5:04.0,Offensive rebound by J. Calderón,,17,10
58,1,5:00.0,J. Calderón makes 3-pt jump shot from 23 ft,,20,10
59,1,4:44.0,,C. Parsons makes 3-pt jump shot from 22 ft (assist by D. Harris),20,13
60,1,4:27.0,J. Calderón misses 3-pt jump shot from 24 ft,,20,13
61,1,4:26.0,,Defensive rebound by T. Chandler,20,13
62,1,4:26.0,Loose ball foul by S. Dalembert (drawn by T. Chandler),,20,13
63,1,4:26.0,A. Stoudemire enters the game for S. Dalembert,,20,13
64,1,4:26.0,,B. Wright enters the game for D. Nowitzki,20,13
65,1,4:13.0,,M. Ellis misses 2-pt layup from 1 ft,20,13
66,1,4:11.0,,Offensive rebound by T. Chandler,20,13
67,1,4:11.0,,T. Chandler misses 2-pt tip-in at rim,20,13
68,1,4:09.0,,Offensive rebound by T. Chandler,20,13
69,1,4:09.0,,T. Chandler misses 2-pt tip-in at rim,20,13
70,1,4:09.0,,Offensive rebound by T. Chandler,20,13
71,1,4:06.0,,C. Parsons misses 3-pt jump shot from 24 ft,20,13
72,1,4:05.0,,Offensive rebound by B. Wright,20,13
73,1,3:58.0,,Turnover by M. Ellis (bad pass; steal by I. Shumpert),20,13
74,1,3:52.0,I. Shumpert misses 2-pt jump shot from 14 ft,,20,13
75,1,3:50.0,,Defensive rebound by C. Parsons,20,13
76,1,3:40.0,,T. Chandler makes 2-pt layup at rim (assist by M. Ellis),20,15
77,1,3:33.0,New York full timeout,,20,15
78,1,3:33.0,,J. Barea enters the game for T. Chandler,20,15
79,1,3:33.0,,A. Aminu enters the game for D. Harris,20,15
80,1,3:33.0,J. Smith enters the game for Q. Acy,,20,15
81,1,3:10.0,J. Smith misses 3-pt jump shot from 50 ft,,20,15
82,1,3:07.0,Offensive rebound by J. Smith,,20,15
83,1,3:05.0,Turnover by J. Smith (bad pass; steal by B. Wright),,20,15
84,1,3:01.0,,A. Aminu makes 2-pt layup from 2 ft (assist by M. Ellis),20,17
85,1,2:53.0,J. Smith misses 2-pt layup from 1 ft,,20,17
86,1,2:52.0,Offensive rebound by J. Smith,,20,17
87,1,2:50.0,J. Smith misses 2-pt layup at rim (block by B. Wright),,20,17
88,1,2:50.0,,Defensive rebound by B. Wright,20,17
89,1,2:26.0,,A. Aminu misses 3-pt jump shot from 25 ft,20,17
90,1,2:25.0,Defensive rebound by J. Calderón,,20,17
91,1,2:18.0,J. Smith misses 3-pt jump shot from 25 ft,,20,17
92,1,2:16.0,,Defensive rebound by B. Wright,20,17
93,1,2:04.0,,Turnover by A. Aminu (bad pass; steal by I. Shumpert),20,17
94,1,1:44.0,A. Stoudemire makes 2-pt hook shot from 4 ft (assist by J. Smith),,22,17
95,1,1:44.0,Shooting foul by B. Wright (drawn by A. Stoudemire),,22,17
96,1,1:44.0,S. Larkin enters the game for J. Calderón,,22,17
97,1,1:44.0,P. Prigioni enters the game for I. Shumpert,,22,17
98,1,1:44.0,A. Stoudemire makes free throw 1 of 1,,23,17
99,1,1:30.0,,Personal foul by S. Larkin (drawn by J. Barea),23,17
100,1,1:30.0,T. Hardaway enters the game for J. Smith,,23,17
101,1,1:18.0,,C. Parsons misses 3-pt jump shot from 25 ft,23,17
102,1,1:17.0,Defensive rebound by T. Hardaway,,23,17
103,1,1:03.0,Turnover by A. Stoudemire (bad pass),,23,17
104,1,1:03.0,,J. Crowder enters the game for M. Ellis,23,17
105,1,1:03.0,,D. Nowitzki enters the game for C. Parsons,23,17
106,1,0:52.0,,J. Barea misses 3-pt jump shot from 24 ft,23,17
107,1,0:51.0,Defensive rebound by J. Smith,,23,17
108,1,0:39.0,Shooting foul by B. Wright (drawn by A. Stoudemire),,23,17
109,1,0:39.0,A. Stoudemire misses free throw 1 of 2,,23,17
110,1,0:39.0,Offensive rebound by Team,,23,17
111,1,0:39.0,,T. Chandler enters the game for B. Wright,23,17
112,1,0:39.0,A. Stoudemire makes free throw 2 of 2,,24,17
113,1,0:33.0,Violation by Team (jump ball),,24,17
114,1,0:22.0,,D. Nowitzki makes 2-pt jump shot from 7 ft,24,19
115,1,0:02.0,P. Prigioni misses 2-pt jump shot from 14 ft,,24,19
116,1,0:01.0,Offensive rebound by A. Stoudemire,,24,19
117,1,0:00.0,A. Stoudemire misses 2-pt layup from 1 ft,,24,19
118,1,0:00.0,,Defensive rebound by A. Aminu,24,19
119,2,11:45.0,,D. Nowitzki misses 2-pt jump shot from 14 ft,24,19
120,2,11:44.0,Defensive rebound by P. Prigioni,,24,19
121,2,11:32.0,Turnover by A. Stoudemire (bad pass),,24,19
122,2,11:15.0,,J. Barea makes 2-pt jump shot from 6 ft,24,21
123,2,11:01.0,J. Smith misses 2-pt jump shot from 19 ft,,24,21
124,2,11:00.0,Offensive rebound by A. Stoudemire,,24,21
125,2,10:56.0,,B. Wright enters the game for T. Chandler,24,21
126,2,10:49.0,S. Larkin makes 3-pt jump shot from 24 ft (assist by P. Prigioni),,27,21
127,2,10:28.0,,B. Wright misses 2-pt jump shot from 5 ft,27,21
128,2,10:25.0,,Offensive rebound by B. Wright,27,21
129,2,10:25.0,,B. Wright makes 2-pt tip-in from 1 ft,27,23
130,2,10:03.0,S. Larkin misses 2-pt jump shot from 20 ft,,27,23
131,2,10:01.0,Offensive rebound by A. Stoudemire,,27,23
132,2,10:01.0,A. Stoudemire makes 2-pt tip-in from 1 ft,,29,23
133,2,9:50.0,,Turnover by B. Wright (lost ball; steal by S. Larkin),29,23
134,2,9:44.0,Personal foul by D. Nowitzki (drawn by J. Smith),,29,23
135,2,9:44.0,,D. Harris enters the game for J. Crowder,29,23
136,2,9:34.0,Turnover by A. Stoudemire (traveling),,29,23
137,2,9:23.0,,Personal foul by J. Smith (drawn by D. Nowitzki),29,23
138,2,9:23.0,I. Shumpert enters the game for T. Hardaway,,29,23
139,2,9:12.0,,J. Barea makes 3-pt jump shot from 22 ft (assist by D. Harris),29,26
140,2,8:55.0,I. Shumpert misses 2-pt jump shot from 7 ft,,29,26
141,2,8:53.0,Offensive rebound by A. Stoudemire,,29,26
142,2,8:52.0,Turnover by A. Stoudemire (lost ball; steal by B. Wright),,29,26
143,2,8:45.0,,D. Nowitzki makes 2-pt layup from 1 ft (assist by J. Barea),29,28
144,2,8:33.0,J. Smith makes 2-pt jump shot from 11 ft,,31,28
145,2,8:25.0,,A. Aminu makes 2-pt dunk at rim (assist by J. Barea),31,30
146,2,8:14.0,Personal foul by D. Nowitzki (drawn by J. Smith),,31,30
147,2,8:14.0,Official timeout,,31,30
148,2,8:14.0,,T. Chandler enters the game for D. Nowitzki,31,30
149,2,8:14.0,,M. Ellis enters the game for A. Aminu,31,30
150,2,8:14.0,,C. Parsons enters the game for J. Barea,31,30
151,2,7:58.0,A. Stoudemire misses 2-pt jump shot from 12 ft,,31,30
152,2,7:57.0,,Defensive rebound by M. Ellis,31,30
153,2,7:34.0,,C. Parsons misses 2-pt jump shot from 16 ft,31,30
154,2,7:33.0,,Offensive rebound by T. Chandler,31,30
155,2,7:30.0,,D. Harris misses 3-pt jump shot from 25 ft,31,30
156,2,7:28.0,,Offensive rebound by B. Wright,31,30
157,2,7:28.0,,B. Wright makes 2-pt layup at rim,31,32
158,2,7:16.0,J. Smith makes 2-pt jump shot from 8 ft,,33,32
159,2,7:04.0,,Personal foul by S. Larkin (drawn by D. Harris),33,32
160,2,7:04.0,Q. Acy enters the game for J. Smith,,33,32
161,2,7:04.0,J. Calderón enters the game for S. Larkin,,33,32
162,2,7:04.0,J. Smith enters the game for P. Prigioni,,33,32
163,2,6:49.0,,M. Ellis misses 3-pt jump shot from 24 ft,33,32
164,2,6:49.0,,Offensive rebound by Team,33,32
165,2,6:49.0,,Turnover by Team (shot clock),33,32
166,2,6:36.0,Offensive foul by J. Smith (drawn by D. Harris),,33,32
167,2,6:36.0,Turnover by J. Smith (offensive foul),,33,32
168,2,6:17.0,,B. Wright misses 2-pt layup from 2 ft,33,32
169,2,6:16.0,Defensive rebound by J. Calderón,,33,32
170,2,6:10.0,Personal foul by M. Ellis (drawn by I. Shumpert),,33,32
171,2,5:58.0,Q. Acy misses 2-pt jump shot from 16 ft,,33,32
172,2,5:57.0,,Defensive rebound by T. Chandler,33,32
173,2,5:48.0,,M. Ellis misses 2-pt jump shot from 19 ft,33,32
174,2,5:47.0,Defensive rebound by A. Stoudemire,,33,32
175,2,5:36.0,Turnover by A. Stoudemire (traveling),,33,32
176,2,5:36.0,,Dallas full timeout,33,32
177,2,5:36.0,S. Dalembert enters the game for A. Stoudemire,,33,32
178,2,5:24.0,,D. Harris makes 3-pt jump shot from 22 ft (assist by M. Ellis),33,35
179,2,4:58.0,S. Dalembert makes 2-pt layup from 2 ft (assist by J. Calderón),,35,35
180,2,4:38.0,,C. Parsons makes 2-pt layup at rim,35,37
181,2,4:24.0,Q. Acy makes 2-pt jump shot from 7 ft,,37,37
182,2,3:59.0,,B. Wright misses 2-pt layup from 1 ft,37,37
183,2,3:56.0,Defensive rebound by I. Shumpert,,37,37
184,2,3:52.0,J. Smith misses 3-pt jump shot from 24 ft,,37,37
185,2,3:50.0,,Defensive rebound by T. Chandler,37,37
186,2,3:38.0,,Shooting foul by J. Calderón (drawn by D. Harris),37,37
187,2,3:38.0,,D. Harris misses free throw 1 of 2,37,37
188,2,3:38.0,,Offensive rebound by Team,37,37
189,2,3:38.0,,D. Nowitzki enters the game for B. Wright,37,37
190,2,3:38.0,,D. Harris makes free throw 2 of 2,37,38
191,2,3:21.0,Turnover by J. Smith (bad pass; steal by D. Nowitzki),,37,38
192,2,3:07.0,,Turnover by D. Harris (bad pass; steal by J. Smith),37,38
193,2,2:57.0,J. Calderón makes 3-pt jump shot from 26 ft (assist by J. Smith),,40,38
194,2,2:54.0,,Dallas full timeout,40,38
195,2,2:54.0,New York full timeout,,40,38
196,2,2:54.0,,J. Barea enters the game for D. Harris,40,38
197,2,2:54.0,A. Stoudemire enters the game for S. Dalembert,,40,38
198,2,2:41.0,,Turnover by M. Ellis (bad pass),40,38
199,2,2:23.0,Shooting foul by M. Ellis (drawn by J. Smith),,40,38
200,2,2:23.0,J. Smith misses free throw 1 of 2,,40,38
201,2,2:23.0,Offensive rebound by Team,,40,38
202,2,2:23.0,J. Smith misses free throw 2 of 2,,40,38
203,2,2:22.0,,Defensive rebound by C. Parsons,40,38
204,2,2:05.0,,J. Barea makes 2-pt layup from 2 ft,40,40
205,2,1:42.0,J. Smith misses 2-pt jump shot from 10 ft,,40,40
206,2,1:40.0,,Defensive rebound by D. Nowitzki,40,40
207,2,1:31.0,,T. Chandler makes 2-pt layup at rim (assist by D. Nowitzki),40,42
208,2,1:07.0,A. Stoudemire misses 2-pt jump shot from 7 ft (block by T. Chandler),,40,42
209,2,1:05.0,,Defensive rebound by M. Ellis,40,42
210,2,1:02.0,,T. Chandler makes 2-pt dunk at rim (assist by M. Ellis),40,44
211,2,1:00.0,New York full timeout,,40,44
212,2,1:00.0,T. Hardaway enters the game for J. Smith,,40,44
213,2,0:44.0,I. Shumpert makes 2-pt jump shot from 15 ft,,42,44
214,2,0:34.0,,J. Barea misses 2-pt jump shot from 11 ft,42,44
215,2,0:33.0,,Offensive rebound by J. Barea,42,44
216,2,0:14.0,,Shooting foul by J. Calderón (drawn by J. Barea),42,44
217,2,0:14.0,,J. Barea makes free throw 1 of 2,42,45
218,2,0:14.0,,A. Aminu enters the game for D. Nowitzki,42,45
219,2,0:14.0,J. Smith enters the game for Q. Acy,,42,45
220,2,0:14.0,,J. Barea makes free throw 2 of 2,42,46
221,2,0:00.0,I. Shumpert misses 3-pt jump shot from 22 ft,,42,46
222,2,0:00.0,,Defensive rebound by C. Parsons,42,46
223,3,11:46.0,,D. Nowitzki misses 3-pt jump shot from 24 ft,42,46
224,3,11:45.0,,Offensive rebound by T. Chandler,42,46
225,3,11:33.0,,D. Harris misses 2-pt layup from 2 ft,42,46
226,3,11:31.0,,Offensive rebound by T. Chandler,42,46
227,3,11:30.0,,Turnover by T. Chandler (lost ball; steal by S. Dalembert),42,46
228,3,11:22.0,I. Shumpert misses 2-pt jump shot from 20 ft,,42,46
229,3,11:21.0,,Defensive rebound by D. Nowitzki,42,46
230,3,11:16.0,,Shooting foul by I. Shumpert (drawn by C. Parsons),42,46
231,3,11:16.0,,C. Parsons misses free throw 1 of 2,42,46
232,3,11:16.0,,Offensive rebound by Team,42,46
233,3,11:16.0,,C. Parsons misses free throw 2 of 2,42,46
234,3,11:13.0,Defensive rebound by S. Dalembert,,42,46
235,3,10:56.0,J. Smith makes 2-pt jump shot from 20 ft,,44,46
236,3,10:36.0,,D. Nowitzki misses 2-pt jump shot from 16 ft,44,46
237,3,10:34.0,Defensive rebound by Q. Acy,,44,46
238,3,10:31.0,Shooting foul by M. Ellis (drawn by Q. Acy),,44,46
239,3,10:31.0,Q. Acy misses free throw 1 of 2,,44,46
240,3,10:31.0,Offensive rebound by Team,,44,46
241,3,10:31.0,Q. Acy makes free throw 2 of 2,,45,46
242,3,10:18.0,,D. Nowitzki makes 2-pt jump shot from 19 ft (assist by M. Ellis),45,48
243,3,10:18.0,,Away from play foul by S. Dalembert (drawn by T. Chandler),45,48
244,3,10:18.0,,T. Chandler makes free throw 1 of 1,45,49
245,3,10:10.0,Turnover by Q. Acy (lost ball; steal by D. Harris),,45,49
246,3,9:59.0,,D. Harris misses 3-pt jump shot from 25 ft,45,49
247,3,9:58.0,Defensive rebound by J. Calderón,,45,49
248,3,9:43.0,Q. Acy misses 2-pt layup from 2 ft,,45,49
249,3,9:43.0,Offensive rebound by S. Dalembert,,45,49
250,3,9:43.0,Shooting foul by T. Chandler (drawn by S. Dalembert),,45,49
251,3,9:43.0,S. Dalembert misses free throw 1 of 2,,45,49
252,3,9:43.0,Offensive rebound by Team,,45,49
253,3,9:43.0,S. Dalembert makes free throw 2 of 2,,46,49
254,3,9:27.0,,M. Ellis misses 3-pt jump shot from 24 ft,46,49
255,3,9:26.0,Defensive rebound by S. Dalembert,,46,49
256,3,9:17.0,S. Dalembert makes 2-pt layup from 2 ft (assist by J. Smith),,48,49
257,3,8:54.0,,C. Parsons misses 3-pt jump shot from 22 ft,48,49
258,3,8:53.0,Defensive rebound by S. Dalembert,,48,49
259,3,8:45.0,Q. Acy makes 2-pt jump shot from 20 ft (assist by I. Shumpert),,50,49
260,3,8:27.0,,C. Parsons makes 2-pt layup from 2 ft,50,51
261,3,8:27.0,,Shooting foul by S. Dalembert (drawn by C. Parsons),50,51
262,3,8:27.0,A. Stoudemire enters the game for S. Dalembert,,50,51
263,3,8:27.0,,C. Parsons misses free throw 1 of 1,50,51
264,3,8:25.0,Defensive rebound by Q. Acy,,50,51
265,3,8:12.0,I. Shumpert makes 2-pt layup from 2 ft,,52,51
266,3,8:12.0,Shooting foul by M. Ellis (drawn by I. Shumpert),,52,51
267,3,8:12.0,,J. Crowder enters the game for M. Ellis,52,51
268,3,8:12.0,I. Shumpert makes free throw 1 of 1,,53,51
269,3,8:07.0,,Personal block foul by J. Smith (drawn by C. Parsons),53,51
270,3,7:54.0,,D. Nowitzki misses 3-pt jump shot from 25 ft,53,51
271,3,7:53.0,,Offensive rebound by J. Crowder,53,51
272,3,7:49.0,,C. Parsons misses 3-pt jump shot from 24 ft,53,51
273,3,7:48.0,Defensive rebound by I. Shumpert,,53,51
274,3,7:42.0,Turnover by I. Shumpert (lost ball; steal by D. Nowitzki),,53,51
275,3,7:35.0,,Personal foul by A. Stoudemire (drawn by J. Crowder),53,51
276,3,7:35.0,,J. Crowder makes free throw 1 of 2,53,52
277,3,7:35.0,P. Prigioni enters the game for I. Shumpert,,53,52
278,3,7:35.0,,J. Crowder makes free throw 2 of 2,53,53
279,3,7:16.0,Q. Acy misses 2-pt jump shot from 5 ft,,53,53
280,3,7:16.0,,Defensive rebound by Team,53,53
281,3,7:04.0,,D. Harris misses 2-pt layup from 2 ft (block by A. Stoudemire),53,53
282,3,7:02.0,Defensive rebound by J. Calderón,,53,53
283,3,6:58.0,J. Smith misses 3-pt jump shot from 24 ft,,53,53
284,3,6:56.0,,Defensive rebound by T. Chandler,53,53
285,3,6:50.0,,C. Parsons misses 2-pt jump shot from 16 ft,53,53
286,3,6:48.0,Defensive rebound by P. Prigioni,,53,53
287,3,6:30.0,P. Prigioni makes 3-pt jump shot from 26 ft (assist by Q. Acy),,56,53
288,3,6:29.0,,Dallas full timeout,56,53
289,3,6:29.0,J. Smith enters the game for Q. Acy,,56,53
290,3,6:17.0,,D. Nowitzki makes 2-pt jump shot from 13 ft (assist by D. Harris),56,55
291,3,5:59.0,J. Calderón makes 3-pt jump shot from 25 ft (assist by P. Prigioni),,59,55
292,3,5:43.0,,D. Nowitzki makes 3-pt jump shot from 25 ft (assist by D. Harris),59,58
293,3,5:22.0,Turnover by A. Stoudemire (lost ball; steal by T. Chandler),,59,58
294,3,5:22.0,Loose ball foul by J. Smith (drawn by D. Nowitzki),,59,58
295,3,5:22.0,,D. Nowitzki makes free throw 1 of 2,59,59
296,3,5:22.0,,D. Nowitzki makes free throw 2 of 2,59,60
297,3,5:00.0,P. Prigioni makes 3-pt jump shot from 25 ft (assist by J. Calderón),,62,60
298,3,4:41.0,,J. Crowder misses 3-pt jump shot from 24 ft,62,60
299,3,4:40.0,,Offensive rebound by T. Chandler,62,60
300,3,4:32.0,,T. Chandler makes 2-pt dunk at rim (assist by D. Harris),62,62
301,3,4:12.0,J. Smith misses 2-pt jump shot from 16 ft,,62,62
302,3,4:11.0,,Defensive rebound by T. Chandler,62,62
303,3,4:00.0,,D. Nowitzki misses 2-pt jump shot from 16 ft,62,62
304,3,3:58.0,,Offensive rebound by J. Crowder,62,62
305,3,3:58.0,,J. Crowder makes 2-pt layup from 1 ft,62,64
306,3,3:35.0,J. Calderón misses 3-pt jump shot from 22 ft,,62,64
307,3,3:34.0,,Defensive rebound by T. Chandler,62,64
308,3,3:30.0,,J. Crowder makes 2-pt layup from 1 ft (assist by C. Parsons),62,66
309,3,3:30.0,,Shooting foul by J. Smith (drawn by J. Crowder),62,66
310,3,3:30.0,,B. Wright enters the game for D. Nowitzki,62,66
311,3,3:30.0,Q. Acy enters the game for J. Smith,,62,66
312,3,3:30.0,I. Shumpert enters the game for J. Smith,,62,66
313,3,3:30.0,,J. Barea enters the game for D. Harris,62,66
314,3,3:30.0,,J. Crowder makes free throw 1 of 1,62,67
315,3,3:08.0,Shooting foul by B. Wright (drawn by Q. Acy),,62,67
316,3,3:08.0,Q. Acy misses free throw 1 of 2,,62,67
317,3,3:08.0,Offensive rebound by Team,,62,67
318,3,3:08.0,,A. Aminu enters the game for T. Chandler,62,67
319,3,3:08.0,Q. Acy makes free throw 2 of 2,,63,67
320,3,2:53.0,,Personal foul by Q. Acy (drawn by C. Parsons),63,67
321,3,2:53.0,New York full timeout,,63,67
322,3,2:53.0,T. Wear enters the game for Q. Acy,,63,67
323,3,2:53.0,,C. Parsons makes free throw 1 of 2,63,68
324,3,2:53.0,,C. Parsons makes free throw 2 of 2,63,69
325,3,2:39.0,Shooting foul by J. Crowder (drawn by A. Stoudemire),,63,69
326,3,2:39.0,A. Stoudemire makes free throw 1 of 2,,64,69
327,3,2:39.0,S. Larkin enters the game for J. Calderón,,64,69
328,3,2:39.0,A. Stoudemire makes free throw 2 of 2,,65,69
329,3,2:15.0,,J. Barea misses 3-pt jump shot from 24 ft,65,69
330,3,2:13.0,Defensive rebound by T. Wear,,65,69
331,3,1:51.0,S. Larkin misses 3-pt jump shot from 24 ft,,65,69
332,3,1:51.0,,Defensive rebound by J. Crowder,65,69
333,3,1:34.0,,Turnover by A. Aminu (traveling),65,69
334,3,1:18.0,P. Prigioni makes 3-pt jump shot from 26 ft (assist by I. Shumpert),,68,69
335,3,0:54.0,,J. Crowder misses 3-pt jump shot from 23 ft,68,69
336,3,0:53.0,,Offensive rebound by A. Aminu,68,69
337,3,0:53.0,,A. Aminu makes 2-pt layup from 1 ft,68,71
338,3,0:38.0,P. Prigioni makes 3-pt jump shot from 24 ft,,71,71
339,3,0:29.0,,C. Parsons misses 3-pt jump shot from 23 ft,71,71
340,3,0:28.0,Defensive rebound by S. Larkin,,71,71
341,3,0:06.0,T. Wear makes 2-pt jump shot from 18 ft,,73,71
342,3,0:00.0,,J. Barea misses 3-pt jump shot from 29 ft,73,71
343,3,0:00.0,,Offensive rebound by B. Wright,73,71
344,4,11:36.0,P. Prigioni misses 3-pt jump shot from 27 ft,,73,71
345,4,11:35.0,,Defensive rebound by A. Aminu,73,71
346,4,11:17.0,,M. Ellis misses 2-pt jump shot from 3 ft,73,71
347,4,11:16.0,Defensive rebound by A. Stoudemire,,73,71
348,4,10:59.0,S. Larkin misses 2-pt jump shot from 7 ft (block by T. Chandler),,73,71
349,4,10:56.0,Offensive rebound by S. Larkin,,73,71
350,4,10:53.0,A. Stoudemire misses 3-pt jump shot from 24 ft,,73,71
351,4,10:52.0,,Defensive rebound by T. Chandler,73,71
352,4,10:44.0,,Personal foul by Q. Acy (drawn by T. Chandler),73,71
353,4,10:37.0,,Personal foul by S. Larkin (drawn by D. Harris),73,71
354,4,10:26.0,,D. Nowitzki misses 2-pt jump shot from 10 ft,73,71
355,4,10:26.0,,Offensive rebound by T. Chandler,73,71
356,4,10:26.0,Loose ball foul by A. Stoudemire (drawn by T. Chandler),,73,71
357,4,10:17.0,,D. Nowitzki misses 2-pt jump shot from 18 ft,73,71
358,4,10:15.0,,Offensive rebound by A. Aminu,73,71
359,4,10:07.0,,D. Harris misses 3-pt jump shot from 24 ft,73,71
360,4,10:05.0,Defensive rebound by A. Stoudemire,,73,71
361,4,9:51.0,Personal foul by D. Nowitzki (drawn by A. Stoudemire),,73,71
362,4,9:36.0,T. Hardaway makes 2-pt jump shot from 18 ft,,75,71
363,4,9:19.0,,T. Chandler misses 2-pt jump shot from 6 ft,75,71
364,4,9:18.0,Defensive rebound by Q. Acy,,75,71
365,4,9:18.0,,Loose ball foul by D. Harris (drawn by Q. Acy),75,71
366,4,9:06.0,S. Larkin misses 2-pt jump shot from 16 ft,,75,71
367,4,9:06.0,,Defensive rebound by T. Chandler,75,71
368,4,8:54.0,,Turnover by M. Ellis (lost ball; steal by P. Prigioni),75,71
369,4,8:46.0,T. Hardaway makes 2-pt jump shot from 14 ft (assist by P. Prigioni),,77,71
370,4,8:45.0,,Dallas full timeout,77,71
371,4,8:45.0,,C. Parsons enters the game for A. Aminu,77,71
372,4,8:45.0,S. Dalembert enters the game for A. Stoudemire,,77,71
373,4,8:27.0,,D. Nowitzki makes 2-pt jump shot from 6 ft,77,73
374,4,8:27.0,,Shooting foul by Q. Acy (drawn by D. Nowitzki),77,73
375,4,8:27.0,,D. Nowitzki makes free throw 1 of 1,77,74
376,4,8:13.0,Q. Acy misses 2-pt jump shot from 14 ft,,77,74
377,4,8:11.0,Offensive rebound by S. Dalembert,,77,74
378,4,8:11.0,S. Dalembert makes 2-pt tip-in from 1 ft,,79,74
379,4,8:00.0,,D. Harris misses 2-pt layup from 2 ft,79,74
380,4,7:58.0,Defensive rebound by S. Dalembert,,79,74
381,4,7:35.0,P. Prigioni misses 2-pt jump shot from 16 ft,,79,74
382,4,7:34.0,Offensive rebound by Team,,79,74
383,4,7:34.0,Turnover by Team (shot clock),,79,74
384,4,7:18.0,,D. Nowitzki makes 2-pt jump shot from 14 ft,79,76
385,4,7:06.0,Personal foul by M. Ellis (drawn by P. Prigioni),,79,76
