,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,TORONTO_ACTION,MILWAUKEE_SCORE,TORONTO_SCORE
0,1,11:42.0,G. Antetokounmpo misses 2-pt jump shot from 19 ft,,0,0
1,1,11:42.0,,Defensive rebound by Team,0,0
2,1,11:17.0,,J. Valančiūnas misses 2-pt jump shot from 15 ft,0,0
3,1,11:16.0,Defensive rebound by J. Gutiérrez,,0,0
4,1,11:06.0,G. Antetokounmpo makes 2-pt dunk at rim (assist by J. Dudley),,2,0
5,1,10:48.0,,D. DeRozan misses 3-pt jump shot from 22 ft,2,0
6,1,10:47.0,Defensive rebound by Team,,2,0
7,1,10:37.0,Turnover by J. Gutiérrez (bad pass; steal by D. DeRozan),,2,0
8,1,10:20.0,,Turnover by A. Johnson (lost ball; steal by J. Henson),2,0
9,1,10:14.0,K. Middleton makes 2-pt jump shot from 9 ft (assist by J. Dudley),,4,0
10,1,9:54.0,,Shooting foul by J. Henson (drawn by D. DeRozan),4,0
11,1,9:54.0,,D. DeRozan misses free throw 1 of 2,4,0
12,1,9:54.0,,Offensive rebound by Team,4,0
13,1,9:54.0,,D. DeRozan makes free throw 2 of 2,4,1
14,1,9:38.0,J. Dudley misses 3-pt jump shot from 25 ft,,4,1
15,1,9:37.0,,Defensive rebound by Team,4,1
16,1,9:21.0,,K. Lowry misses 2-pt jump shot from 15 ft,4,1
17,1,9:20.0,,Offensive rebound by J. Valančiūnas,4,1
18,1,9:18.0,,J. Valančiūnas makes 2-pt hook shot from 2 ft,4,3
19,1,9:02.0,J. Henson makes 2-pt dunk at rim (assist by J. Gutiérrez),,6,3
20,1,8:41.0,,D. DeRozan misses 2-pt layup from 1 ft (block by J. Dudley),6,3
21,1,8:38.0,,Offensive rebound by J. Valančiūnas,6,3
22,1,8:36.0,,J. Valančiūnas makes 2-pt layup from 2 ft,6,5
23,1,8:24.0,G. Antetokounmpo makes 2-pt dunk at rim (assist by J. Dudley),,8,5
24,1,7:58.0,,D. DeRozan misses 2-pt jump shot from 5 ft,8,5
25,1,7:57.0,Defensive rebound by K. Middleton,,8,5
26,1,7:49.0,J. Dudley makes 2-pt jump shot from 17 ft (assist by G. Antetokounmpo),,10,5
27,1,7:40.0,,Toronto full timeout,10,5
28,1,7:35.0,,D. DeRozan misses 2-pt jump shot from 6 ft (block by J. Henson),10,5
29,1,7:35.0,,Offensive rebound by Team,10,5
30,1,7:29.0,,J. Valančiūnas makes 2-pt layup from 1 ft (assist by A. Johnson),10,7
31,1,7:13.0,J. Gutiérrez misses 2-pt jump shot from 17 ft,,10,7
32,1,7:12.0,,Defensive rebound by Team,10,7
33,1,6:53.0,,G. Vásquez misses 3-pt jump shot from 24 ft,10,7
34,1,6:52.0,Defensive rebound by J. Henson,,10,7
35,1,6:34.0,K. Middleton misses 2-pt jump shot from 15 ft (block by A. Johnson),,10,7
36,1,6:32.0,,Defensive rebound by A. Johnson,10,7
37,1,6:27.0,,Turnover by K. Lowry (bad pass),10,7
38,1,6:13.0,J. Henson makes 2-pt hook shot from 4 ft (assist by J. Gutiérrez),,12,7
39,1,5:49.0,,A. Johnson makes 3-pt jump shot from 26 ft (assist by D. DeRozan),12,10
40,1,5:30.0,K. Middleton makes 3-pt jump shot from 24 ft (assist by J. Gutiérrez),,15,10
41,1,5:17.0,,G. Vásquez misses 3-pt jump shot from 25 ft,15,10
42,1,5:16.0,,Offensive rebound by J. Valančiūnas,15,10
43,1,5:13.0,,J. Valančiūnas misses 2-pt layup from 2 ft,15,10
44,1,5:12.0,,Offensive rebound by J. Valančiūnas,15,10
45,1,5:10.0,,J. Valančiūnas misses 2-pt tip-in from 3 ft,15,10
46,1,5:09.0,,Offensive rebound by J. Valančiūnas,15,10
47,1,5:07.0,,J. Valančiūnas makes 2-pt layup at rim,15,12
48,1,4:58.0,Personal block foul by J. Valančiūnas (drawn by J. Henson),,15,12
49,1,4:58.0,,L. Williams enters the game for G. Vásquez,15,12
50,1,4:46.0,K. Middleton makes 2-pt jump shot from 14 ft,,17,12
51,1,4:28.0,,A. Johnson misses 2-pt layup from 1 ft (block by G. Antetokounmpo),17,12
52,1,4:26.0,Defensive rebound by J. Dudley,,17,12
53,1,4:21.0,J. Henson misses 2-pt dunk at rim,,17,12
54,1,4:20.0,,Defensive rebound by D. DeRozan,17,12
55,1,4:14.0,,Personal foul by G. Antetokounmpo (drawn by D. DeRozan),17,12
56,1,4:14.0,J. Bayless enters the game for J. Gutiérrez,,17,12
57,1,4:14.0,K. Martin enters the game for J. Henson,,17,12
58,1,4:04.0,,K. Lowry misses 2-pt jump shot from 19 ft,17,12
59,1,4:03.0,Defensive rebound by G. Antetokounmpo,,17,12
60,1,3:56.0,G. Antetokounmpo misses 2-pt layup from 4 ft,,17,12
61,1,3:55.0,,Defensive rebound by J. Valančiūnas,17,12
62,1,3:49.0,,K. Lowry misses 2-pt jump shot from 18 ft,17,12
63,1,3:48.0,Defensive rebound by K. Middleton,,17,12
64,1,3:41.0,Shooting foul by L. Williams (drawn by J. Dudley),,17,12
65,1,3:41.0,J. Dudley misses free throw 1 of 2,,17,12
66,1,3:41.0,Offensive rebound by Team,,17,12
67,1,3:41.0,,G. Vásquez enters the game for K. Lowry,17,12
68,1,3:41.0,,P. Patterson enters the game for A. Johnson,17,12
69,1,3:41.0,J. Dudley misses free throw 2 of 2,,17,12
70,1,3:40.0,,Defensive rebound by J. Valančiūnas,17,12
71,1,3:22.0,,Turnover by D. DeRozan (lost ball; steal by K. Martin),17,12
72,1,3:16.0,K. Middleton makes 2-pt jump shot from 20 ft (assist by J. Bayless),,19,12
