,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,GOLDEN STATE_ACTION,PHILADELPHIA_SCORE,GOLDEN STATE_SCORE
383,4,7:02.0,Defensive rebound by R. Covington,,72,113
384,4,6:54.0,R. Covington misses 3-pt jump shot from 25 ft,,72,113
385,4,6:53.0,Offensive rebound by H. Sims,,72,113
386,4,6:48.0,H. Sims makes 2-pt layup from 2 ft (assist by M. Carter-Williams),,74,113
387,4,6:32.0,,Personal foul by H. Sims (drawn by L. Barbosa),74,113
388,4,6:32.0,,L. Barbosa misses free throw 1 of 2,74,113
389,4,6:32.0,,Offensive rebound by Team,74,113
390,4,6:32.0,,D. Lee enters the game for H. Barnes,74,113
391,4,6:32.0,,B. Rush enters the game for S. Livingston,74,113
392,4,6:32.0,,L. Barbosa makes free throw 2 of 2,74,114
393,4,6:32.0,Philadelphia full timeout,,74,114
394,4,6:13.0,N. Noel misses 2-pt hook shot from 13 ft,,74,114
395,4,6:11.0,,Defensive rebound by B. Rush,74,114
396,4,5:53.0,,J. Holiday misses 2-pt jump shot from 18 ft,74,114
397,4,5:52.0,Defensive rebound by H. Sims,,74,114
398,4,5:38.0,N. Noel misses 2-pt jump shot from 3 ft (block by D. Lee),,74,114
399,4,5:36.0,,Defensive rebound by J. Holiday,74,114
400,4,5:33.0,,L. Barbosa misses 2-pt layup from 2 ft,74,114
401,4,5:31.0,Defensive rebound by R. Covington,,74,114
402,4,5:26.0,H. Sims makes 2-pt layup at rim (assist by R. Covington),,76,114
403,4,5:26.0,Shooting foul by O. Kuzmić (drawn by H. Sims),,76,114
404,4,5:26.0,H. Sims misses free throw 1 of 1,,76,114
405,4,5:25.0,,Defensive rebound by D. Lee,76,114
406,4,5:07.0,,J. Holiday makes 2-pt jump shot from 5 ft (assist by D. Lee),76,116
407,4,4:45.0,N. Noel misses 2-pt jump shot from 7 ft,,76,116
408,4,4:45.0,,Defensive rebound by L. Barbosa,76,116
409,4,4:40.0,,Shooting foul by K. McDaniels (drawn by O. Kuzmić),76,116
410,4,4:40.0,,O. Kuzmić makes free throw 1 of 2,76,117
411,4,4:40.0,,O. Kuzmić makes free throw 2 of 2,76,118
412,4,4:28.0,M. Carter-Williams misses 2-pt jump shot from 9 ft,,76,118
413,4,4:26.0,,Defensive rebound by D. Lee,76,118
414,4,4:11.0,,L. Barbosa misses 2-pt jump shot from 11 ft,76,118
415,4,4:10.0,Defensive rebound by H. Sims,,76,118
416,4,4:01.0,Turnover by K. McDaniels (lost ball; steal by O. Kuzmić),,76,118
417,4,3:44.0,,J. Holiday misses 3-pt jump shot from 26 ft,76,118
418,4,3:43.0,Defensive rebound by N. Noel,,76,118
419,4,3:37.0,Philadelphia full timeout,,76,118
420,4,3:37.0,M. Thomas enters the game for H. Sims,,76,118
421,4,3:37.0,F. Aldemir enters the game for N. Noel,,76,118
422,4,3:37.0,J. Sampson enters the game for K. McDaniels,,76,118
423,4,3:29.0,R. Covington misses 3-pt jump shot from 26 ft,,76,118
424,4,3:28.0,,Defensive rebound by O. Kuzmić,76,118
425,4,3:13.0,,O. Kuzmić makes 2-pt layup from 2 ft (assist by B. Rush),76,120
426,4,3:01.0,J. Sampson misses 2-pt jump shot at rim (block by B. Rush),,76,120
427,4,3:00.0,Offensive rebound by J. Sampson,,76,120
428,4,3:00.0,Shooting foul by O. Kuzmić (drawn by J. Sampson),,76,120
429,4,3:00.0,J. Sampson makes 2-pt layup at rim,,78,120
430,4,3:00.0,J. Grant enters the game for R. Covington,,78,120
431,4,3:00.0,J. Sampson misses free throw 1 of 1,,78,120
432,4,2:58.0,,Defensive rebound by D. Lee,78,120
433,4,2:42.0,,D. Lee makes 2-pt layup from 1 ft (assist by J. Holiday),78,122
434,4,2:25.0,Turnover by J. Sampson (lost ball; steal by B. Rush),,78,122
435,4,2:20.0,,J. Holiday makes 2-pt dunk at rim (assist by B. Rush),78,124
436,4,1:59.0,Turnover by M. Carter-Williams (bad pass; steal by L. Barbosa),,78,124
437,4,1:44.0,,L. Barbosa misses 3-pt jump shot from 22 ft,78,124
438,4,1:43.0,,Offensive rebound by O. Kuzmić,78,124
439,4,1:38.0,,J. Holiday misses 3-pt jump shot from 25 ft,78,124
440,4,1:37.0,Defensive rebound by F. Aldemir,,78,124
441,4,1:22.0,Personal foul by B. Rush (drawn by M. Carter-Williams),,78,124
442,4,1:22.0,M. Carter-Williams makes free throw 1 of 2,,79,124
443,4,1:22.0,M. Carter-Williams misses free throw 2 of 2,,79,124
444,4,1:21.0,,Defensive rebound by D. Lee,79,124
445,4,1:07.0,,D. Lee makes 2-pt layup from 2 ft (assist by B. Rush),79,126
446,4,0:52.0,Shooting block foul by L. Barbosa (drawn by F. Aldemir),,79,126
447,4,0:52.0,J. Sampson makes free throw 1 of 2,,80,126
448,4,0:52.0,J. Sampson makes free throw 2 of 2,,81,126
449,4,0:39.0,,Turnover by B. Rush (bad pass; steal by F. Aldemir),81,126
450,4,0:32.0,J. Grant misses 3-pt jump shot from 25 ft,,81,126
451,4,0:31.0,Offensive rebound by F. Aldemir,,81,126
452,4,0:29.0,F. Aldemir makes 2-pt layup from 1 ft,,83,126
453,4,0:07.0,,Turnover by D. Lee (bad pass; steal by F. Aldemir),83,126
454,4,0:02.0,J. Sampson makes 3-pt jump shot from 28 ft (assist by J. Grant),,86,126
