,QUARTER,TIME_REMAINING,DALLAS_ACTION,SACRAMENTO_ACTION,DALLAS_SCORE,SACRAMENTO_SCORE
0,1,11:46.0,C. Parsons misses 3-pt jump shot from 24 ft,,0,0
1,1,11:45.0,Offensive rebound by R. Rondo,,0,0
2,1,11:38.0,C. Parsons makes 3-pt jump shot from 22 ft (assist by M. Ellis),,3,0
3,1,11:13.0,,D. Cousins misses 2-pt jump shot from 6 ft,3,0
4,1,11:12.0,Defensive rebound by R. Rondo,,3,0
5,1,11:01.0,C. Parsons misses 2-pt jump shot from 5 ft,,3,0
6,1,11:01.0,,Defensive rebound by R. Gay,3,0
7,1,10:54.0,,B. McLemore makes 2-pt jump shot from 6 ft (assist by R. Gay),3,2
8,1,10:42.0,T. Chandler makes 2-pt layup from 2 ft (assist by M. Ellis),,5,2
9,1,10:31.0,,J. Thompson makes 2-pt layup from 1 ft (assist by D. Collison),5,4
10,1,10:22.0,C. Parsons makes 2-pt layup from 1 ft,,7,4
11,1,10:13.0,,D. Collison makes 2-pt layup from 1 ft,7,6
12,1,10:13.0,,Shooting foul by M. Ellis (drawn by D. Collison),7,6
13,1,10:13.0,,D. Collison makes free throw 1 of 1,7,7
14,1,9:58.0,M. Ellis misses 2-pt layup from 3 ft,,7,7
15,1,9:57.0,,Defensive rebound by D. Cousins,7,7
16,1,9:48.0,,D. Collison misses 2-pt jump shot from 16 ft,7,7
17,1,9:48.0,Defensive rebound by D. Nowitzki,,7,7
18,1,9:38.0,M. Ellis makes 3-pt jump shot from 24 ft (assist by R. Rondo),,10,7
19,1,9:23.0,,Shooting foul by D. Nowitzki (drawn by B. McLemore),10,7
20,1,9:23.0,,B. McLemore makes free throw 1 of 2,10,8
21,1,9:23.0,,B. McLemore makes free throw 2 of 2,10,9
22,1,9:05.0,D. Nowitzki makes 2-pt jump shot from 16 ft (assist by C. Parsons),,12,9
23,1,8:52.0,,B. McLemore misses 2-pt jump shot from 18 ft,12,9
24,1,8:51.0,Defensive rebound by M. Ellis,,12,9
25,1,8:46.0,Personal foul by J. Thompson (drawn by M. Ellis),,12,9
26,1,8:32.0,C. Parsons makes 2-pt layup from 3 ft (assist by M. Ellis),,14,9
27,1,8:13.0,,D. Collison makes 2-pt jump shot from 15 ft,14,11
28,1,7:56.0,M. Ellis makes 2-pt jump shot from 18 ft (assist by R. Rondo),,16,11
29,1,7:40.0,,Turnover by D. Cousins (bad pass; steal by R. Rondo),16,11
30,1,7:35.0,Shooting block foul by D. Collison (drawn by T. Chandler),,16,11
31,1,7:35.0,T. Chandler misses free throw 1 of 2,,16,11
32,1,7:35.0,Offensive rebound by Team,,16,11
33,1,7:35.0,T. Chandler makes free throw 2 of 2,,17,11
34,1,7:13.0,,D. Cousins makes 2-pt jump shot from 13 ft (assist by J. Thompson),17,13
35,1,6:54.0,Turnover by M. Ellis (bad pass),,17,13
36,1,6:39.0,,Turnover by D. Cousins (bad pass; steal by M. Ellis),17,13
37,1,6:31.0,M. Ellis makes 3-pt jump shot from 23 ft (assist by C. Parsons),,20,13
38,1,6:27.0,,Sacramento full timeout,20,13
39,1,6:27.0,D. Harris enters the game for D. Nowitzki,,20,13
40,1,6:27.0,R. Jefferson enters the game for R. Rondo,,20,13
41,1,6:16.0,,R. Gay makes 2-pt jump shot from 19 ft,20,15
42,1,5:54.0,M. Ellis misses 2-pt jump shot from 21 ft,,20,15
43,1,5:53.0,,Defensive rebound by J. Thompson,20,15
44,1,5:41.0,,Turnover by D. Cousins (lost ball; steal by M. Ellis),20,15
45,1,5:30.0,C. Parsons misses 3-pt jump shot from 22 ft,,20,15
46,1,5:30.0,,Defensive rebound by D. Collison,20,15
47,1,5:26.0,,D. Collison makes 2-pt layup from 2 ft,20,17
48,1,5:22.0,,D. Williams enters the game for J. Thompson,20,17
49,1,5:14.0,D. Harris makes 2-pt jump shot from 17 ft,,22,17
50,1,4:55.0,,B. McLemore misses 3-pt jump shot from 23 ft,22,17
51,1,4:54.0,Defensive rebound by T. Chandler,,22,17
52,1,4:47.0,M. Ellis makes 2-pt layup from 2 ft,,24,17
53,1,4:31.0,,D. Cousins makes 2-pt dunk at rim (assist by B. McLemore),24,19
54,1,4:10.0,D. Harris makes 2-pt jump shot from 15 ft (assist by T. Chandler),,26,19
55,1,3:50.0,,D. Williams misses 2-pt jump shot from 5 ft,26,19
56,1,3:49.0,,Offensive rebound by D. Collison,26,19
57,1,3:45.0,,Personal foul by C. Parsons (drawn by D. Williams),26,19
58,1,3:45.0,G. Smith enters the game for T. Chandler,,26,19
59,1,3:38.0,,Shooting foul by R. Jefferson (drawn by R. Gay),26,19
60,1,3:38.0,,R. Gay makes free throw 1 of 2,26,20
61,1,3:38.0,C. Villanueva enters the game for C. Parsons,,26,20
62,1,3:38.0,,R. Gay makes free throw 2 of 2,26,21
63,1,3:23.0,Turnover by G. Smith (bad pass; steal by D. Collison),,26,21
64,1,3:20.0,,D. Cousins makes 2-pt dunk at rim (assist by D. Collison),26,23
65,1,3:19.0,Dallas full timeout,,26,23
66,1,3:19.0,,N. Stauskas enters the game for B. McLemore,26,23
67,1,3:04.0,C. Villanueva misses 3-pt jump shot from 23 ft,,26,23
68,1,3:03.0,,Defensive rebound by D. Cousins,26,23
69,1,2:51.0,,D. Cousins makes 2-pt jump shot from 20 ft (assist by D. Collison),26,25
70,1,2:41.0,M. Ellis misses 2-pt jump shot from 20 ft,,26,25
71,1,2:41.0,,Defensive rebound by R. Gay,26,25
72,1,2:29.0,,D. Cousins makes 2-pt jump shot from 18 ft (assist by R. Gay),26,27
73,1,2:02.0,C. Villanueva misses 3-pt jump shot from 25 ft,,26,27
74,1,2:02.0,,Defensive rebound by N. Stauskas,26,27
75,1,1:44.0,,D. Collison misses 3-pt jump shot from 22 ft,26,27
76,1,1:44.0,Defensive rebound by Team,,26,27
77,1,1:44.0,,C. Landry enters the game for R. Gay,26,27
78,1,1:44.0,D. Nowitzki enters the game for M. Ellis,,26,27
79,1,1:44.0,R. Rondo enters the game for G. Smith,,26,27
80,1,1:27.0,D. Harris makes 3-pt jump shot from 24 ft,,29,27
81,1,1:07.0,,D. Cousins makes 2-pt jump shot from 18 ft,29,29
82,1,0:54.0,D. Harris misses 3-pt jump shot from 23 ft,,29,29
83,1,0:53.0,Offensive rebound by D. Nowitzki,,29,29
84,1,0:49.0,R. Jefferson misses 3-pt jump shot from 27 ft,,29,29
85,1,0:48.0,,Defensive rebound by C. Landry,29,29
86,1,0:42.0,,C. Landry makes 2-pt jump shot from 16 ft (assist by D. Cousins),29,31
87,1,0:31.0,R. Jefferson misses 3-pt jump shot from 24 ft,,29,31
88,1,0:30.0,,Defensive rebound by D. Williams,29,31
89,1,0:15.0,,Personal foul by R. Rondo (drawn by D. Cousins),29,31
90,1,0:15.0,,D. Cousins makes free throw 1 of 2,29,32
91,1,0:15.0,,D. Cousins makes free throw 2 of 2,29,33
92,1,0:04.0,Personal take foul by N. Stauskas (drawn by D. Harris),,29,33
