,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,GOLDEN STATE_ACTION,WASHINGTON_SCORE,GOLDEN STATE_SCORE
102,1,1:01.0,D. Gooden makes 2-pt dunk at rim (assist by M. Webster),,22,24
103,1,0:43.0,,L. Barbosa makes 2-pt layup from 1 ft (assist by A. Iguodala),22,26
104,1,0:31.0,D. Gooden misses 2-pt jump shot from 18 ft,,22,26
105,1,0:29.0,,Defensive rebound by F. Ezeli,22,26
106,1,0:09.0,,L. Barbosa misses 2-pt layup from 2 ft,22,26
107,1,0:08.0,,Offensive rebound by D. Lee,22,26
108,1,0:08.0,,D. Lee misses 2-pt layup from 1 ft,22,26
109,1,0:08.0,,Offensive rebound by D. Lee,22,26
110,1,0:08.0,,Shooting foul by D. Gooden (drawn by D. Lee),22,26
111,1,0:08.0,,D. Lee makes free throw 1 of 2,22,27
112,1,0:08.0,,H. Barnes enters the game for F. Ezeli,22,27
113,1,0:08.0,B. Beal enters the game for R. Sessions,,22,27
114,1,0:08.0,,D. Lee misses free throw 2 of 2,22,27
115,1,0:07.0,Defensive rebound by D. Gooden,,22,27
116,1,0:00.0,J. Wall makes 2-pt jump shot from 16 ft,,24,27
117,2,11:42.0,Turnover by M. Webster (lost ball; steal by S. Livingston),,24,27
118,2,11:35.0,,Turnover by D. Lee (bad pass),24,27
119,2,11:15.0,B. Beal misses 2-pt jump shot from 18 ft,,24,27
120,2,11:14.0,,Defensive rebound by S. Livingston,24,27
121,2,11:01.0,,D. Lee misses 2-pt layup from 2 ft,24,27
122,2,10:58.0,,Offensive rebound by F. Ezeli,24,27
123,2,10:58.0,,F. Ezeli misses 2-pt tip-in at rim,24,27
124,2,10:57.0,Defensive rebound by K. Séraphin,,24,27
125,2,10:54.0,R. Sessions misses 2-pt layup from 2 ft,,24,27
126,2,10:53.0,,Defensive rebound by F. Ezeli,24,27
127,2,10:34.0,,L. Barbosa misses 2-pt jump shot from 21 ft,24,27
128,2,10:33.0,Defensive rebound by B. Beal,,24,27
129,2,10:25.0,D. Gooden misses 2-pt jump shot from 19 ft,,24,27
130,2,10:24.0,,Defensive rebound by A. Iguodala,24,27
131,2,10:05.0,,D. Lee misses 2-pt jump shot from 17 ft,24,27
132,2,10:04.0,Defensive rebound by K. Séraphin,,24,27
133,2,9:57.0,B. Beal makes 2-pt jump shot from 16 ft,,26,27
134,2,9:41.0,,D. Lee misses 2-pt hook shot from 5 ft,26,27
135,2,9:40.0,,Offensive rebound by F. Ezeli,26,27
136,2,9:35.0,,A. Iguodala misses 3-pt jump shot from 24 ft,26,27
137,2,9:33.0,,Offensive rebound by Team,26,27
138,2,9:33.0,,M. Speights enters the game for F. Ezeli,26,27
139,2,9:33.0,,K. Thompson enters the game for L. Barbosa,26,27
140,2,9:33.0,N. Hilário enters the game for D. Gooden,,26,27
141,2,9:23.0,,S. Livingston misses 2-pt jump shot from 8 ft,26,27
142,2,9:22.0,,Offensive rebound by D. Lee,26,27
143,2,9:22.0,,D. Lee misses 2-pt tip-in at rim,26,27
144,2,9:19.0,Defensive rebound by B. Beal,,26,27
145,2,9:03.0,R. Sessions makes 3-pt jump shot from 25 ft (assist by N. Hilário),,29,27
146,2,8:49.0,,A. Iguodala makes 3-pt jump shot from 26 ft (assist by K. Thompson),29,30
147,2,8:33.0,Official timeout,,29,30
148,2,8:24.0,Shooting foul by A. Iguodala (drawn by M. Webster),,29,30
149,2,8:24.0,M. Webster makes free throw 1 of 2,,30,30
150,2,8:24.0,M. Webster makes free throw 2 of 2,,31,30
151,2,8:05.0,,K. Thompson makes 2-pt jump shot from 17 ft (assist by M. Speights),31,32
152,2,7:49.0,R. Sessions makes 2-pt layup from 1 ft (assist by K. Séraphin),,33,32
153,2,7:33.0,,M. Speights makes 2-pt jump shot from 18 ft (assist by K. Thompson),33,34
154,2,7:13.0,M. Webster misses 2-pt jump shot from 20 ft,,33,34
155,2,7:12.0,,Defensive rebound by M. Speights,33,34
156,2,7:00.0,,M. Speights makes 2-pt jump shot from 17 ft (assist by K. Thompson),33,36
157,2,6:41.0,K. Séraphin misses 2-pt jump shot from 19 ft,,33,36
158,2,6:40.0,,Defensive rebound by M. Speights,33,36
159,2,6:31.0,,M. Speights makes 2-pt jump shot from 19 ft (assist by A. Iguodala),33,38
160,2,6:23.0,Washington full timeout,,33,38
161,2,6:23.0,J. Wall enters the game for M. Webster,,33,38
162,2,6:23.0,P. Pierce enters the game for R. Sessions,,33,38
163,2,6:11.0,P. Pierce makes 2-pt layup from 3 ft (assist by B. Beal),,35,38
164,2,5:56.0,,M. Speights makes 2-pt jump shot from 17 ft (assist by D. Lee),35,40
165,2,5:37.0,K. Séraphin makes 2-pt hook shot from 10 ft (assist by J. Wall),,37,40
166,2,5:26.0,,Turnover by S. Livingston (bad pass),37,40
167,2,5:05.0,P. Pierce makes 2-pt jump shot from 17 ft (assist by K. Séraphin),,39,40
168,2,4:49.0,,M. Speights misses 2-pt jump shot from 17 ft,39,40
169,2,4:48.0,Defensive rebound by J. Wall,,39,40
170,2,4:40.0,K. Séraphin misses 2-pt jump shot from 7 ft,,39,40
171,2,4:39.0,Offensive rebound by N. Hilário,,39,40
172,2,4:37.0,N. Hilário makes 2-pt dunk at rim,,41,40
173,2,4:25.0,,K. Thompson misses 3-pt jump shot from 26 ft,41,40
174,2,4:25.0,Defensive rebound by J. Wall,,41,40
175,2,4:18.0,P. Pierce makes 2-pt jump shot from 14 ft (assist by J. Wall),,43,40
176,2,4:16.0,,Golden State full timeout,43,40
177,2,4:16.0,,D. Green enters the game for D. Lee,43,40
178,2,4:16.0,,A. Bogut enters the game for S. Livingston,43,40
179,2,4:16.0,,S. Curry enters the game for M. Speights,43,40
180,2,4:00.0,,K. Thompson misses 3-pt jump shot from 26 ft,43,40
181,2,3:59.0,Defensive rebound by K. Séraphin,,43,40
182,2,3:42.0,K. Séraphin misses 2-pt hook shot from 9 ft,,43,40
183,2,3:41.0,,Defensive rebound by D. Green,43,40
184,2,3:32.0,,Offensive foul by A. Bogut (drawn by K. Séraphin),43,40
185,2,3:32.0,,Turnover by A. Bogut (offensive foul),43,40
186,2,3:32.0,,H. Barnes enters the game for A. Iguodala,43,40
187,2,3:32.0,,J. Holiday enters the game for K. Thompson,43,40
188,2,3:32.0,M. Gortat enters the game for K. Séraphin,,43,40
189,2,3:32.0,M. Webster enters the game for B. Beal,,43,40
190,2,3:18.0,Shooting foul by D. Green (drawn by P. Pierce),,43,40
191,2,3:18.0,P. Pierce misses free throw 1 of 2,,43,40
192,2,3:18.0,Offensive rebound by Team,,43,40
193,2,3:18.0,P. Pierce makes free throw 2 of 2,,44,40
194,2,3:03.0,,D. Green makes 2-pt jump shot from 11 ft (assist by H. Barnes),44,42
195,2,2:48.0,Turnover by N. Hilário (bad pass; steal by H. Barnes),,44,42
196,2,2:37.0,,D. Green misses 3-pt jump shot from 25 ft,44,42
197,2,2:36.0,Defensive rebound by Team,,44,42
198,2,2:20.0,N. Hilário misses 2-pt jump shot from 16 ft,,44,42
199,2,2:19.0,,Defensive rebound by H. Barnes,44,42
200,2,2:07.0,,S. Curry makes 2-pt layup from 2 ft,44,44
201,2,1:52.0,M. Gortat makes 2-pt layup from 1 ft (assist by J. Wall),,46,44
202,2,1:41.0,,D. Green makes 3-pt jump shot from 25 ft (assist by S. Curry),46,47
203,2,1:30.0,Offensive foul by N. Hilário (drawn by D. Green),,46,47
204,2,1:30.0,Turnover by N. Hilário (offensive foul),,46,47
205,2,1:21.0,,D. Green makes 3-pt jump shot from 25 ft (assist by S. Curry),46,50
206,2,1:15.0,Washington full timeout,,46,50
207,2,1:15.0,B. Beal enters the game for M. Webster,,46,50
208,2,1:10.0,M. Gortat misses 2-pt layup from 2 ft (block by A. Bogut),,46,50
209,2,1:09.0,,Defensive rebound by S. Curry,46,50
210,2,1:02.0,,Personal foul by J. Wall (drawn by S. Curry),46,50
211,2,0:55.0,,D. Green misses 3-pt jump shot from 25 ft,46,50
212,2,0:54.0,,Offensive rebound by A. Bogut,46,50
213,2,0:54.0,,A. Bogut misses 2-pt tip-in from 1 ft,46,50
214,2,0:52.0,,Offensive rebound by A. Bogut,46,50
215,2,0:52.0,,A. Bogut makes 2-pt tip-in at rim,46,52
216,2,0:32.0,B. Beal makes 3-pt jump shot from 26 ft (assist by P. Pierce),,49,52
217,2,0:13.0,,Shooting foul by N. Hilário (drawn by D. Green),49,52
218,2,0:13.0,,D. Green misses free throw 1 of 2,49,52
219,2,0:13.0,,Offensive rebound by Team,49,52
220,2,0:13.0,,D. Green misses free throw 2 of 2,49,52
221,2,0:12.0,Defensive rebound by N. Hilário,,49,52
222,2,0:03.0,J. Wall misses 3-pt jump shot from 25 ft,,49,52
223,2,0:00.0,Offensive rebound by Team,,49,52
224,3,11:43.0,Turnover by M. Gortat (lost ball; steal by H. Barnes),,49,52
225,3,11:35.0,,S. Curry misses 2-pt jump shot from 5 ft,49,52
226,3,11:35.0,Defensive rebound by J. Wall,,49,52
227,3,11:26.0,N. Hilário misses 2-pt jump shot from 18 ft,,49,52
228,3,11:25.0,,Defensive rebound by S. Curry,49,52
229,3,11:11.0,,Shooting foul by J. Wall (drawn by K. Thompson),49,52
230,3,11:11.0,,K. Thompson makes free throw 1 of 2,49,53
231,3,11:11.0,,K. Thompson makes free throw 2 of 2,49,54
232,3,10:52.0,Turnover by P. Pierce (bad pass; steal by K. Thompson),,49,54
233,3,10:49.0,,K. Thompson misses 3-pt jump shot from 26 ft,49,54
234,3,10:49.0,Defensive rebound by Team,,49,54
235,3,10:34.0,B. Beal misses 2-pt jump shot from 18 ft,,49,54
236,3,10:32.0,Offensive rebound by N. Hilário,,49,54
237,3,10:27.0,P. Pierce misses 3-pt jump shot from 24 ft,,49,54
238,3,10:26.0,,Defensive rebound by S. Curry,49,54
239,3,10:18.0,,D. Green makes 3-pt jump shot from 24 ft (assist by S. Curry),49,57
240,3,10:04.0,J. Wall misses 2-pt jump shot from 16 ft,,49,57
241,3,10:03.0,,Defensive rebound by D. Green,49,57
242,3,9:57.0,,S. Curry misses 3-pt jump shot from 25 ft,49,57
243,3,9:57.0,,Offensive rebound by H. Barnes,49,57
244,3,9:52.0,,H. Barnes misses 2-pt jump shot from 20 ft,49,57
245,3,9:52.0,Defensive rebound by M. Gortat,,49,57
246,3,9:38.0,M. Gortat misses 2-pt layup from 1 ft (block by D. Green),,49,57
247,3,9:35.0,,Defensive rebound by H. Barnes,49,57
248,3,9:28.0,,K. Thompson misses 3-pt jump shot from 23 ft,49,57
249,3,9:27.0,Defensive rebound by J. Wall,,49,57
250,3,9:15.0,P. Pierce misses 2-pt jump shot from 5 ft,,49,57
251,3,9:14.0,,Defensive rebound by A. Bogut,49,57
252,3,8:57.0,,Shooting foul by M. Gortat (drawn by H. Barnes),49,57
253,3,8:57.0,,H. Barnes makes free throw 1 of 2,49,58
254,3,8:57.0,,H. Barnes makes free throw 2 of 2,49,59
255,3,8:34.0,J. Wall misses 2-pt jump shot from 10 ft,,49,59
256,3,8:33.0,Offensive rebound by Team,,49,59
257,3,8:33.0,Turnover by Team (shot clock),,49,59
258,3,8:21.0,,D. Green misses 3-pt jump shot from 25 ft,49,59
259,3,8:20.0,Defensive rebound by Team,,49,59
260,3,8:05.0,Turnover by N. Hilário (lost ball; steal by D. Green),,49,59
261,3,7:55.0,,Turnover by K. Thompson (step out of bounds),49,59
262,3,7:35.0,Shooting foul by H. Barnes (drawn by N. Hilário),,49,59
263,3,7:35.0,N. Hilário misses free throw 1 of 2,,49,59
264,3,7:35.0,Offensive rebound by Team,,49,59
265,3,7:35.0,N. Hilário makes free throw 2 of 2,,50,59
266,3,7:16.0,,K. Thompson makes 2-pt jump shot from 13 ft,50,61
267,3,6:54.0,P. Pierce misses 3-pt jump shot from 25 ft,,50,61
268,3,6:53.0,,Defensive rebound by A. Bogut,50,61
269,3,6:30.0,,S. Curry misses 3-pt jump shot from 29 ft,50,61
270,3,6:28.0,Defensive rebound by N. Hilário,,50,61
271,3,6:13.0,Def 3 sec tech foul by D. Green,,50,61
272,3,6:13.0,B. Beal makes technical free throw,,51,61
273,3,6:13.0,M. Webster enters the game for P. Pierce,,51,61
274,3,6:13.0,D. Gooden enters the game for N. Hilário,,51,61
275,3,5:59.0,J. Wall misses 2-pt layup from 1 ft,,51,61
276,3,5:59.0,,Defensive rebound by Team,51,61
277,3,5:59.0,,Golden State full timeout,51,61
278,3,5:59.0,,L. Barbosa enters the game for K. Thompson,51,61
279,3,5:35.0,,A. Bogut misses 2-pt jump shot at rim,51,61
280,3,5:34.0,,Offensive rebound by A. Bogut,51,61
281,3,5:34.0,,A. Bogut makes 2-pt layup at rim,51,63
282,3,5:14.0,B. Beal misses 2-pt jump shot from 18 ft,,51,63
283,3,5:13.0,,Defensive rebound by D. Green,51,63
284,3,5:08.0,,Turnover by D. Green (lost ball; steal by B. Beal),51,63
285,3,5:03.0,J. Wall misses 2-pt layup from 2 ft,,51,63
286,3,5:00.0,,Defensive rebound by A. Bogut,51,63
287,3,4:47.0,,S. Curry misses 2-pt jump shot from 14 ft,51,63
288,3,4:46.0,Defensive rebound by M. Gortat,,51,63
289,3,4:34.0,B. Beal misses 2-pt jump shot from 19 ft,,51,63
290,3,4:32.0,,Defensive rebound by S. Curry,51,63
291,3,4:24.0,,S. Curry makes 3-pt jump shot from 25 ft,51,66
292,3,3:59.0,M. Webster misses 2-pt jump shot from 17 ft,,51,66
293,3,3:59.0,Offensive rebound by M. Webster,,51,66
294,3,3:59.0,M. Webster misses 2-pt tip-in from 17 ft,,51,66
295,3,3:59.0,,Defensive rebound by Team,51,66
296,3,3:59.0,K. Séraphin enters the game for M. Gortat,,51,66
297,3,3:59.0,,D. Lee enters the game for D. Green,51,66
298,3,3:37.0,,L. Barbosa misses 2-pt layup from 1 ft,51,66
299,3,3:36.0,,Offensive rebound by A. Bogut,51,66
300,3,3:36.0,,A. Bogut makes 2-pt dunk at rim,51,68
301,3,3:18.0,Turnover by D. Gooden (lost ball; steal by H. Barnes),,51,68
302,3,3:09.0,,S. Curry makes 3-pt jump shot from 27 ft (assist by H. Barnes),51,71
303,3,3:09.0,Washington full timeout,,51,71
304,3,3:09.0,,A. Iguodala enters the game for H. Barnes,51,71
305,3,2:46.0,J. Wall misses 2-pt jump shot from 20 ft,,51,71
306,3,2:45.0,,Defensive rebound by L. Barbosa,51,71
307,3,2:28.0,,S. Curry makes 3-pt jump shot from 28 ft,51,74
308,3,2:03.0,Shooting foul by S. Curry (drawn by M. Webster),,51,74
309,3,2:03.0,M. Webster misses free throw 1 of 3,,51,74
310,3,2:03.0,Offensive rebound by Team,,51,74
311,3,2:03.0,M. Webster makes free throw 2 of 3,,52,74
312,3,2:03.0,M. Webster makes free throw 3 of 3,,53,74
313,3,1:46.0,,A. Iguodala makes 3-pt jump shot from 25 ft (assist by A. Bogut),53,77
314,3,1:29.0,Shooting foul by A. Bogut (drawn by K. Séraphin),,53,77
315,3,1:29.0,K. Séraphin misses free throw 1 of 2,,53,77
316,3,1:29.0,Offensive rebound by Team,,53,77
317,3,1:29.0,,M. Speights enters the game for A. Bogut,53,77
318,3,1:29.0,K. Séraphin makes free throw 2 of 2,,54,77
319,3,1:19.0,,S. Curry misses 2-pt jump shot from 19 ft,54,77
320,3,1:16.0,Defensive rebound by K. Séraphin,,54,77
321,3,1:02.0,K. Séraphin makes 2-pt hook shot from 12 ft,,56,77
322,3,0:46.0,,M. Speights makes 2-pt jump shot from 5 ft (assist by S. Curry),56,79
323,3,0:25.0,J. Wall misses 3-pt jump shot from 25 ft,,56,79
324,3,0:25.0,Offensive rebound by Team,,56,79
325,3,0:25.0,,Loose ball foul by D. Lee (drawn by D. Gooden),56,79
326,3,0:25.0,D. Gooden makes free throw 1 of 2,,57,79
327,3,0:25.0,D. Gooden misses free throw 2 of 2,,57,79
328,3,0:24.0,,Defensive rebound by A. Iguodala,57,79
329,3,0:06.0,,Personal foul by J. Wall (drawn by S. Curry),57,79
330,3,0:06.0,,Golden State full timeout,57,79
331,3,0:04.0,,Shooting foul by M. Webster (drawn by A. Iguodala),57,79
332,3,0:04.0,,A. Iguodala makes free throw 1 of 2,57,80
333,3,0:04.0,,D. Green enters the game for D. Lee,57,80
334,3,0:04.0,,A. Iguodala makes free throw 2 of 2,57,81
335,3,0:01.0,J. Wall misses 3-pt jump shot from 49 ft,,57,81
336,3,0:00.0,Offensive rebound by Team,,57,81
337,4,11:42.0,,A. Iguodala misses 3-pt jump shot from 23 ft,57,81
338,4,11:41.0,Defensive rebound by K. Séraphin,,57,81
339,4,11:16.0,N. Hilário misses 2-pt hook shot from 3 ft,,57,81
340,4,11:15.0,,Defensive rebound by D. Lee,57,81
341,4,11:10.0,,Personal foul by M. Webster (drawn by A. Iguodala),57,81
342,4,11:03.0,,M. Speights misses 2-pt jump shot from 17 ft,57,81
343,4,11:02.0,Defensive rebound by K. Séraphin,,57,81
344,4,10:39.0,K. Séraphin misses 2-pt jump shot from 18 ft,,57,81
345,4,10:38.0,,Defensive rebound by M. Speights,57,81
346,4,10:31.0,,D. Lee makes 2-pt hook shot from 7 ft (assist by A. Iguodala),57,83
347,4,10:14.0,Turnover by R. Sessions (bad pass),,57,83
348,4,10:02.0,,D. Lee makes 2-pt jump shot from 7 ft (assist by S. Livingston),57,85
349,4,9:43.0,R. Sessions misses 2-pt layup from 2 ft,,57,85
350,4,9:42.0,,Defensive rebound by D. Lee,57,85
351,4,9:39.0,,Shooting foul by J. Wall (drawn by M. Speights),57,85
352,4,9:39.0,Washington full timeout,,57,85
353,4,9:39.0,P. Pierce enters the game for M. Webster,,57,85
354,4,9:39.0,B. Beal enters the game for J. Wall,,57,85
355,4,9:39.0,,B. Rush enters the game for L. Barbosa,57,85
356,4,9:39.0,,M. Speights makes free throw 1 of 2,57,86
357,4,9:39.0,,M. Speights makes free throw 2 of 2,57,87
358,4,9:16.0,K. Séraphin makes 2-pt jump shot from 6 ft,,59,87
359,4,8:53.0,,B. Rush makes 3-pt jump shot from 28 ft (assist by M. Speights),59,90
360,4,8:37.0,R. Sessions misses 3-pt jump shot from 24 ft,,59,90
361,4,8:36.0,,Defensive rebound by D. Lee,59,90
362,4,8:23.0,,A. Iguodala misses 3-pt jump shot from 27 ft,59,90
363,4,8:22.0,Defensive rebound by R. Sessions,,59,90
364,4,8:13.0,Shooting foul by D. Lee (drawn by K. Séraphin),,59,90
365,4,8:13.0,K. Séraphin makes free throw 1 of 2,,60,90
366,4,8:13.0,,F. Ezeli enters the game for M. Speights,60,90
367,4,8:13.0,K. Séraphin makes free throw 2 of 2,,61,90
368,4,7:53.0,,B. Rush misses 2-pt jump shot from 13 ft,61,90
369,4,7:52.0,Defensive rebound by Team,,61,90
370,4,7:33.0,B. Beal makes 2-pt jump shot from 14 ft,,63,90
371,4,7:10.0,,A. Iguodala makes 3-pt jump shot from 23 ft,63,93
372,4,6:58.0,Shooting foul by F. Ezeli (drawn by B. Beal),,63,93
373,4,6:58.0,B. Beal misses free throw 1 of 2,,63,93
374,4,6:58.0,Offensive rebound by Team,,63,93
375,4,6:58.0,D. Blair enters the game for N. Hilário,,63,93
376,4,6:58.0,B. Beal makes free throw 2 of 2,,64,93
377,4,6:44.0,,F. Ezeli misses 2-pt jump shot from 4 ft (block by K. Séraphin),64,93
378,4,6:42.0,Defensive rebound by D. Blair,,64,93
379,4,6:39.0,R. Sessions makes 2-pt layup from 1 ft,,66,93
380,4,6:26.0,,S. Livingston misses 2-pt jump shot from 14 ft,66,93
381,4,6:25.0,,Offensive rebound by A. Iguodala,66,93
382,4,6:11.0,,S. Livingston makes 2-pt hook shot from 5 ft (assist by D. Lee),66,95
383,4,5:55.0,B. Beal misses 3-pt jump shot from 25 ft,,66,95
384,4,5:52.0,,Defensive rebound by D. Lee,66,95
385,4,5:42.0,,F. Ezeli misses 2-pt jump shot from 16 ft,66,95
386,4,5:41.0,Defensive rebound by D. Blair,,66,95
387,4,5:37.0,Shooting foul by F. Ezeli (drawn by K. Séraphin),,66,95
388,4,5:37.0,Official timeout,,66,95
389,4,5:37.0,O. Porter enters the game for B. Beal,,66,95
390,4,5:37.0,T. Murry enters the game for P. Pierce,,66,95
391,4,5:37.0,,J. Holiday enters the game for A. Iguodala,66,95
392,4,5:37.0,K. Séraphin makes free throw 1 of 2,,67,95
393,4,5:37.0,K. Séraphin misses free throw 2 of 2,,67,95
394,4,5:36.0,,Defensive rebound by F. Ezeli,67,95
