,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,TORONTO_ACTION,MINNESOTA_SCORE,TORONTO_SCORE
43,1,6:14.0,A. Wiggins misses 2-pt hook shot from 3 ft,,11,15
44,1,6:13.0,,Defensive rebound by J. Valančiūnas,11,15
45,1,6:08.0,,Shooting foul by R. Rubio (drawn by D. DeRozan),11,15
46,1,6:08.0,,D. DeRozan makes free throw 1 of 2,11,16
47,1,6:08.0,,D. DeRozan makes free throw 2 of 2,11,17
48,1,5:52.0,Personal foul by T. Ross (drawn by K. Martin),,11,17
49,1,5:38.0,G. Dieng misses 2-pt hook shot from 6 ft,,11,17
50,1,5:36.0,,Defensive rebound by J. Valančiūnas,11,17
51,1,5:29.0,,T. Ross misses 3-pt jump shot from 27 ft,11,17
52,1,5:28.0,Defensive rebound by A. Payne,,11,17
53,1,5:22.0,Personal foul by J. Valančiūnas (drawn by G. Dieng),,11,17
54,1,5:22.0,C. Budinger enters the game for A. Payne,,11,17
55,1,5:22.0,,P. Patterson enters the game for A. Johnson,11,17
56,1,5:16.0,Turnover by G. Dieng (traveling),,11,17
57,1,4:51.0,,J. Valančiūnas misses 2-pt layup from 1 ft (block by G. Dieng),11,17
58,1,4:49.0,Defensive rebound by G. Dieng,,11,17
59,1,4:45.0,C. Budinger misses 2-pt layup from 2 ft,,11,17
60,1,4:44.0,Offensive rebound by A. Wiggins,,11,17
61,1,4:38.0,A. Wiggins makes 2-pt layup from 1 ft,,13,17
62,1,4:27.0,,Shooting foul by A. Wiggins (drawn by D. DeRozan),13,17
63,1,4:27.0,,D. DeRozan makes free throw 1 of 2,13,18
64,1,4:27.0,Z. LaVine enters the game for A. Wiggins,,13,18
65,1,4:27.0,L. Brown enters the game for R. Rubio,,13,18
66,1,4:27.0,,D. DeRozan makes free throw 2 of 2,13,19
67,1,4:12.0,K. Martin makes 3-pt jump shot from 26 ft (assist by L. Brown),,16,19
68,1,3:55.0,,T. Ross misses 3-pt jump shot from 25 ft,16,19
69,1,3:54.0,Defensive rebound by C. Budinger,,16,19
70,1,3:41.0,Turnover by G. Dieng (bad pass; steal by P. Patterson),,16,19
71,1,3:32.0,,Turnover by J. Valančiūnas (3 sec),16,19
72,1,3:32.0,,L. Williams enters the game for T. Ross,16,19
73,1,3:22.0,C. Budinger misses 3-pt jump shot from 26 ft,,16,19
74,1,3:21.0,,Defensive rebound by K. Lowry,16,19
75,1,3:15.0,,Shooting foul by Z. LaVine (drawn by K. Lowry),16,19
76,1,3:15.0,,K. Lowry makes free throw 1 of 2,16,20
77,1,3:15.0,,K. Lowry makes free throw 2 of 2,16,21
78,1,3:06.0,Z. LaVine misses 2-pt jump shot from 18 ft,,16,21
79,1,3:05.0,,Defensive rebound by J. Valančiūnas,16,21
80,1,2:59.0,,Shooting foul by Z. LaVine (drawn by L. Williams),16,21
81,1,2:59.0,,Toronto full timeout,16,21
82,1,2:59.0,,G. Vásquez enters the game for J. Valančiūnas,16,21
83,1,2:59.0,,T. Hansbrough enters the game for K. Lowry,16,21
84,1,2:59.0,,L. Williams makes free throw 1 of 2,16,22
85,1,2:59.0,,L. Williams makes free throw 2 of 2,16,23
86,1,2:48.0,K. Martin makes 2-pt jump shot from 5 ft (assist by L. Brown),,18,23
87,1,2:30.0,,T. Hansbrough makes 2-pt layup from 2 ft (assist by P. Patterson),18,25
88,1,2:19.0,Personal foul by G. Vásquez (drawn by K. Martin),,18,25
89,1,2:19.0,K. Martin makes free throw 1 of 2,,19,25
90,1,2:19.0,K. Martin makes free throw 2 of 2,,20,25
91,1,2:08.0,,P. Patterson misses 3-pt jump shot from 26 ft,20,25
92,1,2:08.0,Defensive rebound by K. Martin,,20,25
93,1,1:53.0,K. Martin makes 3-pt jump shot from 24 ft (assist by C. Budinger),,23,25
94,1,1:38.0,,Shooting foul by L. Brown (drawn by D. DeRozan),23,25
95,1,1:38.0,,D. DeRozan makes free throw 1 of 2,23,26
96,1,1:38.0,A. Payne enters the game for G. Dieng,,23,26
97,1,1:38.0,,D. DeRozan makes free throw 2 of 2,23,27
98,1,1:22.0,C. Budinger misses 3-pt jump shot from 26 ft,,23,27
99,1,1:21.0,,Defensive rebound by Team,23,27
100,1,1:21.0,,K. Lowry enters the game for D. DeRozan,23,27
101,1,1:07.0,,G. Vásquez misses 3-pt jump shot from 26 ft,23,27
102,1,1:06.0,Defensive rebound by C. Budinger,,23,27
103,1,0:56.0,K. Martin makes 3-pt jump shot from 26 ft,,26,27
104,1,0:48.0,,L. Williams misses 3-pt jump shot from 25 ft,26,27
105,1,0:47.0,,Offensive rebound by K. Lowry,26,27
106,1,0:46.0,,K. Lowry makes 2-pt layup at rim,26,29
107,1,0:33.0,K. Martin makes 3-pt jump shot from 24 ft (assist by L. Brown),,29,29
108,1,0:28.0,,L. Williams misses 3-pt jump shot from 25 ft,29,29
109,1,0:27.0,Defensive rebound by C. Budinger,,29,29
110,1,0:07.0,C. Budinger makes 3-pt jump shot from 26 ft (assist by L. Brown),,32,29
111,1,0:06.0,Loose ball foul by A. Payne (drawn by T. Hansbrough),,32,29
112,1,0:06.0,,T. Hansbrough makes free throw 1 of 2,32,30
113,1,0:06.0,,T. Hansbrough makes free throw 2 of 2,32,31
114,1,0:06.0,,Violation by Team (delay of game),32,31
115,1,0:01.0,Z. LaVine misses 2-pt jump shot from 12 ft,,32,31
116,1,0:00.0,,Defensive rebound by P. Patterson,32,31
117,1,0:00.0,,Technical foul by K. Lowry,32,31
118,1,0:00.0,Technical foul by C. Budinger,,32,31
119,2,11:40.0,,P. Patterson makes 3-pt jump shot from 22 ft (assist by L. Williams),32,34
120,2,11:20.0,A. Payne misses 2-pt hook shot from 3 ft,,32,34
121,2,11:19.0,,Defensive rebound by G. Vásquez,32,34
122,2,11:11.0,,K. Lowry misses 3-pt jump shot from 25 ft,32,34
123,2,11:09.0,Defensive rebound by A. Payne,,32,34
124,2,10:55.0,A. Payne makes 2-pt layup from 3 ft (assist by L. Brown),,34,34
125,2,10:32.0,,G. Vásquez makes 2-pt layup from 3 ft,34,36
126,2,10:24.0,Shooting foul by G. Vásquez (drawn by K. Martin),,34,36
127,2,10:24.0,K. Martin makes free throw 1 of 2,,35,36
128,2,10:24.0,K. Martin makes free throw 2 of 2,,36,36
129,2,10:10.0,,P. Patterson makes 2-pt jump shot from 7 ft (assist by G. Vásquez),36,38
130,2,9:44.0,Offensive foul by A. Payne (drawn by T. Hansbrough),,36,38
131,2,9:44.0,Turnover by A. Payne (offensive foul),,36,38
132,2,9:32.0,,Turnover by G. Vásquez (bad pass; steal by L. Brown),36,38
133,2,9:27.0,C. Budinger misses 2-pt layup from 1 ft,,36,38
134,2,9:26.0,Offensive rebound by Z. LaVine,,36,38
135,2,9:24.0,Offensive foul by A. Payne (drawn by T. Hansbrough),,36,38
136,2,9:24.0,Turnover by A. Payne (offensive foul),,36,38
137,2,9:24.0,G. Dieng enters the game for L. Brown,,36,38
138,2,9:24.0,A. Wiggins enters the game for A. Payne,,36,38
139,2,9:10.0,,L. Williams misses 3-pt jump shot from 23 ft,36,38
140,2,9:09.0,Defensive rebound by G. Dieng,,36,38
141,2,9:04.0,Turnover by A. Wiggins (offensive foul),,36,38
142,2,9:04.0,,Offensive charge foul by A. Wiggins (drawn by K. Lowry),36,38
143,2,9:04.0,,D. DeRozan enters the game for G. Vásquez,36,38
144,2,9:04.0,L. Brown enters the game for A. Wiggins,,36,38
145,2,8:43.0,,K. Lowry makes 3-pt jump shot from 25 ft (assist by L. Williams),36,41
146,2,8:36.0,Minnesota full timeout,,36,41
147,2,8:18.0,C. Budinger misses 2-pt hook shot from 6 ft,,36,41
148,2,8:17.0,,Defensive rebound by P. Patterson,36,41
149,2,8:11.0,,Turnover by K. Lowry (bad pass; steal by L. Brown),36,41
150,2,8:05.0,L. Brown makes 2-pt layup from 2 ft (assist by Z. LaVine),,38,41
151,2,7:46.0,,P. Patterson makes 2-pt jump shot from 7 ft,38,43
152,2,7:37.0,K. Martin makes 2-pt jump shot from 14 ft,,40,43
153,2,7:24.0,,L. Williams misses 2-pt jump shot from 17 ft,40,43
154,2,7:23.0,,Offensive rebound by T. Hansbrough,40,43
155,2,7:20.0,,T. Hansbrough misses 2-pt layup from 1 ft (block by G. Dieng),40,43
156,2,7:18.0,Defensive rebound by K. Martin,,40,43
157,2,7:03.0,Minnesota full timeout,,40,43
158,2,7:03.0,,A. Johnson enters the game for T. Hansbrough,40,43
159,2,7:03.0,R. Rubio enters the game for Z. LaVine,,40,43
160,2,6:56.0,K. Martin misses 2-pt jump shot from 17 ft,,40,43
161,2,6:55.0,,Defensive rebound by D. DeRozan,40,43
162,2,6:44.0,,A. Johnson misses 2-pt hook shot from 5 ft,40,43
163,2,6:43.0,Defensive rebound by G. Dieng,,40,43
164,2,6:36.0,Turnover by R. Rubio (bad pass; steal by D. DeRozan),,40,43
165,2,6:28.0,,Turnover by P. Patterson (lost ball; steal by R. Rubio),40,43
166,2,6:23.0,C. Budinger makes 2-pt layup at rim (assist by R. Rubio),,42,43
167,2,6:07.0,,P. Patterson makes 3-pt jump shot from 26 ft (assist by D. DeRozan),42,46
168,2,5:38.0,C. Budinger misses 3-pt jump shot from 22 ft,,42,46
169,2,5:37.0,,Defensive rebound by K. Lowry,42,46
170,2,5:27.0,,K. Lowry misses 3-pt jump shot from 26 ft,42,46
171,2,5:26.0,Defensive rebound by K. Martin,,42,46
172,2,5:20.0,K. Martin misses 2-pt layup from 3 ft (block by P. Patterson),,42,46
173,2,5:20.0,Offensive rebound by Team,,42,46
174,2,5:20.0,Official timeout,,42,46
175,2,5:20.0,,T. Ross enters the game for P. Patterson,42,46
176,2,5:20.0,,J. Johnson enters the game for L. Williams,42,46
177,2,5:20.0,Z. LaVine enters the game for C. Budinger,,42,46
178,2,5:18.0,Turnover by K. Martin (lost ball),,42,46
179,2,5:01.0,,Turnover by A. Johnson (lost ball; steal by L. Brown),42,46
180,2,4:56.0,L. Brown makes 2-pt layup at rim (assist by R. Rubio),,44,46
181,2,4:34.0,,D. DeRozan misses 2-pt jump shot from 17 ft,44,46
182,2,4:33.0,Defensive rebound by R. Rubio,,44,46
183,2,4:18.0,L. Brown makes 2-pt jump shot from 13 ft,,46,46
184,2,4:01.0,,A. Johnson makes 2-pt jump shot from 17 ft (assist by K. Lowry),46,48
185,2,3:43.0,Offensive foul by G. Dieng (drawn by A. Johnson),,46,48
186,2,3:43.0,Turnover by G. Dieng (offensive foul),,46,48
187,2,3:43.0,,G. Vásquez enters the game for K. Lowry,46,48
188,2,3:30.0,,G. Vásquez misses 3-pt jump shot from 25 ft (block by K. Martin),46,48
189,2,3:28.0,Defensive rebound by L. Brown,,46,48
190,2,3:22.0,Turnover by K. Martin (traveling),,46,48
191,2,3:09.0,,D. DeRozan misses 2-pt jump shot from 15 ft,46,48
192,2,3:08.0,Defensive rebound by Team,,46,48
193,2,3:08.0,C. Budinger enters the game for Z. LaVine,,46,48
194,2,3:01.0,Personal block foul by G. Vásquez (drawn by R. Rubio),,46,48
195,2,2:49.0,G. Dieng makes 2-pt hook shot from 7 ft,,48,48
196,2,2:29.0,,G. Vásquez misses 2-pt jump shot from 6 ft,48,48
197,2,2:28.0,Defensive rebound by C. Budinger,,48,48
198,2,2:24.0,K. Martin misses 2-pt layup from 1 ft (block by J. Johnson),,48,48
199,2,2:21.0,Offensive rebound by L. Brown,,48,48
200,2,2:19.0,L. Brown makes 2-pt layup from 1 ft,,50,48
201,2,2:15.0,,Toronto full timeout,50,48
202,2,2:00.0,,D. DeRozan misses 2-pt jump shot from 15 ft,50,48
203,2,1:59.0,Defensive rebound by K. Martin,,50,48
204,2,1:44.0,K. Martin misses 3-pt jump shot from 26 ft,,50,48
205,2,1:43.0,,Defensive rebound by J. Johnson,50,48
206,2,1:35.0,,G. Vásquez makes 3-pt jump shot from 24 ft (assist by J. Johnson),50,51
207,2,1:16.0,,L. Williams enters the game for G. Vásquez,50,51
208,2,1:14.0,Personal foul by J. Johnson (drawn by K. Martin),,50,51
209,2,1:11.0,,Violation by L. Williams (kicked ball),50,51
210,2,1:00.0,C. Budinger makes 2-pt layup from 3 ft,,52,51
211,2,0:52.0,,L. Williams makes 3-pt jump shot from 25 ft (assist by D. DeRozan),52,54
212,2,0:38.0,K. Martin misses 2-pt jump shot from 10 ft,,52,54
213,2,0:36.0,,Defensive rebound by D. DeRozan,52,54
214,2,0:26.0,,J. Johnson misses 2-pt layup from 3 ft,52,54
215,2,0:25.0,Defensive rebound by G. Dieng,,52,54
216,2,0:04.0,G. Dieng misses 2-pt jump shot from 4 ft,,52,54
217,2,0:01.0,Offensive rebound by C. Budinger,,52,54
218,2,0:01.0,C. Budinger makes 2-pt tip-in at rim,,54,54
219,3,11:41.0,,Turnover by K. Lowry (bad pass),54,54
220,3,11:28.0,Shooting foul by K. Lowry (drawn by A. Wiggins),,54,54
221,3,11:28.0,A. Wiggins makes free throw 1 of 2,,55,54
222,3,11:28.0,A. Wiggins misses free throw 2 of 2,,55,54
223,3,11:26.0,,Defensive rebound by A. Johnson,55,54
224,3,11:08.0,,D. DeRozan misses 2-pt jump shot from 21 ft,55,54
225,3,11:07.0,,Offensive rebound by J. Valančiūnas,55,54
226,3,10:58.0,,J. Valančiūnas makes 2-pt hook shot from 6 ft,55,56
227,3,10:36.0,A. Wiggins misses 3-pt jump shot from 29 ft,,55,56
228,3,10:35.0,Offensive rebound by K. Martin,,55,56
229,3,10:30.0,K. Martin misses 3-pt jump shot from 25 ft,,55,56
230,3,10:29.0,Offensive rebound by Team,,55,56
231,3,10:29.0,,Loose ball foul by J. Valančiūnas (drawn by A. Payne),55,56
232,3,10:14.0,G. Dieng misses 2-pt hook shot from 2 ft,,55,56
233,3,10:13.0,Offensive rebound by Team,,55,56
234,3,10:11.0,G. Dieng misses 2-pt jump shot from 7 ft,,55,56
235,3,10:10.0,,Defensive rebound by D. DeRozan,55,56
236,3,9:53.0,,T. Ross makes 2-pt jump shot from 8 ft,55,58
237,3,9:32.0,Turnover by G. Dieng (lost ball; steal by A. Johnson),,55,58
238,3,9:26.0,,Shooting foul by R. Rubio (drawn by J. Valančiūnas),55,58
239,3,9:26.0,,J. Valančiūnas misses free throw 1 of 2,55,58
240,3,9:26.0,,Offensive rebound by Team,55,58
241,3,9:26.0,,J. Valančiūnas makes free throw 2 of 2,55,59
242,3,9:10.0,Offensive foul by A. Payne (drawn by T. Ross),,55,59
243,3,9:10.0,Turnover by A. Payne (offensive foul),,55,59
244,3,9:10.0,C. Budinger enters the game for A. Payne,,55,59
245,3,8:59.0,,Offensive foul by J. Valančiūnas (drawn by G. Dieng),55,59
246,3,8:59.0,,Turnover by J. Valančiūnas (offensive foul),55,59
247,3,8:46.0,C. Budinger misses 2-pt jump shot from 5 ft,,55,59
248,3,8:45.0,,Defensive rebound by D. DeRozan,55,59
249,3,8:35.0,,D. DeRozan misses 2-pt jump shot from 8 ft,55,59
250,3,8:35.0,,Offensive rebound by Team,55,59
251,3,8:33.0,,T. Ross makes 2-pt layup from 2 ft (assist by K. Lowry),55,61
252,3,8:16.0,Shooting foul by A. Johnson (drawn by G. Dieng),,55,61
253,3,8:16.0,G. Dieng makes free throw 1 of 2,,56,61
254,3,8:16.0,G. Dieng misses free throw 2 of 2,,56,61
255,3,8:15.0,,Defensive rebound by J. Valančiūnas,56,61
256,3,7:53.0,,J. Valančiūnas makes 2-pt hook shot from 5 ft,56,63
257,3,7:35.0,K. Martin misses 2-pt jump shot from 11 ft,,56,63
258,3,7:34.0,,Defensive rebound by D. DeRozan,56,63
259,3,7:28.0,,J. Valančiūnas makes 2-pt dunk at rim (assist by K. Lowry),56,65
260,3,7:27.0,Minnesota full timeout,,56,65
261,3,7:11.0,C. Budinger makes 2-pt layup from 2 ft (assist by G. Dieng),,58,65
262,3,7:11.0,Shooting foul by A. Johnson (drawn by C. Budinger),,58,65
263,3,7:11.0,C. Budinger misses free throw 1 of 1,,58,65
264,3,7:10.0,Offensive rebound by Team,,58,65
265,3,7:08.0,,Violation by A. Johnson (kicked ball),58,65
266,3,7:01.0,R. Rubio makes 2-pt jump shot from 19 ft,,60,65
267,3,6:44.0,,D. DeRozan makes 3-pt jump shot from 22 ft (assist by K. Lowry),60,68
268,3,6:25.0,C. Budinger makes 2-pt layup from 1 ft (assist by G. Dieng),,62,68
269,3,6:11.0,,K. Lowry misses 3-pt jump shot from 25 ft,62,68
270,3,6:10.0,Defensive rebound by K. Martin,,62,68
271,3,6:05.0,K. Martin makes 2-pt layup from 3 ft,,64,68
272,3,5:42.0,,Shooting foul by C. Budinger (drawn by K. Lowry),64,68
273,3,5:42.0,,K. Lowry makes free throw 1 of 2,64,69
274,3,5:42.0,Z. LaVine enters the game for R. Rubio,,64,69
275,3,5:42.0,,P. Patterson enters the game for A. Johnson,64,69
276,3,5:42.0,,K. Lowry makes free throw 2 of 2,64,70
277,3,5:23.0,K. Martin makes 2-pt jump shot from 14 ft (assist by C. Budinger),,66,70
278,3,5:02.0,,K. Lowry misses 2-pt jump shot from 22 ft,66,70
279,3,5:01.0,Defensive rebound by K. Martin,,66,70
280,3,4:59.0,Personal foul by K. Lowry (drawn by Z. LaVine),,66,70
281,3,4:59.0,Z. LaVine makes free throw 1 of 2,,67,70
282,3,4:59.0,,G. Vásquez enters the game for K. Lowry,67,70
283,3,4:59.0,Z. LaVine misses free throw 2 of 2,,67,70
284,3,4:58.0,,Defensive rebound by J. Valančiūnas,67,70
285,3,4:47.0,,D. DeRozan makes 2-pt jump shot from 4 ft (assist by G. Vásquez),67,72
286,3,4:47.0,,Shooting foul by K. Martin (drawn by D. DeRozan),67,72
287,3,4:47.0,,D. DeRozan makes free throw 1 of 1,67,73
288,3,4:30.0,G. Dieng misses 2-pt jump shot from 20 ft,,67,73
289,3,4:29.0,,Defensive rebound by J. Valančiūnas,67,73
290,3,4:18.0,,D. DeRozan misses 2-pt jump shot from 5 ft,67,73
291,3,4:16.0,,Offensive rebound by J. Valančiūnas,67,73
292,3,4:13.0,,J. Valančiūnas misses 2-pt tip-in from 2 ft,67,73
293,3,4:12.0,Defensive rebound by Z. LaVine,,67,73
294,3,4:09.0,Z. LaVine makes 2-pt dunk at rim,,69,73
295,3,3:37.0,,Turnover by Team (shot clock),69,73
296,3,3:37.0,L. Brown enters the game for K. Martin,,69,73
297,3,3:37.0,,L. Williams enters the game for T. Ross,69,73
298,3,3:29.0,Turnover by Z. LaVine (bad pass; steal by G. Vásquez),,69,73
299,3,3:26.0,,Shooting foul by L. Brown (drawn by D. DeRozan),69,73
300,3,3:26.0,,D. DeRozan makes free throw 1 of 2,69,74
301,3,3:26.0,,D. DeRozan makes free throw 2 of 2,69,75
302,3,3:13.0,L. Brown misses 2-pt jump shot from 6 ft,,69,75
303,3,3:11.0,,Defensive rebound by Team,69,75
304,3,2:48.0,,D. DeRozan misses 2-pt jump shot from 15 ft,69,75
305,3,2:46.0,Defensive rebound by C. Budinger,,69,75
306,3,2:38.0,A. Wiggins misses 2-pt jump shot from 4 ft,,69,75
307,3,2:37.0,Offensive rebound by C. Budinger,,69,75
308,3,2:35.0,C. Budinger makes 2-pt tip-in at rim,,71,75
309,3,2:35.0,,Toronto full timeout,71,75
310,3,2:20.0,,G. Vásquez makes 3-pt jump shot from 23 ft (assist by J. Valančiūnas),71,78
311,3,1:54.0,Z. LaVine makes 2-pt jump shot from 20 ft (assist by G. Dieng),,73,78
312,3,1:38.0,,G. Vásquez misses 2-pt layup from 4 ft,73,78
313,3,1:37.0,,Offensive rebound by J. Valančiūnas,73,78
314,3,1:35.0,,J. Valančiūnas makes 2-pt tip-in at rim,73,80
315,3,1:18.0,A. Wiggins makes 2-pt jump shot from 3 ft,,75,80
316,3,0:55.0,,J. Valančiūnas makes 2-pt hook shot from 3 ft (assist by L. Williams),75,82
317,3,0:40.0,Turnover by A. Wiggins (lost ball; steal by D. DeRozan),,75,82
318,3,0:30.0,,G. Vásquez misses 2-pt jump shot from 16 ft,75,82
319,3,0:28.0,Defensive rebound by Z. LaVine,,75,82
320,3,0:09.0,Turnover by Z. LaVine (dbl dribble),,75,82
321,3,0:00.0,,L. Williams misses 2-pt layup from 5 ft,75,82
322,3,0:00.0,,Offensive rebound by Team,75,82
323,4,11:49.0,Personal foul by A. Johnson (drawn by G. Dieng),,75,82
324,4,11:40.0,K. Martin makes 2-pt jump shot from 8 ft,,77,82
325,4,11:20.0,,T. Ross makes 2-pt jump shot from 14 ft (assist by G. Vásquez),77,84
326,4,10:56.0,Z. LaVine misses 3-pt jump shot from 26 ft,,77,84
327,4,10:55.0,,Defensive rebound by Team,77,84
328,4,10:55.0,A. Payne enters the game for G. Dieng,,77,84
329,4,10:43.0,,L. Williams misses 2-pt jump shot from 17 ft,77,84
330,4,10:42.0,Defensive rebound by A. Payne,,77,84
331,4,10:21.0,K. Martin makes 2-pt jump shot from 12 ft (assist by C. Budinger),,79,84
332,4,10:12.0,,A. Johnson makes 2-pt jump shot from 1 ft (assist by G. Vásquez),79,86
333,4,9:53.0,K. Martin misses 3-pt jump shot from 25 ft,,79,86
334,4,9:53.0,Offensive rebound by Z. LaVine,,79,86
335,4,9:52.0,Z. LaVine misses 2-pt dunk from 1 ft,,79,86
336,4,9:51.0,,Defensive rebound by A. Johnson,79,86
337,4,9:47.0,,Turnover by A. Johnson (bad pass; steal by K. Martin),79,86
338,4,9:40.0,K. Martin makes 2-pt jump shot from 7 ft,,81,86
339,4,9:25.0,,T. Ross makes 3-pt jump shot from 23 ft (assist by A. Johnson),81,89
340,4,9:23.0,Minnesota full timeout,,81,89
341,4,9:23.0,R. Rubio enters the game for Z. LaVine,,81,89
342,4,9:06.0,R. Rubio misses 3-pt jump shot from 26 ft,,81,89
343,4,9:05.0,,Defensive rebound by A. Johnson,81,89
344,4,8:58.0,,A. Johnson makes 2-pt dunk at rim (assist by T. Ross),81,91
345,4,8:33.0,A. Wiggins makes 2-pt jump shot from 14 ft,,83,91
346,4,8:19.0,,Shooting foul by A. Wiggins (drawn by L. Williams),83,91
347,4,8:19.0,,L. Williams misses free throw 1 of 3,83,91
348,4,8:19.0,,Offensive rebound by Team,83,91
349,4,8:19.0,,L. Williams makes free throw 2 of 3,83,92
350,4,8:19.0,,L. Williams misses free throw 3 of 3,83,92
351,4,8:18.0,Defensive rebound by A. Payne,,83,92
352,4,8:04.0,C. Budinger makes 2-pt layup from 1 ft (assist by R. Rubio),,85,92
353,4,7:49.0,,L. Williams misses 2-pt jump shot from 16 ft,85,92
354,4,7:48.0,Defensive rebound by R. Rubio,,85,92
355,4,7:39.0,K. Martin makes 3-pt jump shot from 23 ft (assist by A. Payne),,88,92
356,4,7:30.0,,Toronto full timeout,88,92
357,4,7:30.0,,D. DeRozan enters the game for L. Williams,88,92
358,4,7:22.0,,D. DeRozan misses 2-pt jump shot from 16 ft,88,92
359,4,7:21.0,Defensive rebound by R. Rubio,,88,92
360,4,7:08.0,K. Martin misses 2-pt jump shot from 18 ft,,88,92
361,4,7:07.0,,Defensive rebound by D. DeRozan,88,92
362,4,6:55.0,,P. Patterson makes 3-pt jump shot from 26 ft (assist by G. Vásquez),88,95
363,4,6:37.0,A. Wiggins makes 2-pt jump shot from 18 ft,,90,95
364,4,6:18.0,,P. Patterson misses 3-pt jump shot from 23 ft,90,95
365,4,6:17.0,Defensive rebound by A. Payne,,90,95
366,4,6:04.0,A. Payne misses 2-pt hook shot from 3 ft,,90,95
367,4,6:03.0,Offensive rebound by A. Payne,,90,95
368,4,6:00.0,A. Payne makes 2-pt hook shot from 2 ft,,92,95
369,4,5:41.0,,D. DeRozan misses 2-pt jump shot from 15 ft,92,95
370,4,5:40.0,,Offensive rebound by A. Johnson,92,95
371,4,5:34.0,,A. Johnson misses 2-pt jump shot from 6 ft (block by C. Budinger),92,95
372,4,5:32.0,,Offensive rebound by A. Johnson,92,95
373,4,5:29.0,,G. Vásquez misses 3-pt jump shot from 24 ft,92,95
374,4,5:28.0,Defensive rebound by R. Rubio,,92,95
375,4,5:27.0,Turnover by C. Budinger (traveling),,92,95
376,4,5:27.0,,L. Williams enters the game for T. Ross,92,95
377,4,5:27.0,,J. Valančiūnas enters the game for A. Johnson,92,95
378,4,5:15.0,,Shooting foul by C. Budinger (drawn by D. DeRozan),92,95
379,4,5:15.0,,D. DeRozan makes free throw 1 of 2,92,96
380,4,5:15.0,G. Dieng enters the game for A. Payne,,92,96
