,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,MIAMI_ACTION,MINNESOTA_SCORE,MIAMI_SCORE
389,4,4:09.0,,C. Bosh makes free throw 1 of 2,86,91
390,4,4:09.0,,C. Bosh makes free throw 2 of 2,86,92
391,4,3:55.0,Personal foul by S. Williams (drawn by N. Peković),,86,92
392,4,3:55.0,N. Peković makes free throw 1 of 2,,87,92
393,4,3:55.0,N. Peković makes free throw 2 of 2,,88,92
394,4,3:37.0,,S. Williams misses 3-pt jump shot from 23 ft,88,92
395,4,3:36.0,Defensive rebound by N. Peković,,88,92
396,4,3:25.0,N. Peković misses 2-pt hook shot from 4 ft,,88,92
397,4,3:24.0,Offensive rebound by T. Young,,88,92
398,4,3:23.0,T. Young misses 2-pt tip-in at rim,,88,92
399,4,3:22.0,,Defensive rebound by L. Deng,88,92
400,4,3:15.0,,C. Bosh misses 3-pt jump shot from 24 ft,88,92
401,4,3:14.0,,Offensive rebound by S. Williams,88,92
402,4,3:00.0,,D. Wade makes 2-pt jump shot from 19 ft,88,94
403,4,2:47.0,Personal foul by L. Deng (drawn by K. Martin),,88,94
404,4,2:47.0,K. Martin makes free throw 1 of 2,,89,94
405,4,2:47.0,K. Martin makes free throw 2 of 2,,90,94
406,4,2:25.0,,C. Bosh makes 2-pt jump shot from 16 ft,90,96
407,4,2:09.0,K. Martin misses 3-pt jump shot from 25 ft,,90,96
408,4,2:08.0,,Defensive rebound by S. Williams,90,96
409,4,1:55.0,,D. Wade makes 2-pt dunk at rim,90,98
410,4,1:55.0,Minnesota full timeout,,90,98
411,4,1:38.0,T. Young makes 2-pt hook shot from 8 ft,,92,98
412,4,1:20.0,,D. Wade makes 2-pt layup from 1 ft,92,100
413,4,1:06.0,N. Peković misses 2-pt layup from 2 ft,,92,100
414,4,1:05.0,,Defensive rebound by C. Bosh,92,100
415,4,0:48.0,,D. Wade misses 2-pt jump shot from 18 ft,92,100
416,4,0:47.0,Defensive rebound by N. Peković,,92,100
417,4,0:37.0,Turnover by M. Williams (bad pass; steal by D. Wade),,92,100
418,4,0:16.0,,Shooting foul by N. Peković (drawn by C. Bosh),92,100
419,4,0:16.0,,C. Bosh makes free throw 1 of 2,92,101
420,4,0:16.0,,C. Bosh makes free throw 2 of 2,92,102
421,4,0:09.0,K. Martin misses 3-pt jump shot from 24 ft,,92,102
422,4,0:08.0,,Defensive rebound by C. Bosh,92,102
