,QUARTER,TIME_REMAINING,DENVER_ACTION,ATLANTA_ACTION,DENVER_SCORE,ATLANTA_SCORE
386,4,6:59.0,Loose ball foul by J. Hickson (drawn by M. Scott),,71,84
387,4,6:59.0,D. Arthur enters the game for J. Hickson,,71,84
388,4,6:59.0,A. Afflalo enters the game for G. Harris,,71,84
389,4,6:45.0,,M. Scott misses 2-pt jump shot from 13 ft,71,84
390,4,6:43.0,,Offensive rebound by T. Sefolosha,71,84
391,4,6:29.0,,M. Scott misses 2-pt jump shot from 13 ft,71,84
392,4,6:27.0,Defensive rebound by D. Gallinari,,71,84
393,4,6:20.0,D. Arthur misses 2-pt dunk at rim (block by A. Horford),,71,84
394,4,6:20.0,,Defensive rebound by Team,71,84
395,4,6:09.0,,J. Teague misses 2-pt jump shot from 12 ft,71,84
396,4,6:08.0,,Offensive rebound by J. Teague,71,84
397,4,6:00.0,,Turnover by T. Sefolosha (lost ball; steal by D. Arthur),71,84
398,4,5:53.0,A. Gee makes 2-pt jump shot from 4 ft,,73,84
399,4,5:46.0,,Atlanta full timeout,73,84
400,4,5:46.0,,P. Millsap enters the game for T. Sefolosha,73,84
401,4,5:46.0,,D. Carroll enters the game for M. Scott,73,84
402,4,5:46.0,W. Chandler enters the game for D. Gallinari,,73,84
403,4,5:32.0,,D. Carroll misses 3-pt jump shot from 25 ft,73,84
404,4,5:31.0,Defensive rebound by A. Gee,,73,84
405,4,5:24.0,Turnover by A. Afflalo (lost ball; steal by D. Carroll),,73,84
406,4,5:03.0,,P. Millsap misses 2-pt jump shot from 15 ft,73,84
407,4,5:01.0,Defensive rebound by T. Lawson,,73,84
408,4,4:57.0,T. Lawson misses 2-pt layup from 1 ft (block by A. Horford),,73,84
409,4,4:57.0,Offensive rebound by Team,,73,84
410,4,4:53.0,Personal foul by D. Carroll (drawn by A. Afflalo),,73,84
411,4,4:41.0,A. Gee misses 2-pt jump shot from 18 ft,,73,84
412,4,4:39.0,Offensive rebound by W. Chandler,,73,84
413,4,4:35.0,A. Afflalo misses 3-pt jump shot from 23 ft,,73,84
414,4,4:34.0,Offensive rebound by D. Arthur,,73,84
415,4,4:31.0,D. Arthur misses 2-pt layup at rim,,73,84
416,4,4:30.0,Offensive rebound by A. Gee,,73,84
417,4,4:30.0,A. Gee makes 2-pt tip-in at rim,,75,84
418,4,4:14.0,,J. Teague makes 3-pt jump shot from 24 ft (assist by D. Carroll),75,87
419,4,3:54.0,W. Chandler makes 3-pt jump shot from 24 ft (assist by A. Gee),,78,87
420,4,3:42.0,,Turnover by K. Korver (bad pass; steal by T. Lawson),78,87
421,4,3:37.0,A. Afflalo misses 2-pt layup from 1 ft,,78,87
422,4,3:35.0,Offensive rebound by W. Chandler,,78,87
423,4,3:35.0,W. Chandler makes 2-pt tip-in at rim,,80,87
424,4,3:13.0,,K. Korver makes 3-pt jump shot from 26 ft (assist by J. Teague),80,90
425,4,2:55.0,A. Afflalo misses 3-pt jump shot from 23 ft,,80,90
426,4,2:53.0,,Defensive rebound by D. Carroll,80,90
427,4,2:38.0,,J. Teague makes 2-pt layup from 1 ft,80,92
428,4,2:38.0,Denver full timeout,,80,92
429,4,2:38.0,G. Harris enters the game for A. Afflalo,,80,92
430,4,2:23.0,G. Harris misses 2-pt layup from 2 ft,,80,92
431,4,2:21.0,Offensive rebound by G. Harris,,80,92
432,4,2:20.0,Turnover by G. Harris (step out of bounds),,80,92
433,4,2:01.0,,Turnover by J. Teague (lost ball; steal by A. Gee),80,92
434,4,1:57.0,A. Gee makes 2-pt layup at rim (assist by D. Arthur),,82,92
435,4,1:42.0,,P. Millsap makes 2-pt jump shot from 8 ft,82,94
436,4,1:33.0,D. Arthur misses 3-pt jump shot from 25 ft,,82,94
437,4,1:31.0,,Defensive rebound by D. Carroll,82,94
438,4,1:10.0,,Personal foul by D. Arthur (drawn by J. Teague),82,94
439,4,1:10.0,,P. Antić enters the game for A. Horford,82,94
440,4,1:10.0,E. Green enters the game for T. Lawson,,82,94
441,4,0:59.0,,J. Teague misses 2-pt layup from 1 ft (block by D. Arthur),82,94
442,4,0:57.0,Defensive rebound by W. Chandler,,82,94
443,4,0:37.0,G. Harris makes 2-pt layup from 1 ft (assist by D. Arthur),,84,94
444,4,0:16.0,,K. Korver makes 2-pt layup at rim (assist by P. Antić),84,96
445,4,0:09.0,E. Green misses 2-pt jump shot from 18 ft,,84,96
446,4,0:08.0,,Defensive rebound by K. Korver,84,96
