,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,NEW ORLEANS_ACTION,SACRAMENTO_SCORE,NEW ORLEANS_SCORE
126,2,8:39.0,,N. Cole makes 2-pt jump shot from 19 ft,26,29
127,2,8:19.0,Turnover by A. Miller (bad pass; steal by A. Ajinça),,26,29
128,2,8:13.0,,D. Cunningham makes 2-pt layup from 1 ft (assist by T. Douglas),26,31
129,2,8:06.0,Sacramento full timeout,,26,31
130,2,8:06.0,R. Gay enters the game for N. Stauskas,,26,31
131,2,8:06.0,,Ö. Aşık enters the game for A. Davis,26,31
132,2,8:06.0,,Q. Pondexter enters the game for A. Ajinça,26,31
133,2,7:57.0,D. Williams misses 2-pt jump shot from 3 ft,,26,31
134,2,7:56.0,,Defensive rebound by Ö. Aşık,26,31
135,2,7:51.0,,T. Douglas misses 2-pt jump shot from 3 ft,26,31
136,2,7:47.0,Defensive rebound by J. Thompson,,26,31
137,2,7:44.0,A. Miller makes 2-pt layup from 1 ft (assist by D. Williams),,28,31
138,2,7:17.0,,T. Douglas misses 3-pt jump shot from 25 ft,28,31
139,2,7:15.0,,Offensive rebound by Ö. Aşık,28,31
140,2,6:51.0,,Q. Pondexter makes 3-pt jump shot from 25 ft (assist by T. Douglas),28,34
141,2,6:33.0,R. Gay makes 2-pt jump shot from 18 ft,,30,34
142,2,6:11.0,,Q. Pondexter makes 2-pt jump shot from 3 ft,30,36
143,2,5:55.0,D. Williams misses 2-pt layup from 1 ft,,30,36
144,2,5:53.0,,Defensive rebound by Ö. Aşık,30,36
145,2,5:42.0,,Turnover by Ö. Aşık (bad pass),30,36
146,2,5:42.0,Official timeout,,30,36
147,2,5:42.0,,L. Babbitt enters the game for T. Douglas,30,36
148,2,5:40.0,B. McLemore enters the game for R. Evans,,30,36
149,2,5:21.0,B. McLemore misses 2-pt jump shot from 17 ft,,30,36
150,2,5:19.0,,Defensive rebound by N. Cole,30,36
151,2,5:04.0,,Q. Pondexter misses 2-pt jump shot from 9 ft (block by R. Gay),30,36
152,2,5:04.0,,Offensive rebound by Team,30,36
153,2,5:04.0,R. McCallum enters the game for A. Miller,,30,36
154,2,5:04.0,D. Cousins enters the game for J. Thompson,,30,36
155,2,4:58.0,,L. Babbitt misses 2-pt jump shot from 13 ft,30,36
156,2,4:56.0,,Offensive rebound by L. Babbitt,30,36
157,2,4:42.0,,Ö. Aşık makes 2-pt dunk at rim (assist by Q. Pondexter),30,38
158,2,4:19.0,D. Cousins makes 2-pt jump shot from 15 ft,,32,38
159,2,4:00.0,,L. Babbitt misses 2-pt jump shot from 4 ft,32,38
160,2,3:59.0,,Offensive rebound by Ö. Aşık,32,38
161,2,3:59.0,,Shooting foul by D. Cousins (drawn by Ö. Aşık),32,38
162,2,3:59.0,,Ö. Aşık makes free throw 1 of 2,32,39
163,2,3:59.0,O. Casspi enters the game for D. Williams,,32,39
164,2,3:59.0,,Ö. Aşık makes free throw 2 of 2,32,40
165,2,3:34.0,R. McCallum misses 2-pt jump shot from 16 ft,,32,40
166,2,3:33.0,,Defensive rebound by Ö. Aşık,32,40
167,2,3:21.0,,Q. Pondexter misses 3-pt jump shot from 25 ft,32,40
168,2,3:21.0,Defensive rebound by D. Cousins,,32,40
169,2,3:13.0,Personal foul by Q. Pondexter (drawn by R. Gay),,32,40
170,2,3:13.0,,A. Davis enters the game for L. Babbitt,32,40
171,2,3:13.0,,T. Evans enters the game for N. Cole,32,40
172,2,3:08.0,R. Gay misses 3-pt jump shot from 25 ft,,32,40
173,2,3:07.0,,Defensive rebound by Ö. Aşık,32,40
174,2,2:51.0,,A. Davis misses 2-pt jump shot from 6 ft,32,40
175,2,2:50.0,Defensive rebound by D. Cousins,,32,40
176,2,2:40.0,R. Gay misses 2-pt layup from 2 ft (block by A. Davis),,32,40
177,2,2:40.0,Offensive rebound by Team,,32,40
178,2,2:40.0,Shooting foul by T. Evans (drawn by D. Cousins),,32,40
179,2,2:40.0,,New Orleans full timeout,32,40
180,2,2:40.0,,E. Gordon enters the game for D. Cunningham,32,40
181,2,2:40.0,D. Cousins makes free throw 1 of 2,,33,40
182,2,2:40.0,D. Cousins makes free throw 2 of 2,,34,40
183,2,2:25.0,,Q. Pondexter makes 3-pt jump shot from 23 ft (assist by T. Evans),34,43
184,2,2:17.0,D. Cousins makes 2-pt layup from 2 ft,,36,43
185,2,2:02.0,,T. Evans makes 3-pt jump shot from 24 ft (assist by A. Davis),36,46
186,2,1:42.0,D. Cousins misses 2-pt jump shot from 17 ft,,36,46
187,2,1:41.0,,Defensive rebound by T. Evans,36,46
188,2,1:31.0,,Turnover by T. Evans (back court),36,46
189,2,1:11.0,R. Gay makes 2-pt jump shot from 19 ft,,38,46
190,2,0:51.0,,A. Davis misses 2-pt jump shot from 3 ft,38,46
191,2,0:49.0,,Offensive rebound by Ö. Aşık,38,46
192,2,0:45.0,,T. Evans misses 3-pt jump shot from 26 ft,38,46
193,2,0:44.0,Defensive rebound by B. McLemore,,38,46
194,2,0:35.0,O. Casspi misses 2-pt layup from 1 ft,,38,46
195,2,0:34.0,Offensive rebound by D. Cousins,,38,46
196,2,0:34.0,D. Cousins makes 2-pt tip-in at rim,,40,46
197,2,0:20.0,,E. Gordon misses 3-pt jump shot from 22 ft,40,46
198,2,0:19.0,Defensive rebound by R. McCallum,,40,46
199,2,0:06.0,Personal foul by T. Evans (drawn by R. McCallum),,40,46
200,2,0:06.0,,N. Cole enters the game for E. Gordon,40,46
201,2,0:06.0,Sacramento full timeout,,40,46
202,2,0:06.0,,T. Douglas enters the game for T. Evans,40,46
203,2,0:01.0,D. Cousins makes 2-pt dunk at rim,,42,46
204,3,11:50.0,Offensive foul by D. Cousins (drawn by Ö. Aşık),,42,46
205,3,11:50.0,Turnover by D. Cousins (offensive foul),,42,46
206,3,11:37.0,,Shooting foul by O. Casspi (drawn by A. Davis),42,46
207,3,11:37.0,,A. Davis misses free throw 1 of 2,42,46
208,3,11:37.0,,Offensive rebound by Team,42,46
209,3,11:37.0,,A. Davis makes free throw 2 of 2,42,47
210,3,11:23.0,O. Casspi makes 3-pt jump shot from 23 ft (assist by R. Gay),,45,47
211,3,11:22.0,Technical foul by D. Cousins,,45,47
212,3,11:22.0,,A. Davis makes technical free throw,45,48
213,3,11:04.0,,Turnover by E. Gordon (lost ball; steal by B. McLemore),45,48
214,3,10:59.0,R. McCallum makes 2-pt layup from 1 ft (assist by B. McLemore),,47,48
215,3,10:42.0,,Turnover by Q. Pondexter (bad pass; steal by R. Gay),47,48
216,3,10:35.0,B. McLemore makes 3-pt jump shot from 24 ft (assist by D. Cousins),,50,48
217,3,10:35.0,,New Orleans full timeout,50,48
218,3,10:18.0,,Turnover by Q. Pondexter (bad pass; steal by D. Cousins),50,48
219,3,10:06.0,R. Gay makes 2-pt layup from 3 ft,,52,48
220,3,9:42.0,,T. Evans makes 2-pt layup from 1 ft,52,50
221,3,9:30.0,Personal foul by E. Gordon (drawn by B. McLemore),,52,50
222,3,9:16.0,D. Cousins misses 2-pt jump shot from 3 ft (block by A. Davis),,52,50
223,3,9:14.0,Offensive rebound by R. Gay,,52,50
224,3,9:04.0,R. Gay makes 3-pt jump shot from 25 ft,,55,50
225,3,8:44.0,,T. Evans makes 2-pt jump shot from 21 ft,55,52
226,3,8:31.0,Shooting foul by T. Evans (drawn by R. Gay),,55,52
227,3,8:31.0,R. Gay makes free throw 1 of 2,,56,52
228,3,8:31.0,R. Gay makes free throw 2 of 2,,57,52
229,3,8:18.0,,Turnover by A. Davis (bad pass),57,52
230,3,8:13.0,D. Cousins misses 2-pt jump shot from 6 ft,,57,52
231,3,8:11.0,,Defensive rebound by Q. Pondexter,57,52
232,3,8:10.0,,Personal foul by O. Casspi (drawn by Q. Pondexter),57,52
233,3,7:57.0,,A. Davis makes 2-pt jump shot from 13 ft (assist by E. Gordon),57,54
234,3,7:40.0,R. Gay misses 3-pt jump shot from 24 ft,,57,54
235,3,7:39.0,,Defensive rebound by Q. Pondexter,57,54
236,3,7:28.0,,E. Gordon misses 3-pt jump shot from 24 ft,57,54
237,3,7:27.0,,Offensive rebound by A. Davis,57,54
238,3,7:25.0,,A. Davis misses 2-pt layup from 2 ft (block by D. Cousins),57,54
239,3,7:24.0,Defensive rebound by O. Casspi,,57,54
240,3,7:11.0,R. Gay misses 2-pt jump shot from 10 ft,,57,54
241,3,7:10.0,,Defensive rebound by A. Davis,57,54
242,3,7:02.0,,Q. Pondexter makes 3-pt jump shot from 23 ft (assist by T. Evans),57,57
243,3,6:37.0,O. Casspi misses 2-pt layup from 1 ft (block by Ö. Aşık),,57,57
244,3,6:36.0,,Defensive rebound by Ö. Aşık,57,57
245,3,6:30.0,,Q. Pondexter makes 3-pt jump shot from 24 ft (assist by E. Gordon),57,60
246,3,6:30.0,Sacramento full timeout,,57,60
247,3,6:08.0,O. Casspi makes 3-pt jump shot from 25 ft (assist by D. Cousins),,60,60
248,3,5:52.0,,Q. Pondexter misses 3-pt jump shot from 24 ft,60,60
249,3,5:51.0,,Offensive rebound by Team,60,60
250,3,5:34.0,,T. Evans makes 2-pt jump shot from 20 ft,60,62
251,3,5:16.0,D. Cousins misses 2-pt jump shot from 10 ft,,60,62
252,3,5:15.0,,Defensive rebound by Ö. Aşık,60,62
253,3,5:09.0,,A. Davis makes 2-pt dunk at rim (assist by E. Gordon),60,64
254,3,4:49.0,D. Cousins makes 2-pt dunk at rim (assist by R. Gay),,62,64
255,3,4:21.0,,A. Davis makes 2-pt layup from 4 ft (assist by T. Evans),62,66
256,3,4:08.0,R. McCallum misses 2-pt layup from 2 ft,,62,66
257,3,4:07.0,,Defensive rebound by A. Davis,62,66
258,3,3:58.0,N. Stauskas enters the game for B. McLemore,,62,66
259,3,3:50.0,,A. Davis misses 2-pt jump shot from 12 ft,62,66
260,3,3:50.0,Defensive rebound by Team,,62,66
261,3,3:50.0,,Loose ball foul by Ö. Aşık (drawn by D. Cousins),62,66
262,3,3:50.0,,N. Cole enters the game for E. Gordon,62,66
263,3,3:40.0,Shooting foul by A. Davis (drawn by R. Gay),,62,66
264,3,3:40.0,R. Gay makes free throw 1 of 2,,63,66
265,3,3:40.0,,D. Cunningham enters the game for Q. Pondexter,63,66
266,3,3:40.0,R. Gay misses free throw 2 of 2,,63,66
267,3,3:39.0,,Defensive rebound by A. Davis,63,66
268,3,3:24.0,,T. Evans makes 2-pt layup from 2 ft,63,68
269,3,3:08.0,Offensive foul by R. Gay (drawn by A. Davis),,63,68
270,3,3:08.0,Turnover by R. Gay (offensive foul),,63,68
271,3,2:55.0,,T. Evans makes 2-pt jump shot from 20 ft,63,70
272,3,2:35.0,Turnover by D. Cousins (lost ball),,63,70
273,3,2:35.0,J. Thompson enters the game for R. Gay,,63,70
274,3,2:25.0,,N. Cole makes 2-pt jump shot from 13 ft,63,72
275,3,2:09.0,D. Cousins misses 2-pt layup from 2 ft,,63,72
276,3,2:08.0,,Defensive rebound by D. Cunningham,63,72
277,3,1:54.0,A. Miller enters the game for R. McCallum,,63,72
278,3,1:54.0,D. Williams enters the game for O. Casspi,,63,72
279,3,1:44.0,,A. Davis makes 2-pt jump shot from 19 ft (assist by N. Cole),63,74
280,3,1:24.0,Turnover by N. Stauskas (bad pass; steal by T. Evans),,63,74
281,3,1:11.0,,T. Evans misses 2-pt jump shot from 21 ft,63,74
282,3,1:10.0,Defensive rebound by D. Cousins,,63,74
283,3,1:02.0,D. Williams misses 2-pt jump shot from 4 ft (block by A. Davis),,63,74
284,3,1:01.0,,Defensive rebound by D. Cunningham,63,74
285,3,0:54.0,,Personal foul by A. Miller (drawn by Ö. Aşık),63,74
286,3,0:47.0,,N. Cole misses 2-pt jump shot from 17 ft,63,74
287,3,0:46.0,Defensive rebound by J. Thompson,,63,74
288,3,0:42.0,Personal foul by A. Davis (drawn by D. Cousins),,63,74
289,3,0:42.0,D. Cousins misses free throw 1 of 2,,63,74
290,3,0:42.0,Offensive rebound by Team,,63,74
291,3,0:42.0,,T. Douglas enters the game for T. Evans,63,74
292,3,0:42.0,D. Cousins makes free throw 2 of 2,,64,74
293,3,0:30.0,,Turnover by A. Davis (traveling),64,74
294,3,0:30.0,,Violation by Team (delay of game),64,74
295,3,0:11.0,D. Cousins makes 2-pt layup from 2 ft,,66,74
296,4,11:40.0,,A. Davis misses 2-pt jump shot from 7 ft,66,74
297,4,11:38.0,Defensive rebound by D. Cousins,,66,74
298,4,11:14.0,A. Miller makes 2-pt layup from 2 ft,,68,74
299,4,10:50.0,,N. Cole makes 3-pt jump shot from 29 ft (assist by T. Douglas),68,77
300,4,10:31.0,D. Cousins misses 2-pt jump shot from 3 ft (block by A. Ajinça),,68,77
301,4,10:29.0,,Defensive rebound by D. Cunningham,68,77
302,4,10:19.0,,A. Ajinça misses 2-pt jump shot from 6 ft,68,77
303,4,10:18.0,Defensive rebound by J. Thompson,,68,77
304,4,10:15.0,Shooting foul by D. Cunningham (drawn by D. Cousins),,68,77
305,4,10:15.0,D. Cousins misses free throw 1 of 2,,68,77
306,4,10:15.0,Offensive rebound by Team,,68,77
307,4,10:15.0,D. Cousins misses free throw 2 of 2,,68,77
308,4,10:14.0,,Defensive rebound by A. Ajinça,68,77
309,4,9:50.0,,N. Cole makes 2-pt jump shot from 18 ft (assist by T. Douglas),68,79
310,4,9:33.0,Personal foul by A. Ajinça (drawn by D. Cousins),,68,79
311,4,9:33.0,R. Gay enters the game for D. Cousins,,68,79
312,4,9:26.0,N. Stauskas makes 2-pt dunk from 1 ft,,70,79
313,4,9:09.0,,T. Douglas makes 3-pt jump shot from 24 ft (assist by A. Davis),70,82
314,4,8:57.0,Official timeout,,70,82
315,4,8:57.0,,Q. Pondexter enters the game for A. Davis,70,82
316,4,8:52.0,Turnover by A. Miller (bad pass; steal by Q. Pondexter),,70,82
317,4,8:48.0,,D. Cunningham makes 2-pt dunk at rim (assist by T. Douglas),70,84
318,4,8:31.0,R. Gay misses 2-pt jump shot from 21 ft,,70,84
319,4,8:30.0,,Defensive rebound by D. Cunningham,70,84
320,4,8:10.0,,A. Ajinça makes 2-pt layup from 2 ft,70,86
321,4,7:54.0,A. Miller misses 3-pt jump shot from 25 ft,,70,86
322,4,7:53.0,,Defensive rebound by D. Cunningham,70,86
323,4,7:47.0,,T. Douglas makes 2-pt layup from 1 ft,70,88
324,4,7:47.0,Sacramento full timeout,,70,88
325,4,7:47.0,D. Cousins enters the game for D. Williams,,70,88
326,4,7:47.0,R. McCallum enters the game for A. Miller,,70,88
327,4,7:26.0,D. Cousins misses 2-pt jump shot at rim,,70,88
328,4,7:25.0,Offensive rebound by D. Cousins,,70,88
329,4,7:25.0,D. Cousins makes 2-pt tip-in at rim,,72,88
330,4,7:07.0,B. McLemore enters the game for N. Stauskas,,72,88
331,4,7:05.0,,Turnover by A. Ajinça (lost ball; steal by R. McCallum),72,88
332,4,6:53.0,D. Cousins makes 2-pt layup from 3 ft,,74,88
333,4,6:37.0,,D. Cunningham misses 2-pt jump shot from 16 ft,74,88
334,4,6:36.0,Defensive rebound by J. Thompson,,74,88
335,4,6:27.0,R. Gay misses 3-pt jump shot from 25 ft,,74,88
336,4,6:26.0,Offensive rebound by D. Cousins,,74,88
337,4,6:26.0,Shooting foul by A. Ajinça (drawn by D. Cousins),,74,88
338,4,6:26.0,D. Cousins misses free throw 1 of 2,,74,88
339,4,6:26.0,Offensive rebound by Team,,74,88
340,4,6:26.0,,A. Davis enters the game for D. Cunningham,74,88
341,4,6:26.0,,T. Evans enters the game for T. Douglas,74,88
342,4,6:26.0,D. Cousins makes free throw 2 of 2,,75,88
343,4,6:14.0,,A. Davis misses 2-pt layup from 1 ft,75,88
344,4,6:13.0,,Offensive rebound by A. Ajinça,75,88
345,4,6:13.0,,A. Ajinça misses 2-pt tip-in from 1 ft,75,88
346,4,6:08.0,Defensive rebound by D. Cousins,,75,88
347,4,6:04.0,B. McLemore misses 3-pt jump shot from 26 ft,,75,88
348,4,6:03.0,Offensive rebound by R. Gay,,75,88
349,4,6:01.0,R. Gay makes 2-pt jump shot from 10 ft,,77,88
350,4,6:01.0,,New Orleans full timeout,77,88
351,4,6:01.0,,Ö. Aşık enters the game for A. Ajinça,77,88
352,4,5:46.0,,A. Davis makes 2-pt jump shot from 13 ft (assist by T. Evans),77,90
353,4,5:29.0,R. Gay makes 2-pt jump shot from 14 ft,,79,90
354,4,5:08.0,,A. Davis makes 2-pt jump shot from 6 ft (assist by T. Evans),79,92
355,4,4:52.0,R. Gay misses 2-pt jump shot from 6 ft,,79,92
356,4,4:50.0,Offensive rebound by D. Cousins,,79,92
357,4,4:50.0,D. Cousins misses 2-pt tip-in from 2 ft,,79,92
358,4,4:49.0,Offensive rebound by D. Cousins,,79,92
359,4,4:41.0,B. McLemore misses 2-pt jump shot from 16 ft,,79,92
360,4,4:40.0,Offensive rebound by D. Cousins,,79,92
361,4,4:34.0,B. McLemore makes 3-pt jump shot from 27 ft,,82,92
362,4,4:13.0,,N. Cole misses 3-pt jump shot from 25 ft,82,92
363,4,4:13.0,,Offensive rebound by Team,82,92
364,4,4:13.0,,Personal foul by J. Thompson (drawn by N. Cole),82,92
365,4,4:13.0,N. Stauskas enters the game for J. Thompson,,82,92
366,4,4:13.0,,E. Gordon enters the game for N. Cole,82,92
367,4,4:02.0,,T. Evans makes 3-pt jump shot from 25 ft,82,95
368,4,3:42.0,D. Cousins makes 2-pt layup from 2 ft,,84,95
369,4,3:27.0,,Shooting foul by B. McLemore (drawn by T. Evans),84,95
370,4,3:27.0,,T. Evans makes free throw 1 of 2,84,96
371,4,3:27.0,,T. Evans misses free throw 2 of 2,84,96
372,4,3:26.0,Defensive rebound by D. Cousins,,84,96
373,4,3:15.0,Turnover by R. Gay (bad pass),,84,96
374,4,2:55.0,,E. Gordon makes 2-pt jump shot from 11 ft (assist by T. Evans),84,98
375,4,2:33.0,R. Gay misses 2-pt jump shot from 12 ft (block by A. Davis),,84,98
376,4,2:32.0,,Defensive rebound by Q. Pondexter,84,98
377,4,2:32.0,,Personal foul by R. Gay (drawn by A. Davis),84,98
378,4,2:10.0,,Turnover by T. Evans (lost ball; steal by N. Stauskas),84,98
379,4,2:08.0,Shooting foul by A. Davis (drawn by D. Cousins),,84,98
380,4,2:08.0,D. Cousins makes free throw 1 of 2,,85,98
381,4,2:08.0,D. Cousins makes free throw 2 of 2,,86,98
382,4,1:54.0,,Ö. Aşık misses 2-pt layup from 2 ft,86,98
383,4,1:53.0,Defensive rebound by D. Cousins,,86,98
384,4,1:45.0,D. Cousins makes 2-pt layup from 2 ft (assist by R. McCallum),,88,98
