,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,PHOENIX_ACTION,MILWAUKEE_SCORE,PHOENIX_SCORE
386,4,4:47.0,,Defensive rebound by P. Tucker,82,83
387,4,4:38.0,,Personal foul by K. Middleton (drawn by G. Green),82,83
388,4,4:32.0,,E. Bledsoe misses 2-pt layup from 1 ft,82,83
389,4,4:31.0,,Offensive rebound by A. Len,82,83
390,4,4:31.0,,Shooting foul by K. Middleton (drawn by A. Len),82,83
391,4,4:31.0,,A. Len makes free throw 1 of 2,82,84
392,4,4:31.0,,A. Len makes free throw 2 of 2,82,85
393,4,4:13.0,J. Bayless misses 2-pt jump shot from 8 ft,,82,85
394,4,4:12.0,Offensive rebound by Z. Pachulia,,82,85
395,4,4:12.0,Personal foul by E. Bledsoe (drawn by Z. Pachulia),,82,85
396,4,4:07.0,Z. Pachulia makes 2-pt layup from 1 ft,,84,85
397,4,3:42.0,,G. Green misses 3-pt jump shot from 23 ft (block by J. Bayless),84,85
398,4,3:40.0,,Offensive rebound by G. Green,84,85
399,4,3:38.0,,P. Tucker misses 2-pt jump shot from 22 ft,84,85
400,4,3:37.0,Defensive rebound by B. Knight,,84,85
401,4,3:37.0,Personal foul by G. Green (drawn by B. Knight),,84,85
402,4,3:23.0,Z. Pachulia makes 2-pt layup at rim (assist by J. Bayless),,86,85
403,4,3:01.0,,Personal foul by J. Bayless (drawn by G. Green),86,85
404,4,3:01.0,,G. Green makes free throw 1 of 2,86,86
405,4,3:01.0,,G. Green makes free throw 2 of 2,86,87
406,4,2:48.0,Z. Pachulia misses 2-pt jump shot from 6 ft (block by A. Len),,86,87
407,4,2:48.0,Offensive rebound by Team,,86,87
408,4,2:48.0,Milwaukee full timeout,,86,87
409,4,2:45.0,B. Knight misses 3-pt jump shot from 22 ft,,86,87
410,4,2:43.0,Offensive rebound by Team,,86,87
411,4,2:42.0,Z. Pachulia makes 2-pt layup from 1 ft (assist by K. Middleton),,88,87
412,4,2:42.0,Shooting foul by A. Len (drawn by Z. Pachulia),,88,87
413,4,2:42.0,,I. Thomas enters the game for A. Len,88,87
414,4,2:42.0,Z. Pachulia misses free throw 1 of 1,,88,87
415,4,2:41.0,,Defensive rebound by M. Morris,88,87
416,4,2:18.0,,E. Bledsoe misses 3-pt jump shot from 23 ft,88,87
417,4,2:16.0,,Offensive rebound by G. Green,88,87
418,4,2:10.0,,G. Green misses 2-pt jump shot from 13 ft,88,87
419,4,2:09.0,Defensive rebound by Z. Pachulia,,88,87
420,4,1:52.0,J. Bayless misses 2-pt layup from 1 ft,,88,87
421,4,1:49.0,,Defensive rebound by E. Bledsoe,88,87
422,4,1:42.0,,Turnover by E. Bledsoe (bad pass; steal by J. Bayless),88,87
423,4,1:27.0,Turnover by B. Knight (bad pass; steal by E. Bledsoe),,88,87
424,4,1:21.0,,I. Thomas misses 3-pt jump shot from 23 ft,88,87
425,4,1:18.0,Defensive rebound by J. Bayless,,88,87
426,4,0:59.0,B. Knight misses 3-pt jump shot from 25 ft,,88,87
427,4,0:56.0,,Defensive rebound by M. Morris,88,87
428,4,0:50.0,,Phoenix full timeout,88,87
429,4,0:42.0,,G. Green makes 3-pt jump shot from 23 ft (assist by M. Morris),88,90
430,4,0:29.0,J. Dudley makes 3-pt jump shot from 24 ft (assist by J. Bayless),,91,90
431,4,0:29.0,,Phoenix full timeout,91,90
432,4,0:24.0,,M. Morris makes 2-pt layup from 1 ft,91,92
433,4,0:08.0,B. Knight makes 2-pt jump shot from 5 ft,,93,92
434,4,0:07.0,,Phoenix full timeout,93,92
435,4,0:04.0,,M. Morris makes 2-pt jump shot from 13 ft (assist by P. Tucker),93,94
436,4,0:04.0,Milwaukee full timeout,,93,94
437,4,0:04.0,,M. Morris enters the game for I. Thomas,93,94
438,4,0:04.0,Milwaukee full timeout,,93,94
439,4,0:04.0,G. Antetokounmpo enters the game for Z. Pachulia,,93,94
440,4,0:00.0,K. Middleton makes 3-pt jump shot from 25 ft (assist by J. Dudley),,96,94
