,QUARTER,TIME_REMAINING,DENVER_ACTION,MILWAUKEE_ACTION,DENVER_SCORE,MILWAUKEE_SCORE
382,4,6:07.0,K. Faried misses 2-pt jump shot from 6 ft,,74,81
383,4,6:06.0,,Defensive rebound by J. Bayless,74,81
384,4,5:53.0,,Z. Pachulia misses 2-pt jump shot from 15 ft,74,81
385,4,5:52.0,Defensive rebound by W. Chandler,,74,81
386,4,5:45.0,Offensive foul by K. Faried (drawn by J. Dudley),,74,81
387,4,5:45.0,Turnover by K. Faried (offensive foul),,74,81
388,4,5:45.0,,Milwaukee full timeout,74,81
389,4,5:45.0,D. Arthur enters the game for K. Faried,,74,81
390,4,5:45.0,R. Foye enters the game for D. Gallinari,,74,81
391,4,5:33.0,,O. Mayo makes 2-pt layup at rim,74,83
392,4,5:13.0,J. Nurkić misses 2-pt hook shot from 1 ft,,74,83
393,4,5:11.0,,Defensive rebound by J. Dudley,74,83
394,4,4:54.0,,J. Dudley misses 2-pt layup at rim,74,83
395,4,4:51.0,Defensive rebound by J. Nurkić,,74,83
396,4,4:49.0,Personal foul by J. Bayless (drawn by D. Arthur),,74,83
397,4,4:49.0,D. Arthur misses free throw 1 of 2,,74,83
398,4,4:49.0,Offensive rebound by Team,,74,83
399,4,4:49.0,D. Arthur makes free throw 2 of 2,,75,83
400,4,4:36.0,,Personal foul by W. Chandler (drawn by O. Mayo),75,83
401,4,4:25.0,,Turnover by T. Ennis (lost ball; steal by J. Nurkić),75,83
402,4,4:20.0,W. Chandler makes 2-pt layup at rim (assist by J. Nurkić),,77,83
403,4,4:11.0,,Milwaukee full timeout,77,83
404,4,4:11.0,,G. Antetokounmpo enters the game for O. Mayo,77,83
405,4,3:57.0,,J. Dudley misses 3-pt jump shot from 26 ft,77,83
406,4,3:56.0,Defensive rebound by J. Nurkić,,77,83
407,4,3:43.0,D. Arthur makes 2-pt jump shot from 5 ft (assist by J. Nelson),,79,83
408,4,3:26.0,,Personal block foul by J. Nurkić (drawn by J. Dudley),79,83
409,4,3:26.0,,J. Dudley misses free throw 1 of 2,79,83
410,4,3:26.0,,Offensive rebound by Team,79,83
411,4,3:26.0,,K. Middleton enters the game for T. Ennis,79,83
412,4,3:26.0,,J. Dudley makes free throw 2 of 2,79,84
413,4,3:09.0,J. Nelson misses 3-pt jump shot from 25 ft (block by J. Bayless),,79,84
414,4,3:07.0,,Defensive rebound by J. Dudley,79,84
415,4,2:49.0,,J. Bayless makes 2-pt jump shot from 17 ft,79,86
416,4,2:29.0,D. Arthur misses 2-pt jump shot from 16 ft,,79,86
417,4,2:28.0,,Defensive rebound by G. Antetokounmpo,79,86
418,4,2:10.0,,J. Bayless misses 2-pt layup at rim (block by D. Arthur),79,86
419,4,2:10.0,,Offensive rebound by Team,79,86
420,4,2:10.0,Denver full timeout,,79,86
421,4,2:07.0,,K. Middleton misses 2-pt jump shot from 13 ft (block by W. Chandler),79,86
422,4,2:04.0,Defensive rebound by R. Foye,,79,86
423,4,1:46.0,R. Foye misses 2-pt layup at rim,,79,86
424,4,1:45.0,,Defensive rebound by G. Antetokounmpo,79,86
425,4,1:24.0,,K. Middleton makes 3-pt jump shot from 24 ft (assist by G. Antetokounmpo),79,89
426,4,1:15.0,Turnover by J. Nelson (lost ball),,79,89
427,4,0:58.0,,K. Middleton misses 3-pt jump shot from 23 ft,79,89
428,4,0:57.0,,Offensive rebound by Z. Pachulia,79,89
429,4,0:52.0,,Offensive foul by K. Middleton (drawn by R. Foye),79,89
430,4,0:52.0,,Turnover by K. Middleton (offensive foul),79,89
431,4,0:52.0,Denver full timeout,,79,89
432,4,0:44.0,W. Chandler misses 3-pt jump shot from 28 ft,,79,89
433,4,0:42.0,,Defensive rebound by Team,79,89
434,4,0:25.0,,J. Bayless misses 2-pt jump shot from 17 ft,79,89
435,4,0:24.0,Defensive rebound by J. Nurkić,,79,89
436,4,0:17.0,R. Foye makes 2-pt layup at rim,,81,89
