,QUARTER,TIME_REMAINING,DENVER_ACTION,OKLAHOMA CITY_ACTION,DENVER_SCORE,OKLAHOMA CITY_SCORE
0,1,11:45.0,,S. Adams makes 2-pt hook shot from 6 ft (assist by A. Roberson),0,2
1,1,11:23.0,A. Afflalo makes 2-pt layup at rim,,2,2
2,1,11:07.0,,Shooting foul by T. Mozgov (drawn by S. Adams),2,2
3,1,11:07.0,,S. Adams misses free throw 1 of 2,2,2
4,1,11:07.0,,Offensive rebound by Team,2,2
5,1,11:07.0,,S. Adams makes free throw 2 of 2,2,3
6,1,10:49.0,K. Faried misses 2-pt layup from 2 ft (block by S. Adams),,2,3
7,1,10:47.0,,Defensive rebound by P. Jones,2,3
8,1,10:33.0,,S. Ibaka makes 2-pt jump shot from 13 ft (assist by P. Jones),2,5
9,1,10:21.0,Shooting foul by S. Ibaka (drawn by K. Faried),,2,5
10,1,10:21.0,K. Faried makes free throw 1 of 2,,3,5
11,1,10:21.0,K. Faried misses free throw 2 of 2,,3,5
12,1,10:21.0,,Defensive rebound by S. Adams,3,5
13,1,10:01.0,,S. Ibaka misses 2-pt hook shot from 4 ft,3,5
14,1,10:00.0,Defensive rebound by T. Mozgov,,3,5
15,1,9:50.0,Personal foul by S. Telfair (drawn by T. Lawson),,3,5
16,1,9:42.0,D. Gallinari misses 2-pt jump shot from 20 ft,,3,5
17,1,9:41.0,,Defensive rebound by A. Roberson,3,5
18,1,9:37.0,,S. Adams makes 2-pt dunk at rim (assist by S. Telfair),3,7
19,1,9:31.0,Denver full timeout,,3,7
20,1,9:19.0,Turnover by T. Mozgov (offensive goaltending),,3,7
21,1,9:10.0,,P. Jones misses 2-pt jump shot from 3 ft (block by T. Mozgov),3,7
22,1,9:10.0,,Offensive rebound by Team,3,7
23,1,9:07.0,,S. Ibaka makes 3-pt jump shot from 24 ft (assist by A. Roberson),3,10
24,1,8:53.0,T. Lawson misses 2-pt jump shot from 14 ft,,3,10
25,1,8:53.0,,Defensive rebound by S. Telfair,3,10
26,1,8:45.0,,S. Ibaka makes 2-pt jump shot from 16 ft (assist by A. Roberson),3,12
27,1,8:32.0,,Violation by A. Roberson (def goaltending),3,12
28,1,8:32.0,T. Mozgov makes 2-pt hook shot from 4 ft,,5,12
29,1,8:16.0,,S. Telfair makes 2-pt jump shot from 16 ft,5,14
