,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,MINNESOTA_ACTION,CLEVELAND_SCORE,MINNESOTA_SCORE
184,2,4:04.0,,A. Wiggins misses 2-pt jump shot from 16 ft,45,36
185,2,4:03.0,Defensive rebound by K. Irving,,45,36
186,2,3:54.0,K. Irving misses 3-pt jump shot from 26 ft,,45,36
187,2,3:53.0,,Defensive rebound by K. Martin,45,36
188,2,3:45.0,,K. Martin misses 3-pt jump shot from 24 ft,45,36
189,2,3:44.0,,Offensive rebound by Team,45,36
190,2,3:44.0,Loose ball foul by T. Thompson (drawn by N. Peković),,45,36
191,2,3:38.0,,A. Wiggins makes 2-pt dunk at rim (assist by N. Peković),45,38
192,2,3:33.0,Turnover by K. Irving (bad pass),,45,38
193,2,3:33.0,,G. Dieng enters the game for N. Peković,45,38
194,2,3:30.0,,Personal foul by J. Smith (drawn by A. Wiggins),45,38
195,2,3:19.0,,T. Young makes 2-pt jump shot from 8 ft (assist by A. Wiggins),45,40
196,2,3:04.0,K. Love misses 3-pt jump shot from 24 ft,,45,40
197,2,3:03.0,,Defensive rebound by L. Brown,45,40
198,2,2:46.0,,A. Wiggins makes 3-pt jump shot from 25 ft,45,43
199,2,2:45.0,Cleveland full timeout,,45,43
200,2,2:45.0,L. James enters the game for J. Smith,,45,43
201,2,2:28.0,K. Irving makes 2-pt layup from 1 ft,,47,43
202,2,2:07.0,,T. Young makes 2-pt jump shot from 6 ft,47,45
203,2,1:55.0,Turnover by K. Irving (lost ball; steal by A. Wiggins),,47,45
204,2,1:51.0,,A. Wiggins makes 2-pt dunk at rim,47,47
205,2,1:29.0,L. James makes 3-pt jump shot from 26 ft (assist by K. Irving),,50,47
206,2,1:09.0,,K. Martin misses 2-pt jump shot from 16 ft,50,47
207,2,1:08.0,Defensive rebound by K. Love,,50,47
208,2,0:59.0,L. James misses 3-pt jump shot from 25 ft,,50,47
209,2,0:57.0,,Defensive rebound by L. Brown,50,47
210,2,0:52.0,,Turnover by L. Brown (bad pass; steal by I. Shumpert),50,47
211,2,0:49.0,Personal foul by T. Young (drawn by L. James),,50,47
212,2,0:38.0,Personal block foul by L. Brown (drawn by K. Irving),,50,47
213,2,0:38.0,K. Irving makes free throw 1 of 2,,51,47
214,2,0:38.0,K. Irving makes free throw 2 of 2,,52,47
215,2,0:24.0,,A. Wiggins makes 2-pt layup from 1 ft,52,49
216,2,0:03.0,K. Love misses 3-pt jump shot from 22 ft,,52,49
217,2,0:02.0,Offensive rebound by T. Thompson,,52,49
218,3,11:46.0,K. Love makes 2-pt layup from 1 ft (assist by L. James),,54,49
219,3,11:28.0,,K. Martin makes 2-pt jump shot from 17 ft (assist by L. Brown),54,51
220,3,11:07.0,L. James makes 2-pt layup from 1 ft,,56,51
221,3,10:52.0,,T. Young misses 2-pt jump shot from 5 ft (block by T. Mozgov),56,51
222,3,10:51.0,,Offensive rebound by T. Young,56,51
223,3,10:50.0,,T. Young makes 2-pt layup at rim,56,53
224,3,10:36.0,T. Mozgov makes 2-pt jump shot from 16 ft (assist by L. James),,58,53
225,3,10:20.0,,N. Peković makes 2-pt layup at rim,58,55
226,3,10:00.0,K. Irving misses 3-pt jump shot from 24 ft,,58,55
227,3,9:59.0,,Defensive rebound by N. Peković,58,55
228,3,9:55.0,,T. Young makes 2-pt layup from 1 ft (assist by K. Martin),58,57
229,3,9:46.0,K. Irving misses 2-pt jump shot from 6 ft,,58,57
230,3,9:45.0,Offensive rebound by T. Mozgov,,58,57
231,3,9:41.0,K. Irving makes 3-pt jump shot from 23 ft (assist by K. Love),,61,57
232,3,9:20.0,,Shooting foul by T. Mozgov (drawn by N. Peković),61,57
233,3,9:20.0,,N. Peković makes free throw 1 of 2,61,58
234,3,9:20.0,,N. Peković makes free throw 2 of 2,61,59
235,3,9:09.0,J. Smith misses 3-pt jump shot from 24 ft,,61,59
236,3,9:07.0,,Defensive rebound by K. Martin,61,59
237,3,8:59.0,,K. Martin misses 2-pt jump shot from 13 ft,61,59
238,3,8:58.0,,Offensive rebound by N. Peković,61,59
239,3,8:57.0,,Shooting foul by T. Mozgov (drawn by N. Peković),61,59
240,3,8:57.0,,N. Peković makes free throw 1 of 2,61,60
241,3,8:57.0,T. Thompson enters the game for T. Mozgov,,61,60
242,3,8:57.0,,N. Peković makes free throw 2 of 2,61,61
243,3,8:36.0,K. Irving makes 3-pt jump shot from 24 ft (assist by L. James),,64,61
244,3,8:20.0,,Turnover by K. Martin (bad pass; steal by J. Smith),64,61
245,3,8:08.0,J. Smith makes 2-pt jump shot from 18 ft,,66,61
246,3,7:41.0,,L. Brown misses 2-pt layup from 2 ft,66,61
247,3,7:40.0,Defensive rebound by K. Love,,66,61
248,3,7:31.0,K. Irving misses 2-pt jump shot from 19 ft,,66,61
249,3,7:29.0,Offensive rebound by L. James,,66,61
250,3,7:23.0,K. Love misses 2-pt jump shot from 7 ft,,66,61
251,3,7:22.0,,Defensive rebound by N. Peković,66,61
252,3,7:10.0,,A. Wiggins makes 2-pt layup from 2 ft (assist by N. Peković),66,63
253,3,7:10.0,,Shooting foul by J. Smith (drawn by A. Wiggins),66,63
254,3,7:10.0,,A. Wiggins makes free throw 1 of 1,66,64
255,3,6:49.0,K. Irving misses 2-pt jump shot from 6 ft,,66,64
256,3,6:46.0,Offensive rebound by K. Irving,,66,64
257,3,6:46.0,K. Irving makes 2-pt tip-in at rim,,68,64
258,3,6:24.0,,N. Peković makes 2-pt jump shot from 3 ft (assist by L. Brown),68,66
259,3,6:15.0,K. Irving misses 3-pt jump shot from 24 ft,,68,66
260,3,6:14.0,,Defensive rebound by N. Peković,68,66
261,3,6:04.0,,N. Peković misses 2-pt layup at rim,68,66
262,3,6:02.0,Defensive rebound by T. Thompson,,68,66
263,3,5:38.0,L. James misses 3-pt jump shot from 25 ft,,68,66
264,3,5:37.0,Offensive rebound by K. Love,,68,66
265,3,5:35.0,K. Love makes 2-pt layup at rim,,70,66
266,3,5:12.0,,Minnesota full timeout,70,66
267,3,5:12.0,I. Shumpert enters the game for L. James,,70,66
268,3,5:08.0,,K. Martin misses 2-pt jump shot from 5 ft,70,66
269,3,5:07.0,Defensive rebound by T. Thompson,,70,66
270,3,4:47.0,J. Smith misses 3-pt jump shot from 25 ft,,70,66
271,3,4:47.0,Offensive rebound by Team,,70,66
272,3,4:47.0,,G. Dieng enters the game for N. Peković,70,66
273,3,4:37.0,J. Smith misses 3-pt jump shot from 25 ft,,70,66
274,3,4:36.0,Offensive rebound by T. Thompson,,70,66
275,3,4:33.0,Turnover by I. Shumpert (bad pass; steal by A. Wiggins),,70,66
276,3,4:10.0,,A. Wiggins misses 2-pt jump shot from 15 ft,70,66
277,3,4:09.0,,Offensive rebound by G. Dieng,70,66
278,3,4:05.0,,K. Martin makes 3-pt jump shot from 24 ft (assist by G. Dieng),70,69
279,3,3:44.0,K. Irving misses 2-pt jump shot from 22 ft,,70,69
280,3,3:43.0,,Defensive rebound by K. Martin,70,69
281,3,3:32.0,,Personal foul by I. Shumpert (drawn by A. Wiggins),70,69
282,3,3:27.0,,A. Wiggins makes 2-pt jump shot from 19 ft (assist by T. Young),70,71
283,3,3:05.0,I. Shumpert misses 3-pt jump shot from 25 ft,,70,71
284,3,3:04.0,,Defensive rebound by T. Young,70,71
285,3,2:58.0,,T. Young makes 2-pt layup at rim (assist by L. Brown),70,73
286,3,2:51.0,Cleveland full timeout,,70,73
287,3,2:51.0,M. Dellavedova enters the game for K. Irving,,70,73
288,3,2:51.0,S. Marion enters the game for K. Love,,70,73
289,3,2:51.0,L. James enters the game for J. Smith,,70,73
290,3,2:40.0,,Violation by L. Brown (kicked ball),70,73
291,3,2:34.0,M. Dellavedova misses 2-pt layup from 1 ft,,70,73
292,3,2:33.0,Offensive rebound by T. Thompson,,70,73
293,3,2:33.0,T. Thompson makes 2-pt tip-in at rim,,72,73
294,3,2:06.0,,A. Wiggins misses 2-pt jump shot from 15 ft,72,73
295,3,2:05.0,,Offensive rebound by G. Dieng,72,73
296,3,2:05.0,,G. Dieng misses 2-pt dunk at rim,72,73
297,3,2:03.0,Defensive rebound by L. James,,72,73
298,3,1:53.0,Turnover by I. Shumpert (bad pass; steal by K. Martin),,72,73
299,3,1:42.0,,Personal foul by L. James (drawn by G. Dieng),72,73
300,3,1:42.0,,G. Dieng makes free throw 1 of 2,72,74
301,3,1:42.0,,A. Bennett enters the game for T. Young,72,74
302,3,1:42.0,,G. Dieng misses free throw 2 of 2,72,74
303,3,1:42.0,Defensive rebound by S. Marion,,72,74
304,3,1:22.0,I. Shumpert makes 2-pt jump shot from 20 ft,,74,74
305,3,1:06.0,,Turnover by A. Bennett (bad pass; steal by I. Shumpert),74,74
306,3,1:00.0,Turnover by I. Shumpert (bad pass; steal by G. Dieng),,74,74
307,3,0:49.0,,A. Wiggins makes 3-pt jump shot from 23 ft (assist by L. Brown),74,77
308,3,0:39.0,L. James makes 2-pt jump shot from 21 ft,,76,77
309,3,0:14.0,,K. Martin makes 2-pt jump shot from 19 ft (assist by G. Dieng),76,79
310,3,0:05.0,Personal take foul by K. Martin (drawn by L. James),,76,79
311,3,0:05.0,,C. Budinger enters the game for L. Brown,76,79
312,3,0:00.0,L. James misses 2-pt jump shot from 14 ft,,76,79
313,3,0:00.0,Offensive rebound by Team,,76,79
314,4,11:43.0,,K. Martin misses 3-pt jump shot from 25 ft,76,79
315,4,11:42.0,Defensive rebound by T. Thompson,,76,79
316,4,11:34.0,L. James misses 3-pt jump shot from 25 ft,,76,79
317,4,11:33.0,,Defensive rebound by A. Bennett,76,79
318,4,11:28.0,,C. Budinger enters the game for K. Martin,76,79
319,4,11:22.0,,A. Wiggins misses 3-pt jump shot from 25 ft,76,79
320,4,11:20.0,,Offensive rebound by G. Dieng,76,79
321,4,11:03.0,,Shooting foul by S. Marion (drawn by G. Dieng),76,79
322,4,11:03.0,,G. Dieng makes free throw 1 of 2,76,80
323,4,11:03.0,,G. Dieng makes free throw 2 of 2,76,81
324,4,10:51.0,L. James makes 2-pt jump shot from 20 ft (assist by S. Marion),,78,81
325,4,10:33.0,,A. Wiggins makes 2-pt layup from 1 ft (assist by G. Dieng),78,83
326,4,10:17.0,Shooting foul by G. Dieng (drawn by T. Thompson),,78,83
327,4,10:17.0,T. Thompson makes free throw 1 of 2,,79,83
328,4,10:17.0,T. Thompson makes free throw 2 of 2,,80,83
329,4,10:02.0,,C. Budinger misses 3-pt jump shot from 25 ft,80,83
330,4,10:00.0,Defensive rebound by Team,,80,83
331,4,9:45.0,M. Dellavedova makes 3-pt jump shot from 24 ft (assist by L. James),,83,83
332,4,9:22.0,,Shooting foul by M. Miller (drawn by C. Budinger),83,83
333,4,9:22.0,,C. Budinger makes free throw 1 of 2,83,84
334,4,9:22.0,,T. Young enters the game for A. Wiggins,83,84
335,4,9:22.0,,C. Budinger makes free throw 2 of 2,83,85
336,4,9:03.0,L. James makes 2-pt dunk at rim,,85,85
337,4,8:40.0,,Turnover by C. Budinger (bad pass; steal by M. Miller),85,85
338,4,8:35.0,Offensive foul by S. Marion (drawn by T. Young),,85,85
339,4,8:35.0,Turnover by S. Marion (offensive foul),,85,85
340,4,8:35.0,,Minnesota full timeout,85,85
341,4,8:35.0,,N. Peković enters the game for G. Dieng,85,85
342,4,8:35.0,K. Love enters the game for S. Marion,,85,85
343,4,8:23.0,,Turnover by C. Budinger (step out of bounds),85,85
344,4,8:09.0,L. James makes 3-pt jump shot from 22 ft,,88,85
345,4,7:51.0,,N. Peković misses 2-pt jump shot from 4 ft (block by T. Thompson),88,85
346,4,7:50.0,,Offensive rebound by Team,88,85
347,4,7:50.0,,A. Wiggins enters the game for C. Budinger,88,85
348,4,7:50.0,,K. Martin enters the game for A. Bennett,88,85
349,4,7:44.0,,T. Young misses 2-pt jump shot from 12 ft,88,85
350,4,7:42.0,Defensive rebound by M. Dellavedova,,88,85
351,4,7:26.0,Shooting foul by N. Peković (drawn by L. James),,88,85
352,4,7:26.0,L. James misses free throw 1 of 2,,88,85
353,4,7:26.0,Offensive rebound by Team,,88,85
354,4,7:26.0,L. James makes free throw 2 of 2,,89,85
355,4,7:05.0,,Turnover by N. Peković (lost ball; steal by M. Miller),89,85
356,4,6:49.0,,Offensive charge foul by K. Love (drawn by T. Young),89,85
357,4,6:49.0,Turnover by K. Love (offensive foul),,89,85
358,4,6:49.0,,Minnesota full timeout,89,85
359,4,6:49.0,,G. Dieng enters the game for N. Peković,89,85
360,4,6:35.0,,K. Martin makes 2-pt jump shot from 14 ft,89,87
361,4,6:22.0,Shooting foul by T. Young (drawn by L. James),,89,87
362,4,6:22.0,L. James makes free throw 1 of 2,,90,87
363,4,6:22.0,K. Irving enters the game for M. Dellavedova,,90,87
364,4,6:22.0,L. James makes free throw 2 of 2,,91,87
365,4,6:10.0,,K. Martin misses 2-pt jump shot from 18 ft,91,87
366,4,6:09.0,Defensive rebound by K. Love,,91,87
367,4,5:53.0,T. Thompson misses 2-pt layup from 2 ft,,91,87
368,4,5:52.0,,Defensive rebound by Team,91,87
369,4,5:37.0,,G. Dieng misses 2-pt layup from 1 ft,91,87
370,4,5:36.0,,Offensive rebound by L. Brown,91,87
371,4,5:32.0,,L. Brown misses 2-pt jump shot from 9 ft,91,87
372,4,5:29.0,Defensive rebound by L. James,,91,87
373,4,5:08.0,L. James makes 3-pt jump shot from 26 ft,,94,87
374,4,5:07.0,,Minnesota full timeout,94,87
375,4,5:07.0,,N. Peković enters the game for G. Dieng,94,87
376,4,5:07.0,M. Dellavedova enters the game for M. Miller,,94,87
377,4,4:48.0,,A. Wiggins misses 2-pt jump shot from 3 ft (block by T. Thompson),94,87
378,4,4:46.0,Defensive rebound by T. Thompson,,94,87
379,4,4:29.0,L. James makes 2-pt jump shot from 21 ft,,96,87
380,4,4:15.0,,K. Martin misses 2-pt jump shot from 16 ft,96,87
381,4,4:14.0,Defensive rebound by K. Irving,,96,87
382,4,4:02.0,L. James misses 3-pt jump shot from 25 ft,,96,87
383,4,4:01.0,,Defensive rebound by L. Brown,96,87
384,4,3:59.0,,Turnover by L. Brown (bad pass; steal by M. Dellavedova),96,87
385,4,3:53.0,K. Love misses 3-pt jump shot from 25 ft,,96,87
386,4,3:52.0,Offensive rebound by L. James,,96,87
387,4,3:37.0,L. James misses 2-pt jump shot from 17 ft,,96,87
388,4,3:35.0,,Defensive rebound by N. Peković,96,87
389,4,3:28.0,,A. Wiggins misses 2-pt jump shot from 12 ft,96,87
390,4,3:26.0,,Offensive rebound by T. Young,96,87
391,4,3:19.0,,N. Peković misses 2-pt jump shot from 5 ft,96,87
392,4,3:18.0,Defensive rebound by L. James,,96,87
393,4,3:17.0,Cleveland full timeout,,96,87
394,4,3:05.0,K. Irving misses 3-pt jump shot from 24 ft,,96,87
395,4,3:04.0,,Defensive rebound by N. Peković,96,87
396,4,2:49.0,,A. Wiggins misses 2-pt jump shot from 21 ft,96,87
397,4,2:47.0,Defensive rebound by T. Thompson,,96,87
398,4,2:28.0,M. Dellavedova makes 3-pt jump shot from 23 ft (assist by K. Irving),,99,87
