,QUARTER,TIME_REMAINING,PORTLAND_ACTION,GOLDEN STATE_ACTION,PORTLAND_SCORE,GOLDEN STATE_SCORE
0,1,11:42.0,,D. Green misses 2-pt jump shot from 22 ft,0,0
1,1,11:41.0,Defensive rebound by N. Batum,,0,0
2,1,11:26.0,L. Aldridge misses 2-pt jump shot from 13 ft,,0,0
3,1,11:25.0,,Defensive rebound by H. Barnes,0,0
4,1,11:13.0,,A. Bogut makes 2-pt dunk at rim (assist by K. Thompson),0,2
5,1,10:55.0,D. Lillard misses 3-pt jump shot from 23 ft,,0,2
6,1,10:54.0,Offensive rebound by L. Aldridge,,0,2
7,1,10:52.0,L. Aldridge misses 2-pt layup from 1 ft,,0,2
8,1,10:49.0,Offensive rebound by R. Lopez,,0,2
9,1,10:49.0,R. Lopez makes 2-pt tip-in at rim,,2,2
10,1,10:43.0,,S. Curry makes 3-pt jump shot from 26 ft,2,5
11,1,10:25.0,R. Lopez misses 2-pt jump shot from 16 ft,,2,5
12,1,10:24.0,,Defensive rebound by D. Green,2,5
13,1,10:20.0,,S. Curry makes 3-pt jump shot from 28 ft (assist by D. Green),2,8
14,1,10:09.0,Shooting foul by S. Curry (drawn by D. Lillard),,2,8
15,1,10:09.0,D. Lillard makes free throw 1 of 2,,3,8
16,1,10:09.0,D. Lillard misses free throw 2 of 2,,3,8
17,1,10:07.0,,Defensive rebound by A. Bogut,3,8
18,1,10:02.0,,S. Curry misses 3-pt jump shot from 25 ft,3,8
19,1,10:01.0,Defensive rebound by D. Lillard,,3,8
20,1,9:47.0,R. Lopez makes 2-pt jump shot from 10 ft (assist by D. Lillard),,5,8
21,1,9:33.0,,K. Thompson misses 2-pt jump shot from 8 ft,5,8
22,1,9:32.0,Defensive rebound by R. Lopez,,5,8
23,1,9:27.0,Personal foul by K. Thompson (drawn by A. Afflalo),,5,8
24,1,9:15.0,Turnover by L. Aldridge (lost ball; steal by K. Thompson),,5,8
25,1,9:00.0,,H. Barnes makes 2-pt dunk at rim (assist by S. Curry),5,10
26,1,8:36.0,D. Lillard misses 3-pt jump shot from 23 ft,,5,10
27,1,8:35.0,,Defensive rebound by H. Barnes,5,10
28,1,8:17.0,,A. Bogut makes 2-pt hook shot from 3 ft (assist by H. Barnes),5,12
29,1,7:56.0,L. Aldridge makes 2-pt hook shot from 7 ft,,7,12
30,1,7:45.0,,K. Thompson makes 2-pt dunk at rim (assist by D. Green),7,14
31,1,7:44.0,Portland full timeout,,7,14
32,1,7:21.0,D. Lillard makes 2-pt jump shot from 17 ft (assist by N. Batum),,9,14
33,1,7:04.0,,D. Green makes 2-pt layup from 2 ft (assist by A. Bogut),9,16
34,1,6:47.0,A. Afflalo makes 2-pt jump shot from 21 ft (assist by D. Lillard),,11,16
35,1,6:36.0,,S. Curry makes 3-pt jump shot from 26 ft,11,19
36,1,6:20.0,D. Lillard misses 3-pt jump shot from 28 ft,,11,19
37,1,6:19.0,Offensive rebound by Team,,11,19
38,1,6:09.0,L. Aldridge makes 2-pt jump shot from 16 ft,,13,19
39,1,5:58.0,,D. Green misses 3-pt jump shot from 25 ft,13,19
40,1,5:57.0,Defensive rebound by A. Afflalo,,13,19
41,1,5:38.0,A. Afflalo makes 2-pt jump shot from 17 ft (assist by L. Aldridge),,15,19
42,1,5:22.0,,A. Bogut makes 2-pt hook shot from 9 ft (assist by S. Curry),15,21
