,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,PHOENIX_ACTION,NEW ORLEANS_SCORE,PHOENIX_SCORE
0,1,11:42.0,E. Gordon makes 2-pt jump shot from 19 ft (assist by D. Cunningham),,2,0
1,1,11:21.0,,M. Morris misses 2-pt jump shot from 16 ft,2,0
2,1,11:19.0,Defensive rebound by T. Evans,,2,0
3,1,11:08.0,E. Gordon misses 3-pt jump shot from 25 ft,,2,0
4,1,11:06.0,,Defensive rebound by M. Morris,2,0
5,1,11:03.0,,P. Tucker makes 2-pt layup at rim (assist by M. Morris),2,2
6,1,10:37.0,Turnover by E. Gordon (bad pass; steal by E. Bledsoe),,2,2
7,1,10:31.0,,Turnover by E. Bledsoe (bad pass; steal by D. Cunningham),2,2
8,1,10:24.0,Turnover by T. Evans (bad pass; steal by M. Morris),,2,2
9,1,10:14.0,,E. Bledsoe misses 3-pt jump shot from 25 ft,2,2
10,1,10:12.0,Defensive rebound by Ö. Aşık,,2,2
11,1,10:03.0,Ö. Aşık makes 2-pt layup from 1 ft (assist by E. Gordon),,4,2
12,1,9:37.0,,M. Morris makes 2-pt jump shot from 14 ft,4,4
13,1,9:18.0,E. Gordon makes 2-pt jump shot from 18 ft (assist by Ö. Aşık),,6,4
14,1,8:54.0,,M. Morris misses 2-pt layup from 1 ft,6,4
15,1,8:51.0,Defensive rebound by Q. Pondexter,,6,4
16,1,8:41.0,E. Gordon misses 2-pt layup at rim,,6,4
17,1,8:37.0,Offensive rebound by Ö. Aşık,,6,4
18,1,8:37.0,Ö. Aşık misses 2-pt tip-in from 1 ft,,6,4
19,1,8:35.0,,Defensive rebound by B. Wright,6,4
20,1,8:30.0,,E. Bledsoe misses 2-pt jump shot from 17 ft,6,4
21,1,8:27.0,Defensive rebound by Ö. Aşık,,6,4
22,1,8:12.0,T. Evans misses 3-pt jump shot from 24 ft,,6,4
23,1,8:11.0,Offensive rebound by Team,,6,4
24,1,8:01.0,E. Gordon makes 2-pt jump shot from 4 ft,,8,4
25,1,7:41.0,,M. Morris misses 2-pt jump shot from 11 ft,8,4
26,1,7:39.0,Defensive rebound by Ö. Aşık,,8,4
27,1,7:30.0,D. Cunningham makes 2-pt jump shot from 16 ft (assist by E. Gordon),,10,4
28,1,7:23.0,,M. Morris makes 2-pt jump shot from 3 ft (assist by E. Bledsoe),10,6
29,1,7:06.0,Q. Pondexter misses 3-pt jump shot from 23 ft,,10,6
30,1,7:03.0,,Defensive rebound by E. Bledsoe,10,6
31,1,6:51.0,,B. Wright makes 2-pt dunk at rim (assist by M. Morris),10,8
32,1,6:27.0,T. Evans makes 2-pt layup from 2 ft (assist by D. Cunningham),,12,8
33,1,6:14.0,,E. Bledsoe misses 2-pt jump shot from 21 ft,12,8
34,1,6:12.0,Defensive rebound by Ö. Aşık,,12,8
35,1,6:01.0,E. Gordon misses 2-pt jump shot from 14 ft,,12,8
36,1,6:00.0,,Defensive rebound by E. Bledsoe,12,8
37,1,5:47.0,,B. Wright makes 2-pt jump shot from 15 ft (assist by M. Morris),12,10
38,1,5:20.0,D. Cunningham misses 2-pt jump shot from 17 ft,,12,10
39,1,5:19.0,,Defensive rebound by E. Bledsoe,12,10
40,1,5:14.0,,M. Morris misses 3-pt jump shot from 24 ft,12,10
41,1,5:11.0,Defensive rebound by Ö. Aşık,,12,10
42,1,4:59.0,T. Evans misses 2-pt jump shot from 6 ft,,12,10
43,1,4:58.0,,Defensive rebound by M. Morris,12,10
44,1,4:58.0,,Phoenix full timeout,12,10
45,1,4:58.0,,T. Warren enters the game for M. Morris,12,10
46,1,4:47.0,,E. Bledsoe misses 2-pt jump shot from 18 ft,12,10
47,1,4:45.0,Defensive rebound by Ö. Aşık,,12,10
48,1,4:34.0,Turnover by E. Gordon (back court),,12,10
49,1,4:24.0,,E. Bledsoe makes 2-pt jump shot from 17 ft,12,12
50,1,4:02.0,Ö. Aşık misses 2-pt jump shot from 5 ft,,12,12
51,1,4:00.0,,Defensive rebound by M. Morris,12,12
52,1,3:55.0,,P. Tucker misses 3-pt jump shot from 25 ft,12,12
53,1,3:52.0,Defensive rebound by Q. Pondexter,,12,12
54,1,3:45.0,Turnover by Q. Pondexter (bad pass; steal by E. Bledsoe),,12,12
55,1,3:40.0,,P. Tucker misses 2-pt layup from 2 ft,12,12
56,1,3:38.0,,Offensive rebound by P. Tucker,12,12
57,1,3:35.0,,P. Tucker makes 3-pt jump shot from 23 ft,12,15
58,1,3:10.0,D. Cunningham misses 2-pt jump shot from 15 ft,,12,15
59,1,3:08.0,,Defensive rebound by E. Bledsoe,12,15
60,1,2:49.0,,T. Warren misses 2-pt layup from 2 ft,12,15
61,1,2:46.0,,Offensive rebound by T. Warren,12,15
62,1,2:46.0,,T. Warren makes 2-pt tip-in from 1 ft,12,17
63,1,2:27.0,New Orleans full timeout,,12,17
64,1,2:27.0,,A. Goodwin enters the game for E. Bledsoe,12,17
65,1,2:27.0,N. Cole enters the game for Ö. Aşık,,12,17
66,1,2:27.0,A. Ajinça enters the game for E. Gordon,,12,17
67,1,2:21.0,T. Evans makes 2-pt layup from 1 ft (assist by A. Ajinça),,14,17
