,QUARTER,TIME_REMAINING,HOUSTON_ACTION,DALLAS_ACTION,HOUSTON_SCORE,DALLAS_SCORE
0,1,11:39.0,J. Dorsey makes 2-pt dunk at rim (assist by P. Beverley),,2,0
1,1,11:16.0,,D. Nowitzki misses 2-pt jump shot from 17 ft,2,0
2,1,11:15.0,,Offensive rebound by T. Chandler,2,0
3,1,11:15.0,Loose ball foul by D. Motiejūnas (drawn by T. Chandler),,2,0
4,1,11:00.0,,R. Rondo misses 2-pt jump shot from 18 ft,2,0
5,1,10:59.0,Defensive rebound by D. Motiejūnas,,2,0
6,1,10:45.0,Turnover by D. Motiejūnas (bad pass),,2,0
7,1,10:22.0,,D. Nowitzki misses 2-pt jump shot from 19 ft,2,0
8,1,10:21.0,Defensive rebound by P. Beverley,,2,0
9,1,10:07.0,J. Dorsey makes 2-pt jump shot from 4 ft (assist by J. Harden),,4,0
10,1,9:57.0,,R. Rondo misses 2-pt jump shot from 16 ft,4,0
11,1,9:56.0,Defensive rebound by J. Dorsey,,4,0
12,1,9:47.0,Shooting foul by D. Nowitzki (drawn by J. Harden),,4,0
13,1,9:47.0,J. Harden makes free throw 1 of 2,,5,0
14,1,9:47.0,J. Harden makes free throw 2 of 2,,6,0
15,1,9:31.0,,R. Rondo misses 2-pt jump shot from 6 ft,6,0
16,1,9:30.0,Defensive rebound by D. Motiejūnas,,6,0
17,1,9:26.0,,Offensive charge foul by J. Harden (drawn by M. Ellis),6,0
18,1,9:26.0,Turnover by J. Harden (offensive foul),,6,0
19,1,9:18.0,,Turnover by M. Ellis (bad pass; steal by J. Dorsey),6,0
20,1,9:14.0,T. Ariza makes 2-pt dunk at rim (assist by J. Dorsey),,8,0
21,1,9:12.0,,Dallas full timeout,8,0
22,1,8:59.0,,Turnover by R. Rondo (step out of bounds),8,0
23,1,8:46.0,P. Beverley misses 3-pt jump shot from 22 ft,,8,0
24,1,8:45.0,Offensive rebound by J. Dorsey,,8,0
25,1,8:29.0,T. Ariza misses 3-pt jump shot from 23 ft,,8,0
26,1,8:28.0,,Defensive rebound by T. Chandler,8,0
27,1,8:09.0,,R. Rondo makes 2-pt layup at rim (assist by D. Nowitzki),8,2
28,1,7:57.0,Turnover by T. Ariza (bad pass; steal by C. Parsons),,8,2
29,1,7:53.0,,C. Parsons makes 2-pt dunk at rim,8,4
30,1,7:37.0,J. Harden makes 3-pt jump shot from 24 ft (assist by T. Ariza),,11,4
31,1,7:20.0,,Turnover by R. Rondo (bad pass),11,4
32,1,7:14.0,Personal foul by C. Parsons (drawn by P. Beverley),,11,4
33,1,7:14.0,,A. Aminu enters the game for D. Nowitzki,11,4
34,1,7:14.0,,D. Harris enters the game for R. Rondo,11,4
35,1,7:07.0,D. Motiejūnas misses 2-pt jump shot from 7 ft,,11,4
36,1,7:05.0,Offensive rebound by J. Dorsey,,11,4
37,1,7:05.0,J. Dorsey makes 2-pt dunk at rim,,13,4
38,1,6:49.0,,C. Parsons makes 3-pt jump shot from 22 ft (assist by D. Harris),13,7
39,1,6:40.0,Turnover by J. Harden (lost ball; steal by M. Ellis),,13,7
40,1,6:37.0,,M. Ellis makes 2-pt layup at rim,13,9
41,1,6:24.0,Personal block foul by D. Harris (drawn by P. Beverley),,13,9
42,1,6:24.0,J. Smith enters the game for J. Dorsey,,13,9
43,1,6:17.0,J. Harden misses 3-pt jump shot from 25 ft,,13,9
44,1,6:16.0,,Defensive rebound by C. Parsons,13,9
45,1,6:06.0,,T. Chandler makes 2-pt dunk at rim (assist by D. Harris),13,11
46,1,5:47.0,J. Smith makes 2-pt layup at rim (assist by D. Motiejūnas),,15,11
