,QUARTER,TIME_REMAINING,CHICAGO_ACTION,GOLDEN STATE_ACTION,CHICAGO_SCORE,GOLDEN STATE_SCORE
32,1,7:04.0,P. Gasol misses 2-pt jump shot from 13 ft,,12,19
33,1,7:03.0,,Defensive rebound by M. Speights,12,19
34,1,6:57.0,,M. Speights misses 2-pt layup from 2 ft (block by P. Gasol),12,19
35,1,6:55.0,Defensive rebound by P. Gasol,,12,19
36,1,6:48.0,D. Rose misses 2-pt jump shot from 3 ft (block by D. Green),,12,19
37,1,6:46.0,Offensive rebound by D. Rose,,12,19
38,1,6:31.0,K. Hinrich makes 2-pt jump shot from 20 ft (assist by P. Gasol),,14,19
39,1,6:22.0,,K. Thompson makes 2-pt layup from 1 ft (assist by S. Curry),14,21
40,1,6:06.0,D. Rose makes 2-pt layup from 2 ft (assist by P. Gasol),,16,21
41,1,5:57.0,,K. Thompson misses 2-pt jump shot from 15 ft,16,21
42,1,5:56.0,Defensive rebound by T. Snell,,16,21
43,1,5:47.0,T. Snell misses 3-pt jump shot from 26 ft,,16,21
44,1,5:46.0,,Defensive rebound by K. Thompson,16,21
45,1,5:35.0,,D. Green misses 3-pt jump shot from 24 ft,16,21
46,1,5:33.0,Defensive rebound by P. Gasol,,16,21
47,1,5:32.0,Turnover by D. Rose (lost ball),,16,21
48,1,5:32.0,,D. Lee enters the game for M. Speights,16,21
49,1,5:16.0,,K. Thompson misses 3-pt jump shot from 27 ft,16,21
50,1,5:15.0,Defensive rebound by Team,,16,21
51,1,5:14.0,T. Gibson enters the game for J. Noah,,16,21
52,1,4:57.0,D. Rose misses 2-pt jump shot from 11 ft,,16,21
53,1,4:56.0,,Defensive rebound by D. Green,16,21
54,1,4:52.0,,H. Barnes makes 2-pt dunk at rim (assist by S. Curry),16,23
55,1,4:36.0,P. Gasol misses 2-pt hook shot from 3 ft,,16,23
56,1,4:35.0,Offensive rebound by P. Gasol,,16,23
57,1,4:34.0,P. Gasol misses 2-pt jump shot from 3 ft,,16,23
58,1,4:34.0,Offensive rebound by T. Gibson,,16,23
59,1,4:34.0,Shooting foul by D. Green (drawn by T. Gibson),,16,23
60,1,4:34.0,T. Gibson makes free throw 1 of 2,,17,23
61,1,4:34.0,,J. Holiday enters the game for K. Thompson,17,23
62,1,4:34.0,T. Gibson makes free throw 2 of 2,,18,23
63,1,4:23.0,,D. Green misses 3-pt jump shot from 26 ft,18,23
64,1,4:22.0,Defensive rebound by T. Snell,,18,23
65,1,4:08.0,T. Gibson misses 2-pt layup from 1 ft,,18,23
66,1,4:07.0,,Defensive rebound by D. Green,18,23
67,1,4:02.0,,Turnover by S. Curry (bad pass),18,23
68,1,4:02.0,E. Moore enters the game for K. Hinrich,,18,23
69,1,4:02.0,,A. Iguodala enters the game for H. Barnes,18,23
70,1,3:41.0,D. Rose misses 2-pt jump shot from 18 ft,,18,23
71,1,3:40.0,Offensive rebound by P. Gasol,,18,23
72,1,3:39.0,P. Gasol makes 2-pt layup from 2 ft,,20,23
73,1,3:29.0,,S. Curry misses 2-pt jump shot from 9 ft,20,23
74,1,3:28.0,Defensive rebound by P. Gasol,,20,23
75,1,3:23.0,D. Rose misses 2-pt layup from 1 ft,,20,23
76,1,3:23.0,,Defensive rebound by Team,20,23
77,1,3:23.0,Loose ball foul by P. Gasol (drawn by D. Green),,20,23
78,1,3:23.0,,Golden State full timeout,20,23
79,1,3:11.0,,D. Lee makes 2-pt hook shot from 5 ft (assist by S. Curry),20,25
80,1,2:51.0,T. Snell misses 2-pt jump shot from 20 ft,,20,25
81,1,2:50.0,,Defensive rebound by D. Lee,20,25
82,1,2:47.0,,S. Curry makes 2-pt layup from 2 ft,20,27
83,1,2:31.0,Turnover by P. Gasol (lost ball; steal by S. Curry),,20,27
84,1,2:25.0,,Turnover by S. Curry (bad pass; steal by E. Moore),20,27
85,1,2:16.0,T. Snell misses 2-pt layup from 2 ft,,20,27
86,1,2:10.0,Offensive rebound by P. Gasol,,20,27
87,1,2:10.0,P. Gasol makes 2-pt tip-in at rim,,22,27
88,1,2:00.0,,S. Curry makes 2-pt jump shot from 18 ft (assist by D. Green),22,29
89,1,1:42.0,N. Mirotić enters the game for T. Snell,,22,29
90,1,1:42.0,A. Brooks enters the game for D. Rose,,22,29
91,1,1:33.0,T. Gibson makes 2-pt jump shot from 17 ft,,24,29
92,1,1:25.0,,S. Curry makes 3-pt jump shot from 26 ft,24,32
93,1,1:06.0,Personal foul by S. Curry (drawn by A. Brooks),,24,32
94,1,1:06.0,A. Brooks makes free throw 1 of 2,,25,32
95,1,1:06.0,A. Brooks makes free throw 2 of 2,,26,32
96,1,0:52.0,,D. Green makes 3-pt jump shot from 25 ft (assist by D. Lee),26,35
97,1,0:40.0,A. Brooks makes 3-pt jump shot from 25 ft,,29,35
98,1,0:31.0,,D. Lee misses 2-pt jump shot from 4 ft,29,35
99,1,0:30.0,Defensive rebound by T. Gibson,,29,35
100,1,0:16.0,A. Brooks misses 2-pt jump shot from 10 ft,,29,35
101,1,0:15.0,,Defensive rebound by J. Holiday,29,35
102,1,0:04.0,,D. Green misses 3-pt jump shot from 25 ft,29,35
103,1,0:03.0,Defensive rebound by P. Gasol,,29,35
104,2,11:51.0,,Personal foul by E. Moore (drawn by K. Thompson),29,35
105,2,11:36.0,,K. Thompson misses 3-pt jump shot from 27 ft,29,35
106,2,11:36.0,Defensive rebound by E. Moore,,29,35
107,2,11:19.0,,Violation by D. Lee (kicked ball),29,35
108,2,11:09.0,E. Moore makes 2-pt jump shot from 13 ft (assist by J. Noah),,31,35
109,2,10:49.0,,Turnover by K. Thompson (lost ball; steal by J. Noah),31,35
110,2,10:44.0,E. Moore misses 3-pt jump shot from 29 ft,,31,35
111,2,10:43.0,,Defensive rebound by Team,31,35
112,2,10:35.0,,Personal foul by N. Mirotić (drawn by A. Iguodala),31,35
113,2,10:29.0,,K. Thompson makes 2-pt jump shot from 11 ft (assist by D. Lee),31,37
114,2,10:14.0,Offensive foul by T. Gibson (drawn by H. Barnes),,31,37
115,2,10:14.0,Turnover by T. Gibson (offensive foul),,31,37
116,2,10:00.0,,S. Livingston misses 2-pt jump shot from 11 ft,31,37
117,2,9:59.0,,Offensive rebound by D. Lee,31,37
118,2,9:52.0,,Turnover by A. Iguodala (traveling),31,37
119,2,9:40.0,A. Brooks misses 2-pt jump shot from 18 ft,,31,37
120,2,9:38.0,Offensive rebound by Team,,31,37
121,2,9:38.0,Technical foul by Team,,31,37
122,2,9:38.0,,K. Thompson misses technical free throw,31,37
123,2,9:38.0,Offensive rebound by Team,,31,37
124,2,9:26.0,A. Brooks misses 3-pt jump shot from 30 ft,,31,37
125,2,9:25.0,Offensive rebound by J. Noah,,31,37
126,2,9:23.0,Turnover by J. Noah (lost ball),,31,37
127,2,9:04.0,,A. Iguodala misses 3-pt jump shot from 23 ft,31,37
128,2,9:03.0,Defensive rebound by A. Brooks,,31,37
129,2,8:59.0,,Violation by S. Livingston (kicked ball),31,37
130,2,8:45.0,T. Gibson misses 2-pt jump shot from 4 ft,,31,37
131,2,8:44.0,Offensive rebound by J. Noah,,31,37
132,2,8:43.0,Shooting foul by D. Lee (drawn by J. Noah),,31,37
133,2,8:43.0,J. Noah makes free throw 1 of 2,,32,37
134,2,8:43.0,J. Noah makes free throw 2 of 2,,33,37
135,2,8:25.0,,S. Livingston misses 2-pt jump shot from 12 ft,33,37
136,2,8:24.0,,Offensive rebound by Team,33,37
137,2,8:21.0,,D. Lee misses 2-pt hook shot from 9 ft,33,37
138,2,8:20.0,,Offensive rebound by H. Barnes,33,37
139,2,8:16.0,,H. Barnes makes 3-pt jump shot from 24 ft (assist by D. Lee),33,40
140,2,8:03.0,J. Noah makes 2-pt layup from 1 ft (assist by A. Brooks),,35,40
141,2,7:53.0,,H. Barnes makes 2-pt jump shot from 3 ft,35,42
142,2,7:41.0,A. Brooks makes 2-pt jump shot from 13 ft,,37,42
143,2,7:31.0,,D. Lee makes 2-pt layup from 1 ft (assist by S. Livingston),37,44
144,2,7:17.0,N. Mirotić misses 2-pt jump shot from 20 ft,,37,44
145,2,7:16.0,,Defensive rebound by K. Thompson,37,44
146,2,7:10.0,,A. Iguodala misses 2-pt jump shot from 20 ft,37,44
147,2,7:09.0,Defensive rebound by A. Brooks,,37,44
148,2,6:57.0,T. Gibson makes 2-pt layup from 1 ft (assist by J. Noah),,39,44
149,2,6:38.0,,D. Lee makes 2-pt layup from 2 ft (assist by K. Thompson),39,46
150,2,6:20.0,N. Mirotić misses 3-pt jump shot from 25 ft,,39,46
151,2,6:19.0,,Defensive rebound by S. Livingston,39,46
152,2,6:09.0,,H. Barnes makes 3-pt jump shot from 26 ft (assist by D. Lee),39,49
153,2,6:01.0,Chicago full timeout,,39,49
154,2,6:01.0,D. Rose enters the game for J. Noah,,39,49
155,2,6:01.0,P. Gasol enters the game for E. Moore,,39,49
156,2,6:01.0,K. Hinrich enters the game for A. Brooks,,39,49
157,2,6:01.0,,S. Curry enters the game for S. Livingston,39,49
158,2,5:53.0,Shooting foul by H. Barnes (drawn by N. Mirotić),,39,49
159,2,5:53.0,N. Mirotić makes free throw 1 of 2,,40,49
160,2,5:53.0,N. Mirotić misses free throw 2 of 2,,40,49
161,2,5:52.0,,Defensive rebound by D. Lee,40,49
162,2,5:40.0,,S. Curry misses 3-pt jump shot from 26 ft,40,49
163,2,5:39.0,Defensive rebound by T. Gibson,,40,49
164,2,5:18.0,N. Mirotić makes 3-pt jump shot from 25 ft (assist by P. Gasol),,43,49
165,2,5:05.0,,D. Lee misses 2-pt hook shot from 5 ft,43,49
166,2,5:04.0,Defensive rebound by T. Gibson,,43,49
167,2,4:51.0,D. Rose makes 2-pt layup from 1 ft (assist by P. Gasol),,45,49
168,2,4:33.0,,D. Lee misses 2-pt hook shot from 9 ft,45,49
169,2,4:32.0,Defensive rebound by T. Gibson,,45,49
170,2,4:18.0,P. Gasol makes 2-pt hook shot from 7 ft (assist by N. Mirotić),,47,49
171,2,4:12.0,,Golden State full timeout,47,49
172,2,4:12.0,,M. Speights enters the game for D. Lee,47,49
173,2,4:12.0,,D. Green enters the game for A. Iguodala,47,49
174,2,4:09.0,,S. Curry misses 2-pt jump shot from 18 ft,47,49
175,2,4:08.0,Defensive rebound by T. Gibson,,47,49
176,2,3:52.0,D. Rose misses 3-pt jump shot from 25 ft,,47,49
177,2,3:51.0,,Defensive rebound by D. Green,47,49
178,2,3:43.0,,K. Thompson misses 3-pt jump shot from 26 ft,47,49
179,2,3:42.0,Defensive rebound by N. Mirotić,,47,49
180,2,3:23.0,N. Mirotić makes 2-pt jump shot from 16 ft (assist by T. Gibson),,49,49
181,2,3:13.0,,M. Speights misses 2-pt jump shot from 19 ft,49,49
182,2,3:12.0,Defensive rebound by N. Mirotić,,49,49
183,2,3:08.0,,Offensive charge foul by D. Rose (drawn by S. Curry),49,49
184,2,3:08.0,Turnover by D. Rose (offensive foul),,49,49
185,2,2:49.0,,H. Barnes misses 3-pt jump shot from 22 ft,49,49
186,2,2:48.0,Defensive rebound by D. Rose,,49,49
187,2,2:37.0,T. Gibson misses 2-pt jump shot from 15 ft,,49,49
188,2,2:36.0,,Defensive rebound by M. Speights,49,49
189,2,2:31.0,,Turnover by K. Thompson (lost ball; steal by N. Mirotić),49,49
190,2,2:24.0,D. Rose misses 2-pt jump shot from 8 ft,,49,49
191,2,2:23.0,,Defensive rebound by M. Speights,49,49
192,2,2:17.0,,K. Thompson makes 3-pt jump shot from 26 ft (assist by S. Curry),49,52
193,2,1:58.0,N. Mirotić misses 3-pt jump shot from 26 ft,,49,52
194,2,1:57.0,,Defensive rebound by K. Thompson,49,52
195,2,1:47.0,,K. Thompson misses 2-pt jump shot from 17 ft,49,52
196,2,1:46.0,,Offensive rebound by M. Speights,49,52
197,2,1:46.0,,M. Speights misses 2-pt tip-in from 1 ft,49,52
198,2,1:45.0,Defensive rebound by N. Mirotić,,49,52
199,2,1:38.0,T. Gibson misses 2-pt layup from 2 ft,,49,52
200,2,1:37.0,Offensive rebound by T. Gibson,,49,52
201,2,1:37.0,T. Gibson misses 2-pt tip-in from 2 ft,,49,52
202,2,1:35.0,Offensive rebound by T. Gibson,,49,52
203,2,1:34.0,T. Gibson makes 2-pt layup at rim,,51,52
204,2,1:19.0,,M. Speights makes 2-pt hook shot from 3 ft,51,54
205,2,1:13.0,Chicago full timeout,,51,54
206,2,1:13.0,J. Noah enters the game for T. Gibson,,51,54
207,2,1:03.0,K. Hinrich misses 3-pt jump shot from 22 ft,,51,54
208,2,1:02.0,,Defensive rebound by H. Barnes,51,54
209,2,0:51.0,,S. Curry misses 2-pt layup from 2 ft (block by P. Gasol),51,54
210,2,0:51.0,,Offensive rebound by Team,51,54
211,2,0:50.0,,Personal foul by J. Noah (drawn by D. Green),51,54
212,2,0:50.0,,Golden State full timeout,51,54
213,2,0:39.0,,M. Speights misses 2-pt hook shot from 5 ft,51,54
214,2,0:38.0,,Offensive rebound by D. Green,51,54
215,2,0:38.0,,D. Green misses 2-pt tip-in at rim,51,54
216,2,0:37.0,,Offensive rebound by Team,51,54
217,2,0:34.0,,Turnover by M. Speights (bad pass),51,54
218,2,0:28.0,Turnover by D. Rose (bad pass; steal by H. Barnes),,51,54
219,2,0:24.0,,H. Barnes makes 2-pt dunk at rim,51,56
220,2,0:03.0,D. Rose misses 2-pt jump shot from 10 ft,,51,56
221,2,0:01.0,,Defensive rebound by S. Curry,51,56
222,2,0:01.0,,S. Curry misses 3-pt jump shot from 55 ft,51,56
223,2,0:00.0,,Offensive rebound by Team,51,56
224,3,11:43.0,,K. Thompson misses 2-pt layup from 1 ft,51,56
225,3,11:41.0,Defensive rebound by D. Rose,,51,56
226,3,11:19.0,Shooting foul by D. Green (drawn by T. Snell),,51,56
227,3,11:19.0,T. Snell makes free throw 1 of 2,,52,56
228,3,11:19.0,T. Snell makes free throw 2 of 2,,53,56
229,3,10:59.0,,M. Speights misses 2-pt jump shot from 17 ft,53,56
230,3,10:58.0,,Offensive rebound by K. Thompson,53,56
231,3,10:55.0,,K. Thompson misses 2-pt jump shot from 3 ft (block by P. Gasol),53,56
232,3,10:54.0,,Offensive rebound by K. Thompson,53,56
233,3,10:53.0,,K. Thompson misses 2-pt tip-in at rim,53,56
234,3,10:53.0,,Offensive rebound by K. Thompson,53,56
235,3,10:51.0,,M. Speights makes 2-pt layup from 1 ft,53,58
236,3,10:31.0,T. Snell misses 3-pt jump shot from 25 ft,,53,58
237,3,10:30.0,,Defensive rebound by M. Speights,53,58
238,3,10:23.0,,H. Barnes misses 2-pt jump shot from 6 ft,53,58
239,3,10:21.0,Defensive rebound by D. Rose,,53,58
240,3,10:14.0,Turnover by D. Rose (step out of bounds),,53,58
241,3,10:00.0,,Turnover by M. Speights (lost ball),53,58
242,3,9:45.0,Turnover by D. Rose (bad pass),,53,58
243,3,9:35.0,,S. Curry makes 2-pt layup from 1 ft (assist by D. Green),53,60
244,3,9:11.0,K. Hinrich misses 3-pt jump shot from 24 ft,,53,60
245,3,9:10.0,Offensive rebound by J. Noah,,53,60
246,3,9:06.0,K. Hinrich misses 3-pt jump shot from 23 ft,,53,60
247,3,9:04.0,,Defensive rebound by S. Curry,53,60
248,3,9:04.0,Loose ball foul by P. Gasol (drawn by D. Green),,53,60
249,3,8:54.0,Offensive charge foul by K. Thompson (drawn by K. Hinrich),,53,60
250,3,8:54.0,,Turnover by K. Thompson (offensive foul),53,60
251,3,8:42.0,J. Noah misses 2-pt jump shot from 18 ft,,53,60
252,3,8:41.0,Offensive rebound by K. Hinrich,,53,60
253,3,8:36.0,J. Noah misses 2-pt layup from 2 ft,,53,60
254,3,8:35.0,,Defensive rebound by K. Thompson,53,60
255,3,8:27.0,,S. Curry misses 3-pt jump shot from 24 ft,53,60
256,3,8:26.0,Defensive rebound by J. Noah,,53,60
257,3,8:22.0,D. Rose makes 3-pt jump shot from 26 ft,,56,60
258,3,8:07.0,,K. Thompson misses 3-pt jump shot from 25 ft,56,60
259,3,8:06.0,Defensive rebound by P. Gasol,,56,60
260,3,7:58.0,J. Noah makes 2-pt jump shot from 17 ft (assist by P. Gasol),,58,60
261,3,7:46.0,,M. Speights misses 2-pt jump shot from 11 ft (block by P. Gasol),58,60
262,3,7:44.0,,Offensive rebound by M. Speights,58,60
263,3,7:43.0,,M. Speights makes 2-pt jump shot from 13 ft,58,62
264,3,7:33.0,D. Rose makes 2-pt layup from 2 ft,,60,62
265,3,7:20.0,,Turnover by H. Barnes (lost ball; steal by J. Noah),60,62
266,3,7:14.0,Turnover by J. Noah (lost ball),,60,62
267,3,7:14.0,,Golden State full timeout,60,62
268,3,6:54.0,,K. Thompson makes 2-pt jump shot from 3 ft,60,64
269,3,6:32.0,P. Gasol makes 2-pt layup from 1 ft,,62,64
270,3,6:26.0,,M. Speights misses 2-pt jump shot from 6 ft,62,64
271,3,6:21.0,Defensive rebound by Team,,62,64
272,3,6:03.0,P. Gasol misses 3-pt jump shot from 26 ft (block by D. Green),,62,64
273,3,5:59.0,Offensive rebound by J. Noah,,62,64
274,3,5:58.0,J. Noah makes 2-pt layup at rim,,64,64
275,3,5:50.0,,K. Thompson makes 2-pt jump shot from 12 ft (assist by D. Green),64,66
276,3,5:27.0,Turnover by P. Gasol (bad pass),,64,66
277,3,5:27.0,,D. Lee enters the game for M. Speights,64,66
278,3,5:19.0,,K. Thompson misses 2-pt jump shot from 9 ft,64,66
279,3,5:18.0,Defensive rebound by P. Gasol,,64,66
280,3,5:10.0,T. Snell makes 2-pt layup from 1 ft,,66,66
281,3,4:56.0,,Personal foul by K. Hinrich (drawn by D. Green),66,66
282,3,4:49.0,,D. Lee makes 2-pt hook shot from 6 ft (assist by K. Thompson),66,68
283,3,4:49.0,,Shooting foul by J. Noah (drawn by D. Lee),66,68
284,3,4:49.0,,D. Lee makes free throw 1 of 1,66,69
285,3,4:41.0,Turnover by D. Rose (lost ball),,66,69
286,3,4:29.0,,D. Lee makes 2-pt jump shot from 20 ft (assist by H. Barnes),66,71
287,3,4:17.0,Turnover by D. Rose (bad pass; steal by S. Curry),,66,71
288,3,4:11.0,,S. Curry misses 3-pt jump shot from 25 ft,66,71
289,3,4:10.0,Defensive rebound by J. Noah,,66,71
290,3,4:03.0,,S. Livingston enters the game for S. Curry,66,71
291,3,3:54.0,D. Rose makes 3-pt jump shot from 27 ft (assist by J. Noah),,69,71
292,3,3:38.0,,K. Thompson makes 2-pt jump shot from 15 ft (assist by H. Barnes),69,73
293,3,3:15.0,P. Gasol makes 2-pt jump shot from 15 ft,,71,73
294,3,3:02.0,,H. Barnes misses 2-pt jump shot from 18 ft,71,73
295,3,3:00.0,,Offensive rebound by D. Lee,71,73
296,3,2:57.0,,D. Green misses 3-pt jump shot from 26 ft,71,73
297,3,2:56.0,Defensive rebound by K. Hinrich,,71,73
298,3,2:47.0,T. Snell makes 2-pt layup from 2 ft (assist by K. Hinrich),,73,73
299,3,2:30.0,,K. Thompson misses 2-pt jump shot from 10 ft (block by D. Rose),73,73
300,3,2:28.0,Defensive rebound by J. Noah,,73,73
301,3,2:18.0,D. Rose makes 2-pt layup from 1 ft,,75,73
302,3,2:05.0,,D. Lee makes 2-pt layup from 2 ft (assist by S. Livingston),75,75
303,3,1:38.0,J. Noah misses 2-pt jump shot from 10 ft,,75,75
304,3,1:37.0,,Defensive rebound by D. Lee,75,75
305,3,1:27.0,,D. Lee makes 2-pt jump shot from 16 ft (assist by S. Livingston),75,77
306,3,1:18.0,Chicago full timeout,,75,77
307,3,1:18.0,T. Gibson enters the game for J. Noah,,75,77
308,3,1:18.0,A. Brooks enters the game for D. Rose,,75,77
309,3,1:18.0,,A. Iguodala enters the game for H. Barnes,75,77
310,3,1:18.0,,J. McAdoo enters the game for D. Green,75,77
311,3,1:08.0,T. Snell misses 3-pt jump shot from 23 ft,,75,77
312,3,1:07.0,Offensive rebound by P. Gasol,,75,77
313,3,0:59.0,Turnover by A. Brooks (bad pass; steal by K. Thompson),,75,77
314,3,0:40.0,,S. Livingston makes 2-pt jump shot from 12 ft,75,79
315,3,0:27.0,Shooting foul by D. Lee (drawn by P. Gasol),,75,79
316,3,0:27.0,P. Gasol makes free throw 1 of 2,,76,79
317,3,0:27.0,P. Gasol makes free throw 2 of 2,,77,79
318,3,0:05.0,,D. Lee makes 2-pt layup from 1 ft (assist by A. Iguodala),77,81
319,3,0:01.0,A. Brooks makes 2-pt layup from 1 ft,,79,81
320,4,11:38.0,A. Brooks misses 2-pt jump shot from 10 ft,,79,81
321,4,11:36.0,,Defensive rebound by H. Barnes,79,81
322,4,11:25.0,,S. Curry makes 2-pt jump shot from 10 ft (assist by D. Lee),79,83
323,4,11:25.0,,Shooting foul by E. Moore (drawn by S. Curry),79,83
324,4,11:25.0,J. Noah enters the game for T. Snell,,79,83
325,4,11:25.0,,S. Curry makes free throw 1 of 1,79,84
326,4,11:02.0,A. Brooks misses 2-pt jump shot from 9 ft,,79,84
327,4,11:01.0,,Defensive rebound by H. Barnes,79,84
328,4,10:54.0,,Shooting foul by N. Mirotić (drawn by D. Lee),79,84
329,4,10:54.0,,D. Lee makes free throw 1 of 2,79,85
330,4,10:54.0,D. Rose enters the game for E. Moore,,79,85
331,4,10:54.0,,D. Lee makes free throw 2 of 2,79,86
332,4,10:40.0,Turnover by D. Rose (bad pass; steal by A. Iguodala),,79,86
333,4,10:35.0,,D. Lee makes 2-pt dunk at rim (assist by S. Curry),79,88
334,4,10:34.0,Chicago full timeout,,79,88
335,4,10:20.0,D. Rose misses 3-pt jump shot from 25 ft,,79,88
336,4,10:19.0,,Defensive rebound by A. Iguodala,79,88
337,4,10:09.0,,A. Iguodala misses 3-pt jump shot from 25 ft,79,88
338,4,10:07.0,Defensive rebound by J. Noah,,79,88
339,4,10:00.0,Shooting foul by S. Curry (drawn by A. Brooks),,79,88
340,4,10:00.0,A. Brooks misses free throw 1 of 2,,79,88
341,4,10:00.0,Offensive rebound by Team,,79,88
342,4,10:00.0,A. Brooks makes free throw 2 of 2,,80,88
343,4,9:49.0,,S. Curry misses 2-pt jump shot from 16 ft,80,88
344,4,9:48.0,Defensive rebound by D. Rose,,80,88
345,4,9:34.0,D. Rose misses 2-pt hook shot from 11 ft,,80,88
346,4,9:32.0,Offensive rebound by Team,,80,88
347,4,9:24.0,Turnover by D. Rose (bad pass; steal by A. Iguodala),,80,88
348,4,9:23.0,,Clear path foul by N. Mirotić,80,88
349,4,9:23.0,,A. Iguodala misses clear path free throw 1 of 2,80,88
350,4,9:23.0,,Offensive rebound by Team,80,88
351,4,9:23.0,,A. Iguodala misses clear path free throw 2 of 2,80,88
352,4,9:23.0,,Offensive rebound by Team,80,88
353,4,9:04.0,,J. Holiday misses 3-pt jump shot from 25 ft,80,88
354,4,9:03.0,,Offensive rebound by D. Lee,80,88
355,4,8:58.0,,S. Curry misses 2-pt jump shot from 3 ft (block by T. Gibson),80,88
356,4,8:57.0,,Offensive rebound by D. Lee,80,88
357,4,8:57.0,,D. Lee makes 2-pt tip-in from 1 ft,80,90
358,4,8:57.0,,Shooting foul by T. Gibson (drawn by D. Lee),80,90
359,4,8:57.0,,D. Lee makes free throw 1 of 1,80,91
360,4,8:44.0,N. Mirotić makes 3-pt jump shot from 25 ft (assist by J. Noah),,83,91
361,4,8:28.0,,J. Holiday makes 2-pt layup from 2 ft (assist by D. Lee),83,93
362,4,8:02.0,Turnover by N. Mirotić (lost ball; steal by A. Iguodala),,83,93
363,4,7:57.0,,Shooting foul by A. Brooks (drawn by H. Barnes),83,93
364,4,7:57.0,,H. Barnes misses free throw 1 of 2,83,93
365,4,7:57.0,,Offensive rebound by Team,83,93
366,4,7:57.0,,H. Barnes misses free throw 2 of 2,83,93
367,4,7:56.0,Defensive rebound by T. Gibson,,83,93
368,4,7:44.0,Personal foul by J. Holiday (drawn by J. Noah),,83,93
369,4,7:38.0,D. Rose misses 2-pt jump shot from 5 ft,,83,93
370,4,7:36.0,Offensive rebound by J. Noah,,83,93
371,4,7:36.0,J. Noah makes 2-pt tip-in from 1 ft,,85,93
372,4,7:16.0,,D. Lee misses 2-pt jump shot from 19 ft,85,93
373,4,7:15.0,Defensive rebound by N. Mirotić,,85,93
374,4,7:09.0,Personal foul by J. Holiday (drawn by N. Mirotić),,85,93
375,4,7:09.0,N. Mirotić makes free throw 1 of 3,,86,93
376,4,7:09.0,N. Mirotić makes free throw 2 of 3,,87,93
377,4,7:09.0,,Golden State full timeout,87,93
378,4,7:09.0,,K. Thompson enters the game for H. Barnes,87,93
379,4,7:09.0,,D. Green enters the game for J. Holiday,87,93
380,4,7:09.0,K. Hinrich enters the game for A. Brooks,,87,93
381,4,7:09.0,N. Mirotić makes free throw 3 of 3,,88,93
382,4,6:52.0,,D. Lee misses 2-pt jump shot from 6 ft,88,93
383,4,6:51.0,Defensive rebound by D. Rose,,88,93
384,4,6:37.0,D. Rose makes 2-pt layup from 1 ft,,90,93
385,4,6:28.0,,D. Green makes 2-pt layup from 2 ft,90,95
386,4,6:10.0,Shooting foul by D. Lee (drawn by T. Gibson),,90,95
387,4,6:10.0,T. Gibson makes free throw 1 of 2,,91,95
388,4,6:10.0,P. Gasol enters the game for J. Noah,,91,95
389,4,6:10.0,,M. Speights enters the game for D. Lee,91,95
