,QUARTER,TIME_REMAINING,PORTLAND_ACTION,MEMPHIS_ACTION,PORTLAND_SCORE,MEMPHIS_SCORE
0,1,11:36.0,C. Kaman misses 2-pt hook shot from 6 ft,,0,0
1,1,11:34.0,Offensive rebound by L. Aldridge,,0,0
2,1,11:30.0,C. Kaman misses 2-pt layup from 2 ft (block by M. Gasol),,0,0
3,1,11:30.0,Offensive rebound by Team,,0,0
4,1,11:27.0,L. Aldridge misses 2-pt jump shot from 22 ft,,0,0
5,1,11:26.0,,Defensive rebound by M. Gasol,0,0
6,1,11:12.0,,M. Gasol makes 2-pt jump shot from 20 ft (assist by C. Lee),0,2
7,1,10:50.0,L. Aldridge misses 2-pt jump shot from 14 ft,,0,2
8,1,10:48.0,,Defensive rebound by M. Gasol,0,2
9,1,10:44.0,,Turnover by T. Allen (lost ball; steal by D. Lillard),0,2
10,1,10:38.0,D. Lillard misses 2-pt jump shot from 12 ft,,0,2
11,1,10:35.0,Offensive rebound by C. Kaman,,0,2
12,1,10:35.0,C. Kaman makes 2-pt jump shot from 4 ft,,2,2
13,1,10:20.0,,T. Allen makes 2-pt layup from 2 ft (assist by M. Gasol),2,4
14,1,9:57.0,W. Matthews makes 3-pt jump shot from 25 ft (assist by N. Batum),,5,4
15,1,9:40.0,,Personal foul by C. Kaman (drawn by M. Gasol),5,4
16,1,9:33.0,,Turnover by B. Udrih (bad pass; steal by N. Batum),5,4
17,1,9:16.0,D. Lillard misses 2-pt jump shot from 18 ft,,5,4
18,1,9:15.0,,Defensive rebound by Z. Randolph,5,4
19,1,9:06.0,,Z. Randolph makes 2-pt jump shot from 14 ft (assist by C. Lee),5,6
20,1,8:46.0,Personal foul by C. Lee (drawn by C. Kaman),,5,6
21,1,8:33.0,N. Batum misses 2-pt jump shot from 16 ft,,5,6
22,1,8:32.0,,Defensive rebound by Z. Randolph,5,6
23,1,8:11.0,,M. Gasol makes 2-pt jump shot from 8 ft,5,8
24,1,7:53.0,D. Lillard misses 3-pt jump shot from 25 ft,,5,8
25,1,7:52.0,,Defensive rebound by Team,5,8
26,1,7:33.0,,M. Gasol misses 2-pt jump shot from 9 ft,5,8
27,1,7:32.0,Defensive rebound by W. Matthews,,5,8
28,1,7:26.0,W. Matthews makes 2-pt jump shot from 8 ft,,7,8
29,1,7:12.0,,Shooting foul by D. Lillard (drawn by B. Udrih),7,8
30,1,7:12.0,,B. Udrih misses free throw 1 of 2,7,8
31,1,7:12.0,,Offensive rebound by Team,7,8
32,1,7:12.0,,B. Udrih makes free throw 2 of 2,7,9
33,1,6:51.0,Shooting foul by M. Gasol (drawn by L. Aldridge),,7,9
34,1,6:51.0,L. Aldridge makes free throw 1 of 2,,8,9
35,1,6:51.0,L. Aldridge misses free throw 2 of 2,,8,9
36,1,6:50.0,,Defensive rebound by Z. Randolph,8,9
37,1,6:39.0,,B. Udrih makes 2-pt jump shot from 16 ft,8,11
38,1,6:12.0,W. Matthews makes 3-pt jump shot from 25 ft (assist by D. Lillard),,11,11
39,1,5:57.0,,Z. Randolph makes 2-pt jump shot from 21 ft (assist by C. Lee),11,13
40,1,5:47.0,N. Batum misses 2-pt jump shot from 20 ft,,11,13
41,1,5:46.0,,Defensive rebound by Z. Randolph,11,13
42,1,5:30.0,,C. Lee makes 3-pt jump shot from 22 ft (assist by M. Gasol),11,16
43,1,5:29.0,Portland full timeout,,11,16
44,1,5:29.0,C. McCollum enters the game for C. Kaman,,11,16
45,1,5:29.0,M. Leonard enters the game for W. Matthews,,11,16
46,1,5:10.0,L. Aldridge misses 2-pt jump shot from 8 ft,,11,16
47,1,5:09.0,,Defensive rebound by C. Lee,11,16
