,QUARTER,TIME_REMAINING,NEW YORK_ACTION,CLEVELAND_ACTION,NEW YORK_SCORE,CLEVELAND_SCORE
0,1,11:47.0,,K. Love makes 2-pt layup from 1 ft (assist by K. Irving),0,2
1,1,11:31.0,C. Anthony makes 2-pt jump shot from 15 ft (assist by S. Larkin),,2,2
2,1,11:20.0,,L. James misses 2-pt jump shot from 18 ft,2,2
3,1,11:19.0,,Offensive rebound by A. Varejão,2,2
4,1,11:16.0,,Turnover by D. Waiters (bad pass),2,2
5,1,10:53.0,C. Anthony makes 2-pt jump shot from 17 ft (assist by S. Larkin),,4,2
6,1,10:34.0,,K. Irving misses 2-pt jump shot from 18 ft,4,2
7,1,10:33.0,Defensive rebound by S. Dalembert,,4,2
8,1,10:21.0,C. Anthony misses 2-pt jump shot from 16 ft,,4,2
9,1,10:20.0,,Defensive rebound by K. Love,4,2
10,1,10:03.0,,Turnover by D. Waiters (bad pass; steal by S. Larkin),4,2
11,1,9:58.0,C. Anthony makes 2-pt layup at rim,,6,2
12,1,9:40.0,,K. Love misses 2-pt jump shot from 11 ft (block by Q. Acy),6,2
13,1,9:36.0,Defensive rebound by Q. Acy,,6,2
14,1,9:17.0,Turnover by I. Shumpert (traveling),,6,2
15,1,8:57.0,,K. Love makes 3-pt jump shot from 23 ft (assist by L. James),6,5
16,1,8:41.0,S. Dalembert misses 2-pt jump shot from 12 ft,,6,5
17,1,8:40.0,,Defensive rebound by K. Love,6,5
18,1,8:31.0,,D. Waiters makes 3-pt jump shot from 26 ft (assist by L. James),6,8
19,1,8:05.0,Turnover by S. Larkin (bad pass; steal by A. Varejão),,6,8
20,1,8:00.0,,K. Irving makes 2-pt dunk at rim (assist by D. Waiters),6,10
21,1,7:40.0,I. Shumpert makes 2-pt jump shot from 16 ft (assist by Q. Acy),,8,10
22,1,7:31.0,,Personal foul by Q. Acy (drawn by D. Waiters),8,10
23,1,7:31.0,A. Stoudemire enters the game for S. Dalembert,,8,10
24,1,7:18.0,,A. Varejão makes 2-pt hook shot from 8 ft (assist by K. Love),8,12
25,1,6:51.0,I. Shumpert misses 3-pt jump shot from 31 ft,,8,12
26,1,6:50.0,,Defensive rebound by K. Love,8,12
27,1,6:40.0,,Turnover by L. James (bad pass; steal by S. Larkin),8,12
28,1,6:35.0,S. Larkin misses 2-pt jump shot from 18 ft,,8,12
29,1,6:33.0,,Defensive rebound by K. Love,8,12
30,1,6:30.0,,L. James makes 2-pt layup at rim (assist by K. Love),8,14
31,1,6:30.0,,Shooting foul by C. Anthony (drawn by L. James),8,14
32,1,6:30.0,New York full timeout,,8,14
33,1,6:30.0,,L. James misses free throw 1 of 1,8,14
34,1,6:29.0,Defensive rebound by Q. Acy,,8,14
35,1,6:05.0,Q. Acy misses 2-pt jump shot from 20 ft,,8,14
36,1,6:04.0,,Defensive rebound by L. James,8,14
37,1,5:47.0,,K. Love misses 2-pt hook shot from 6 ft,8,14
38,1,5:45.0,,Offensive rebound by A. Varejão,8,14
39,1,5:44.0,,A. Varejão makes 2-pt layup at rim,8,16
40,1,5:31.0,C. Anthony misses 3-pt jump shot from 25 ft,,8,16
41,1,5:30.0,Offensive rebound by Q. Acy,,8,16
42,1,5:23.0,C. Anthony misses 2-pt jump shot from 16 ft,,8,16
