,QUARTER,TIME_REMAINING,NEW YORK_ACTION,PHOENIX_ACTION,NEW YORK_SCORE,PHOENIX_SCORE
65,1,4:14.0,,Shooting foul by L. Amundson (drawn by B. Wright),16,13
66,1,4:14.0,,B. Wright makes free throw 1 of 2,16,14
67,1,4:14.0,T. Hardaway enters the game for A. Shved,,16,14
68,1,4:14.0,C. Aldrich enters the game for L. Amundson,,16,14
69,1,4:14.0,,B. Wright misses free throw 2 of 2,16,14
70,1,4:11.0,Defensive rebound by C. Aldrich,,16,14
71,1,4:00.0,Turnover by A. Bargnani (bad pass; steal by M. Morris),,16,14
72,1,3:56.0,,A. Goodwin makes 2-pt layup from 2 ft,16,16
73,1,3:43.0,A. Bargnani makes 2-pt jump shot from 19 ft (assist by L. Galloway),,18,16
74,1,3:19.0,,M. Morris misses 2-pt jump shot from 14 ft,18,16
75,1,3:18.0,,Offensive rebound by B. Wright,18,16
76,1,3:10.0,,Turnover by A. Goodwin (bad pass; steal by T. Hardaway),18,16
77,1,2:58.0,L. Galloway makes 2-pt layup from 1 ft (assist by C. Aldrich),,20,16
78,1,2:51.0,,Phoenix full timeout,20,16
79,1,2:51.0,,M. Morris enters the game for M. Morris,20,16
80,1,2:51.0,C. Early enters the game for L. Thomas,,20,16
81,1,2:51.0,J. Smith enters the game for A. Bargnani,,20,16
82,1,2:43.0,,Turnover by M. Morris (bad pass; steal by C. Aldrich),20,16
83,1,2:39.0,Shooting foul by A. Goodwin (drawn by T. Hardaway),,20,16
84,1,2:39.0,T. Hardaway makes free throw 1 of 2,,21,16
85,1,2:39.0,T. Hardaway makes free throw 2 of 2,,22,16
86,1,2:26.0,,M. Morris misses 2-pt jump shot from 21 ft,22,16
87,1,2:25.0,Defensive rebound by C. Aldrich,,22,16
88,1,2:06.0,T. Hardaway makes 2-pt jump shot from 3 ft,,24,16
89,1,2:02.0,,Personal take foul by C. Aldrich (drawn by A. Goodwin),24,16
90,1,2:02.0,S. Larkin enters the game for T. Hardaway,,24,16
91,1,1:55.0,,E. Bledsoe misses 2-pt jump shot from 3 ft,24,16
92,1,1:54.0,,Offensive rebound by B. Wright,24,16
93,1,1:52.0,,B. Wright makes 2-pt layup from 2 ft,24,18
94,1,1:44.0,,S. Curry enters the game for E. Bledsoe,24,18
95,1,1:39.0,S. Larkin makes 2-pt layup at rim,,26,18
96,1,1:39.0,Shooting foul by S. Curry (drawn by S. Larkin),,26,18
97,1,1:39.0,A. Shved enters the game for L. Galloway,,26,18
98,1,1:39.0,S. Larkin misses free throw 1 of 1,,26,18
99,1,1:38.0,,Defensive rebound by B. Wright,26,18
100,1,1:20.0,,M. Morris misses 2-pt jump shot from 11 ft,26,18
101,1,1:19.0,Defensive rebound by C. Aldrich,,26,18
102,1,1:13.0,Turnover by A. Shved (bad pass),,26,18
103,1,1:00.0,,Turnover by A. Goodwin (bad pass; steal by A. Shved),26,18
104,1,0:54.0,A. Shved makes 3-pt jump shot from 25 ft (assist by S. Larkin),,29,18
105,1,0:35.0,,B. Wright makes 2-pt layup from 1 ft (assist by A. Goodwin),29,20
106,1,0:23.0,Offensive foul by C. Early (drawn by A. Goodwin),,29,20
107,1,0:23.0,Turnover by C. Early (offensive foul),,29,20
108,1,0:03.0,,M. Morris makes 3-pt jump shot from 23 ft (assist by A. Goodwin),29,23
109,1,0:00.0,A. Shved misses 3-pt jump shot from 44 ft,,29,23
110,1,0:00.0,Offensive rebound by Team,,29,23
111,2,11:46.0,,Personal foul by C. Early (drawn by G. Green),29,23
112,2,11:46.0,T. Wear enters the game for C. Early,,29,23
113,2,11:36.0,,S. Curry misses 2-pt jump shot from 21 ft,29,23
114,2,11:35.0,Defensive rebound by T. Wear,,29,23
115,2,11:24.0,S. Larkin misses 2-pt layup from 2 ft,,29,23
116,2,11:21.0,Offensive rebound by C. Aldrich,,29,23
117,2,11:21.0,C. Aldrich misses 2-pt dunk at rim,,29,23
118,2,11:20.0,,Defensive rebound by S. Curry,29,23
119,2,11:17.0,,Shooting foul by J. Smith (drawn by M. Morris),29,23
120,2,11:17.0,,M. Morris misses free throw 1 of 2,29,23
121,2,11:17.0,,Offensive rebound by Team,29,23
122,2,11:17.0,,M. Morris misses free throw 2 of 2,29,23
123,2,11:16.0,Defensive rebound by C. Aldrich,,29,23
124,2,10:56.0,J. Smith makes 2-pt jump shot from 15 ft (assist by S. Larkin),,31,23
125,2,10:46.0,,G. Green makes 3-pt jump shot from 25 ft (assist by S. Curry),31,26
126,2,10:32.0,Personal foul by G. Green (drawn by A. Shved),,31,26
127,2,10:19.0,C. Aldrich makes 2-pt dunk at rim (assist by A. Shved),,33,26
128,2,9:56.0,,G. Green misses 3-pt jump shot from 24 ft,33,26
129,2,9:56.0,Defensive rebound by Team,,33,26
130,2,9:56.0,,Loose ball foul by E. Barron (drawn by C. Aldrich),33,26
131,2,9:40.0,A. Shved misses 3-pt jump shot from 25 ft,,33,26
132,2,9:39.0,,Defensive rebound by S. Curry,33,26
133,2,9:32.0,,G. Green misses 3-pt jump shot from 24 ft,33,26
134,2,9:31.0,Defensive rebound by S. Larkin,,33,26
135,2,9:28.0,Personal foul by S. Curry (drawn by S. Larkin),,33,26
136,2,9:28.0,L. Galloway enters the game for A. Shved,,33,26
137,2,9:13.0,J. Smith misses 2-pt jump shot from 9 ft,,33,26
138,2,9:12.0,,Defensive rebound by Team,33,26
139,2,8:58.0,,S. Curry misses 2-pt jump shot from 22 ft,33,26
140,2,8:57.0,Defensive rebound by L. Galloway,,33,26
141,2,8:47.0,L. Galloway misses 2-pt jump shot from 13 ft,,33,26
142,2,8:46.0,,Defensive rebound by E. Barron,33,26
143,2,8:36.0,,G. Green makes 2-pt jump shot from 8 ft,33,28
144,2,8:20.0,T. Wear makes 2-pt jump shot from 15 ft (assist by C. Aldrich),,35,28
145,2,8:06.0,,G. Green misses 3-pt jump shot from 25 ft,35,28
146,2,8:05.0,,Offensive rebound by E. Barron,35,28
147,2,7:58.0,,E. Barron makes 2-pt jump shot from 20 ft (assist by P. Tucker),35,30
148,2,7:44.0,Offensive foul by J. Smith (drawn by P. Tucker),,35,30
149,2,7:44.0,Turnover by J. Smith (offensive foul),,35,30
150,2,7:44.0,Official timeout,,35,30
151,2,7:44.0,A. Bargnani enters the game for C. Aldrich,,35,30
152,2,7:27.0,,Turnover by E. Barron (bad pass),35,30
153,2,7:10.0,Shooting foul by E. Barron (drawn by A. Bargnani),,35,30
154,2,7:10.0,A. Bargnani makes free throw 1 of 2,,36,30
155,2,7:10.0,,E. Bledsoe enters the game for S. Curry,36,30
156,2,7:10.0,,M. Morris enters the game for E. Barron,36,30
157,2,7:10.0,L. Thomas enters the game for T. Wear,,36,30
158,2,7:10.0,A. Bargnani misses free throw 2 of 2,,36,30
159,2,7:09.0,,Defensive rebound by M. Morris,36,30
160,2,6:56.0,,G. Green misses 2-pt jump shot from 3 ft,36,30
161,2,6:55.0,Defensive rebound by S. Larkin,,36,30
162,2,6:33.0,S. Larkin makes 2-pt layup from 1 ft (assist by L. Thomas),,38,30
163,2,6:21.0,,E. Bledsoe makes 2-pt layup from 2 ft (assist by P. Tucker),38,32
164,2,6:08.0,Personal foul by P. Tucker (drawn by L. Thomas),,38,32
165,2,6:08.0,L. Thomas makes free throw 1 of 2,,39,32
166,2,6:08.0,L. Amundson enters the game for J. Smith,,39,32
167,2,6:08.0,,B. Wright enters the game for G. Green,39,32
168,2,6:08.0,A. Shved enters the game for L. Galloway,,39,32
169,2,6:08.0,L. Thomas misses free throw 2 of 2,,39,32
170,2,6:07.0,,Defensive rebound by B. Wright,39,32
171,2,5:50.0,,Phoenix full timeout,39,32
172,2,5:41.0,S. Larkin makes 2-pt jump shot from 12 ft (assist by A. Bargnani),,41,32
173,2,5:34.0,,Shooting foul by S. Larkin (drawn by E. Bledsoe),41,32
174,2,5:34.0,,E. Bledsoe makes free throw 1 of 2,41,33
175,2,5:34.0,,E. Bledsoe makes free throw 2 of 2,41,34
176,2,5:19.0,A. Bargnani makes 2-pt jump shot from 19 ft (assist by S. Larkin),,43,34
177,2,5:00.0,,M. Morris makes 2-pt jump shot from 10 ft,43,36
178,2,4:37.0,A. Shved misses 3-pt jump shot from 25 ft,,43,36
179,2,4:36.0,,Defensive rebound by M. Morris,43,36
180,2,4:30.0,,E. Bledsoe makes 2-pt jump shot from 19 ft,43,38
181,2,4:04.0,Shooting block foul by M. Morris (drawn by A. Shved),,43,38
182,2,4:04.0,,Violation by B. Wright (def goaltending),43,38
183,2,4:04.0,A. Shved makes 2-pt jump shot from 3 ft,,45,38
184,2,4:04.0,L. Galloway enters the game for S. Larkin,,45,38
185,2,4:04.0,A. Shved misses free throw 1 of 1,,45,38
186,2,4:03.0,,Defensive rebound by M. Morris,45,38
187,2,3:57.0,,E. Bledsoe misses 2-pt layup from 1 ft,45,38
188,2,3:55.0,Defensive rebound by L. Galloway,,45,38
189,2,3:51.0,Shooting foul by P. Tucker (drawn by L. Thomas),,45,38
190,2,3:51.0,L. Thomas makes free throw 1 of 2,,46,38
191,2,3:51.0,L. Thomas misses free throw 2 of 2,,46,38
192,2,3:50.0,,Defensive rebound by M. Morris,46,38
193,2,3:31.0,,M. Morris makes 2-pt jump shot from 17 ft (assist by E. Bledsoe),46,40
194,2,3:17.0,A. Bargnani misses 2-pt jump shot from 22 ft,,46,40
195,2,3:17.0,,Defensive rebound by E. Bledsoe,46,40
196,2,3:06.0,,Shooting foul by L. Galloway (drawn by E. Bledsoe),46,40
197,2,3:06.0,,E. Bledsoe makes free throw 1 of 2,46,41
198,2,3:06.0,,E. Bledsoe misses free throw 2 of 2,46,41
199,2,3:05.0,Defensive rebound by Team,,46,41
200,2,2:54.0,Turnover by L. Galloway (bad pass; steal by B. Wright),,46,41
201,2,2:49.0,,B. Wright makes 2-pt dunk at rim (assist by E. Bledsoe),46,43
202,2,2:39.0,New York full timeout,,46,43
203,2,2:19.0,L. Galloway misses 2-pt jump shot from 6 ft,,46,43
204,2,2:18.0,,Defensive rebound by Team,46,43
205,2,2:18.0,,Personal foul by L. Galloway (drawn by M. Morris),46,43
206,2,2:18.0,,M. Morris misses free throw 1 of 2,46,43
207,2,2:18.0,,Offensive rebound by Team,46,43
208,2,2:18.0,S. Larkin enters the game for L. Galloway,,46,43
209,2,2:18.0,,M. Morris misses free throw 2 of 2,46,43
210,2,2:17.0,Defensive rebound by L. Amundson,,46,43
211,2,2:06.0,L. Amundson misses 2-pt layup from 1 ft,,46,43
212,2,2:05.0,,Defensive rebound by Team,46,43
213,2,1:51.0,,Turnover by E. Bledsoe (bad pass; steal by L. Thomas),46,43
214,2,1:48.0,Shooting foul by E. Bledsoe (drawn by A. Shved),,46,43
215,2,1:48.0,A. Shved misses free throw 1 of 2,,46,43
216,2,1:48.0,Offensive rebound by Team,,46,43
217,2,1:48.0,C. Aldrich enters the game for L. Amundson,,46,43
218,2,1:48.0,A. Shved misses free throw 2 of 2,,46,43
219,2,1:47.0,,Defensive rebound by B. Wright,46,43
220,2,1:29.0,,M. Morris makes 2-pt hook shot from 3 ft,46,45
221,2,1:09.0,A. Bargnani misses 3-pt jump shot from 24 ft,,46,45
222,2,1:07.0,Offensive rebound by L. Thomas,,46,45
223,2,1:07.0,L. Thomas makes 2-pt dunk at rim,,48,45
224,2,0:44.0,,M. Morris misses 2-pt jump shot from 10 ft,48,45
225,2,0:43.0,Defensive rebound by C. Aldrich,,48,45
226,2,0:32.0,A. Shved misses 3-pt jump shot from 24 ft,,48,45
227,2,0:31.0,,Defensive rebound by B. Wright,48,45
228,2,0:09.0,,E. Bledsoe makes 2-pt dunk at rim,48,47
229,3,11:43.0,,E. Bledsoe misses 2-pt jump shot from 12 ft,48,47
230,3,11:43.0,Defensive rebound by L. Amundson,,48,47
231,3,11:43.0,,Loose ball foul by M. Morris (drawn by L. Amundson),48,47
232,3,11:26.0,Turnover by A. Shved (bad pass; steal by E. Bledsoe),,48,47
233,3,11:13.0,,Personal block foul by L. Amundson (drawn by P. Tucker),48,47
234,3,11:05.0,,P. Tucker misses 2-pt jump shot from 20 ft,48,47
235,3,11:04.0,,Offensive rebound by Team,48,47
236,3,11:02.0,,P. Tucker makes 2-pt jump shot from 18 ft (assist by M. Morris),48,49
237,3,10:38.0,L. Galloway misses 3-pt jump shot from 24 ft,,48,49
238,3,10:37.0,,Defensive rebound by P. Tucker,48,49
239,3,10:26.0,,M. Morris misses 2-pt jump shot from 16 ft,48,49
240,3,10:26.0,,Offensive rebound by Team,48,49
241,3,10:20.0,,Shooting foul by L. Amundson (drawn by M. Morris),48,49
242,3,10:20.0,,M. Morris makes free throw 1 of 2,48,50
243,3,10:20.0,C. Aldrich enters the game for L. Amundson,,48,50
244,3,10:20.0,,M. Morris misses free throw 2 of 2,48,50
245,3,10:19.0,,Offensive rebound by B. Wright,48,50
246,3,10:15.0,,E. Bledsoe misses 3-pt jump shot from 22 ft,48,50
247,3,10:14.0,Defensive rebound by L. Thomas,,48,50
248,3,10:01.0,L. Galloway makes 3-pt jump shot from 24 ft,,51,50
249,3,9:48.0,,M. Morris makes 3-pt jump shot from 24 ft (assist by M. Morris),51,53
250,3,9:22.0,L. Galloway misses 3-pt jump shot from 24 ft,,51,53
251,3,9:21.0,,Defensive rebound by P. Tucker,51,53
252,3,9:13.0,,M. Morris misses 3-pt jump shot from 24 ft,51,53
253,3,9:12.0,Defensive rebound by C. Aldrich,,51,53
254,3,8:55.0,Offensive foul by A. Bargnani (drawn by E. Bledsoe),,51,53
255,3,8:55.0,Turnover by A. Bargnani (offensive foul),,51,53
256,3,8:43.0,,Personal block foul by L. Galloway (drawn by E. Bledsoe),51,53
257,3,8:43.0,S. Larkin enters the game for L. Galloway,,51,53
258,3,8:36.0,,Shooting foul by C. Aldrich (drawn by B. Wright),51,53
259,3,8:36.0,,B. Wright makes free throw 1 of 2,51,54
260,3,8:36.0,New York full timeout,,51,54
261,3,8:36.0,,B. Wright makes free throw 2 of 2,51,55
262,3,8:14.0,A. Bargnani misses 2-pt jump shot from 20 ft,,51,55
263,3,8:13.0,,Defensive rebound by E. Bledsoe,51,55
264,3,8:01.0,,M. Morris makes 2-pt layup from 1 ft (assist by M. Morris),51,57
265,3,7:46.0,C. Aldrich misses 2-pt jump shot from 6 ft,,51,57
266,3,7:45.0,,Defensive rebound by B. Wright,51,57
267,3,7:39.0,,E. Bledsoe makes 2-pt layup from 1 ft,51,59
268,3,7:25.0,Shooting foul by M. Morris (drawn by A. Shved),,51,59
269,3,7:25.0,A. Shved makes free throw 1 of 2,,52,59
270,3,7:25.0,A. Shved makes free throw 2 of 2,,53,59
271,3,7:11.0,,M. Morris makes 2-pt jump shot from 15 ft (assist by E. Bledsoe),53,61
272,3,6:46.0,A. Shved makes 3-pt jump shot from 24 ft (assist by A. Bargnani),,56,61
273,3,6:21.0,,M. Morris misses 2-pt jump shot from 8 ft,56,61
274,3,6:20.0,Defensive rebound by C. Aldrich,,56,61
275,3,6:05.0,A. Bargnani misses 2-pt jump shot from 11 ft,,56,61
276,3,6:04.0,,Defensive rebound by B. Wright,56,61
277,3,5:55.0,,M. Morris misses 2-pt layup from 2 ft,56,61
278,3,5:54.0,Defensive rebound by C. Aldrich,,56,61
279,3,5:42.0,S. Larkin makes 2-pt layup from 1 ft (assist by C. Aldrich),,58,61
280,3,5:42.0,,Phoenix full timeout,58,61
281,3,5:42.0,T. Wear enters the game for A. Shved,,58,61
282,3,5:42.0,,A. Goodwin enters the game for P. Tucker,58,61
283,3,5:18.0,,M. Morris makes 2-pt layup from 2 ft (assist by A. Goodwin),58,63
284,3,4:57.0,Turnover by S. Larkin (bad pass; steal by M. Morris),,58,63
285,3,4:52.0,Violation by C. Aldrich (def goaltending),,58,63
286,3,4:52.0,,B. Wright makes 2-pt layup from 1 ft (assist by A. Goodwin),58,65
287,3,4:40.0,T. Wear makes 2-pt jump shot from 13 ft,,60,65
288,3,4:28.0,,Turnover by E. Bledsoe (bad pass; steal by S. Larkin),60,65
289,3,4:07.0,L. Thomas misses 2-pt jump shot from 22 ft,,60,65
290,3,4:06.0,,Defensive rebound by A. Goodwin,60,65
291,3,3:55.0,,B. Wright makes 2-pt hook shot from 3 ft (assist by E. Bledsoe),60,67
292,3,3:33.0,L. Thomas makes 2-pt jump shot from 18 ft,,62,67
293,3,3:16.0,,Personal foul by S. Larkin (drawn by M. Morris),62,67
294,3,3:16.0,,M. Morris makes free throw 1 of 2,62,68
295,3,3:16.0,J. Smith enters the game for L. Thomas,,62,68
296,3,3:16.0,C. Early enters the game for A. Bargnani,,62,68
297,3,3:16.0,,T. Warren enters the game for M. Morris,62,68
298,3,3:16.0,,M. Morris makes free throw 2 of 2,62,69
299,3,2:57.0,C. Aldrich makes 2-pt hook shot from 3 ft (assist by J. Smith),,64,69
300,3,2:37.0,,T. Warren misses 2-pt layup from 1 ft (block by C. Aldrich),64,69
301,3,2:35.0,,Offensive rebound by T. Warren,64,69
302,3,2:35.0,,Shooting foul by J. Smith (drawn by T. Warren),64,69
303,3,2:35.0,,T. Warren makes free throw 1 of 2,64,70
304,3,2:35.0,,P. Tucker enters the game for B. Wright,64,70
305,3,2:35.0,,E. Barron enters the game for M. Morris,64,70
306,3,2:35.0,,T. Warren makes free throw 2 of 2,64,71
307,3,2:15.0,Shooting foul by E. Barron (drawn by J. Smith),,64,71
308,3,2:15.0,J. Smith makes free throw 1 of 2,,65,71
309,3,2:15.0,J. Smith makes free throw 2 of 2,,66,71
310,3,2:02.0,,E. Barron makes 2-pt jump shot from 12 ft (assist by E. Bledsoe),66,73
311,3,1:36.0,C. Aldrich misses 2-pt hook shot from 7 ft,,66,73
312,3,1:34.0,,Defensive rebound by E. Bledsoe,66,73
313,3,1:26.0,,E. Barron makes 2-pt jump shot from 18 ft (assist by E. Bledsoe),66,75
314,3,1:07.0,C. Aldrich misses 2-pt hook shot from 3 ft,,66,75
315,3,1:00.0,,Defensive rebound by A. Goodwin,66,75
316,3,0:56.0,,E. Barron misses 3-pt jump shot from 24 ft,66,75
317,3,0:55.0,Defensive rebound by J. Smith,,66,75
318,3,0:32.0,C. Aldrich misses 2-pt jump shot from 3 ft,,66,75
319,3,0:30.0,,Defensive rebound by P. Tucker,66,75
320,3,0:08.0,,E. Bledsoe misses 3-pt jump shot from 25 ft,66,75
321,3,0:07.0,Defensive rebound by T. Wear,,66,75
322,3,0:02.0,T. Wear misses 2-pt layup at rim,,66,75
323,3,0:02.0,,Defensive rebound by A. Goodwin,66,75
324,3,0:01.0,,A. Goodwin misses 3-pt jump shot from 76 ft,66,75
325,3,0:00.0,,Offensive rebound by Team,66,75
326,4,11:46.0,T. Wear makes 3-pt jump shot from 24 ft (assist by J. Smith),,69,75
327,4,11:28.0,,A. Goodwin misses 2-pt jump shot from 6 ft,69,75
328,4,11:23.0,,Offensive rebound by E. Barron,69,75
329,4,11:23.0,,Turnover by E. Barron (lost ball; steal by S. Larkin),69,75
330,4,11:20.0,Turnover by S. Larkin (lost ball; steal by A. Goodwin),,69,75
331,4,11:02.0,,A. Goodwin makes 2-pt layup at rim,69,77
332,4,10:44.0,A. Bargnani makes 2-pt jump shot from 21 ft (assist by J. Smith),,71,77
333,4,10:28.0,,A. Goodwin misses 3-pt jump shot from 22 ft,71,77
334,4,10:27.0,,Offensive rebound by E. Barron,71,77
335,4,10:24.0,,E. Barron misses 2-pt layup at rim,71,77
336,4,10:24.0,,Offensive rebound by T. Warren,71,77
337,4,10:22.0,,T. Warren makes 2-pt layup from 1 ft,71,79
338,4,10:21.0,,Violation by Team (delay of game),71,79
339,4,10:21.0,,Technical foul by Team,71,79
340,4,10:21.0,A. Bargnani makes technical free throw,,72,79
341,4,10:21.0,,M. Morris enters the game for E. Barron,72,79
342,4,10:06.0,Shooting foul by M. Morris (drawn by L. Thomas),,72,79
343,4,10:06.0,L. Thomas makes free throw 1 of 2,,73,79
344,4,10:06.0,L. Thomas misses free throw 2 of 2,,73,79
345,4,10:06.0,,Defensive rebound by M. Morris,73,79
346,4,9:52.0,,Turnover by T. Warren (bad pass; steal by J. Smith),73,79
347,4,9:39.0,Shooting block foul by M. Morris (drawn by A. Bargnani),,73,79
348,4,9:39.0,A. Bargnani makes free throw 1 of 2,,74,79
349,4,9:39.0,,B. Wright enters the game for M. Morris,74,79
350,4,9:39.0,A. Bargnani makes free throw 2 of 2,,75,79
351,4,9:26.0,,A. Goodwin makes 2-pt layup from 1 ft (assist by M. Morris),75,81
352,4,9:16.0,L. Thomas misses 2-pt jump shot from 4 ft,,75,81
353,4,9:15.0,,Defensive rebound by M. Morris,75,81
354,4,9:09.0,,M. Morris makes 2-pt jump shot from 19 ft,75,83
355,4,9:05.0,New York full timeout,,75,83
356,4,8:51.0,Shooting foul by B. Wright (drawn by L. Thomas),,75,83
357,4,8:51.0,L. Thomas makes free throw 1 of 2,,76,83
358,4,8:51.0,L. Thomas misses free throw 2 of 2,,76,83
359,4,8:48.0,Offensive rebound by J. Smith,,76,83
360,4,8:48.0,A. Bargnani makes 2-pt tip-in from 1 ft,,78,83
361,4,8:32.0,,B. Wright makes 2-pt jump shot from 5 ft,78,85
362,4,8:32.0,,Shooting block foul by A. Bargnani (drawn by B. Wright),78,85
363,4,8:32.0,,B. Wright makes free throw 1 of 1,78,86
364,4,8:12.0,Turnover by J. Smith (bad pass; steal by A. Goodwin),,78,86
365,4,8:07.0,,A. Goodwin misses 2-pt layup from 1 ft (block by J. Smith),78,86
366,4,8:05.0,Defensive rebound by S. Larkin,,78,86
367,4,7:58.0,A. Bargnani misses 3-pt jump shot from 24 ft,,78,86
368,4,7:57.0,Offensive rebound by S. Larkin,,78,86
369,4,7:52.0,A. Bargnani misses 3-pt jump shot from 24 ft,,78,86
370,4,7:51.0,,Defensive rebound by P. Tucker,78,86
371,4,7:36.0,,Shooting foul by S. Larkin (drawn by A. Goodwin),78,86
372,4,7:36.0,,A. Goodwin misses free throw 1 of 2,78,86
373,4,7:36.0,,Offensive rebound by Team,78,86
374,4,7:36.0,L. Galloway enters the game for S. Larkin,,78,86
375,4,7:36.0,A. Shved enters the game for L. Thomas,,78,86
376,4,7:36.0,,E. Bledsoe enters the game for T. Warren,78,86
377,4,7:36.0,,A. Goodwin makes free throw 2 of 2,78,87
378,4,7:11.0,A. Bargnani makes 2-pt jump shot from 19 ft (assist by A. Shved),,80,87
379,4,6:50.0,,P. Tucker makes 3-pt jump shot from 24 ft (assist by E. Bledsoe),80,90
380,4,6:19.0,A. Shved misses 2-pt layup from 2 ft,,80,90
381,4,6:18.0,,Defensive rebound by M. Morris,80,90
382,4,6:12.0,,E. Bledsoe makes 2-pt jump shot from 19 ft,80,92
383,4,5:45.0,Personal foul by P. Tucker (drawn by A. Shved),,80,92
384,4,5:45.0,Official timeout,,80,92
385,4,5:45.0,L. Amundson enters the game for J. Smith,,80,92
