,QUARTER,TIME_REMAINING,MIAMI_ACTION,NEW ORLEANS_ACTION,MIAMI_SCORE,NEW ORLEANS_SCORE
32,1,6:58.0,,E. Gordon makes 2-pt layup from 2 ft (assist by T. Evans),9,13
33,1,6:44.0,G. Dragić makes 2-pt layup from 2 ft,,11,13
34,1,6:28.0,Violation by U. Haslem (kicked ball),,11,13
35,1,6:20.0,,T. Evans misses 2-pt jump shot from 18 ft,11,13
36,1,6:19.0,Defensive rebound by L. Deng,,11,13
37,1,6:14.0,G. Dragić makes 2-pt layup from 3 ft (assist by D. Wade),,13,13
38,1,6:04.0,,Ö. Aşık makes 2-pt layup from 1 ft (assist by E. Gordon),13,15
39,1,6:04.0,,Shooting foul by D. Wade (drawn by Ö. Aşık),13,15
40,1,6:04.0,,Ö. Aşık makes free throw 1 of 1,13,16
41,1,5:53.0,,New Orleans full timeout,13,16
42,1,5:53.0,H. Walker enters the game for U. Haslem,,13,16
43,1,5:49.0,H. Whiteside makes 2-pt dunk at rim (assist by D. Wade),,15,16
44,1,5:26.0,,E. Gordon misses 3-pt jump shot from 24 ft,15,16
45,1,5:25.0,Defensive rebound by D. Wade,,15,16
46,1,5:20.0,G. Dragić makes 2-pt layup from 2 ft (assist by D. Wade),,17,16
47,1,4:59.0,,Q. Pondexter makes 2-pt jump shot from 12 ft,17,18
48,1,4:44.0,G. Dragić misses 2-pt jump shot from 19 ft,,17,18
49,1,4:43.0,,Defensive rebound by Ö. Aşık,17,18
50,1,4:34.0,,Shooting foul by D. Wade (drawn by Q. Pondexter),17,18
51,1,4:34.0,,Q. Pondexter makes free throw 1 of 2,17,19
52,1,4:34.0,M. Chalmers enters the game for D. Wade,,17,19
53,1,4:34.0,,Q. Pondexter makes free throw 2 of 2,17,20
54,1,4:22.0,H. Whiteside misses 2-pt jump shot from 11 ft,,17,20
55,1,4:21.0,,Defensive rebound by Ö. Aşık,17,20
56,1,4:15.0,,T. Evans makes 2-pt layup from 2 ft,17,22
57,1,4:15.0,Miami full timeout,,17,22
58,1,4:02.0,L. Deng makes 2-pt jump shot from 12 ft (assist by G. Dragić),,19,22
59,1,3:39.0,,E. Gordon misses 2-pt jump shot from 18 ft,19,22
60,1,3:38.0,Defensive rebound by H. Walker,,19,22
61,1,3:19.0,M. Chalmers misses 2-pt jump shot from 7 ft,,19,22
62,1,3:18.0,,Defensive rebound by D. Cunningham,19,22
63,1,3:11.0,Violation by H. Whiteside (kicked ball),,19,22
64,1,3:11.0,,L. Babbitt enters the game for D. Cunningham,19,22
65,1,3:11.0,,N. Cole enters the game for T. Evans,19,22
66,1,2:59.0,,E. Gordon misses 2-pt jump shot from 19 ft,19,22
67,1,2:58.0,Defensive rebound by H. Walker,,19,22
68,1,2:50.0,Personal foul by E. Gordon (drawn by L. Deng),,19,22
69,1,2:39.0,L. Deng misses 3-pt jump shot from 26 ft,,19,22
70,1,2:38.0,,Defensive rebound by Ö. Aşık,19,22
71,1,2:30.0,,Ö. Aşık misses 2-pt layup from 1 ft (block by H. Whiteside),19,22
72,1,2:29.0,Defensive rebound by G. Dragić,,19,22
73,1,2:25.0,G. Dragić makes 2-pt layup from 1 ft,,21,22
74,1,2:06.0,,N. Cole misses 2-pt layup from 2 ft,21,22
75,1,2:06.0,Defensive rebound by Team,,21,22
76,1,2:06.0,M. Beasley enters the game for L. Deng,,21,22
77,1,1:52.0,M. Beasley makes 2-pt jump shot from 21 ft (assist by G. Dragić),,23,22
78,1,1:35.0,,Q. Pondexter makes 2-pt layup from 2 ft (assist by E. Gordon),23,24
79,1,1:21.0,Personal foul by N. Cole (drawn by G. Dragić),,23,24
80,1,1:21.0,,A. Ajinça enters the game for Ö. Aşık,23,24
81,1,1:10.0,Turnover by M. Chalmers (bad pass; steal by L. Babbitt),,23,24
82,1,1:05.0,,Turnover by N. Cole (bad pass),23,24
83,1,0:54.0,G. Dragić makes 2-pt layup from 3 ft (assist by H. Walker),,25,24
84,1,0:43.0,,N. Cole misses 2-pt jump shot from 20 ft,25,24
85,1,0:43.0,Defensive rebound by H. Whiteside,,25,24
86,1,0:29.0,M. Beasley misses 2-pt layup from 2 ft (block by A. Ajinça),,25,24
87,1,0:27.0,,Defensive rebound by A. Ajinça,25,24
88,1,0:26.0,,Turnover by A. Ajinça (lost ball),25,24
89,1,0:05.0,M. Beasley misses 2-pt jump shot from 12 ft,,25,24
90,1,0:03.0,,Defensive rebound by Q. Pondexter,25,24
91,1,0:00.0,,Q. Pondexter misses 3-pt jump shot from 36 ft,25,24
92,1,0:00.0,,Offensive rebound by Team,25,24
93,2,11:41.0,H. Walker makes 2-pt layup at rim,,27,24
94,2,11:20.0,,A. Ajinça makes 2-pt jump shot from 14 ft,27,26
95,2,11:01.0,M. Beasley misses 2-pt layup from 3 ft,,27,26
96,2,11:00.0,,Defensive rebound by D. Cunningham,27,26
97,2,10:58.0,,Personal foul by S. Napier (drawn by T. Evans),27,26
98,2,10:43.0,,D. Cunningham misses 2-pt jump shot from 11 ft,27,26
99,2,10:42.0,Defensive rebound by C. Andersen,,27,26
100,2,10:33.0,M. Chalmers misses 2-pt layup from 3 ft,,27,26
101,2,10:32.0,,Defensive rebound by A. Ajinça,27,26
102,2,10:17.0,,A. Ajinça makes 2-pt jump shot from 12 ft (assist by L. Babbitt),27,28
103,2,10:17.0,,Shooting foul by C. Andersen (drawn by A. Ajinça),27,28
104,2,10:17.0,,A. Ajinça misses free throw 1 of 1,27,28
105,2,10:16.0,Defensive rebound by M. Beasley,,27,28
106,2,10:01.0,H. Walker makes 3-pt jump shot from 26 ft (assist by M. Beasley),,30,28
107,2,9:42.0,,A. Ajinça makes 2-pt jump shot from 14 ft (assist by T. Evans),30,30
108,2,9:26.0,M. Beasley makes 2-pt jump shot from 20 ft,,32,30
109,2,9:09.0,,T. Evans makes 2-pt layup from 3 ft,32,32
110,2,8:49.0,M. Beasley makes 3-pt jump shot from 23 ft (assist by S. Napier),,35,32
111,2,8:31.0,,Personal foul by H. Walker (drawn by N. Cole),35,32
112,2,8:31.0,Official timeout,,35,32
113,2,8:20.0,,L. Babbitt makes 3-pt jump shot from 25 ft (assist by D. Cunningham),35,35
114,2,8:02.0,H. Walker misses 2-pt jump shot from 13 ft (block by A. Ajinça),,35,35
115,2,8:01.0,,Defensive rebound by T. Evans,35,35
116,2,7:58.0,,Offensive foul by T. Evans (drawn by H. Walker),35,35
117,2,7:58.0,,Turnover by T. Evans (offensive foul),35,35
118,2,7:44.0,H. Walker misses 3-pt jump shot from 25 ft,,35,35
119,2,7:43.0,Offensive rebound by S. Napier,,35,35
120,2,7:37.0,M. Chalmers misses 3-pt jump shot from 25 ft,,35,35
121,2,7:36.0,,Defensive rebound by D. Cunningham,35,35
122,2,7:21.0,,L. Babbitt makes 2-pt jump shot from 8 ft,35,37
123,2,7:19.0,Miami full timeout,,35,37
124,2,7:19.0,,E. Gordon enters the game for T. Evans,35,37
125,2,7:19.0,G. Dragić enters the game for M. Beasley,,35,37
126,2,7:19.0,L. Deng enters the game for S. Napier,,35,37
127,2,6:57.0,H. Walker makes 3-pt jump shot from 26 ft (assist by L. Deng),,38,37
128,2,6:42.0,,A. Ajinça makes 2-pt layup from 1 ft (assist by N. Cole),38,39
129,2,6:30.0,Shooting foul by A. Ajinça (drawn by L. Deng),,38,39
130,2,6:30.0,L. Deng makes free throw 1 of 2,,39,39
131,2,6:30.0,D. Wade enters the game for M. Chalmers,,39,39
132,2,6:30.0,,Q. Pondexter enters the game for D. Cunningham,39,39
133,2,6:30.0,L. Deng makes free throw 2 of 2,,40,39
134,2,6:06.0,,N. Cole misses 3-pt jump shot from 23 ft,40,39
135,2,6:05.0,Defensive rebound by H. Walker,,40,39
136,2,5:50.0,Personal foul by N. Cole (drawn by G. Dragić),,40,39
137,2,5:38.0,D. Wade makes 2-pt jump shot from 16 ft,,42,39
138,2,5:19.0,,N. Cole misses 3-pt jump shot from 25 ft,42,39
139,2,5:18.0,,Offensive rebound by A. Ajinça,42,39
140,2,5:04.0,,Personal foul by L. Deng (drawn by Q. Pondexter),42,39
141,2,4:54.0,,N. Cole misses 2-pt layup from 2 ft,42,39
142,2,4:53.0,Defensive rebound by C. Andersen,,42,39
143,2,4:40.0,Shooting foul by E. Gordon (drawn by L. Deng),,42,39
144,2,4:40.0,L. Deng makes free throw 1 of 2,,43,39
145,2,4:40.0,,Ö. Aşık enters the game for A. Ajinça,43,39
146,2,4:40.0,H. Whiteside enters the game for C. Andersen,,43,39
147,2,4:40.0,L. Deng makes free throw 2 of 2,,44,39
148,2,4:27.0,,E. Gordon misses 2-pt jump shot from 20 ft,44,39
149,2,4:26.0,Defensive rebound by H. Whiteside,,44,39
150,2,4:13.0,L. Deng makes 2-pt layup from 2 ft,,46,39
151,2,4:13.0,,New Orleans full timeout,46,39
152,2,4:13.0,,T. Evans enters the game for L. Babbitt,46,39
153,2,4:13.0,,D. Cunningham enters the game for N. Cole,46,39
154,2,4:00.0,,D. Cunningham makes 2-pt jump shot from 19 ft (assist by T. Evans),46,41
155,2,3:43.0,D. Wade misses 2-pt jump shot from 20 ft,,46,41
156,2,3:42.0,,Defensive rebound by D. Cunningham,46,41
157,2,3:34.0,,T. Evans makes 2-pt layup from 1 ft (assist by E. Gordon),46,43
158,2,3:18.0,H. Walker misses 3-pt jump shot from 25 ft,,46,43
159,2,3:17.0,,Defensive rebound by E. Gordon,46,43
160,2,3:10.0,,T. Evans makes 2-pt layup from 3 ft (assist by E. Gordon),46,45
161,2,2:55.0,D. Wade makes 2-pt jump shot from 10 ft,,48,45
162,2,2:34.0,,D. Cunningham misses 2-pt layup from 1 ft (block by H. Whiteside),48,45
163,2,2:32.0,Defensive rebound by D. Wade,,48,45
164,2,2:27.0,G. Dragić makes 2-pt layup at rim,,50,45
165,2,2:10.0,,T. Evans makes 3-pt jump shot from 25 ft (assist by E. Gordon),50,48
166,2,1:56.0,Turnover by D. Wade (lost ball),,50,48
167,2,1:41.0,,D. Cunningham makes 2-pt jump shot from 6 ft (assist by E. Gordon),50,50
168,2,1:20.0,H. Whiteside makes 2-pt layup from 3 ft (assist by G. Dragić),,52,50
169,2,1:05.0,,T. Evans misses 2-pt layup from 2 ft,52,50
170,2,1:04.0,,Offensive rebound by Ö. Aşık,52,50
171,2,1:03.0,,Ö. Aşık makes 2-pt layup from 1 ft,52,52
172,2,1:02.0,,Violation by Team (delay of game),52,52
173,2,0:49.0,Shooting foul by D. Cunningham (drawn by H. Walker),,52,52
174,2,0:49.0,H. Walker misses free throw 1 of 2,,52,52
175,2,0:49.0,Offensive rebound by Team,,52,52
176,2,0:49.0,M. Chalmers enters the game for D. Wade,,52,52
177,2,0:49.0,H. Walker misses free throw 2 of 2,,52,52
178,2,0:49.0,,Defensive rebound by Ö. Aşık,52,52
179,2,0:38.0,,E. Gordon makes 2-pt layup from 1 ft (assist by T. Evans),52,54
180,2,0:25.0,L. Deng makes 2-pt jump shot from 7 ft,,54,54
181,2,0:04.0,,Turnover by T. Evans (lost ball),54,54
182,2,0:04.0,Miami full timeout,,54,54
183,2,0:04.0,,N. Cole enters the game for T. Evans,54,54
184,2,0:04.0,D. Wade enters the game for H. Walker,,54,54
185,2,0:03.0,,J. Fredette enters the game for E. Gordon,54,54
186,2,0:00.0,D. Wade misses 3-pt jump shot from 30 ft,,54,54
187,2,0:00.0,Offensive rebound by Team,,54,54
188,3,11:40.0,D. Wade misses 2-pt jump shot from 18 ft,,54,54
189,3,11:39.0,,Defensive rebound by D. Cunningham,54,54
190,3,11:24.0,,Q. Pondexter makes 2-pt jump shot from 8 ft (assist by T. Evans),54,56
191,3,10:54.0,D. Wade misses 3-pt jump shot from 25 ft,,54,56
192,3,10:53.0,Offensive rebound by U. Haslem,,54,56
193,3,10:51.0,U. Haslem makes 2-pt layup from 1 ft,,56,56
194,3,10:29.0,,E. Gordon misses 2-pt jump shot from 19 ft,56,56
195,3,10:28.0,Defensive rebound by H. Whiteside,,56,56
196,3,10:12.0,Turnover by D. Wade (bad pass; steal by D. Cunningham),,56,56
197,3,10:08.0,,Shooting foul by G. Dragić (drawn by E. Gordon),56,56
198,3,10:08.0,,E. Gordon makes free throw 1 of 2,56,57
199,3,10:08.0,,E. Gordon makes free throw 2 of 2,56,58
200,3,9:47.0,H. Whiteside makes 2-pt jump shot from 13 ft (assist by L. Deng),,58,58
201,3,9:28.0,,Q. Pondexter makes 2-pt layup from 2 ft (assist by D. Cunningham),58,60
202,3,9:06.0,D. Wade misses 2-pt jump shot from 20 ft,,58,60
203,3,9:05.0,,Defensive rebound by D. Cunningham,58,60
204,3,8:58.0,,T. Evans misses 2-pt layup from 1 ft,58,60
205,3,8:57.0,Defensive rebound by L. Deng,,58,60
206,3,8:57.0,Personal foul by Q. Pondexter (drawn by L. Deng),,58,60
207,3,8:42.0,H. Whiteside makes 2-pt layup from 1 ft (assist by U. Haslem),,60,60
208,3,8:26.0,,D. Cunningham misses 2-pt jump shot from 5 ft (block by H. Whiteside),60,60
209,3,8:25.0,Defensive rebound by G. Dragić,,60,60
210,3,8:22.0,Shooting foul by Q. Pondexter (drawn by G. Dragić),,60,60
211,3,8:22.0,G. Dragić makes free throw 1 of 2,,61,60
212,3,8:22.0,G. Dragić makes free throw 2 of 2,,62,60
213,3,8:07.0,,E. Gordon makes 3-pt jump shot from 24 ft (assist by T. Evans),62,63
214,3,7:54.0,Personal foul by T. Evans (drawn by D. Wade),,62,63
215,3,7:45.0,L. Deng misses 3-pt jump shot from 23 ft,,62,63
216,3,7:44.0,Offensive rebound by H. Whiteside,,62,63
217,3,7:40.0,H. Whiteside makes 2-pt hook shot from 5 ft,,64,63
218,3,7:22.0,,Personal block foul by D. Wade (drawn by Ö. Aşık),64,63
219,3,7:09.0,,Q. Pondexter misses 2-pt jump shot from 9 ft,64,63
220,3,7:09.0,,Offensive rebound by Team,64,63
221,3,7:09.0,Loose ball foul by G. Dragić (drawn by Ö. Aşık),,64,63
222,3,6:56.0,,Q. Pondexter misses 2-pt jump shot from 6 ft,64,63
223,3,6:55.0,Defensive rebound by H. Whiteside,,64,63
224,3,6:42.0,Turnover by G. Dragić (lost ball; steal by Ö. Aşık),,64,63
225,3,6:38.0,,T. Evans misses 2-pt layup from 1 ft (block by U. Haslem),64,63
226,3,6:37.0,,Offensive rebound by Q. Pondexter,64,63
227,3,6:35.0,,Q. Pondexter makes 2-pt layup at rim,64,65
228,3,6:17.0,Personal foul by Q. Pondexter (drawn by D. Wade),,64,65
229,3,6:05.0,L. Deng makes 2-pt jump shot from 10 ft,,66,65
230,3,5:38.0,,T. Evans misses 3-pt jump shot from 29 ft,66,65
231,3,5:38.0,,Offensive rebound by Team,66,65
232,3,5:38.0,,Turnover by Team (shot clock),66,65
233,3,5:38.0,,New Orleans full timeout,66,65
234,3,5:25.0,D. Wade makes 2-pt jump shot from 14 ft,,68,65
235,3,5:06.0,,E. Gordon misses 2-pt jump shot from 11 ft,68,65
236,3,5:05.0,Defensive rebound by D. Wade,,68,65
237,3,4:55.0,D. Wade makes 2-pt layup from 3 ft,,70,65
238,3,4:30.0,,Turnover by T. Evans (bad pass; steal by L. Deng),70,65
239,3,4:13.0,U. Haslem misses 2-pt jump shot from 18 ft,,70,65
240,3,4:12.0,,Defensive rebound by Ö. Aşık,70,65
241,3,4:00.0,,Q. Pondexter makes 2-pt jump shot from 6 ft,70,67
242,3,3:37.0,H. Whiteside makes 2-pt layup at rim (assist by D. Wade),,72,67
243,3,3:20.0,,Q. Pondexter misses 3-pt jump shot from 25 ft,72,67
244,3,3:19.0,Defensive rebound by U. Haslem,,72,67
245,3,3:03.0,Shooting foul by E. Gordon (drawn by L. Deng),,72,67
246,3,3:03.0,L. Deng makes free throw 1 of 2,,73,67
247,3,3:03.0,,A. Ajinça enters the game for Ö. Aşık,73,67
248,3,3:03.0,,N. Cole enters the game for E. Gordon,73,67
249,3,3:03.0,H. Walker enters the game for U. Haslem,,73,67
250,3,3:03.0,M. Chalmers enters the game for D. Wade,,73,67
251,3,3:03.0,L. Deng makes free throw 2 of 2,,74,67
252,3,2:44.0,Miami full timeout,,74,67
253,3,2:40.0,,N. Cole misses 3-pt jump shot from 26 ft,74,67
254,3,2:39.0,Defensive rebound by H. Whiteside,,74,67
255,3,2:23.0,G. Dragić misses 2-pt jump shot from 14 ft,,74,67
256,3,2:23.0,,Defensive rebound by Team,74,67
257,3,2:23.0,Loose ball foul by L. Deng (drawn by Q. Pondexter),,74,67
258,3,2:23.0,,L. Babbitt enters the game for D. Cunningham,74,67
259,3,2:14.0,,Shooting foul by G. Dragić (drawn by N. Cole),74,67
260,3,2:14.0,,N. Cole misses free throw 1 of 2,74,67
261,3,2:14.0,,Offensive rebound by Team,74,67
262,3,2:14.0,,J. Fredette enters the game for T. Evans,74,67
263,3,2:14.0,,N. Cole makes free throw 2 of 2,74,68
264,3,1:59.0,Shooting foul by Q. Pondexter (drawn by L. Deng),,74,68
265,3,1:59.0,L. Deng makes free throw 1 of 2,,75,68
266,3,1:59.0,C. Andersen enters the game for H. Whiteside,,75,68
267,3,1:59.0,,D. Cunningham enters the game for Q. Pondexter,75,68
268,3,1:59.0,L. Deng misses free throw 2 of 2,,75,68
269,3,1:58.0,,Defensive rebound by A. Ajinça,75,68
270,3,1:47.0,,A. Ajinça misses 2-pt layup from 2 ft,75,68
271,3,1:46.0,,Offensive rebound by A. Ajinça,75,68
272,3,1:45.0,,A. Ajinça makes 2-pt layup from 2 ft,75,70
273,3,1:33.0,C. Andersen misses 2-pt layup from 1 ft,,75,70
274,3,1:32.0,Offensive rebound by C. Andersen,,75,70
275,3,1:30.0,C. Andersen makes 2-pt layup at rim,,77,70
276,3,1:18.0,,Turnover by N. Cole (lost ball; steal by G. Dragić),77,70
277,3,1:13.0,G. Dragić makes 2-pt layup from 2 ft,,79,70
278,3,0:54.0,,D. Cunningham makes 2-pt jump shot from 18 ft (assist by N. Cole),79,72
279,3,0:40.0,H. Walker makes 3-pt jump shot from 26 ft (assist by G. Dragić),,82,72
280,3,0:35.0,,Shooting foul by H. Walker (drawn by D. Cunningham),82,72
281,3,0:35.0,,D. Cunningham misses free throw 1 of 2,82,72
282,3,0:35.0,,Offensive rebound by Team,82,72
283,3,0:35.0,S. Napier enters the game for G. Dragić,,82,72
284,3,0:35.0,,D. Cunningham makes free throw 2 of 2,82,73
285,3,0:24.0,L. Deng misses 2-pt jump shot from 13 ft,,82,73
286,3,0:23.0,,Defensive rebound by D. Cunningham,82,73
287,3,0:04.0,,N. Cole misses 2-pt jump shot from 9 ft,82,73
288,3,0:02.0,Defensive rebound by C. Andersen,,82,73
289,3,0:00.0,C. Andersen misses 3-pt jump shot from 67 ft,,82,73
290,3,0:00.0,Offensive rebound by Team,,82,73
291,4,11:49.0,,A. Ajinça makes 2-pt dunk at rim (assist by N. Cole),82,75
292,4,11:49.0,,Shooting foul by M. Chalmers (drawn by A. Ajinça),82,75
293,4,11:49.0,,A. Ajinça makes free throw 1 of 1,82,76
294,4,11:25.0,L. Deng misses 2-pt jump shot from 18 ft,,82,76
295,4,11:23.0,,Defensive rebound by D. Cunningham,82,76
296,4,11:03.0,,Personal foul by M. Chalmers (drawn by J. Fredette),82,76
297,4,10:53.0,,D. Cunningham misses 2-pt jump shot from 17 ft,82,76
298,4,10:52.0,Defensive rebound by S. Napier,,82,76
299,4,10:42.0,H. Walker misses 3-pt jump shot from 27 ft,,82,76
300,4,10:41.0,,Defensive rebound by Team,82,76
301,4,10:41.0,Loose ball foul by S. Napier (drawn by N. Cole),,82,76
302,4,10:25.0,,A. Ajinça makes 2-pt layup from 3 ft (assist by N. Cole),82,78
303,4,10:05.0,C. Andersen misses 2-pt jump shot from 20 ft,,82,78
304,4,10:04.0,,Defensive rebound by N. Cole,82,78
305,4,9:53.0,,Shooting foul by C. Andersen (drawn by D. Cunningham),82,78
306,4,9:53.0,,D. Cunningham misses free throw 1 of 2,82,78
307,4,9:53.0,,Offensive rebound by Team,82,78
308,4,9:53.0,,D. Cunningham makes free throw 2 of 2,82,79
309,4,9:51.0,Miami full timeout,,82,79
310,4,9:36.0,M. Chalmers makes 3-pt jump shot from 25 ft (assist by S. Napier),,85,79
311,4,9:26.0,,Personal foul by C. Andersen (drawn by A. Ajinça),85,79
312,4,9:26.0,,A. Ajinça misses free throw 1 of 2,85,79
313,4,9:26.0,,Offensive rebound by Team,85,79
314,4,9:26.0,,A. Ajinça makes free throw 2 of 2,85,80
315,4,9:12.0,Personal foul by N. Cole (drawn by M. Chalmers),,85,80
316,4,8:57.0,H. Walker misses 3-pt jump shot from 28 ft,,85,80
317,4,8:56.0,,Defensive rebound by D. Cunningham,85,80
318,4,8:41.0,,J. Fredette misses 2-pt jump shot from 9 ft,85,80
319,4,8:40.0,,Offensive rebound by D. Cunningham,85,80
320,4,8:39.0,,Personal foul by L. Deng (drawn by D. Cunningham),85,80
321,4,8:39.0,,D. Cunningham makes free throw 1 of 2,85,81
322,4,8:39.0,G. Dragić enters the game for S. Napier,,85,81
323,4,8:39.0,M. Beasley enters the game for L. Deng,,85,81
324,4,8:39.0,,E. Gordon enters the game for J. Fredette,85,81
325,4,8:39.0,,D. Cunningham makes free throw 2 of 2,85,82
326,4,8:23.0,M. Chalmers makes 3-pt jump shot from 26 ft (assist by G. Dragić),,88,82
327,4,8:05.0,,N. Cole misses 2-pt jump shot from 18 ft,88,82
328,4,8:04.0,Defensive rebound by M. Chalmers,,88,82
329,4,7:55.0,H. Walker misses 2-pt layup from 1 ft,,88,82
330,4,7:54.0,,Defensive rebound by N. Cole,88,82
331,4,7:49.0,,Shooting block foul by G. Dragić (drawn by N. Cole),88,82
332,4,7:49.0,,N. Cole makes free throw 1 of 2,88,83
333,4,7:49.0,,N. Cole makes free throw 2 of 2,88,84
334,4,7:31.0,M. Beasley misses 2-pt layup from 2 ft (block by L. Babbitt),,88,84
335,4,7:30.0,,Defensive rebound by A. Ajinça,88,84
336,4,7:25.0,,N. Cole misses 2-pt layup from 2 ft (block by C. Andersen),88,84
337,4,7:25.0,Defensive rebound by M. Beasley,,88,84
338,4,7:20.0,Personal block foul by A. Ajinça (drawn by G. Dragić),,88,84
339,4,7:20.0,,T. Evans enters the game for D. Cunningham,88,84
340,4,7:20.0,D. Wade enters the game for H. Walker,,88,84
341,4,7:12.0,D. Wade misses 2-pt jump shot from 4 ft (block by A. Ajinça),,88,84
342,4,7:12.0,Offensive rebound by Team,,88,84
343,4,7:06.0,D. Wade misses 3-pt jump shot from 23 ft,,88,84
344,4,7:05.0,,Defensive rebound by A. Ajinça,88,84
345,4,6:46.0,,N. Cole misses 2-pt jump shot from 5 ft,88,84
346,4,6:46.0,,Offensive rebound by T. Evans,88,84
347,4,6:43.0,,T. Evans makes 2-pt layup from 1 ft,88,86
348,4,6:25.0,G. Dragić misses 2-pt layup at rim,,88,86
349,4,6:25.0,Offensive rebound by Team,,88,86
350,4,6:24.0,H. Whiteside enters the game for C. Andersen,,88,86
351,4,6:05.0,,Violation by A. Ajinça (kicked ball),88,86
352,4,5:57.0,Turnover by D. Wade (bad pass),,88,86
353,4,5:57.0,Official timeout,,88,86
354,4,5:46.0,,Personal foul by M. Beasley (drawn by A. Ajinça),88,86
355,4,5:46.0,,A. Ajinça makes free throw 1 of 2,88,87
356,4,5:46.0,,A. Ajinça makes free throw 2 of 2,88,88
357,4,5:33.0,G. Dragić makes 2-pt layup from 1 ft,,90,88
358,4,5:14.0,,L. Babbitt misses 2-pt jump shot from 3 ft,90,88
359,4,5:13.0,Defensive rebound by H. Whiteside,,90,88
360,4,5:08.0,D. Wade misses 2-pt layup from 1 ft,,90,88
361,4,5:08.0,,Defensive rebound by Team,90,88
362,4,5:08.0,Loose ball foul by G. Dragić (drawn by A. Ajinça),,90,88
363,4,5:08.0,,A. Ajinça makes free throw 1 of 2,90,89
364,4,5:08.0,H. Walker enters the game for G. Dragić,,90,89
365,4,5:08.0,L. Deng enters the game for M. Beasley,,90,89
366,4,5:08.0,,A. Ajinça makes free throw 2 of 2,90,90
367,4,4:48.0,Shooting foul by T. Evans (drawn by D. Wade),,90,90
368,4,4:48.0,D. Wade misses free throw 1 of 2,,90,90
369,4,4:48.0,Offensive rebound by Team,,90,90
370,4,4:48.0,,Q. Pondexter enters the game for N. Cole,90,90
371,4,4:48.0,D. Wade makes free throw 2 of 2,,91,90
372,4,4:35.0,,L. Babbitt misses 3-pt jump shot from 26 ft (block by H. Walker),91,90
373,4,4:34.0,Defensive rebound by L. Deng,,91,90
374,4,4:30.0,H. Walker makes 2-pt layup from 1 ft (assist by D. Wade),,93,90
375,4,4:30.0,,New Orleans full timeout,93,90
376,4,4:08.0,,T. Evans makes 2-pt layup from 2 ft,93,92
377,4,3:44.0,H. Walker makes 3-pt jump shot from 25 ft (assist by D. Wade),,96,92
378,4,3:29.0,,Personal block foul by H. Walker (drawn by Q. Pondexter),96,92
379,4,3:29.0,,Q. Pondexter misses free throw 1 of 2,96,92
380,4,3:29.0,,Offensive rebound by Team,96,92
381,4,3:29.0,,Ö. Aşık enters the game for A. Ajinça,96,92
382,4,3:29.0,,D. Cunningham enters the game for L. Babbitt,96,92
383,4,3:29.0,,Q. Pondexter makes free throw 2 of 2,96,93
