,QUARTER,TIME_REMAINING,MIAMI_ACTION,NEW ORLEANS_ACTION,MIAMI_SCORE,NEW ORLEANS_SCORE
384,4,3:09.0,D. Wade misses 2-pt jump shot from 16 ft (block by Q. Pondexter),,96,93
385,4,3:08.0,,Defensive rebound by T. Evans,96,93
386,4,3:04.0,,E. Gordon makes 2-pt layup from 3 ft (assist by T. Evans),96,95
387,4,2:40.0,L. Deng makes 2-pt jump shot from 17 ft,,98,95
388,4,2:23.0,,E. Gordon makes 3-pt jump shot from 25 ft (assist by T. Evans),98,98
389,4,2:04.0,Shooting foul by T. Evans (drawn by D. Wade),,98,98
390,4,2:04.0,D. Wade makes free throw 1 of 2,,99,98
391,4,2:04.0,,A. Ajinça enters the game for Ö. Aşık,99,98
392,4,2:04.0,D. Wade makes free throw 2 of 2,,100,98
393,4,1:48.0,,T. Evans makes 2-pt jump shot from 18 ft,100,100
394,4,1:34.0,D. Wade misses 2-pt jump shot from 18 ft,,100,100
395,4,1:33.0,,Defensive rebound by A. Ajinça,100,100
396,4,1:23.0,Offensive charge foul by T. Evans (drawn by H. Walker),,100,100
397,4,1:23.0,,Turnover by T. Evans (offensive foul),100,100
398,4,1:23.0,Miami full timeout,,100,100
399,4,1:23.0,,Ö. Aşık enters the game for A. Ajinça,100,100
400,4,1:23.0,,N. Cole enters the game for T. Evans,100,100
401,4,1:23.0,G. Dragić enters the game for M. Chalmers,,100,100
402,4,1:11.0,H. Whiteside makes 2-pt dunk at rim (assist by D. Wade),,102,100
403,4,1:11.0,,New Orleans full timeout,102,100
404,4,1:11.0,,A. Ajinça enters the game for D. Cunningham,102,100
405,4,1:11.0,,L. Babbitt enters the game for Ö. Aşık,102,100
406,4,1:00.0,,A. Ajinça makes 2-pt layup from 2 ft (assist by E. Gordon),102,102
407,4,0:39.0,Miami full timeout,,102,102
408,4,0:39.0,,Ö. Aşık enters the game for L. Babbitt,102,102
409,4,0:39.0,,D. Cunningham enters the game for A. Ajinça,102,102
410,4,0:36.0,H. Walker misses 3-pt jump shot from 28 ft,,102,102
411,4,0:36.0,Offensive rebound by Team,,102,102
412,4,0:36.0,Turnover by Team (shot clock),,102,102
413,4,0:36.0,,New Orleans full timeout,102,102
414,4,0:36.0,,L. Babbitt enters the game for D. Cunningham,102,102
415,4,0:36.0,,A. Ajinça enters the game for Ö. Aşık,102,102
416,4,0:36.0,M. Chalmers enters the game for G. Dragić,,102,102
417,4,0:26.0,,A. Ajinça makes 2-pt layup from 3 ft (assist by E. Gordon),102,104
418,4,0:26.0,Miami full timeout,,102,104
419,4,0:26.0,G. Dragić enters the game for M. Chalmers,,102,104
420,4,0:26.0,,D. Cunningham enters the game for L. Babbitt,102,104
421,4,0:26.0,,Ö. Aşık enters the game for A. Ajinça,102,104
422,4,0:17.0,H. Whiteside misses 2-pt layup from 1 ft (block by Ö. Aşık),,102,104
423,4,0:16.0,,Defensive rebound by Ö. Aşık,102,104
424,4,0:15.0,,Turnover by Ö. Aşık (bad pass),102,104
425,4,0:01.0,D. Wade misses 3-pt jump shot from 25 ft,,102,104
426,4,0:00.0,Offensive rebound by Team,,102,104
