,QUARTER,TIME_REMAINING,PHOENIX_ACTION,MIAMI_ACTION,PHOENIX_SCORE,MIAMI_SCORE
395,4,9:24.0,Turnover by M. Morris (lost ball; steal by T. Johnson),,76,85
396,4,9:22.0,,Turnover by T. Johnson (bad pass),76,85
397,4,8:57.0,M. Morris misses 2-pt jump shot from 17 ft,,76,85
398,4,8:56.0,Offensive rebound by P. Tucker,,76,85
399,4,8:55.0,Shooting foul by T. Johnson (drawn by P. Tucker),,76,85
400,4,8:55.0,Official timeout,,76,85
401,4,8:55.0,B. Knight enters the game for E. Bledsoe,,76,85
402,4,8:55.0,P. Tucker makes free throw 1 of 2,,77,85
403,4,8:55.0,P. Tucker makes free throw 2 of 2,,78,85
404,4,8:36.0,,M. Beasley makes 2-pt jump shot from 7 ft,78,87
405,4,8:18.0,M. Morris misses 3-pt jump shot from 24 ft,,78,87
406,4,8:16.0,Offensive rebound by P. Tucker,,78,87
407,4,8:14.0,P. Tucker makes 2-pt layup from 1 ft,,80,87
408,4,8:01.0,,Personal foul by M. Morris (drawn by M. Beasley),80,87
409,4,8:01.0,,U. Haslem enters the game for C. Andersen,80,87
410,4,7:51.0,,M. Beasley makes 2-pt jump shot from 20 ft,80,89
411,4,7:37.0,Personal foul by M. Beasley (drawn by G. Green),,80,89
412,4,7:31.0,,Offensive charge foul by P. Tucker (drawn by M. Beasley),80,89
413,4,7:31.0,Turnover by P. Tucker (offensive foul),,80,89
414,4,7:20.0,,Personal foul by B. Knight (drawn by M. Chalmers),80,89
415,4,7:20.0,E. Bledsoe enters the game for G. Green,,80,89
416,4,7:10.0,,T. Johnson makes 3-pt jump shot from 25 ft (assist by M. Chalmers),80,92
417,4,6:47.0,T. Warren makes 2-pt layup from 1 ft (assist by E. Bledsoe),,82,92
418,4,6:20.0,,M. Chalmers misses 2-pt layup from 2 ft,82,92
419,4,6:19.0,Defensive rebound by E. Bledsoe,,82,92
420,4,6:14.0,P. Tucker makes 3-pt jump shot from 23 ft (assist by B. Knight),,85,92
421,4,6:14.0,,Miami full timeout,85,92
422,4,6:07.0,,D. Wade enters the game for L. Deng,85,92
423,4,5:51.0,,M. Beasley makes 2-pt layup from 2 ft,85,94
424,4,5:42.0,Turnover by B. Knight (bad pass; steal by T. Johnson),,85,94
425,4,5:39.0,Violation by P. Tucker (def goaltending),,85,94
426,4,5:39.0,,T. Johnson makes 2-pt layup from 2 ft,85,96
427,4,5:39.0,,Shooting foul by P. Tucker (drawn by T. Johnson),85,96
428,4,5:39.0,,G. Dragić enters the game for M. Chalmers,85,96
429,4,5:39.0,,T. Johnson makes free throw 1 of 1,85,97
430,4,5:29.0,E. Bledsoe makes 2-pt layup from 2 ft (assist by P. Tucker),,87,97
431,4,5:29.0,Shooting foul by U. Haslem (drawn by E. Bledsoe),,87,97
432,4,5:29.0,E. Bledsoe makes free throw 1 of 1,,88,97
433,4,5:14.0,,Shooting foul by M. Morris (drawn by U. Haslem),88,97
434,4,5:14.0,,U. Haslem makes free throw 1 of 2,88,98
435,4,5:14.0,,U. Haslem makes free throw 2 of 2,88,99
436,4,5:00.0,Shooting foul by M. Beasley (drawn by M. Morris),,88,99
437,4,5:00.0,M. Morris makes free throw 1 of 2,,89,99
438,4,5:00.0,M. Morris misses free throw 2 of 2,,89,99
439,4,4:59.0,,Defensive rebound by U. Haslem,89,99
440,4,4:33.0,,G. Dragić makes 3-pt jump shot from 25 ft (assist by T. Johnson),89,102
441,4,4:14.0,P. Tucker misses 3-pt jump shot from 25 ft,,89,102
442,4,4:13.0,,Defensive rebound by M. Beasley,89,102
443,4,4:01.0,,D. Wade misses 2-pt jump shot from 13 ft,89,102
444,4,4:00.0,Defensive rebound by P. Tucker,,89,102
445,4,3:58.0,E. Bledsoe makes 2-pt layup from 1 ft,,91,102
446,4,3:58.0,Shooting foul by T. Johnson (drawn by E. Bledsoe),,91,102
447,4,3:58.0,E. Bledsoe misses free throw 1 of 1,,91,102
448,4,3:55.0,,Defensive rebound by U. Haslem,91,102
449,4,3:35.0,,T. Johnson misses 2-pt layup from 3 ft (block by B. Knight),91,102
450,4,3:34.0,,Offensive rebound by T. Johnson,91,102
451,4,3:30.0,,T. Johnson makes 2-pt layup from 1 ft,91,104
452,4,3:24.0,Shooting foul by D. Wade (drawn by P. Tucker),,91,104
453,4,3:24.0,P. Tucker misses free throw 1 of 2,,91,104
454,4,3:24.0,Offensive rebound by Team,,91,104
455,4,3:24.0,P. Tucker makes free throw 2 of 2,,92,104
456,4,3:09.0,,G. Dragić makes 2-pt layup from 1 ft (assist by D. Wade),92,106
457,4,3:00.0,Personal foul by T. Johnson (drawn by E. Bledsoe),,92,106
458,4,3:00.0,E. Bledsoe misses free throw 1 of 2,,92,106
459,4,3:00.0,Offensive rebound by Team,,92,106
460,4,3:00.0,E. Bledsoe misses free throw 2 of 2,,92,106
461,4,2:59.0,,Defensive rebound by D. Wade,92,106
462,4,2:36.0,,G. Dragić makes 3-pt jump shot from 25 ft,92,109
463,4,2:36.0,Phoenix full timeout,,92,109
464,4,2:18.0,B. Knight misses 3-pt jump shot from 26 ft,,92,109
465,4,2:17.0,,Defensive rebound by M. Beasley,92,109
466,4,1:58.0,,G. Dragić makes 2-pt layup from 2 ft (assist by D. Wade),92,111
467,4,1:40.0,M. Morris misses 3-pt jump shot from 24 ft,,92,111
468,4,1:39.0,,Defensive rebound by D. Wade,92,111
469,4,1:38.0,,Shooting foul by M. Morris (drawn by U. Haslem),92,111
470,4,1:38.0,,U. Haslem misses free throw 1 of 2,92,111
471,4,1:38.0,,Offensive rebound by Team,92,111
472,4,1:38.0,,Z. Dragić enters the game for D. Wade,92,111
473,4,1:38.0,,S. Napier enters the game for G. Dragić,92,111
474,4,1:38.0,,U. Haslem makes free throw 2 of 2,92,112
475,4,1:26.0,M. Morris makes 2-pt layup from 2 ft,,94,112
476,4,1:13.0,,M. Beasley misses 2-pt jump shot from 21 ft,94,112
477,4,1:12.0,Defensive rebound by M. Morris,,94,112
478,4,1:05.0,Shooting foul by Z. Dragić (drawn by B. Knight),,94,112
479,4,1:05.0,B. Knight makes free throw 1 of 2,,95,112
480,4,1:05.0,,J. Ennis enters the game for M. Beasley,95,112
481,4,1:05.0,B. Knight makes free throw 2 of 2,,96,112
482,4,0:46.0,,T. Johnson makes 3-pt jump shot from 25 ft (assist by S. Napier),96,115
483,4,0:32.0,M. Morris misses 3-pt jump shot from 22 ft,,96,115
484,4,0:30.0,Offensive rebound by P. Tucker,,96,115
485,4,0:29.0,P. Tucker makes 2-pt layup from 1 ft,,98,115
486,4,0:08.0,,Turnover by S. Napier (step out of bounds),98,115
487,4,0:04.0,B. Knight misses 3-pt jump shot from 24 ft,,98,115
488,4,0:02.0,,Defensive rebound by J. Ennis,98,115
