,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,INDIANA_ACTION,LA CLIPPERS_SCORE,INDIANA_SCORE
179,2,4:11.0,,R. Stuckey enters the game for C. Watson,44,41
180,2,4:11.0,,S. Hill enters the game for D. Rudež,44,41
181,2,4:09.0,,L. Allen makes 2-pt layup from 2 ft (assist by D. West),44,43
182,2,3:38.0,M. Barnes misses 3-pt jump shot from 23 ft,,44,43
183,2,3:37.0,,Defensive rebound by R. Stuckey,44,43
184,2,3:26.0,,D. West misses 3-pt jump shot from 24 ft,44,43
185,2,3:25.0,,Offensive rebound by C. Miles,44,43
186,2,3:10.0,,Personal foul by C. Paul (drawn by S. Hill),44,43
187,2,3:10.0,LA Clippers full timeout,,44,43
188,2,3:10.0,,C. Copeland enters the game for C. Miles,44,43
189,2,3:10.0,,S. Hill makes free throw 1 of 2,44,44
190,2,3:10.0,,S. Hill makes free throw 2 of 2,44,45
191,2,2:54.0,M. Barnes misses 3-pt jump shot from 22 ft,,44,45
192,2,2:53.0,,Defensive rebound by D. West,44,45
193,2,2:29.0,,C. Copeland misses 3-pt jump shot from 25 ft,44,45
194,2,2:27.0,Defensive rebound by C. Paul,,44,45
195,2,2:21.0,B. Griffin makes 2-pt layup from 1 ft (assist by C. Paul),,46,45
196,2,2:04.0,,R. Stuckey misses 3-pt jump shot from 25 ft,46,45
197,2,2:02.0,Defensive rebound by D. Jordan,,46,45
198,2,1:52.0,B. Griffin misses 2-pt jump shot from 7 ft,,46,45
199,2,1:50.0,Offensive rebound by D. Jordan,,46,45
200,2,1:48.0,D. Jordan makes 2-pt layup from 1 ft,,48,45
201,2,1:39.0,,Personal foul by M. Barnes (drawn by C. Copeland),48,45
202,2,1:39.0,,C. Copeland makes free throw 1 of 2,48,46
203,2,1:39.0,,C. Copeland makes free throw 2 of 2,48,47
204,2,1:30.0,J. Redick makes 2-pt layup from 2 ft (assist by C. Paul),,50,47
205,2,1:11.0,,Turnover by R. Stuckey (traveling),50,47
206,2,1:01.0,C. Paul makes 2-pt jump shot from 4 ft,,52,47
207,2,0:45.0,,S. Hill misses 2-pt jump shot from 3 ft (block by D. Jordan),52,47
208,2,0:45.0,,Offensive rebound by Team,52,47
209,2,0:45.0,J. Crawford enters the game for M. Barnes,,52,47
210,2,0:42.0,,Turnover by L. Allen (lost ball; steal by D. Jordan),52,47
211,2,0:33.0,D. Jordan makes 2-pt dunk at rim (assist by C. Paul),,54,47
212,2,0:12.0,,S. Hill misses 2-pt jump shot from 22 ft,54,47
213,2,0:09.0,,Offensive rebound by D. West,54,47
214,2,0:07.0,,L. Allen makes 2-pt jump shot from 6 ft,54,49
215,2,0:01.0,J. Crawford misses 3-pt jump shot from 32 ft,,54,49
216,2,0:00.0,,Defensive rebound by L. Allen,54,49
217,3,11:40.0,Turnover by M. Barnes (bad pass),,54,49
218,3,11:23.0,,R. Hibbert makes 2-pt jump shot from 18 ft (assist by R. Stuckey),54,51
219,3,11:05.0,J. Redick makes 2-pt jump shot from 21 ft (assist by B. Griffin),,56,51
220,3,10:47.0,,C. Copeland makes 3-pt jump shot from 25 ft (assist by S. Hill),56,54
221,3,10:29.0,C. Paul makes 2-pt jump shot from 19 ft,,58,54
222,3,10:08.0,,R. Stuckey misses 2-pt jump shot from 3 ft (block by M. Barnes),58,54
223,3,10:05.0,Defensive rebound by D. Jordan,,58,54
224,3,10:00.0,J. Redick misses 2-pt jump shot from 20 ft,,58,54
225,3,9:58.0,Offensive rebound by B. Griffin,,58,54
226,3,9:57.0,B. Griffin misses 2-pt tip-in from 1 ft,,58,54
227,3,9:56.0,Offensive rebound by B. Griffin,,58,54
228,3,9:56.0,B. Griffin makes 2-pt layup from 1 ft,,60,54
229,3,9:41.0,,R. Stuckey misses 2-pt jump shot from 7 ft,60,54
230,3,9:39.0,Defensive rebound by D. Jordan,,60,54
231,3,9:26.0,D. Jordan makes 2-pt layup from 2 ft (assist by C. Paul),,62,54
232,3,9:02.0,,C. Copeland misses 2-pt jump shot from 3 ft (block by B. Griffin),62,54
233,3,9:00.0,Defensive rebound by D. Jordan,,62,54
234,3,8:57.0,Shooting block foul by R. Hibbert (drawn by M. Barnes),,62,54
235,3,8:57.0,M. Barnes makes free throw 1 of 2,,63,54
236,3,8:57.0,M. Barnes makes free throw 2 of 2,,64,54
237,3,8:45.0,,S. Hill misses 2-pt jump shot from 19 ft,64,54
238,3,8:44.0,Defensive rebound by C. Paul,,64,54
239,3,8:35.0,C. Paul makes 2-pt jump shot from 15 ft,,66,54
240,3,8:34.0,,Indiana full timeout,66,54
241,3,8:34.0,,C. Miles enters the game for S. Hill,66,54
242,3,8:09.0,,Turnover by Team (shot clock),66,54
243,3,7:52.0,C. Paul misses 2-pt jump shot from 21 ft,,66,54
244,3,7:52.0,Offensive rebound by D. Jordan,,66,54
245,3,7:52.0,,Loose ball foul by R. Hibbert (drawn by D. Jordan),66,54
246,3,7:52.0,,L. Allen enters the game for R. Hibbert,66,54
247,3,7:45.0,C. Paul misses 2-pt jump shot from 6 ft,,66,54
248,3,7:44.0,,Defensive rebound by R. Stuckey,66,54
249,3,7:35.0,,L. Allen makes 2-pt jump shot from 20 ft (assist by R. Stuckey),66,56
250,3,7:22.0,J. Redick makes 2-pt jump shot from 19 ft (assist by C. Paul),,68,56
251,3,7:04.0,,C. Miles misses 2-pt jump shot from 20 ft,68,56
252,3,7:03.0,Defensive rebound by D. Jordan,,68,56
253,3,6:57.0,M. Barnes makes 2-pt layup from 1 ft (assist by C. Paul),,70,56
254,3,6:42.0,,Turnover by R. Stuckey (lost ball; steal by C. Paul),70,56
255,3,6:36.0,Personal foul by L. Allen (drawn by D. Jordan),,70,56
256,3,6:30.0,Turnover by M. Barnes (back court),,70,56
257,3,6:19.0,,R. Stuckey misses 2-pt layup from 1 ft (block by D. Jordan),70,56
258,3,6:19.0,,Offensive rebound by Team,70,56
259,3,6:15.0,,C. Miles makes 2-pt jump shot from 13 ft (assist by D. West),70,58
260,3,5:53.0,C. Paul misses 2-pt layup from 2 ft (block by C. Copeland),,70,58
261,3,5:53.0,Offensive rebound by Team,,70,58
262,3,5:51.0,D. Jordan misses 2-pt jump shot from 3 ft,,70,58
263,3,5:49.0,,Defensive rebound by C. Copeland,70,58
264,3,5:39.0,,C. Copeland misses 3-pt jump shot from 23 ft,70,58
265,3,5:37.0,Defensive rebound by D. Jordan,,70,58
266,3,5:33.0,M. Barnes makes 2-pt layup from 1 ft (assist by C. Paul),,72,58
267,3,5:18.0,,Personal foul by C. Paul (drawn by R. Stuckey),72,58
268,3,5:05.0,,C. Miles misses 3-pt jump shot from 27 ft,72,58
269,3,5:04.0,,Offensive rebound by L. Allen,72,58
270,3,5:01.0,,L. Allen misses 2-pt layup at rim (block by D. Jordan),72,58
271,3,4:58.0,Defensive rebound by D. Jordan,,72,58
272,3,4:52.0,M. Barnes makes 3-pt jump shot from 23 ft (assist by J. Redick),,75,58
273,3,4:52.0,,Indiana full timeout,75,58
274,3,4:28.0,,L. Allen misses 2-pt jump shot from 21 ft,75,58
275,3,4:27.0,Defensive rebound by M. Barnes,,75,58
276,3,4:24.0,Turnover by M. Barnes (bad pass),,75,58
277,3,4:06.0,,C. Copeland misses 2-pt layup from 2 ft,75,58
278,3,4:04.0,Defensive rebound by B. Griffin,,75,58
279,3,3:57.0,Turnover by C. Paul (bad pass; steal by R. Stuckey),,75,58
280,3,3:52.0,,Shooting foul by C. Paul (drawn by R. Stuckey),75,58
281,3,3:52.0,,R. Stuckey makes free throw 1 of 2,75,59
282,3,3:52.0,,C. Watson enters the game for C. Copeland,75,59
283,3,3:52.0,,R. Stuckey makes free throw 2 of 2,75,60
284,3,3:32.0,M. Barnes makes 2-pt layup at rim,,77,60
285,3,3:17.0,J. Crawford enters the game for J. Redick,,77,60
286,3,3:14.0,,D. West misses 2-pt jump shot from 19 ft,77,60
287,3,3:12.0,,Offensive rebound by L. Allen,77,60
288,3,3:07.0,,R. Stuckey makes 2-pt jump shot from 19 ft,77,62
289,3,2:52.0,C. Paul misses 2-pt jump shot from 9 ft,,77,62
290,3,2:50.0,Offensive rebound by D. Jordan,,77,62
291,3,2:50.0,D. Jordan misses 2-pt tip-in at rim,,77,62
292,3,2:50.0,Offensive rebound by D. Jordan,,77,62
293,3,2:50.0,Personal foul by C. Watson (drawn by D. Jordan),,77,62
294,3,2:50.0,LA Clippers full timeout,,77,62
295,3,2:50.0,S. Hawes enters the game for D. Jordan,,77,62
296,3,2:50.0,J. Farmar enters the game for M. Barnes,,77,62
297,3,2:42.0,B. Griffin makes 2-pt hook shot from 3 ft (assist by C. Paul),,79,62
298,3,2:16.0,,D. West misses 2-pt layup from 2 ft,79,62
299,3,2:15.0,Defensive rebound by C. Paul,,79,62
300,3,2:08.0,J. Crawford misses 3-pt jump shot from 23 ft,,79,62
301,3,2:07.0,Offensive rebound by C. Paul,,79,62
302,3,1:52.0,J. Farmar makes 3-pt jump shot from 24 ft (assist by C. Paul),,82,62
303,3,1:26.0,,L. Allen misses 2-pt jump shot from 14 ft,82,62
304,3,1:24.0,Defensive rebound by B. Griffin,,82,62
305,3,1:12.0,Turnover by C. Paul (bad pass; steal by C. Watson),,82,62
306,3,1:07.0,,Shooting foul by S. Hawes (drawn by C. Miles),82,62
307,3,1:07.0,,C. Miles misses free throw 1 of 2,82,62
308,3,1:07.0,,Offensive rebound by Team,82,62
309,3,1:07.0,,L. Scola enters the game for D. West,82,62
310,3,1:07.0,,D. Rudež enters the game for R. Stuckey,82,62
311,3,1:07.0,,C. Miles makes free throw 2 of 2,82,63
312,3,0:56.0,J. Crawford misses 2-pt layup from 2 ft,,82,63
313,3,0:55.0,,Defensive rebound by L. Scola,82,63
314,3,0:50.0,,C. Miles misses 3-pt jump shot from 27 ft,82,63
315,3,0:49.0,Defensive rebound by J. Crawford,,82,63
316,3,0:39.0,J. Farmar misses 3-pt jump shot from 24 ft,,82,63
317,3,0:38.0,,Defensive rebound by C. Miles,82,63
318,3,0:30.0,,L. Scola makes 2-pt jump shot from 15 ft (assist by C. Watson),82,65
319,3,0:10.0,C. Paul misses 2-pt jump shot from 13 ft,,82,65
320,3,0:08.0,,Defensive rebound by L. Scola,82,65
321,3,0:02.0,,C. Watson misses 2-pt jump shot from 13 ft,82,65
322,3,0:01.0,Defensive rebound by C. Paul,,82,65
323,4,11:45.0,,C. Miles makes 2-pt layup at rim,82,67
324,4,11:29.0,G. Davis makes 2-pt layup from 1 ft (assist by J. Crawford),,84,67
325,4,11:09.0,,C. Miles makes 3-pt jump shot from 25 ft (assist by L. Allen),84,70
326,4,10:52.0,J. Farmar misses 2-pt jump shot from 18 ft,,84,70
327,4,10:51.0,,Defensive rebound by L. Scola,84,70
328,4,10:44.0,,L. Scola makes 2-pt layup from 1 ft (assist by C. Watson),84,72
329,4,10:24.0,S. Hawes makes 2-pt jump shot from 13 ft,,86,72
330,4,10:01.0,,Turnover by C. Miles (bad pass; steal by S. Hawes),86,72
331,4,9:49.0,G. Davis misses 2-pt jump shot from 20 ft,,86,72
332,4,9:47.0,,Defensive rebound by L. Allen,86,72
333,4,9:39.0,,C. Miles makes 3-pt jump shot from 25 ft (assist by C. Watson),86,75
334,4,9:22.0,S. Hawes misses 3-pt jump shot from 23 ft,,86,75
335,4,9:20.0,,Defensive rebound by L. Scola,86,75
336,4,9:05.0,,Turnover by L. Scola (lost ball; steal by J. Farmar),86,75
337,4,9:00.0,M. Barnes misses 2-pt layup at rim,,86,75
338,4,8:59.0,,Defensive rebound by C. Miles,86,75
339,4,8:52.0,,L. Allen makes 2-pt layup from 1 ft (assist by C. Miles),86,77
340,4,8:52.0,LA Clippers full timeout,,86,77
341,4,8:52.0,D. Jordan enters the game for G. Davis,,86,77
342,4,8:34.0,J. Crawford makes 2-pt jump shot from 18 ft,,88,77
343,4,8:19.0,,Shooting foul by J. Farmar (drawn by C. Watson),88,77
344,4,8:19.0,,C. Watson makes free throw 1 of 2,88,78
345,4,8:19.0,,C. Watson makes free throw 2 of 2,88,79
346,4,8:06.0,J. Crawford misses 3-pt jump shot from 25 ft,,88,79
347,4,8:05.0,,Defensive rebound by C. Watson,88,79
348,4,8:01.0,,Shooting foul by S. Hawes (drawn by C. Watson),88,79
349,4,8:01.0,,C. Watson makes free throw 1 of 2,88,80
350,4,8:01.0,C. Paul enters the game for J. Farmar,,88,80
351,4,8:01.0,,C. Watson makes free throw 2 of 2,88,81
352,4,7:45.0,S. Hawes misses 3-pt jump shot from 22 ft,,88,81
353,4,7:44.0,,Defensive rebound by L. Allen,88,81
354,4,7:35.0,,C. Watson misses 2-pt jump shot from 6 ft,88,81
355,4,7:34.0,,Offensive rebound by L. Allen,88,81
356,4,7:32.0,,L. Allen makes 2-pt layup from 2 ft,88,83
357,4,7:32.0,LA Clippers full timeout,,88,83
358,4,7:32.0,B. Griffin enters the game for S. Hawes,,88,83
359,4,7:32.0,,S. Hill enters the game for C. Miles,88,83
360,4,7:19.0,B. Griffin misses 2-pt jump shot from 21 ft,,88,83
361,4,7:18.0,,Defensive rebound by C. Watson,88,83
362,4,6:55.0,,L. Scola misses 2-pt jump shot from 17 ft,88,83
363,4,6:54.0,,Offensive rebound by L. Allen,88,83
364,4,6:46.0,,S. Hill misses 3-pt jump shot from 26 ft,88,83
365,4,6:45.0,Defensive rebound by B. Griffin,,88,83
366,4,6:40.0,C. Paul makes 2-pt jump shot from 15 ft,,90,83
367,4,6:40.0,Shooting foul by D. Rudež (drawn by C. Paul),,90,83
368,4,6:40.0,J. Redick enters the game for M. Barnes,,90,83
369,4,6:40.0,,C. Miles enters the game for S. Hill,90,83
370,4,6:40.0,C. Paul makes free throw 1 of 1,,91,83
371,4,6:20.0,,C. Watson misses 2-pt jump shot from 19 ft,91,83
372,4,6:19.0,,Offensive rebound by L. Allen,91,83
373,4,6:15.0,,C. Miles misses 3-pt jump shot from 25 ft,91,83
374,4,6:15.0,,Offensive rebound by L. Scola,91,83
375,4,6:15.0,Loose ball foul by C. Paul (drawn by L. Scola),,91,83
376,4,6:12.0,,C. Watson makes 2-pt layup from 1 ft (assist by C. Miles),91,85
377,4,5:59.0,Personal foul by L. Scola (drawn by B. Griffin),,91,85
378,4,5:47.0,B. Griffin makes 2-pt jump shot from 3 ft,,93,85
379,4,5:32.0,,C. Watson misses 2-pt jump shot from 19 ft,93,85
380,4,5:31.0,Defensive rebound by J. Redick,,93,85
381,4,5:30.0,Personal block foul by C. Watson (drawn by J. Redick),,93,85
382,4,5:18.0,B. Griffin misses 2-pt jump shot from 7 ft,,93,85
383,4,5:18.0,,Defensive rebound by Team,93,85
384,4,5:18.0,Loose ball foul by D. Jordan (drawn by L. Allen),,93,85
385,4,5:02.0,,C. Miles misses 2-pt jump shot from 21 ft,93,85
386,4,5:01.0,Defensive rebound by B. Griffin,,93,85
387,4,4:56.0,Turnover by D. Jordan (bad pass),,93,85
