,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,INDIANA_ACTION,LA CLIPPERS_SCORE,INDIANA_SCORE
0,1,11:48.0,,Personal foul by J. Redick (drawn by D. West),0,0
1,1,11:46.0,,C. Copeland misses 3-pt jump shot from 25 ft,0,0
2,1,11:46.0,Defensive rebound by D. Jordan,,0,0
3,1,11:22.0,D. Jordan misses 3-pt jump shot from 30 ft,,0,0
4,1,11:22.0,Offensive rebound by Team,,0,0
5,1,11:22.0,Turnover by Team (shot clock),,0,0
6,1,11:06.0,,C. Copeland makes 2-pt jump shot from 17 ft (assist by D. West),0,2
7,1,10:50.0,B. Griffin makes 2-pt jump shot from 6 ft (assist by C. Paul),,2,2
8,1,10:35.0,,Personal foul by D. Jordan (drawn by R. Hibbert),2,2
9,1,10:28.0,,S. Hill makes 2-pt jump shot from 13 ft,2,4
10,1,10:14.0,J. Redick makes 2-pt jump shot from 20 ft (assist by C. Paul),,4,4
11,1,9:57.0,,R. Stuckey makes 2-pt layup from 2 ft (assist by R. Hibbert),4,6
12,1,9:38.0,J. Redick makes 3-pt jump shot from 25 ft (assist by B. Griffin),,7,6
13,1,9:24.0,,Turnover by S. Hill (bad pass),7,6
14,1,9:17.0,C. Paul makes 2-pt jump shot from 13 ft,,9,6
15,1,9:01.0,,R. Hibbert makes 2-pt hook shot from 8 ft (assist by S. Hill),9,8
16,1,8:52.0,C. Paul makes 2-pt jump shot from 14 ft,,11,8
17,1,8:36.0,Offensive charge foul by R. Hibbert (drawn by M. Barnes),,11,8
18,1,8:36.0,,Turnover by R. Hibbert (offensive foul),11,8
19,1,8:24.0,Personal foul by C. Copeland (drawn by M. Barnes),,11,8
20,1,8:22.0,Shooting foul by D. West (drawn by B. Griffin),,11,8
21,1,8:22.0,B. Griffin makes free throw 1 of 2,,12,8
22,1,8:22.0,B. Griffin makes free throw 2 of 2,,13,8
23,1,8:07.0,,D. West misses 2-pt jump shot from 18 ft,13,8
24,1,8:05.0,Defensive rebound by M. Barnes,,13,8
25,1,7:54.0,J. Redick makes 2-pt jump shot from 22 ft (assist by B. Griffin),,15,8
26,1,7:35.0,,C. Copeland misses 3-pt jump shot from 25 ft,15,8
27,1,7:34.0,Defensive rebound by D. Jordan,,15,8
28,1,7:22.0,B. Griffin misses 2-pt jump shot from 22 ft,,15,8
29,1,7:21.0,Offensive rebound by B. Griffin,,15,8
30,1,7:19.0,B. Griffin makes 2-pt layup at rim,,17,8
31,1,7:16.0,,Indiana full timeout,17,8
32,1,6:59.0,,R. Hibbert misses 2-pt jump shot from 9 ft,17,8
33,1,6:58.0,Defensive rebound by M. Barnes,,17,8
34,1,6:50.0,C. Paul misses 2-pt jump shot from 18 ft,,17,8
35,1,6:48.0,Offensive rebound by D. Jordan,,17,8
36,1,6:46.0,D. Jordan makes 2-pt dunk at rim,,19,8
37,1,6:29.0,,S. Hill misses 3-pt jump shot from 23 ft,19,8
38,1,6:28.0,,Offensive rebound by R. Hibbert,19,8
39,1,6:28.0,Loose ball foul by B. Griffin (drawn by R. Hibbert),,19,8
40,1,6:17.0,,C. Copeland makes 3-pt jump shot from 22 ft (assist by S. Hill),19,11
41,1,6:03.0,J. Redick makes 3-pt jump shot from 26 ft (assist by C. Paul),,22,11
42,1,5:48.0,,S. Hill misses 2-pt jump shot from 5 ft,22,11
43,1,5:47.0,,Offensive rebound by R. Hibbert,22,11
44,1,5:43.0,,D. West misses 2-pt jump shot from 20 ft,22,11
45,1,5:42.0,Defensive rebound by C. Paul,,22,11
46,1,5:37.0,Shooting foul by C. Copeland (drawn by D. Jordan),,22,11
47,1,5:37.0,D. Jordan makes 2-pt jump shot from 3 ft (assist by M. Barnes),,24,11
48,1,5:37.0,,C. Miles enters the game for C. Copeland,24,11
49,1,5:37.0,D. Jordan makes free throw 1 of 1,,25,11
50,1,5:19.0,,R. Hibbert misses 2-pt jump shot from 10 ft,25,11
51,1,5:18.0,Defensive rebound by D. Jordan,,25,11
52,1,5:13.0,B. Griffin misses 2-pt layup from 1 ft,,25,11
53,1,5:12.0,,Defensive rebound by D. West,25,11
54,1,4:57.0,,C. Miles misses 2-pt jump shot from 16 ft,25,11
55,1,4:56.0,Defensive rebound by D. Jordan,,25,11
56,1,4:51.0,B. Griffin misses 2-pt layup from 2 ft,,25,11
57,1,4:50.0,,Defensive rebound by R. Hibbert,25,11
58,1,4:39.0,,D. West misses 2-pt jump shot from 14 ft,25,11
59,1,4:38.0,Defensive rebound by M. Barnes,,25,11
60,1,4:23.0,J. Redick misses 3-pt jump shot from 25 ft,,25,11
61,1,4:22.0,,Defensive rebound by Team,25,11
62,1,4:21.0,,L. Scola enters the game for D. West,25,11
63,1,4:12.0,,R. Stuckey makes 2-pt jump shot from 14 ft,25,13
64,1,3:56.0,Shooting foul by R. Hibbert (drawn by D. Jordan),,25,13
65,1,3:56.0,D. Jordan misses free throw 1 of 2,,25,13
66,1,3:56.0,Offensive rebound by Team,,25,13
67,1,3:56.0,J. Crawford enters the game for M. Barnes,,25,13
68,1,3:56.0,,L. Allen enters the game for R. Hibbert,25,13
69,1,3:56.0,,C. Watson enters the game for S. Hill,25,13
70,1,3:56.0,D. Jordan makes free throw 2 of 2,,26,13
71,1,3:40.0,,Turnover by C. Miles (bad pass; steal by C. Paul),26,13
72,1,3:37.0,B. Griffin makes 2-pt dunk at rim (assist by C. Paul),,28,13
73,1,3:36.0,,Indiana full timeout,28,13
74,1,3:22.0,,L. Scola makes 2-pt jump shot from 17 ft (assist by R. Stuckey),28,15
75,1,2:58.0,B. Griffin misses 2-pt jump shot from 19 ft,,28,15
76,1,2:57.0,Offensive rebound by D. Jordan,,28,15
77,1,2:54.0,C. Paul misses 3-pt jump shot from 25 ft,,28,15
78,1,2:53.0,,Defensive rebound by L. Scola,28,15
79,1,2:41.0,,R. Stuckey makes 2-pt jump shot from 7 ft (assist by L. Scola),28,17
80,1,2:35.0,LA Clippers full timeout,,28,17
81,1,2:35.0,S. Hawes enters the game for D. Jordan,,28,17
82,1,2:22.0,B. Griffin misses 2-pt jump shot from 16 ft,,28,17
83,1,2:20.0,,Defensive rebound by L. Scola,28,17
84,1,2:11.0,,R. Stuckey misses 2-pt jump shot from 18 ft,28,17
85,1,2:09.0,Defensive rebound by B. Griffin,,28,17
86,1,1:57.0,J. Crawford misses 3-pt jump shot from 22 ft,,28,17
87,1,1:56.0,,Defensive rebound by L. Scola,28,17
88,1,1:43.0,,C. Miles makes 3-pt jump shot from 25 ft (assist by R. Stuckey),28,20
89,1,1:33.0,J. Redick misses 3-pt jump shot from 23 ft,,28,20
90,1,1:32.0,,Defensive rebound by L. Scola,28,20
91,1,1:21.0,,C. Miles misses 3-pt jump shot from 23 ft,28,20
92,1,1:20.0,Defensive rebound by C. Paul,,28,20
93,1,1:09.0,Turnover by C. Paul (bad pass),,28,20
94,1,1:09.0,J. Farmar enters the game for J. Redick,,28,20
95,1,0:58.0,,R. Stuckey misses 2-pt jump shot from 7 ft,28,20
96,1,0:57.0,,Offensive rebound by L. Scola,28,20
97,1,0:56.0,,L. Scola makes 2-pt layup from 2 ft,28,22
98,1,0:45.0,J. Crawford makes 2-pt jump shot from 19 ft (assist by B. Griffin),,30,22
99,1,0:31.0,,L. Allen misses 2-pt layup at rim (block by S. Hawes),30,22
100,1,0:30.0,,Offensive rebound by Team,30,22
101,1,0:30.0,H. Türkoğlu enters the game for C. Paul,,30,22
102,1,0:30.0,G. Davis enters the game for B. Griffin,,30,22
103,1,0:21.0,,C. Miles makes 3-pt jump shot from 26 ft (assist by C. Watson),30,25
104,1,0:02.0,S. Hawes makes 3-pt jump shot from 26 ft (assist by J. Crawford),,33,25
105,1,0:00.0,,C. Miles misses 3-pt jump shot from 44 ft,33,25
106,1,0:00.0,,Offensive rebound by Team,33,25
107,2,11:45.0,S. Hawes misses 2-pt jump shot from 20 ft,,33,25
108,2,11:43.0,,Defensive rebound by Team,33,25
109,2,11:29.0,,C. Miles misses 2-pt jump shot from 16 ft,33,25
110,2,11:28.0,Defensive rebound by S. Hawes,,33,25
111,2,11:04.0,G. Davis misses 2-pt jump shot from 17 ft,,33,25
112,2,11:03.0,,Defensive rebound by L. Scola,33,25
113,2,10:50.0,,C. Miles makes 3-pt jump shot from 26 ft (assist by C. Watson),33,28
114,2,10:31.0,H. Türkoğlu misses 2-pt jump shot from 21 ft,,33,28
115,2,10:29.0,,Defensive rebound by L. Allen,33,28
116,2,10:18.0,,C. Miles makes 2-pt jump shot from 13 ft (assist by L. Scola),33,30
117,2,10:03.0,Shooting foul by C. Miles (drawn by J. Crawford),,33,30
118,2,10:03.0,J. Crawford makes free throw 1 of 2,,34,30
119,2,10:03.0,J. Crawford makes free throw 2 of 2,,35,30
120,2,9:55.0,,Shooting block foul by G. Davis (drawn by C. Watson),35,30
121,2,9:55.0,,C. Watson makes free throw 1 of 2,35,31
122,2,9:55.0,,C. Watson misses free throw 2 of 2,35,31
123,2,9:55.0,Defensive rebound by J. Crawford,,35,31
124,2,9:41.0,Turnover by J. Crawford (bad pass; steal by L. Scola),,35,31
125,2,9:38.0,,C. Miles makes 2-pt layup from 1 ft (assist by L. Scola),35,33
126,2,9:30.0,Personal foul by L. Scola (drawn by H. Türkoğlu),,35,33
127,2,9:18.0,S. Hawes misses 2-pt jump shot from 19 ft,,35,33
128,2,9:16.0,,Defensive rebound by L. Scola,35,33
129,2,9:07.0,,Turnover by L. Scola (lost ball; steal by H. Türkoğlu),35,33
130,2,9:07.0,,Loose ball foul by L. Scola (drawn by H. Türkoğlu),35,33
131,2,8:55.0,J. Crawford makes 2-pt jump shot from 20 ft (assist by S. Hawes),,37,33
132,2,8:39.0,,Shooting foul by J. Crawford (drawn by C. Miles),37,33
133,2,8:39.0,Official timeout,,37,33
134,2,8:39.0,,C. Miles misses free throw 1 of 2,37,33
135,2,8:39.0,,Offensive rebound by Team,37,33
136,2,8:39.0,,C. Miles misses free throw 2 of 2,37,33
137,2,8:38.0,Defensive rebound by H. Türkoğlu,,37,33
138,2,8:25.0,Turnover by J. Crawford (bad pass; steal by C. Miles),,37,33
139,2,8:14.0,,Turnover by C. Miles (bad pass),37,33
140,2,7:55.0,S. Hawes misses 2-pt layup from 2 ft,,37,33
141,2,7:54.0,,Defensive rebound by L. Allen,37,33
142,2,7:40.0,,L. Scola misses 2-pt jump shot from 6 ft,37,33
143,2,7:38.0,Defensive rebound by S. Hawes,,37,33
144,2,7:29.0,J. Farmar makes 2-pt jump shot from 19 ft,,39,33
145,2,7:13.0,,C. Watson misses 3-pt jump shot from 25 ft,39,33
146,2,7:11.0,Defensive rebound by J. Crawford,,39,33
147,2,7:04.0,J. Farmar misses 3-pt jump shot from 22 ft,,39,33
148,2,7:03.0,,Defensive rebound by L. Scola,39,33
149,2,6:57.0,,Shooting block foul by J. Crawford (drawn by C. Watson),39,33
150,2,6:57.0,,C. Watson makes free throw 1 of 2,39,34
151,2,6:57.0,,D. West enters the game for L. Scola,39,34
152,2,6:57.0,D. Jordan enters the game for S. Hawes,,39,34
153,2,6:57.0,M. Barnes enters the game for H. Türkoğlu,,39,34
154,2,6:57.0,B. Griffin enters the game for G. Davis,,39,34
155,2,6:57.0,,C. Watson misses free throw 2 of 2,39,34
156,2,6:55.0,Defensive rebound by J. Farmar,,39,34
157,2,6:39.0,J. Crawford makes 3-pt jump shot from 24 ft (assist by B. Griffin),,42,34
158,2,6:26.0,,D. West makes 2-pt jump shot from 4 ft (assist by L. Allen),42,36
159,2,6:12.0,J. Crawford makes 2-pt layup from 2 ft,,44,36
160,2,5:56.0,,C. Miles makes 3-pt jump shot from 27 ft (assist by C. Watson),44,39
161,2,5:42.0,Turnover by J. Crawford (lost ball; steal by D. Rudež),,44,39
162,2,5:38.0,,Shooting foul by M. Barnes (drawn by D. Rudež),44,39
163,2,5:38.0,,Indiana full timeout,44,39
164,2,5:38.0,C. Paul enters the game for J. Crawford,,44,39
165,2,5:38.0,J. Redick enters the game for J. Farmar,,44,39
166,2,5:38.0,,D. Rudež makes free throw 1 of 2,44,40
167,2,5:38.0,,D. Rudež makes free throw 2 of 2,44,41
168,2,5:26.0,Personal foul by C. Watson (drawn by C. Paul),,44,41
169,2,5:12.0,M. Barnes misses 3-pt jump shot from 25 ft,,44,41
170,2,5:11.0,,Defensive rebound by L. Allen,44,41
171,2,5:01.0,,D. Rudež misses 3-pt jump shot from 25 ft,44,41
172,2,5:00.0,Defensive rebound by D. Jordan,,44,41
173,2,4:45.0,B. Griffin misses 2-pt jump shot from 19 ft,,44,41
174,2,4:44.0,,Defensive rebound by C. Watson,44,41
175,2,4:35.0,,C. Miles misses 3-pt jump shot from 22 ft,44,41
176,2,4:34.0,Defensive rebound by M. Barnes,,44,41
177,2,4:15.0,C. Paul misses 3-pt jump shot from 26 ft,,44,41
178,2,4:14.0,,Defensive rebound by C. Miles,44,41
