,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,MIAMI_ACTION,LA LAKERS_SCORE,MIAMI_SCORE
252,3,6:26.0,,U. Haslem makes 2-pt dunk at rim (assist by D. Wade),57,63
253,3,6:11.0,Personal foul by L. Deng (drawn by W. Ellington),,57,63
254,3,6:11.0,J. Hill enters the game for C. Boozer,,57,63
255,3,6:11.0,,M. Chalmers enters the game for G. Dragić,57,63
256,3,6:03.0,J. Hill makes 2-pt dunk at rim (assist by J. Clarkson),,59,63
257,3,5:47.0,,D. Wade misses 2-pt jump shot from 19 ft,59,63
258,3,5:45.0,,Offensive rebound by H. Whiteside,59,63
259,3,5:43.0,,H. Whiteside misses 2-pt hook shot from 6 ft,59,63
260,3,5:40.0,Defensive rebound by R. Kelly,,59,63
261,3,5:34.0,W. Ellington misses 2-pt dunk at rim,,59,63
262,3,5:33.0,,Defensive rebound by L. Deng,59,63
263,3,5:21.0,,D. Wade makes 2-pt dunk at rim,59,65
264,3,4:57.0,W. Ellington misses 3-pt jump shot from 24 ft,,59,65
265,3,4:56.0,,Defensive rebound by H. Whiteside,59,65
266,3,4:48.0,,Turnover by U. Haslem (lost ball; steal by E. Davis),59,65
267,3,4:39.0,W. Ellington misses 2-pt jump shot from 8 ft (block by H. Whiteside),,59,65
268,3,4:38.0,Offensive rebound by J. Clarkson,,59,65
269,3,4:37.0,Turnover by J. Clarkson (lost ball),,59,65
270,3,4:37.0,J. Lin enters the game for W. Ellington,,59,65
271,3,4:12.0,,D. Wade misses 2-pt layup from 3 ft,59,65
272,3,4:11.0,,Offensive rebound by Team,59,65
273,3,4:01.0,,Offensive foul by H. Whiteside (drawn by J. Hill),59,65
274,3,4:01.0,,Turnover by H. Whiteside (offensive foul),59,65
275,3,3:48.0,J. Lin misses 2-pt jump shot from 16 ft,,59,65
276,3,3:47.0,,Defensive rebound by D. Wade,59,65
277,3,3:38.0,,Shooting foul by J. Clarkson (drawn by D. Wade),59,65
278,3,3:38.0,,D. Wade makes free throw 1 of 2,59,66
279,3,3:38.0,W. Ellington enters the game for J. Clarkson,,59,66
280,3,3:38.0,,H. Walker enters the game for U. Haslem,59,66
281,3,3:38.0,,M. Beasley enters the game for L. Deng,59,66
282,3,3:38.0,,D. Wade makes free throw 2 of 2,59,67
283,3,3:22.0,E. Davis misses 2-pt layup from 3 ft,,59,67
284,3,3:21.0,Offensive rebound by J. Hill,,59,67
285,3,3:21.0,Shooting foul by M. Beasley (drawn by J. Hill),,59,67
286,3,3:21.0,J. Hill makes free throw 1 of 2,,60,67
287,3,3:21.0,,G. Dragić enters the game for D. Wade,60,67
288,3,3:21.0,J. Hill misses free throw 2 of 2,,60,67
289,3,3:20.0,,Defensive rebound by H. Whiteside,60,67
290,3,3:04.0,,H. Walker makes 3-pt jump shot from 25 ft (assist by M. Chalmers),60,70
291,3,2:45.0,J. Lin misses 2-pt layup from 1 ft,,60,70
292,3,2:44.0,Offensive rebound by E. Davis,,60,70
293,3,2:43.0,E. Davis makes 2-pt dunk at rim,,62,70
294,3,2:29.0,,M. Beasley misses 2-pt jump shot from 18 ft,62,70
295,3,2:28.0,Defensive rebound by J. Hill,,62,70
296,3,2:18.0,Turnover by J. Hill (bad pass; steal by H. Walker),,62,70
297,3,2:12.0,,G. Dragić misses 2-pt layup from 1 ft,62,70
298,3,2:11.0,Defensive rebound by E. Davis,,62,70
299,3,2:05.0,R. Kelly makes 3-pt jump shot from 24 ft (assist by W. Ellington),,65,70
300,3,2:05.0,Shooting foul by M. Beasley (drawn by R. Kelly),,65,70
301,3,2:05.0,,Miami full timeout,65,70
302,3,2:05.0,,Technical foul by H. Whiteside,65,70
303,3,2:05.0,,C. Andersen enters the game for H. Whiteside,65,70
304,3,2:05.0,R. Kelly misses technical free throw,,65,70
305,3,2:05.0,Offensive rebound by Team,,65,70
306,3,2:05.0,R. Kelly makes free throw 1 of 1,,66,70
307,3,1:55.0,,Turnover by H. Walker (bad pass; steal by J. Lin),66,70
308,3,1:51.0,J. Lin misses 2-pt layup from 1 ft,,66,70
309,3,1:50.0,Offensive rebound by W. Ellington,,66,70
310,3,1:49.0,W. Ellington makes 2-pt dunk at rim,,68,70
311,3,1:35.0,,M. Beasley misses 2-pt layup from 3 ft,68,70
312,3,1:34.0,,Offensive rebound by C. Andersen,68,70
313,3,1:33.0,,C. Andersen makes 2-pt tip-in at rim,68,72
314,3,1:13.0,E. Davis misses 2-pt hook shot from 3 ft (block by C. Andersen),,68,72
315,3,1:12.0,,Defensive rebound by M. Beasley,68,72
316,3,1:00.0,,M. Beasley misses 2-pt jump shot from 8 ft,68,72
317,3,0:59.0,Defensive rebound by J. Hill,,68,72
318,3,0:53.0,J. Lin makes 3-pt jump shot from 25 ft (assist by W. Ellington),,71,72
319,3,0:44.0,,Personal foul by W. Ellington (drawn by G. Dragić),71,72
320,3,0:44.0,,G. Dragić makes free throw 1 of 2,71,73
321,3,0:44.0,W. Johnson enters the game for R. Kelly,,71,73
322,3,0:44.0,,G. Dragić makes free throw 2 of 2,71,74
323,3,0:29.0,W. Ellington misses 2-pt jump shot from 21 ft,,71,74
324,3,0:28.0,Offensive rebound by Team,,71,74
325,3,0:28.0,,Loose ball foul by M. Chalmers (drawn by J. Hill),71,74
326,3,0:28.0,J. Hill makes free throw 1 of 2,,72,74
327,3,0:28.0,J. Hill makes free throw 2 of 2,,73,74
328,3,0:08.0,,C. Andersen makes 2-pt layup at rim (assist by G. Dragić),73,76
329,3,0:02.0,Turnover by J. Lin (lost ball; steal by G. Dragić),,73,76
330,3,0:00.0,,M. Chalmers misses 3-pt jump shot from 52 ft,73,76
331,3,0:00.0,,Offensive rebound by Team,73,76
332,4,11:40.0,,M. Beasley misses 3-pt jump shot from 25 ft,73,76
333,4,11:39.0,Defensive rebound by J. Lin,,73,76
334,4,11:33.0,W. Johnson makes 2-pt layup from 1 ft (assist by J. Lin),,75,76
335,4,11:11.0,,M. Chalmers makes 2-pt jump shot from 7 ft (assist by G. Dragić),75,78
336,4,10:50.0,W. Johnson makes 3-pt jump shot from 23 ft,,78,78
337,4,10:34.0,,G. Dragić misses 2-pt jump shot from 16 ft,78,78
338,4,10:33.0,,Offensive rebound by C. Andersen,78,78
339,4,10:29.0,,C. Andersen misses 2-pt layup from 1 ft,78,78
340,4,10:28.0,Defensive rebound by J. Hill,,78,78
341,4,10:22.0,J. Lin misses 3-pt jump shot from 24 ft,,78,78
342,4,10:21.0,,Defensive rebound by C. Andersen,78,78
343,4,10:07.0,,C. Andersen misses 2-pt jump shot from 19 ft,78,78
344,4,10:06.0,Defensive rebound by E. Davis,,78,78
345,4,9:52.0,J. Hill misses 2-pt hook shot from 7 ft,,78,78
346,4,9:51.0,,Defensive rebound by C. Andersen,78,78
347,4,9:45.0,,G. Dragić makes 2-pt layup at rim,78,80
348,4,9:28.0,J. Lin makes 2-pt layup from 1 ft,,80,80
349,4,9:06.0,,H. Walker misses 3-pt jump shot from 24 ft,80,80
350,4,9:05.0,Defensive rebound by W. Johnson,,80,80
351,4,9:00.0,Turnover by W. Johnson (bad pass),,80,80
352,4,8:54.0,,Turnover by G. Dragić (lost ball; steal by E. Davis),80,80
353,4,8:48.0,W. Johnson misses 2-pt jump shot from 15 ft,,80,80
354,4,8:47.0,,Defensive rebound by M. Beasley,80,80
355,4,8:33.0,,Turnover by M. Chalmers (bad pass; steal by J. Lin),80,80
356,4,8:30.0,Personal foul by G. Dragić (drawn by J. Lin),,80,80
357,4,8:30.0,Official timeout,,80,80
358,4,8:30.0,,L. Deng enters the game for H. Walker,80,80
359,4,8:17.0,W. Johnson misses 3-pt jump shot from 25 ft,,80,80
360,4,8:16.0,,Defensive rebound by C. Andersen,80,80
361,4,8:00.0,,C. Andersen misses 2-pt jump shot from 4 ft,80,80
362,4,7:59.0,Defensive rebound by J. Hill,,80,80
363,4,7:50.0,J. Hill makes 2-pt jump shot from 18 ft (assist by W. Johnson),,82,80
364,4,7:47.0,,Turnover by M. Beasley (bad pass; steal by E. Davis),82,80
365,4,7:29.0,E. Davis makes 2-pt layup from 2 ft (assist by J. Lin),,84,80
366,4,7:29.0,Shooting foul by M. Beasley (drawn by E. Davis),,84,80
367,4,7:29.0,,D. Wade enters the game for G. Dragić,84,80
368,4,7:29.0,,H. Whiteside enters the game for C. Andersen,84,80
369,4,7:29.0,E. Davis misses free throw 1 of 1,,84,80
370,4,7:28.0,,Defensive rebound by L. Deng,84,80
371,4,7:15.0,,Shooting foul by W. Ellington (drawn by D. Wade),84,80
372,4,7:15.0,,D. Wade makes free throw 1 of 2,84,81
373,4,7:15.0,,H. Walker enters the game for M. Beasley,84,81
374,4,7:15.0,,D. Wade misses free throw 2 of 2,84,81
375,4,7:13.0,Defensive rebound by J. Hill,,84,81
376,4,6:58.0,W. Ellington misses 2-pt jump shot from 19 ft,,84,81
377,4,6:57.0,,Defensive rebound by H. Whiteside,84,81
378,4,6:42.0,,H. Walker misses 2-pt dunk at rim (block by E. Davis),84,81
379,4,6:41.0,,Offensive rebound by D. Wade,84,81
380,4,6:33.0,,Shooting foul by E. Davis (drawn by L. Deng),84,81
381,4,6:33.0,,L. Deng makes free throw 1 of 2,84,82
382,4,6:33.0,,L. Deng makes free throw 2 of 2,84,83
383,4,6:20.0,W. Johnson makes 2-pt jump shot from 21 ft,,86,83
384,4,6:02.0,,D. Wade makes 2-pt layup from 1 ft,86,85
385,4,5:51.0,J. Lin makes 2-pt jump shot from 18 ft,,88,85
386,4,5:32.0,,D. Wade misses 2-pt jump shot from 15 ft,88,85
387,4,5:32.0,,Offensive rebound by H. Whiteside,88,85
388,4,5:32.0,,Personal foul by J. Hill (drawn by H. Whiteside),88,85
389,4,5:32.0,,Miami full timeout,88,85
