,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,MIAMI_ACTION,LA LAKERS_SCORE,MIAMI_SCORE
0,1,11:44.0,,Turnover by H. Whiteside (lost ball; steal by R. Kelly),0,0
1,1,11:30.0,W. Ellington makes 3-pt jump shot from 23 ft (assist by R. Kelly),,3,0
2,1,11:10.0,,U. Haslem misses 2-pt jump shot from 16 ft,3,0
3,1,11:09.0,Defensive rebound by J. Clarkson,,3,0
4,1,11:05.0,J. Clarkson misses 2-pt jump shot from 17 ft,,3,0
5,1,11:04.0,,Defensive rebound by H. Whiteside,3,0
6,1,10:49.0,,D. Wade misses 2-pt layup from 1 ft,3,0
7,1,10:48.0,Defensive rebound by R. Sacre,,3,0
8,1,10:43.0,W. Ellington makes 2-pt jump shot from 12 ft (assist by J. Clarkson),,5,0
9,1,10:23.0,,L. Deng misses 3-pt jump shot from 24 ft,5,0
10,1,10:22.0,Defensive rebound by J. Clarkson,,5,0
11,1,10:07.0,Turnover by J. Clarkson (lost ball; steal by D. Wade),,5,0
12,1,10:03.0,,D. Wade makes 2-pt dunk at rim,5,2
13,1,9:42.0,W. Ellington misses 2-pt jump shot from 17 ft,,5,2
14,1,9:41.0,,Defensive rebound by H. Whiteside,5,2
15,1,9:35.0,,G. Dragić makes 2-pt layup from 1 ft,5,4
16,1,9:12.0,R. Sacre makes 2-pt hook shot from 7 ft (assist by R. Kelly),,7,4
17,1,8:57.0,,H. Whiteside misses 2-pt jump shot from 14 ft,7,4
18,1,8:56.0,Defensive rebound by C. Boozer,,7,4
19,1,8:45.0,C. Boozer makes 2-pt jump shot from 19 ft (assist by R. Sacre),,9,4
20,1,8:28.0,,D. Wade misses 2-pt jump shot from 12 ft,9,4
21,1,8:27.0,Defensive rebound by J. Clarkson,,9,4
22,1,8:23.0,J. Clarkson makes 2-pt layup from 1 ft,,11,4
23,1,8:22.0,,Miami full timeout,11,4
24,1,8:01.0,,L. Deng makes 2-pt layup from 2 ft,11,6
25,1,7:39.0,C. Boozer misses 2-pt jump shot from 12 ft,,11,6
26,1,7:37.0,,Defensive rebound by U. Haslem,11,6
27,1,7:30.0,,L. Deng makes 2-pt layup at rim (assist by D. Wade),11,8
28,1,7:20.0,C. Boozer misses 2-pt jump shot from 17 ft,,11,8
29,1,7:19.0,,Defensive rebound by L. Deng,11,8
30,1,7:11.0,,Shooting foul by R. Kelly (drawn by D. Wade),11,8
31,1,7:11.0,,D. Wade makes free throw 1 of 2,11,9
32,1,7:11.0,,D. Wade makes free throw 2 of 2,11,10
33,1,7:03.0,W. Ellington misses 2-pt jump shot from 18 ft,,11,10
34,1,7:02.0,,Defensive rebound by H. Whiteside,11,10
35,1,6:49.0,,L. Deng misses 2-pt hook shot from 10 ft,11,10
36,1,6:48.0,,Offensive rebound by L. Deng,11,10
37,1,6:47.0,,H. Whiteside makes 2-pt jump shot from 3 ft (assist by U. Haslem),11,12
38,1,6:47.0,,Shooting foul by R. Sacre (drawn by H. Whiteside),11,12
39,1,6:47.0,,H. Whiteside makes free throw 1 of 1,11,13
40,1,6:32.0,C. Boozer makes 2-pt layup from 2 ft,,13,13
41,1,6:21.0,,D. Wade makes 2-pt layup from 1 ft (assist by G. Dragić),13,15
42,1,6:12.0,Turnover by R. Sacre (bad pass),,13,15
43,1,6:00.0,,Turnover by D. Wade (lost ball; steal by C. Boozer),13,15
44,1,5:56.0,W. Ellington makes 2-pt dunk at rim,,15,15
45,1,5:42.0,,Turnover by G. Dragić (lost ball; steal by C. Boozer),15,15
46,1,5:35.0,J. Clarkson misses 2-pt layup from 1 ft,,15,15
47,1,5:34.0,,Defensive rebound by D. Wade,15,15
48,1,5:29.0,,G. Dragić misses 3-pt jump shot from 24 ft,15,15
49,1,5:28.0,,Offensive rebound by G. Dragić,15,15
50,1,5:25.0,,H. Whiteside makes 2-pt dunk at rim (assist by G. Dragić),15,17
51,1,5:08.0,Shooting foul by G. Dragić (drawn by J. Clarkson),,15,17
52,1,5:08.0,J. Clarkson makes free throw 1 of 2,,16,17
53,1,5:08.0,,H. Walker enters the game for U. Haslem,16,17
54,1,5:08.0,W. Johnson enters the game for R. Kelly,,16,17
55,1,5:08.0,J. Lin enters the game for W. Ellington,,16,17
56,1,5:08.0,E. Davis enters the game for R. Sacre,,16,17
57,1,5:08.0,J. Clarkson misses free throw 2 of 2,,16,17
58,1,5:07.0,,Defensive rebound by H. Whiteside,16,17
59,1,4:51.0,,G. Dragić misses 2-pt jump shot from 16 ft,16,17
60,1,4:50.0,,Offensive rebound by Team,16,17
61,1,4:50.0,Loose ball foul by C. Boozer (drawn by H. Whiteside),,16,17
62,1,4:39.0,,H. Walker makes 2-pt layup from 1 ft,16,19
63,1,4:17.0,J. Clarkson misses 2-pt jump shot from 17 ft,,16,19
64,1,4:16.0,,Defensive rebound by H. Whiteside,16,19
65,1,4:03.0,,H. Whiteside misses 2-pt jump shot from 7 ft,16,19
66,1,4:02.0,Defensive rebound by E. Davis,,16,19
67,1,3:56.0,J. Clarkson makes 2-pt dunk at rim (assist by J. Lin),,18,19
68,1,3:36.0,,H. Walker misses 2-pt layup from 2 ft,18,19
69,1,3:35.0,,Offensive rebound by H. Whiteside,18,19
70,1,3:34.0,,H. Whiteside misses 2-pt jump shot from 5 ft,18,19
71,1,3:33.0,Defensive rebound by E. Davis,,18,19
72,1,3:31.0,C. Boozer makes 2-pt dunk at rim (assist by J. Lin),,20,19
73,1,3:31.0,,Miami full timeout,20,19
74,1,3:31.0,J. Hill enters the game for C. Boozer,,20,19
75,1,3:31.0,,M. Chalmers enters the game for D. Wade,20,19
76,1,3:17.0,,L. Deng makes 2-pt layup at rim,20,21
77,1,2:59.0,Shooting foul by M. Chalmers (drawn by J. Lin),,20,21
78,1,2:59.0,LA Lakers full timeout,,20,21
79,1,2:59.0,J. Lin makes free throw 1 of 2,,21,21
80,1,2:59.0,J. Lin misses free throw 2 of 2,,21,21
81,1,2:58.0,,Defensive rebound by H. Whiteside,21,21
82,1,2:43.0,,Shooting foul by J. Hill (drawn by L. Deng),21,21
83,1,2:43.0,,L. Deng makes free throw 1 of 2,21,22
84,1,2:43.0,,L. Deng makes free throw 2 of 2,21,23
85,1,2:21.0,Turnover by J. Clarkson (traveling),,21,23
86,1,2:13.0,,Personal foul by J. Clarkson (drawn by G. Dragić),21,23
87,1,2:13.0,,G. Dragić makes free throw 1 of 2,21,24
88,1,2:13.0,,G. Dragić makes free throw 2 of 2,21,25
89,1,1:54.0,Turnover by J. Hill (lost ball; steal by G. Dragić),,21,25
90,1,1:53.0,,Miami full timeout,21,25
91,1,1:44.0,,Turnover by G. Dragić (bad pass; steal by J. Lin),21,25
92,1,1:35.0,E. Davis makes 2-pt dunk at rim (assist by J. Clarkson),,23,25
93,1,1:17.0,,H. Whiteside makes 2-pt dunk at rim (assist by G. Dragić),23,27
94,1,1:03.0,E. Davis makes 2-pt layup from 1 ft (assist by J. Lin),,25,27
95,1,0:48.0,,Personal foul by W. Johnson (drawn by L. Deng),25,27
96,1,0:48.0,,L. Deng misses free throw 1 of 2,25,27
97,1,0:48.0,,Offensive rebound by Team,25,27
98,1,0:48.0,,T. Johnson enters the game for G. Dragić,25,27
99,1,0:48.0,,C. Andersen enters the game for H. Whiteside,25,27
100,1,0:48.0,,L. Deng makes free throw 2 of 2,25,28
101,1,0:25.0,J. Hill misses 2-pt jump shot from 18 ft,,25,28
102,1,0:24.0,,Defensive rebound by L. Deng,25,28
103,1,0:03.0,,H. Walker misses 3-pt jump shot from 23 ft,25,28
104,1,0:02.0,Defensive rebound by J. Hill,,25,28
105,2,11:40.0,J. Lin makes 2-pt jump shot from 15 ft,,27,28
106,2,11:24.0,,Shooting foul by J. Lin (drawn by T. Johnson),27,28
107,2,11:24.0,,T. Johnson makes free throw 1 of 2,27,29
108,2,11:24.0,,T. Johnson misses free throw 2 of 2,27,29
109,2,11:23.0,Defensive rebound by E. Davis,,27,29
110,2,11:11.0,J. Lin makes 2-pt layup from 2 ft,,29,29
111,2,10:52.0,,M. Beasley makes 2-pt dunk at rim,29,31
112,2,10:33.0,W. Johnson misses 2-pt jump shot from 19 ft,,29,31
113,2,10:32.0,,Defensive rebound by H. Walker,29,31
114,2,10:24.0,,C. Andersen misses 3-pt jump shot from 24 ft,29,31
115,2,10:23.0,Defensive rebound by E. Davis,,29,31
116,2,10:12.0,Turnover by J. Hill (lost ball; steal by M. Chalmers),,29,31
117,2,9:48.0,,H. Walker makes 3-pt jump shot from 26 ft (assist by T. Johnson),29,34
118,2,9:29.0,E. Davis makes 2-pt dunk at rim (assist by J. Lin),,31,34
119,2,9:15.0,,Turnover by M. Chalmers (lost ball; steal by J. Lin),31,34
120,2,9:05.0,J. Hill misses 2-pt layup from 1 ft,,31,34
121,2,9:04.0,Offensive rebound by E. Davis,,31,34
122,2,9:03.0,E. Davis makes 2-pt layup at rim,,33,34
123,2,8:48.0,Offensive charge foul by M. Beasley (drawn by J. Lin),,33,34
124,2,8:48.0,,Turnover by M. Beasley (offensive foul),33,34
125,2,8:48.0,Official timeout,,33,34
126,2,8:27.0,J. Lin misses 3-pt jump shot from 24 ft,,33,34
127,2,8:26.0,Offensive rebound by Team,,33,34
128,2,8:22.0,Turnover by W. Johnson (bad pass; steal by C. Andersen),,33,34
129,2,8:00.0,,H. Walker misses 3-pt jump shot from 24 ft,33,34
130,2,7:59.0,Defensive rebound by J. Hill,,33,34
131,2,7:49.0,J. Hill misses 2-pt jump shot from 14 ft,,33,34
132,2,7:48.0,,Defensive rebound by C. Andersen,33,34
133,2,7:36.0,,C. Andersen misses 2-pt layup from 2 ft,33,34
134,2,7:35.0,Defensive rebound by E. Davis,,33,34
135,2,7:18.0,W. Johnson makes 2-pt dunk at rim (assist by J. Hill),,35,34
136,2,7:04.0,,C. Andersen misses 2-pt layup from 1 ft,35,34
137,2,7:03.0,Defensive rebound by W. Johnson,,35,34
138,2,6:55.0,W. Ellington misses 3-pt jump shot from 23 ft,,35,34
139,2,6:54.0,,Defensive rebound by M. Beasley,35,34
140,2,6:43.0,,M. Chalmers misses 2-pt jump shot from 20 ft,35,34
141,2,6:42.0,Defensive rebound by E. Davis,,35,34
142,2,6:29.0,W. Ellington makes 2-pt hook shot from 5 ft (assist by J. Lin),,37,34
143,2,6:24.0,,Miami full timeout,37,34
144,2,6:24.0,R. Sacre enters the game for E. Davis,,37,34
145,2,6:24.0,,D. Wade enters the game for M. Chalmers,37,34
146,2,6:24.0,,G. Dragić enters the game for T. Johnson,37,34
147,2,6:24.0,,H. Whiteside enters the game for C. Andersen,37,34
148,2,6:09.0,,Shooting foul by W. Johnson (drawn by M. Beasley),37,34
149,2,6:09.0,,M. Beasley makes free throw 1 of 2,37,35
150,2,6:09.0,,L. Deng enters the game for H. Walker,37,35
151,2,6:09.0,,M. Beasley makes free throw 2 of 2,37,36
152,2,5:53.0,W. Johnson makes 3-pt jump shot from 24 ft (assist by W. Ellington),,40,36
153,2,5:33.0,,L. Deng misses 3-pt jump shot from 23 ft,40,36
154,2,5:32.0,,Offensive rebound by H. Whiteside,40,36
155,2,5:30.0,,Turnover by H. Whiteside (bad pass),40,36
156,2,5:14.0,J. Hill makes 2-pt jump shot from 19 ft (assist by J. Lin),,42,36
157,2,5:03.0,,H. Whiteside makes 2-pt layup at rim (assist by D. Wade),42,38
158,2,4:43.0,Turnover by W. Johnson (lost ball),,42,38
159,2,4:43.0,R. Kelly enters the game for J. Lin,,42,38
160,2,4:43.0,C. Boozer enters the game for J. Hill,,42,38
161,2,4:41.0,J. Clarkson enters the game for W. Johnson,,42,38
162,2,4:08.0,,D. Wade misses 2-pt jump shot from 18 ft,42,38
163,2,4:07.0,Defensive rebound by J. Clarkson,,42,38
164,2,4:03.0,J. Clarkson misses 2-pt jump shot from 17 ft,,42,38
165,2,4:02.0,,Defensive rebound by Team,42,38
166,2,3:41.0,,G. Dragić makes 2-pt jump shot from 4 ft,42,40
167,2,3:19.0,C. Boozer misses 2-pt jump shot from 6 ft,,42,40
168,2,3:18.0,,Defensive rebound by L. Deng,42,40
169,2,3:13.0,,Offensive foul by H. Whiteside (drawn by R. Sacre),42,40
170,2,3:13.0,,Turnover by H. Whiteside (offensive foul),42,40
171,2,2:58.0,W. Ellington makes 3-pt jump shot from 24 ft,,45,40
172,2,2:42.0,,D. Wade makes 2-pt jump shot from 7 ft,45,42
173,2,2:27.0,Shooting block foul by H. Whiteside (drawn by C. Boozer),,45,42
174,2,2:27.0,LA Lakers full timeout,,45,42
175,2,2:27.0,,C. Andersen enters the game for H. Whiteside,45,42
176,2,2:27.0,C. Boozer makes free throw 1 of 2,,46,42
177,2,2:27.0,C. Boozer makes free throw 2 of 2,,47,42
178,2,2:07.0,,G. Dragić makes 2-pt layup from 1 ft,47,44
179,2,1:49.0,C. Boozer makes 2-pt jump shot from 14 ft (assist by J. Clarkson),,49,44
180,2,1:28.0,,L. Deng makes 2-pt jump shot from 7 ft,49,46
181,2,1:12.0,C. Boozer makes 2-pt layup from 2 ft (assist by J. Clarkson),,51,46
182,2,0:53.0,,M. Beasley misses 3-pt jump shot from 23 ft,51,46
183,2,0:52.0,Defensive rebound by J. Clarkson,,51,46
184,2,0:43.0,,Violation by G. Dragić (kicked ball),51,46
185,2,0:30.0,C. Boozer misses 2-pt jump shot from 15 ft,,51,46
186,2,0:29.0,,Defensive rebound by M. Beasley,51,46
187,2,0:06.0,,D. Wade misses 2-pt jump shot from 17 ft,51,46
188,2,0:05.0,Defensive rebound by J. Clarkson,,51,46
189,2,0:02.0,Turnover by J. Clarkson (lost ball; steal by G. Dragić),,51,46
190,3,11:35.0,C. Boozer misses 2-pt jump shot from 14 ft,,51,46
191,3,11:34.0,,Defensive rebound by G. Dragić,51,46
192,3,11:30.0,,Shooting foul by J. Clarkson (drawn by G. Dragić),51,46
193,3,11:30.0,,G. Dragić makes free throw 1 of 2,51,47
194,3,11:30.0,,G. Dragić makes free throw 2 of 2,51,48
195,3,11:10.0,R. Sacre misses 2-pt jump shot from 12 ft,,51,48
196,3,11:09.0,,Defensive rebound by U. Haslem,51,48
197,3,10:57.0,,Personal foul by R. Sacre (drawn by H. Whiteside),51,48
198,3,10:51.0,,Turnover by G. Dragić (lost ball; steal by R. Sacre),51,48
199,3,10:45.0,Shooting foul by L. Deng (drawn by C. Boozer),,51,48
200,3,10:45.0,C. Boozer makes free throw 1 of 2,,52,48
201,3,10:45.0,C. Boozer misses free throw 2 of 2,,52,48
202,3,10:44.0,,Defensive rebound by H. Whiteside,52,48
203,3,10:30.0,,Shooting foul by R. Kelly (drawn by H. Whiteside),52,48
204,3,10:30.0,,H. Whiteside misses free throw 1 of 2,52,48
205,3,10:30.0,,Offensive rebound by Team,52,48
206,3,10:30.0,,H. Whiteside misses free throw 2 of 2,52,48
207,3,10:29.0,Defensive rebound by C. Boozer,,52,48
208,3,10:09.0,J. Clarkson makes 3-pt jump shot from 24 ft (assist by R. Kelly),,55,48
209,3,9:58.0,,Shooting foul by W. Ellington (drawn by D. Wade),55,48
210,3,9:58.0,,D. Wade makes free throw 1 of 2,55,49
211,3,9:58.0,,D. Wade makes free throw 2 of 2,55,50
212,3,9:42.0,J. Clarkson misses 3-pt jump shot from 25 ft,,55,50
213,3,9:41.0,,Defensive rebound by H. Whiteside,55,50
214,3,9:33.0,,Personal foul by R. Kelly (drawn by D. Wade),55,50
215,3,9:33.0,,D. Wade makes free throw 1 of 2,55,51
216,3,9:33.0,,D. Wade makes free throw 2 of 2,55,52
217,3,9:21.0,Offensive foul by R. Sacre (drawn by L. Deng),,55,52
218,3,9:21.0,Turnover by R. Sacre (offensive foul),,55,52
219,3,9:11.0,,D. Wade misses 2-pt jump shot from 17 ft,55,52
220,3,9:10.0,,Offensive rebound by Team,55,52
221,3,9:10.0,Loose ball foul by R. Sacre (drawn by H. Whiteside),,55,52
222,3,9:10.0,,H. Whiteside makes free throw 1 of 2,55,53
223,3,9:10.0,,H. Whiteside misses free throw 2 of 2,55,53
224,3,9:09.0,Defensive rebound by R. Kelly,,55,53
225,3,8:56.0,C. Boozer misses 2-pt layup from 2 ft (block by H. Whiteside),,55,53
226,3,8:53.0,,Defensive rebound by U. Haslem,55,53
227,3,8:46.0,,D. Wade makes 2-pt jump shot from 13 ft,55,55
228,3,8:30.0,R. Sacre misses 2-pt hook shot from 9 ft (block by H. Whiteside),,55,55
229,3,8:29.0,,Defensive rebound by H. Whiteside,55,55
230,3,8:23.0,,G. Dragić makes 2-pt layup from 1 ft (assist by D. Wade),55,57
231,3,8:18.0,LA Lakers full timeout,,55,57
232,3,8:18.0,E. Davis enters the game for R. Sacre,,55,57
233,3,8:07.0,E. Davis makes 2-pt hook shot from 10 ft,,57,57
234,3,7:48.0,,L. Deng misses 3-pt jump shot from 24 ft,57,57
235,3,7:47.0,Defensive rebound by E. Davis,,57,57
236,3,7:36.0,E. Davis misses 2-pt jump shot from 14 ft (block by H. Whiteside),,57,57
237,3,7:35.0,,Defensive rebound by G. Dragić,57,57
238,3,7:20.0,,U. Haslem misses 2-pt jump shot from 19 ft,57,57
239,3,7:19.0,,Offensive rebound by G. Dragić,57,57
240,3,7:17.0,,L. Deng makes 2-pt layup from 1 ft (assist by G. Dragić),57,59
241,3,7:00.0,W. Ellington misses 2-pt jump shot from 10 ft,,57,59
242,3,6:59.0,,Defensive rebound by H. Whiteside,57,59
243,3,6:54.0,,U. Haslem misses 2-pt layup at rim,57,59
244,3,6:53.0,Defensive rebound by R. Kelly,,57,59
245,3,6:48.0,R. Kelly misses 2-pt hook shot from 7 ft,,57,59
246,3,6:47.0,,Defensive rebound by U. Haslem,57,59
247,3,6:45.0,,Shooting foul by J. Clarkson (drawn by G. Dragić),57,59
248,3,6:45.0,,G. Dragić makes free throw 1 of 2,57,60
249,3,6:45.0,,G. Dragić makes free throw 2 of 2,57,61
250,3,6:32.0,J. Clarkson misses 3-pt jump shot from 23 ft,,57,61
251,3,6:31.0,,Defensive rebound by H. Whiteside,57,61
