,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,DALLAS_ACTION,MILWAUKEE_SCORE,DALLAS_SCORE
44,1,6:47.0,,Defensive rebound by C. Parsons,9,12
45,1,6:42.0,,Turnover by M. Ellis (bad pass; steal by J. Parker),9,12
46,1,6:37.0,G. Antetokounmpo makes 2-pt dunk at rim (assist by J. Parker),,11,12
47,1,6:34.0,,Dallas full timeout,11,12
48,1,6:34.0,,J. Crowder enters the game for D. Nowitzki,11,12
49,1,6:18.0,,C. Parsons makes 3-pt jump shot from 24 ft (assist by J. Crowder),11,15
50,1,6:07.0,Personal foul by J. Crowder (drawn by G. Antetokounmpo),,11,15
51,1,6:03.0,Turnover by J. Parker (lost ball; steal by M. Ellis),,11,15
52,1,5:59.0,,C. Parsons makes 2-pt layup from 2 ft (assist by M. Ellis),11,17
53,1,5:40.0,J. Parker misses 2-pt jump shot from 7 ft (block by J. Crowder),,11,17
54,1,5:38.0,,Defensive rebound by M. Ellis,11,17
55,1,5:26.0,,J. Crowder makes 2-pt jump shot from 16 ft,11,19
56,1,5:05.0,L. Sanders misses 2-pt jump shot from 4 ft,,11,19
57,1,5:03.0,,Defensive rebound by T. Chandler,11,19
58,1,4:59.0,,C. Parsons makes 2-pt layup from 1 ft (assist by M. Ellis),11,21
59,1,4:42.0,B. Knight misses 2-pt jump shot from 5 ft (block by T. Chandler),,11,21
60,1,4:42.0,Offensive rebound by Team,,11,21
61,1,4:42.0,,B. Wright enters the game for T. Chandler,11,21
62,1,4:42.0,J. Dudley enters the game for J. Parker,,11,21
63,1,4:36.0,O. Mayo misses 2-pt jump shot from 3 ft (block by M. Ellis),,11,21
64,1,4:34.0,,Defensive rebound by J. Crowder,11,21
65,1,4:30.0,,J. Crowder misses 2-pt layup from 1 ft (block by G. Antetokounmpo),11,21
66,1,4:28.0,Defensive rebound by O. Mayo,,11,21
67,1,4:23.0,O. Mayo misses 2-pt layup from 2 ft (block by B. Wright),,11,21
68,1,4:23.0,,Defensive rebound by Team,11,21
69,1,4:08.0,,M. Ellis makes 3-pt jump shot from 24 ft,11,24
70,1,3:54.0,J. Dudley makes 2-pt hook shot from 4 ft (assist by L. Sanders),,13,24
71,1,3:40.0,,Turnover by C. Parsons (lost ball; steal by L. Sanders),13,24
72,1,3:36.0,B. Knight makes 2-pt layup from 1 ft (assist by O. Mayo),,15,24
73,1,3:17.0,,C. Parsons misses 3-pt jump shot from 24 ft,15,24
74,1,3:16.0,Defensive rebound by L. Sanders,,15,24
75,1,2:58.0,L. Sanders makes 2-pt layup from 2 ft (assist by G. Antetokounmpo),,17,24
76,1,2:50.0,,Dallas full timeout,17,24
77,1,2:50.0,Milwaukee full timeout,,17,24
78,1,2:50.0,Z. Pachulia enters the game for L. Sanders,,17,24
79,1,2:37.0,,J. Crowder makes 2-pt jump shot from 17 ft,17,26
80,1,2:23.0,G. Antetokounmpo misses 2-pt jump shot from 4 ft (block by C. Parsons),,17,26
81,1,2:23.0,Offensive rebound by Team,,17,26
82,1,2:21.0,G. Antetokounmpo makes 2-pt layup at rim (assist by J. Dudley),,19,26
83,1,2:11.0,,Personal foul by G. Antetokounmpo (drawn by C. Parsons),19,26
84,1,2:11.0,K. Middleton enters the game for G. Antetokounmpo,,19,26
85,1,1:58.0,,M. Ellis misses 3-pt jump shot from 24 ft,19,26
86,1,1:57.0,,Offensive rebound by B. Wright,19,26
87,1,1:57.0,Loose ball foul by Z. Pachulia (drawn by B. Wright),,19,26
88,1,1:57.0,,D. Nowitzki enters the game for C. Parsons,19,26
89,1,1:57.0,,J. Barea enters the game for M. Ellis,19,26
90,1,1:46.0,,J. Crowder makes 2-pt jump shot from 21 ft (assist by J. Barea),19,28
91,1,1:23.0,J. Dudley misses 2-pt layup from 2 ft,,19,28
92,1,1:21.0,Offensive rebound by J. Dudley,,19,28
93,1,1:15.0,Z. Pachulia makes 2-pt jump shot from 19 ft,,21,28
94,1,0:59.0,,D. Nowitzki misses 2-pt jump shot from 18 ft,21,28
95,1,0:58.0,Defensive rebound by K. Middleton,,21,28
96,1,0:53.0,Turnover by K. Middleton (bad pass; steal by B. Wright),,21,28
97,1,0:45.0,,B. Wright makes 2-pt layup at rim (assist by J. Barea),21,30
98,1,0:37.0,Personal foul by J. Barea (drawn by B. Knight),,21,30
99,1,0:37.0,K. Marshall enters the game for O. Mayo,,21,30
100,1,0:37.0,J. Bayless enters the game for B. Knight,,21,30
101,1,0:26.0,Turnover by K. Middleton (lost ball; steal by B. Wright),,21,30
102,1,0:01.0,,D. Nowitzki makes 2-pt jump shot from 18 ft (assist by J. Crowder),21,32
103,2,11:49.0,,J. Crowder misses 2-pt jump shot from 16 ft,21,32
104,2,11:47.0,Defensive rebound by J. Bayless,,21,32
105,2,11:27.0,Z. Pachulia misses 2-pt hook shot from 4 ft,,21,32
106,2,11:26.0,,Defensive rebound by D. Nowitzki,21,32
107,2,11:19.0,,D. Harris misses 2-pt jump shot from 2 ft,21,32
108,2,11:18.0,Defensive rebound by Z. Pachulia,,21,32
109,2,11:05.0,Z. Pachulia misses 2-pt jump shot from 14 ft,,21,32
110,2,11:04.0,,Defensive rebound by D. Harris,21,32
111,2,10:48.0,,Turnover by D. Nowitzki (bad pass),21,32
112,2,10:48.0,,J. Nelson enters the game for D. Harris,21,32
113,2,10:37.0,J. Dudley misses 2-pt jump shot from 22 ft,,21,32
114,2,10:36.0,,Defensive rebound by J. Nelson,21,32
115,2,10:18.0,,J. Barea misses 2-pt jump shot from 16 ft,21,32
116,2,10:17.0,Defensive rebound by Z. Pachulia,,21,32
117,2,10:07.0,K. Marshall misses 2-pt jump shot from 2 ft (block by B. Wright),,21,32
118,2,10:04.0,,Defensive rebound by B. Wright,21,32
119,2,10:03.0,,Turnover by B. Wright (bad pass; steal by Z. Pachulia),21,32
120,2,9:58.0,K. Middleton misses 3-pt jump shot from 24 ft,,21,32
121,2,9:57.0,Offensive rebound by Z. Pachulia,,21,32
122,2,9:57.0,Shooting foul by B. Wright (drawn by Z. Pachulia),,21,32
123,2,9:57.0,Z. Pachulia makes free throw 1 of 2,,22,32
124,2,9:57.0,,A. Aminu enters the game for J. Crowder,22,32
125,2,9:57.0,Z. Pachulia makes free throw 2 of 2,,23,32
126,2,9:41.0,,D. Nowitzki makes 2-pt jump shot from 16 ft (assist by J. Nelson),23,34
127,2,9:22.0,J. Bayless misses 2-pt jump shot from 8 ft,,23,34
128,2,9:21.0,,Defensive rebound by B. Wright,23,34
129,2,9:08.0,,B. Wright misses 2-pt jump shot from 6 ft,23,34
130,2,9:07.0,Defensive rebound by Z. Pachulia,,23,34
131,2,8:53.0,Z. Pachulia misses 2-pt jump shot from 16 ft,,23,34
132,2,8:52.0,,Defensive rebound by A. Aminu,23,34
133,2,8:52.0,Loose ball foul by K. Marshall (drawn by A. Aminu),,23,34
134,2,8:52.0,Official timeout,,23,34
135,2,8:52.0,,T. Chandler enters the game for D. Nowitzki,23,34
136,2,8:52.0,,C. Parsons enters the game for B. Wright,23,34
137,2,8:35.0,,A. Aminu misses 2-pt hook shot from 4 ft,23,34
138,2,8:34.0,Defensive rebound by Z. Pachulia,,23,34
139,2,8:16.0,K. Middleton misses 2-pt jump shot from 11 ft,,23,34
140,2,8:16.0,Offensive rebound by Z. Pachulia,,23,34
141,2,8:13.0,Z. Pachulia makes 2-pt layup from 1 ft,,25,34
142,2,7:55.0,,J. Barea makes 2-pt jump shot from 7 ft,25,36
143,2,7:29.0,J. Bayless makes 3-pt jump shot from 24 ft (assist by K. Middleton),,28,36
144,2,7:10.0,,J. Barea makes 2-pt jump shot from 9 ft,28,38
145,2,6:57.0,K. Middleton makes 2-pt jump shot from 15 ft,,30,38
146,2,6:42.0,,A. Aminu misses 2-pt jump shot from 17 ft,30,38
147,2,6:41.0,Defensive rebound by Z. Pachulia,,30,38
148,2,6:34.0,J. Bayless makes 2-pt layup from 1 ft,,32,38
149,2,6:34.0,,Dallas full timeout,32,38
150,2,6:34.0,,J. Crowder enters the game for J. Barea,32,38
151,2,6:34.0,,M. Ellis enters the game for A. Aminu,32,38
152,2,6:20.0,,Shooting foul by Z. Pachulia (drawn by M. Ellis),32,38
153,2,6:20.0,,M. Ellis misses free throw 1 of 2,32,38
154,2,6:20.0,,Offensive rebound by Team,32,38
155,2,6:20.0,L. Sanders enters the game for Z. Pachulia,,32,38
156,2,6:20.0,,M. Ellis misses free throw 2 of 2,32,38
157,2,6:19.0,Defensive rebound by K. Marshall,,32,38
158,2,6:15.0,,Offensive charge foul by K. Middleton (drawn by J. Crowder),32,38
159,2,6:15.0,Turnover by K. Middleton (offensive foul),,32,38
160,2,6:03.0,,C. Parsons makes 2-pt jump shot from 8 ft,32,40
161,2,5:46.0,J. Bayless misses 2-pt jump shot from 17 ft,,32,40
162,2,5:45.0,Offensive rebound by L. Sanders,,32,40
163,2,5:40.0,J. Dudley misses 3-pt jump shot from 22 ft,,32,40
164,2,5:39.0,,Defensive rebound by T. Chandler,32,40
165,2,5:27.0,,M. Ellis makes 2-pt jump shot from 19 ft,32,42
166,2,5:24.0,Milwaukee full timeout,,32,42
167,2,5:24.0,J. Parker enters the game for J. Dudley,,32,42
168,2,5:24.0,B. Knight enters the game for K. Marshall,,32,42
169,2,5:24.0,O. Mayo enters the game for J. Bayless,,32,42
170,2,5:13.0,B. Knight makes 2-pt jump shot from 7 ft,,34,42
171,2,4:45.0,,J. Crowder misses 3-pt jump shot from 24 ft,34,42
172,2,4:44.0,Defensive rebound by B. Knight,,34,42
173,2,4:39.0,B. Knight makes 2-pt jump shot from 12 ft,,36,42
174,2,4:18.0,,T. Chandler makes 2-pt dunk at rim (assist by C. Parsons),36,44
175,2,3:59.0,O. Mayo misses 2-pt jump shot from 7 ft,,36,44
176,2,3:58.0,Offensive rebound by O. Mayo,,36,44
177,2,3:45.0,K. Middleton misses 2-pt jump shot from 6 ft,,36,44
178,2,3:44.0,Offensive rebound by J. Parker,,36,44
179,2,3:44.0,J. Parker makes 2-pt dunk at rim,,38,44
180,2,3:31.0,,C. Parsons makes 2-pt layup from 2 ft (assist by J. Nelson),38,46
181,2,3:22.0,O. Mayo misses 3-pt jump shot from 24 ft,,38,46
182,2,3:21.0,,Defensive rebound by T. Chandler,38,46
183,2,3:10.0,,Personal foul by K. Middleton (drawn by T. Chandler),38,46
184,2,3:10.0,,D. Nowitzki enters the game for J. Crowder,38,46
185,2,3:10.0,,J. Barea enters the game for J. Nelson,38,46
186,2,3:06.0,,D. Nowitzki misses 3-pt jump shot from 24 ft,38,46
187,2,3:05.0,Defensive rebound by O. Mayo,,38,46
188,2,3:03.0,Turnover by O. Mayo (bad pass; steal by M. Ellis),,38,46
189,2,2:56.0,,Turnover by M. Ellis (bad pass; steal by K. Middleton),38,46
190,2,2:52.0,L. Sanders makes 2-pt layup from 1 ft (assist by K. Middleton),,40,46
191,2,2:39.0,,C. Parsons makes 3-pt jump shot from 24 ft (assist by J. Barea),40,49
192,2,2:22.0,O. Mayo makes 2-pt jump shot from 4 ft,,42,49
193,2,2:08.0,,Shooting block foul by L. Sanders (drawn by C. Parsons),42,49
194,2,2:08.0,,C. Parsons makes free throw 1 of 2,42,50
195,2,2:08.0,J. Bayless enters the game for K. Middleton,,42,50
196,2,2:08.0,,C. Parsons makes free throw 2 of 2,42,51
197,2,1:50.0,L. Sanders misses 2-pt jump shot from 5 ft (block by T. Chandler),,42,51
198,2,1:48.0,,Defensive rebound by D. Nowitzki,42,51
199,2,1:34.0,,Shooting block foul by O. Mayo (drawn by M. Ellis),42,51
200,2,1:34.0,,M. Ellis makes free throw 1 of 2,42,52
201,2,1:34.0,,M. Ellis makes free throw 2 of 2,42,53
202,2,1:24.0,J. Bayless makes 2-pt dunk at rim (assist by B. Knight),,44,53
203,2,1:12.0,,D. Nowitzki makes 2-pt jump shot from 21 ft (assist by J. Barea),44,55
204,2,0:59.0,O. Mayo makes 2-pt jump shot from 14 ft,,46,55
205,2,0:50.0,,J. Barea misses 3-pt jump shot from 24 ft,46,55
206,2,0:49.0,,Offensive rebound by M. Ellis,46,55
207,2,0:37.0,,Personal foul by J. Parker (drawn by D. Nowitzki),46,55
208,2,0:37.0,,D. Nowitzki makes free throw 1 of 2,46,56
209,2,0:37.0,,D. Nowitzki makes free throw 2 of 2,46,57
210,2,0:19.0,Turnover by B. Knight (lost ball; steal by J. Barea),,46,57
211,2,0:17.0,,Personal foul by O. Mayo (drawn by M. Ellis),46,57
212,2,0:17.0,,M. Ellis makes free throw 1 of 2,46,58
213,2,0:17.0,,A. Aminu enters the game for D. Nowitzki,46,58
214,2,0:17.0,,M. Ellis makes free throw 2 of 2,46,59
215,2,0:03.0,Turnover by J. Parker (bad pass; steal by T. Chandler),,46,59
216,2,0:00.0,,J. Barea misses 3-pt jump shot from 37 ft,46,59
217,2,0:00.0,,Offensive rebound by Team,46,59
218,3,11:43.0,,M. Ellis makes 2-pt jump shot from 18 ft,46,61
219,3,11:27.0,B. Knight makes 3-pt jump shot from 25 ft (assist by O. Mayo),,49,61
220,3,11:09.0,,C. Parsons makes 3-pt jump shot from 24 ft (assist by J. Nelson),49,64
221,3,10:55.0,O. Mayo misses 3-pt jump shot from 23 ft,,49,64
222,3,10:54.0,,Defensive rebound by C. Parsons,49,64
223,3,10:49.0,,Turnover by C. Parsons (lost ball),49,64
224,3,10:35.0,Turnover by O. Mayo (bad pass; steal by T. Chandler),,49,64
225,3,10:26.0,,T. Chandler makes 2-pt layup from 2 ft (assist by J. Nelson),49,66
226,3,10:26.0,,Shooting foul by L. Sanders (drawn by T. Chandler),49,66
227,3,10:26.0,,T. Chandler makes free throw 1 of 1,49,67
228,3,10:15.0,Turnover by L. Sanders (traveling),,49,67
229,3,10:04.0,,M. Ellis makes 2-pt jump shot from 5 ft,49,69
230,3,9:48.0,O. Mayo misses 2-pt jump shot from 15 ft,,49,69
231,3,9:48.0,Offensive rebound by J. Parker,,49,69
232,3,9:46.0,J. Parker makes 2-pt layup at rim,,51,69
233,3,9:30.0,,Turnover by T. Chandler (lost ball; steal by B. Knight),51,69
234,3,9:26.0,J. Parker makes 2-pt dunk at rim (assist by O. Mayo),,53,69
235,3,9:04.0,,C. Parsons misses 2-pt layup from 2 ft (block by L. Sanders),53,69
236,3,9:02.0,Defensive rebound by L. Sanders,,53,69
237,3,8:54.0,O. Mayo makes 2-pt jump shot from 7 ft,,55,69
238,3,8:29.0,,Personal foul by O. Mayo (drawn by M. Ellis),55,69
239,3,8:21.0,,M. Ellis misses 2-pt jump shot from 6 ft,55,69
240,3,8:20.0,,Offensive rebound by M. Ellis,55,69
241,3,8:06.0,,C. Parsons makes 2-pt layup from 1 ft,55,71
242,3,7:50.0,O. Mayo makes 3-pt jump shot from 24 ft (assist by B. Knight),,58,71
243,3,7:41.0,,M. Ellis misses 3-pt jump shot from 24 ft,58,71
244,3,7:40.0,Defensive rebound by J. Parker,,58,71
245,3,7:33.0,G. Antetokounmpo makes 2-pt dunk at rim (assist by B. Knight),,60,71
246,3,7:32.0,,Dallas full timeout,60,71
247,3,7:20.0,,T. Chandler misses 2-pt jump shot from 19 ft,60,71
248,3,7:19.0,Defensive rebound by B. Knight,,60,71
249,3,7:00.0,O. Mayo makes 3-pt jump shot from 24 ft,,63,71
250,3,6:46.0,,Turnover by J. Nelson (bad pass; steal by J. Parker),63,71
251,3,6:43.0,J. Parker makes 2-pt dunk at rim,,65,71
252,3,6:27.0,,Personal foul by J. Parker (drawn by D. Nowitzki),65,71
253,3,6:27.0,,J. Crowder enters the game for D. Nowitzki,65,71
254,3,6:16.0,,M. Ellis makes 2-pt jump shot from 16 ft,65,73
255,3,5:56.0,B. Knight misses 3-pt jump shot from 25 ft,,65,73
256,3,5:55.0,Offensive rebound by L. Sanders,,65,73
257,3,5:55.0,L. Sanders makes 2-pt tip-in at rim,,67,73
258,3,5:35.0,,J. Nelson misses 3-pt jump shot from 25 ft,67,73
259,3,5:34.0,Defensive rebound by L. Sanders,,67,73
260,3,5:30.0,Personal foul by J. Nelson (drawn by G. Antetokounmpo),,67,73
261,3,5:30.0,,D. Harris enters the game for J. Nelson,67,73
262,3,5:19.0,O. Mayo misses 3-pt jump shot from 24 ft,,67,73
263,3,5:18.0,,Defensive rebound by C. Parsons,67,73
264,3,5:11.0,,Shooting block foul by J. Parker (drawn by T. Chandler),67,73
265,3,5:11.0,,T. Chandler makes free throw 1 of 2,67,74
266,3,5:11.0,,T. Chandler makes free throw 2 of 2,67,75
267,3,4:56.0,Shooting foul by C. Parsons (drawn by B. Knight),,67,75
268,3,4:56.0,B. Knight makes free throw 1 of 2,,68,75
269,3,4:56.0,B. Knight makes free throw 2 of 2,,69,75
270,3,4:34.0,,D. Harris misses 3-pt jump shot from 23 ft,69,75
271,3,4:32.0,,Offensive rebound by J. Crowder,69,75
272,3,4:26.0,,C. Parsons makes 3-pt jump shot from 25 ft (assist by T. Chandler),69,78
273,3,4:09.0,B. Knight misses 2-pt jump shot from 18 ft,,69,78
274,3,4:07.0,,Defensive rebound by T. Chandler,69,78
275,3,3:59.0,,D. Harris makes 3-pt jump shot from 22 ft (assist by M. Ellis),69,81
276,3,3:59.0,Milwaukee full timeout,,69,81
277,3,3:59.0,,B. Wright enters the game for T. Chandler,69,81
278,3,3:59.0,,D. Nowitzki enters the game for J. Crowder,69,81
279,3,3:59.0,J. Dudley enters the game for G. Antetokounmpo,,69,81
280,3,3:59.0,J. Bayless enters the game for O. Mayo,,69,81
281,3,3:45.0,J. Parker misses 2-pt hook shot from 4 ft,,69,81
282,3,3:44.0,,Defensive rebound by B. Wright,69,81
283,3,3:28.0,,M. Ellis misses 2-pt jump shot from 5 ft,69,81
284,3,3:26.0,Defensive rebound by L. Sanders,,69,81
285,3,3:14.0,Turnover by B. Knight (bad pass; steal by B. Wright),,69,81
286,3,3:08.0,,C. Parsons makes 2-pt jump shot from 2 ft (assist by B. Wright),69,83
287,3,2:41.0,J. Bayless misses 2-pt jump shot from 3 ft,,69,83
288,3,2:41.0,Offensive rebound by Team,,69,83
289,3,2:35.0,J. Parker misses 2-pt jump shot from 8 ft,,69,83
290,3,2:35.0,,Defensive rebound by C. Parsons,69,83
291,3,2:21.0,,D. Nowitzki makes 2-pt jump shot from 11 ft,69,85
292,3,2:06.0,J. Bayless makes 2-pt jump shot from 5 ft (assist by B. Knight),,71,85
293,3,1:48.0,,M. Ellis misses 3-pt jump shot from 24 ft,71,85
294,3,1:46.0,Defensive rebound by J. Parker,,71,85
295,3,1:38.0,J. Dudley misses 3-pt jump shot from 22 ft,,71,85
296,3,1:37.0,,Defensive rebound by B. Wright,71,85
297,3,1:29.0,,D. Nowitzki misses 3-pt jump shot from 25 ft,71,85
298,3,1:27.0,,Offensive rebound by C. Parsons,71,85
299,3,1:18.0,,D. Nowitzki makes 3-pt jump shot from 25 ft (assist by M. Ellis),71,88
300,3,0:52.0,J. Bayless misses 2-pt jump shot from 21 ft (block by B. Wright),,71,88
301,3,0:51.0,,Defensive rebound by M. Ellis,71,88
302,3,0:30.0,,M. Ellis makes 2-pt jump shot from 17 ft,71,90
303,3,0:07.0,B. Knight misses 3-pt jump shot from 25 ft,,71,90
304,3,0:05.0,Offensive rebound by Team,,71,90
305,3,0:05.0,Turnover by Team (shot clock),,71,90
306,3,0:00.0,,M. Ellis misses 3-pt jump shot from 27 ft,71,90
307,3,0:00.0,,Offensive rebound by Team,71,90
308,4,11:46.0,Personal foul by J. Barea (drawn by J. Parker),,71,90
309,4,11:37.0,Z. Pachulia makes 2-pt layup from 1 ft,,73,90
310,4,11:16.0,,D. Nowitzki makes 2-pt jump shot from 17 ft (assist by J. Barea),73,92
311,4,11:00.0,G. Antetokounmpo makes 2-pt dunk at rim (assist by Z. Pachulia),,75,92
312,4,10:43.0,,B. Wright misses 2-pt hook shot from 4 ft,75,92
313,4,10:42.0,Defensive rebound by J. Parker,,75,92
314,4,10:37.0,Turnover by J. Parker (lost ball; steal by D. Nowitzki),,75,92
315,4,10:33.0,,D. Nowitzki misses 3-pt jump shot from 24 ft,75,92
316,4,10:32.0,Defensive rebound by G. Antetokounmpo,,75,92
317,4,10:19.0,Shooting foul by D. Nowitzki (drawn by J. Parker),,75,92
318,4,10:19.0,J. Parker makes free throw 1 of 2,,76,92
319,4,10:19.0,J. Parker misses free throw 2 of 2,,76,92
320,4,10:18.0,,Defensive rebound by B. Wright,76,92
321,4,9:54.0,,J. Barea makes 2-pt jump shot from 10 ft,76,94
322,4,9:44.0,J. Parker makes 2-pt layup at rim,,78,94
323,4,9:23.0,,B. Wright makes 2-pt layup at rim (assist by J. Barea),78,96
324,4,9:12.0,G. Antetokounmpo makes 2-pt layup at rim (assist by K. Marshall),,80,96
325,4,9:12.0,Shooting foul by J. Crowder (drawn by G. Antetokounmpo),,80,96
326,4,9:12.0,,A. Aminu enters the game for D. Nowitzki,80,96
327,4,9:12.0,G. Antetokounmpo makes free throw 1 of 1,,81,96
328,4,8:46.0,,J. Crowder misses 3-pt jump shot from 23 ft,81,96
329,4,8:45.0,,Offensive rebound by B. Wright,81,96
330,4,8:41.0,,J. Crowder makes 3-pt jump shot from 23 ft (assist by B. Wright),81,99
331,4,8:23.0,Z. Pachulia misses 2-pt jump shot from 10 ft,,81,99
332,4,8:21.0,Offensive rebound by G. Antetokounmpo,,81,99
333,4,8:21.0,G. Antetokounmpo makes 2-pt dunk at rim,,83,99
334,4,8:03.0,,J. Barea misses 3-pt jump shot from 24 ft,83,99
335,4,8:03.0,Defensive rebound by Team,,83,99
336,4,8:03.0,Official timeout,,83,99
337,4,7:43.0,Turnover by K. Marshall (bad pass; steal by J. Crowder),,83,99
338,4,7:25.0,,B. Wright makes 2-pt layup at rim (assist by D. Harris),83,101
339,4,7:13.0,Turnover by K. Marshall (bad pass; steal by J. Crowder),,83,101
340,4,7:08.0,,J. Crowder misses 2-pt layup at rim (block by J. Bayless),83,101
341,4,7:06.0,,Offensive rebound by A. Aminu,83,101
342,4,7:06.0,,A. Aminu makes 2-pt tip-in from 1 ft,83,103
343,4,6:57.0,G. Antetokounmpo makes 2-pt layup at rim (assist by J. Parker),,85,103
344,4,6:35.0,,J. Crowder misses 2-pt jump shot from 21 ft,85,103
345,4,6:35.0,Defensive rebound by Team,,85,103
346,4,6:18.0,J. Parker makes 2-pt jump shot from 8 ft,,87,103
347,4,5:54.0,,D. Harris makes 3-pt jump shot from 22 ft (assist by A. Aminu),87,106
348,4,5:42.0,,Dallas full timeout,87,106
349,4,5:42.0,K. Middleton enters the game for K. Marshall,,87,106
350,4,5:42.0,N. Wolters enters the game for J. Bayless,,87,106
351,4,5:30.0,J. Parker makes 2-pt jump shot from 4 ft,,89,106
352,4,5:15.0,,Shooting foul by Z. Pachulia (drawn by A. Aminu),89,106
353,4,5:15.0,,A. Aminu makes free throw 1 of 2,89,107
354,4,5:15.0,,R. Jefferson enters the game for D. Harris,89,107
355,4,5:15.0,,A. Aminu makes free throw 2 of 2,89,108
356,4,5:05.0,Personal foul by J. Barea (drawn by N. Wolters),,89,108
357,4,5:00.0,Z. Pachulia makes 2-pt layup from 2 ft,,91,108
358,4,4:37.0,,J. Barea makes 3-pt jump shot from 23 ft (assist by J. Crowder),91,111
359,4,4:15.0,Z. Pachulia makes 2-pt hook shot from 1 ft,,93,111
360,4,3:52.0,,R. Jefferson makes 2-pt jump shot from 6 ft,93,113
361,4,3:39.0,Turnover by Z. Pachulia (lost ball; steal by B. Wright),,93,113
362,4,3:34.0,,B. Wright makes 2-pt dunk at rim (assist by J. Barea),93,115
363,4,3:17.0,G. Antetokounmpo makes 2-pt jump shot from 20 ft,,95,115
364,4,3:16.0,,Dallas full timeout,95,115
365,4,3:16.0,,G. Smith enters the game for B. Wright,95,115
366,4,3:04.0,,R. Jefferson makes 2-pt layup from 1 ft,95,117
367,4,2:51.0,Turnover by J. Parker (lost ball; steal by J. Crowder),,95,117
368,4,2:49.0,,Turnover by J. Crowder (bad pass),95,117
369,4,2:40.0,N. Wolters makes 2-pt jump shot from 3 ft,,97,117
370,4,2:40.0,Shooting foul by J. Barea (drawn by N. Wolters),,97,117
371,4,2:40.0,N. Wolters misses free throw 1 of 1,,97,117
372,4,2:39.0,,Defensive rebound by A. Aminu,97,117
373,4,2:23.0,,G. Smith makes 2-pt hook shot from 6 ft (assist by J. Barea),97,119
374,4,2:09.0,K. Middleton misses 3-pt jump shot from 24 ft,,97,119
375,4,2:09.0,,Defensive rebound by A. Aminu,97,119
